"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA KUMAR","2 - SALEEM IQBAL SHERVANI","3 - KUNWAR SARVRAJ SINGH","4 - SUNITA SHAKYA","5 - IRSHAD ANSARI ADVOCATE","6 - OM VEER","7 - MOHD. ZARRAR KHAN","8 - JITENDRA SINGH YADAV","9 - NARESH SINGH SOLANKI","10 - PRAMOD KUMAR YADAV","11 - YOGENDRA KUMAR VERMA","12 - CAPTAIN P.C. SHARMA","13 - ARSHADURRAZA KHAN","14 - None of the Above","Total Votes Secured"
176,"KRASAK SAMAJ I. CO. R. N. 4 FATEHGUNJ PURVI",757,472,0,1229,188,126,0,314,314,0,87,23,183,16,0,0,0,0,4,0,0,0,1,0,314
177,"KANNYA PRI.PAT.NAI. BASTI R.N.1FATEHGUNJ PURVI",415,324,0,739,234,190,0,424,424,0,264,11,129,11,0,0,1,0,2,0,1,1,2,2,424
178,"KANNYA PRI.PAT.NAI. BASTI R.N.3 FATEHGUNJ PURVI",569,493,0,1062,354,298,0,652,652,0,148,43,410,23,3,1,2,0,0,1,2,2,4,13,652
179,"KANNYA PRI.PAT.NAI. BASTI R.N.2 FATEHGUNJ PURVI",406,355,0,761,238,198,0,436,436,0,305,11,45,57,1,1,0,1,4,1,1,1,2,6,436
180,"KANNYA PRI.PAT.NAI. BASTI R.N.4 FATEHGUNJ PURVI",528,459,0,987,264,221,0,485,485,0,308,5,101,53,0,0,2,2,0,2,3,6,0,3,485
181,"PRI.PAT.HARELA R.N.1",789,643,0,1432,504,386,0,890,890,0,665,5,29,163,1,1,1,0,4,1,2,2,2,14,890
182,"PRI.PAT.HARELA R.N.2",173,168,0,341,135,104,0,239,239,0,184,6,33,11,0,0,1,0,3,1,0,0,0,0,239
183,"PRI.PAT.RAMPURA KAMAN",483,441,0,924,371,291,0,662,662,0,354,19,189,82,2,0,2,0,6,0,3,0,1,4,662
184,"PRI.PAT. R.N.1 HARELI ALIPUR",533,412,0,945,343,204,0,547,547,0,370,15,119,30,0,0,0,1,1,0,0,0,1,10,547
185,"PRI.PAT. R.N.2 HARELI ALIPUR",408,374,0,782,261,197,0,458,458,0,256,8,30,150,2,2,0,0,0,0,3,0,0,7,458
186,"JU. HAI. SCHOOL R.N.1 TARAKHAS",636,548,0,1184,431,339,0,770,770,0,430,11,151,151,1,1,0,2,1,0,6,5,5,6,770
187,"JU. HAI. SCHOOL R.N.2 TARAKHAS",315,275,0,590,214,186,0,400,400,0,43,4,7,331,6,1,0,0,1,0,1,1,0,5,400
188,PRI.PAT.MEVAPATTI,484,386,0,870,309,238,0,547,547,0,149,7,79,301,5,2,0,0,1,0,0,1,1,1,547
189,"PRI.PAT.BHAGWANPUR FULWA",784,658,0,1442,499,377,0,876,876,0,559,13,184,90,0,0,1,1,2,0,3,3,1,19,876
190,PRI.PAT.BAKERGUNJ,871,648,0,1519,608,421,0,1029,1029,0,442,88,106,367,2,1,3,0,2,0,3,2,3,10,1029
191,PRI.PAT.NIKASUA,102,97,0,199,77,69,0,146,146,0,40,1,3,102,0,0,0,0,0,0,0,0,0,0,146
192,PRI.PAT.NAGLAJASI,304,251,0,555,238,175,0,413,413,0,113,5,83,197,3,1,0,0,3,1,5,1,0,1,413
193,PRI.PAT.GALTHUA,254,219,0,473,182,146,0,328,328,0,55,5,266,1,0,0,0,0,0,0,0,1,0,0,328
194,PRI.PAT.SAHPURA,222,190,0,412,181,160,0,341,341,0,147,5,85,96,1,1,0,0,1,0,1,0,1,3,341
195,"PRI.PAT.KUIYAN UGANPUR",287,231,0,518,252,193,0,445,445,0,93,2,214,130,0,0,1,0,1,1,1,0,1,1,445
196,"JU. HAI.R.N. 1 PACHOMI",477,394,0,871,237,244,0,481,481,0,167,176,83,45,0,0,1,0,0,0,5,0,0,4,481
197,"JU. HAI.R.N. 2 PACHOMI",484,401,0,885,299,229,0,528,528,0,201,108,41,159,1,2,1,0,2,0,2,1,4,6,528
198,"JU. HAI.R.N. 3 PACHOMI",738,620,0,1358,481,336,0,817,817,0,444,54,161,140,5,1,1,0,1,0,3,2,2,3,817
199,"PRI.PAT.R.N.1 BAKAINIYA",624,470,0,1094,459,285,0,744,744,0,75,5,458,171,1,0,1,1,1,12,4,2,1,12,744
200,"PRI.PAT.R.N.2 BAKAINIYA",597,463,0,1060,344,184,0,528,528,0,174,15,176,153,2,0,1,0,0,0,2,0,3,2,528
201,"KANNYA JU. HAI. SCHOOL R.N. 1 NAGARIYA VIKRAM",535,428,0,963,384,285,0,669,669,0,274,7,122,244,1,0,1,0,1,2,7,2,1,7,669
202,"KANNYA JU. HAI. SCHOOL R.N. 2 NAGARIYA VIKRAM",483,385,0,868,317,234,0,551,551,0,139,11,204,183,3,0,0,0,1,0,2,0,1,7,551
203,"PRI.PAT.TANDA SIKANDERPUR",446,341,0,787,322,234,0,556,556,0,220,7,98,218,2,0,1,0,2,0,3,1,0,4,556
204,PRI.PAT.KISURRA,537,425,0,962,390,268,0,658,658,0,411,5,50,154,2,1,0,0,5,2,2,2,2,22,658
205,"PRI.PAT.PRA SECOND R.N.1 FARIDPUR",808,686,0,1494,482,418,0,900,900,0,675,115,85,2,0,0,1,0,0,0,2,6,3,11,900
206,"PRI.PAT.PRA SECOND R.N.2 FARIDPUR",708,607,0,1315,495,373,0,868,868,0,746,14,78,14,1,0,0,0,1,0,2,2,0,10,868
207,"KAMLA NEHRU R.N.1 FARIDPUR",737,638,0,1375,475,391,0,866,866,0,417,12,62,357,7,0,0,0,0,2,1,1,1,6,866
208,"KAMLA NEHRU R.N.2 FARIDPUR",499,434,0,933,301,268,0,569,569,0,486,9,54,8,1,0,0,1,0,0,1,1,1,7,569
209,"KAMLA NEHRU R.N.3 FARIDPUR",519,431,0,950,271,225,0,496,496,0,434,3,20,30,0,0,0,0,1,0,1,0,2,5,496
210,"KANNYA PRI.PAT. R.N. 1 FARIDPUR",721,589,0,1310,384,286,0,670,670,0,275,122,259,8,1,0,0,0,0,0,1,1,0,3,670
211,"KANNYA PRI.PAT. R.N. 2 FARIDPUR",603,545,0,1148,381,311,0,692,692,0,631,19,30,1,0,0,0,0,0,0,0,1,0,10,692
212,"KANNYA PRI.PAT. R.N. 3 FARIDPUR",828,665,0,1493,408,249,0,657,657,0,216,181,239,9,2,0,0,1,0,0,2,3,1,3,657
213,"SHAYAM SUNDER KANNYA I.CO.R.N.1 FARIDPUR",553,405,0,958,293,137,0,430,430,0,7,187,213,11,0,0,5,0,0,0,0,0,5,2,430
214,"SHAYAM SUNDER KANNYA I.CO.R.N.2 FARIDPUR",533,444,0,977,271,157,0,428,428,0,90,128,199,6,0,0,0,0,1,0,0,0,0,4,428
215,"SHAYAM SUNDER KANNYA I.CO.R.N.3 FARIDPUR",586,452,0,1038,238,159,0,397,397,0,55,225,66,47,0,0,0,1,0,1,0,0,1,1,397
216,"SHAYAM SUNDER KANNYA I.CO.R.N.4 FARIDPUR",549,421,0,970,225,133,0,358,358,0,84,170,75,24,0,0,2,0,0,0,2,0,0,1,358
217,"SHAYAM SUNDER KANNYA I.CO.R.N.5 FARIDPUR",510,418,0,928,218,144,0,362,362,0,74,196,70,2,0,0,2,0,2,0,3,3,3,7,362
218,"VIDHYA MANDIR R.N.7 FARIDPUR",829,674,0,1503,339,180,0,519,519,0,99,304,97,2,0,0,1,0,3,0,4,0,1,8,519
219,"VIDHYA MANDIR R.N.1 FARIDPUR",805,689,1,1495,400,274,0,674,674,0,434,87,145,2,1,0,0,0,1,0,0,1,0,3,674
220,"VIDHYA MANDIR R.N.2 FARIDPUR",697,581,0,1278,376,280,0,656,656,0,423,20,163,37,4,1,0,0,0,0,1,2,1,4,656
221,"VIDHYA MANDIR R.N.3 FARIDPUR",645,480,0,1125,264,164,0,428,428,0,302,10,93,19,1,1,0,0,0,0,0,0,0,2,428
222,"VIDHYA MANDIR R.N.6 FARIDPUR",837,658,0,1495,257,168,0,425,425,0,267,6,83,60,1,0,1,0,1,1,0,0,1,4,425
223,"VIDHYA MANDIR R.N.4 FARIDPUR",502,389,0,891,260,189,0,449,449,0,302,8,100,33,1,0,1,1,0,0,0,0,2,1,449
224,"VIDHYA MANDIR R.N.10 FARIDPUR",549,427,0,976,262,230,0,492,492,0,347,5,108,13,0,1,1,0,1,0,1,1,0,14,492
225,"PRI.PAT.CO. N. 1 GAUSGUNJ SARAY",508,432,0,940,323,276,0,599,599,0,92,359,86,47,2,2,2,1,0,1,2,0,1,4,599
226,"PRI.PAT.CO. N. 2 GAUSGUNJ SARAY",483,392,0,875,326,208,0,534,534,0,49,368,95,9,0,0,2,1,0,0,4,1,0,5,534
227,"VIDHYA MANDIR R.N.5 FARIDPUR",844,732,0,1576,522,416,0,938,938,0,820,12,83,15,1,1,0,0,1,0,0,1,0,4,938
228,"SISHU MANDIR CO. N. 1 FARIDPUR",527,410,0,937,248,158,0,406,406,0,8,236,134,7,0,3,5,1,0,0,5,3,2,2,406
229,"SISHU MANDIR CO. N. 5 FARIDPUR",528,379,1,908,212,115,0,327,327,0,4,160,152,3,1,1,1,0,0,0,0,0,3,2,327
230,"SISHU MANDIR CO. N. 2 FARIDPUR",789,591,0,1380,341,242,0,583,583,0,299,77,116,79,1,0,0,0,1,1,2,0,2,5,583
231,"SISHU MANDIR CO. N. 3 FARIDPUR",700,505,0,1205,304,208,0,512,512,0,125,165,174,41,0,1,1,1,0,0,2,0,0,2,512
232,"SISHU MANDIR CO. N. 4 FARIDPUR",608,571,0,1179,409,284,0,693,693,0,188,128,368,4,0,0,0,0,1,1,0,1,0,2,693
233,"KISAAN I. CO. R.N. 1 FARIDPUR",686,574,0,1260,396,245,0,641,641,0,306,39,269,19,0,0,0,0,1,1,2,1,0,3,641
234,"KISAAN I. CO. R.N. 2 FARIDPUR",825,688,0,1513,576,314,0,890,890,0,92,280,504,11,1,0,0,0,0,0,1,0,1,0,890
235,"KISAAN I. CO. R.N. 4 FARIDPUR",631,517,0,1148,390,223,0,613,613,0,10,304,272,10,0,2,0,1,2,0,2,1,1,8,613
236,"CHNGAMAL MANTESARI SCHOOL R.N.1 FARIDPUR",675,530,0,1205,380,212,0,592,592,0,6,327,252,4,1,0,2,0,0,0,0,0,0,0,592
237,"CHNGAMAL MANTESARI SCHOOL R.N.2 FARIDPUR",617,491,0,1108,329,194,0,523,523,0,72,160,272,8,6,2,0,0,0,0,0,2,1,0,523
238,"CHNGAMAL MANTESARI SCHOOL R.N.6 FARIDPUR",375,333,0,708,186,138,0,324,324,0,186,45,67,22,0,0,0,0,0,0,2,0,1,1,324
239,"CHNGAMAL MANTESARI SCHOOL R.N.3 FARIDPUR",864,687,0,1551,446,269,0,715,715,0,39,353,307,3,2,1,0,0,0,0,1,1,2,6,715
240,"CHNGAMAL MANTESARI SCHOOL R.N.4 FARIDPUR",575,470,0,1045,254,178,0,432,432,0,119,159,94,48,2,0,0,3,0,0,1,0,1,5,432
241,"CHNGAMAL MANTESARI SCHOOL R.N.5 FARIDPUR",568,487,0,1055,307,207,0,514,514,0,138,181,126,60,1,0,2,0,2,1,1,0,0,2,514
242,"C.A.S.I.CO.R.N.1 FARIDPUR",416,339,0,755,247,195,0,442,442,0,269,21,148,1,0,0,0,0,0,0,1,0,0,2,442
243,"C.A.S.I.CO.R.N.2 FARIDPUR",418,297,0,715,198,151,0,349,349,0,268,51,27,1,0,0,0,0,0,1,0,0,1,0,349
244,"C.A.S.I.CO.R.N.3 FARIDPUR",451,388,0,839,335,250,0,585,585,0,377,10,62,118,1,0,0,0,6,1,1,3,2,4,585
245,"C.A.S.I.CO.R.N.4 FARIDPUR",435,382,0,817,257,210,0,467,467,0,271,49,113,23,0,0,0,1,4,0,1,0,0,5,467
246,"C.A.S.I.CO.R.N.5 FARIDPUR",494,439,0,933,273,211,0,484,484,0,383,9,74,9,0,0,0,3,0,0,1,3,0,2,484
247,"C.A.S.I.CO.R.N.6 FARIDPUR",424,324,0,748,200,159,0,359,359,0,229,3,111,11,0,0,1,0,0,0,1,0,1,2,359
248,"C.A.S.I.CO.R.N.29 FARIDPUR",462,392,0,854,248,198,0,446,446,0,293,10,117,20,1,1,1,0,0,1,0,0,0,2,446
249,PRI.PAT.SITARGUNJ,615,467,0,1082,513,318,0,831,831,0,710,3,38,69,0,0,2,0,0,0,2,1,1,5,831
250,PRI.PAT.DHARAMPUR,548,458,0,1006,370,272,0,642,642,0,29,272,42,283,3,0,4,0,1,1,1,1,3,2,642
251,"PRI.PAT.FARRAKHPUR MAJHAUA",661,511,1,1173,458,308,0,766,766,0,11,608,124,10,0,3,1,0,1,1,0,1,2,4,766
252,PRI.PAT.KAHANPURA,488,405,0,893,403,322,0,725,725,0,156,13,291,240,2,3,2,1,1,1,8,0,3,4,725
253,PRI.PAT.AURANGABAD,497,372,0,869,343,214,0,557,557,0,325,16,195,9,0,0,1,0,1,0,2,1,0,7,557
254,PRI.PAT.DIYORANIYA,312,263,0,575,218,174,0,392,392,0,308,2,64,17,0,0,0,0,0,0,0,1,0,0,392
255,PRI.PAT.GOPALPUR,556,402,0,958,400,228,0,628,628,0,414,12,144,42,2,1,0,0,1,1,4,0,3,4,628
256,"PRI.PAT.SIPAIYA GAUHTIYA",137,107,0,244,123,64,0,187,187,0,77,3,96,9,0,0,0,0,0,0,1,0,0,1,187
257,"PRI.PAT.MANPUR TA. HARDAYPUR",399,288,0,687,322,200,0,522,522,0,396,9,95,5,1,1,0,1,1,2,1,1,2,7,522
258,PRI.PAT.KARPIYA,741,598,0,1339,572,404,0,976,976,0,823,16,69,48,3,1,3,0,0,1,2,0,0,10,976
259,"PRI.PAT.R.N.1 LAUNGPUR",732,708,0,1440,476,433,0,909,909,0,464,13,350,58,2,1,1,0,1,0,2,2,5,10,909
260,PRI.PAT.SARIPUR,629,509,0,1138,453,324,0,777,777,0,604,9,123,13,1,1,1,0,0,0,1,3,2,19,777
261,PRI.PAT.KHEMUNAGLA,510,447,0,957,425,342,0,767,767,0,337,91,234,65,1,2,3,0,3,2,2,2,5,20,767
262,PRI.PAT.GOMIDPUR,741,596,0,1337,539,399,0,938,938,0,477,18,230,169,3,1,4,1,2,1,7,5,5,15,938
263,"PRI.PAT.RAYPUR HANS",414,353,0,767,288,206,0,494,494,0,243,4,227,13,0,0,0,0,0,0,0,2,2,3,494
264,"PRI.PAT.R.N.1 RUIRIYA",868,670,0,1538,574,438,0,1012,1012,0,397,7,235,314,1,8,0,2,3,1,8,6,4,26,1012
265,"PRI.PAT.KAPOOR MOUDDINNAGAR",517,402,0,919,443,284,0,727,727,0,603,11,36,59,1,1,0,0,0,2,3,1,1,9,727
266,PRI.PAT.DANDHULI,530,411,0,941,381,255,0,636,636,0,445,7,107,57,1,2,1,0,0,1,1,1,3,10,636
267,PRI.PAT.RAJNAPUR,444,368,0,812,345,255,0,600,600,0,202,12,358,18,0,0,1,1,0,1,1,0,1,5,600
268,"PRI.PAT.NABADA BILSANDI",830,581,0,1411,530,291,0,821,821,0,300,7,424,65,3,0,1,1,0,0,2,5,4,9,821
269,PRI.PAT.KHALLPUR,845,691,0,1536,604,455,0,1059,1059,0,896,6,123,8,1,0,0,1,1,0,5,2,1,15,1059
270,"PRI.PAT.NAVADIYA KALYANPUR",907,660,0,1567,552,320,0,872,872,0,205,71,360,207,3,1,1,1,3,1,7,2,3,7,872
271,PRI.PAT.DHIMARPURA,331,224,0,555,214,128,0,342,342,0,59,7,257,5,0,2,0,1,0,0,0,1,2,8,342
272,PRI.PAT.DHANDHRUA,375,310,0,685,245,177,0,422,422,0,312,18,77,9,0,0,1,0,0,0,0,0,3,2,422
273,"PRI.PAT.MOHANPUR TA. RAYPUR TOKAMAN",379,359,0,738,279,243,0,522,522,0,54,216,242,3,1,0,0,0,0,0,4,1,1,0,522
274,"PRI.PAT.RAMPURA RATAN",550,454,0,1004,395,299,0,694,694,0,116,7,373,178,3,2,2,0,0,1,2,2,0,8,694
275,"PRI.PAT. AMREKH",348,307,0,655,262,213,0,475,475,0,195,31,55,183,2,1,0,1,0,0,1,0,3,3,475
276,"PRI.PAT. NAVADIA E. SAHORA",286,241,0,527,224,174,0,398,398,0,208,4,179,2,0,0,1,0,0,0,1,2,0,1,398
277,"KANYA PAT. R.N.1 SISAIYA MAGANPUR",425,358,0,783,281,230,0,511,511,0,211,6,275,9,0,0,0,0,4,0,0,1,0,5,511
278,"KANYA PAT. R.N.2 SISAIYA MAGANPUR",312,255,0,567,174,124,0,298,298,0,128,9,71,81,1,0,0,0,0,0,3,1,1,3,298
279,"PRI.PAT.KARNPUR KLAN",355,287,0,642,272,193,0,465,465,0,110,7,294,38,1,0,1,0,1,1,3,1,1,7,465
280,PRI.PAT.OSARD,837,640,0,1477,576,387,0,963,963,0,204,7,573,156,3,0,1,1,5,1,2,2,3,5,963
281,"PRI.PAT.R.N.1 NAVADAWAN",536,454,0,990,402,301,0,703,703,0,535,18,83,28,2,1,0,1,4,1,9,2,2,17,703
282,"PRI.PAT.R.N.2 NAVADAWAN",253,206,0,459,165,129,0,294,294,0,153,11,14,102,4,1,1,0,0,1,3,0,0,4,294
283,"PRI.PAT.NAVADIYA ASHOK",420,338,0,758,316,204,0,520,520,0,17,80,378,14,16,0,0,1,4,1,2,1,3,3,520
284,"PRI.PAT.BHARAMPUR KUNDAN",347,273,0,620,281,170,0,451,451,0,149,4,188,93,0,1,0,1,0,1,3,1,1,9,451
285,"PRI.PAT.R.N.1 RAMPURIYA TA. LAKHORA",631,560,0,1191,464,366,0,830,830,0,485,23,51,254,2,0,0,0,1,3,5,1,3,2,830
286,"PRI.PAT.R.N.2 RAMPURIYA TA. LAKHORA",202,180,0,382,128,97,0,225,225,0,101,3,18,95,0,0,1,0,1,1,1,2,0,2,225
287,PRI.PAT.MANEY,379,324,0,703,281,244,0,525,525,0,329,6,118,64,2,0,0,1,0,1,0,1,1,2,525
288,"JU. HAI. SCHOOL R.N.1 PADERA",809,687,0,1496,521,418,0,939,939,0,616,25,149,127,2,0,2,0,2,1,4,2,5,4,939
289,"JU. HAI. SCHOOL R.N.2 PADERA",654,534,1,1189,386,302,0,688,688,0,265,48,233,132,0,1,3,2,1,0,1,0,0,2,688
290,"PRI.PAT.R.N.1 BEHRA",699,585,0,1284,422,262,0,684,684,0,171,76,344,84,1,0,2,0,0,1,0,1,0,4,684
291,"PRI.PAT.R.N.2 BEHRA",686,518,0,1204,427,124,0,551,551,0,341,4,171,12,1,0,0,0,1,0,1,1,2,17,551
292,"PRI.PAT KADARGUNJ R.N.1",413,334,0,747,260,176,0,436,436,0,237,26,139,25,0,0,1,1,0,1,2,0,0,4,436
293,"PRI.PAT KADARGUNJ R.N.2",466,400,0,866,359,261,0,620,620,0,292,15,201,102,1,2,0,2,0,1,2,0,1,1,620
294,"PRI.PAT.R.N.1NAGARIYA KLAN",353,320,0,673,245,206,0,451,451,0,229,7,111,87,1,3,2,0,0,1,3,1,1,5,451
295,"PRI.PAT.R.N.2NAGARIYA KLAN",513,440,0,953,370,288,0,658,658,0,298,15,258,76,1,0,0,1,2,0,1,1,1,4,658
296,"PRI.PAT.R.N.1 RADHAULI KLAN",846,683,0,1529,573,407,0,980,980,0,417,94,106,330,4,3,1,2,0,0,4,4,3,12,980
297,PRI.PAT.MASTIPUR,253,204,0,457,201,152,0,353,353,0,136,5,85,121,1,0,0,1,0,0,0,1,1,2,353
298,PRI.PAT.BASASWANPUR,749,611,1,1361,531,419,0,950,950,0,673,15,189,55,3,1,1,1,2,0,3,2,1,4,950
299,"PRI.PAT.BHIKAMPUR IK. SHIVPURI",438,361,0,799,341,260,0,601,601,0,289,9,35,251,5,0,3,1,0,1,1,0,1,5,601
300,PRI.PAT.VARGAWAN,845,695,0,1540,436,361,0,797,797,0,326,27,32,401,1,1,1,0,0,1,2,1,2,2,797
301,PRI.PAT.NIBADIYA,622,502,0,1124,457,371,0,828,828,0,406,9,205,188,0,1,5,1,1,0,1,0,1,10,828
302,PRI.PAT.ASHOKPUR,226,184,0,410,160,128,0,288,288,0,193,8,70,9,0,1,1,0,0,0,2,0,2,2,288
303,"PRI.PAT. R.N.1 UCHSIYA",401,347,0,748,276,252,0,528,528,0,170,10,162,164,2,0,1,2,1,1,4,1,3,7,528
304,"PRI.PAT.KUTHLA FARIDPUR",449,358,0,807,336,249,0,585,585,0,500,7,30,21,1,0,0,2,0,1,1,1,3,18,585
305,"PRI.PAT.R.N.2 UCHSIYA",645,493,0,1138,424,284,0,708,708,0,135,7,220,314,7,0,1,1,1,0,5,4,2,11,708
306,"JU.HAI.SCHOOL R.N.1 SHIVPURI",524,444,0,968,321,193,0,514,514,0,145,25,155,178,0,1,0,1,2,0,0,1,2,4,514
307,"JU.HAI.SCHOOL R.N.2 SHIVPURI",729,617,0,1346,403,336,0,739,739,0,283,43,300,91,5,0,1,1,1,0,3,1,2,8,739
308,PRI.PAT.KARTOLI,641,445,0,1086,474,303,0,777,777,0,435,10,258,57,3,1,3,0,2,0,0,0,2,6,777
309,"PRI.PAT.AMRATA ILK. SHIVPURI",744,541,0,1285,518,275,0,793,793,0,295,14,340,114,6,0,0,0,0,8,3,5,2,6,793
310,PRI.PAT.DAGHROLI,411,377,0,788,286,241,0,527,527,0,180,27,140,164,0,1,0,0,1,2,5,2,0,5,527
311,"PRI.PAT.UDHRANPUR ILK. JARAUL",375,311,0,686,279,177,0,456,456,0,30,5,181,229,3,0,0,1,0,1,2,0,2,2,456
312,"PRI.PAT.SINDHWANAKHI GUNJ",514,428,0,942,354,266,0,620,620,0,233,9,259,79,1,3,2,11,1,3,4,1,5,9,620
313,"PRI.PAT.CHAMAR SUKATIYA",198,170,0,368,158,132,0,290,290,0,3,10,11,262,1,0,0,0,0,0,0,2,0,1,290
314,"PRI.PAT.ITAURIYA ILK. SHIVPURI",381,267,0,648,246,173,0,419,419,0,153,2,202,54,0,0,2,0,2,0,1,0,0,3,419
315,"PRI.PAT.SUKATIYA SHINGHAVARI",435,317,0,752,341,202,0,543,543,0,76,9,284,158,0,0,0,1,0,1,3,2,3,6,543
316,"PRI.PAT.SAIDPUR MU.",391,286,0,677,297,175,0,472,472,0,91,4,367,4,0,0,3,0,1,0,0,0,0,2,472
317,"PRI.PAT.CHATIYA CHTANPUR MU.",398,301,0,699,311,186,0,497,497,0,153,4,320,7,0,0,0,0,1,1,0,3,1,7,497
318,PRI.PAT.JARAUL,471,374,1,846,335,217,0,552,552,0,107,49,289,95,5,0,1,0,0,0,1,1,3,1,552
319,"PRI.PAT.BANDIYA KHURD",437,321,0,758,246,175,0,421,421,0,31,2,131,242,5,2,2,1,1,0,2,1,0,1,421
320,"PRI.PAT.NAGARIYA NAUVARAMAD MU.",371,281,0,652,212,128,0,340,340,0,138,8,140,41,2,1,0,1,0,0,3,0,2,4,340
321,"PRI.PAT.MANPUR TIRLOK",330,254,0,584,254,150,0,404,404,0,111,2,261,27,0,0,0,0,0,0,0,0,1,2,404
