"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
195,"P.V. BACHHARAULI",620,612,1,1233,495,410,0,905,905,0,11,43,848,2,0,0,0,0,0,1,0,0,905
196,"P.V. PAREVA NARAYANPUR ROOM N. 1",724,659,0,1383,272,288,0,560,560,0,38,60,220,195,5,7,2,7,1,4,8,13,560
197,"P.V. PAREVANARAYANPUR ROOM N,2",453,382,0,835,137,102,0,239,150,0,31,2,164,39,0,0,0,1,1,0,0,1,239
198,"P.V. PAREVA NARAYANPUR OTHER ROOM",476,385,0,861,187,163,0,350,157,0,41,27,238,38,2,0,0,2,0,0,1,1,350
199,"P.V. KAIMBA ROOM NO. 01",556,481,0,1037,184,186,0,370,201,0,40,30,205,86,1,0,0,2,0,4,2,0,370
200,"P.V. KAIMBA ROOM NO. 02",711,514,3,1228,294,266,0,560,380,0,29,198,234,52,3,5,4,6,2,7,8,12,560
201,"P.V. KAIMBA ROOM NO. 03",754,610,0,1364,284,243,0,527,455,0,33,156,193,99,2,4,6,8,4,9,3,10,527
202,"P.V. MALAKARAJAKPUR ROOM NO. 01",392,292,1,685,131,139,0,270,106,0,13,11,212,19,0,0,0,1,1,2,7,4,270
203,"P.V. MALAKARAJAKPUR ATI0 ROOM",517,454,1,972,203,216,0,419,305,0,26,86,239,58,1,0,2,1,1,1,1,3,419
204,"P.V. MALAKARAJAKPUR ROOM NO. 02",866,705,0,1571,410,390,0,800,605,0,13,268,427,65,2,3,3,1,3,7,4,4,800
205,"P.V. NARSINGHPUR ROOM NO. 01",400,334,1,735,247,209,0,456,306,0,3,26,402,5,1,1,0,0,0,3,7,8,456
206,"P.V. NARSINGHPUR ROOM NO. 02",470,418,0,888,292,282,0,574,305,0,10,47,488,11,0,4,1,1,0,8,0,4,574
207,"P.V. TIKURI DASHARATHPUR",374,320,0,694,220,196,0,416,305,0,4,207,112,72,2,2,0,1,1,3,8,4,416
208,"P.V. AHIBARANPUR",811,659,2,1472,445,369,0,814,606,0,5,234,521,44,0,0,0,1,1,3,3,2,814
209,"P.V. NAUBASTA",643,588,0,1231,469,257,0,726,506,0,5,182,467,28,3,3,0,1,4,6,10,17,726
210,"P.V. PARASIPUR ROOM NO. 01",448,343,0,791,253,164,0,417,305,0,6,181,187,24,1,1,1,0,2,3,5,6,417
211,"P.V. HARISHANKARPUR",259,193,0,452,141,130,0,271,200,0,2,76,129,37,3,2,2,0,4,5,5,6,271
212,"P.V. PARSIPUR ROOM NO. 2",756,586,1,1343,398,339,0,737,400,0,21,254,368,51,5,3,3,3,2,3,12,12,737
213,"P.V. SAJA",784,637,0,1421,269,266,0,535,290,0,8,108,277,41,5,8,10,6,13,13,11,35,535
214,"P.V. SAMASPUR ROOM NO. 01",501,364,0,865,286,297,0,583,300,0,3,19,553,2,0,1,1,1,0,2,0,1,583
215,"P.V. SAMASPUR ROOM NO. 02",645,463,0,1108,473,332,0,805,435,0,2,60,716,18,1,0,0,1,0,1,1,5,805
216,"P.V. KANTI AKHAIBARPUR",632,506,0,1138,359,271,0,630,400,0,11,270,302,26,1,1,1,3,0,5,3,7,630
217,"P.V. DHIMI",664,475,0,1139,430,314,0,744,400,0,9,160,507,32,8,4,2,2,0,5,8,7,744
218,"P.V. DARIYAPUR",468,371,0,839,236,195,0,431,431,0,4,212,196,8,0,0,1,1,2,1,0,6,431
219,"P.V. JAHANABAD ROOM NO. 01",666,496,2,1164,349,263,0,612,612,0,14,163,379,25,5,2,2,2,0,3,8,9,612
220,"P.V. JAHANABAD ROOM NO. 02",752,630,3,1385,330,370,0,700,700,0,11,132,395,103,6,8,2,1,2,13,7,20,700
221,"P.V. BHADSHIV",876,717,0,1593,393,304,0,697,697,0,5,114,520,46,1,0,1,2,0,0,2,6,697
222,"P.V. PINGARI",831,663,1,1495,624,450,0,1074,1074,0,15,111,905,26,1,3,1,1,0,3,3,5,1074
223,"P.V. RAMGARH BANOHI ROOM 01",697,540,4,1241,391,262,0,653,653,0,11,276,260,73,5,4,1,2,5,5,3,8,653
224,"P.V. RAMGADH BANOHI ROOM N. 2",409,344,1,754,164,152,0,316,316,0,17,59,141,72,2,1,4,3,3,3,3,8,316
225,"P.V. MIRPUR BANOHI",510,439,1,950,315,234,0,549,320,0,9,103,415,17,0,1,0,0,0,3,0,1,549
226,"P.V. SILAVATPUR",588,484,0,1072,510,401,0,911,506,0,2,78,793,32,0,2,0,1,1,1,0,1,911
227,"P.V. BIHAR ROOM N, 01",678,562,1,1241,241,192,0,433,283,0,11,112,216,56,4,7,1,3,0,2,5,16,433
228,"P.V. BIHAR ROOM N. 02",563,488,1,1052,166,175,0,341,251,0,24,104,93,97,5,1,2,5,0,1,2,7,341
229,"J.J.V.I.KA. BIHAR ROOM NO. 01",440,367,0,807,199,192,0,391,260,0,18,124,160,68,4,2,1,3,2,2,3,4,391
230,"J.J.V.I.KA. BIHAR ROOM NO. 02",513,408,0,921,186,216,0,402,243,0,36,73,228,42,3,2,1,1,0,9,1,6,402
231,"J.J.DE.V.I.C. BIHAR ROOM N. 3",565,446,0,1011,242,139,0,381,232,0,6,123,139,97,3,2,1,1,0,2,2,5,381
232,"J.J.DE.V.I.C. BIHAR ROOM N. 4",409,314,0,723,174,136,0,310,173,0,3,43,134,116,3,0,0,0,4,1,1,5,310
233,"JU.HA.SC. TEKIPATTI ROOM NO. 01",865,683,1,1549,489,388,0,877,496,0,4,48,782,34,3,1,0,0,2,2,0,1,877
234,"JU.HA.SC. TEKIPATTI ROOM NO. 02",516,381,0,897,366,238,0,604,365,0,2,45,536,19,0,0,0,0,0,1,0,1,604
235,"P.V. SARAY SAID KHAN",616,585,0,1201,406,380,0,786,424,0,10,197,516,37,4,3,1,1,3,2,3,9,786
236,"P.M.V. AUTARPUR ROOM N. 1",411,344,0,755,282,201,0,483,268,0,10,49,350,65,0,1,1,1,1,0,2,3,483
237,"PU.MA.V. AUTARPUR ROOM NO. 02",476,407,0,883,331,256,0,587,318,0,1,39,521,25,0,0,0,0,0,0,0,1,587
238,"P.V. KARMAJITPATTI ROOM NO. 01",845,685,0,1530,509,398,0,907,478,0,2,47,834,21,1,0,1,0,0,1,0,0,907
239,"S.B.V. CHHENUNGA",546,478,0,1024,227,250,0,477,255,0,16,165,121,136,4,7,2,3,3,5,10,5,477
240,"P.BH. FULPUR MAURI",624,529,1,1154,397,309,0,706,382,0,9,62,418,179,3,3,2,3,4,6,6,11,706
241,"P.V. FULPUR MAURI",624,498,1,1123,303,278,0,581,323,0,7,49,321,168,0,2,3,2,5,4,10,10,581
242,"U.M.V. MAGHI CHAINAGADH ROOM NO1",581,531,1,1113,227,207,0,434,255,0,24,206,144,30,7,4,2,3,4,3,6,1,434
243,"U.M..V. MAGHI CHAINAGADH ROOM N. 02",635,468,2,1105,226,179,0,405,278,0,32,133,122,88,3,5,0,3,4,1,4,10,405
244,"P.V. PUVASI ROOM NO. 01",581,504,0,1085,206,230,0,436,248,0,10,150,150,93,3,2,3,3,2,4,2,14,436
245,"S.B.B.PUVASI ROOM NO. 01",526,422,2,950,178,162,0,340,180,0,18,143,91,56,3,4,0,6,4,3,6,6,340
246,"P.V. PUVASI ROOM NO. 02",406,328,0,734,202,136,0,338,338,0,8,123,103,73,5,2,3,1,3,3,5,9,338
247,"P.V. UMARI KOTILA ROOM NO. 01",743,583,0,1326,295,351,0,646,361,0,15,122,276,199,6,8,4,1,3,1,5,6,646
248,"P.V. UMARI KOTILA ROOM NO. 02",310,232,0,542,150,119,0,269,171,0,12,64,120,63,1,3,0,1,3,1,1,0,269
249,"P.V. MAHRAJPUR",477,336,0,813,340,250,0,590,322,0,3,97,444,27,1,3,2,0,1,6,3,3,590
250,"P.V. MALAVA CHHAJAIPUR ROOM NO. 01",586,503,0,1089,294,333,0,627,330,0,10,190,320,65,2,3,7,9,4,6,7,4,627
251,"P.V. MALAVA CHAJAIPUR ROOM N. 2",367,291,0,658,198,196,0,394,220,0,6,73,249,47,0,5,5,1,1,2,3,2,394
252,"P.V. CHHATAR",490,357,0,847,375,290,0,665,510,0,2,26,616,14,0,2,0,2,0,1,2,0,665
253,"P.V. JALALPUR BARAU",371,327,0,698,226,213,0,439,240,0,8,118,166,119,5,4,1,0,0,6,9,3,439
254,"P.V. BARAU ROOM NO. 01",921,717,0,1638,470,351,0,821,700,0,27,158,573,44,3,2,2,4,0,3,4,1,821
255,"P.V. BARAU ROOM NO. 02",907,714,0,1621,367,300,0,667,368,0,11,246,235,132,4,8,2,0,4,3,7,15,667
256,"S.B.B. SUNDARGANJ(ROR) ROOM N. 01",540,416,1,957,350,225,0,575,311,0,11,226,257,42,6,6,0,3,3,7,1,13,575
257,"SI.B.V. SUNDARGANJ(ROR) ROOM N. 02",607,471,0,1078,249,224,0,473,258,0,8,197,87,146,6,6,4,1,0,2,5,11,473
258,"P.V. RAYPUR",452,401,2,855,170,355,0,525,275,0,2,76,275,132,1,4,3,3,3,7,9,10,525
259,"P.V. TRILOKPUR",731,595,0,1326,246,310,0,556,285,0,12,219,181,120,4,5,0,1,3,5,3,3,556
260,"P.V. FULPUR RAMA",702,579,0,1281,221,391,0,612,322,0,15,376,116,75,4,8,0,1,0,3,9,5,612
261,"P.V. CHAKVAD ROOM NO. 01",769,601,3,1373,464,250,0,714,370,0,15,216,262,171,5,5,0,6,2,5,13,14,714
262,"P.V. CHAKVAD ROOM NO. 02",643,494,0,1137,252,380,0,632,335,0,6,189,124,280,4,6,2,0,5,2,7,7,632
263,"S.B.V. KAMASIN DEVI",726,664,0,1390,415,434,0,849,398,0,22,323,291,171,2,10,5,1,1,6,4,13,849
264,"P.V. TIWARI MAHAMADPUR",679,578,1,1258,351,319,0,670,350,0,20,473,94,58,5,8,1,0,4,1,2,4,670
265,"P.V. KHARGIPUR",315,266,0,581,191,174,0,365,180,0,16,81,190,42,2,3,4,2,2,7,4,12,365
266,"P.V. KODARAJIT",868,679,0,1547,378,328,0,706,370,0,5,373,207,88,4,10,2,5,0,3,3,6,706
267,"P.V. NARANGPUR",440,388,0,828,381,332,0,713,380,0,3,17,679,11,0,0,1,0,1,0,0,1,713
268,"NE.SMA.I.KA. KODARAJEET DHANVASA ROOM NO. 01",648,480,0,1128,294,186,0,480,268,0,11,111,228,95,1,1,1,1,2,3,14,12,480
269,"NE.SMA.I.KA. KODARAJEET DHANVASA ROOM NO. 02",444,354,0,798,165,118,0,283,158,0,10,114,79,59,4,2,3,0,1,3,1,7,283
270,"P.V. KHARGAPUR",326,310,0,636,210,217,0,427,245,0,9,90,211,83,2,5,0,0,7,2,9,9,427
271,"P.V. KAMOLIBIRBHANPUR",558,494,2,1054,266,262,0,528,275,0,12,247,119,114,7,6,1,3,3,6,3,7,528
272,"P.V. MALAKNARA",334,302,0,636,225,226,0,451,248,0,5,64,225,146,1,0,2,1,0,1,5,1,451
273,"P.V. NAUDHIYA",414,372,0,786,181,149,0,330,178,0,19,219,16,63,5,3,0,0,1,0,1,3,330
274,"P.V. GOGAURI",316,277,0,593,257,218,0,475,271,0,0,53,407,9,1,2,2,0,0,0,0,1,475
275,"P.V. BARBASPUR",438,368,1,807,342,305,0,647,344,0,5,41,509,85,1,2,1,0,0,1,1,1,647
276,"P.V. PANCHMAHUVA ROOM N. 1",730,513,2,1245,359,162,0,521,270,0,1,147,294,61,3,3,0,4,1,1,2,4,521
277,"P.V. PANCHMAHUVA ROOM N. 2",646,542,0,1188,368,284,0,652,348,0,15,163,379,68,2,10,1,3,1,2,4,4,652
278,"P.V. SAMASPURDAMU ROOM NO. 01",402,307,0,709,205,183,0,388,180,0,1,93,219,53,6,7,2,1,0,1,1,4,388
279,"P.V. SAMASPURDAMU ROOM NO. 02",670,522,0,1192,420,282,0,702,281,0,9,257,388,35,0,5,0,1,0,2,1,4,702
280,"S.B.V. KARAINI",293,233,0,526,196,160,0,356,185,0,5,78,182,75,2,2,0,0,1,0,6,5,356
281,"P.V. SARAY BABUIN",483,343,1,827,190,197,0,387,190,0,5,75,133,144,2,7,2,2,1,0,6,10,387
282,"P.V. SARAY BABUIN STHIT MAHMADPUR BHAV",545,437,0,982,370,257,0,627,330,0,3,99,500,15,0,1,1,0,0,3,4,1,627
283,"P.V. MUJEDHI KHAS",386,308,1,695,168,179,0,347,174,0,5,176,91,58,3,5,0,0,1,0,4,4,347
284,"P.V. BANSHIYARA",696,552,0,1248,366,340,0,706,371,0,10,166,364,123,6,4,3,4,3,9,5,9,706
285,"P.V. GAURA",336,272,0,608,149,148,0,297,170,0,5,98,123,44,2,1,4,2,3,3,4,8,297
286,"P.V. BHAV",487,393,1,881,206,177,0,383,201,0,9,143,128,93,1,0,2,0,1,1,2,3,383
287,"P.V. BHAV DVTIYA BHAVAN",604,483,0,1087,429,346,0,775,402,0,4,109,644,17,0,0,0,0,0,1,0,0,775
288,"P.BH. BHATPURVA",216,164,0,380,128,102,0,230,130,0,0,98,84,42,0,2,0,0,0,0,2,2,230
289,"P.V. MAIDHAR",263,214,0,477,190,143,0,333,180,0,2,14,273,34,1,1,0,1,1,5,0,1,333
290,"J.H.S. DHARUPUR",526,431,1,958,274,248,0,522,283,0,5,128,219,134,1,4,2,2,5,3,2,17,522
291,"P.V. SIYA ROOM N. 1",755,609,0,1364,301,213,0,514,273,0,23,141,207,99,2,8,2,4,2,5,5,16,514
292,"P.V. SIYA ROOM N. 2",368,321,0,689,143,167,0,310,170,0,9,68,102,106,1,2,1,3,1,5,2,10,310
293,"P.V. SIYA ROOM N. 3",544,433,0,977,203,190,0,393,230,0,4,77,157,123,1,4,2,5,4,3,7,6,393
294,"P.V. SIYA ROOM N. 4",383,315,0,698,133,137,0,270,190,0,6,79,90,75,1,2,2,1,3,1,4,6,270
295,"P.V. ATARSUI",276,233,0,509,160,161,0,321,178,0,1,106,130,71,2,0,1,1,1,0,3,5,321
296,"P.M.V. RAMDASPATTI ROOM NO. 01",785,624,0,1409,298,318,0,616,340,0,12,92,370,117,4,4,5,3,0,3,4,2,616
297,"U.M.V. RAMDASPATTI ROOM NO. 02",679,551,1,1231,277,250,0,527,278,0,16,173,228,49,3,3,1,0,3,15,10,26,527
298,"P.V. BUDHEPUR",790,627,0,1417,390,316,0,706,375,0,8,227,366,92,1,1,5,1,1,1,1,2,706
299,"P.V. RAMPUR ROOM N. 01",758,625,0,1383,350,390,0,740,620,0,6,195,428,76,6,2,0,2,4,5,5,11,740
300,"P.V. RAMPUR ROOM N. 02",224,222,0,446,171,132,0,303,280,0,0,37,231,29,1,0,0,0,1,2,0,2,303
301,"P.V. KOTAVA",627,548,0,1175,385,332,0,717,601,0,9,122,521,46,3,1,0,2,2,1,2,8,717
302,"P.V. SARAI NAHAR",629,503,2,1134,420,360,0,780,603,0,7,119,604,39,3,2,0,3,1,0,1,1,780
303,"P.V. JAMALAMAU ROOM NO. 1",679,569,0,1248,219,215,0,434,300,0,21,198,102,94,2,5,1,1,2,1,3,4,434
304,"P.V. JAMALAMAU ROOM N. 02",437,371,3,811,140,158,0,298,220,0,5,92,92,94,5,0,2,1,1,1,2,3,298
305,"P.V. NAMDEVPUR",635,497,4,1136,483,328,0,811,600,0,8,173,531,54,8,4,3,2,1,6,4,17,811
306,"P.V. MALAK TILHAI",630,517,0,1147,492,322,0,814,450,0,2,12,794,6,0,0,0,0,0,0,0,0,814
307,"P.V. N.BH. BEDHANGOPALPUR ROOM NO. 01",659,488,3,1150,257,193,0,450,290,0,4,167,146,114,5,3,0,0,1,1,4,5,450
308,"P.V. N.BH. BEDHANGOPALPUR ROOM NO. 02",442,355,3,800,221,196,0,417,250,0,2,134,201,68,1,2,1,0,1,2,0,5,417
309,"PU.MA.V. SERAPARPUR BEDHANGOPALPUR ROOM NO. 01",838,640,0,1478,409,306,0,715,380,0,21,267,254,147,2,3,1,3,1,2,7,7,715
310,"PU.MA.V. SERAPARPUR BEDHANGOPALPUR ROOM NO. 02",551,444,0,995,324,266,0,590,450,0,4,160,252,143,4,2,4,2,4,4,6,5,590
311,"P.V. BIHARIYA ROOM NO. 01",684,622,0,1306,325,383,0,708,600,0,39,50,441,156,2,2,4,3,0,2,3,6,708
312,"P.V. BIHARIYA ROOM N. 2",253,221,0,474,146,135,0,281,200,0,14,7,241,16,0,1,0,1,0,1,0,0,281
313,"P.V. RASOOLPUR NINDURA",423,366,0,789,290,257,0,547,350,0,32,12,333,162,2,1,0,0,0,3,2,0,547
314,"P.V. JAISAVA",670,572,0,1242,481,421,0,902,700,0,23,97,561,184,6,5,1,6,3,3,6,7,902
315,"P.V. IBRAHIMPUR",395,365,0,760,315,280,0,595,400,0,4,62,518,7,0,1,0,1,0,1,0,1,595
316,"P.V. KUDHA",626,512,3,1141,227,314,0,541,350,0,9,105,320,69,5,6,0,1,4,10,4,8,541
317,"P.V. BARANA ROOM",694,538,0,1232,377,298,0,675,450,0,29,287,177,110,8,13,6,7,6,7,6,19,675
318,"P.V. BARANA ROOM NO. 02",682,569,0,1251,273,257,0,530,400,0,29,102,250,97,8,2,3,1,3,8,12,15,530
319,"P.V. PITHIPUR ROOM NO. 01",454,340,0,794,215,153,0,368,250,0,4,141,187,18,1,0,1,0,1,3,2,10,368
320,"P.V. PITHIPUR ROOM NO. 02",840,663,0,1503,308,331,0,639,500,0,5,112,337,143,6,4,2,2,5,9,7,7,639
321,"P.V. SHAKARDHA PRATHAM BHAVAN ROOM N. 01",872,729,0,1601,394,339,0,733,600,0,23,265,250,153,9,7,3,1,2,6,8,6,733
322,"P.V. SHAKARDHA PRATHAM BHAVAN ROOM N. 02",850,662,1,1513,371,344,0,715,650,0,16,298,222,125,2,7,5,3,4,9,6,18,715
323,"P.V. SHAKARDHA DWITIYA ROOM N. 01",617,493,0,1110,248,212,0,460,250,0,13,232,128,66,2,4,2,4,1,2,6,0,460
324,"P.V. SHAKARDAHA SECOND ROOM NO. 02",858,710,2,1570,345,304,0,649,550,0,9,256,264,86,5,3,2,2,4,2,10,6,649
325,"P.V. SHAKDAHA OTHER. ROOM 01",648,547,0,1195,219,196,0,415,350,0,9,185,151,55,3,2,1,1,1,1,6,0,415
326,"P.V. SHAKDAHA OTHER. ROOM 02",322,266,0,588,97,76,0,173,173,0,1,46,80,40,0,1,1,0,0,0,2,2,173
