"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
152,"P.S. BHARHA SAMSPUR",425,342,0,767,325,252,0,577,577,0,38,77,1,299,2,1,1,4,132,2,3,2,0,1,3,3,2,0,2,3,1,0,577
153,"J.H.S. GAJAFFARNAGAR",480,389,0,869,315,287,0,602,598,0,20,81,4,392,3,0,4,9,61,1,2,4,3,0,1,6,1,2,0,3,2,3,602
154,"P.S. JINDASPUR",608,451,0,1059,347,282,0,629,629,0,63,50,6,359,2,3,4,7,110,1,1,5,1,1,2,3,2,0,2,6,0,1,629
155,"P.S. HANSEVA",425,356,0,781,287,248,0,535,535,0,19,42,1,419,1,0,1,1,36,0,0,1,3,0,0,2,1,1,2,5,0,0,535
156,"P.S. NIJAMPUR PACHIGAHANA",461,407,0,868,349,289,0,638,12,0,26,64,0,411,1,0,4,1,111,2,1,4,3,3,0,2,0,1,0,4,0,0,638
157,"P.S. MAULA BANKIPUR",554,430,0,984,334,293,0,627,583,0,6,77,0,414,0,0,0,1,87,1,0,0,1,0,0,7,3,6,17,5,0,2,627
158,"P.S. MAULA BANKIPUR EXTRA ROOM",493,409,0,902,351,296,0,647,647,0,10,29,2,549,0,0,0,5,46,0,0,1,0,1,1,0,0,0,1,1,1,0,647
159,"P.S. MAULA BANKIPUR",402,345,0,747,234,210,0,444,428,0,13,73,2,244,0,1,0,4,94,1,1,0,0,1,0,3,3,1,0,3,0,0,444
160,"P.S. ALAMPUR LATIFPUR URF MUNNIKHEDA R.N.1",612,491,0,1103,414,295,0,709,409,0,55,56,1,448,1,2,1,7,90,2,0,5,1,1,3,7,4,3,12,3,0,7,709
161,"P.S. ALAMPUR LATIFPUR URF MUNNIKHEDA R.N.2",329,281,0,610,203,167,0,370,203,0,6,59,0,62,0,0,2,4,205,2,2,0,1,0,0,6,6,3,1,3,1,7,370
162,"P.S. DAYALPUR",739,588,0,1327,479,385,0,864,816,0,73,491,5,180,8,3,1,13,52,2,4,3,3,1,8,9,1,4,1,0,1,1,864
163,"G.P.S. PURABHAR URF NEWTINI R.N.1",628,497,0,1125,399,315,0,714,518,0,84,98,2,345,0,1,3,15,147,1,0,0,2,3,1,4,0,1,0,4,1,2,714
164,"G.P.S. PURABHAR URF NEWTINI R.N.2",846,741,0,1587,506,411,0,917,789,0,68,242,3,332,2,1,1,5,236,6,0,1,1,0,0,6,2,0,1,4,3,3,917
165,"NALKUP NO.-2  PURABHAR URF NEWTINI",733,610,0,1343,380,338,0,718,718,0,81,40,0,230,1,1,0,6,338,2,1,2,2,0,2,1,3,2,0,4,0,2,718
166,"P.S.  PURABHAR URF NEWTINI",679,559,0,1238,432,319,0,751,620,0,67,150,3,296,0,2,3,1,196,7,0,3,2,1,1,5,0,7,1,4,0,2,751
167,"P.S.  IKBALGANJ H/O CHANDAULI KHURD",449,355,0,804,312,251,0,563,562,0,91,152,3,148,3,0,1,10,121,0,1,3,0,4,1,7,5,3,0,6,2,2,563
168,"P.S.  FARAHTPUR",444,358,0,802,323,273,0,596,539,0,16,74,2,360,1,0,1,1,122,2,2,4,1,0,0,6,0,1,0,2,1,0,596
169,"P.S.  RAMPUR BULAKIDAS",486,402,0,888,371,300,0,671,561,0,25,153,2,372,0,0,1,5,94,1,2,1,0,2,0,3,1,0,0,4,5,0,671
170,"P.S.  DAUDPUR",345,271,0,616,183,147,0,330,299,0,16,59,0,155,0,1,1,2,85,0,0,1,1,0,0,3,1,0,3,0,2,0,330
171,"J.H.S. PARAGIKHEDA H/O ADAMPUR BARETHI",889,665,0,1554,584,394,0,978,900,0,50,149,3,572,0,2,1,10,115,5,2,8,12,7,1,12,2,4,7,5,3,8,978
172,"P.S.  AJMATGARHI",571,477,0,1048,398,311,0,709,709,0,31,152,2,452,0,0,1,3,45,1,0,6,2,0,1,4,1,3,2,1,1,1,709
173,"P.S.  BARAKHEDA",604,495,0,1099,425,322,0,747,515,0,42,191,3,410,1,2,1,2,65,5,4,1,0,0,5,4,1,1,1,4,2,2,747
174,"J.H.S. NAI SARANY H/O NIMADPUR R.N.1",480,387,0,867,296,244,0,540,413,0,6,167,5,296,2,0,0,7,36,1,0,2,1,1,0,9,0,1,0,3,1,2,540
175,"J.H.S. NAI SARANY H/O NIMADPUR R.N.2",799,663,0,1462,419,367,0,786,786,0,55,214,4,413,0,1,1,8,72,3,0,0,1,1,1,4,0,1,1,2,3,1,786
176,"P.S.  BHITVA GADANKHEDA",727,552,0,1279,426,320,0,746,4,0,249,160,2,104,3,1,1,3,169,2,0,3,6,1,1,15,4,7,5,0,4,6,746
177,"P.S.  ADAMPUR BHANSI",493,368,0,861,346,248,0,594,594,0,33,87,6,313,3,0,1,9,115,4,1,1,2,1,1,3,2,3,2,2,2,3,594
178,"P.S.  KURAULI",628,511,0,1139,389,366,0,755,717,0,29,198,1,342,6,1,1,3,152,2,0,1,1,3,1,6,1,0,1,0,3,3,755
179,"P.S.  BARAUNA NYAMATPUR",528,405,0,933,291,197,0,488,488,0,27,68,1,239,0,0,4,8,110,1,0,1,0,1,1,3,7,4,4,2,2,5,488
180,"P.S.  PURA H/O BARAUNA NYAMATPUR R.N.1",493,414,0,907,339,255,0,594,114,0,41,143,3,309,1,0,3,4,61,0,2,3,5,0,2,4,2,0,3,4,2,2,594
181,"P.S.  PURA H/O BARAUNA NYAMATPUR R.N.2",631,516,0,1147,348,270,0,618,618,0,16,74,2,224,1,0,0,5,271,1,0,1,4,1,0,5,3,0,0,5,1,4,618
182,"P.S.  BHANPUR",431,338,0,769,345,219,0,564,562,0,269,67,0,110,4,2,1,3,94,0,1,1,1,0,0,3,1,3,0,1,2,1,564
183,"P.S.  KODRA R.N.1",520,432,0,952,311,222,0,533,533,0,9,23,1,323,3,2,2,5,117,1,1,2,0,31,1,3,1,1,3,3,1,0,533
184,"P.S.  KODRA R.N.2",488,378,0,866,283,222,0,505,477,0,13,32,2,115,1,0,1,10,290,0,0,1,4,16,0,1,8,2,2,4,2,1,505
185,"COMMINITY DEVELOPMENT CENTER SANDANA",461,347,0,808,259,195,0,454,454,0,24,27,4,261,0,1,1,3,110,6,2,3,0,1,0,2,4,0,1,1,2,1,454
186,"P.S.  SANDANA",581,468,0,1049,309,293,0,602,602,0,9,90,8,312,3,1,3,3,133,1,1,7,2,6,1,4,4,4,1,4,2,3,602
187,"P.S.  SEMRAMAU",425,324,0,749,278,213,0,491,423,0,16,243,4,92,2,0,1,8,104,0,0,0,2,0,1,8,1,0,3,3,0,3,491
188,"P.S.  MAKDUMPUR CHURMA",294,241,0,535,189,161,0,350,350,0,67,22,1,195,0,0,2,1,46,0,1,0,1,0,1,2,0,3,4,4,0,0,350
189,"P.S.  HULASKHEDA H/O DHOPA JAMORIYA",593,502,0,1095,404,363,0,767,767,0,223,53,1,370,2,1,1,5,67,0,0,3,1,16,5,1,3,9,2,0,1,3,767
190,"P.S.  NYAKHEDA H/O MADNAPUR",347,282,0,629,174,167,0,341,341,0,42,29,0,78,0,0,0,0,185,0,0,0,1,0,1,1,0,0,0,4,0,0,341
191,"P.S.  OHRAPUR KAUDIYA",368,321,0,689,275,226,0,501,61,0,45,48,2,292,1,0,2,1,92,1,1,1,0,1,1,2,4,1,1,3,1,1,501
192,"P.S.  LALPUR",460,386,0,846,316,287,0,603,486,0,41,133,3,343,4,1,1,4,57,0,1,4,3,0,0,1,0,1,3,1,1,1,603
193,"COMMUNITY COOPERATIVE SOCIETY NAVINAGAR",311,247,0,558,154,137,0,291,86,0,3,48,2,186,1,0,0,5,41,1,0,2,0,0,0,1,0,0,0,0,1,0,291
194,"PANCHAYAT GHAR TIKVAMAU",238,193,0,431,158,141,0,299,291,0,12,50,3,139,1,1,1,3,82,1,0,2,1,2,0,0,1,0,0,0,0,0,299
195,"P.S.  RAMPUR AKHAULI",839,652,0,1491,520,378,0,898,898,0,55,140,6,404,3,2,2,11,224,2,0,6,5,2,2,11,6,4,3,3,2,5,898
196,"P.S.  SAMADPUR JASMDA",505,431,0,936,350,295,0,645,425,0,35,47,2,422,0,1,0,7,113,0,2,5,0,0,0,1,3,1,2,3,0,1,645
197,"P.S.  JASMDA BABBAN",442,337,0,779,235,188,0,423,300,0,20,208,1,97,4,1,2,5,68,0,0,1,3,1,0,6,2,0,2,0,1,1,423
198,"J.H.S. JASMDA BABBAN",545,445,0,990,329,264,0,593,590,0,45,248,5,165,6,1,1,5,79,5,1,3,2,2,3,10,0,2,3,0,3,4,593
199,"P.S. KHADVARI SADIKPUR",555,438,0,993,316,229,0,545,539,0,11,77,0,257,0,0,1,1,171,2,1,1,2,1,0,3,7,1,4,3,0,2,545
200,"P.S. BHATPURA",720,543,0,1263,477,352,0,829,804,0,41,383,1,270,2,1,1,5,81,2,0,5,5,3,2,17,2,2,1,2,3,0,829
201,"P.S. GAURI",823,670,0,1493,465,318,0,783,625,0,70,98,1,498,3,1,1,9,75,0,1,6,1,0,2,8,0,1,1,3,2,2,783
202,"P.S. KHERVA ALADADPUR",528,405,0,933,313,204,0,517,517,0,5,130,1,304,1,2,0,2,44,3,0,4,2,0,2,5,1,0,6,3,1,1,517
203,"G.P.S. NAVAI",541,396,0,937,329,251,0,580,502,0,7,164,1,253,0,1,0,5,119,0,3,2,1,10,1,7,2,1,1,2,0,0,580
204,"P.S. NAVAI",653,537,0,1190,406,322,0,728,220,0,16,55,4,534,1,1,2,3,83,0,0,3,2,10,1,1,1,3,0,3,3,2,728
205,"P.S. JHALOTAR",794,570,0,1364,388,283,0,671,560,0,95,158,3,137,3,0,0,4,225,7,2,0,4,0,0,13,5,6,2,4,1,2,671
206,"P.S. BARA BUJURG",600,490,0,1090,379,340,0,719,719,0,67,51,6,478,6,1,1,4,52,2,1,11,3,0,4,5,2,5,3,10,4,3,719
207,"P.S. FIROJABAD",464,370,0,834,187,220,0,407,387,0,203,77,0,0,5,1,1,2,104,2,0,1,0,0,0,1,4,1,0,2,0,3,407
208,"P.S. CHANDPUR JHALIHAI",392,325,0,717,263,211,0,474,350,0,22,132,2,262,2,1,0,5,18,1,1,6,2,8,1,4,1,0,0,3,1,2,474
209,"P.S. KARASEMAU",203,165,0,368,123,109,0,232,232,0,8,31,1,41,3,0,1,2,137,0,1,0,0,0,0,2,1,2,0,0,1,1,232
210,"P.S. NARAYNPUR",655,530,0,1185,411,289,0,700,580,0,147,103,5,305,3,0,2,6,95,0,0,3,1,3,7,4,4,3,5,1,1,2,700
211,"P.S. SINGHANAPUR",372,317,0,689,258,226,0,484,22,0,16,129,0,109,0,0,1,1,192,1,0,2,3,3,0,9,9,1,4,1,1,2,484
212,"P.S. SUNDARPUR",412,323,0,735,237,220,0,457,75,0,49,187,0,158,2,1,1,2,35,0,1,4,1,1,0,3,0,5,4,1,0,2,457
213,"P.S. KUSHALIKHEDA H/O BHAULI",707,590,0,1297,356,203,0,559,365,0,102,177,3,174,3,0,0,6,70,0,1,5,0,0,1,10,0,1,2,2,1,1,559
214,"J.H.S. BHAULI NORTH",608,454,0,1062,326,214,0,540,520,0,13,160,4,201,3,3,3,6,105,1,2,3,3,3,1,7,4,2,6,0,2,8,540
215,"J.H.S. BHAULI SOUTH",653,488,0,1141,395,286,0,681,681,0,32,205,1,194,4,1,6,14,188,1,3,4,1,2,1,10,2,6,1,2,1,2,681
216,"P.S. BHAULI",844,691,0,1535,483,393,0,876,823,0,15,157,6,556,2,0,2,8,84,1,3,5,1,1,3,11,3,0,6,6,1,5,876
217,"P.S. BAGAHRI H/O BHAULI",615,488,0,1103,327,259,0,586,20,0,10,86,4,367,0,0,0,3,98,3,0,3,2,1,1,2,1,0,2,1,0,2,586
218,"P.S. CHHOTI PADARIYA H/O BHAULI",836,683,0,1519,416,286,0,702,702,0,40,283,6,211,3,0,3,7,108,0,1,9,3,2,3,10,1,3,2,3,2,2,702
219,"P.S. SARAY GOVIND",217,169,0,386,133,122,0,255,250,0,27,68,0,72,0,0,0,1,79,0,0,1,1,0,0,3,1,1,1,0,0,0,255
220,"P.S. IBRAHIMPUR",229,194,0,423,153,132,0,285,284,0,60,21,1,171,0,0,1,3,22,2,0,0,1,0,0,0,0,0,1,0,1,1,285
221,"P.S. LAKHANAPUR NORTH",488,385,1,874,283,169,0,452,426,0,6,239,1,133,2,0,0,1,36,1,0,3,1,17,1,8,0,0,1,0,1,1,452
222,"P.S. LAKHANAPUR SOUTH",727,608,0,1335,499,320,0,819,819,0,23,226,2,414,2,0,1,2,106,1,0,3,2,13,1,10,5,1,2,4,0,1,819
223,"P.S. SARANY INDAL",406,413,0,819,311,275,0,586,11,0,5,14,0,473,3,2,2,9,31,5,1,10,3,1,2,1,2,2,3,8,1,8,586
224,"P.S. RAMPUR",604,501,0,1105,385,290,0,675,163,0,79,243,4,249,5,1,0,3,56,1,0,4,0,2,2,9,2,1,6,2,3,3,675
225,"P.S. KUNJPUR",774,682,0,1456,501,336,0,837,758,0,77,118,3,415,4,0,2,7,174,3,1,9,0,1,5,4,1,1,0,5,5,2,837
226,"J.H.S. MAKOOR R.N.1",565,463,0,1028,388,232,0,620,51,0,29,82,1,402,1,0,2,10,53,1,2,4,3,0,1,5,4,0,5,11,4,0,620
227,"J.H.S. MAKOOR R.N.2",493,368,0,861,336,235,0,571,48,0,102,134,0,204,0,0,1,4,98,3,0,3,2,4,0,7,2,1,0,1,0,5,571
228,"J.H.S. MAKOOR R.N.3",492,413,0,905,320,224,0,544,425,0,214,8,1,230,2,0,0,5,54,3,1,4,1,0,1,2,4,1,2,4,1,6,544
229,"P.S. MAKOOR",467,373,0,840,265,189,0,454,454,0,63,113,1,201,0,1,0,0,52,0,0,3,1,0,0,8,0,3,2,5,1,0,454
230,"G.P.S. CHHEDA H/O JANSAR",625,514,0,1139,391,251,0,642,563,0,15,113,1,309,0,1,1,5,163,4,0,11,0,3,3,7,2,0,0,2,1,1,642
231,"PANCHAYAT GHAR JANSAR",587,429,0,1016,332,239,0,571,571,0,18,114,3,362,3,1,1,3,24,0,3,3,4,2,1,8,0,3,7,4,3,4,571
232,"G.P.S. JANSAR",599,499,0,1098,392,295,0,687,687,0,5,115,6,424,4,0,2,7,81,1,1,6,4,3,3,8,2,3,1,1,1,9,687
233,"P.S. DARIYAPUR",712,563,0,1275,292,320,0,612,612,0,60,106,2,65,1,1,1,9,336,1,0,4,1,1,2,7,9,2,1,0,1,2,612
234,"P.S. BAHAUDDINPUR",759,620,0,1379,381,379,0,760,760,0,14,193,3,132,3,1,2,5,362,3,2,1,2,2,1,12,7,1,2,6,3,3,760
235,"P.S. SADHIRA",535,424,0,959,264,210,0,474,474,0,3,117,2,190,3,1,1,2,130,1,0,3,0,4,3,1,2,3,1,2,0,5,474
236,"P.S. DILVAL",715,604,0,1319,391,328,0,719,669,0,8,231,6,270,3,0,0,11,148,3,3,6,2,2,2,9,1,1,2,4,3,4,719
237,"P.S. BIRSINGHI MALETHA",808,645,0,1453,455,362,0,817,817,0,29,107,3,472,2,3,1,3,142,0,4,8,7,0,1,14,6,1,4,2,1,7,817
238,"P.S. NANATIKUR",687,546,0,1233,387,258,0,645,645,0,21,142,4,291,2,0,0,4,124,0,3,4,5,1,3,21,5,3,1,8,0,3,645
239,"P.S. PIPROSA",700,562,0,1262,410,315,0,725,725,0,206,189,1,188,0,0,0,3,108,3,0,3,1,6,3,2,3,1,2,1,3,2,725
240,"P.S. MUNDERA",806,632,0,1438,484,337,0,821,821,0,22,156,2,475,5,2,1,9,82,6,3,11,4,1,6,12,5,3,4,3,4,5,821
241,"P.S. PAKARIGNVA",220,206,0,426,155,161,0,316,253,0,119,144,1,20,3,0,0,0,20,0,0,1,1,0,0,4,0,2,0,0,0,1,316
242,"P.S. AJIJPUR",443,359,0,802,269,216,0,485,436,0,37,27,0,297,0,0,0,0,119,1,0,0,1,0,0,1,0,1,0,0,0,1,485
243,"J.H.S. RAINAPUR",510,419,0,929,314,246,0,560,427,0,14,100,0,152,1,0,1,6,266,1,1,5,1,1,1,3,2,1,1,2,0,1,560
244,"P.S. ITKUTI",781,630,0,1411,487,331,0,818,21,0,161,85,3,421,4,0,2,6,93,1,3,9,2,3,3,3,4,7,0,3,3,2,818
245,"P.S. SAROSA",544,471,0,1015,321,258,0,579,565,0,17,149,2,310,1,1,0,6,74,0,0,5,1,0,2,3,2,2,0,1,2,1,579
246,"P.S. AJAIYAKHEDA",551,451,0,1002,353,278,0,631,428,0,88,308,0,122,2,0,1,3,46,2,0,3,4,0,0,27,4,2,5,5,0,9,631
247,"P.S. BICHPARI",808,747,0,1555,530,429,0,959,652,0,74,118,2,518,2,2,3,8,187,3,0,5,1,2,5,3,4,3,2,6,5,6,959
248,"P.S. JAGDISHPUR R.N.1",524,397,0,921,316,207,0,523,523,0,68,73,2,313,2,0,0,5,49,0,1,1,0,0,1,0,1,1,1,2,1,2,523
249,"P.S. JAGDISHPUR R.N.2",526,413,0,939,356,253,0,609,275,0,42,321,2,160,4,3,1,4,54,0,0,1,0,2,2,9,0,1,0,1,0,2,609
250,"P.S. MAHATVANI",385,321,0,706,266,198,0,464,41,0,9,71,4,326,3,0,0,2,32,1,2,2,3,1,1,2,1,0,0,4,0,0,464
251,"P.S. AJGAIN R.N.1",553,479,0,1032,339,275,0,614,614,0,27,16,3,408,2,0,1,5,133,1,1,6,0,0,4,1,0,0,2,1,1,2,614
252,"P.S. AJGAIN EXTRA ROOM",464,375,0,839,295,175,0,470,403,0,13,101,3,246,0,0,0,8,81,1,2,0,2,1,3,2,1,0,0,4,2,0,470
253,"P.S. AJGAIN R.N.2",621,527,0,1148,341,276,0,617,617,0,28,27,1,390,2,0,1,2,152,2,0,0,2,0,2,1,0,0,1,2,3,1,617
254,"P.S. KUSUMHAR R.N.1",708,622,0,1330,385,264,0,649,461,0,18,113,3,393,3,2,2,20,54,1,3,6,1,1,5,5,1,2,1,5,4,6,649
255,"P.S. KUSUMHAR R.N.2",610,476,0,1086,325,256,0,581,506,0,59,60,5,314,6,0,7,8,81,0,8,7,1,4,7,2,2,0,3,2,2,3,581
256,"J.H.S. KUSHUMBHI R.N. 1",601,515,0,1116,401,318,0,719,356,0,7,278,1,307,1,0,1,1,80,0,2,5,3,4,0,16,4,4,1,1,1,2,719
257,"J.H.S. KUSHUMBHI R.N. 2",416,346,0,762,303,208,0,511,488,0,5,118,2,323,0,1,2,6,30,0,0,3,3,0,2,10,0,3,0,1,0,2,511
258,"P.S. KUSHUMBHI",787,662,0,1449,485,391,0,876,549,0,9,156,2,568,5,3,0,6,96,0,2,12,3,1,0,1,2,1,3,2,2,2,876
259,"J.H.S. GAURA KATHERUVA R.N.1",396,322,0,718,212,241,0,453,453,0,187,78,0,131,4,0,2,8,23,2,0,1,0,1,5,5,0,2,1,1,1,1,453
260,"J.H.S. GAURA KATHERUVA R.N.2",679,549,0,1228,480,341,0,821,821,0,281,95,2,335,3,0,2,2,52,0,0,2,5,4,5,7,4,11,2,0,1,8,821
261,"M.L.I.K. INTER CILLEGE JAITIPUR R.N.1",437,351,0,788,257,178,0,435,205,0,53,53,1,249,0,0,0,1,53,0,0,0,0,1,1,8,4,3,4,0,0,4,435
262,"M.L.I.K. INTER CILLEGE JAITIPUR R.N.2",506,392,0,898,310,238,0,548,548,0,25,97,2,258,1,0,0,5,137,0,0,3,1,1,0,6,4,1,1,3,0,3,548
263,"P.S. JAITIPUR",600,509,0,1109,276,199,0,475,382,0,42,99,0,224,2,1,2,2,88,4,0,1,2,0,1,0,0,0,0,3,2,2,475
264,"P.S. SEMRA",458,371,0,829,311,260,0,571,571,0,16,103,2,374,5,0,1,3,40,0,0,2,3,2,1,5,2,0,4,2,1,5,571
265,"P.S. HIMMATGARH",498,398,0,896,320,251,0,571,571,0,23,65,0,252,2,2,4,5,202,1,1,4,0,0,3,2,0,1,0,2,1,1,571
266,"P.S. BHAJANKHEDA",425,359,0,784,266,206,0,472,472,0,22,281,4,65,1,0,0,5,76,0,0,1,3,0,2,6,1,0,1,1,3,0,472
267,"P.S. RAYPUR KHAILAMAU",531,392,0,923,371,190,0,561,536,0,149,76,2,145,5,2,4,5,137,4,2,6,2,1,0,4,3,6,1,3,1,3,561
268,"P.S. MAUHARI",468,365,0,833,311,234,0,545,544,0,158,147,4,148,0,0,1,11,29,0,0,2,4,4,0,9,2,6,5,6,1,8,545
269,"NATIONAL GIRLS INTER COLLEGE NAWABGANJ R.N.1",823,710,0,1533,481,438,0,919,919,0,51,54,1,558,0,0,1,2,233,1,1,1,1,1,1,4,4,3,0,0,0,2,919
270,"NATIONAL GIRLS INTER COLLEGE NAWABGANJ R.N.2",742,611,0,1353,423,359,0,782,732,0,15,97,2,287,3,3,2,8,326,2,4,12,1,3,5,0,1,3,4,2,1,1,782
271,"NATIONAL GIRLS INTER COLLEGE NAWABGANJ R.N.4",256,212,0,468,152,124,0,276,140,0,3,28,0,144,1,0,0,2,85,0,0,1,4,0,2,2,2,0,0,0,1,1,276
272,"NATIONAL GIRLS INTER COLLEGE NAWABGANJ R.N.3",469,366,0,835,279,206,0,485,150,0,12,87,1,288,0,3,1,5,67,1,1,3,1,0,1,9,0,1,0,1,1,2,485
273,"SHYAMLAL INTER COLLEGE NAVABGANJ R.N.1",606,553,0,1159,334,301,0,635,478,0,16,74,1,407,2,0,1,7,114,3,0,5,0,0,1,2,0,0,0,1,0,1,635
274,"SHYAMLAL INTER COLLEGE NAVABGANJ R.N.2",418,349,0,767,288,208,0,496,496,0,11,39,1,335,0,0,0,0,104,1,1,0,0,0,0,1,1,0,0,1,0,1,496
275,"SHYAMLAL INTER COLLEGE NAVABGANJ R.N.3",521,453,0,974,316,246,0,562,328,0,10,28,0,432,0,0,2,2,73,0,0,1,1,0,0,1,2,0,3,2,0,5,562
276,"SHYAMLAL INTER COLLEGE NAVABGANJ R.N.4",486,414,0,900,275,194,0,469,305,0,10,44,0,253,1,1,0,4,145,2,0,3,0,0,1,1,0,0,2,1,1,0,469
277,"P.S. BARUVA",494,401,0,895,343,251,0,594,290,0,12,164,3,305,1,1,0,4,73,1,2,1,3,0,1,7,3,3,2,1,2,5,594
278,"P.S. MALANV R.N. 1",593,466,0,1059,342,275,0,617,494,0,174,125,2,183,2,7,2,3,70,2,3,2,0,0,2,11,4,13,3,0,3,6,617
279,"P.S. MALANV R.N. 2",424,315,0,739,258,152,0,410,214,0,123,28,1,208,1,3,1,2,22,1,1,2,2,0,0,1,2,4,3,4,0,1,410
280,"J.H.S. MALANV",620,499,0,1119,369,270,0,639,160,0,229,86,1,257,1,0,0,4,42,1,0,1,1,0,1,7,2,0,3,0,0,3,639
281,"P.S. PALI",510,397,0,907,272,212,0,484,484,0,45,131,1,169,0,0,0,5,116,0,0,4,3,0,0,8,0,0,0,2,0,0,484
282,"P.S. CHAMRAULI",568,455,0,1023,331,233,0,564,565,0,29,112,3,256,0,4,0,1,113,3,1,6,5,5,1,7,5,0,5,3,2,3,564
283,"DEVELOPMENT CENTER CHAMRAULI",389,344,0,733,228,163,0,391,388,0,23,16,6,239,0,1,1,2,89,0,1,3,1,1,4,0,0,0,0,2,2,0,391
284,"P.S. DAULATKHEDA",482,399,0,881,318,214,0,532,375,0,29,54,2,233,2,4,4,3,171,2,3,5,1,2,4,2,1,0,0,6,1,3,532
285,"P.S. RAHAMATPUR",384,295,0,679,228,206,0,434,434,0,38,44,2,154,1,0,0,4,162,0,1,3,0,2,2,8,3,2,1,4,1,2,434
286,"P.S. SEVRA",792,603,0,1395,353,322,0,675,668,0,111,105,3,297,3,0,0,3,138,0,1,4,1,1,2,1,1,1,0,1,1,1,675
287,"P.S. KEVANA",552,460,0,1012,352,297,0,649,625,0,27,114,0,369,0,1,1,2,101,2,0,4,0,1,0,8,6,2,8,2,0,1,649
288,"P.S. KANHAIKHEDA R.N.1",575,438,0,1013,390,291,0,681,681,0,11,54,2,234,1,2,1,3,349,3,1,5,1,0,0,2,4,1,1,3,3,0,681
289,"P.S. KANHAIKHEDA R.N.2",491,406,0,897,320,217,0,537,537,0,106,32,1,196,0,2,0,3,177,0,0,3,2,2,0,4,3,0,0,3,3,0,537
290,"P.S. RAVANHAR",376,287,0,663,238,172,0,410,395,0,36,48,0,269,1,1,3,2,30,3,0,5,2,1,3,2,1,1,0,0,0,2,410
291,"P.S. ETBARPUR",467,376,0,843,259,217,0,476,457,0,26,156,0,191,2,0,0,1,87,0,0,3,1,1,2,1,1,1,1,1,0,1,476
292,"P.S. SALEMPUR",465,428,0,893,304,288,0,592,502,0,3,308,1,70,4,0,1,8,186,1,0,3,1,0,0,3,1,0,0,2,0,0,592
293,"P.S. MADDUKHEDA",567,488,0,1055,382,300,0,682,682,0,29,110,0,232,1,1,1,4,251,1,3,3,3,3,0,10,10,3,8,0,5,4,682
294,"P.S. AMRETHA",523,419,0,942,386,290,0,676,676,0,137,21,1,398,0,0,3,4,90,1,1,5,0,0,2,1,2,3,3,2,1,1,676
295,"P.S. PARSANDAN R.N. 1",809,684,0,1493,505,384,0,889,888,0,11,265,1,324,1,0,2,7,247,1,0,4,2,1,1,7,5,3,6,1,0,0,889
296,"P.S. PARSANDAN EXTRA ROOM",376,323,0,699,271,228,0,499,497,0,79,8,1,114,0,0,0,2,275,0,0,1,1,0,3,2,8,2,1,0,1,1,499
297,"P.S. SHIVSAD",372,297,0,669,237,191,0,428,401,0,13,115,2,154,2,0,0,6,115,2,1,3,1,3,0,4,1,2,1,2,1,0,428
298,"P.S. SERSA R.N. 1",786,631,0,1417,448,348,0,796,795,0,8,403,2,149,4,0,1,5,200,0,0,1,4,0,0,6,5,1,1,3,3,0,796
299,"P.S. SERSA R.N. 2",364,280,0,644,212,168,0,380,312,0,16,53,0,181,0,0,1,1,104,0,0,2,1,1,0,4,1,5,4,4,1,1,380
300,"P.S. BAHERIYA KHURD",484,387,0,871,269,231,0,500,396,0,82,83,5,124,1,1,0,1,179,3,0,1,0,2,2,9,2,0,0,2,3,0,500
301,"P.S. MARUI NAIMPUR",617,500,2,1119,315,255,0,570,11,0,24,160,0,69,1,1,2,6,276,1,2,1,2,2,2,4,10,0,1,3,2,1,570
302,"P.S. GOKULPUR",220,192,0,412,132,136,0,268,268,0,31,67,3,73,1,1,4,5,73,0,1,1,0,1,1,2,1,0,0,0,1,2,268
303,"J.H.S. DEVI JAGDISHPUR",433,319,0,752,187,190,0,377,377,0,10,89,1,183,0,0,0,3,83,0,1,2,1,0,0,0,1,1,0,1,1,0,377
304,"P.S. PAINTHER",669,522,0,1191,350,291,0,641,570,0,37,288,3,157,3,1,1,10,115,2,3,1,1,0,1,11,1,0,0,2,1,3,641
305,"P.S. KATEHRU",754,559,1,1314,382,259,0,641,641,0,47,97,2,238,1,1,1,5,228,2,1,3,1,0,1,2,3,2,1,3,0,2,641
306,"P.S. JAHNGIRABAD",355,270,0,625,233,155,0,388,388,0,30,26,2,191,2,0,0,6,110,0,0,4,2,1,2,0,3,0,2,3,2,2,388
