"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AFZAL SIDDIQUI","2 - USHA MAURYA","3 - NIRANJAN JYOTI","4 - RAKESH SACHAN","5 - ASHOK MISHRA","6 - ZAINUL ABDIN","7 - MOHAMMAD JAVED","8 - RAMKRISHNA TRIPATHI","9 - RAMLOCHAN SEN","10 - RUKMINI DEVI NISHAD","11 - ARVIND KUMAR","12 - CHANDRABHAN SINGH","13 - RANJANA KAKKAR","14 - SRIDEVI","15 - None of the Above","Total Votes Secured"
174,"P.S. ALAMPUR GERIYA ROOM NO-1",622,515,0,1137,360,245,0,605,555,0,142,23,322,98,1,5,0,2,1,1,0,1,1,1,7,605
175,"P.S. ALAMPUR GERIYA ROOM NO-2",370,316,0,686,205,161,0,366,360,0,109,16,203,24,1,1,0,5,0,0,1,0,0,1,5,366
176,"P.S. TENDUWA ROOM NO-1",657,483,0,1140,355,340,0,695,491,0,330,15,206,100,2,3,1,5,0,0,1,0,2,3,27,695
177,"P.S. TENDUWA ROOM NO-2",435,349,0,784,232,187,0,419,366,0,93,29,264,21,0,1,0,2,1,0,1,0,3,3,1,419
178,"P.S. HARDASPUR THONE",304,234,0,538,179,152,0,331,270,0,73,7,224,6,1,1,1,4,0,1,1,2,4,3,3,331
179,"P.S. KHWAJGIPUR THONE",419,344,0,763,169,185,0,354,330,0,150,21,88,70,0,1,0,4,3,0,4,1,2,2,8,354
180,"P.S. KESHAVRAIPUR KEWATMAI",697,557,0,1254,422,333,0,755,700,0,247,92,285,93,1,1,0,4,4,2,2,3,0,6,15,755
181,"P.S. ANJAN KABIR ROOM NO-1",540,436,0,976,316,318,0,634,55,0,245,5,48,320,3,1,0,2,0,1,1,0,1,1,6,634
182,"P.S. ANJAN KABIR ROOM NO-2",292,230,0,522,170,148,0,318,312,0,138,3,33,122,2,2,0,1,2,0,2,1,0,5,7,318
183,"P.S. SUDESHARA",653,511,0,1164,336,301,0,637,587,0,214,10,114,246,5,4,1,6,6,0,5,4,4,8,10,637
184,"P.S. YADUNANDANPUR",258,202,0,460,134,129,0,263,261,0,125,1,2,125,1,0,0,5,0,0,2,0,0,1,1,263
185,"P.S. KISHUNPUR CHIRAI",583,462,0,1045,397,318,0,715,600,0,232,11,370,59,1,0,2,18,0,3,0,0,7,6,6,715
186,"P.S. ANDMAU",557,456,0,1013,350,271,0,621,561,0,160,18,295,109,2,1,1,11,1,1,2,2,5,1,12,621
187,"P.S. BARAICHA",273,255,0,528,152,191,0,343,343,0,110,8,140,67,0,4,0,2,0,0,0,1,2,4,5,343
188,"P.S. BASAWA ROOM NO-1",513,418,0,931,355,207,0,562,562,0,133,10,307,99,1,2,0,1,1,1,0,1,4,2,0,562
189,"P.S. BASAWA ROOM NO-2",308,264,0,572,218,193,0,411,411,0,81,16,203,74,2,3,2,3,2,0,2,2,11,4,6,411
190,"P.S. BASAWA ROOM NO-3",621,542,0,1163,340,337,0,677,510,0,280,14,200,155,4,0,0,3,0,2,2,1,1,5,10,677
191,"P.S. GURSANDI",504,444,0,948,290,293,0,583,390,0,175,6,258,112,3,0,6,9,0,1,1,2,3,4,3,583
192,"P.S. TAKKIPUR",390,306,0,696,219,188,0,407,400,0,151,4,157,78,3,0,2,2,0,0,0,2,3,2,3,407
193,"P.S. GADHWA",287,244,0,531,175,151,0,326,325,0,82,4,137,78,1,0,0,4,2,1,2,0,5,6,4,326
194,"P.S. KATHARIYA",429,333,0,762,232,180,0,412,300,0,165,7,156,59,0,1,0,5,2,2,3,0,4,4,4,412
195,"P.S. MAHIMAPUR",266,220,0,486,164,125,0,289,289,0,61,0,106,108,0,0,1,2,1,0,1,1,2,2,4,289
196,"P.S. SAIDPUR BHURUHI",343,298,0,641,221,202,0,423,423,0,87,3,197,98,5,0,3,5,4,0,1,4,4,5,7,423
197,"P.S. CHACHIDA",826,712,0,1538,422,390,0,812,811,0,338,17,321,100,3,12,0,5,2,4,2,0,1,3,4,812
198,"CH. SHIV SAHAI SINGH INTER COLLAGE JAIRAMPUR",304,269,0,573,198,154,0,352,352,0,94,2,158,86,0,0,0,2,0,1,1,0,3,2,3,352
199,"P.S. GURGAULA",304,267,0,571,191,169,0,360,317,0,63,10,165,106,1,0,1,2,3,0,2,0,2,1,4,360
200,"P.S. HARDASPUR SARAPHAN",590,473,0,1063,378,305,0,683,612,0,189,6,326,133,1,3,0,0,5,0,0,1,2,4,13,683
201,"P.S. SHESHPUR",275,227,0,502,141,149,0,290,286,0,158,2,47,67,1,1,0,1,0,0,1,1,2,3,6,290
202,"P.S. DATRIYAMAU",858,728,0,1586,517,468,0,985,985,0,471,19,394,33,2,0,0,7,4,2,2,2,12,18,19,985
203,"P.S. RAKSHAPALPUR",620,540,0,1160,406,302,0,708,187,0,187,18,388,94,1,1,1,3,3,0,0,1,6,3,2,708
204,"PT. JAWAHAR LAL INTER COLLAGE KHAKHARERU ROOM NO-1",751,596,0,1347,452,351,0,803,802,0,355,21,325,63,3,0,0,10,4,1,2,2,1,2,14,803
205,"PT. JAWAHAR LAL INTER COLLAGE KHAKHARERU ROOM NO-2",642,525,0,1167,341,283,0,624,570,0,283,20,244,55,1,3,0,4,0,1,1,0,3,4,5,624
206,"P.S. KHAKHARERU",720,602,0,1322,308,289,0,597,338,0,485,17,12,44,3,0,0,0,2,2,0,1,1,11,19,597
207,"U.P.S. KHAKHARERU ROOM NO-1",601,478,0,1079,303,280,0,583,583,0,434,9,5,101,2,8,2,2,1,0,1,1,0,5,12,583
208,"U.P.S. KHAKHARERU ROOM NO-2",555,455,0,1010,317,253,0,570,570,0,231,12,203,109,1,1,1,2,0,0,1,1,1,2,5,570
209,"U.P.S. KHAKHARERU ROOM NO-3",358,260,0,618,191,121,0,312,245,0,131,3,130,46,0,0,1,0,1,0,0,0,0,0,0,312
210,P.S.SOTHRAPUR,506,389,0,895,319,232,0,551,551,0,294,9,175,42,2,0,1,17,1,0,1,0,1,1,7,551
211,"P.S. SALWAN ROOM NO-1",713,554,0,1267,590,198,0,788,788,0,60,7,676,21,0,0,0,15,1,0,1,1,2,0,4,788
212,"P.S. SALWAN ROOM NO-2",149,127,0,276,108,86,0,194,194,0,50,2,108,27,0,0,0,1,0,1,0,1,0,0,4,194
213,"P.S. SUDANPUR",463,338,0,801,270,217,0,487,200,0,181,4,194,53,0,35,0,4,1,3,1,0,2,4,5,487
214,"P.S. MAHESHPUR MATHETHA",584,473,0,1057,364,267,0,631,631,0,88,12,443,63,3,4,2,6,1,2,3,0,1,2,1,631
215,"U.P.S. RARI ROOM NO-1",618,476,0,1094,350,292,0,642,632,0,257,8,296,35,1,0,1,4,3,1,2,3,5,11,15,642
216,"U.P.S. RARI ROOM NO-2",578,497,0,1075,307,216,0,523,520,0,86,10,267,120,4,1,0,5,1,1,2,4,6,4,12,523
217,"P.S. RAGHURAJPUR HEMLET OF RARI",269,214,0,483,143,122,0,265,197,0,86,3,40,116,4,1,2,2,0,2,2,1,0,4,2,265
218,"P.S. AHAMADGANJ TIHAR",636,562,0,1198,344,314,0,658,658,0,183,13,357,41,4,11,1,10,2,1,2,4,13,4,12,658
219,"P.S. ARJUNPUR GADHA",801,706,0,1507,395,329,0,724,724,0,173,8,422,67,3,1,0,15,3,1,3,2,5,5,16,724
220,"P.S. CHANDAPUR GADHA ROOM NO-1",527,451,0,978,272,217,0,489,439,0,162,14,187,94,4,1,1,3,1,1,2,1,1,3,14,489
221,"P.S. CHANDAPUR GADHA ROOM NO-2",358,301,0,659,146,95,0,241,228,0,60,1,107,48,2,0,0,4,1,0,1,1,6,5,5,241
222,"P.S. BARHA GADHA",569,412,0,981,244,191,0,435,435,0,245,9,114,49,0,0,1,0,1,0,0,1,3,3,9,435
223,"P.S. GADHA KHAAS",822,660,0,1482,379,292,0,671,575,0,297,10,239,30,1,1,1,9,4,3,1,8,10,18,39,671
224,"P.S. NARAULI GADHA",867,687,0,1554,401,372,0,773,773,0,156,14,355,211,3,1,8,9,1,0,0,4,5,4,2,773
225,"P.S. SANGOLIPUR GADHA",755,655,0,1410,391,358,0,749,510,0,247,13,399,14,3,2,4,9,1,1,3,8,17,11,17,749
226,"P.S. TIKURA GADHA ROOM NO-1",438,383,0,821,179,164,0,343,337,0,25,5,223,63,4,0,2,4,2,1,0,2,6,1,5,343
227,"P.S. TIKURA GADHA ROOM NO-2",395,349,0,744,155,129,0,284,270,0,54,6,162,39,1,0,0,8,0,1,0,1,3,1,8,284
228,"P.S. GAJIPUR",615,480,0,1095,305,268,0,573,559,0,158,11,309,67,5,0,2,1,1,1,1,2,3,6,6,573
229,"P.S. KHARKHAR",237,218,0,455,121,133,0,254,253,0,47,2,128,46,5,0,1,0,1,1,0,1,6,4,12,254
230,"P.S. DARIYAPUR",636,520,0,1156,328,264,0,592,591,0,39,11,392,115,3,5,1,5,4,4,2,1,3,2,5,592
231,"P.S. KACHHARA ROOM NO-1",531,466,0,997,317,273,0,590,590,0,202,7,211,110,6,5,1,3,2,6,2,4,10,4,17,590
232,"P.S. KACHHARA ROOM NO-2",249,243,0,492,155,140,0,295,285,0,12,4,243,12,0,0,0,5,1,1,3,2,6,3,3,295
233,"P.S. BADANMAU",277,257,0,534,145,166,0,311,309,0,203,8,41,52,0,1,0,2,0,0,0,0,0,2,2,311
234,"P.S. KULLI",603,499,1,1103,325,240,0,565,505,0,128,7,276,111,0,4,1,5,1,1,4,4,6,7,10,565
235,"P.S. RAHMATPUR",369,298,0,667,212,213,0,425,425,0,254,6,13,134,3,0,1,1,0,1,1,2,1,3,5,425
236,"P.S. SHIVPURI ROOM NO-1",452,397,0,849,267,252,0,519,419,0,113,2,215,164,0,1,2,3,0,0,1,2,3,3,10,519
237,"P.S. SHIVPURI ROOM NO-2",442,391,0,833,256,262,0,518,475,0,294,4,47,148,3,5,0,2,0,0,0,0,1,4,10,518
238,"P.S. PRATAPPUR",255,202,0,457,154,131,0,285,186,0,111,6,116,48,0,0,1,1,0,0,0,1,0,1,0,285
239,"P.S. BARHATA",777,585,0,1362,394,349,0,743,743,0,322,8,228,153,2,9,5,5,0,0,0,2,2,3,4,743
240,"P.S. HAKIMPUR KHANTAWA",625,474,0,1099,287,284,0,571,394,0,273,15,95,138,3,1,0,7,0,3,1,4,8,6,17,571
241,"P.S. AIMAPUR HEMLET OF HAKIMPUR KHANTWA",671,528,0,1199,340,289,0,629,621,0,355,8,45,183,3,3,1,3,3,1,3,2,2,2,15,629
242,"SADHAN SAHKARI SAMITI AIMAPUR",387,320,0,707,258,222,0,480,300,0,75,13,287,89,0,2,2,4,0,1,2,1,0,3,1,480
243,"P.S. MANJHANPUR",770,675,0,1445,458,410,0,868,866,0,223,17,369,225,4,5,1,3,1,2,2,2,4,3,7,868
244,"P.S. BHADAUHA",673,525,0,1198,490,391,0,881,879,0,417,11,363,46,2,2,2,6,3,1,1,2,6,3,16,881
245,"P.S. SAIDPUR PANCHMAI",556,450,0,1006,342,302,0,644,510,0,87,9,363,153,3,0,0,1,1,1,3,4,5,5,9,644
246,"P.S. CHHADAINI",251,210,0,461,156,134,0,290,200,0,66,3,177,30,0,0,0,3,0,1,4,1,1,1,3,290
247,"P.S. CHANDPUR AUDHERA",405,371,0,776,248,248,0,496,496,0,167,8,211,88,1,2,3,7,0,0,3,1,2,2,1,496
248,"P.S. JAHANGEER NAGAR ROOM NO-1",796,672,0,1468,339,287,0,626,445,0,267,17,96,223,3,3,1,2,1,2,0,2,3,5,1,626
249,"P.S. JAHANGEER NAGAR ROOM NO-2",666,505,0,1171,280,231,0,511,306,0,381,8,12,100,0,3,0,0,0,0,0,0,0,2,5,511
250,"KANYA P.S. JAHAGEER NAGAR ROOM NO-1",685,514,0,1199,365,285,0,650,621,0,290,7,161,166,0,0,1,2,1,0,1,1,2,3,15,650
251,"KANYA P.S. JAHAGEER NAGAR ROOM NO-2",468,393,0,861,220,158,0,378,367,0,188,6,133,35,2,0,0,1,3,0,0,0,0,3,7,378
252,"P.S. PURMAI ROOM NO-1",488,428,0,916,237,256,0,493,492,0,103,4,216,107,1,1,0,40,0,3,0,0,6,4,8,493
253,"P.S. PURMAI ROOM NO-2",467,359,0,826,250,230,0,480,480,0,174,12,199,65,1,0,0,8,1,1,1,0,5,3,10,480
254,"P.S. HARCHANDRAPUR",365,293,0,658,231,182,0,413,391,0,206,1,24,170,2,0,0,2,0,0,0,0,0,4,4,413
255,"SRI BALDEV PRASAD I.C. ROOM NO-1",820,677,0,1497,402,432,0,834,410,0,449,11,252,55,1,0,1,8,3,0,2,1,5,12,34,834
256,"SRI BALDEV PRASAD I.C. ROOM NO-1",450,376,0,826,218,227,0,445,435,0,170,8,182,62,0,0,0,1,1,1,0,1,3,3,13,445
257,"SHRI BALDEV PRASAD I C DENDASAI ROOM NO.3",468,413,0,881,262,228,0,490,488,0,158,8,244,63,0,0,2,2,1,1,0,0,1,7,3,490
258,"P.S. SARVAN PUR NEDAURA ROOM NO.1",659,507,0,1166,292,272,0,564,560,0,288,9,9,243,1,2,1,1,0,0,1,1,3,2,3,564
259,"P.S. SARVAN PUR NEDAURA ROOM NO.2",420,306,0,726,177,148,0,325,325,0,185,3,25,95,2,0,1,1,2,0,0,1,2,3,5,325
260,"U.P.S. JAAM ROOM NO.1",487,469,0,956,311,310,0,621,621,0,333,6,86,160,0,0,1,6,0,1,2,2,6,6,12,621
261,"U.P.S. JAAM ROOM NO.2",777,662,0,1439,390,356,0,746,705,0,205,8,371,108,1,2,3,13,5,0,2,6,7,5,10,746
262,"P.S. AMDARA",335,261,0,596,174,158,0,332,255,0,97,1,128,90,0,0,0,10,1,0,0,0,0,0,5,332
263,"P.S. SEMRAHATA",583,503,0,1086,319,313,0,632,627,0,310,19,108,142,2,2,1,8,5,1,2,6,0,5,21,632
264,"P.S. DEVRAR",394,341,0,735,237,212,0,449,300,0,120,8,183,123,1,1,0,5,0,1,0,1,1,5,0,449
265,"P.S. GOVINDPUR",386,360,0,746,220,222,0,442,397,0,154,10,149,83,2,0,3,8,1,2,1,5,8,4,12,442
266,"P.S. BIRDHAULPUR",274,219,0,493,158,131,0,289,281,0,50,3,127,100,2,0,2,1,2,0,0,0,1,0,1,289
267,"P.S. SHAHPUR CHARKI",202,184,0,386,124,132,0,256,247,0,59,7,138,32,2,1,0,2,1,0,2,2,6,2,2,256
268,"U.P.S. SHAHPUR HARDASPUR",784,680,0,1464,503,426,0,929,522,0,364,13,377,146,1,1,2,7,2,0,1,4,1,5,5,929
269,"P.S. VIRSINGHPUR",207,177,0,384,129,117,0,246,215,0,122,1,88,22,0,0,0,1,4,0,0,2,2,2,2,246
270,"P.S. SIHARI PATII",512,466,0,978,315,288,0,603,603,0,118,12,328,103,4,1,1,9,0,1,3,0,3,5,15,603
271,"P.S. SHIVDASPUR",341,265,0,606,181,153,0,334,300,0,63,4,217,31,2,0,1,4,0,0,1,1,5,4,1,334
272,"P.S. KABRA ROOM NO.1",526,418,0,944,259,253,0,512,240,0,179,11,130,160,3,2,1,10,1,0,1,0,2,5,7,512
273,"P.S. KABRA ROOM NO.2",401,306,0,707,201,200,0,401,396,0,198,11,105,79,2,0,0,1,0,1,0,0,0,1,3,401
274,"P.S. RATANPUR ROOM NO.1",388,298,0,686,178,170,0,348,39,0,116,6,157,47,2,0,0,5,3,1,2,3,3,0,3,348
275,"P.S. RATANPUR ROOM NO.2",544,439,0,983,341,284,0,625,595,0,243,6,319,40,1,1,0,4,0,1,1,0,1,2,6,625
276,"P.S. BAIRI",701,603,0,1304,444,390,0,834,300,0,329,12,397,71,1,5,3,8,0,0,0,0,2,2,4,834
277,"U.P.S. GHARVASIPUR ROOM NO.1",661,521,0,1182,349,297,0,646,506,0,172,7,353,77,3,1,1,4,3,1,0,3,5,4,12,646
278,"U.P.S. GHARVASIPUR ROOM NO.2",198,165,0,363,83,72,0,155,155,0,93,3,30,16,0,1,0,0,1,0,0,0,3,3,5,155
279,"P.S. SHAHNAGAR",366,285,0,651,159,178,0,337,325,0,117,2,86,118,0,1,0,0,0,1,0,3,1,4,4,337
280,"P.S. ADHAIYA ROOM NO.1",85,72,0,157,40,42,0,82,67,0,53,2,5,18,0,1,0,2,0,0,0,0,0,0,1,82
281,"P.S. ADHAIYA ROOM NO.2",608,541,0,1149,259,295,0,554,552,0,273,6,39,211,5,2,0,0,0,0,0,0,0,4,14,554
282,"P.S. MUJUDDINPUR HEMLET OF ORAHA",336,248,0,584,163,165,0,328,250,0,76,8,103,110,3,0,2,4,5,1,1,3,2,4,6,328
283,"P.S. DADHIYA",313,285,0,598,163,180,0,343,334,0,85,1,217,22,1,1,0,6,0,0,0,1,5,2,2,343
284,"P.S. NASEERPUR",409,337,0,746,240,214,0,454,454,0,75,3,323,24,0,0,0,8,0,0,1,1,5,4,10,454
285,"U.P.S. KOT ROOM NO.1",661,542,0,1203,284,273,0,557,526,0,148,7,163,195,7,2,1,5,1,1,3,1,11,4,8,557
286,"U.P.S. KOT ROOM NO.2",541,485,0,1026,211,233,0,444,444,0,127,0,28,274,6,1,1,1,0,1,1,1,2,1,0,444
287,"P.S. KOT",661,529,0,1190,325,314,0,639,589,0,197,11,196,180,6,1,1,7,3,0,1,4,4,12,16,639
288,"P.S. SALEMPUR",385,349,0,734,291,210,0,501,501,0,151,7,132,198,2,0,0,3,0,1,0,0,1,5,1,501
289,"P.S. SAIDPUR",425,369,0,794,241,220,0,461,440,0,107,4,267,64,0,0,1,4,0,0,0,4,6,2,2,461
290,"P.S. CHAK SHAH JAHANPUR",374,296,0,670,195,156,0,351,351,0,52,4,241,43,1,0,0,3,2,0,0,1,3,0,1,351
291,"P.S. URAI",378,324,0,702,228,223,0,451,451,0,110,16,188,124,0,0,0,2,0,0,1,1,2,2,5,451
292,"P.S. PARVEJPUR",309,278,0,587,165,202,0,367,282,0,74,5,150,112,5,1,0,2,0,0,0,1,4,7,6,367
293,"P.S. BELAWAN",533,455,0,988,326,308,0,634,408,0,245,12,267,77,1,0,1,4,0,3,2,0,6,8,8,634
294,"CH.RAMESHWAR SINGH INTER COLLAGE BELAI",392,354,0,746,220,239,0,459,450,0,248,11,140,45,1,1,0,2,0,0,1,0,1,4,5,459
295,"P.S. BHADIYAPUR",261,216,0,477,157,147,0,304,298,0,100,5,115,71,0,0,0,1,4,0,0,0,1,3,4,304
296,"P.S. GHOSHI",284,257,0,541,191,183,0,374,374,0,101,3,166,96,2,0,1,2,0,0,0,0,1,1,1,374
297,"GRAMYA DARSHAN INTER COLLAGE KALYANPUR KACHARAULI ROOM NO.-1",605,512,0,1117,329,244,0,573,400,0,135,6,170,204,0,23,2,4,9,0,1,1,4,7,7,573
298,"GRAMYA DARSHAN INTER COLLAGE KALYANPUR KACHARAULI ROOM NO.-2",245,222,0,467,166,142,0,308,286,0,37,3,64,193,1,2,0,0,0,2,1,2,2,0,1,308
299,"P.S. GALEHARA",328,264,0,592,168,164,0,332,330,0,81,9,149,76,2,0,0,2,1,0,1,1,2,1,7,332
300,"P.S. BHULA",394,330,0,724,327,295,0,622,400,0,139,12,337,112,1,2,2,4,0,1,0,0,3,4,5,622
301,"P.S. BACHHARAULI",425,363,0,788,286,231,0,517,446,0,202,7,154,126,0,1,1,3,2,2,0,1,1,3,14,517
302,"CH.DHANRAJ SINGH INTER COLLAGE KARIKAAN DHATA ROOM NO.-1",722,600,0,1322,370,301,0,671,500,0,287,10,149,196,3,0,3,6,4,0,1,0,1,5,6,671
303,"CH.DHANRAJ SINGH INTER COLLAGE KARIKAAN DHATA ROOM NO.-2",718,567,0,1285,356,333,0,689,665,0,65,23,409,171,2,1,1,3,1,0,0,3,1,1,8,689
304,"SANSKRIT PATHSHALA KARIKAN DHATA",641,510,0,1151,342,264,0,606,604,0,160,14,327,68,1,2,2,8,4,0,4,0,4,3,9,606
305,"BLOCK DEVELOPMENT OFFICE DHATA ROOM NO-1",502,438,0,940,251,207,0,458,456,0,244,3,49,144,1,1,1,3,1,1,2,0,3,3,2,458
306,"BLOCK DEVELOPMENT OFFICE DHATA ROOM NO-2",473,388,0,861,263,317,0,580,405,0,339,8,115,71,0,1,1,3,1,1,3,4,5,8,20,580
307,"INTER COLLAGE DHATA ROOM NO-1",577,518,0,1095,275,219,0,494,491,0,71,10,237,143,2,1,1,3,3,1,0,0,2,4,16,494
308,"INTER COLLAGE DHATA ROOM NO-2",455,392,0,847,248,218,0,466,410,0,221,10,163,40,1,5,2,3,7,1,1,0,2,5,5,466
309,"KANYA  U.P.S. KARIKAAN DHATA ROOM NO-1",666,568,0,1234,381,309,0,690,405,0,187,19,322,129,1,2,1,9,5,1,1,4,2,2,5,690
310,"KANYA  U.P.S. KARIKAAN DHATA ROOM NO-2",715,629,0,1344,399,292,0,691,671,0,258,22,271,89,7,4,4,2,3,2,1,4,6,2,16,691
311,"P.S. KARIKAAN DHATA",604,504,0,1108,281,220,0,501,498,0,152,14,234,78,0,1,0,2,3,1,2,1,2,1,10,501
312,"P.S. GHATAIPUR HEMNLET OF DHATA",262,217,0,479,178,162,0,340,250,0,171,3,103,49,0,1,1,1,1,0,2,0,1,2,5,340
313,"P.S. BENIPUR",354,324,0,678,232,230,0,462,461,0,211,2,143,87,0,2,1,3,0,0,0,3,2,1,7,462
314,"P.S. SARSAULI",448,375,0,823,310,239,0,549,539,0,181,3,216,137,0,1,0,1,2,1,1,1,1,3,1,549
315,"P.S. KHARSENDWA",435,370,0,805,265,214,0,479,410,0,131,7,183,146,0,0,0,4,1,0,2,1,1,1,2,479
316,"P.S. AHAMADPUR KUSUMBHA ROOM NO-1",818,610,0,1428,426,304,0,730,522,0,306,11,295,63,3,3,1,8,9,0,2,2,4,8,15,730
317,"P.S. AHAMADPUR KUSUMBHA ROOM NO-2",526,382,0,908,265,175,0,440,430,0,40,7,363,19,2,0,0,1,3,0,0,0,2,2,1,440
318,"P.S. BHURCHUNI ROOM NO-1",499,407,0,906,340,251,0,591,591,0,180,3,268,113,3,0,0,2,3,0,0,2,3,5,9,591
319,"P.S. BHURCHUNI ROOM NO-2",245,216,0,461,134,112,0,246,242,0,103,6,114,16,0,2,0,2,0,0,0,0,0,1,2,246
320,"P.S. NARSINGHPUR KABRAHA ROOM NO-1",444,383,0,827,236,226,0,462,257,0,191,8,171,78,0,0,0,2,0,0,0,1,0,3,8,462
321,"P.S. NARSINGHPUR KABRAHA ROOM NO-2",428,358,0,786,246,197,0,443,443,0,145,8,170,97,1,0,1,6,4,2,1,1,1,3,3,443
322,"P.S. BHAIDPUR",270,212,0,482,156,149,0,305,305,0,158,9,88,41,1,1,1,1,0,0,0,0,2,2,1,305
323,"P.S. AJARAULI ROOM NO-1",537,476,0,1013,349,313,0,662,621,0,319,13,227,74,2,1,3,3,1,1,0,3,3,4,8,662
324,"P.S. AJARAULI ROOM NO-2",333,263,0,596,176,161,0,337,314,0,91,6,181,49,0,0,1,1,1,0,0,0,2,2,3,337
325,"P.S. PALLAWAN",367,305,0,672,222,160,0,382,352,0,110,5,160,98,2,0,1,2,0,0,0,0,1,2,1,382
326,"P.S. SONARI",627,507,0,1134,338,298,0,636,628,0,198,10,253,143,6,2,2,3,1,0,0,0,5,3,10,636
327,"P.S. MAKHAUWA",355,331,0,686,226,232,0,458,225,0,162,5,230,42,0,0,1,2,1,0,1,0,3,3,8,458
328,"P.S. GOPALPUR",565,457,0,1022,305,255,0,560,560,0,145,15,260,118,2,1,0,9,2,0,0,1,1,1,5,560
329,"INTER COLLAGE ADHAULI ROOM NO-2",472,389,0,861,276,244,0,520,500,0,253,9,98,153,1,1,0,0,1,0,0,0,1,1,2,520
330,"INTER COLLAGE ADHAULI ROOM NO-2",389,332,1,722,274,244,0,518,472,0,207,8,186,66,2,3,0,6,3,1,1,2,8,8,17,518
331,"P.S. TEKARI",300,259,0,559,182,184,0,366,366,0,126,10,156,61,3,0,0,1,1,1,0,1,0,3,3,366
332,"P.S. PARSIDHDHAPUR",579,511,0,1090,360,300,0,660,660,0,217,4,235,166,6,2,1,3,4,1,1,1,5,5,9,660
333,"P.S. AIRAI ROOM NO-1",380,300,0,680,213,125,0,338,338,0,45,3,157,123,1,1,0,1,0,2,0,1,2,1,1,338
334,"P.S. AIRAI ROOM NO-2",463,416,0,879,312,287,0,599,533,0,55,15,431,73,6,0,1,6,1,1,0,1,1,3,5,599
335,"P.S. SEMRI",493,377,0,870,239,202,0,441,441,0,96,19,224,66,3,0,1,10,2,1,1,2,3,2,11,441
336,"P.S. BAMHRAULI ROOM NO-1",516,424,0,940,275,246,0,521,521,0,83,4,300,110,1,2,0,7,1,0,1,1,2,2,7,521
337,"P.S. BAMHRAULI ROOM NO-2",336,315,0,651,212,191,0,403,402,0,198,9,132,33,1,0,1,5,1,2,1,1,3,5,11,403
338,"P.S. KISHUNPUR",491,474,0,965,293,304,0,597,597,0,239,11,226,66,1,2,2,7,3,1,4,3,1,9,22,597
