"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
178,"P.P JHAGAHAN ROOM 2",781,615,0,1396,404,379,0,783,782,0,414,137,129,47,1,1,4,3,4,15,2,5,21,783
179,"P.P JHAGAHAN SECOND ROOM  N.1",452,364,0,816,262,207,0,469,443,0,285,92,45,13,1,0,3,1,3,7,3,0,16,469
180,"P.BHAWAN JAGHAHAN ROOM N.1",516,409,0,925,224,229,0,453,395,0,243,65,107,9,1,0,1,0,0,4,4,5,14,453
181,"P.P JAN.GAURI N.1 UTTARI",859,701,0,1560,461,384,0,845,14,0,341,119,283,71,3,0,3,1,2,8,2,2,10,845
182,"P.P SEMRAUNA ROOM N.1",616,459,0,1075,230,260,0,490,28,0,276,58,116,18,4,0,0,0,1,2,1,4,10,490
183,"P.P SEMRAUNA ROOM N.2",461,398,0,859,262,221,0,483,477,0,79,278,103,5,0,1,2,1,1,3,1,0,9,483
184,"S.V.K BARGADAWA MUKHYA",388,324,0,712,188,219,0,407,9,0,55,155,172,6,1,1,0,5,0,2,1,0,9,407
185,"P.P KONA SONBARSA ROOM N.1",561,455,1,1017,236,224,0,460,460,0,133,157,138,11,0,1,0,7,0,5,1,2,5,460
186,"P.P KONA SONBARSA ROOM N.2",530,416,0,946,267,254,0,521,2,0,322,107,40,25,3,0,1,3,3,7,2,2,6,521
187,"P.P KARHI ROOM N.1",424,327,0,751,210,212,0,422,422,0,112,185,86,28,2,0,0,3,0,2,1,2,1,422
188,"P.P KARHI ROOM N.2",413,335,0,748,181,174,0,355,7,0,101,104,122,15,2,0,1,0,0,3,1,1,5,355
189,"P.P BARHI ROOM N.1",685,491,0,1176,318,252,0,570,570,0,277,128,108,18,0,0,1,1,8,3,1,8,17,570
190,"J.K.J.H.S BARHI ROOM N.1",571,437,0,1008,281,240,0,521,520,0,246,89,111,20,2,2,2,1,8,24,1,3,12,521
191,"P.P DIHGHAT ROOM N.1",743,534,0,1277,352,257,0,609,605,0,155,67,346,6,2,0,3,1,4,3,10,1,11,609
192,"P.P DIHGHAT ROOM N.2",710,487,0,1197,273,232,0,505,503,0,265,48,155,16,1,0,0,2,2,3,3,0,10,505
193,"P.P DIHAGHAT ONE ROOM BHAWAN",628,424,0,1052,277,204,0,481,481,0,306,46,76,20,1,1,2,3,3,5,2,1,15,481
194,"P.P BHAGANE ROOM N.1",261,215,0,476,120,103,0,223,223,0,92,35,84,4,0,0,1,0,0,1,1,0,5,223
195,"N.P.P DULHARA ROOM N.1",401,335,2,738,207,213,0,420,420,0,175,115,101,15,3,0,0,0,1,4,1,2,3,420
196,"N.P.P DULHARA ROOM N.2",314,236,0,550,146,153,0,299,299,0,152,69,50,11,0,0,1,1,1,4,1,1,8,299
197,"P.P DUMRAILA ROOM N.1",835,616,0,1451,397,367,0,764,14,0,284,197,230,22,1,1,1,7,2,3,5,4,7,764
198,"P.P KHAIRKHUTA ROOM N.2",612,493,0,1105,256,219,0,475,475,0,75,313,69,9,0,0,0,0,0,1,2,1,5,475
199,"P.P KHAIRKHUTA ROOM N.2",454,346,1,801,200,161,0,361,361,0,117,191,31,9,2,0,0,1,1,1,1,1,6,361
200,"P.P CHITHARI ROOM N.1",517,323,0,840,181,153,0,334,49,0,157,104,59,5,1,0,0,0,0,3,0,1,4,334
201,"P.P CHITHARI ROOM N.2",562,381,0,943,185,195,0,380,376,0,47,175,136,3,1,0,0,2,1,1,2,2,10,380
202,"P.P SIHODAWA ROOM NO 1",714,550,2,1266,276,212,0,488,488,0,155,208,115,3,0,0,1,0,1,2,2,1,0,488
203,"P.P SIHODAWA ROOM NO 2",524,414,0,938,245,205,0,450,37,0,203,99,129,4,2,0,1,1,0,3,1,3,4,450
204,"P.P BAUTHA ROOM  NO 1",784,589,0,1373,354,304,0,658,658,0,155,206,268,6,1,1,2,2,0,3,1,2,11,658
205,"P.P GOPLAPUR PASCHIMI ROOM",594,480,0,1074,302,256,0,558,558,0,121,338,71,5,0,0,0,4,1,1,2,5,10,558
206,"P.P DUMRI ROOM NO 1",549,483,0,1032,257,223,0,480,480,0,316,54,88,12,0,0,1,0,1,1,3,1,3,480
207,"P.P RANAPAR ROOM NO 1",637,516,0,1153,341,298,0,639,638,0,173,207,214,17,2,2,1,0,0,2,7,5,9,639
208,"S.I.C VISHUNPUR MATIYARA ROOM NO 1",785,570,0,1355,274,279,0,553,553,0,173,219,107,39,0,0,0,7,0,4,1,2,1,553
209,"S.I.C VISHUNPUR MATIYARA ROOM NO 2",530,388,0,918,196,191,0,387,10,0,205,94,48,18,0,2,2,0,1,7,1,2,7,387
210,"S.I.C VISHUNPUR MATIYARA ROOM NO 3",496,368,0,864,185,153,0,338,330,0,203,29,76,14,0,1,2,1,1,3,0,3,5,338
211,"P.M.V KATSIKARA ROOM NO 1",455,315,0,770,167,121,0,288,281,0,206,39,27,7,0,0,1,1,1,0,1,1,4,288
212,"P.P DIWA ROOM N.1",369,311,0,680,198,202,0,400,137,0,111,224,31,10,0,1,1,0,1,8,3,4,6,400
213,"P.M.V. KATSIKRA ROOM NO.2",359,303,0,662,187,188,0,375,4,0,20,163,179,5,0,0,1,1,1,1,0,1,3,375
214,"P.P BHAROHIYA ROOM NO 1",193,153,0,346,95,110,0,205,205,0,30,2,163,6,1,0,0,0,0,1,2,0,0,205
215,"P.BHAWAN JAYRAMKOL CHASKARI ROOM",385,269,0,654,188,177,0,365,290,0,241,23,30,41,4,0,1,2,8,3,3,2,7,365
216,"P.P SADHANA ROOM NO 1",513,362,0,875,203,166,0,369,10,0,167,36,118,33,1,1,0,0,0,3,2,1,7,369
217,"P.P GORSAIRA ROOM NO 1",450,359,0,809,221,256,0,477,14,0,180,22,227,9,2,1,4,3,0,2,8,3,16,477
218,"P.P BADHARA ROOM NO 1",532,413,0,945,211,245,0,456,456,0,222,88,109,16,2,0,3,3,2,7,0,2,2,456
219,"P.P SILAHTA MUNDERA ROOM NO 1",492,346,0,838,190,158,0,348,348,0,187,46,74,20,0,1,1,1,0,5,4,3,6,348
220,"P.P SILHATA MUNDERA ROOM NO 2",808,631,1,1440,344,362,0,706,15,0,379,121,145,21,6,1,1,1,1,4,1,5,20,706
221,"P.P RAJDHANI ROOM NO 1",872,618,0,1490,384,316,0,700,700,0,364,114,147,53,0,0,0,6,0,5,1,3,7,700
222,"P.P RAJDHARI ROOM NO 2",377,305,0,682,170,171,0,341,172,0,136,15,140,4,1,0,2,27,0,7,0,2,7,341
223,"P.P RAJDHANI PURANA SCHOOL ROOM NO 1",783,629,0,1412,323,312,0,635,635,0,195,73,251,87,2,3,3,2,1,3,4,5,6,635
224,"P.P RAJDHANI PURANA SCHOOL ROOM NO 2",597,409,0,1006,182,141,0,323,323,0,101,87,91,21,2,0,1,5,4,2,2,0,7,323
225,"N.P.P RAJDHANI ROOM NO 1",532,425,0,957,197,216,0,413,3,0,197,32,128,30,8,0,3,4,0,4,2,2,3,413
226,"P.BHAWAN TO.CHH.RAJDHANI ROOM NO 1",584,477,0,1061,287,291,0,578,577,0,264,111,126,20,4,1,4,4,0,13,5,6,20,578
227,"P.BHAWAN TO.CHH.RAJDHANI ROOM NO 2",617,457,0,1074,289,254,0,543,543,0,272,43,184,12,4,0,2,3,3,9,4,1,6,543
228,"J.J.J.K.U.M.V.S.BAGH RAJDHANI ROOM NO 1",563,418,1,982,258,208,0,466,174,0,170,90,139,24,1,2,3,7,1,4,1,5,19,466
229,"J.J.J.K.U.M.V.S.BAGH RAJDHANI ROOM NO 2",849,609,0,1458,350,308,0,658,658,0,301,39,230,24,4,5,3,2,2,16,5,2,25,658
230,"P.P.J RASULPUR N.2 BARBASHAN ROOM NO 1",449,353,0,802,225,242,0,467,452,0,108,49,244,36,14,1,0,2,2,5,2,1,3,467
231,"P.P.J RASULPUR N.2 BARBASHAN ROOM NO 3",442,352,0,794,205,165,0,370,368,0,244,12,85,13,4,0,1,1,0,7,0,0,3,370
232,"P.P.J.RASULPUR N.2 BARBASHAN ROOM NO 2",582,481,0,1063,307,204,0,511,30,0,212,83,186,9,2,1,0,1,2,3,1,3,8,511
233,"B.P.P NEKAWAR JANGAL RASULPUR N.2 ROOM NO 1",600,465,1,1066,296,283,0,579,38,0,333,43,131,13,2,2,5,6,1,22,3,8,10,579
234,"B.P.P NEKAWAR JANGAL RASULPUR N.2 ROOM NO 2",570,429,0,999,227,193,0,420,15,0,199,79,106,6,2,0,2,3,0,9,0,3,11,420
235,"B.P.P NEKAWAR JANGAL RASULPUR N.2 ROOM NO 3",655,506,0,1161,275,298,0,573,573,0,317,104,122,5,4,1,3,3,1,5,2,3,3,573
236,"P.PJANGAL RASULPUR N.2 ROOM NO 1",829,672,0,1501,386,315,0,701,701,0,329,155,130,34,2,1,2,8,2,16,4,3,15,701
237,"B.A.S.JAN.RASULPUR N.2 ROOM NO 1",733,532,0,1265,357,286,0,643,643,0,413,41,128,15,1,0,1,2,2,11,2,6,21,643
238,"B.A.S.JAN.RASULPUR N.2 ROOM NO 2",745,576,0,1321,365,204,0,569,549,0,352,131,55,11,0,2,0,8,1,2,2,1,4,569
239,"K.P.P.RAGHOPATTI URF PADARI ROOM NO 1",530,395,0,925,307,219,0,526,330,0,398,73,20,10,1,0,1,4,0,3,1,4,11,526
240,"K.P.P.RAGHOPATTI URF PADARI ROOM NO 2",473,362,0,835,226,202,0,428,428,0,193,53,154,6,0,0,0,9,2,3,1,2,5,428
241,"K.P.P.RAGHOPATTI URF PADARI ROOM NO 3",430,354,0,784,237,213,0,450,439,0,190,43,188,16,1,0,0,0,2,6,0,1,3,450
242,"P.P. FAILAHA RAHGOPATTI URF PADARI ROOM NO 1",676,528,0,1204,389,300,0,689,689,0,173,319,167,10,2,0,2,4,0,6,1,2,3,689
243,"P.P. FAILAHA RAGHOPATTI URF PADARI ROOM NO 2",627,461,0,1088,349,294,0,643,103,0,192,327,96,13,3,0,0,2,0,3,2,1,4,643
244,"P.P.DUBAULI ROOM NO 1",487,387,0,874,231,234,0,465,465,0,368,23,46,6,1,2,0,0,2,7,1,0,9,465
245,"P.P.DUBAULI ROOM NO 2",772,557,0,1329,347,351,0,698,698,0,516,30,73,15,4,0,4,7,4,22,1,8,14,698
246,"P.P. HARPUR PURVI ROOM",562,421,0,983,270,257,0,527,527,0,367,36,80,9,1,2,1,2,5,7,2,2,13,527
247,"P.P. HARPUR PASCHIMI ROOM",491,410,0,901,285,278,0,563,15,0,88,97,367,2,0,0,0,0,1,1,3,1,3,563
248,"P.P. MAHUARKAL ROOM NO 1",834,717,1,1552,335,377,0,712,6,0,163,340,133,33,5,1,0,5,0,12,3,5,12,712
249,"P.P.ITAUWA ROOM NO 1",820,590,0,1410,359,298,0,657,51,0,238,177,195,24,4,1,4,0,2,4,2,3,3,657
250,"P.P. KAITHWALIA PURVI ROOM",649,475,0,1124,215,201,0,416,26,0,190,67,135,3,2,0,2,0,2,4,2,2,7,416
251,"P.P. SHIKARGADH PURVI ROOM",248,208,0,456,103,109,0,212,212,0,65,47,91,3,0,1,0,1,0,0,0,0,4,212
252,"P.P. MISHRAULIYA PURVI ROOM",400,315,0,715,219,220,0,439,439,0,184,197,32,4,4,0,1,1,0,4,1,1,10,439
253,"P.P. NEWDHI UTTARI ROOM",478,348,0,826,233,174,0,407,406,0,81,134,163,8,0,0,3,0,1,1,4,4,8,407
254,"P.P. BHAKURHA PURVI ROOM",487,402,0,889,261,286,0,547,5,0,219,135,166,12,1,1,0,1,2,2,2,2,4,547
255,"P.P. GAJAIKOL ROOM NO 1",651,545,1,1197,280,297,0,577,13,0,266,52,184,44,1,1,2,2,1,7,2,2,13,577
256,"P.P. GAJAIKOL ROOM NO 2",548,445,2,995,257,248,0,505,491,0,145,216,94,19,3,3,5,1,2,2,2,3,10,505
257,"P.M.V. PAKADPURA ROOM NO 1",288,215,0,503,122,107,0,229,36,0,101,71,46,3,1,3,0,0,1,3,0,0,0,229
258,"P.P. AMARI ROOM NO 1",531,419,0,950,239,214,0,453,453,0,282,37,103,7,1,0,3,1,2,8,1,2,6,453
259,"P.P. SUGHA PURVI ROOM",353,292,0,645,138,145,0,283,283,0,30,231,11,6,1,0,0,0,1,2,0,0,1,283
260,"P.P. TULSI PAKAR PASCHIMI ROOM",233,163,0,396,125,97,0,222,35,0,155,21,31,5,0,0,1,1,0,2,0,2,4,222
261,"P.P.SARARMAJHGAWAN ROOM NO 1",596,460,0,1056,267,211,0,478,476,0,171,98,159,28,3,1,0,2,0,5,3,4,4,478
262,"P.P.SARARMAJHGAWAN ROOM NO 2",295,214,0,509,98,108,0,206,206,0,69,29,56,38,0,0,1,1,2,3,1,1,5,206
263,"P.P. THUNHIMAHOBCHAK ROOM NO 1",875,713,0,1588,366,362,0,728,4,0,336,182,108,42,5,1,4,8,3,9,6,5,19,728
264,"P,P. PURNAHA ROOM NO 1",546,406,0,952,214,200,0,414,8,0,191,70,138,8,0,0,0,2,0,3,1,0,1,414
265,"P.P. PAKADIYAR ROOM NO 1",383,318,0,701,173,177,0,350,92,0,148,20,164,8,1,0,0,1,2,4,0,0,2,350
266,"P.P. MUNDERA THAKURAI ROOM NO 1",555,428,0,983,184,163,0,347,345,0,226,82,9,24,0,0,1,1,2,0,2,0,0,347
267,"P.P. MUNDERA THAKURAI ROOM NO 2",493,364,0,857,176,161,0,337,22,0,159,17,120,22,0,0,2,0,1,3,2,0,11,337
268,"J.H.S. KARAUTA ROOM NO 1",809,598,0,1407,332,342,0,674,674,0,229,57,273,22,2,4,4,6,5,36,5,9,22,674
269,"P.P JADDUPUR MADYA PURVI ROOM",509,436,0,945,224,236,0,460,23,0,145,121,138,18,4,0,1,3,3,2,3,4,18,460
270,"P.P. BAKSUDI ROOM NO 1",390,309,0,699,151,168,0,319,1,0,140,53,105,7,2,1,1,0,2,4,0,2,2,319
271,"P.P. JAMARU PASCHIMI ROOM",527,414,0,941,273,235,0,508,52,0,146,183,160,7,0,0,0,0,0,9,0,1,2,508
272,"P.P. BOHABAR ROOM NO 1",812,700,0,1512,405,473,0,878,781,0,468,137,191,27,2,0,0,3,3,15,7,8,17,878
273,"P.P. BOHABAR ROOM NO 2",231,212,0,443,96,101,0,197,4,0,97,61,23,9,1,1,0,1,0,0,0,1,3,197
274,"P.P. KHURUHARI PASCHIMI ROOM",366,291,0,657,172,168,0,340,340,0,187,16,104,15,0,1,1,0,0,5,2,3,6,340
275,"P.P. SINGHPUR ROOM NO 1",625,449,0,1074,280,241,0,521,521,0,241,151,89,12,0,0,4,5,0,4,0,2,13,521
276,"P.P. SINGHPUR ROOM NO 2",717,526,0,1243,296,220,0,516,516,0,235,104,134,23,0,0,1,1,0,2,1,0,15,516
277,"P.P. SAHASRAW ROOM NO 1",345,267,0,612,199,174,0,373,366,0,238,45,65,11,2,0,1,2,2,2,0,1,4,373
278,"P.P.NADUAGHYANPAR UTTARI BHAWAN",844,661,0,1505,440,420,0,860,840,0,277,124,424,17,2,2,2,2,0,1,4,1,4,860
279,"P.P NADUAGHANPAR MADYA BHAWAN",500,360,0,860,247,208,0,455,206,0,150,163,74,25,1,3,2,1,3,9,4,5,15,455
280,"P.P. NADUAGHYANPAR ROOM NO 1",436,321,0,757,152,174,0,326,319,0,98,113,94,6,2,0,1,0,2,3,0,2,5,326
281,"P.P. NADUAGHYANPAR DAKSHIRI BHAWAN",675,459,0,1134,271,275,0,546,24,0,231,114,152,18,2,1,2,2,2,7,3,4,8,546
282,"P.P.NARENDRAPUR ROOM NO 1",315,251,0,566,151,161,0,312,307,0,84,159,52,3,2,0,1,0,1,2,1,2,5,312
283,"P.P. NAUWABARI ROOM NO 1",578,482,1,1061,277,290,0,567,564,0,315,39,169,18,0,3,2,2,1,5,3,3,7,567
284,"P.P. NAUWABARI ROOM NO 2",245,199,0,444,141,122,0,263,12,0,116,10,112,13,0,0,0,0,2,6,2,1,1,263
285,"L.D.I.C.BRAHMPUR ROOM NO 1",667,512,0,1179,317,230,0,547,547,0,278,63,74,97,3,1,0,3,1,8,3,3,13,547
286,"L.D.I.C.BRAHMPUR ROOM NO 2",890,712,0,1602,335,320,0,655,510,0,441,26,66,85,7,2,3,3,0,2,1,4,15,655
287,"L.D.I.C.BRAHMPUR ROOM NO 3",497,395,0,892,237,225,0,462,462,0,139,14,267,14,2,1,1,3,1,5,3,1,11,462
288,"P.P, BRAHMPUR ROOM NO 1",848,709,0,1557,413,357,0,770,24,0,508,23,156,30,1,0,3,2,1,16,7,10,13,770
289,"P.P. TOLA AURAHIYA BRAHMPUR ROOM NO 1",535,428,0,963,284,235,0,519,39,0,374,20,96,15,1,0,2,3,0,3,1,1,3,519
290,"P.P.AURAHIYA BRAHMPUR ROOM NO 2",503,448,0,951,274,254,0,528,40,0,355,28,79,29,0,2,0,3,2,10,1,6,13,528
291,"P.P. RAMPURA ROOM NO 1",700,532,0,1232,367,348,0,715,715,0,397,109,121,29,5,1,6,0,3,18,6,7,13,715
292,"P.P. RAMPURA ROOM NO 2",558,432,0,990,283,257,0,540,540,0,211,32,244,24,1,2,2,4,1,7,1,2,9,540
293,"P.P BENIJOT URF KHARHARA MADHYA ROOM",793,612,0,1405,415,426,0,841,4,0,210,248,323,28,1,1,4,4,1,7,3,5,6,841
294,"P.BHAWAN BHISWA MUKHYA ROOM",504,414,0,918,264,236,0,500,321,0,234,163,61,30,2,0,1,0,2,3,0,2,2,500
295,"P.P. JANGLE RASULPUR N0 1ROOM NO 1",745,614,0,1359,369,342,0,711,42,0,453,122,86,24,5,1,0,2,2,6,0,4,6,711
296,"P.P. BHAUPUR UTTARI ROOM",451,392,0,843,252,246,0,498,38,0,379,65,14,13,1,0,1,1,1,6,1,2,14,498
297,"P.P. MOTIPAKAD UTTARI ROOM",485,373,0,858,249,254,0,503,503,0,300,36,130,16,0,0,1,4,3,6,3,0,4,503
298,"P.P. CHAKDEIYA ROOM NO 1",820,732,0,1552,546,534,0,1080,1070,0,209,449,378,27,2,0,1,0,1,2,2,1,8,1080
299,"P.BHAWAN MEHIYA MUKHYA ROOM",197,146,0,343,83,89,0,172,19,0,83,40,30,12,0,0,1,0,0,3,0,1,2,172
300,"P.P. AMDIHA ROOM NO 1",634,537,0,1171,338,356,0,694,694,0,383,34,185,40,8,1,8,10,2,9,3,3,8,694
301,"P.P. AMDIHA ROOM NO 2",521,437,0,958,229,266,0,495,471,0,300,15,137,30,1,0,1,1,1,6,0,1,2,495
302,"P.P. LAXMANPUR ROOM NO 1",827,701,1,1529,401,453,0,854,854,0,449,173,147,33,4,2,4,4,6,7,5,4,16,854
303,"P.P. PIPRAMANNI ROOM NO 1",296,260,0,556,156,193,0,349,349,0,185,51,81,22,1,2,0,0,0,4,1,0,2,349
304,"P.P. BHAISHI RAMDATT ROOM NO 1",647,513,1,1161,294,288,0,582,15,0,276,147,91,40,1,1,0,3,1,2,4,1,15,582
305,"P.P. BHAISAHI NARESH ROOM NO 1",633,490,0,1123,277,297,0,574,574,0,283,113,121,36,0,0,2,1,2,5,2,1,8,574
306,"P.P. PARSAUNI ROOM NO 1",662,581,0,1243,359,345,0,704,704,0,191,162,273,31,1,1,2,25,3,7,1,0,7,704
307,"P.P CHAKIYA ROOM NO 1",315,257,0,572,179,177,0,356,10,0,163,19,159,4,0,1,0,0,2,1,3,0,4,356
308,"P.P. MATHIYA ROOM NO 1",460,357,0,817,246,232,0,478,478,0,59,127,262,7,1,0,3,2,1,3,2,5,6,478
309,"P.P. TENUA KHURD ROOM NO 1",530,431,0,961,218,195,0,413,413,0,175,134,27,54,2,1,2,1,0,5,0,3,9,413
310,"P.P. TENUA KHURD ROOM NO 2",371,314,0,685,195,180,0,375,7,0,130,46,186,4,0,1,2,0,1,1,3,0,1,375
311,"P.P. BAIJUDIHA ROOM NO 1",564,413,0,977,285,234,0,519,519,0,299,117,55,16,0,2,1,1,1,5,6,2,14,519
312,"P.P. BAIJUDIHA ROOM NO 2",310,238,0,548,106,109,0,215,215,0,65,96,42,6,2,0,0,1,0,2,0,0,1,215
313,"P.P. BELAWA ROOM NO 1",585,460,0,1045,297,252,0,549,248,0,231,125,153,9,0,1,4,4,3,7,4,0,8,549
314,"P.P. BELAWA ROOM NO 2",575,463,0,1038,322,239,0,561,560,0,240,140,128,24,3,0,1,4,3,7,2,2,7,561
315,"P.P. LALAPUR ROOM NO 1",505,367,0,872,281,220,0,501,40,0,144,104,223,10,3,0,1,0,1,7,1,3,4,501
316,"P.P. KOLHUA ROOM NO 1",579,468,0,1047,305,300,0,605,605,0,317,77,159,10,4,1,3,4,4,10,1,1,14,605
317,"P.P. PANCHDEURI ROOM N.1",514,349,0,863,226,211,0,437,42,0,294,16,95,14,1,1,2,1,0,4,0,2,7,437
318,"N.P.P. PANCHDEURI ROOM N.1",373,277,0,650,156,156,0,312,3,0,205,17,64,9,1,1,1,0,0,6,0,1,7,312
319,"P.P. NIBAHI UTTARI ROOM",498,369,0,867,247,254,0,501,6,0,374,38,60,9,2,1,1,1,0,11,1,0,3,501
320,"V.H.S. MITHABEL ROOM N.1",575,469,0,1044,293,295,0,588,588,0,107,22,412,11,0,1,2,4,2,3,12,0,12,588
321,"V.H.S. MITHABEL ROOM N.2",700,544,1,1245,334,247,0,581,570,0,217,120,194,22,0,1,1,1,0,6,5,2,12,581
322,"V.H.S. MITHABEL ROOM N.3",576,453,0,1029,268,218,0,486,420,0,260,94,87,25,2,0,0,1,2,2,2,2,9,486
323,"V.H.S. MITHABEL ROOM N.4",514,405,0,919,232,160,0,392,4,0,319,49,6,13,0,0,0,3,0,1,0,0,1,392
324,"V.H.S. MITHABEL ROOM N.5",558,416,0,974,255,243,0,498,3,0,177,50,220,19,2,0,4,1,0,6,7,3,9,498
325,"P.P. HARAIYA ROOM N.1",538,453,0,991,229,238,0,467,441,0,135,25,250,22,3,0,1,6,1,5,6,1,12,467
326,"P.P. HARAIYA ROOM N.2",594,362,0,956,261,254,0,515,17,0,245,37,191,8,0,1,1,4,2,8,2,4,12,515
327,"SANKUL BHAWAN HARAIYA ROOM N.1",603,424,0,1027,248,193,0,441,15,0,208,106,102,11,1,1,0,1,2,3,1,1,4,441
328,"S. BHAWAN HARAIYA ROOM N.2",327,254,0,581,123,112,0,235,235,0,70,3,153,1,0,0,0,1,0,1,1,1,4,235
