"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MULAYAM SINGH YADAV","2 - SHATRUGHAN SINGH CHAUHAN","3 - DR. SANGHMITRA MAURYA","4 - ABU NASIM PATHAN","5 - BABA HARDEV SINGH","6 - SHISHUPAL SINGH","7 - SATENDRA VEER SINGH CHAUHAN","8 - ASHOK KUMAR","9 - ALOK NANDAN","10 - MUKESH KUMAR","11 - MUKESH KUMAR SHAKYA","12 - RAJESHWARI","13 - HAKIM SINGH","14 - None of the Above","Total Votes Secured"
196,"P.P.NAGLA DEVI",199,178,0,377,137,129,0,266,266,0,36,8,215,2,1,0,0,0,0,1,1,1,0,1,266
197,P.P.SAIDPUR,156,132,0,288,117,96,0,213,193,0,199,5,6,0,0,0,0,0,0,0,0,1,0,2,213
198,P.PGULARIYAPUR,441,353,0,794,210,164,0,374,300,0,136,106,103,3,18,1,0,0,2,0,3,1,0,1,374
199,J.H.S.GULARIYAPUR,394,299,0,693,216,124,0,340,334,0,75,64,176,0,12,0,3,0,4,0,3,0,3,0,340
200,"ADARSH V.M.RAMNAGAR",794,669,0,1463,427,349,0,776,746,0,188,250,319,2,1,0,1,0,4,0,3,4,0,4,776
201,P.P.MANPURA,392,292,0,684,302,199,0,501,501,0,494,5,1,0,0,0,0,0,0,0,0,0,0,1,501
202,P.P.SANTPUR,267,235,0,502,194,162,0,356,344,0,226,5,114,3,2,0,1,0,1,0,0,2,0,2,356
203,P.P.TARIHA,393,307,0,700,227,170,0,397,387,0,229,91,62,0,3,0,0,2,2,1,3,0,0,4,397
204,"P.P.HAVELY NAGLA PULANDAR",215,170,0,385,151,125,0,276,276,0,40,20,208,0,0,0,0,0,1,0,4,1,1,1,276
205,P.P.KISHANPUR,208,142,0,350,172,82,0,254,254,0,246,8,0,0,0,0,0,0,0,0,0,0,0,0,254
206,P.P.SABHAPUR,394,332,0,726,286,218,0,504,304,0,289,145,59,1,0,0,1,0,3,1,2,0,0,3,504
207,P.P.MAHMADPUR,224,186,0,410,201,137,0,338,28,0,296,7,3,0,26,1,0,0,0,0,0,2,1,2,338
208,P.P.SATHIGAWA,449,399,0,848,278,168,0,446,446,0,318,32,86,1,4,0,1,0,0,0,1,1,0,2,446
209,P.P.KUDARIYA,258,217,0,475,200,151,0,351,351,0,336,7,3,0,1,0,0,0,0,0,0,1,1,2,351
210,P.P.DAKROI,611,518,0,1129,373,309,0,682,682,0,318,190,148,2,0,1,0,1,6,0,3,2,2,9,682
211,"P.P.NAGLA KARNAI",332,282,0,614,168,118,0,286,284,0,40,184,44,0,2,0,0,0,13,0,2,1,0,0,286
212,"P.P.NAGLA AHIR",332,284,0,616,290,172,0,462,461,0,447,11,3,0,0,0,0,0,0,1,0,0,0,0,462
213,P.P.BARIHA,306,268,0,574,126,105,0,231,231,0,51,144,21,0,0,0,0,1,4,1,0,0,2,7,231
214,P.P.KHUWAJAPUR,472,428,0,900,283,234,0,517,497,0,160,67,268,2,2,1,1,0,6,1,2,2,2,3,517
215,P.P.BADANPUR,337,315,0,652,297,210,0,507,450,0,385,55,60,0,1,0,0,0,2,1,0,2,0,1,507
216,"PANCHAYAT GHAR NAGARIYA",471,397,0,868,305,199,0,504,480,0,124,242,122,1,3,0,0,0,3,1,1,2,3,2,504
217,"P.P.CHITAYAN ROOM NO.1",504,453,0,957,338,261,0,599,418,0,311,152,110,0,10,0,0,0,6,2,2,3,0,3,599
218,"P.P.CHITAYAN ROOM NO. 2",458,402,0,860,314,210,0,524,137,0,188,79,230,4,10,0,0,0,5,0,3,2,1,2,524
219,"P.P.NAGLA RAY",216,197,0,413,95,82,0,177,177,0,46,107,17,0,0,0,1,0,3,0,2,0,0,1,177
220,P.P.UDDAITPUR,444,375,0,819,309,198,0,507,507,0,388,78,36,0,1,0,1,0,0,0,0,0,1,2,507
221,P.P.NEGAMA,730,659,0,1389,397,281,0,678,678,0,199,380,79,2,1,0,1,1,6,1,2,1,3,2,678
222,P.P.BARUA,421,371,0,792,334,258,0,592,592,0,528,6,56,1,0,0,0,0,0,0,1,0,0,0,592
223,"NEHARU SMARAK INTER COLLAGE SAMAN ROOM NO. 1",151,129,0,280,82,67,0,149,97,0,83,17,46,0,0,0,0,0,1,1,0,1,0,0,149
224,"NEHARU SMARAK INTER COLLAGE SAMAN ROOM NO.2",790,675,0,1465,373,292,0,665,390,0,208,218,208,4,0,0,1,3,10,1,3,1,2,6,665
225,P.P.SAMAN,664,594,0,1258,322,309,0,631,286,0,211,173,217,3,1,0,1,1,8,4,2,3,4,3,631
226,P.P.BARIHAR,370,332,0,702,290,212,0,502,484,0,397,40,48,2,4,0,1,0,1,0,3,1,3,2,502
227,P.P.REPURA,686,597,0,1283,325,214,0,539,288,0,260,159,99,1,3,0,0,1,4,1,0,1,4,6,539
228,"P.P.NAGLA DANDEHAR",340,287,0,627,192,126,0,318,305,0,169,123,9,0,2,0,0,0,4,3,1,2,1,4,318
229,K.J.H.S.SAMAN,466,375,0,841,432,241,0,673,673,0,542,74,50,0,0,0,0,0,4,0,1,0,1,1,673
230,P.P.BALLAMPUR,353,296,0,649,284,214,0,498,498,0,486,4,1,0,0,0,0,0,0,1,1,0,3,2,498
231,P.P.PAHADPUR,247,219,0,466,142,115,0,257,235,0,166,72,12,0,3,0,0,0,1,0,0,0,1,2,257
232,P.P.BAMNIPUR,378,327,0,705,289,228,0,517,515,0,288,58,161,2,0,0,1,0,1,0,0,0,3,3,517
233,"AGANWANI KENDRA SAMAN",391,312,0,703,196,120,0,316,316,0,187,62,61,1,0,0,0,0,0,0,0,0,1,4,316
234,J.H.S.RECHANDA,274,237,0,511,166,110,0,276,276,0,251,18,1,0,0,0,0,0,0,0,0,1,0,5,276
235,"P.P.BOORA KHERA",407,339,0,746,340,261,0,601,601,0,505,12,77,0,2,0,0,0,0,0,3,0,0,2,601
236,"P.P.CHAURAIPUR  NORTH ROOM",658,584,0,1242,300,277,0,577,577,0,210,162,187,1,1,0,0,0,3,1,1,0,2,9,577
237,"P.P.CHARAIPUR WEST ROOM",193,175,0,368,113,107,0,220,220,0,164,37,18,0,1,0,0,0,0,0,0,0,0,0,220
238,P.P.MAKRANDPUR,404,334,0,738,194,145,0,339,337,0,167,155,9,0,1,0,0,2,1,0,1,1,0,2,339
239,P.P.KRIPALPUR,482,402,0,884,236,177,0,413,413,0,205,171,5,0,6,1,6,0,7,1,1,0,5,5,413
240,P.P.SAUNASHI,846,727,0,1573,567,349,0,916,585,0,614,201,71,2,3,0,2,2,6,1,1,3,3,7,916
241,P.P.SULTANPUR,328,284,0,612,293,173,0,466,5,0,453,6,3,0,0,0,0,0,0,0,0,0,0,4,466
242,P.P.MADHUPURI,310,270,0,580,250,176,0,426,185,0,327,34,58,1,1,0,0,1,0,0,2,0,1,1,426
243,P.P.KUMHAUL,635,575,0,1210,285,220,0,505,505,0,135,149,182,2,5,0,2,1,10,2,7,1,2,7,505
244,P.P.LATHAUNGAR,312,269,0,581,177,128,0,305,303,0,69,27,196,1,4,0,0,0,1,0,2,0,1,4,305
245,P.P.UMARAHAR,252,218,0,470,150,101,0,251,251,0,193,22,1,0,33,1,0,1,0,0,0,0,0,0,251
246,"PANCHAYAT GHAR KUMHAUL",501,439,0,940,211,141,0,352,24,0,127,66,146,2,2,1,0,0,3,0,4,1,0,0,352
247,"PANCHAYAT GHAR KUMHAUL",339,303,0,642,160,104,0,264,250,0,49,51,157,0,0,3,0,0,1,0,1,1,0,1,264
248,P.P.JAGDEESHPUR,184,156,0,340,105,63,0,168,156,0,29,15,118,1,3,0,0,0,1,0,0,1,0,0,168
249,P.P.PARTAPUR,564,501,0,1065,349,209,0,558,558,0,537,9,0,1,3,0,0,0,1,0,0,2,0,5,558
250,P.P.DUMHAR,358,318,0,676,215,174,0,389,389,0,54,64,241,1,16,1,0,0,0,0,4,2,2,4,389
251,"P.P.NAGLA KHIRIYA",337,301,0,638,236,202,0,438,438,0,242,147,39,0,0,1,1,0,2,0,2,3,0,1,438
252,P.P.LEGAON,562,508,0,1070,339,265,0,604,601,0,330,165,77,3,2,2,0,2,13,1,2,2,1,4,604
253,P.P.BADEPUR,359,314,0,673,315,217,0,532,532,0,428,17,83,1,1,0,0,0,0,0,1,0,0,1,532
254,"P.P.NAGLA JAKHA",547,468,0,1015,361,290,0,651,3,0,336,236,38,0,1,1,3,3,13,3,2,3,3,9,651
255,"P.P.KANHOOPUR ROOM NO. 1",520,455,0,975,295,228,0,523,504,0,140,280,84,0,7,2,0,2,3,0,2,0,1,2,523
256,"P.P.KANHOPUR ROOM NO.2",263,219,0,482,147,86,0,233,233,0,138,17,58,1,2,0,1,0,6,0,1,2,1,6,233
257,P.P.KUTUPUR,617,541,0,1158,350,250,0,600,600,0,214,250,113,1,3,0,1,4,6,2,1,2,2,1,600
258,"P.P.KAITHPUR ROOM NO.2",449,402,0,851,202,195,0,397,397,0,183,86,113,0,0,0,0,0,3,2,2,1,3,4,397
259,"P.P.KAITHPUR ROOM NO. 1",277,246,0,523,143,114,0,257,254,0,37,88,121,1,0,1,0,0,2,0,3,1,1,2,257
260,"P.P.NAGLA GAVE",547,443,0,990,308,211,0,519,519,0,270,167,67,0,0,0,0,1,7,0,3,0,3,1,519
261,P.PKURSHANDA,478,430,0,908,267,223,0,490,105,0,143,229,105,0,2,0,1,1,4,0,1,2,0,2,490
262,"P.P.NAGLA MADARI",223,199,0,422,130,133,0,263,240,0,145,35,77,0,1,0,0,0,0,0,1,0,2,2,263
263,"P.P.NAGLA KALE",214,167,0,381,102,78,0,180,180,0,10,155,5,1,1,0,0,0,2,0,3,1,0,2,180
264,"NAVEEN P.P.DIVANPUR SHAHANI",412,329,0,741,249,178,0,427,257,0,178,171,58,2,5,0,0,1,3,0,4,0,1,4,427
265,P.P.SINGHPUR,496,436,0,932,311,229,0,540,540,0,233,151,141,2,3,0,0,0,4,1,0,1,1,3,540
266,PV.SHAMADHPUR,227,198,0,425,174,137,0,311,226,0,106,19,176,2,0,0,0,0,0,0,4,2,0,2,311
267,J.H.S.RATHEH,775,645,0,1420,343,230,0,573,503,0,333,102,113,1,5,0,0,0,6,1,4,0,2,6,573
268,P.P.RATHEH,646,575,0,1221,313,256,0,569,546,0,252,204,88,3,1,1,0,0,8,4,3,0,2,3,569
269,P.P.RATHEH,601,515,0,1116,269,155,0,424,362,0,108,237,55,1,6,0,2,1,7,0,2,2,2,1,424
270,"P.P.MAHOLI ROOM NO. 1",347,296,0,643,157,120,0,277,266,0,169,68,35,0,1,0,2,0,1,0,0,0,0,1,277
271,"P.P.MAHOLI ROOM NO. 2",490,406,0,896,330,207,0,537,537,0,122,51,348,5,2,0,0,0,1,2,2,1,2,1,537
272,P.P.GAPKAPUR,310,292,0,602,233,203,0,436,400,0,425,5,2,1,1,0,0,0,0,0,1,0,0,1,436
273,"P.P.NAGLA BANE",265,235,0,500,238,212,0,450,275,0,438,8,3,0,0,0,0,0,0,0,0,0,1,0,450
274,"J.H.S. MAHOLI SAMSHERGANJ",581,500,0,1081,311,250,0,561,360,0,204,154,170,1,9,1,3,1,4,2,3,2,0,7,561
275,"J.H.S.MAHOLI SAMSHERGANJ",701,626,0,1327,394,279,0,673,5,0,160,324,139,1,12,0,0,2,10,2,4,1,3,15,673
276,"P.P.KASHBA KACHHAPURA",320,274,0,594,220,175,0,395,389,0,114,44,225,5,0,1,0,0,0,0,1,3,1,1,395
277,P.P.MACHWAR,456,408,0,864,314,219,0,533,519,0,330,42,145,1,1,0,0,0,2,0,3,2,2,5,533
278,P.P.BARHA,528,437,0,965,367,176,0,543,539,0,201,116,208,1,1,1,0,0,5,0,1,1,2,6,543
279,P.V.CHANDARPUR,439,385,0,824,273,214,0,487,259,0,304,21,152,1,0,1,0,0,0,2,2,1,0,3,487
280,"P.P.HARRAJPUR KALA",521,451,0,972,305,231,0,536,300,0,89,407,9,1,2,0,0,0,8,0,6,4,2,8,536
281,P.V.BERAGPUR,454,387,0,841,296,220,0,516,516,0,195,163,141,2,1,0,2,0,5,0,3,0,2,2,516
282,P.V.KHARAGPUR,286,252,0,538,207,148,0,355,315,0,29,227,93,0,2,0,1,0,1,0,0,0,0,2,355
283,"J.H.S.BASHAIT MADHYA ROOM",465,369,0,834,240,147,0,387,387,0,66,258,47,0,1,0,0,1,6,2,2,0,2,2,387
284,J.H.S.BASHET,482,380,0,862,281,200,0,481,478,0,212,121,128,2,1,0,1,0,2,0,5,0,1,8,481
285,P.P.KISHNI,257,228,0,485,172,133,0,305,293,0,152,119,30,0,0,0,0,0,1,0,1,0,0,2,305
286,P.V.JIJAI,451,403,0,854,395,258,0,653,473,0,621,19,11,0,2,0,0,0,0,0,0,0,0,0,653
287,P.P.HARISINGHPUR,729,613,0,1342,430,343,0,773,725,0,297,232,216,0,7,0,0,0,3,1,10,1,2,4,773
288,"J.H.S. KISHNI ROOM NO.2",767,653,0,1420,478,357,0,835,827,0,190,351,275,2,2,1,0,0,3,2,4,0,1,4,835
289,"J.H.S.KISHNI ROOM NO. 2",693,607,0,1300,408,312,0,720,701,0,261,368,69,0,11,0,1,0,2,1,0,1,2,4,720
290,"J.H.S.KISHNI ROOM NO.3",198,197,0,395,117,104,0,221,206,0,67,119,32,0,0,0,1,0,0,1,0,0,1,0,221
291,"J.H.S.KISHNI ROOM NO.4",846,695,0,1541,545,473,0,1018,513,0,513,206,260,0,21,0,0,0,4,1,5,4,3,1,1018
292,"P.P.JATPURA EAST ROOM",630,548,0,1178,316,234,0,550,401,0,115,196,213,0,8,0,2,1,7,0,0,2,1,5,550
293,"P.P.JATPURA ROOM",591,505,0,1096,278,226,0,504,504,0,262,145,88,0,2,0,0,0,4,0,1,0,1,1,504
294,"P.P.HARCHANDPUR KHARAGPUR",592,528,0,1120,319,269,0,588,586,0,178,305,97,1,1,0,1,0,2,1,2,0,0,0,588
295,P.P.AJIJPUR,197,168,0,365,125,91,0,216,115,0,207,7,1,0,0,0,0,0,0,0,0,0,0,1,216
296,P.P.CHATURIPUR,694,588,0,1282,604,451,0,1055,900,0,1044,4,4,1,0,0,0,0,1,0,0,0,0,1,1055
297,J.H.S.FARENJI,479,415,0,894,254,170,0,424,52,0,121,100,180,1,2,0,0,2,3,0,7,2,3,3,424
298,P.P.FARENJI,712,652,0,1364,292,234,0,526,526,0,168,245,95,0,1,0,0,0,4,2,3,1,3,4,526
299,"KANYA P.P.FARENJI",495,443,0,938,331,216,0,547,546,0,471,6,61,0,2,0,0,1,2,0,2,2,0,0,547
300,P.P.KHIJARPUR,541,450,0,991,377,283,0,660,126,0,71,469,99,2,0,2,0,1,7,2,3,1,2,1,660
301,"J.H.SCHOOL KISHANPUR",470,393,0,863,236,161,0,397,369,0,197,168,28,0,0,0,0,0,3,0,0,1,0,0,397
302,"P.P. DHUNDPUR PATARA",458,384,0,842,210,160,0,370,370,0,143,207,8,0,0,0,0,0,1,0,0,3,3,5,370
303,"P.P. PATARA",679,566,0,1245,277,198,0,475,6,0,261,207,0,1,1,0,0,0,1,0,1,0,2,1,475
304,"PURV M.V. AMBARPUR",444,397,0,841,193,201,0,394,387,0,86,173,115,1,0,0,1,0,5,2,2,0,5,4,394
305,"P.P. MAKIYANI",211,171,0,382,140,97,0,237,237,0,34,181,18,0,0,0,0,1,1,0,0,1,0,1,237
306,"P.P. FAJILPUR",206,152,0,358,100,65,0,165,60,0,57,91,9,0,2,1,0,0,4,1,0,0,0,0,165
307,"P.P. MANPUR",308,243,0,551,217,124,0,341,340,0,131,197,5,0,0,0,0,1,1,0,0,1,2,3,341
308,"P.P. SULTANPUR",659,580,0,1239,380,296,0,676,192,0,242,275,120,4,9,0,2,2,6,1,3,1,4,7,676
309,"P.P. SIKANDARPUR",624,485,0,1109,279,140,0,419,400,0,187,205,21,0,1,0,0,1,1,0,2,1,0,0,419
310,"P.P. RANIPUR",297,224,0,521,223,82,0,305,254,0,189,90,20,0,0,0,0,0,1,0,3,1,0,1,305
311,"P.P. NASIPUR",559,424,0,983,309,224,0,533,420,0,224,129,172,0,1,0,0,0,4,0,0,1,1,1,533
312,"P.P. DEVPURA",469,398,0,867,426,274,0,700,697,0,632,31,30,0,3,0,0,0,0,0,0,0,0,4,700
313,"P.P. TIMRAKH",278,252,0,530,242,209,0,451,451,0,396,15,29,1,2,0,0,0,1,1,2,0,0,4,451
314,"P.P. SHANKARPUR",413,353,0,766,328,241,0,569,569,0,510,28,25,0,0,1,0,1,0,0,2,0,0,2,569
315,"P.P. PALIYA",720,582,0,1302,591,243,0,834,635,0,786,5,43,0,0,0,0,0,0,0,0,0,0,0,834
316,"P.P. KHURTANIYA",211,184,0,395,174,137,0,311,307,0,184,12,110,0,2,0,2,0,0,0,1,0,0,0,311
317,"P.P. GADANPUR",728,610,0,1338,409,275,0,684,189,0,496,80,82,1,8,1,0,1,4,1,2,0,1,7,684
318,"P.P. RAMPURA EAST ROOM",778,672,0,1450,494,339,0,833,832,0,541,235,41,0,1,0,2,0,6,1,0,1,2,3,833
319,"P.P. RAMPURA WEST ROOM",323,261,0,584,239,128,0,367,146,0,209,54,93,1,1,0,0,0,3,0,2,0,2,2,367
320,"P.P. HAJIPUR",576,430,0,1006,380,262,0,642,642,0,500,4,119,2,1,0,0,0,1,0,2,2,2,9,642
321,"P.P. DAKPURA",402,343,0,745,247,180,0,427,427,0,85,83,246,2,0,1,0,0,1,0,2,4,1,2,427
322,"P.P. KURRA",481,387,0,868,249,196,0,445,378,0,108,57,254,8,3,0,1,1,4,1,1,3,1,3,445
323,"K. P.P. KURRA",412,336,0,748,261,161,0,422,422,0,226,119,64,2,0,0,1,1,2,2,1,0,1,3,422
324,"P.P. SUKHACHAINPUR",474,381,1,856,316,228,0,544,335,0,201,140,179,1,1,0,1,0,9,1,3,5,1,2,544
325,"P.P. NAGLA PONDLA",250,173,0,423,228,139,0,367,350,0,362,0,3,0,2,0,0,0,0,0,0,0,0,0,367
326,"U. P.V. NAGLA KHURDAN",196,149,0,345,179,114,0,293,293,0,281,5,1,0,4,0,0,0,0,0,0,0,0,2,293
327,"P.P. KACHHPURA",301,244,0,545,210,148,0,358,358,0,82,15,251,2,0,0,0,1,0,1,2,2,0,2,358
328,"P.P. JALIMPUR",170,146,0,316,160,138,0,298,150,0,296,2,0,0,0,0,0,0,0,0,0,0,0,0,298
329,"MULAYAM SINGH YADAV INTER COLLG SAUJ",682,553,0,1235,388,229,0,617,360,0,358,118,110,0,6,2,2,1,3,0,3,2,3,9,617
330,"P.P. NAGLA DAULE",420,309,0,729,387,244,0,631,631,0,623,5,2,0,0,0,0,0,0,0,0,0,0,1,631
331,"P.P. MAIKHEDA",375,306,0,681,318,260,0,578,566,0,540,17,15,0,0,1,0,0,1,0,1,1,0,2,578
332,"P.P. SEHAKHURD",366,280,0,646,341,209,0,550,548,0,528,7,8,1,3,0,0,0,0,0,0,1,2,0,550
333,"P.P. BHODA",219,189,0,408,141,91,0,232,231,0,85,117,7,1,9,0,0,0,6,2,1,0,2,2,232
334,"P.P. VIRSINGHPUR",318,259,0,577,180,114,0,294,294,0,155,105,27,2,1,0,0,0,2,0,0,0,0,2,294
335,"P.P. NAGLA TEJ",267,215,0,482,210,119,0,329,329,0,255,6,62,3,0,0,0,0,0,0,0,1,0,2,329
336,"P.P. TARAULIYA",694,506,0,1200,604,400,0,1004,900,0,988,4,11,0,0,0,0,0,0,0,1,0,0,0,1004
337,"P.P. TEEKARAHAR",365,276,0,641,339,246,0,585,585,0,581,0,2,1,1,0,0,0,0,0,0,0,0,0,585
338,"P.P. GHUSUPUR",596,498,0,1094,552,473,0,1025,1025,0,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,1025
339,"J.H.SCHOOL SAHAN",183,145,0,328,106,64,0,170,148,0,84,56,29,0,0,0,0,0,1,0,0,0,0,0,170
340,"J.H.SCHOOL SAHAN",726,647,0,1373,362,272,0,634,490,0,187,347,59,2,0,0,1,0,11,1,7,3,8,8,634
341,"P.P. PUDARI",188,142,0,330,160,104,0,264,165,0,203,23,32,0,1,0,0,0,2,0,1,0,1,1,264
342,"P.P. PAY",248,213,0,461,222,168,0,390,390,0,385,3,1,0,0,0,0,0,0,0,0,0,0,1,390
343,P.P.LAKSHMIPUR,272,214,0,486,152,142,0,294,209,0,133,155,2,0,1,0,0,0,1,0,0,0,1,1,294
344,"P.P. SEHAR",212,181,0,393,148,140,0,288,267,0,264,18,1,0,0,0,0,0,0,0,1,2,0,2,288
345,"P.P. DUDUVA",337,305,0,642,260,190,0,450,450,0,421,8,13,0,4,0,1,0,2,0,0,0,0,1,450
346,"P.P. UDANADANDA",330,286,0,616,157,116,0,273,273,0,84,165,5,0,7,0,0,0,8,0,1,0,2,1,273
347,"P.P. KURSARA",167,152,0,319,79,80,0,159,131,0,60,97,1,0,0,0,0,0,0,0,0,0,0,1,159
348,"P.P. VINAYAKPUR",510,427,0,937,231,179,0,410,336,0,157,197,30,1,1,1,1,0,6,2,3,5,1,5,410
349,"P.P. VINAYAKPUR",542,442,0,984,228,159,0,387,354,0,103,244,12,0,1,0,0,2,8,2,4,1,1,9,387
350,"J.H.SCHOOL BHAVANIPUR",796,683,0,1479,409,285,0,694,444,0,347,279,45,0,3,5,1,0,3,1,2,0,2,6,694
351,"P.P. BHOGPUR",405,361,0,766,147,101,0,248,239,0,119,70,52,0,3,0,0,1,0,0,0,0,0,3,248
352,"P.P. TIKRAI",321,283,0,604,261,211,0,472,472,0,280,148,37,0,0,0,0,0,0,0,2,0,1,4,472
353,"P.P. DEVKALI",455,391,0,846,323,229,0,552,88,0,485,52,12,0,0,1,0,0,2,0,0,0,0,0,552
354,"P.P. ONHA",799,616,0,1415,354,201,0,555,543,0,284,232,20,2,6,0,1,0,3,1,0,0,3,3,555
355,"P.P. ANOOPPUR",329,285,0,614,171,125,0,296,296,0,169,111,5,0,1,0,0,0,0,1,1,0,2,6,296
356,"KANYA P.V. DHILA",406,332,0,738,198,159,0,357,302,0,117,217,18,0,1,0,0,0,1,1,0,0,1,1,357
357,P.P.GUNAIYA,327,265,0,592,278,203,0,481,478,0,445,20,12,0,1,0,0,0,1,0,0,0,0,2,481
358,"J.H.SCHOOL TAKHRAU NORTH ROOM",716,519,0,1235,325,245,0,570,540,0,269,194,66,2,0,1,2,3,3,2,4,3,5,16,570
359,"J.H.SCHOOL TAKHRAU SOUTH ROOM",442,312,0,754,248,138,0,386,381,0,253,19,89,7,2,0,0,0,1,1,3,2,0,9,386
360,"P.P. BHANTI",199,175,0,374,189,112,0,301,296,0,260,34,2,0,0,0,0,0,1,0,2,0,1,1,301
361,"P.P. JHAULIYAI",264,196,0,460,215,107,0,322,4,0,305,14,1,0,0,0,0,0,1,0,0,0,0,1,322
362,"P.P. NAGLA TARA",190,134,0,324,145,92,0,237,12,0,222,5,7,0,0,0,0,0,0,0,1,0,1,1,237
363,"CHADAMI MUNNALAL J.H. SCHOOL NAGARIYA BHANTI",493,363,0,856,477,296,0,773,510,0,765,4,2,0,0,0,0,0,0,0,0,0,1,1,773
364,"PURV M.V. BARUA",158,143,0,301,142,133,0,275,275,0,247,12,4,0,12,0,0,0,0,0,0,0,0,0,275
365,"P.P. NAGLA MACHE",319,237,0,556,303,214,0,517,517,0,511,5,0,0,0,0,0,0,0,0,0,0,0,1,517
366,"P.P. KHEDA",430,343,0,773,418,329,0,747,565,0,742,3,1,0,0,0,0,0,1,0,0,0,0,0,747
367,"P.P. SAD",723,520,0,1243,638,411,0,1049,1049,0,950,64,22,1,8,0,1,0,1,0,0,0,1,1,1049
368,"P.P. RARUA",514,399,0,913,434,322,0,756,700,0,735,15,5,0,0,0,0,0,0,0,0,0,0,1,756
369,"P.P. MUHABBATPUR NORTH ROOM",535,464,0,999,405,222,0,627,627,0,542,35,41,1,1,0,1,0,0,1,1,1,1,2,627
370,"P.P. MUHABBATPUR SOUTH ROOM",485,417,0,902,297,176,0,473,473,0,392,27,36,0,0,0,1,0,4,2,2,0,1,8,473
371,"P.P. PASHUPUR",446,362,0,808,406,257,0,663,263,0,564,15,75,0,3,1,1,0,0,0,1,2,0,1,663
372,"P.P. PADURA",420,329,0,749,340,155,0,495,495,0,427,45,20,0,0,1,0,0,1,0,0,0,0,1,495
373,"P.P. KHIRAUNGI",416,318,0,734,336,231,0,567,526,0,546,5,7,1,3,0,0,0,0,0,0,1,0,4,567
374,"P.P. ALLIPUR",785,618,0,1403,671,370,0,1041,1031,0,1034,6,0,0,0,0,0,0,0,0,0,0,1,0,1041
