"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JITENDRA KUMAR SINGH BABLU BHAIYA","2 - NIRMAL KHATRI","3 - MITRASEN YADAV","4 - LALLU SINGH","5 - JAI RAM SINGH JAI","6 - NASREEN BANO","7 - MAKASUD ALI","8 - MAYURI TIWARI","9 - RADHIKA PRASAD","10 - RAM JANAM","11 - SHAILENDRA KUMAR SHUKLA","12 - None of the Above","Total Votes Secured"
189,"P.M.V. FAT‍TAPURKLA  ROOM. NO. 2",673,571,0,1244,398,343,0,741,25,0,96,29,283,299,3,2,2,2,6,4,2,13,741
190,"P.M.V. FAT‍TAPURKLA  ROOM. NO. 3",539,479,0,1018,279,275,0,554,23,0,87,53,66,309,5,5,1,3,11,7,3,4,554
191,"EG‍LON INTER.COLLEGE BRAHUNVA  U.BHAG ROOM. NO. 1",638,532,0,1170,369,286,0,655,3,0,63,116,191,257,5,3,1,1,3,9,1,5,655
192,"EG‍LON INTER.COLLEGE BRAHUNVA  DA.BHAG ROOM. NO. 2",642,507,0,1149,338,241,0,579,500,0,153,104,119,155,4,7,3,1,6,9,7,11,579
193,"P.S.GULCHAP‍PAKLA  ROOM. NO. 1",709,624,0,1333,410,405,0,815,50,0,66,187,253,268,3,1,8,2,7,8,2,10,815
194,"P.S.GULCHAP‍PAKLA  ROOM. NO. 2",112,102,0,214,44,52,0,96,6,0,1,22,58,1,0,0,14,0,0,0,0,0,96
195,"P.S.CHAMRAULI U.BHAG",647,576,0,1223,347,337,0,684,9,0,82,145,189,224,6,6,3,1,7,5,4,12,684
196,"P.S.CHAMRAULI DA.BHAG",707,622,0,1329,417,348,0,765,2,0,100,143,202,277,9,1,3,1,6,8,7,8,765
197,"P.S.ALIYABAD STHIT GRAM KEN‍HAURA",427,395,0,822,214,240,0,454,6,0,57,179,137,69,0,1,0,1,0,2,1,7,454
198,"P.S.BELHRI U.BHAG",702,621,0,1323,486,429,0,915,53,0,105,71,220,488,7,1,3,2,3,3,4,8,915
199,"P.S.BELHRI DA.BHAG",304,272,0,576,161,128,0,289,1,0,27,55,103,97,1,0,0,0,3,1,1,1,289
200,"P.S.ALIYABAD U.BHAG",768,693,0,1461,342,343,0,685,8,0,19,259,242,128,2,2,8,0,6,5,4,10,685
201,"P.S.ALIYABAD DA.BHAG",672,628,0,1300,380,381,0,761,95,0,59,94,124,430,6,2,3,4,18,2,3,16,761
202,P.S.PUREKAMGAR,671,515,0,1186,348,308,0,656,6,0,27,103,300,171,0,0,30,3,7,7,4,4,656
203,"P.M.V. RASOOLPURKLA ROOM. NO. 1",424,334,0,758,200,189,0,389,5,0,111,85,141,35,4,1,1,1,2,1,2,5,389
204,"P.M.V. RASOOLPURKLA ROOM. NO. 2",435,372,0,807,216,213,0,429,1,0,163,90,144,23,0,0,0,1,0,2,0,6,429
205,"P.M.V. RASOOLPURKLA ROOM. NO. 3",504,413,0,917,312,229,0,541,1,0,137,128,87,161,4,1,0,2,5,2,5,9,541
206,P.S.DARAULI,304,237,0,541,206,153,0,359,2,0,79,16,136,111,1,1,2,2,4,1,2,4,359
207,P.S.IMILIHA,766,691,0,1457,545,413,0,958,5,0,114,165,269,364,13,3,1,4,3,6,4,12,958
208,P.S.BADANPUR,499,465,0,964,291,281,0,572,3,0,100,168,117,155,4,2,2,3,0,5,5,11,572
209,"P.S.SARANYSHAH AALAM PA.BHAG",564,502,0,1066,214,302,0,516,11,0,110,206,150,30,1,0,4,1,4,3,3,4,516
210,"P.S.SARANYSHAH AALAM PU.BHAG",523,498,0,1021,323,241,0,564,95,0,77,115,53,305,2,3,3,1,2,2,0,1,564
211,"P.S.MAHDIPUR MA.  SH‍YAMNAGAR PURVI",394,330,0,724,269,216,0,485,20,0,95,177,34,164,1,1,0,3,3,2,1,4,485
212,P.S.KOTVA,329,306,0,635,243,210,0,453,5,0,219,42,86,77,2,1,0,2,2,8,3,11,453
213,P.S.PATULKI,703,571,0,1274,488,328,0,816,3,0,125,156,239,266,2,2,6,1,3,0,2,14,816
214,"P.S.RAMPUR RAISAHAB",845,753,0,1598,569,382,0,951,1,0,97,52,234,512,12,1,3,3,7,3,9,18,951
215,P.S.RANEPUR,264,230,0,494,199,162,0,361,4,0,50,22,17,257,3,0,0,4,1,3,1,3,361
216,"P.S.TELMA ROOM. NO. 1",494,430,0,924,279,258,0,537,1,0,84,99,158,174,2,1,0,0,2,3,2,12,537
217,"P.S.TELMA ROOM. NO. 2",444,432,0,876,271,229,0,500,1,0,69,63,159,172,4,2,4,0,8,5,4,10,500
218,"P.S.LALGANJ DVITIYA NAVNIRMIT",605,534,0,1139,382,344,0,726,5,0,188,99,11,377,1,1,7,1,6,9,5,21,726
219,"P.S.KILA BELHRI PU.BHAG",581,476,0,1057,361,272,0,633,1,0,192,70,94,253,2,0,3,0,7,4,3,5,633
220,P.S.BHAISAULI,299,253,0,552,226,164,0,390,1,0,28,11,211,134,0,0,0,0,1,3,1,1,390
221,"P.S.SARANYA SINGAI",594,514,0,1108,367,341,0,708,1,0,33,308,69,247,7,2,6,2,6,6,8,14,708
222,"P.M.V (KAN‍YA). DRIYABAD ROOM. NO.",647,541,0,1188,376,290,0,666,5,0,42,201,123,242,3,1,25,9,7,2,1,10,666
223,"P.M.V (KAN‍YA) DRIYABAD ROOM. NO. 2",490,411,0,901,252,217,0,469,4,0,107,206,23,115,2,3,8,0,0,1,3,1,469
224,"P.M.V.(KAN‍YA) DRIYABAD ROOM. NO. 3",444,391,1,836,235,206,0,441,30,0,109,99,24,187,2,1,7,1,3,0,3,5,441
225,"P.S.DARIYABAD ROOM NO.1",667,580,0,1247,292,256,0,548,5,0,11,188,156,169,1,5,12,0,1,0,2,3,548
226,"P.S.DARIYABAD ROOM NO.2",424,390,0,814,225,214,0,439,2,0,71,208,134,19,0,0,3,1,0,2,0,1,439
227,"P.S.DARIYABAD ATIRIKT ROOM",407,390,0,797,212,202,0,414,2,0,39,148,104,101,3,0,2,1,3,2,1,10,414
228,"IS‍LAMINYA P.S.DARIYABAD ROOM. NO. 1",497,419,0,916,260,194,0,454,240,0,34,194,79,140,1,1,2,3,0,0,0,0,454
229,"IS‍LAMINYA P.S.DARIYABAD ROOM. NO. 2",442,336,0,778,270,183,0,453,19,0,19,281,24,113,1,3,2,0,2,4,2,2,453
230,"IS‍LAMINYA P.S.DARIYABAD ROOM. NO. 3",658,495,0,1153,340,289,0,629,19,0,11,346,64,179,1,2,6,1,3,3,8,5,629
231,"P.M.V. DARIYABAD ROOM. NO. 1",870,660,0,1530,432,311,0,743,17,0,30,361,245,86,2,1,4,2,1,4,2,5,743
232,"P.M.V. DARIYABAD ROOM. NO. 2",609,477,0,1086,312,251,0,563,55,0,16,284,39,194,2,0,11,2,5,1,1,8,563
233,"KAS‍TOORA‍BA GANDHI AAVASIYA  BALIKA VI.DRIYABAD KA.NA. 1",730,666,0,1396,371,292,0,663,5,0,59,407,139,45,0,1,0,3,0,2,2,5,663
234,"KAS‍TOORA‍BA GANDHI AAVASIYA  BALIKA VI.DRIYABAD ROOM. NO. 2",422,406,0,828,210,174,0,384,75,0,18,24,24,311,1,0,1,0,2,1,1,1,384
235,"P.S.MATHURANGAR U.BHAG",633,560,1,1194,384,296,0,680,2,0,62,117,65,394,5,2,1,4,9,4,3,14,680
236,"P.S.MATHURANGAR DA.BHAG",772,744,0,1516,489,475,0,964,1,0,77,142,148,543,7,0,0,4,10,9,3,21,964
237,"P.M.V. BIKAPUR",858,757,0,1615,520,423,0,943,5,0,137,137,244,382,7,5,2,3,13,6,4,3,943
238,"P.S.N‍YAMTPUR",438,383,0,821,332,259,0,591,4,0,87,93,45,348,0,0,5,2,4,4,2,1,591
239,P.S.NEVLI,252,226,0,478,188,169,0,357,10,0,140,3,83,112,0,1,2,1,3,3,3,6,357
240,"P.S.NEVLI DANAPUR ROOM. NO. 1",536,468,0,1004,296,233,0,529,43,0,81,54,140,225,2,0,5,3,5,5,1,8,529
241,"P.S.NEVLI DANAPUR ROOM. NO. 2",391,366,0,757,249,211,0,460,330,0,131,20,70,228,3,0,0,1,5,1,0,1,460
242,"P.S.NOHREPUR STHIT  KHEVRAJPUR PASCHIMI",125,128,0,253,98,88,0,186,70,0,15,4,71,92,0,0,0,0,3,0,0,1,186
243,"P.S.KHANPUR SHAM‍BHUDYAL",325,263,0,588,238,185,0,423,100,0,109,12,214,62,4,4,0,2,9,1,1,5,423
244,"P.S.IN‍DARPUR",428,384,0,812,360,292,0,652,2,0,72,32,160,362,5,0,0,1,7,5,1,7,652
245,P.S.PAHROOPUR,648,560,0,1208,459,374,0,833,5,0,129,26,265,364,8,1,2,3,8,9,4,14,833
246,"P.S.LALPUR GUMAN",658,559,0,1217,479,385,0,864,3,0,40,183,134,407,6,2,51,4,6,4,7,20,864
247,"P.S.JETHAUTI RAJPUTAN",616,559,0,1175,423,317,0,740,10,0,30,115,133,431,10,3,0,4,6,1,0,7,740
248,"P.S.JETHAUTI KURMIYAN",634,590,0,1224,442,374,0,816,2,0,37,120,164,452,4,0,3,10,6,2,7,11,816
249,"P.S.MURARPUR ROOM. NO. 1",572,499,0,1071,394,321,0,715,10,0,128,158,66,337,3,5,0,1,6,3,4,4,715
250,"P.S.MURARPUR ROOM. NO. 2",416,358,0,774,322,225,0,547,10,0,27,36,94,360,6,4,1,0,8,2,2,7,547
251,P.S.TAHSIPUR,498,438,0,936,345,292,0,637,2,0,71,42,138,357,1,2,3,3,8,3,6,3,637
252,"P.S.DUL‍HDEPUR DA. BHAG",523,461,0,984,331,293,0,624,110,0,62,46,142,350,2,1,0,3,2,3,0,13,624
253,"P.S.MURARPUR MA. SHAHPUR  ROOM. NO. 1",508,400,0,908,338,228,0,566,2,0,75,20,136,299,5,2,1,6,13,2,1,6,566
254,"P.S.MURARPUR MA. SHAHPUR  ROOM. NO. 2",452,463,0,915,279,292,0,571,5,0,77,30,79,360,1,0,2,2,5,6,3,6,571
255,P.S.BHUDEHRI,676,574,1,1251,382,332,0,714,7,0,100,141,138,308,5,2,2,1,2,2,3,10,714
256,"P.S.MALINPUR ROOM. NO. 1",555,505,0,1060,373,253,0,626,50,0,67,39,75,416,1,1,12,0,6,3,2,4,626
257,"P.S.MALINPUR ROOM. NO. 2",472,358,0,830,259,189,0,448,7,0,82,24,122,201,2,0,0,2,5,4,0,6,448
258,"P.S.BHITRIYA PRATHAM  BANIKODR ROOM. NO. 1",495,410,0,905,306,242,0,548,5,0,62,41,112,321,1,0,0,5,0,1,4,1,548
259,"P.S.BHITRIYA PRATHAM  BANIKODR ROOM. NO. 2",433,394,0,827,268,230,0,498,3,0,42,33,67,343,0,4,2,0,4,1,1,1,498
260,"P.S.BANIKODAR ROOM.NO.1",598,483,0,1081,396,329,0,725,470,0,175,197,82,234,2,0,1,8,5,6,5,10,725
261,"P.S.BANIKODAR ROOM.NO.2",520,435,0,955,265,196,0,461,8,0,80,99,61,188,3,2,2,2,9,5,5,5,461
262,"P.P. IN‍TAR COLLEGE R.S.GHAT  ROOM. NO.5",623,544,0,1167,428,304,0,732,10,0,112,17,322,256,4,2,0,1,3,1,2,12,732
263,"P.P. IN‍TAR COLLEGE R.S.GHAT  ROOM. NO.6",785,697,0,1482,558,457,0,1015,5,0,100,126,247,502,8,2,3,4,4,6,3,10,1015
264,"P.P. IN‍TAR COLLEGE R.S.GHAT ROOM. NO.7",509,452,0,961,351,281,0,632,7,0,20,77,59,454,1,0,3,11,3,1,1,2,632
265,P.S.DHARAULI,705,609,0,1314,461,354,0,815,210,0,3,317,156,322,0,1,2,9,0,0,1,4,815
266,"P.S.CHAN‍DAULI",754,625,0,1379,501,384,0,885,20,0,92,61,68,623,7,1,1,4,8,10,2,8,885
267,"P.S.ASENA ATIRIK‍T ROOM NO. 1",467,376,0,843,271,205,0,476,340,0,43,17,31,367,0,1,1,0,6,4,0,6,476
268,"P.S.ASENA ATIRIK‍T ROOM NO. 2",428,400,0,828,265,236,0,501,10,0,85,19,203,184,1,1,0,0,0,2,1,5,501
269,P.S.DILONA,715,622,0,1337,482,354,0,836,5,0,137,84,78,499,9,1,3,2,3,8,6,6,836
270,P.S.KHEVRAJPUR,225,191,0,416,206,159,0,365,15,0,74,7,242,39,0,0,0,0,0,1,2,0,365
271,"P.S.BIR MA. UMRAPUR RAISAHB ROOM. NO. 1",484,407,0,891,337,248,0,585,10,0,61,51,154,290,6,2,3,1,5,4,0,8,585
272,"P.S.BIR MA. UMRAPUR RAISAHB ROOM. NO. 2",638,539,0,1177,389,278,0,667,6,0,151,38,92,354,2,2,3,5,9,4,1,6,667
273,"P.S.MO. PUR KIRT ROOM. NO. 1",313,271,0,584,239,192,0,431,12,0,59,29,89,229,5,1,0,2,6,4,2,5,431
274,"P.S.BHAGVANPUR ROOM. NO. 1",249,226,0,475,202,169,0,371,129,0,91,8,143,118,0,0,0,4,0,5,0,2,371
275,"P.S.HANTHAUDHA DA.BHAG",828,686,0,1514,539,432,0,971,40,0,109,62,232,495,11,2,2,2,25,5,9,17,971
276,"AANGANBADI KEN‍DRA SOHILPUR",406,365,0,771,293,251,0,544,8,0,60,56,118,289,1,0,1,1,4,6,3,5,544
277,"P.S.SAHADTAGANJ MA. LALPUR RAJPUR PU. BHAG",554,504,0,1058,329,316,0,645,4,0,104,127,126,261,1,5,0,2,3,5,3,8,645
278,"P.S.SAHADTAGANJ MA.  LALPUR RAJPUR PA. BHAG",632,539,0,1171,405,274,0,679,2,0,66,69,67,453,1,1,1,3,8,2,2,6,679
279,P.S.HUNSEPUR,401,379,0,780,302,259,0,561,15,0,35,24,181,298,0,0,0,1,6,4,3,9,561
280,"P.S.CHHAN‍DAVAL PU.BHAG",676,574,0,1250,387,269,0,656,140,0,145,56,179,237,4,2,1,2,10,8,8,4,656
281,"P.S.CHHAN‍DAVAL PA.BHAG",818,662,0,1480,443,314,0,757,135,0,176,76,89,384,2,1,1,4,4,7,4,9,757
282,"P.M.V. AHAMADPUR ROOM. NO. 1",428,395,0,823,275,196,0,471,22,0,162,37,15,234,3,0,0,0,13,1,3,3,471
283,"P.M.V .AHAMADPUR ROOM. NO. 2",520,442,0,962,321,252,0,573,10,0,105,153,57,226,3,3,2,2,5,1,4,12,573
284,"P.M.V. AHAMADPUR ROOM. NO. 3",749,617,0,1366,389,314,0,703,9,0,26,391,137,102,7,5,2,5,6,11,4,7,703
285,P.S.AHAMADPUR,309,268,0,577,165,159,0,324,2,0,14,184,50,67,0,0,2,1,1,2,1,2,324
286,"P.S.DEVKLI ROOM. NO. 1",578,490,0,1068,328,266,0,594,6,0,54,220,156,143,0,3,2,1,4,2,1,8,594
287,"P.S.DEVKLI ROOM. NO. 2",507,437,0,944,304,211,0,515,7,0,12,149,101,221,3,2,7,1,6,6,2,5,515
288,"P.S.KITHOORI PA.BHAG",663,580,0,1243,422,308,0,730,30,0,30,48,184,445,8,2,0,2,3,2,1,5,730
289,"S.KITHOORI PU.BHAG",620,535,0,1155,385,319,0,704,7,0,82,102,238,229,0,7,19,1,5,6,4,11,704
290,"P.M.V. SNAULI ROOM. NO. 1",629,572,0,1201,416,329,0,745,2,0,211,47,125,327,4,1,1,1,6,5,4,13,745
291,"P.M.V.  SNAULI ROOM. NO. 2",711,620,0,1331,461,306,0,767,3,0,66,106,198,359,3,1,6,2,5,7,3,11,767
292,"P.M.V. SNAULI ROOM. NO. 3",612,517,0,1129,359,241,0,600,80,0,141,12,218,204,3,1,4,0,1,3,2,11,600
293,"P.S.SNAULI PU.BHAG",676,567,0,1243,429,278,0,707,4,0,228,30,212,201,5,1,1,4,5,6,4,10,707
294,"P.S.SNAULI PA.BHAG",496,438,0,934,355,238,0,593,10,0,169,7,179,208,4,2,0,3,7,7,3,4,593
295,"P.S.SHOBHAPUR BHELSD",308,269,0,577,222,178,0,400,10,0,117,21,77,166,3,1,1,4,4,3,1,2,400
296,P.S.LALUPUR,387,349,0,736,273,219,0,492,2,0,107,21,17,332,3,0,0,0,3,3,1,5,492
297,"P.M.V. MENDUVA ROOM. NO. 1",617,528,0,1145,370,283,0,653,8,0,121,64,52,381,7,0,3,4,3,3,8,7,653
298,"P.M.V. MENDUVA ROOM. NO. 2",492,441,0,933,314,238,0,552,340,0,134,55,90,254,1,2,1,2,0,3,2,8,552
299,"P.M.V. MENDUVA ROOM. NO. 3",374,394,0,768,207,153,0,360,10,0,91,10,79,164,1,1,1,2,3,2,4,2,360
300,"P.S.KOTVA SADAK ROOM. NO. 1",659,626,0,1285,431,360,0,791,27,0,83,91,202,404,3,1,0,1,2,1,2,1,791
301,"P.S.KOTVA SADAK ROOM. NO. 2",518,479,0,997,339,250,0,589,10,0,48,57,128,334,4,2,1,2,8,3,0,2,589
302,"P.S.BHAVNIYAPUR KHEVLI PU. BHAG",410,387,0,797,303,259,0,562,14,0,125,64,89,253,4,0,3,2,7,1,4,10,562
303,"P.S.BHAVNIYAPUR KHEVLI PA. BHAG",605,514,0,1119,343,234,0,577,20,0,135,35,52,342,4,2,0,0,3,3,0,1,577
304,"P.S.SADUL‍LAPUR",522,491,0,1013,335,285,0,620,27,0,112,52,52,393,1,2,0,1,2,2,1,2,620
305,"P.S.JAGDISHPUR MA. SADUL‍LAPUR",835,686,0,1521,495,403,0,898,20,0,276,46,217,301,3,2,5,1,4,11,5,27,898
306,"P.S.THORTHIYA PA. BHAG",413,383,0,796,303,250,0,553,8,0,112,71,224,136,0,0,1,0,2,1,2,4,553
307,"P.S.THORTHIYA PU. BHAG",650,551,0,1201,425,351,0,776,770,0,223,73,56,407,1,1,5,1,5,2,1,1,776
308,P.S.MOOSEPUR,609,568,0,1177,414,328,0,742,11,0,268,46,105,299,2,1,0,3,5,1,3,9,742
309,P.S.RAJEPUR,547,487,0,1034,325,274,0,599,6,0,122,78,103,277,2,1,0,3,5,5,1,2,599
310,"SHRI BHAIRONATH U.MA.VI. MAOO ROOM. NO. 1",726,615,0,1341,499,326,0,825,20,0,173,119,105,393,2,6,5,1,9,5,2,5,825
311,"SHRI BHAIRONATH U.MA.VI. MAOO ROOM. NO. 2",394,334,0,728,233,171,0,404,5,0,59,39,65,225,0,1,0,2,4,2,3,4,404
312,"P.S.KAN‍DHAIPUR",423,383,0,806,333,249,0,582,27,0,115,13,157,281,1,1,1,1,8,2,1,1,582
313,"P.S.UMRAPUR TALUK",313,289,0,602,202,191,0,393,380,0,21,16,79,269,1,0,1,0,3,1,0,2,393
314,"P.M.V. SKAULI",390,307,0,697,252,248,0,500,10,0,36,5,177,268,1,1,0,1,2,5,0,4,500
315,"P.S.NIS‍KAPUR",309,273,0,582,241,196,0,437,3,0,71,4,103,245,4,1,0,1,5,0,1,2,437
316,"KAN‍YA P.S.GORPUR ROOM. NO. 1",383,293,0,676,268,188,0,456,15,0,87,65,50,240,0,0,1,0,8,0,3,2,456
317,"KAN‍YA P.S.GORPUR ROOM. NO. 2",481,431,0,912,314,224,0,538,22,0,263,21,53,178,2,3,1,0,4,3,0,10,538
318,P.S.FTEHGANJ,657,536,0,1193,382,297,0,679,12,0,115,103,198,233,3,3,2,2,5,6,0,9,679
319,"P.S.PURERAMBAKH‍SH MA. GUNAULI",430,392,0,822,269,206,0,475,10,0,88,42,76,249,0,2,3,2,2,5,2,4,475
320,P.S.SUKHIPUR,625,567,0,1192,401,369,0,770,6,0,255,43,121,314,4,2,1,1,4,5,4,16,770
321,"P.M.V. DHUNAULI THAKURAN",476,447,0,923,351,318,0,669,12,0,149,34,251,215,2,4,0,2,4,5,0,3,669
322,"P.M.V. BADELA NARAINPUR  ROOM. NO. 1",393,363,1,757,317,257,0,574,3,0,188,30,56,280,5,2,0,1,3,4,0,5,574
323,"P.M.V. BADELA NARAINPUR  ROOM. NO. 2",470,396,0,866,341,265,0,606,8,0,66,25,165,320,4,1,9,1,3,4,3,5,606
324,P.S.KASHIPUR,352,310,0,662,236,209,0,445,30,0,43,106,119,170,1,1,0,0,1,1,2,1,445
325,"P.S.BHENDUVA BAHRELA",450,391,0,841,318,237,0,555,160,0,149,32,158,201,1,2,0,0,1,0,4,7,555
326,"P.S.BHENDUVA BRAM‍HNAN",530,420,0,950,362,253,0,615,540,0,73,52,250,213,0,0,0,0,2,7,3,15,615
327,P.S.JETHBANI,437,394,0,831,336,281,0,617,270,0,190,26,146,237,2,0,1,1,3,2,2,7,617
328,"P.M.V. VAJIUDDINPUR",273,259,0,532,195,183,0,378,6,0,98,9,125,137,0,0,1,1,1,1,1,4,378
329,"P.S.MHULARA PU.BHAG",602,558,0,1160,402,306,0,708,21,0,179,64,103,326,6,1,1,4,7,6,4,7,708
330,"P.S.MHULARA PA.BHAG",578,462,0,1040,360,242,0,602,62,0,147,25,130,261,1,2,4,1,9,8,7,7,602
331,"P.S.MHULARA ATIRIT ROOM.NO.1",324,307,0,631,180,145,0,325,119,0,68,54,55,145,1,0,0,1,0,1,0,0,325
332,"P.S.MO.PUR UPADH‍YAYA",472,406,0,878,295,252,0,547,40,0,116,59,92,253,3,1,1,2,4,4,3,9,547
333,P.S.TIVARIPUR,344,339,0,683,232,230,0,462,402,0,40,11,141,261,1,1,0,2,3,0,0,2,462
334,P.S.PUREMANI,258,235,0,493,167,162,0,329,18,0,55,29,92,133,4,0,2,1,3,3,3,4,329
335,"P. M. V. BHIKHARPUR",556,507,0,1063,389,358,0,747,8,0,38,136,80,447,6,1,0,2,8,10,9,10,747
336,P.S.SAKATPUR,435,368,0,803,313,242,0,555,160,0,54,43,44,387,8,3,1,1,7,1,2,4,555
337,P.S.NATHOOPUR,488,390,0,878,361,237,0,598,5,0,31,4,164,385,3,1,0,3,3,3,1,0,598
338,P.S.PITHOORPUR,459,382,0,841,350,241,0,591,7,0,93,23,311,141,4,1,0,0,4,4,4,6,591
339,"P.S.TORIGANV PA.BHAG",628,533,0,1161,394,372,0,766,30,0,163,17,392,163,2,1,3,1,3,5,5,11,766
340,P.S.DIGSRI,708,615,0,1323,429,327,0,756,2,0,55,15,181,473,8,1,8,1,5,3,1,5,756
341,"P.S.POORE DUNIYA SINGH MA. HAKAMI",595,531,0,1126,387,304,0,691,10,0,133,23,163,338,5,3,2,3,6,2,2,11,691
342,P.S.HAKAMI,704,594,0,1298,439,327,0,766,1,0,120,66,183,372,5,1,0,0,5,8,2,4,766
343,"P.S.KHARIKAFOOL PA.BHAG",476,394,0,870,301,204,0,505,2,0,94,45,72,279,3,0,0,0,1,1,2,8,505
344,"P.S.KHARIKAFOOL DA.BHAG",499,397,0,896,341,251,0,592,2,0,113,41,195,229,2,0,1,0,2,3,0,6,592
345,"P.S.SOORYPUR STHIT GRAM KHUSHEHTI",408,373,0,781,301,225,0,526,1,0,16,27,134,325,2,1,0,1,6,5,3,6,526
346,"P.S.DEVIGANJ MA. SOORYPUR  ROOM. NO. 1",396,382,0,778,289,267,0,556,2,0,59,53,144,276,5,2,2,1,3,7,2,2,556
347,"P.S.DEVIGANJ MA. SOORYPUR  ROOM. NO. 2",496,442,0,938,307,233,0,540,1,0,88,47,118,262,1,2,0,2,4,1,4,11,540
348,"P.M.V. SURYPUR STHIT  GRAM KHUSHEHTI ROOM. NO. 1",501,442,0,943,327,258,0,585,20,0,78,45,42,398,2,1,2,1,3,4,3,6,585
349,"P.M.V. SURYPUR STHIT  GRAM KHUSHEHTI ROOM. NO. 2",463,434,0,897,283,253,0,536,6,0,77,47,91,286,2,1,1,5,10,4,3,9,536
350,P.S.MAHMOODPUR,290,261,0,551,210,190,0,400,10,0,44,6,101,231,3,2,0,3,4,1,0,5,400
351,P.S.BAHRELADIH,594,501,0,1095,395,329,0,724,40,0,72,168,102,310,2,2,2,1,11,10,10,34,724
352,P.S.BHANPUR,616,559,0,1175,420,358,0,778,700,0,91,62,229,380,5,0,1,2,1,4,1,2,778
353,"P.S.IBRAHIMABAD ROOM. NO.1",426,361,0,787,280,210,0,490,7,0,90,31,170,173,3,1,2,1,5,4,4,6,490
354,"P.S.IBRAHIMABAD ROOM. NO.2",474,406,0,880,273,199,0,472,4,0,37,66,148,210,2,1,0,1,2,2,1,2,472
355,"P.M.KAN‍YA V. JAIYCHAN‍DPUR",597,500,0,1097,422,331,0,753,6,0,104,17,240,366,3,1,0,2,6,2,3,9,753
356,P.S.BAJPUR,252,239,0,491,183,137,0,320,3,0,70,14,58,166,2,1,0,0,3,1,0,5,320
357,"P.S.CHAURILADADPUR NAYA  BHAVAN ROOM. NO. 1",453,402,0,855,277,267,0,544,50,0,66,9,112,336,3,0,0,3,3,1,3,8,544
358,"P.S.CHAURILADADPUR NAYA  BHAVAN ROOM. NO. 2",453,390,0,843,314,242,0,556,556,0,76,6,109,336,6,2,1,3,7,4,2,4,556
359,P.S.KUNVARPUR,215,194,0,409,146,142,0,288,270,0,21,63,94,104,1,0,0,0,2,2,0,1,288
360,"P.M.V. BHARHEMAU",596,545,0,1141,377,322,0,699,5,0,107,30,193,332,3,2,2,1,5,5,3,16,699
361,"P.S.IMAMGANJ MA. RATAULI",459,399,0,858,313,248,0,561,9,0,22,22,248,246,3,1,0,1,8,2,1,7,561
362,P.S.BANSOOPUR,311,262,0,573,176,138,0,314,4,0,26,4,51,222,5,0,0,0,3,0,0,3,314
363,"P.S.POOREDULM MA. SIL‍HAUR U.BHAG",484,396,0,880,287,184,0,471,58,0,57,7,108,272,4,0,2,4,7,3,2,5,471
364,"P.S.POOREDULM MA. SIL‍HAUR DA.BHAG",470,415,0,885,254,176,0,430,15,0,6,35,30,336,6,1,0,5,7,1,1,2,430
365,"P.S.TIKRA PA.BHAG",443,398,0,841,286,200,0,486,4,0,32,74,53,291,3,4,1,3,12,6,1,6,486
366,"P.S.TIKRA PU.BHAG",575,481,1,1057,324,220,0,544,8,0,86,46,78,304,3,3,2,4,8,3,4,3,544
367,"P.S.POORE CHAUBEKHURD MA.  BABURIGAON",902,711,0,1613,533,441,0,974,10,0,32,88,266,531,11,5,2,1,12,9,8,9,974
368,"P.S.DUL‍LAPUR",727,660,0,1387,481,388,0,869,10,0,156,23,147,503,3,4,1,2,7,8,6,9,869
369,"P.S.MANPUR MAKOHIYA",723,613,0,1336,468,340,0,808,80,0,89,37,221,428,3,1,0,3,8,5,6,7,808
370,P.S.RAMPUR,716,620,0,1336,435,317,0,752,16,0,114,31,186,390,4,0,6,2,4,4,6,5,752
371,"P.M.V. KITHAIIYA",672,624,0,1296,381,316,0,697,4,0,115,10,183,323,6,5,2,4,7,15,7,20,697
372,P.S.BHAVNIYAPUR,696,643,0,1339,422,325,0,747,590,0,57,46,302,297,10,5,3,1,9,7,3,7,747
373,P.S.SALEMPUR,389,368,0,757,240,181,0,421,7,0,98,11,126,169,8,1,0,1,4,1,0,2,421
374,"P.M.V. JARAULI ROOM. NO. 1",610,493,0,1103,364,239,0,603,10,0,106,51,92,328,7,2,0,0,5,3,2,7,603
375,"P.M.V. JARAULI ROOM. NO. 2",673,524,0,1197,347,289,0,636,62,0,34,71,86,416,5,5,1,3,4,2,2,7,636
376,P.S.OHARPUR,379,296,0,675,227,177,0,404,28,0,61,13,212,101,1,0,1,1,2,3,4,5,404
377,"P.S.DHNAULIKHAS PA. BHAG",671,563,0,1234,330,257,0,587,300,0,85,22,111,336,0,3,1,2,13,5,1,8,587
378,"P.S.DHNAULIKHAS PU. BHAG",333,288,0,621,178,140,0,318,34,0,67,18,45,167,4,0,0,1,3,2,2,9,318
379,"P.S. DANAULIKHAS ATIRIKT ROOM NO.1",525,440,0,965,295,209,0,504,12,0,77,17,118,269,5,1,1,1,6,2,2,5,504
380,P.S.GAJAPTIPUR,718,564,0,1282,458,305,0,763,1,0,162,148,144,269,5,2,3,5,6,6,4,9,763
