"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
179,"SADHAN SAHKARI SAMITI LUTTIPUR NARHAN MIDDLE SIDE",814,748,0,1562,367,340,0,707,702,0,97,16,374,146,6,3,1,2,3,1,2,5,10,26,11,4,707
180,"SADHAN SAHKARI SAMITI LUTTIPUR NARHAN SOUTH SIDE",750,538,0,1288,304,290,0,594,300,0,44,30,170,316,12,0,2,2,0,0,3,3,5,4,3,0,594
181,"P S CHAKRARET(NARHAN)",451,379,0,830,174,180,0,354,346,0,68,16,12,237,9,2,0,3,0,0,1,0,1,1,1,3,354
182,"P S HAUDAWA (NARHAN)",658,567,0,1225,341,295,0,636,636,0,337,13,20,219,12,5,1,1,1,1,2,0,3,7,9,5,636
183,"P S KERAKAT(NORMAL SCHOOL CAMPUS)",709,635,0,1344,391,331,0,722,615,0,102,37,151,411,6,9,0,0,2,2,0,0,0,0,0,2,722
184,"P S KERAKAT(NORMAL SCHOOL CAMPUS)",789,654,0,1443,350,296,0,646,454,0,156,32,140,286,8,3,0,1,0,1,2,1,4,5,2,5,646
185,"NAVNIRMIT P S UDAICHANDPUR EAST SIDE",631,531,0,1162,286,330,0,616,613,0,5,8,370,195,10,1,0,5,4,0,1,1,2,7,5,2,616
186,"NAVNIRMIT P S UDAICHANDPUR EAST SIDE",481,400,0,881,202,216,0,418,418,0,89,43,165,101,4,2,0,0,1,0,0,0,1,3,6,3,418
187,"NAVNIRMIT P S UDAICHANDPUR WEST SIDE",548,415,0,963,265,215,0,480,193,0,258,11,65,134,3,4,0,0,1,0,0,0,0,2,2,0,480
188,"K JHS UDAICHANDPUR NORTH SIDE",667,557,0,1224,323,323,0,646,644,0,35,14,199,353,15,4,1,1,1,3,0,0,4,8,3,5,646
189,"P S BASBARI EAST SIDE",535,425,0,960,257,237,0,494,490,0,110,25,189,156,3,2,0,0,0,1,0,0,0,1,2,5,494
190,"P S BASBARI WEST SIDE",546,421,0,967,239,203,0,442,442,0,51,10,128,234,10,2,0,1,0,0,0,0,1,3,1,1,442
191,"P S DEWARIYA(BAMBAWAN)",524,430,1,955,277,270,0,547,547,0,79,16,30,379,12,5,2,1,0,1,1,1,7,6,2,5,547
192,"P S BAGERAWA",346,281,0,627,191,180,0,371,8,0,93,10,166,57,5,1,1,0,2,2,2,4,6,12,6,4,371
193,"P S BAMBAWAN",691,569,0,1260,417,371,0,788,495,0,112,10,256,377,10,2,1,3,1,0,0,2,1,4,3,6,788
194,"KISAN UMV THANAGADDI EAST SIDE",686,581,0,1267,338,267,0,605,605,0,96,11,259,226,5,0,0,1,2,0,0,0,0,2,3,0,605
195,"KISAN UMV THANAGADDI EAST SIDE",638,507,0,1145,345,245,0,590,187,0,31,51,120,357,11,3,1,0,2,1,0,1,2,1,4,5,590
196,"KISAN UMV THANAGADDI WEST SIDE",669,576,0,1245,358,254,0,612,208,0,78,18,111,386,9,3,1,0,1,0,0,1,0,1,3,0,612
197,"P S TADAWA",736,663,0,1399,367,386,0,753,751,0,169,16,279,239,7,2,3,1,3,1,1,3,7,9,2,11,753
198,"P S TADAWA",592,543,1,1136,301,277,0,578,75,0,80,46,72,345,8,4,2,2,3,0,1,0,5,4,3,3,578
199,"P S KOHARI",523,449,0,972,283,244,0,527,527,0,122,29,178,159,10,5,0,0,0,1,2,2,4,5,3,7,527
200,"P S AUWAR NORTH SIDE",668,568,0,1236,367,338,0,705,705,0,72,103,37,416,19,10,4,2,2,1,3,5,5,11,4,11,705
201,"P S AUWAR SOUTH SIDE",597,483,0,1080,275,255,0,530,530,0,106,15,218,130,8,2,0,0,1,2,3,5,10,11,6,13,530
202,"JHS MAI NORTH SIDE",384,370,0,754,222,204,0,426,8,0,89,11,153,143,3,4,1,0,0,0,2,0,2,8,5,5,426
203,"JHS MAI SOUTH SIDE",471,395,2,868,240,216,0,456,350,0,70,25,129,203,12,2,1,0,1,0,0,3,2,2,1,5,456
204,"JHS MAI MIDDLE SIDE",374,339,0,713,255,225,0,480,480,0,34,24,56,353,6,1,0,0,0,0,0,0,1,1,2,2,480
205,"P S MAI NORTH SIDE",668,579,0,1247,396,360,0,756,20,0,81,22,102,511,4,2,1,4,4,0,0,3,9,4,5,4,756
206,"P S TUSAURI NORTH SIDE",521,426,0,947,215,262,0,477,477,0,50,13,228,146,11,2,1,0,1,1,0,2,5,5,7,5,477
207,"P S TUSAURI SOUTH SIDE",460,400,0,860,213,187,0,400,400,0,35,5,37,297,10,8,2,0,0,0,0,0,2,2,1,1,400
208,"P S CHAKTARI",187,172,0,359,150,114,0,264,260,0,1,4,0,254,2,3,0,0,0,0,0,0,0,0,0,0,264
209,"P S BHADEHARI EAST SIDE",529,474,0,1003,262,265,0,527,527,0,65,34,140,263,15,0,0,0,0,1,2,0,1,1,0,5,527
210,"P S BHADEHARI WEST SIDE",518,428,0,946,262,218,0,480,400,0,97,31,70,263,7,2,1,0,0,0,3,0,1,1,2,2,480
211,"PMV MISHRAN CHHOTI BHADEHARI",313,272,0,585,196,168,0,364,364,0,40,31,77,213,1,1,1,0,0,0,0,0,0,0,0,0,364
212,"P S CHHATARIPUR NORTH SIDE",583,461,1,1045,277,238,0,515,209,0,203,36,64,177,8,9,1,0,0,2,0,2,2,6,1,4,515
213,"P S CHHATARIPUR SOUTH SIDE",741,623,0,1364,348,349,0,697,697,0,187,22,237,206,7,8,2,1,1,0,1,1,3,6,7,8,697
214,"P S RAMPUR",244,202,0,446,158,145,0,303,174,0,22,9,65,202,2,1,0,0,0,0,0,0,0,0,1,1,303
215,"P S SARAIYA",585,483,0,1068,297,277,0,574,574,0,142,26,198,172,3,17,0,2,2,0,1,2,1,3,5,0,574
216,"P S KHUTAHANA",210,175,0,385,123,117,0,240,240,0,64,5,107,52,2,1,1,0,1,1,0,0,3,0,0,3,240
217,"KUTIR INTER COLLEGE CHAKKE",506,473,0,979,208,218,0,426,426,0,150,29,62,154,5,15,0,0,0,0,0,0,0,3,3,5,426
218,"KUTIR INTER COLLEGE CHAKKE",239,167,0,406,121,105,0,226,180,0,22,19,125,52,3,0,0,0,1,0,0,0,0,1,2,1,226
219,"P S JARHILA KALA",636,553,0,1189,283,324,0,607,580,0,114,35,245,190,7,4,1,1,1,1,0,0,3,2,2,1,607
220,"P S CHHATIDEEH NORTH SIDE",656,563,0,1219,263,279,0,542,541,0,116,45,72,270,17,4,0,4,3,0,2,2,1,2,2,2,542
221,"P S CHHATIDEEH SOUTH SIDE",880,681,0,1561,400,355,0,755,755,0,92,31,331,252,15,2,2,1,2,1,3,1,0,7,5,10,755
222,"P S MATHURAPUR NORTH SIDE",357,312,0,669,145,167,0,312,178,0,42,31,42,182,2,4,0,0,0,0,1,0,2,2,1,3,312
223,"P S MATHURAPUR SOUTH SIDE",575,476,0,1051,317,283,0,600,35,0,309,11,164,96,3,2,1,0,0,0,2,1,2,3,3,3,600
224,"P S KANUWANI NORTH SIDE",618,561,0,1179,274,281,0,555,69,0,61,33,158,264,11,5,1,1,2,0,1,0,3,3,2,10,555
225,"P S KANUWANI SOUTH SIDE",817,698,0,1515,463,360,0,823,822,0,138,16,208,415,17,5,3,1,2,1,0,1,1,8,4,3,823
226,"PMV TEKURIDEEH",738,617,0,1355,390,370,0,760,366,0,112,35,284,268,31,9,2,2,3,1,1,0,1,1,6,4,760
227,"P S MAKHDOOMPUR",646,571,0,1217,319,334,0,653,659,0,247,14,198,159,4,5,2,0,4,0,0,3,4,5,3,5,653
228,"PANCHAYAT GHAR MAKHDOOMPUR",268,235,0,503,144,135,0,279,279,0,96,11,76,75,12,0,0,1,0,0,0,0,0,4,2,2,279
229,"P S THAUR",721,576,0,1297,334,371,0,705,705,0,230,50,168,213,17,4,0,2,2,0,0,1,2,5,5,6,705
230,"P S REHARI",510,418,0,928,259,266,0,525,525,0,164,24,233,78,1,2,2,0,0,2,0,0,4,1,8,6,525
231,"P S KUSAON",646,610,0,1256,334,360,0,694,685,0,168,21,128,356,13,1,0,1,1,0,1,0,0,1,1,2,694
232,"JHS BHAUPUR NORTH SIDE",517,457,0,974,232,243,0,475,381,0,42,26,133,253,7,1,1,0,2,0,0,0,2,4,3,1,475
233,"JHS BHAUPUR MIDDLE SIDE",501,445,0,946,242,265,0,507,100,0,29,13,201,218,14,1,0,2,6,2,2,2,5,8,2,2,507
234,"P S JAGAPUR",643,538,0,1181,348,303,0,651,125,0,179,19,160,253,7,5,1,0,2,0,2,2,1,3,1,16,651
235,"P S KHEWASIPUR NORTH SIDE",635,501,0,1136,310,225,0,535,528,0,92,10,206,207,5,4,1,1,0,0,1,0,2,4,1,1,535
236,"JHS KHEWSIPUR",395,325,0,720,205,193,0,398,398,0,74,3,223,76,2,2,1,0,0,1,1,0,3,7,2,3,398
237,"P S BIND NORTH SIDE",425,381,0,806,207,196,0,403,401,0,53,10,22,300,8,2,1,0,0,0,1,0,2,1,3,0,403
238,"P S BIND SOUTH SIDE",371,313,0,684,185,169,0,354,200,0,94,9,162,63,6,1,0,1,2,1,2,3,1,5,3,1,354
239,"K P S MARAHI",552,510,0,1062,293,296,0,589,569,0,55,11,244,244,12,3,0,0,1,2,0,1,1,7,2,6,589
240,"UMV KHARAGSENPUR",430,408,0,838,235,229,0,464,65,0,181,10,144,101,5,3,0,0,1,1,1,2,1,2,2,10,464
241,"UMV KHARAGSENPUR",1000,894,0,1894,495,503,0,998,998,0,165,38,160,552,33,3,2,2,1,0,3,3,7,12,7,10,998
242,"UMV KHARAGSENPUR",390,306,0,696,216,165,0,381,36,0,31,10,102,208,8,3,1,2,2,0,0,1,1,5,3,4,381
243,"P S SOHANI NORTH SIDE",513,492,1,1006,272,243,0,515,508,0,40,17,80,350,8,4,2,1,0,0,1,1,0,4,3,4,515
244,"P S MAHA KA PURA",541,513,0,1054,296,305,0,601,601,0,161,6,236,166,8,2,3,2,1,1,1,0,2,5,5,2,601
245,"P S MAHA KA PURA",626,543,0,1169,329,377,0,706,120,0,452,17,166,36,0,2,0,2,1,1,1,5,8,4,5,6,706
246,"P S PAUNI",551,487,0,1038,302,312,0,614,20,0,146,29,206,181,8,5,3,2,4,3,3,0,2,9,6,7,614
247,"P S NIHALAPUR",504,354,0,858,272,249,0,521,459,0,241,44,124,96,4,2,0,0,0,1,0,1,1,2,2,3,521
248,"SAHZADI B V NAUPUR",810,659,0,1469,467,402,0,869,868,0,65,26,373,369,11,2,0,1,2,1,2,0,1,9,3,4,869
249,"P P ASMAANPATTI",599,539,0,1138,344,312,0,656,656,0,274,17,121,194,13,3,1,2,2,5,0,0,1,9,9,5,656
250,"P S NAUPUR WEST SIDE",323,240,0,563,185,149,0,334,334,0,7,4,17,299,4,0,0,0,0,0,0,0,1,1,1,0,334
251,"PANCHAYAT GHAR NAUPUR",621,536,0,1157,330,342,0,672,670,0,113,20,307,186,15,4,1,0,2,2,1,3,2,5,2,9,672
252,"NAVNIRMIT P S BARAI KHAS EAST SIDE",909,755,0,1664,457,425,0,882,882,0,113,63,239,423,10,2,1,3,3,1,4,2,2,3,3,10,882
253,"NAVNIRMIT P S BARAI KHAS WEST SIDE",697,645,0,1342,359,352,0,711,632,0,112,15,360,149,7,3,1,0,3,3,4,3,7,12,12,20,711
254,"P P NUWAV",467,360,0,827,252,220,0,472,380,0,11,5,203,241,7,1,2,0,0,0,0,0,1,1,0,0,472
255,"P S BARAI EAST SIDE",279,263,0,542,104,109,0,213,191,0,11,4,113,66,7,0,1,1,1,0,0,1,1,1,5,1,213
256,"P S MASAUDA (BEHADA)",683,558,0,1241,343,340,0,683,683,0,286,18,137,180,13,7,1,1,0,1,1,2,4,9,11,12,683
257,"JHS BEHADA SOUTH SIDE",764,582,0,1346,269,298,0,567,167,0,46,6,390,82,4,5,2,0,0,0,1,0,7,12,7,5,567
258,"JHS BEHADA MIDDLE SIDE",546,387,0,933,203,149,0,352,300,0,7,22,31,283,2,4,0,0,0,0,0,0,1,1,0,1,352
259,"P S(ARKA) BEHADA EAST SIDE",885,721,0,1606,385,267,0,652,438,0,57,10,133,406,15,7,0,1,0,1,1,5,6,3,1,6,652
260,"P S BEHADA WEST SIDE",881,626,0,1507,317,344,0,661,661,0,51,13,200,361,9,2,0,1,2,0,1,1,5,6,5,4,661
261,"P S SAROJ BADEWAR EAST SIDE",677,506,0,1183,323,279,0,602,602,0,229,25,11,296,8,5,0,0,1,1,3,3,6,4,3,7,602
262,"P S SAROJ BADEWAR WEST SIDE",196,161,0,357,81,100,0,181,181,0,43,3,122,6,0,0,1,0,0,0,0,0,0,4,2,0,181
263,"PANCHAYAT BHAWAN SAIDKHANPUR",443,381,0,824,221,246,0,467,467,0,246,6,99,96,9,1,0,0,0,0,0,0,1,1,3,5,467
264,"P S BHITARI NORTH SIDE",560,472,0,1032,351,350,0,701,21,0,15,6,82,571,12,5,1,0,1,1,1,0,2,3,1,0,701
265,"P S GOPALPUR",298,256,0,554,153,153,0,306,300,0,84,9,6,201,4,1,0,0,0,0,0,0,0,1,0,0,306
266,"P S SHIVRAMPUR KHURD",567,471,0,1038,301,236,0,537,537,0,37,5,174,292,7,6,0,1,0,4,1,0,2,6,0,2,537
267,"JANTA I C RATNUPUR NORTH SIDE",575,538,0,1113,290,308,0,598,598,0,39,55,153,260,18,9,2,1,1,3,30,0,4,10,4,9,598
268,"JANTA I C RATNUPUR NEAR OFFICE",309,273,0,582,140,136,0,276,16,0,30,11,51,173,3,2,0,1,0,1,0,1,0,2,0,1,276
269,"P S SHIVRAMPUR KALA",396,357,0,753,242,207,0,449,449,0,71,9,63,283,6,1,0,0,1,1,2,2,1,0,4,5,449
270,"P S JAMUWA",560,456,0,1016,336,275,0,611,600,0,70,10,203,292,10,1,1,3,2,1,1,4,0,1,4,8,611
271,"P S GULARA WEST SIDE",632,558,0,1190,381,352,0,733,187,0,30,9,351,316,9,2,1,0,1,1,3,1,1,4,1,3,733
272,"P S BARAHIMPUR",373,308,0,681,211,213,0,424,4,0,183,5,38,172,11,8,1,1,1,0,1,0,0,2,0,1,424
273,"P S JAMSAR",586,482,0,1068,345,325,0,670,20,0,151,19,142,316,10,9,4,2,0,0,1,2,4,5,2,3,670
274,"P S PARAPATTI",443,374,0,817,244,228,0,472,370,0,93,19,204,136,4,3,0,0,0,1,0,1,0,4,3,4,472
275,"P S DEWRAI NORTH SIDE",608,548,0,1156,302,328,0,630,629,0,87,5,311,204,8,2,0,0,1,1,1,1,0,3,5,1,630
276,"P S DEWRAI WEST SIDE",195,164,0,359,81,94,0,175,175,0,63,5,57,47,0,0,0,0,0,0,0,0,1,1,1,0,175
277,"P S BAGI",268,272,0,540,136,167,0,303,303,0,25,1,205,66,3,0,0,0,0,0,0,0,0,2,1,0,303
278,"P S GHOD DAUD NORTH SIDE",666,541,0,1207,302,298,0,600,40,0,63,27,167,310,12,5,1,1,2,1,2,2,1,3,1,2,600
279,"P S GHOD DAUD SOUTH SIDE",327,280,0,607,150,152,0,302,15,0,20,6,104,155,5,1,1,0,0,0,1,1,0,5,1,2,302
280,"P S BANTARI",449,426,0,875,265,253,0,518,518,0,209,10,168,106,9,1,0,0,1,1,1,1,3,1,2,5,518
281,"P S BALUWA",444,378,0,822,267,294,0,561,22,0,16,14,68,445,11,4,0,0,0,0,0,0,1,0,0,2,561
282,"P S PARSAUDI",297,245,0,542,180,180,0,360,260,0,202,8,17,124,4,0,0,0,1,0,1,0,0,0,1,2,360
283,"P S BARAICHH MIDDLE SIDE",530,457,0,987,260,253,0,513,508,0,54,40,128,253,11,1,1,1,0,0,0,3,4,3,4,10,513
284,"P S RAMGARH SOUTH SIDE",268,196,0,464,131,119,0,250,250,0,24,5,106,110,2,0,0,0,0,0,1,0,0,1,1,0,250
285,"P S RAMGARH SOUTH SIDE",676,573,1,1250,335,326,0,661,6,0,97,31,143,321,25,13,1,1,1,3,4,2,4,9,1,5,661
286,"P S KOSADE(BHAISA)",496,431,0,927,280,250,0,530,6,0,24,46,126,287,20,2,2,0,0,0,0,3,3,9,4,4,530
287,"P S BHAISA NORTH SIDE",219,181,0,400,98,107,0,205,10,0,65,5,5,113,4,1,1,0,0,0,0,1,0,3,0,7,205
288,"P S BHAISA MIDDLE SIDE",787,641,0,1428,311,306,0,617,614,0,98,36,73,348,16,20,0,3,2,2,3,1,1,5,2,7,617
289,"P S BHAISA SOUTH SIDE",532,472,0,1004,268,268,0,536,81,0,117,23,181,188,6,4,1,1,0,2,1,0,0,3,5,4,536
290,"P S BARAMANPUR",756,643,0,1399,316,344,0,660,368,0,253,25,101,242,10,4,2,1,1,0,2,1,3,6,1,8,660
291,"P S UMARWAR NORTH SIDE",451,349,0,800,196,160,0,356,204,0,179,10,10,133,6,2,0,1,0,0,1,2,4,2,1,5,356
292,"K P S UMARWAR NORTH SIDE",427,372,0,799,176,149,0,325,325,0,88,10,21,181,7,4,0,0,1,0,1,1,1,2,1,7,325
293,"P S PARSADIPUR(UMARWAR)",816,619,1,1436,392,358,0,750,750,0,71,21,379,234,8,1,2,0,0,0,1,5,3,7,12,6,750
294,"P S MAHULI",513,484,0,997,273,251,0,524,524,0,50,40,88,307,16,3,1,0,1,1,0,0,4,3,5,5,524
295,"P S BARACHHA",716,582,0,1298,365,386,0,751,381,0,320,88,218,103,3,5,1,0,0,0,1,1,0,4,2,5,751
296,"P S KODARE(GOBARA)",355,354,0,709,165,216,0,381,381,0,163,19,63,110,4,4,0,0,0,2,2,0,1,5,1,7,381
297,"P S GOBARA NORTH SIDE",245,189,0,434,108,120,0,228,228,0,5,9,54,132,7,6,0,0,0,0,0,1,2,4,2,6,228
298,"P S GOBARA MIDDLE SIDE",653,543,0,1196,325,304,0,629,380,0,147,17,262,166,6,1,3,1,1,0,0,2,1,6,4,12,629
299,"JHS MAHADEWA",691,639,0,1330,273,277,0,550,54,0,165,27,20,303,11,6,0,0,1,1,0,1,4,3,1,7,550
300,"JHS MAHADEWA",689,609,0,1298,324,307,0,631,631,0,250,24,140,174,10,1,0,0,1,1,2,4,5,5,2,12,631
301,"JHS MAHADEWA",611,529,0,1140,285,274,0,559,559,0,244,15,147,121,5,5,1,0,0,1,0,0,2,4,4,10,559
302,"P S TEJPUR NORTH SIDE",510,458,0,968,253,258,0,511,439,0,131,7,175,164,8,11,3,1,1,0,0,1,0,6,1,2,511
303,"P S TEJPUR SOUTH SIDE",590,558,0,1148,300,310,0,610,129,0,211,7,264,91,3,0,0,1,2,1,2,1,1,12,3,11,610
304,"P S LAXMI NARAIN SCHOOL BHAURA NORTH SIDE",513,452,0,965,307,200,0,507,232,0,21,14,65,379,9,4,0,0,1,0,0,0,2,5,1,6,507
305,"P S LAXMI NARAIN SCHOOL BHAURA MIDDLE SIDE",694,585,0,1279,304,235,0,539,309,0,52,20,276,173,3,5,1,1,0,0,1,0,2,2,1,2,539
306,"K P S BHAURA",263,235,1,499,102,125,0,227,227,0,15,8,22,154,9,3,1,0,0,0,3,1,4,0,3,4,227
307,"P S DAUDPUR",259,212,0,471,129,132,0,261,168,0,54,23,96,68,11,3,0,0,0,0,1,2,1,0,2,0,261
308,"P S AKHAIPUR",578,478,0,1056,329,330,0,659,300,0,92,13,151,363,5,2,0,1,3,1,0,1,4,8,6,9,659
309,"B V NARAINPUR EAST SIDE",656,576,0,1232,308,283,0,591,591,0,24,21,229,288,9,1,1,0,1,0,0,0,2,5,7,3,591
310,"P S CHAKARA",493,453,1,947,224,274,0,498,498,0,36,11,247,185,4,1,0,1,1,1,2,1,0,3,4,1,498
311,"P S CHAKARA",281,216,0,497,104,112,0,216,4,0,35,4,10,155,4,1,0,1,0,0,0,0,0,1,1,4,216
312,"P S MANDUPUR",677,590,0,1267,349,319,0,668,668,0,100,18,221,290,13,1,1,2,3,1,1,2,2,3,2,8,668
313,"P S GOTHAULI MIDDLE SIDE",414,357,0,771,219,208,0,427,426,0,31,21,220,132,4,10,0,1,0,0,0,1,1,5,1,0,427
314,"P S GOTHAULI MIDDLE SIDE",424,387,0,811,253,227,0,480,478,0,146,11,148,155,4,7,0,0,1,0,1,1,1,3,2,0,480
315,"P S DEWLASPUR",616,522,0,1138,321,342,0,663,13,0,224,14,102,247,19,12,1,3,1,0,1,0,1,8,8,22,663
316,"PANCHAYAT BHAWAN BALUWA BIJAIPUR",196,180,0,376,119,128,0,247,213,0,89,4,70,62,5,0,1,0,1,1,2,0,1,4,4,3,247
317,"JHS KHUJJHI NORTH SIDE",621,561,0,1182,333,324,0,657,48,0,87,10,224,290,7,8,2,0,1,1,0,0,4,6,7,10,657
318,"JHS KHUJJHI SOUTH SIDE",503,475,0,978,245,251,0,496,494,0,135,35,150,155,6,2,0,7,1,1,0,0,0,1,1,2,496
319,"P S LEBARUWA EAST SIDE",660,629,0,1289,287,328,0,615,20,0,73,9,202,269,11,6,2,6,2,2,0,3,3,13,3,11,615
320,"P S SIDHAUNI",678,656,0,1334,348,414,0,762,454,0,81,7,344,291,5,6,1,0,5,0,0,0,1,10,4,7,762
321,"P S BISHUNPUR LEBARUWA EAST SIDE",669,601,0,1270,328,353,0,681,681,0,61,25,197,382,7,1,0,2,0,2,0,0,1,1,0,2,681
322,"P S BISHUNPUR LEBARUWA WEST SIDE",582,493,0,1075,313,290,0,603,431,0,47,13,161,367,5,3,0,2,1,0,0,0,1,2,1,0,603
323,"P S AILIYA EAST SIDE",522,502,0,1024,296,255,0,551,551,0,73,20,139,294,7,5,1,1,1,0,0,1,3,1,0,5,551
324,"P S AILIYA WEST SIDE",499,456,0,955,336,280,0,616,541,0,70,10,158,349,15,1,0,0,0,0,3,5,1,3,0,1,616
325,"P S AMUWAR",460,406,0,866,182,243,0,425,400,0,86,27,107,153,8,0,1,0,1,1,29,0,1,5,4,2,425
326,"P S PANIHAR CHHAWANI",697,602,0,1299,317,309,0,626,621,0,80,14,241,256,11,4,1,1,2,1,1,0,2,4,5,3,626
327,"P S MURKHA EAST SIDE",488,413,0,901,198,232,0,430,12,0,22,27,244,119,3,0,1,0,0,0,0,6,1,3,1,3,430
328,"P S MURKHA WEST SIDE",468,383,0,851,191,195,0,386,385,0,8,14,210,121,5,5,0,5,3,1,0,0,3,3,7,1,386
329,"JHS KANAURA MIDDLE SIDE",682,592,0,1274,301,332,0,633,39,0,33,10,305,233,12,5,2,1,1,1,3,1,3,7,9,7,633
330,"JHS KANAURA SOUTH SIDE",536,473,0,1009,318,265,0,583,120,0,178,7,140,232,3,1,1,2,1,2,2,3,0,2,2,7,583
331,"P S AMILIYA NORTH SIDE",462,411,0,873,268,242,0,510,510,0,59,17,136,279,11,0,0,0,0,0,1,1,0,1,2,3,510
332,"P S AMILIYA SOUTH SIDE",530,426,0,956,232,284,0,516,516,0,29,10,429,19,3,2,3,1,2,0,0,0,3,7,3,5,516
333,"P S BRAHMANPUR NORTH SIDE",507,450,0,957,207,266,0,473,70,0,40,19,159,233,8,1,0,0,0,0,0,1,1,10,1,0,473
334,"P S BRAHMANPUR MIDDLE SIDE",389,333,0,722,194,175,0,369,46,0,12,12,224,110,1,2,1,0,2,0,0,0,0,4,0,1,369
335,"JHS HIRAPUR MACHAHATI EAST SIDE",607,525,0,1132,293,315,0,608,296,0,150,22,238,185,4,1,0,0,1,1,0,0,3,0,3,0,608
336,"JHS HIRAPUR MACHAHATI MIDDLE SIDE",834,688,0,1522,366,390,0,756,252,0,366,28,70,241,8,9,3,2,0,2,3,1,4,1,6,12,756
337,"JHS HIRAPUR MACHAHATI WEST SIDE",374,326,0,700,152,159,0,311,298,0,66,11,94,127,6,0,0,1,1,0,1,0,1,1,0,2,311
338,"P S BARDEEHA NORTH SIDE",731,605,0,1336,325,300,0,625,600,0,121,43,208,200,5,3,1,2,2,1,1,0,3,9,13,13,625
339,"P S AKLAKHIMANDUPUR",484,453,0,937,231,228,0,459,343,0,42,13,88,262,9,17,1,3,2,1,1,0,3,5,3,9,459
340,"P S AKLAKHIMANDUPUR",230,193,0,423,108,136,0,244,244,0,38,3,185,13,1,1,0,0,1,0,0,0,0,0,1,1,244
341,"P S SATMESARA NORTH SIDE",798,639,0,1437,371,365,0,736,635,0,201,17,234,249,11,4,1,2,1,0,4,0,3,3,4,2,736
342,"P S SATMESARA SOUTH SIDE",677,578,0,1255,262,265,0,527,527,0,203,8,67,202,10,7,1,0,1,1,1,0,4,9,5,8,527
343,"P S DEEHA",608,507,0,1115,218,238,0,456,50,0,41,26,191,172,6,0,1,1,0,1,1,0,4,5,4,3,456
344,"P S ABAHADPUR",529,477,0,1006,238,303,0,541,541,0,224,12,159,122,7,6,1,1,3,1,1,0,0,2,0,2,541
345,"P S AMRAUNA EAST SIDE",544,476,0,1020,265,231,0,496,294,0,59,45,82,261,24,6,1,1,0,0,5,1,1,2,2,6,496
346,"P S AMRAUNA WEST SIDE",449,401,0,850,158,222,0,380,241,0,58,20,192,92,1,0,0,1,4,1,1,0,2,2,1,5,380
347,"P S KARANEHUWA UCHEHUWA EAST SIDE",513,444,0,957,238,253,0,491,491,0,94,6,153,140,8,2,1,2,1,3,50,4,2,10,7,8,491
348,"P S KARANEHUWA UCHEHUWA WEST SIDE",307,284,0,591,120,139,0,259,258,0,42,7,22,170,5,2,0,0,0,2,8,0,0,1,0,0,259
349,"P S JHANJHAPAR(TARAON)",627,501,0,1128,272,236,0,508,508,0,89,19,241,116,6,0,0,2,6,0,2,4,2,4,12,5,508
350,"P S TARAON MIDDLE SIDE",695,606,0,1301,336,227,0,563,563,0,66,10,137,275,12,3,1,2,4,1,21,1,4,11,7,8,563
351,"P S TARAON SOUTH SIDE",782,608,0,1390,313,333,0,646,8,0,184,15,292,127,5,3,2,1,2,0,1,0,1,2,5,6,646
352,"P S KASHIDASPUR",367,289,0,656,233,116,0,349,349,0,70,7,165,87,4,1,0,0,0,0,0,2,0,2,3,8,349
353,"M H SCHOOL  KOILARI NORTH SIDE",689,593,0,1282,322,319,0,641,641,0,75,27,178,324,10,9,0,0,0,1,0,0,1,6,8,2,641
354,"M H SCHOOL  KOILARI  MIDDLE SIDE",605,474,0,1079,245,271,0,516,516,0,25,5,278,166,6,6,1,1,4,2,2,1,3,4,4,8,516
355,"M H SCHOOL  KOILARI  SOUTH SIDE",332,273,0,605,163,178,0,341,341,0,93,6,169,60,3,2,0,0,0,0,0,2,2,1,1,2,341
356,"P S RAMDATTPUR",414,362,0,776,169,209,0,378,371,0,4,7,259,97,2,0,0,0,0,0,0,0,1,6,1,1,378
357,"P S KUSUMHI NORTH SIDE",516,431,0,947,225,327,0,552,15,0,107,27,222,159,11,3,2,0,2,1,0,1,1,8,7,1,552
358,"P S KUSUMHI SOUTH SIDE",426,393,0,819,205,244,0,449,10,0,126,8,173,119,3,2,0,1,0,4,0,1,0,3,4,5,449
359,"P S JARASI NORTH SIDE",657,517,0,1174,277,263,0,540,536,0,122,15,122,260,11,3,0,1,1,0,0,0,2,1,1,1,540
360,"P S JARASI SOUTH SIDE",657,515,0,1172,269,259,0,528,525,0,73,18,247,167,4,3,0,2,1,1,2,0,0,4,1,5,528
361,"P S BHULANDEEH",630,492,0,1122,301,295,0,596,10,0,228,18,153,175,5,1,1,3,2,0,2,2,1,4,0,1,596
