"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR PUSHPENDRA SINGH CHANDEL","2 - PRITAM SINGH LODHI","3 - BISHAMBHAR PRASAD NISHAD","4 - RAKESH KUMAR GOSWAMI","5 - ATUL KUMAR PRAJAPATI","6 - ANIL KUMAR","7 - AVINASH KUMAR MISHRA","8 - KAILASH PRASAD NISHAD","9 - RAMESH PRAJAPATI","10 - RAMSAJIVAN","11 - VIVEK KUMAR","12 - SHRIPAL","13 - KIRAN","14 - PRAVESH KUMAR VYAS","15 - VIMLESH","16 - None of the Above","Total Votes Secured"
166,PR.VI.PIPRAHARI,759,567,0,1326,405,307,0,712,287,0,449,11,80,100,21,9,1,1,2,2,1,3,9,7,2,14,712
167,"PR.VI.NIWAICH ROOM NO-1",466,353,0,819,207,181,0,388,372,0,253,16,48,28,3,17,3,0,7,0,1,1,1,0,0,10,388
168,"PR.VI.NIWAICH ROOM NO-2",461,356,0,817,245,184,0,429,400,0,160,8,109,118,4,4,3,2,1,0,6,2,1,1,7,3,429
169,"PR.VI.ATARAHAT ROOM NO-1",735,580,0,1315,403,326,0,729,201,0,475,8,47,119,5,1,6,0,37,1,9,0,4,2,5,10,729
170,"PR.VI.ATARAHAT ROOM NO-2",688,541,1,1230,363,266,0,629,629,0,352,38,61,128,2,1,5,1,14,0,5,3,6,1,2,10,629
171,"PR.VI.PAPRENDA ROOM NO-1",688,503,0,1191,382,297,0,679,379,0,492,28,21,117,4,6,2,1,0,0,1,1,1,0,2,3,679
172,"PR.VI.PAPRENDA ROOM NO-2",313,259,0,572,168,146,0,314,123,0,96,5,15,181,5,0,1,0,1,0,5,1,2,0,0,2,314
173,"KANYA PR.VI.PAPRENDA ROOM NO-1",383,332,0,715,208,151,0,359,359,0,153,5,106,83,1,4,0,0,0,0,0,1,1,0,2,3,359
174,"KANYA PR.VI.PAPRENDA ROOM NO-2",585,475,0,1060,333,289,0,622,480,0,292,13,6,263,1,5,6,3,5,4,4,3,6,4,3,4,622
175,"SANKUL BHAWAN PAPRENDA",639,512,0,1151,292,228,0,520,520,0,224,10,166,79,3,5,2,0,0,1,8,2,6,4,3,7,520
176,PR.VI.BACHHEWRA,399,326,0,725,239,195,0,434,318,0,219,11,107,67,5,3,5,1,0,1,1,5,2,1,3,3,434
177,"POORV MA.VI.PARSAUNDA ROOM NO-1",729,548,0,1277,381,286,0,667,517,0,380,32,102,110,7,5,9,0,2,1,3,1,2,4,0,9,667
178,"POORV MA.VI.PARSAUNDA ROOM NO-2",745,552,0,1297,398,299,0,697,697,0,316,16,60,248,5,3,18,4,1,0,7,1,2,2,1,13,697
179,PR.VI.MIRGAHANI,860,624,0,1484,508,355,0,863,862,0,492,19,91,198,9,6,9,0,0,4,0,3,5,6,5,16,863
180,"PR.VI.PURANI TINDWARI ROOM NO-1",503,398,0,901,221,199,0,420,156,0,212,7,33,152,1,2,1,1,3,0,1,3,0,2,1,1,420
181,"PR.VI.PURANI TINDWARI ROOM NO-2",384,314,0,698,217,193,0,410,395,0,187,8,51,123,22,3,2,1,1,1,0,1,2,2,0,6,410
182,"KANYA POORV MA.VI.TINDWARI ROOM NO-1",725,574,0,1299,339,277,0,616,606,0,425,21,106,43,7,2,0,1,1,2,2,1,0,0,5,0,616
183,"KANYA POORV MA.VI.TINDWARI ROOM NO-2",409,299,0,708,222,182,0,404,285,0,254,11,37,84,1,0,1,0,1,0,0,2,2,1,4,6,404
184,"KANYA POORV MA.VI.TINDWARI ROOM NO-3",511,395,0,906,290,203,0,493,300,0,272,13,58,129,7,2,1,0,2,6,2,0,1,0,0,0,493
185,"CHETRIY SHIKSHA SANSADHAN KENDRA TINDWARI",516,394,0,910,322,255,0,577,565,0,369,39,122,30,5,2,4,0,0,2,1,0,1,0,0,2,577
186,"NAVEEN PR.VI.TINDWARI ROOM NO-1",573,456,0,1029,302,230,0,532,532,0,270,26,53,148,7,2,2,0,4,1,5,1,1,4,1,7,532
187,"NAVEEN PR.VI.TINDWARI ROOM NO-2",406,326,0,732,236,164,0,400,377,0,288,30,53,16,0,2,1,1,0,0,1,0,0,3,1,4,400
188,"NAVEEN PR.VI.TINDWARI ROOM NO-3",450,376,0,826,238,197,0,435,391,0,207,21,101,54,21,2,5,0,11,1,0,0,2,5,2,3,435
189,"NAVEEN PR.VI.SONRAHI",254,208,0,462,184,150,0,334,277,0,107,18,35,154,3,1,0,0,1,0,1,2,2,1,2,7,334
190,"PR.VI.TERAHIMAFI ROOM NO-1",381,279,0,660,189,170,0,359,355,0,178,9,73,85,6,3,0,0,0,0,2,0,0,2,0,1,359
191,"PR.VI.TERAHIMAFI ROOM NO-2",698,525,0,1223,373,296,0,669,669,0,164,24,188,266,2,0,1,2,0,1,4,2,3,3,2,7,669
192,PR.VI.SAHINGA,307,246,0,553,216,164,0,380,380,0,198,0,109,55,3,1,0,0,0,3,3,0,1,2,1,4,380
193,"PR.VI.KEWTARA MAZRA BAHINGA",663,555,0,1218,373,364,0,737,730,0,92,19,439,156,1,8,4,1,0,1,5,1,1,2,5,2,737
194,PR.VI.GARAUNTI,528,358,0,886,317,236,0,553,553,0,208,10,196,103,7,2,1,3,1,2,3,0,0,3,7,7,553
195,"POORV MA.VI.PIPARGAWAN",821,608,0,1429,392,337,0,729,729,0,220,17,179,232,8,2,10,2,8,1,6,8,10,7,6,13,729
196,"PR.VI.MUNGUS-1 ROOM NO-1",713,579,0,1292,356,266,0,622,555,0,321,71,71,101,5,9,4,1,1,5,6,2,6,5,5,9,622
197,"PR.VI.MUNGUS-1 ROOM NO-2",773,616,0,1389,385,331,0,716,716,0,294,26,100,236,10,5,2,1,3,0,9,3,3,3,4,17,716
198,"PR.VI.MUNGUS-1 ROOM NO-3",666,541,0,1207,345,257,0,602,587,0,384,22,112,39,2,4,5,1,2,2,6,1,2,5,5,10,602
199,"POORV MA.VI.GOKHRAHI ROOM NO-1",740,543,0,1283,411,295,0,706,98,0,377,4,114,182,2,4,2,0,2,1,1,2,1,2,1,11,706
200,"POORV MA.VI.GOKHRAHI ROOM NO-2",772,599,0,1371,374,281,0,655,23,0,249,12,208,137,4,0,5,2,2,1,6,2,4,10,5,8,655
201,PR.VI.MAHUI,522,361,0,883,262,214,0,476,476,0,219,6,49,176,4,0,0,0,1,1,6,1,1,2,0,10,476
202,PR.VI.WASILPUR,673,538,0,1211,377,299,0,676,676,0,312,33,78,204,10,6,3,5,4,0,5,4,1,1,3,7,676
203,"KANYA PR.VI.SAIMARI ROOM NO-1",602,462,0,1064,289,265,0,554,552,0,379,29,40,66,1,7,2,2,0,0,7,4,2,3,3,9,554
204,"KANYA PR.VI.SAIMARI ROOM NO-2",631,496,0,1127,329,213,0,542,414,0,305,47,49,101,10,1,1,0,1,2,2,5,0,6,4,8,542
205,PR.VI.SAIMARA,543,447,0,990,289,230,0,519,515,0,309,53,22,113,9,2,0,1,0,1,2,2,1,0,0,4,519
206,PR.VI.BHUJAULI,451,346,0,797,266,204,0,470,470,0,303,14,50,57,15,1,3,0,2,1,3,3,2,2,3,11,470
207,"POORV MA.VI.GODHANI ROOM NO-1",538,379,0,917,265,178,0,443,344,0,314,20,19,57,6,6,2,4,0,1,2,1,2,0,1,8,443
208,"POORV MA.VI.GODHANI ROOM NO-2",458,326,0,784,234,165,0,399,399,0,135,7,128,97,12,1,2,1,2,0,1,0,1,3,3,6,399
209,PR.VI.BADEHA,221,170,0,391,122,103,0,225,73,0,181,5,5,32,0,0,1,0,0,1,0,0,0,0,0,0,225
210,"POORV MA.VI.KAMNAUDI",195,152,0,347,118,95,0,213,213,0,119,6,42,42,0,0,0,0,0,0,2,0,1,0,0,1,213
211,PR.VI.FATPURWA,542,442,0,984,302,280,0,582,574,0,282,34,50,183,14,0,1,0,2,1,1,0,4,0,3,7,582
212,PR.VI.MAUDAHA,521,444,0,965,306,254,0,560,542,0,264,32,120,75,19,2,1,3,2,0,2,7,5,3,10,15,560
213,PR.VI.BILBAI,423,320,0,743,248,187,0,435,413,0,133,74,82,87,9,0,2,4,2,0,8,2,11,5,5,11,435
214,"PR.VI.KALECTORPURWA MAZRA BILBAI",403,357,0,760,310,244,0,554,432,0,93,6,399,18,3,0,2,0,0,1,1,1,4,2,20,4,554
215,PR.VI.DOHA,475,385,0,860,231,211,0,442,442,0,261,15,67,70,1,2,4,0,0,0,6,0,4,1,3,8,442
216,PR.VI.HATHAUDA,851,659,0,1510,463,422,0,885,885,0,86,82,264,403,3,7,3,0,0,2,2,2,6,4,3,18,885
217,"POORV MA.VI.CHANEHRALALPUR ROOM NO-1",454,392,0,846,198,202,0,400,250,0,171,11,146,60,3,2,0,1,0,0,1,1,3,1,0,0,400
218,"POORV MA.VI.CHANEHRALALPUR ROOM NO-2",471,422,0,893,232,255,0,487,486,0,155,4,203,96,1,2,5,1,0,0,4,2,2,1,4,7,487
219,"PR.VI.CHANEHRALALPUR ROOM NO-1",383,330,0,713,178,189,0,367,367,0,115,11,99,123,3,5,2,0,1,1,2,1,1,1,1,1,367
220,"PR.VI.CHANEHRALALPUR ROOM NO-2",588,506,0,1094,267,259,0,526,525,0,181,8,180,122,4,0,2,1,1,0,2,1,3,7,5,9,526
221,PR.VI.KULKUMHARI,671,513,0,1184,393,281,0,674,671,0,360,54,141,78,1,5,2,1,5,4,2,0,3,3,3,12,674
222,PR.VI.CHILLI,508,418,0,926,278,251,0,529,529,0,323,81,33,37,2,4,3,1,1,6,4,3,5,4,7,15,529
223,"POORV MA.VI.KARBAI ROOM NO-1",509,450,0,959,240,229,0,469,466,0,221,24,45,144,2,1,5,0,4,1,4,1,2,5,4,6,469
224,"POORV MA.VI.KARBAI ROOM NO-2",444,379,0,823,171,141,0,312,312,0,117,16,54,114,0,1,0,0,0,3,1,2,1,1,1,1,312
225,"PR.VI.JAURAHI ROON NO-1",683,474,0,1157,361,242,0,603,15,0,415,7,26,66,2,3,1,5,6,4,7,6,4,8,8,35,603
226,"PR.VI.JAURAHI ROON NO-2",629,418,0,1047,316,179,0,495,431,0,362,14,78,23,0,4,4,0,0,1,1,1,1,0,2,4,495
227,"POORV MA.VI.GUREH ROOM NO-1",615,459,0,1074,341,238,0,579,498,0,269,14,26,241,7,3,0,0,0,0,2,0,2,2,4,9,579
228,"POORV MA.VI.GUREH ROOM NO-2",592,466,0,1058,349,258,0,607,101,0,326,9,131,89,8,3,2,4,2,1,3,2,1,6,6,14,607
229,"POORV MA.VI.GUREH ROOM NO-3",603,498,0,1101,337,263,0,600,100,0,265,16,27,257,5,2,1,0,0,2,2,1,8,4,0,10,600
230,"PR.VI.RAMGULAM KA PURWA MAZRA GUREH",341,302,0,643,241,230,0,471,471,0,182,2,18,250,7,5,0,0,1,0,1,0,2,0,1,2,471
231,PR.VI.JAMNIPUR,345,298,0,643,199,198,0,397,396,0,85,11,119,160,5,4,2,0,3,0,4,0,3,1,0,0,397
232,"PR.VI.CHUNNA KA PURWA MAZRA JAMNIPUR",324,263,0,587,227,184,0,411,356,0,57,5,12,307,6,1,2,1,2,0,3,1,4,0,5,5,411
233,PR.VI.DADARIYA,295,222,0,517,170,153,0,323,323,0,118,11,32,136,6,0,2,0,1,1,2,0,2,1,6,5,323
234,"PR.VI.JARI ROOM NO-1",781,631,0,1412,451,368,0,819,819,0,520,14,39,180,11,11,2,3,15,2,5,3,0,3,2,9,819
235,"PR.VI.JARI ROOM NO-2",847,652,0,1499,407,325,0,732,731,0,146,21,182,292,13,12,6,1,4,8,11,3,8,8,2,15,732
236,"PR.VI.JARI ROOM NO-3",741,561,0,1302,392,297,0,689,686,0,268,58,211,74,4,5,5,0,9,1,9,5,9,4,7,20,689
237,PR.VI.BARGAHANI,667,531,0,1198,367,303,0,670,560,0,265,52,241,83,4,5,1,1,0,1,2,0,1,0,9,5,670
238,"KANYA POORV MA.VI.MAHOKHAR ROOM NO-1",780,614,0,1394,345,265,0,610,394,0,310,12,24,211,2,3,0,4,0,4,3,5,6,4,5,17,610
239,"KANYA POORV MA.VI.MAHOKHAR ROOM NO-2",640,554,0,1194,338,284,0,622,620,0,470,4,6,105,2,3,1,0,0,2,4,2,4,2,3,14,622
240,"POORV MA.VI.MAHOKHAR ROOM NO-1",842,716,0,1558,450,351,0,801,800,0,331,51,96,284,2,5,0,1,3,2,7,2,2,1,0,14,801
241,"POORV MA.VI.MAHOKHAR ROOM NO-2",886,712,0,1598,509,381,0,890,858,0,588,26,158,68,3,2,3,3,2,1,6,1,0,0,10,19,890
242,"KANYA PR.VI.MAHOKHAR",548,435,0,983,290,272,0,562,562,0,163,16,25,304,5,3,2,1,0,1,8,1,0,6,24,3,562
243,"PR.VI.VIJAYBAHADUR KA PURWA MAZRA MAHOKHAR",440,384,0,824,234,187,0,421,421,0,137,4,21,215,3,7,3,1,0,1,6,4,5,6,1,7,421
244,"PR.VI.PURANI JAMALPUR",904,685,0,1589,483,319,0,802,650,0,642,15,43,66,14,2,2,0,0,1,1,3,4,1,0,8,802
245,"PR.VI.JAMALPUR NAVEEN ROOM NO-1",438,378,0,816,234,214,0,448,448,0,321,5,59,42,1,3,1,1,0,0,4,0,2,1,4,4,448
246,"PR.VI.JAMALPUR NAVEEN ROOM NO-2",425,353,0,778,200,212,0,412,412,0,103,7,79,193,1,2,2,2,1,2,6,2,3,1,2,6,412
247,"PR.VI.PACHNEHI ROOM NO-1",656,433,0,1089,344,204,0,548,508,0,428,9,32,39,4,17,2,0,2,1,2,0,1,0,3,8,548
248,"PR.VI.PACHNEHI ROOM NO-2",295,230,0,525,154,130,0,284,284,0,65,6,12,167,9,0,0,3,1,2,6,1,1,2,1,8,284
249,"POORV MA.VI.PACHNEHI ROOM NO-1",326,254,0,580,181,123,0,304,304,0,199,6,33,48,0,2,1,0,1,0,3,2,1,1,0,7,304
250,"POORV MA.VI.PACHNEHI ROOM NO-2",575,437,0,1012,305,213,0,518,518,0,307,19,111,31,2,2,4,1,7,3,2,1,6,4,5,13,518
251,"KANYA PR.VI.PACHNEHI",496,383,0,879,280,230,0,510,510,0,306,14,9,156,0,4,4,0,2,0,7,1,2,2,1,2,510
252,"PR.VI.LAMA ROOM NO-1",616,478,0,1094,271,212,0,483,433,0,256,12,22,151,4,5,7,3,2,2,4,3,2,1,2,7,483
253,"PR.VI.LAMA ROOM NO-2",470,397,0,867,221,173,0,394,389,0,229,5,18,115,2,2,3,1,1,0,4,0,2,2,4,6,394
254,"KANYA PR.VI.LAMA",605,493,0,1098,351,229,0,580,580,0,202,4,115,201,14,2,1,2,12,1,4,4,0,4,0,14,580
255,PR.VI.KARAHIYA,699,584,0,1283,335,280,0,615,596,0,283,3,48,246,6,4,0,1,0,1,3,2,3,5,3,7,615
256,"POORV MA.VI.LUKTARA ROOM NO-1",644,483,0,1127,356,244,0,600,600,0,326,47,114,82,4,1,0,1,1,1,4,7,1,0,2,9,600
257,"POORV MA.VI.LUKTARA ROOM NO-2",697,525,0,1222,348,247,0,595,595,0,195,14,244,60,2,1,2,1,34,5,3,3,7,8,4,12,595
258,PR.VI.LUKTARA,637,480,0,1117,350,263,0,613,587,0,305,26,102,138,3,4,0,3,0,0,6,1,7,3,5,10,613
259,PR.VI.PATHARI,669,509,0,1178,350,305,0,655,557,0,228,49,259,82,2,3,1,2,4,0,8,2,1,7,2,5,655
260,PR.VI.CHHEHRAON,666,440,0,1106,373,266,0,639,637,0,282,3,134,161,3,3,8,2,1,1,2,3,2,3,15,16,639
261,PR.VI.CHATGAN,354,271,0,625,204,152,0,356,330,0,108,7,187,29,0,0,1,0,3,1,1,0,4,1,9,5,356
262,PR.VI.PACHULLA,598,496,0,1094,316,247,0,563,559,0,141,33,165,120,41,5,3,3,9,10,5,2,7,6,2,11,563
263,"POORV MA.VI.CHAHITARA ROOM NO-1",616,454,0,1070,350,243,0,593,593,0,397,45,61,39,6,4,6,2,5,4,5,0,2,1,7,9,593
264,"POORV MA.VI.CHAHITARA ROOM NO-2",470,349,0,819,268,169,0,437,437,0,249,10,79,82,1,2,2,2,0,0,3,0,0,2,1,4,437
265,PR.VI.CHAKCHATGAN,397,376,0,773,272,275,0,547,547,0,60,7,441,10,3,0,0,0,1,2,1,3,4,11,0,4,547
266,"PR.VI.MARAULI ROOM NO-1",620,436,0,1056,295,216,0,511,507,0,259,21,138,55,4,3,6,1,1,1,1,2,2,1,14,2,511
267,"PR.VI.MARAULI ROOM NO-2",470,361,0,831,281,225,0,506,504,0,80,12,280,88,4,2,4,1,0,2,2,1,2,2,23,3,506
268,PR.VI.UJREHTA,310,213,0,523,204,122,0,326,326,0,133,5,113,57,2,1,2,1,1,2,1,0,2,3,0,3,326
269,PR.VI.SURAULI,202,155,0,357,103,82,0,185,183,0,91,4,17,68,0,0,0,1,0,0,1,0,0,0,2,1,185
270,"POORV MA.VI.ACHHRAUND ROOM NO-1",701,507,0,1208,374,255,0,629,629,0,448,25,41,54,9,2,7,0,7,1,3,1,0,4,8,19,629
271,"POORV MA.VI.ACHHRAUND ROOM NO-2",722,516,0,1238,345,252,0,597,573,0,143,22,229,138,17,1,2,5,2,1,5,2,8,5,11,6,597
272,"PR.VI.MOHANPURWA NAYA BHAWAN",787,585,0,1372,427,300,0,727,727,0,369,8,226,64,7,4,5,0,6,4,5,1,7,4,9,8,727
273,"SANKUL BHAWAN MOHANPURWA",644,524,0,1168,376,310,0,686,680,0,329,38,77,214,5,3,2,2,4,4,4,1,2,0,0,1,686
274,"PR.VI.NAIBASTI TRIVENI ROOM NO-1",753,561,0,1314,462,314,0,776,775,0,450,20,94,161,4,4,12,4,0,5,2,6,1,2,2,9,776
275,"PR.VI.NAIBASTI TRIVENI ROOM NO-2",383,320,0,703,211,186,0,397,397,0,206,22,70,31,29,2,5,0,2,1,5,2,4,7,3,8,397
276,PR.VI.CHILEHATA,360,302,0,662,271,235,0,506,484,0,62,8,270,150,0,4,2,0,0,0,2,2,1,2,0,3,506
277,"PR.VI.BHUREDI ROOM NO-1",676,537,0,1213,456,346,0,802,799,0,295,46,217,211,3,7,2,0,0,2,6,1,3,2,4,3,802
278,"PR.VI.BHUREDI ROOM NO-2",546,485,0,1031,338,372,0,710,680,0,121,26,463,42,2,5,3,2,2,1,5,5,8,5,3,17,710
279,"POORV MA.VI.DUREDI ROOM NO-1",677,541,0,1218,365,290,0,655,52,0,289,33,125,160,6,3,3,3,1,2,8,1,2,6,4,9,655
280,"POORV MA.VI.DUREDI ROOM NO-2",458,382,0,840,283,223,0,506,388,0,212,41,40,173,5,2,4,0,0,3,5,4,2,1,3,11,506
281,"PR.VI.BANSIPUR MAZRA DUREDI",253,211,0,464,201,131,0,332,297,0,244,11,32,27,1,1,2,0,1,0,1,1,2,1,0,8,332
282,"PR.VI.DAULATPUR MAZRA DUREDI",435,387,0,822,290,230,0,520,110,0,169,45,252,10,2,2,6,2,0,2,8,2,0,3,8,9,520
283,PR.VI.LOHARA,302,226,0,528,175,143,0,318,250,0,236,5,45,22,3,0,0,1,0,0,1,0,0,0,0,5,318
284,PR.VI.ITTWAN,375,293,0,668,232,189,0,421,421,0,163,2,112,116,7,1,2,0,4,0,4,1,2,2,4,1,421
285,PR.VI.KARCHHA,479,376,1,856,283,216,0,499,491,0,279,23,41,124,2,1,6,0,3,2,9,0,1,3,1,4,499
286,"POORV MA.VI.GOYRAMUGLI ROOM NO-1",820,587,0,1407,324,229,0,553,443,0,30,124,365,19,7,1,0,1,0,1,0,0,0,0,2,3,553
287,"POORV MA.VI.GOYRAMUGLI ROOM NO-2",774,653,0,1427,371,338,0,709,709,0,117,114,303,111,14,4,10,2,0,2,5,5,1,3,10,8,709
288,PR.VI.GOYRAMUGLI,681,500,0,1181,311,224,0,535,535,0,41,156,255,60,2,1,2,2,1,1,3,3,1,5,0,2,535
289,PR.VI.KHAIRADA,660,562,0,1222,454,331,0,785,785,0,425,15,77,195,6,5,4,4,3,2,5,2,8,4,8,22,785
290,"GOVT.INT.COLL.MATAUNDH ROOM NO-1",815,654,0,1469,524,349,0,873,867,0,573,24,107,113,12,6,16,0,1,3,4,3,1,2,1,7,873
291,"GOVT.INT.COLL.MATAUNDH ROOM NO-2",793,620,2,1415,412,310,0,722,719,0,435,14,63,172,13,0,4,0,0,3,2,3,3,3,0,7,722
292,"GOVT.INT.COLL.MATAUNDH ROOM NO-3",688,543,0,1231,288,192,0,480,472,0,324,17,39,55,13,1,5,0,1,1,2,1,3,3,3,12,480
293,"PR.VI.NAVEEN MATAUNDH",740,649,0,1389,425,291,0,716,50,0,553,22,77,38,7,3,2,0,3,0,2,0,1,3,1,4,716
294,"PR.VI.PRACHIN MATAUNDH",609,561,0,1170,278,224,0,502,488,0,290,13,55,110,11,4,2,0,0,1,4,2,2,0,4,4,502
295,"POORV MA.VI.PARAMPURWA MAZRA MATAUNDH",449,340,0,789,236,187,0,423,423,0,243,29,55,85,0,2,2,1,1,1,1,0,1,1,1,0,423
296,"PR.VI.BANIYAKHOD MAZRA MATAUNDH GRAMIN",239,209,0,448,3,2,0,5,4,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5
297,"PR.VI.KHAHRA MAZRA MATAUNDH",341,260,0,601,1,7,0,8,8,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,8
298,"PR.VI.PATNA MAZRA MATAUNDH",238,208,0,446,6,8,0,14,14,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,14
299,"PR.VI.MUDERI MAZRA MATAUNDH",331,249,0,580,109,68,0,177,165,0,39,2,74,53,2,0,3,0,0,0,0,1,0,0,1,2,177
300,PR.VI.HARDONI,566,443,0,1009,364,227,0,591,373,0,406,10,43,111,7,0,0,1,0,1,2,0,1,2,3,4,591
301,PR.VI.JAKHAURA,404,318,0,722,190,172,0,362,295,0,132,14,64,136,3,2,2,1,2,1,1,0,1,0,2,1,362
302,PR.VI.CHAMRAHA,491,392,0,883,307,239,0,546,324,0,163,235,75,54,7,4,1,0,0,0,1,1,0,1,1,3,546
303,"PR.VI.BASEHRI  ROOM NO-1",585,483,0,1068,368,248,0,616,29,0,430,34,76,41,3,6,1,1,1,1,2,2,2,7,3,6,616
304,"PR.VI.BASEHRI  ROOM NO-2",370,329,0,699,228,182,0,410,410,0,117,20,62,190,2,1,5,2,1,1,5,1,0,1,0,2,410
305,"PR.VI.ALAMKHOD MAZRA BASEHRI",371,301,0,672,203,199,0,402,216,0,52,2,47,282,2,0,0,0,1,2,2,2,3,1,3,3,402
