"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASIF NIZAMUDDIN SIDDIQUE","2 - PRAMOD KUMAR SINGH PATEL","3 - RAJKUMARI RATNA SINGH","4 - ASHOK SHUKLA SENANI","5 - NIRMALA DEVI","6 - FOOLCHANDRA","7 - BAL KRISHNA","8 - RAJENDRA SHARMA","9 - RAM SEWAK","10 - SHESHNATH","11 - SANTOSH KUMAR SINGH","12 - KUWAR HARIVANSH SINGH","13 - AJMAL KHAN","14 - KIRAN MISHRA","15 - HARIVANSH","16 - None of the Above","Total Votes Secured"
174,"P.V. BALIPUR KATARA ROOM NO 2",362,353,0,715,174,254,0,428,428,0,80,7,126,5,1,1,0,1,11,2,2,184,1,0,4,3,428
175,"P.V. ASINAPUR",424,428,0,852,248,258,0,506,506,0,33,9,152,2,1,1,1,2,4,1,1,289,1,1,5,3,506
176,"P.V. SARAI BHAGAMANI",357,334,0,691,190,236,0,426,426,0,110,7,182,6,5,3,3,3,1,3,0,3,84,4,6,6,426
177,"P.V. DEVAPUR",417,380,0,797,251,254,0,505,500,0,97,19,214,8,0,0,0,1,0,4,3,154,1,1,1,2,505
178,"PURV. MADH. VI. GAUKHADI ROOM 2",837,728,0,1565,312,372,0,684,600,0,156,40,319,16,2,1,4,1,4,3,3,119,4,1,4,7,684
179,"PURV. MADH. VI. GAUKHADI ROOM NO 2",202,193,0,395,81,109,0,190,19,0,37,2,107,6,0,1,2,0,0,1,1,27,2,1,2,1,190
180,"PURV. MADH.VI. GAUKHADI ROOM NO 3",532,495,0,1027,191,275,0,466,460,0,82,15,207,7,2,3,2,2,2,3,5,122,4,3,5,2,466
181,"P.V. DHARANPUR",459,397,0,856,210,230,0,440,400,0,81,13,185,8,0,1,0,2,6,5,1,121,3,3,6,5,440
182,"P.V. DAGARARA",629,552,0,1181,292,308,0,600,500,0,40,50,210,13,1,2,3,4,1,5,9,235,5,4,9,9,600
183,"P.V. PICHURA ROOM NO 1",598,508,0,1106,282,276,0,558,550,0,54,8,289,11,2,2,3,0,4,3,7,164,0,1,5,5,558
184,"P.V. PICHURA ROOM NO 2",487,390,0,877,230,211,0,441,250,0,30,10,338,6,1,1,1,0,0,0,3,47,1,1,1,1,441
185,"P.V. RAMGANJ BHOJPUR ROOM NO 1",818,621,0,1439,403,299,0,702,450,0,83,14,330,13,5,6,0,0,3,0,8,221,2,1,5,11,702
186,"P.V. RAMGANJ BHOJPUR ROOM NO 2",887,642,0,1529,357,309,0,666,450,0,80,26,283,7,4,1,0,3,2,2,13,230,2,3,4,6,666
187,"P.V. GODAWA ROOM NO 1",651,506,0,1157,293,264,0,557,550,0,122,14,333,4,2,0,0,0,8,0,3,60,0,1,4,6,557
188,"P.V. GODWA ROOM NO 2",371,298,0,669,237,193,0,430,230,0,41,8,342,3,1,2,1,1,0,0,3,22,1,1,2,2,430
189,"P.V. MEDANWA ROOM NO 1",470,421,0,891,186,243,0,429,400,0,67,10,139,7,0,2,2,1,0,1,2,190,1,1,3,3,429
190,"P.V. MEDANWA ROOM NO 2",552,495,0,1047,233,289,0,522,150,0,137,83,121,10,2,1,0,1,2,1,6,149,1,1,3,4,522
191,"P.V. BARIBOJH ROOM NO 1",693,621,0,1314,303,338,0,641,522,0,140,25,265,9,4,2,5,2,5,4,5,144,7,6,6,12,641
192,"P.V. BARIBOJH  ROOM NO 2",532,447,0,979,232,250,0,482,400,0,78,5,206,9,4,1,1,3,7,0,7,135,2,4,7,13,482
193,"P.V. KAITHOLA ROOM NO 1",666,526,0,1192,276,299,0,575,73,0,73,4,316,15,0,2,3,1,12,1,2,124,4,2,4,12,575
194,"P.V. KAITHOLA ROOM NO 2",362,329,0,691,167,163,0,330,15,0,20,5,158,16,3,0,3,0,2,2,3,108,1,1,1,7,330
195,"I.C. SOHAGPUR",514,412,0,926,235,187,0,422,220,0,59,3,193,2,2,0,1,1,2,2,0,131,1,3,7,15,422
196,"P.V. DELHUPUR",691,564,0,1255,278,323,0,601,300,0,126,43,296,12,1,0,3,3,3,7,3,84,3,7,5,5,601
197,"P.V. KALAPUR",477,434,0,911,233,211,0,444,440,0,67,7,184,0,1,0,3,0,1,1,3,165,3,1,4,4,444
198,"P.V. ROHADA",444,380,0,824,350,217,0,567,350,0,26,5,397,5,3,2,0,2,0,1,2,114,0,3,2,5,567
199,"P.V. AGAI ROOM NO 1",537,418,0,955,281,277,0,558,500,0,156,7,195,7,8,2,3,0,6,3,17,136,1,7,6,4,558
200,"P.V. AGAI ROOM NO 2",452,394,0,846,235,200,0,435,35,0,23,4,185,9,4,1,0,1,0,3,4,190,3,1,5,2,435
201,"P.V. AGAI ROOM NO 3",838,682,0,1520,381,336,0,717,717,0,48,19,279,7,2,0,4,1,0,0,7,334,2,4,6,4,717
202,"PURV.MADH.VI. AGAI",808,652,0,1460,389,332,0,721,700,0,133,32,301,9,2,1,4,1,3,1,6,206,6,5,4,7,721
203,"PURV.MADH.VI. AGARI MAJARA SECOND",643,555,0,1198,302,315,0,617,617,0,53,50,369,4,4,2,0,0,2,2,3,114,0,5,5,4,617
204,"PURV.MADH.VI. AGARI MAJARA SECOND",891,693,0,1584,399,357,0,756,756,0,59,70,352,16,9,7,5,5,1,8,15,169,4,17,9,10,756
205,"P.V. BABAHANPUR",588,466,0,1054,267,265,0,532,500,0,77,3,268,9,3,1,0,1,3,3,10,134,2,5,9,4,532
206,"SARDAR I.C. RANIGANJ KAITHOLA",948,774,0,1722,582,406,0,988,988,0,127,10,385,7,1,1,3,2,9,5,2,411,4,0,7,14,988
207,"P.V. ARJUNPUR",776,663,0,1439,375,430,0,805,650,0,125,6,233,16,3,3,5,4,6,3,8,372,5,0,7,9,805
208,"P.V. PAYAGIPUR",830,712,0,1542,396,387,0,783,7,0,188,5,260,12,3,6,4,4,8,8,5,232,4,5,15,24,783
209,"P.V. MADHUKARPUR ROOM NO 1",843,692,0,1535,443,346,0,789,700,0,79,11,248,21,0,4,4,3,4,2,7,393,2,2,4,5,789
210,"P.V. MADHUKARPUR ROOM NO 2",183,159,0,342,113,87,0,200,25,0,10,1,95,1,0,0,0,0,1,0,5,85,1,0,1,0,200
211,"P.V. JAGANNATHPUR ROOM NO 1",452,365,0,817,190,205,0,395,2,0,101,21,158,10,1,0,1,1,6,4,3,65,3,0,8,13,395
212,"P.V. JAGANNATHPUR ROOM NO 2",576,518,0,1094,242,271,0,513,512,0,106,14,225,13,2,1,0,0,1,1,5,137,3,0,2,3,513
213,"P.V. SARIPUR",593,524,0,1117,286,347,0,633,633,0,85,25,182,11,5,3,3,1,4,5,7,291,3,3,3,2,633
214,"P.V. PURE BASI",812,611,0,1423,357,309,0,666,538,0,120,69,286,8,0,1,2,3,3,3,9,136,1,5,7,13,666
215,"P.V. JEVANI ROOM NO 1",901,687,0,1588,391,326,0,717,711,0,113,20,361,9,5,3,5,3,5,3,8,176,0,1,1,4,717
216,"P.V. JEVANI ROOM NO 2",718,510,0,1228,330,274,0,604,24,0,66,2,291,14,6,1,3,1,4,2,6,182,5,3,4,14,604
217,"P.V. VIRSINGPUR",876,695,0,1571,342,267,0,609,88,0,54,34,349,5,7,2,1,6,3,3,9,112,5,6,7,6,609
218,"P.V. PURE ANIRUDDHA",456,435,0,891,279,256,0,535,47,0,69,6,411,6,1,1,1,0,0,0,1,31,3,2,0,3,535
219,"P.V. NARAINPUR ROOM NO 1",845,671,0,1516,437,300,0,737,58,0,63,1,497,8,2,0,2,1,4,1,2,147,2,1,2,4,737
220,"P.V. NARAINPUR ROOM NO 2",528,428,0,956,210,217,0,427,426,0,110,8,247,3,2,0,0,3,1,2,1,41,2,1,1,5,427
221,"P.V. LOHANGPUR ROOM NO 1",326,283,0,609,181,171,0,352,200,0,37,4,244,6,0,0,1,0,2,0,1,49,2,1,1,4,352
222,"P.V. LOHANGPUR ROOM NO 2",535,428,0,963,274,213,0,487,400,0,58,14,305,12,4,3,4,4,0,4,2,60,1,2,4,10,487
223,"P.V. BHAVAN KEDAURA",704,582,0,1286,420,394,0,814,47,0,39,9,711,6,2,0,1,0,1,0,1,41,0,0,1,2,814
224,"P.V. LAKURI",716,563,0,1279,392,279,0,671,601,0,102,38,434,8,1,1,1,0,0,3,5,66,0,1,6,5,671
225,"VASUDEV SIXA NI.I.C. BHAGATI",797,708,0,1505,422,400,0,822,612,0,177,44,369,8,4,3,4,2,4,3,9,158,5,8,9,15,822
226,"JU.BE.VI. GOVINDRASHULPUR",455,357,0,812,230,193,0,423,423,0,39,4,348,4,0,0,1,0,0,0,2,24,0,0,1,0,423
227,"P.V. NAUDIHA ROOM NO 1",775,667,1,1443,403,424,0,827,827,0,129,26,580,32,5,1,0,2,3,1,2,27,1,0,2,16,827
228,"P.V. NAUDIHA ROOM NO 2",815,695,1,1511,406,399,0,805,59,0,96,66,527,17,4,3,3,2,4,4,7,32,10,6,11,13,805
229,"P.V. NAUDIHA ROOM NO 3",196,198,0,394,104,107,0,211,211,0,8,8,167,2,0,0,0,0,1,0,0,18,0,1,2,4,211
230,"P.V. UMARPUR",634,556,0,1190,356,424,0,780,780,0,89,18,556,10,3,4,1,1,3,1,5,75,2,2,5,5,780
231,"P.V. ALIPUR",605,550,0,1155,343,320,0,663,663,0,36,25,530,3,2,2,0,1,3,0,2,57,1,0,1,0,663
232,"P.V. JAMALPUR",804,673,0,1477,427,470,0,897,100,0,97,57,600,15,2,0,2,1,1,4,4,98,1,3,7,5,897
233,"P.V. MANIPUR ROOM NO 1",578,503,0,1081,355,332,0,687,687,0,58,22,466,12,3,3,4,0,4,6,6,75,1,3,6,18,687
234,"P.V. MANIPUR ROOM NO 2",358,302,0,660,218,210,0,428,428,0,34,7,342,15,0,2,1,2,1,2,3,12,0,3,2,2,428
235,"JU.BE.VI. ARRON ROOM NO 1",796,706,0,1502,352,326,0,678,678,0,43,13,561,7,0,0,1,0,1,1,3,36,2,2,5,3,678
236,"JU.BE.VI. ARRON NO 2",635,572,0,1207,327,278,0,605,605,0,62,14,439,12,1,0,1,0,1,2,1,52,1,2,5,12,605
237,"P.V. KAMAPATTI ROOM NO 2",815,698,0,1513,349,320,0,669,669,0,45,13,529,7,4,3,3,1,1,1,3,50,2,3,3,1,669
238,"P.V. KAMAPATTI ROOM NO 2",774,626,0,1400,379,287,0,666,664,0,81,56,426,10,3,1,1,1,1,2,5,56,0,6,7,10,666
239,"P.V. PURE CHHTTU",522,422,0,944,208,222,0,430,222,0,35,19,325,4,1,0,3,0,0,3,3,33,0,1,2,1,430
240,"P.V. BEEJUMAU",893,718,0,1611,330,403,0,733,732,0,64,18,408,14,7,1,6,1,3,2,11,153,5,8,14,18,733
241,"P.V. SARAI SANGARAM SIGH",754,711,1,1466,281,419,0,700,200,0,98,10,320,18,2,0,5,1,7,10,10,163,1,11,14,30,700
242,"P.V. RAMPURKHAS ROOM NO 1",900,660,0,1560,374,348,0,722,695,0,120,14,484,10,2,1,0,1,2,6,8,52,2,4,5,11,722
243,"P.V. RAMPURKHAS ROOM NO 2",656,541,0,1197,413,338,0,751,751,0,97,26,564,4,0,0,1,0,1,0,1,55,1,0,1,0,751
244,"P.V. PURE BAHADUR",404,318,0,722,213,298,0,511,509,0,8,10,480,0,0,0,0,0,0,0,0,13,0,0,0,0,511
245,"P.V. PURESEVAKRAI",477,401,0,878,301,285,0,586,522,0,41,9,458,5,1,0,1,2,1,3,2,43,3,5,7,5,586
246,"P.V. KHAIRAPURE CHHEMI",782,614,0,1396,431,229,0,660,60,0,21,13,402,10,1,1,3,0,2,1,0,200,2,0,3,1,660
247,"P.V. BATAULI",656,565,0,1221,401,370,0,771,500,0,63,10,499,9,2,3,4,0,1,2,9,143,4,6,10,6,771
248,"P.V. KATARASANGRAM SINGH",242,211,0,453,120,141,0,261,261,0,43,2,183,3,0,0,0,0,1,1,1,21,2,1,0,3,261
249,"P.V. SARIJANMATI",630,547,0,1177,271,281,0,552,552,0,118,7,236,11,0,2,2,1,6,1,6,158,2,1,1,0,552
250,"P.V. RAIPURBHAGDARA",861,761,0,1622,363,451,0,814,780,0,186,37,370,16,4,3,4,2,3,4,3,155,4,8,8,7,814
251,"P.V. RAIPUR BHAGADAR",619,582,0,1201,309,354,0,663,661,0,173,26,190,5,2,4,4,1,29,5,7,197,3,3,5,9,663
252,"P.V. BELHA ROOM NO 1",780,649,0,1429,344,280,0,624,60,0,80,102,264,9,1,2,1,2,3,5,7,122,4,3,7,12,624
253,"P.V. BELHA ROOM NO 2",588,527,0,1115,215,288,0,503,480,0,143,5,120,7,2,2,3,4,5,5,7,167,5,4,6,18,503
254,"P.V. BELHA ROOM NO 1",433,326,0,759,200,150,0,350,350,0,86,13,131,2,1,0,1,1,0,1,2,94,2,4,7,5,350
255,"P.V. BELHA ROOM NO 2",465,386,0,851,238,245,0,483,400,0,104,2,156,8,5,0,3,0,0,2,4,182,2,2,8,5,483
256,"P.V. MADANGARH",278,230,0,508,153,135,0,288,288,0,36,16,114,2,2,0,0,0,0,1,3,113,0,0,0,1,288
257,"P.V. ASHARAHI",739,672,0,1411,294,432,0,726,720,0,150,46,356,21,6,4,4,4,1,2,6,96,8,1,5,16,726
258,"P.V. PURE KEVAL",485,446,0,931,231,280,0,511,500,0,81,18,332,7,2,6,2,3,2,1,2,49,3,0,0,3,511
259,"AVADHESH U.MA.VI. DHARUPUR ROOM NO 2",684,662,0,1346,413,442,0,855,555,0,193,18,483,22,0,1,2,2,2,4,5,87,3,8,5,20,855
260,"AVADHESH U.MA.VI. DHARUPUR ROOM NO 2",740,623,0,1363,311,240,0,551,500,0,74,13,345,11,3,2,1,1,1,1,3,94,0,1,1,0,551
261,"AVADHESH U.MA.VI. DHARUPUR ROOM NO 3",903,766,0,1669,360,380,0,740,560,0,46,18,555,4,0,1,2,2,1,2,5,85,3,4,6,6,740
262,"P.V. PURVARA ROOM NO. 1",967,725,0,1692,323,322,0,645,456,0,79,13,323,20,3,1,3,1,2,1,10,161,3,2,7,16,645
263,"P.V. PURWARA ROOM NO 2",722,539,0,1261,294,261,0,555,553,0,74,13,357,10,2,2,0,0,4,4,4,58,1,7,6,13,555
264,"SA.ASH.SAMITI PURVARA ROOM NO 1",500,392,0,892,203,161,0,364,364,0,22,29,216,9,1,1,1,0,0,3,2,74,1,0,3,2,364
265,"SA.SAH.SAMITI. PURWARA ROOM NO 2",548,447,0,995,208,174,0,382,382,0,24,5,221,5,2,1,0,0,5,2,2,101,0,0,5,9,382
266,"P,V, KAUDIYADEEH",867,694,0,1561,340,318,0,658,448,0,24,8,577,3,1,0,0,3,3,1,2,25,3,1,2,5,658
267,"P.V. MOTHIN",828,697,0,1525,362,339,0,701,701,0,29,17,572,8,4,0,0,0,4,0,6,57,0,0,4,0,701
268,"P.V. MOTHIN ROOM NO 2",449,409,0,858,253,257,0,510,500,0,21,3,443,1,0,0,0,0,2,0,1,31,3,1,2,2,510
269,"P.V. SARI LALMATI",386,356,0,742,144,215,0,359,359,0,39,3,149,7,2,3,2,2,2,5,3,128,2,3,4,5,359
270,"P.V. PURESADHAVRAM",916,709,1,1626,394,311,0,705,704,0,30,52,366,11,2,0,0,1,3,3,4,217,4,3,3,6,705
271,"P.V. PURE SADHAVRAM ROOM NO 2",458,370,0,828,221,180,0,401,401,0,25,20,222,15,2,0,0,1,4,2,6,91,1,4,0,8,401
272,"P.V. PURETODAR",602,497,0,1099,428,351,0,779,779,0,26,13,620,7,2,1,2,0,0,3,4,94,1,0,3,3,779
273,"P.V. PURE BHIKHARI",492,447,0,939,234,282,0,516,515,0,51,32,371,5,6,1,3,1,2,3,3,16,2,3,4,13,516
274,"P.V. MADAMAI URF SADASAI ROOM NO 1",414,329,0,743,222,191,0,413,413,0,72,13,271,3,2,1,0,0,1,2,4,31,1,2,5,5,413
275,"P.V. MADAMAI. URF SADASAI ROOM NO 2",559,462,0,1021,321,285,0,606,606,0,26,63,448,10,1,2,0,0,0,1,2,29,0,2,5,17,606
276,"P.V. KHANDAWA ROOM NO 1",414,354,0,768,264,186,0,450,450,0,32,22,326,5,0,3,2,0,0,3,3,41,0,1,2,10,450
277,"P.V. KHANDAWA ROOM NO 2",423,400,0,823,262,280,0,542,542,0,16,4,500,0,2,0,0,0,0,1,0,14,1,2,1,1,542
278,"P.V. PURE JANAI",458,387,0,845,316,291,0,607,1,0,49,9,516,4,0,0,1,0,0,4,2,16,0,2,3,1,607
279,"P.V. HARNAHAR",642,570,0,1212,316,290,0,606,606,0,144,18,308,6,5,2,3,2,4,3,13,84,2,2,6,4,606
280,"P.V. KASBA LATEEFPUR ROOM NO 1",433,398,0,831,224,201,0,425,400,0,34,2,320,3,1,0,0,0,3,1,3,50,1,2,3,2,425
281,"P.V. KASBA LATEEFPUR ROOM NO 2",377,337,0,714,211,200,0,411,411,0,7,5,289,5,3,0,0,1,3,1,3,79,1,2,5,7,411
282,"P.V. HISAMPUR",569,509,0,1078,294,343,0,637,600,0,63,14,451,8,2,1,1,0,5,3,4,74,3,3,3,2,637
283,"P.V. SHESHPUR DHANAPUR",348,334,0,682,287,200,0,487,486,0,26,9,256,3,3,0,2,0,2,3,1,169,2,1,4,6,487
284,"P.V. BARATPUR",353,310,0,663,230,190,0,420,420,0,11,8,317,7,2,1,2,2,1,0,7,53,2,0,5,2,420
285,"P.V. DEVARA",409,367,0,776,327,230,0,557,557,0,10,9,526,1,2,0,0,0,0,0,0,6,1,0,0,2,557
286,"P.V. RAMPURDABI",580,549,0,1129,387,414,0,801,414,0,46,39,599,6,2,0,2,2,9,5,1,82,1,1,5,1,801
287,"P.V. RATANMAHESHPUR",312,289,0,601,226,204,0,430,430,0,30,9,346,2,1,0,1,0,0,1,1,33,1,1,2,2,430
288,"P.V. RAMAPUR",403,379,0,782,286,298,0,584,584,0,15,7,513,2,3,0,1,0,1,1,2,38,0,0,1,0,584
289,"P.V. DHANTIKARIYA",688,610,0,1298,428,412,0,840,840,0,50,25,669,10,5,2,1,2,2,5,0,54,1,3,5,6,840
290,"P.V. MOHAMMAD PUR KHAS",518,489,0,1007,268,218,0,486,486,0,9,16,381,5,0,1,1,1,1,1,4,44,0,2,9,11,486
291,"P.V. BALIYAPUR",339,301,0,640,231,221,0,452,451,0,17,13,407,5,2,1,0,0,1,1,0,5,0,0,0,0,452
292,"K.V.P. ASPG",713,653,0,1366,443,342,0,785,785,0,54,33,577,11,4,1,0,2,2,1,2,75,2,0,6,15,785
293,"P.V. PRATAPUR CHERGARH",568,507,0,1075,274,262,0,536,536,0,86,20,357,7,4,1,1,2,2,1,1,53,0,0,0,1,536
294,"P.V. SARAI NIRBHAY",515,471,0,986,239,300,0,539,536,0,85,30,328,11,9,2,0,3,9,3,7,23,0,8,8,13,539
