"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANURADHA SHARMA","2 - UMA BHARATI","3 - DR. CHANDRAPAL SINGH YADAV","4 - PRADEEP JAIN ADITYA","5 - ARCHANA","6 - CHINTAMANI","7 - NARESH KUMAR","8 - MAULANA MOHAMMAD","9 - SUNIL MASSEY","10 - KULDEEP KUMAR","11 - TULA RAM","12 - DILSHAD AHMAD","13 - RACHNA SHARMA","14 - RAJENDRA KUMAR","15 - RAM KUMAR ANK SHASTRI","16 - None of the Above","Total Votes Secured"
179,"PRI SCH DHIMARPURA",259,212,0,471,215,164,0,379,376,0,34,85,229,8,2,0,1,0,0,0,0,1,2,11,3,3,379
180,"U PRI SCH PUNAWALI KALA PART-1",594,507,0,1101,492,368,0,860,852,0,189,382,217,9,4,0,2,1,0,3,0,4,5,8,16,20,860
181,"U PRI SCH PUNAWALI KALA PART-2",707,589,0,1296,530,416,0,946,937,0,147,555,190,8,1,4,5,0,0,0,0,3,3,7,13,10,946
182,"PRI SCH SIMRA PART-1",505,446,0,951,390,330,0,720,714,0,138,127,378,27,5,0,4,0,2,0,1,6,4,4,7,17,720
183,"PRI SCH SIMRA PART-2",514,466,0,980,399,334,0,733,726,0,20,96,561,23,2,0,3,0,2,2,2,1,3,12,4,2,733
184,"PRI SCH GAVRA",342,273,0,615,306,227,0,533,528,0,0,1,531,1,0,0,0,0,0,0,0,0,0,0,0,0,533
185,"PRI SCH DOMAGOR",484,415,0,899,383,336,0,719,713,0,14,272,388,9,3,2,1,0,0,1,0,1,4,8,10,6,719
186,"PRI SCH DHIKOLI",523,447,0,970,446,380,0,826,819,0,227,318,240,13,1,1,2,0,1,1,1,2,1,3,7,8,826
187,"PRI SCH NAYAKHEDA MAJRA",263,230,0,493,218,181,0,399,395,0,23,250,94,2,3,0,0,0,4,0,2,1,1,5,8,6,399
188,"PRI SCH KOTKHERA",475,443,0,918,428,358,0,786,779,0,182,174,401,10,1,1,4,0,0,0,2,0,1,2,2,6,786
189,"PRI SCH SIJWAHA",446,360,0,806,408,293,0,701,695,0,130,181,368,7,2,0,3,0,1,0,0,1,2,4,1,1,701
190,"PRI SCH MABAI SHIVGARH",367,332,0,699,305,255,0,560,555,0,120,194,209,9,0,3,5,1,2,0,0,2,2,3,5,5,560
191,"PRI SCH PALINDA",766,634,0,1400,574,513,0,1087,1077,0,261,452,272,11,4,6,3,4,2,2,2,2,7,13,18,28,1087
192,"PRI SCH PALI PAHADI",369,345,0,714,290,245,0,535,530,0,121,74,326,3,1,0,0,0,1,0,0,0,0,2,4,3,535
193,"PRI SCH NAI PALI PAHADI",710,642,0,1352,517,463,0,980,971,0,233,436,241,46,0,0,2,2,1,0,0,2,1,1,6,9,980
194,"PRI SCH ATHODNA",574,501,0,1075,502,343,0,845,837,0,132,333,335,8,2,0,2,3,1,2,2,3,4,6,7,5,845
195,"U PRA SCH ATHODNA",572,522,0,1094,500,318,0,818,811,0,71,272,407,12,2,0,2,0,1,2,3,3,6,16,8,13,818
196,"PRI SCH PATHARI",391,339,0,730,275,231,0,506,501,0,143,173,159,9,1,1,0,0,2,0,1,0,0,9,5,3,506
197,"PRI SCH DONGRI",230,179,0,409,152,86,0,238,236,0,26,92,102,8,1,3,0,0,0,1,1,1,0,0,0,3,238
198,"U PRI SCH RAKSA PART-1",733,649,0,1382,564,421,0,985,976,0,154,564,202,31,3,3,6,1,0,1,0,0,2,5,6,7,985
199,"U PRI SCH RAKSA PART-2",594,498,0,1092,389,323,0,712,706,0,10,392,237,59,1,1,2,0,0,0,1,0,0,3,3,3,712
200,"U PRI SCH RAKSA PART-3",433,401,0,834,304,256,0,560,555,0,26,243,209,66,2,0,3,2,1,0,0,0,3,2,0,3,560
201,"U PRI SCH RAKSA PART-4",427,381,1,809,333,291,0,624,618,0,81,306,180,26,2,1,2,0,1,1,1,2,2,6,6,7,624
202,"U PRI SCH RAKSA PART-5",681,612,0,1293,536,427,0,963,954,0,121,559,214,23,5,1,3,2,1,0,2,2,1,5,10,14,963
203,"PRI SCH DAGARWAHA",631,511,0,1142,528,370,0,898,890,0,116,144,593,19,1,1,1,1,0,0,0,0,4,7,5,6,898
204,"PRI SCH GANESHGARH",323,275,0,598,323,246,0,569,564,0,4,484,52,5,1,1,3,1,1,0,1,0,2,4,9,1,569
205,"PRI SCH DEVGARH",170,142,0,312,160,124,0,284,281,0,30,188,37,13,0,0,1,0,1,1,1,0,1,2,6,3,284
206,"PRI SCH RAMGARH",209,163,0,372,184,143,0,327,324,0,25,95,181,12,2,0,1,0,0,0,1,0,1,1,2,6,327
207,"JU HIGH SCH RAJAPUR PART-1",516,445,0,961,445,325,0,770,763,0,136,121,455,12,0,1,2,0,2,3,0,1,1,12,12,12,770
208,"JU HIGH SCH RAJAPUR PART-2",635,567,0,1202,562,368,0,930,922,0,174,174,536,10,1,0,0,1,1,2,1,4,1,8,8,9,930
209,"PRI SCH BACHAUNI",640,531,0,1171,570,419,0,989,980,0,180,69,646,16,4,0,2,0,4,3,3,2,9,29,5,17,989
210,"PRI SCH PARASAI",393,339,0,732,380,291,0,671,665,0,31,8,627,1,0,0,0,0,0,0,0,0,0,0,1,3,671
211,"PRI SCH IMILIYA",570,451,0,1021,480,346,0,826,819,0,84,237,467,10,1,0,5,0,0,2,2,2,4,3,3,6,826
212,"PRI SCH AMARPUR",703,566,0,1269,555,445,0,1000,991,0,74,30,858,18,2,0,0,0,0,1,0,0,5,5,2,5,1000
213,"PRI SCH PUNAWALIKHURD",406,304,0,710,327,218,0,545,540,0,15,49,455,11,1,0,1,0,1,0,0,1,0,7,1,3,545
214,"PRI SCH GAGONI",252,227,0,479,236,182,0,418,414,0,16,28,359,7,0,0,0,0,0,0,0,0,2,3,2,1,418
215,"PRI SCH BARUAPURA",539,362,0,901,471,293,0,764,757,0,39,37,657,9,0,0,1,1,1,2,0,0,0,9,4,4,764
216,"PRI SCH BAJNA",837,672,0,1509,592,448,0,1040,1031,0,13,3,1016,4,1,1,0,0,1,0,0,0,0,0,0,1,1040
217,"PRI SCH BAMER",493,383,0,876,367,260,0,627,621,0,207,43,348,12,0,1,1,1,0,0,0,2,0,2,3,7,627
218,"PRI SCH MATH",235,174,0,409,207,139,0,346,343,0,38,24,248,22,1,0,0,1,0,0,1,0,2,1,3,5,346
219,"PRI SCH RUNDBALOURA",346,281,0,627,278,229,0,507,502,0,268,50,162,5,0,0,1,0,0,0,2,0,0,1,6,12,507
220,"PRI SCH DURGAPUR",470,374,0,844,354,279,0,633,627,0,160,287,139,8,0,1,2,1,1,0,0,1,2,8,8,15,633
221,"U MA SCH BALOURA",791,636,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"PRI SCH SAFA",372,320,0,692,329,254,0,583,578,0,135,165,245,6,1,1,2,1,0,0,0,0,6,9,7,5,583
223,"PRI SCH DAGARIYA RUND",289,253,0,542,153,123,0,276,274,0,66,56,87,58,0,0,0,0,0,1,0,0,1,3,1,3,276
224,"PRI SCH KASHINAGAR",315,251,0,566,238,216,0,454,450,0,142,198,101,3,0,0,0,1,1,0,2,1,1,1,1,2,454
225,"PRI SCH SAIYAR",467,362,0,829,393,206,0,599,594,0,117,131,320,9,0,0,2,1,1,0,1,1,4,4,1,7,599
226,"PRI SCH ATARIYAN",240,202,0,442,199,163,0,362,359,0,1,27,322,4,1,0,1,0,0,0,0,0,2,3,1,0,362
227,"PANCHAYAT BHAWAN SAIYAR",441,340,0,781,353,244,0,597,592,0,18,59,492,4,3,0,0,1,0,0,0,0,5,4,6,5,597
228,"PRI SCH KHAILAR PART-1",648,553,0,1201,472,386,0,858,850,0,137,346,262,74,4,2,5,0,0,2,2,2,2,7,4,9,858
229,"PRI SCH KHAILAR PART-2",599,546,0,1145,456,374,0,830,823,0,208,200,329,74,1,0,2,1,3,0,0,0,0,2,5,5,830
230,"KANYA PRI SCH KHAILAR",740,634,0,1374,536,390,0,926,918,0,113,353,360,56,3,3,6,0,3,1,1,3,4,5,5,10,926
231,"JU HIGH SCH KHAILAR PART-1",683,553,0,1236,338,377,0,715,709,0,118,287,189,98,9,1,2,1,0,0,1,0,1,1,3,4,715
232,"JU HIGH SCH KHAILAR PART-2",802,653,0,1455,391,305,0,696,690,0,104,321,175,74,3,2,1,0,1,2,1,0,0,2,6,4,696
233,"ZILA PARISHAD I C BHEL KHAILAR PART-1",586,442,0,1028,186,186,0,372,369,0,40,214,40,61,12,0,0,1,0,0,0,0,0,0,1,3,372
234,"ZILA PARISHAD IC BHEL KHAILAR PAR-2",481,445,0,926,146,200,0,346,343,0,54,165,41,61,21,1,0,0,0,0,0,0,0,0,0,3,346
235,"ZILA PARISHAD I C BHEL KHAILAR PART-3",743,631,0,1374,256,267,0,523,518,0,49,320,40,82,26,0,1,0,0,0,0,0,1,0,0,4,523
236,"PRI SCH SIMRAWARI PART-1",725,589,0,1314,546,430,0,976,967,0,231,422,257,19,1,0,4,3,3,2,2,1,1,10,12,8,976
237,"JU HIGH SCH SIMRAWARI PART-2",531,428,0,959,330,273,0,603,598,0,68,317,117,77,17,0,1,0,0,0,0,0,1,0,3,2,603
238,"JU HIGH SCH SIMRAWARI PART-3",552,423,0,975,323,273,0,596,591,0,71,241,205,57,5,0,2,1,1,0,0,0,0,4,4,5,596
239,"PRI SCH SIMRAWARI PART-4",675,547,0,1222,345,294,0,639,633,0,101,304,139,77,3,3,0,0,1,1,1,1,0,1,3,4,639
240,"PRI SCH SIMRAWARI PART-5",670,536,2,1208,344,240,0,584,579,0,49,330,117,61,9,2,1,3,1,0,0,2,2,3,2,2,584
241,"PRA SWA KENDRA SIMRAWARI PART-6",826,660,1,1487,410,320,0,730,723,0,182,306,169,50,0,1,2,1,1,2,1,0,0,2,6,7,730
242,"PRA SWA KENDRA SIMRAWARI PART-7",911,720,0,1631,525,411,0,936,928,0,307,298,251,44,11,0,0,1,1,1,1,1,4,4,1,11,936
243,"PRI SCH MATHURAPURA PART-1",468,390,0,858,328,250,0,578,573,0,122,170,259,10,1,1,0,0,0,0,1,2,2,1,3,6,578
244,"PRI SCH MATHURAPURA PART-2",536,425,0,961,415,312,0,727,720,0,229,218,176,26,5,0,5,1,2,4,3,4,7,8,16,23,727
245,"PRI SCH CHAMRAUA PART-1",605,484,0,1089,409,301,0,710,704,0,262,129,286,8,0,1,2,1,0,0,2,0,1,2,5,11,710
246,"PRI SCH CHAMRAUA PART-2",598,470,0,1068,393,287,0,680,674,0,148,175,282,13,1,1,11,1,4,2,3,3,5,11,6,14,680
247,"PRI SCH KOTI",598,462,0,1060,488,377,0,865,857,0,17,490,285,9,3,7,2,2,0,2,3,2,3,7,19,14,865
248,"PRI SCH GUDHA",271,217,0,488,241,161,0,402,398,0,27,38,329,6,0,0,0,0,0,0,0,1,0,0,0,1,402
249,"PRI SCH RAMPURA",110,103,0,213,104,100,0,204,202,0,148,8,37,0,1,0,0,0,0,0,0,0,0,2,2,6,204
250,"PRI SCH MURARI",582,450,0,1032,412,289,0,701,695,0,108,168,370,19,1,1,4,1,1,1,3,1,8,5,4,6,701
251,"PRI SCH KILCHUWARAKHURD",170,131,0,301,151,110,0,261,259,0,1,180,62,1,0,0,0,0,2,0,1,0,2,3,5,4,261
252,"PU MA SCH KHAJRAHA BUJURG PART-1",389,323,0,712,304,243,0,547,542,0,46,397,72,3,1,1,2,0,1,2,1,1,0,8,7,5,547
253,"PU MA SCH KHAJRAHABUJURG PART-2",384,296,0,680,295,230,0,525,520,0,45,275,142,17,1,3,3,0,2,4,1,4,1,3,13,11,525
254,"PU MA SCH KHAJRAHABUJURG PART-3",477,410,0,887,371,317,0,688,682,0,353,195,86,12,3,3,3,2,0,0,3,1,2,1,9,15,688
255,"PRI SCH CHANDRANAGAR MAJRA KHAJRAHA BUJURG",548,423,0,971,461,349,0,810,803,0,472,178,124,4,1,3,0,1,1,0,2,1,1,6,5,11,810
256,"PRI SCH KHAJRAHAKHURD PART-1",370,353,0,723,309,271,0,580,575,0,11,379,155,4,0,0,0,2,0,2,3,1,2,4,11,6,580
257,"PRA SCH KHAJRAHAKHURD PART-2",398,336,0,734,337,255,0,592,587,0,114,290,141,5,1,0,7,0,1,3,2,3,2,3,14,6,592
258,"PRI SCH KILCHUWARA BUJURG",386,273,0,659,371,216,0,587,582,0,84,28,449,8,1,1,0,0,0,0,2,1,2,2,2,7,587
259,"PRI SCH TOOKA MAJRA",354,302,0,656,261,212,0,473,469,0,289,47,118,3,0,0,0,0,0,0,0,0,2,2,5,7,473
260,"PRI SCH SARWA PART-1",578,477,0,1055,473,364,0,837,829,0,41,538,146,21,4,1,2,3,1,8,1,7,7,18,20,19,837
261,"PRI SCH SARWA PART-2",621,481,0,1102,507,359,0,866,858,0,159,282,308,36,3,2,7,0,2,5,4,4,13,6,11,24,866
262,"PRI SCH BAIDORA PART-1",763,633,0,1396,591,443,0,1034,1025,0,194,524,202,8,4,3,5,2,3,7,3,6,8,11,31,23,1034
263,"PU MA SCH BAIDORA PART-2",554,396,0,950,428,286,0,714,708,0,21,387,260,2,1,1,4,1,1,2,1,1,0,11,8,13,714
264,"PU MA SCH BAIDORA PART-3",500,375,0,875,394,272,0,666,660,0,33,205,391,8,1,0,2,0,1,3,2,1,4,7,7,1,666
265,"PRI SCH KHAIRA",544,379,0,923,442,284,0,726,719,0,117,110,465,8,0,2,0,1,2,0,1,2,2,7,4,5,726
266,"NAVEEN PRI SCH MAJRA TAPRA",305,234,0,539,284,192,0,476,472,0,69,14,358,4,2,0,0,1,1,1,0,0,3,10,1,12,476
267,"PRI SCH BASAI",532,415,0,947,387,247,0,634,628,0,35,216,357,6,0,0,1,0,1,0,2,0,3,3,5,5,634
268,"PRI SCH BADANPUR",290,227,0,517,232,157,0,389,385,0,15,41,284,14,3,1,2,1,0,6,2,1,3,10,4,2,389
269,"PU MA SCH BUDHPURA PART-1",505,406,0,911,391,261,0,652,646,0,52,372,179,10,2,2,2,1,3,1,3,3,5,4,4,9,652
270,"PU MA SCH BUDHPURA PART-2",651,568,0,1219,487,391,0,878,870,0,329,235,201,17,4,2,5,0,2,4,7,7,11,12,7,35,878
271,"PRI SCH KHADI",473,417,0,890,376,292,0,668,662,0,27,388,202,17,3,0,2,0,2,1,2,3,4,4,7,6,668
272,"PRI SCH GUWAWLI",655,549,0,1204,469,358,0,827,820,0,203,314,237,24,2,1,0,0,4,1,2,1,5,7,14,12,827
273,"PRI SCH BAIJPUR",396,355,0,751,314,268,0,582,577,0,30,178,308,16,4,0,1,1,0,1,2,1,11,13,6,10,582
274,"PRI SCH MANKUWAN",298,240,0,538,259,185,0,444,440,0,3,4,434,0,2,0,0,0,0,0,0,0,0,1,0,0,444
275,"PRI SCH KUDRIYAN",496,435,0,931,351,243,0,594,589,0,94,329,127,15,1,2,1,1,0,1,0,0,3,2,9,9,594
276,"PRI SCH HEERAPURA",507,463,0,970,370,311,0,681,675,0,29,458,151,19,2,1,2,1,0,0,0,0,0,5,8,5,681
277,"PRI SCH TAPARIYAN",566,473,0,1039,381,312,0,693,687,0,39,118,472,42,2,1,2,0,0,0,0,2,2,9,1,3,693
278,"SARASWATI SHISHU MANDIR PANCHAYAT BHAWAN PART-1",697,629,0,1326,409,327,0,736,729,0,52,327,255,68,0,1,0,1,1,0,1,3,7,6,6,8,736
279,"SARASWATI SHISHU MANDIR PANCHAYAT BHAWAN PART-2",348,283,0,631,211,128,0,339,336,0,23,208,83,19,0,0,1,0,1,0,0,0,0,1,2,1,339
280,"SARASWATI SHISHU MANDIR PANCHAYAT BHAWAN PART-3",532,504,0,1036,360,295,0,655,649,0,40,295,233,79,2,1,1,0,0,0,0,0,1,1,0,2,655
281,"SARASWATI SHISHU MANDIR PANCHAYAT BHAWAN PART-4",668,588,0,1256,405,329,0,734,727,0,47,378,230,62,7,0,1,0,0,0,2,1,1,2,3,0,734
282,"KENDRIYA PRI SCH BABINA BAZAR PART-1",710,383,0,1093,357,215,0,572,567,0,206,209,84,43,11,0,0,0,0,0,1,0,3,0,3,12,572
283,"KENDRIYA PRI SCH BABINA BAZAR PART-2",2162,652,0,2814,895,236,0,1131,1121,0,99,778,87,132,24,2,0,1,1,1,0,0,0,1,0,5,1131
284,"KENDRIYA PRI SCH BABINA BAZAR PART-3",744,477,0,1221,460,283,0,743,736,0,20,428,185,94,5,0,1,0,1,2,0,0,0,1,2,4,743
285,"LALBAHADUR SHASTRI U MA SCH BABINA PART-1",967,625,0,1592,501,345,0,846,838,0,94,337,277,110,4,0,1,0,0,1,0,1,1,7,6,7,846
286,"LALBAHADUR SASTRI U MA SCH BABINA PART-2",977,610,0,1587,498,359,0,857,849,0,226,325,178,102,17,0,2,0,0,0,1,0,0,2,1,3,857
287,"LAL BAHADUR SHASTRI U MA SCH BABINA PART-3",1346,832,0,2178,854,464,0,1318,1306,0,29,841,308,123,14,0,0,0,0,0,0,1,1,0,1,0,1318
288,"LAL BAHADUR SHASTRI U MA SCH BABINA PART-4",631,343,0,974,391,214,0,605,600,0,18,283,253,44,3,0,0,0,1,0,1,0,0,0,1,1,605
289,"PU MA KANYA SCH PANCHAYAT BHAWAN BABINA",738,668,0,1406,567,442,0,1009,1000,0,37,249,598,104,1,2,0,0,2,0,0,1,2,10,0,3,1009
290,"PRI SCH BABINA CANTT PART-1",873,710,0,1583,565,452,0,1017,1008,0,26,633,243,93,1,2,2,0,0,3,1,0,2,5,3,3,1017
291,"PRI SCH BABINA CANTT PART-2",811,729,0,1540,484,446,0,930,922,0,32,582,171,73,5,3,4,3,4,4,4,4,6,10,11,14,930
292,"NAVEEN KANYA PRI SCH MATANPURA",882,663,0,1545,587,400,0,987,978,0,11,471,358,119,4,2,1,1,0,0,1,2,4,2,8,3,987
293,"ARMY SCH BABINA CANTT",347,188,0,535,173,101,0,274,272,0,18,32,209,7,0,0,0,1,0,0,0,0,1,3,1,2,274
294,"PRI SCH RASOI",767,643,0,1410,528,451,0,979,970,0,35,408,472,20,1,1,3,2,0,0,0,2,5,10,17,3,979
295,"PRI SCH MANPUR",609,521,0,1130,443,397,0,840,832,0,170,507,91,19,1,1,4,2,0,0,3,0,2,8,19,13,840
296,"NAVEEN PRA SCH MUTRAN",193,180,0,373,175,166,0,341,338,0,22,270,22,1,0,1,1,0,0,0,2,1,3,1,9,8,341
297,"PRI SCH GANESHPURA",325,295,0,620,292,232,0,524,519,0,45,168,289,5,0,0,1,1,1,1,0,0,4,1,5,3,524
298,"PRI SCH THAKURPURA",404,345,0,749,333,304,0,637,631,0,58,293,211,20,1,2,3,1,2,0,4,6,4,8,19,5,637
299,"U MA SCH LEHER THAKURPURA",522,442,0,964,476,355,0,831,824,0,75,139,543,13,6,4,3,1,6,1,1,2,5,12,7,13,831
300,"PRA SCH KHIRKAN",137,126,0,263,122,110,0,232,230,0,5,19,205,1,0,0,0,0,0,0,0,0,0,0,1,1,232
301,"PRI SCH SIMIRIYA",593,495,0,1088,492,347,0,839,831,0,122,172,463,29,2,2,4,4,1,2,0,2,3,8,11,14,839
302,"PRI SCH SUKUWAN",437,377,0,814,367,289,0,656,650,0,69,240,282,8,5,3,2,1,2,1,4,0,6,11,11,11,656
303,"PRI SCH RASEENA",580,506,0,1086,524,402,0,926,918,0,49,37,827,6,0,0,1,0,0,0,1,0,0,2,0,3,926
304,"PRI SCH RATANPUR",168,139,0,307,153,113,0,266,264,0,8,78,153,7,1,1,2,2,0,0,2,0,0,5,4,3,266
305,"PRI SCH KOTI",255,219,0,474,187,144,0,331,328,0,38,83,160,13,2,0,0,2,1,1,3,0,3,6,10,9,331
306,"PANCHAYAT BHAWAN PURA",337,324,0,661,294,257,0,551,546,0,3,30,499,8,0,0,0,0,1,1,1,2,1,2,0,3,551
307,"PANCHAYAT BHAWAN PRITHVIPURA NAYAKHEDA",571,475,0,1046,478,398,0,876,868,0,83,517,181,23,0,2,0,4,2,2,0,2,7,12,25,16,876
308,"PRI SCH PRITHIVIPURA NAYAKHEDA",391,328,0,719,234,270,0,504,499,0,22,255,173,17,2,2,2,0,0,0,3,1,3,8,9,7,504
309,"PRI SCH SEKAR",137,117,0,254,118,95,0,213,211,0,8,46,135,4,0,2,0,0,0,1,0,0,3,6,3,5,213
310,"U MA SCH GHISOLI PART-1",499,400,0,899,379,308,0,687,681,0,129,327,155,45,0,1,2,0,0,0,0,3,4,6,9,6,687
311,"U MA SCH GHISOLI PART-2",454,361,0,815,349,246,0,595,590,0,40,209,233,41,8,2,3,0,4,3,2,2,8,15,13,12,595
312,"PRI SCH BAGHAURA",770,665,0,1435,631,501,0,1132,1122,0,190,303,510,45,3,2,10,2,3,2,3,3,12,9,10,25,1132
313,"PRI SCH BADORA PART-1",383,338,0,721,303,229,0,532,527,0,91,189,217,13,1,1,1,3,0,1,1,1,2,3,4,4,532
314,"PRI SCH BADORA PART-2",474,401,0,875,404,271,0,675,669,0,32,325,274,8,0,1,1,0,2,0,3,1,2,11,9,6,675
315,"PRI SCH NOHRA",298,269,0,567,273,245,0,518,513,0,10,147,336,10,1,0,0,0,1,0,0,0,1,4,5,3,518
316,"RANI LAXMIBAI JU HIGH SCH PART-1",611,511,0,1122,322,249,0,571,566,0,87,301,45,121,4,0,1,1,1,0,1,0,0,2,3,4,571
317,"RANI LAXMIBAI JU HIGH SCH PART-2",330,258,0,588,176,125,0,301,298,0,22,150,51,72,1,0,1,0,0,0,0,1,0,0,0,3,301
318,"NCR MAHILA KALYAN SANGATHAN GANDHI SMARAK JU HIGH SCH PART-1",364,327,0,691,223,156,0,379,376,0,55,159,96,61,4,0,1,0,0,0,0,0,1,1,0,1,379
319,"NCR MAHILA KALYAN SANGATHAN GANDHI SMARAK JU HIGH SCH JHANSI PART-2",422,302,0,724,230,182,0,412,408,0,34,234,73,66,1,0,0,1,0,0,0,0,1,1,0,1,412
320,"NCR MAHILA KALYAN SANGTHAN GANDHI SMARAK JU HIGH SCH JHANSI PART-3",361,287,0,648,168,123,0,291,288,0,30,172,27,52,6,0,0,0,0,0,0,0,0,0,4,0,291
321,"NCR MAHILA KALYAN SANGTHAN GANDHI SMARAK JU HIGH SCH JHANSI PART-4",418,356,0,774,264,234,0,498,494,0,51,239,126,76,3,0,0,0,0,0,0,0,0,1,0,2,498
322,"BAL MANDI JU HIGH SCH GARIYA MARG PART-1",849,566,0,1415,349,211,0,560,555,0,58,352,40,96,11,0,0,0,0,0,0,0,0,0,0,3,560
323,"BAL MANDIR JU HIGH SCH GARIYA MARG PART-2",474,380,0,854,247,193,0,440,436,0,51,274,31,75,4,0,1,0,0,0,0,0,0,1,1,2,440
324,"BAL MANDIR JU HIGH SCH GARIYA MARG PART-3",557,492,0,1049,298,253,0,551,546,0,45,284,75,127,10,1,0,0,0,0,1,1,0,0,2,5,551
325,"CANTONMENT SCH SADAR BAZAR PART-1",519,494,0,1013,371,334,0,705,699,0,77,337,138,138,4,0,0,0,1,0,0,0,2,1,1,6,705
326,"CANTONMENT SCH SADAR BAZAR PART-2",613,450,0,1063,388,268,0,656,650,0,13,493,65,81,2,1,0,0,0,0,0,0,0,0,0,1,656
327,"CANTONMENT SCH SADAR BAZAR PART-3",495,348,0,843,283,195,0,478,474,0,33,303,78,56,2,2,0,0,0,1,0,0,1,1,1,0,478
328,"CANTONMENT SCH SADAR BAZAR PART-4",866,312,0,1178,343,145,0,488,484,0,20,319,41,99,8,0,0,0,0,0,0,0,0,0,0,1,488
329,"CANTONMENT PRI SCH SADAR BAZAR PART-1",723,392,0,1115,310,186,0,496,492,0,76,275,57,78,6,0,0,0,0,0,0,0,1,0,0,3,496
330,"CANTONMENT PRI SCH SADAR BAZAR PART-2",503,407,0,910,361,273,0,634,628,0,123,354,66,87,2,0,0,0,0,0,0,1,0,0,0,1,634
331,"CANTONMENT PRI SCH SADAR BAZAR PART-3",549,429,0,978,368,275,0,643,637,0,34,505,49,49,2,0,0,0,0,0,0,0,0,0,2,2,643
332,"CANTT PRI SCH TOPKHANA BAZAR PART-1",999,547,0,1546,464,253,0,717,711,0,38,472,121,73,8,0,1,0,0,0,1,0,0,1,0,2,717
333,"CANTT PRI SCH TOPKHANA BAZAR PART-2",984,440,0,1424,460,190,0,650,644,0,26,417,35,148,21,0,0,0,0,0,0,1,0,0,0,2,650
334,"PRI SCH LALKURTI BAZAR PART-1",1028,550,0,1578,507,268,0,775,768,0,56,472,58,163,17,1,0,0,0,0,0,1,3,2,0,2,775
335,"PRI SCH LALKURTI BAZAR PART-2",947,372,0,1319,428,136,0,564,559,0,29,376,29,98,25,0,0,0,3,0,0,0,0,1,0,3,564
