"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJIT SINGH","2 - GHULAM MOHAMMED","3 - PRASHANT CHAUDHRI","4 - DR. SATYA PAL SINGH","5 - ANIL KUMAR","6 - KRISHAN PAL","7 - YUNUSH","8 - SOMENDAR DHAKA","9 - AJAY PAL","10 - ARVIND","11 - JAIVINDRA KUMAR","12 - NISHANT","13 - RUKSANA","14 - SUBHASH CHAND KASHYAP","15 - None of the Above","Total Votes Secured"
155,"PRIMARI PATHSHALA PASCHIM GURANA",511,405,0,916,357,261,0,618,618,0,371,49,4,182,2,0,1,4,1,0,2,2,0,0,0,618
156,"PRIMARI KANYA PATHSHALA GURANA",407,283,0,690,334,204,0,538,526,0,388,2,5,135,0,0,0,1,0,1,1,1,0,1,3,538
157,"BALMIKI CHOPAL GURANA",381,266,0,647,231,144,0,375,343,0,65,35,9,251,2,0,0,2,1,0,2,3,2,1,2,375
158,"ADARSH PRIMARY PATHSHALA R. NO. 1 BADKA",469,399,0,868,346,295,0,641,641,0,8,90,117,412,4,0,0,2,0,0,0,0,5,0,3,641
159,"ADARSH PRIMARY PATHSHALA R. NO. 2 BADKA",635,488,0,1123,494,366,0,860,860,0,19,400,43,381,1,2,0,0,0,0,5,3,4,1,1,860
160,"KANYA PRIMARY PATHSHALA BADKA",697,597,0,1294,478,425,0,903,899,0,54,75,70,692,0,0,0,3,0,0,4,4,0,1,0,903
161,"HARIJAN CHOPAL SHAHPUR BADOULI",706,471,0,1177,393,211,0,604,590,0,71,4,283,218,4,0,0,0,0,0,11,4,1,2,6,604
162,"PRIMARI PATHSHALA NO. 2 SHAHPUR BADOULI",674,505,0,1179,441,325,0,766,766,0,210,88,17,417,5,1,0,0,0,1,11,7,1,4,4,766
163,"PRIMARI PATHSHALA NO. 2 SHAHPUR BADOULI",618,420,0,1038,473,286,0,759,759,0,566,0,2,190,0,0,0,0,0,0,0,1,0,0,0,759
164,"PRIMARI PATHSHALA NO. 1 R. NO. 1 SHAHPUR BADOULI",679,445,0,1124,492,282,0,774,759,0,393,23,7,339,2,0,1,0,0,0,3,1,0,0,5,774
165,"PRIMARI PATHSHALA NO. 1 R. NO. 4 SHAHPUR BADOULI",526,397,0,923,364,250,0,614,610,0,412,7,1,188,0,0,0,4,0,0,0,2,0,0,0,614
166,"PRIMARI PATHSHALA UTTAR IDRISHPUR",780,631,0,1411,552,450,0,1002,1002,0,10,965,7,4,0,0,1,1,1,1,1,2,1,3,5,1002
167,"PRIMARI PATHSHALA DAXIN IDRISHPUR",544,508,0,1052,357,416,0,773,773,0,4,487,165,92,1,1,0,4,1,0,6,1,4,3,4,773
168,"PRIMARI PATHSHALA DAXIN ALAWALPUR",536,440,0,976,399,327,0,726,719,0,21,113,135,447,1,0,0,0,0,0,2,1,3,2,1,726
169,"PRIMARI PATHSHALA DAXIN ALAWALPUR",449,329,0,778,372,232,0,604,604,0,0,36,10,553,1,0,0,0,0,0,2,1,1,0,0,604
170,"PRIMARI PATHSHALA BAAM",650,537,0,1187,488,370,0,858,852,0,20,176,61,586,2,0,0,1,0,0,1,1,2,2,6,858
171,"HARIJAN CHOPAL OSIKA",782,668,0,1450,546,447,0,993,968,0,31,756,134,62,2,0,1,0,1,0,1,0,2,2,1,993
172,"ISLAMIYA SCHOOL DAXIN OSIKA",672,546,0,1218,569,406,0,975,968,0,50,754,6,145,7,0,0,0,1,1,4,3,1,1,2,975
173,"HARIJAN CHOPAL HILWARI",455,315,0,770,267,185,0,452,452,0,77,89,165,106,1,0,2,0,0,1,1,3,4,1,2,452
174,"JANTA INTER COLLEGE HILWARI",792,620,0,1412,541,430,0,971,971,0,65,703,11,170,1,0,0,0,0,1,1,1,1,11,6,971
175,"JANTA INTER COLLEGE HILWARI",538,404,0,942,436,248,0,684,684,0,254,24,31,364,0,0,1,0,0,0,3,1,3,0,3,684
176,"PRIMARI PATHSHALA NO0 1 R. NO. 1 HILWARI",870,662,0,1532,631,493,0,1124,1124,0,560,11,8,517,2,2,1,2,1,0,5,9,0,1,5,1124
177,"PRIMARI PATHSHALA NO. 1 R. NO. 2 HILWARI",531,382,0,913,361,244,0,605,585,0,340,39,8,208,2,0,0,2,2,1,2,0,0,0,1,605
178,"PRIMARI PATHSHALA NO. 2 HARIJAN BASTI FATEHPUR PUTTHI",674,484,0,1158,469,332,0,801,801,0,234,51,75,405,5,0,1,2,2,1,13,4,2,1,5,801
179,"PRIMARI PATHSHALA NO. 1 R. NO. 1 FATEHPUR PUTTHI",592,426,0,1018,466,310,0,776,770,0,575,37,3,156,0,0,0,1,0,1,2,0,0,0,1,776
180,"PRIMARI PATHSHALA NO. 1 R. NO. 2 FATEHPUR PUTTHI",473,345,0,818,354,257,0,611,611,0,395,21,62,131,0,0,0,0,0,0,0,1,0,0,1,611
181,"PRIMARI PATHSHALA UTTAR JAHAN GRH URF DOJHA",572,434,0,1006,390,275,0,665,665,0,4,388,17,251,1,0,0,0,0,0,2,0,0,0,2,665
182,"PRIMARI PATHSHALA DAXIN JAHAN GRH URF DOJHA",526,400,0,926,351,259,0,610,610,0,22,280,14,279,0,0,0,0,0,1,5,3,0,2,4,610
183,"HARIJAN CHOPAL PATTI PACHOSIA ATI0 DHANORA SILVARNAGAR",502,350,0,852,308,215,0,523,523,0,3,0,336,165,1,0,1,0,0,0,7,2,7,0,1,523
184,"INTER COLLEGE UTTAR DHANORA SILVARNAGAR",683,518,0,1201,368,277,0,645,613,0,208,79,45,298,2,1,0,1,0,0,3,3,0,0,5,645
185,"INTER COLLEGE MADHY DHANORA SILVARNAGAR",686,498,0,1184,460,346,0,806,794,0,122,104,14,532,3,1,1,0,2,1,16,5,1,0,4,806
186,"INTER COLLEGE DAXIN DHANORA SILVARNAGAR",803,555,0,1358,510,372,0,882,862,0,135,447,17,261,1,0,1,1,0,1,6,4,0,5,3,882
187,"PRIMARI PATHSHALA NO. 1 R. NO. 1 DHANORA SILWAR NAGAR",461,315,0,776,297,197,0,494,494,0,182,29,53,215,1,0,0,2,0,0,4,4,0,1,3,494
188,"PRIMARI PATHSHALA NO. 1 R. NO. 2 DHANORA SILWAR NAGAR",801,563,0,1364,618,398,0,1016,1013,0,749,8,3,250,2,0,0,0,0,0,1,1,0,1,1,1016
189,"PRIMARI PATHSHALA R. NO. 1 GWALI KHERA",555,448,0,1003,351,302,0,653,638,0,26,44,7,564,1,0,0,0,0,0,5,4,0,2,0,653
190,"PRIMARI PATHSHALA R. NO. 2 GWALI KHERA",338,301,0,639,210,212,0,422,414,0,14,17,53,333,1,0,0,0,0,0,1,2,0,1,0,422
191,"PRIMARI PATHSHALA PURAB BUDHEDA",894,572,1,1467,562,320,0,882,881,0,12,41,343,475,0,0,0,0,1,1,1,2,1,1,4,882
192,"PRIMARI PATHSHALA PASCHIM BUDHEDA",852,527,0,1379,528,310,0,838,833,0,6,76,233,494,0,1,2,0,0,1,4,6,2,5,8,838
193,"PRIMARI PATHSHALA KONOULI",238,167,0,405,196,136,0,332,332,0,3,7,281,40,0,0,0,0,0,0,1,0,0,0,0,332
194,"PRIMARI PATHSHALA DHODHRA",495,362,0,857,310,246,0,556,556,0,19,75,161,297,2,0,0,0,0,0,1,0,1,0,0,556
195,"PRIMARI PATHSHALA SADULLAPUR",271,225,0,496,230,162,0,392,363,0,286,0,41,63,0,0,0,0,0,0,0,0,1,0,1,392
196,"DHARMSHALA HARIJAN SHIKOHPUR",670,521,0,1191,448,347,0,795,795,0,84,75,266,323,4,3,0,2,1,18,6,3,3,3,4,795
197,"PRIMARI PATHSHALA SHIKOHPUR",793,596,0,1389,592,409,0,1001,994,0,549,51,23,371,2,0,0,2,0,0,1,1,0,0,1,1001
198,"ADARSH PRIMARY PATHSHALA UTTAR KHEDKI",348,280,0,628,255,204,0,459,456,0,2,25,74,348,0,0,0,5,1,0,2,0,1,0,1,459
199,"ADARSH PRIMARY PATHSHALA DAXIN KHEDKI",471,350,0,821,335,245,0,580,580,0,8,48,67,441,1,0,0,9,0,0,2,2,1,0,1,580
200,"PRIMARI PATHSHALA POORV TYODHI",774,611,0,1385,529,411,0,940,940,0,48,129,27,720,5,2,0,1,0,0,1,2,0,1,4,940
201,"PRIMARI PATHSHALA PASCHIM TYODHI",873,636,0,1509,654,452,0,1106,1106,0,69,101,240,663,2,0,1,2,2,1,8,9,5,0,3,1106
202,"HARIJAN CHOPAL ATI0 RAJPUR KHAMPUR",767,511,0,1278,577,344,0,921,903,0,151,167,176,395,7,0,0,0,0,0,7,6,4,5,3,921
203,"PRIMARI PATHSHALA RAJPUR KHAMPUR",564,382,0,946,419,272,0,691,687,0,435,4,2,246,1,0,0,1,0,1,0,0,0,0,1,691
204,"PRIMARI PATHSHALA RAJPUR KHAMPUR",419,289,0,708,338,227,0,565,565,0,485,17,4,57,0,1,0,0,0,0,1,0,0,0,0,565
205,"HARIJAN CHOPAL KHEDA ISLAMPUR",431,319,0,750,268,196,0,464,464,0,14,5,229,194,1,0,0,1,0,1,7,4,5,1,2,464
206,"PRIMARI PATHSHALA UTTAR KHEDA ISLAMPUR",518,354,0,872,372,232,0,604,603,0,379,1,1,221,0,0,0,0,0,0,2,0,0,0,0,604
207,"PRIMARI PATHSHALA DAXIN KHEDA ISLAMPUR",581,442,0,1023,409,285,0,694,674,0,380,5,3,291,3,0,0,2,1,0,5,1,0,0,3,694
208,"HARIJAN CHOPAL SULTANPUR HATANA",691,429,0,1120,577,244,0,821,821,0,405,51,96,252,3,2,1,0,1,0,2,1,1,1,5,821
209,"PRIMARI PATHSHALA SULTANPUR HATANA",650,416,0,1066,458,291,0,749,749,0,366,7,18,345,3,0,0,0,0,2,2,4,0,2,0,749
210,"PRIMARI PATHSHALA DAXIN BIHARIPUR",504,334,0,838,344,202,0,546,526,0,261,13,78,189,0,0,0,0,0,0,0,0,1,4,0,546
211,"PRIMARI PATHSHALA UTTAR BIHARIPUR",444,334,0,778,318,222,0,540,540,0,394,14,1,127,1,0,1,0,0,0,0,0,0,0,2,540
212,"HARIJAN CHOPAL FAIJPUR NINANA",555,384,0,939,415,273,0,688,688,0,52,5,437,158,3,0,2,4,0,0,5,5,10,1,6,688
213,"CH. CHARAN SINGH VEDIC INTER COLLEGE PASCHIM R. NO. 1  FAIJPUR NINANA",607,433,0,1040,450,285,0,735,735,0,187,43,11,466,5,0,1,5,1,1,10,4,0,0,1,735
214,"CH. CHARAN SINGH VEDIC INTER COLLEGE PASCHIM R. NO. 2   FAIJPUR NINANA",362,277,0,639,275,201,0,476,476,0,94,35,20,312,2,0,0,3,0,0,3,7,0,0,0,476
215,"CH. CHARAN SINGH VEDIC INTER COLLEGE POORV FAIJPUR NINANA",737,491,0,1228,544,302,0,846,846,0,503,4,3,327,1,1,0,4,0,1,0,1,0,0,1,846
216,"PRIMARI PATHSHALA NO. 2 FAIJULLAPUR",562,400,0,962,398,244,0,642,642,0,36,4,66,531,1,0,0,0,0,0,2,1,1,0,0,642
217,"DIGAMBAR JAIN DHARMSHALA UTTAR SAROORPUR KALAN",897,584,0,1481,638,366,0,1004,1004,0,476,3,5,511,1,0,0,0,0,1,2,2,1,0,2,1004
218,"DIGAMBAR JAIN DHARMSHALA DAXIN SAROORPUR KALAN",744,556,0,1300,503,363,0,866,866,0,540,1,1,309,2,0,0,4,1,0,3,0,1,0,4,866
219,"SAMUDAYIK VIKAS KENDR SAROORPUR KALAN",707,523,0,1230,484,323,0,807,807,0,354,4,1,438,1,0,0,0,0,1,4,2,0,0,2,807
220,"BHARAT MODAL SCHOOL SAROORPUR KALAN",559,403,0,962,363,213,0,576,555,0,165,110,19,251,0,1,1,1,1,3,5,2,0,4,13,576
221,"BASIC PRAIMARY PATHSHALA R. NO. 1 SAMUDAYIK VIKAS KENDR SAROORPUR KALAN",567,405,0,972,390,283,0,673,673,0,238,1,4,423,0,1,0,2,1,0,1,2,0,0,0,673
222,"BASIC PRAIMARY PATHSHALA R. NO. 2 SAMUDAYIK VIKAS KENDR SAROORPUR KALAN",381,295,0,676,284,208,0,492,474,0,183,14,2,287,0,0,0,4,0,1,1,0,0,0,0,492
223,"HARIJAN CHOPAL SAROORPUR KALAN",155,122,0,277,99,78,0,177,166,0,17,2,41,105,0,1,0,2,0,0,3,3,0,0,3,177
224,"AGARWAL DHARMSHALA SAROORPUR KALAN",418,285,0,703,258,192,0,450,450,0,110,55,20,256,1,0,0,0,0,0,3,2,0,1,2,450
225,"PRIMARY PATHSHALA UTTAR NETHLA",595,463,0,1058,450,298,0,748,746,0,16,4,130,577,1,0,0,1,1,1,13,3,1,0,0,748
226,"PRIMARY PATHSHALA DAXIN NETHLA",400,294,1,695,392,259,0,651,651,0,12,1,10,618,4,0,0,3,0,0,3,0,0,0,0,651
227,"PRIMARY PATHSHALA LADHWARI",847,654,0,1501,579,407,0,986,986,0,234,167,113,449,3,0,1,3,0,1,7,2,3,1,2,986
228,"PRIMARI PATHSHALA POORV GORIPUR JAWAHRNAGAR",470,359,0,829,390,295,0,685,660,0,2,5,3,664,0,0,0,3,0,0,3,3,0,0,2,685
229,"PRIMARI PATHSHALA PASCHIM GORIPUR JAWAHRNAGAR",522,410,0,932,401,273,0,674,674,0,5,1,31,627,3,0,0,0,0,0,3,3,0,0,1,674
230,"PRIMARY PATHSHALA UTTAR NIWARA",665,515,0,1180,499,305,0,804,804,0,33,695,54,17,0,1,0,0,0,0,2,1,0,0,1,804
231,"PRIMARY PATHSHALA PASCHIM NIWARA",715,511,0,1226,527,321,0,848,848,0,23,562,229,22,1,0,0,2,0,0,1,4,1,1,2,848
232,"PRIMARY PATHSHALA PASCHIM R. NO. 3 NIWARA",564,434,0,998,384,264,0,648,648,0,7,298,72,251,5,1,2,2,0,1,2,1,1,3,2,648
233,"PRIMARY PATHSHALA PASCHIM R. NO. 4  NIWARA",467,346,0,813,279,178,0,457,455,0,19,198,87,140,0,1,1,0,0,0,2,0,4,2,3,457
234,"PRIMARY PATHSHALA R. NO. 1 SANTOSHPUR",504,410,0,914,405,282,0,687,687,0,16,111,308,235,1,2,1,1,0,0,5,2,1,0,4,687
235,"PRIMARY PATHSHALA R. NO. 2  SANTOSHPUR",371,288,0,659,316,203,0,519,510,0,12,89,270,142,2,0,0,0,0,0,2,0,0,1,1,519
236,"PRIMARI PATHSHALA BAGHU",851,661,0,1512,549,390,0,939,935,0,169,149,357,239,3,1,1,1,1,0,10,2,4,1,1,939
237,"PRIMARY PATHSHALA UTTAR SISANA",670,575,0,1245,520,427,0,947,944,0,9,30,106,782,1,1,0,3,0,3,5,4,2,0,1,947
238,"PRIMARY PATHSHALA PASCHIM SISANA",524,469,0,993,411,317,0,728,699,0,25,132,12,550,1,0,0,1,0,0,3,3,1,0,0,728
239,"JUNIAR KANYA PATHSHALA DAXIN SISANA",662,504,0,1166,433,320,0,753,753,0,2,81,393,248,4,1,0,3,0,2,2,7,2,2,6,753
240,"JUNIAR KANYA PATHSHALA UTTAR SISANA",596,548,1,1145,430,376,0,806,806,0,18,32,60,668,5,1,0,2,0,0,6,4,1,1,8,806
241,"JANTA VEDIC INTER COLLEGE POORAB NOROJPUR GURJAR",677,520,0,1197,485,348,0,833,825,0,362,44,35,380,1,2,0,0,1,0,2,1,0,0,5,833
242,"JANTA VEDIC INTER COLLEGE DAXIN NOROJPUR GURJAR",761,565,0,1326,536,350,0,886,886,0,49,303,220,305,0,1,0,0,0,0,1,6,1,0,0,886
243,"JANTA VEDIC INTER COLLEGE NOROJPUR GURJAR",550,382,0,932,366,224,0,590,590,0,84,104,54,338,2,0,0,2,0,0,1,2,2,0,1,590
244,"NAVJIWAN INTER COLLEGE UTTAR GYASRI URF GADHI",821,583,0,1404,653,381,0,1034,1032,0,437,30,119,435,3,0,0,1,0,1,2,4,0,0,2,1034
245,"NAVJIWAN INTER COLLEGE DAXIN GYASRI URF GADHI",746,594,0,1340,516,349,0,865,853,0,41,4,281,501,1,2,1,6,0,1,13,4,4,3,3,865
246,"PRIMARY PATHSHALA UTTAR SUJRA",342,285,0,627,290,231,0,521,513,0,74,32,76,328,0,1,0,1,1,1,1,5,0,0,1,521
247,"PRIMARY PATHSHALA DAXIN SUJRA",382,309,0,691,301,232,0,533,533,0,60,53,45,365,2,0,0,0,0,0,2,1,3,0,2,533
248,"PRIMARI PATHSHALA KYAMPUR",800,655,0,1455,534,448,0,982,972,0,99,150,77,639,3,0,0,4,0,2,1,0,3,0,4,982
249,"PRIMARI PATHSHALA AHAMAD PUR GATHINA",636,524,0,1160,418,327,0,745,745,0,166,136,121,309,2,0,0,2,0,3,2,3,0,0,1,745
250,"PRIMARI PATHSHALA BICHPADI",581,401,0,982,405,278,0,683,683,0,37,36,449,149,0,0,1,1,0,0,2,3,2,3,0,683
251,"PRIMARI PATHSHALA JAFRABAD NANGLA",469,366,0,835,321,269,0,590,590,0,4,204,137,236,3,0,0,2,0,0,1,1,1,0,1,590
252,"PRIMARI PATHSHALA CHOPRA MAHESHPUR",619,477,0,1096,444,367,0,811,811,0,8,132,11,643,5,1,0,0,0,0,8,2,0,0,1,811
253,"PRIMARI PATHSHALA KARMALI PUR",469,326,0,795,357,255,0,612,612,0,2,1,65,519,3,1,0,10,0,0,4,4,1,1,1,612
254,"HIGH SCHOOL AHAMADSHAHPUR PADRA",717,554,0,1271,466,320,0,786,786,0,21,187,98,457,4,0,0,5,1,1,4,2,0,4,2,786
255,"PRIMARI PATHSHALA UTTAR NIBALI",628,411,0,1039,310,229,0,539,539,0,97,17,300,112,1,1,0,0,0,0,4,2,3,1,1,539
256,"PRIMARI PATHSHALA DAXIN NIBALI",520,380,0,900,311,226,0,537,533,0,45,1,178,300,0,0,1,2,0,0,1,3,1,2,3,537
257,"PRIMARI PATHSHALA PUTTHI BHARMNAN",548,463,0,1011,350,306,0,656,656,0,156,3,111,374,1,0,0,1,0,1,4,0,1,0,4,656
258,"SARDAR PATEL HIGH SCHOOL R. NO. 1  BALI",403,316,0,719,290,200,0,490,490,0,1,73,292,107,8,0,0,5,0,0,1,0,2,0,1,490
259,"SARDAR PATEL HIGH SCHOOL R. NO. 2 BALI",491,365,0,856,385,248,0,633,628,0,3,37,369,213,1,0,0,2,0,0,2,2,0,2,2,633
260,"PRIMARY PATHSHALA R. NO. 1 BALI",756,504,0,1260,560,322,0,882,882,0,6,7,602,257,3,0,1,0,0,0,1,1,1,3,0,882
261,"PRIMARY PATHSHALA R. NO. 2 BALI",624,445,0,1069,373,271,0,644,628,0,3,20,545,58,2,0,0,0,1,1,0,4,5,1,4,644
262,"PRIMARI PATHSHALA JAWAHAR PUR MEWLA",244,191,0,435,185,119,0,304,304,0,5,9,121,160,0,0,0,1,1,0,1,1,1,2,2,304
263,"PRIMARI PATHSHALA NO. 2 R. NO. 1 MEETLI",679,546,0,1225,448,346,0,794,784,0,11,180,24,568,2,0,0,1,0,0,4,1,1,2,0,794
264,"PRIMARI PATHSHALA NO. 2 R. NO. 2 MEETLI",609,512,0,1121,446,336,0,782,782,0,10,243,18,494,2,1,0,0,0,2,5,3,0,1,3,782
265,"KANYA PRIMARI PATHSHALA R. NO. 1 MEETLI",501,376,0,877,313,248,0,561,556,0,8,166,135,235,3,1,0,1,1,0,3,0,1,4,3,561
266,"KANYA PRIMARI PATHSHALA R. NO. 2 MEETLI",466,387,0,853,350,300,0,650,635,0,6,410,20,202,2,1,1,2,1,1,0,3,0,1,0,650
267,"PANCHAYAT GHAR MEETLI",775,592,0,1367,422,486,0,908,890,0,8,198,428,201,1,0,0,35,0,0,6,4,12,7,8,908
268,"PRIMARI PATHSHALA GORIPUR",480,406,0,886,339,261,0,600,597,0,4,130,20,425,2,0,0,7,0,2,2,5,3,0,0,600
