"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA KUMAR","2 - SALEEM IQBAL SHERVANI","3 - KUNWAR SARVRAJ SINGH","4 - SUNITA SHAKYA","5 - IRSHAD ANSARI ADVOCATE","6 - OM VEER","7 - MOHD. ZARRAR KHAN","8 - JITENDRA SINGH YADAV","9 - NARESH SINGH SOLANKI","10 - PRAMOD KUMAR YADAV","11 - YOGENDRA KUMAR VERMA","12 - CAPTAIN P.C. SHARMA","13 - ARSHADURRAZA KHAN","14 - None of the Above","Total Votes Secured"
175,"P.P. JOGITHER",711,504,0,1215,384,179,0,563,563,0,325,7,209,10,1,0,0,1,0,2,1,0,1,6,563
176,"P.P. SHEKHPUR KHALASA",457,387,0,844,252,230,0,482,482,0,21,45,91,305,1,0,1,0,2,2,5,4,0,5,482
177,"P.P. RAHAGAWAN",663,532,0,1195,463,321,0,784,783,0,427,14,155,162,1,2,2,0,0,2,3,2,5,9,784
178,"P.P. KUNWARPUR",286,243,0,529,190,171,0,361,342,0,95,1,106,143,0,0,1,0,5,1,3,1,3,2,361
179,"P.P. SHADINAGAR",552,469,0,1021,399,292,0,691,691,0,475,7,64,110,1,1,1,0,10,4,3,1,4,10,691
180,"P.P. RAGHUVEERPUR",197,168,0,365,138,114,0,252,202,0,94,6,83,63,1,0,1,0,0,1,0,0,1,2,252
181,"P.P. LIHARI",544,481,0,1025,386,323,0,709,709,0,363,26,204,82,1,3,0,1,6,2,7,4,0,10,709
182,"P.P. FATEHAGANJ",248,192,0,440,183,142,0,325,325,0,101,3,119,96,1,0,0,0,1,0,0,3,0,1,325
183,"J.H. S. PHULASI",645,547,0,1192,415,331,0,746,746,0,417,4,217,59,2,1,0,0,23,0,5,3,2,13,746
184,"P.P PAIGA",682,600,0,1282,525,411,0,936,936,0,710,17,10,165,3,0,0,3,0,1,7,1,5,14,936
185,"P.P. RAHTUIYA",758,677,0,1435,541,434,0,975,975,0,423,153,65,286,5,1,4,0,3,3,7,3,3,19,975
186,"P.P. GHUNSI",655,550,0,1205,402,353,0,755,755,0,322,205,141,41,0,0,3,2,25,2,2,2,3,7,755
187,"P.P. NOORPUR",560,499,0,1059,377,332,0,709,707,0,177,13,172,316,2,0,1,0,12,2,3,4,1,6,709
188,"P.P. BHURIPUR",408,365,0,773,321,288,0,609,609,0,259,25,138,173,2,0,0,0,0,0,6,3,1,2,609
189,"P.P. CHAMPATPUR",552,465,0,1017,377,318,0,695,693,0,284,93,148,138,0,2,6,0,7,1,4,3,4,5,695
190,"P.P. KITAUNA",371,314,0,685,270,231,0,501,460,0,435,6,48,1,0,1,0,0,0,0,1,0,2,7,501
191,"P.P. MAUCHANDPUR R. NO. 1",813,671,0,1484,570,456,0,1026,976,0,295,208,450,50,2,0,3,1,1,0,2,2,2,10,1026
192,"P.P. MAUCHANDPUR R. NO. 2",364,317,0,681,237,217,0,454,453,0,103,32,69,243,0,0,0,0,0,0,4,1,1,1,454
193,"PANCHAL PRADESH H. S. S. REWATI R. NO. 1",533,436,0,969,326,263,0,589,589,0,336,34,32,166,1,1,0,0,0,2,4,1,3,9,589
194,"PANCHAL PRADESH H. S. S. REWATI R. NO. 2",472,403,0,875,260,264,0,524,524,0,152,259,43,54,1,1,0,0,0,0,3,3,2,6,524
195,"P.P. KANDHARPUR",415,340,0,755,343,281,0,624,624,0,511,2,91,0,0,0,0,0,1,0,1,1,0,17,624
196,"P.P. TIGARAKHANPUR R. NO. 1",656,538,0,1194,367,297,0,664,664,0,275,25,216,129,3,0,0,0,1,2,4,3,2,4,664
197,"P.P. TIGARAKHANPUR R. NO. 2",162,151,0,313,129,100,0,229,229,0,199,5,19,0,0,0,0,0,2,0,0,1,0,3,229
198,"P.P. MAZARA DAULATPUR",424,302,0,726,290,201,0,491,465,0,318,10,119,25,0,1,1,1,0,1,3,0,3,9,491
199,"PRI.PAT. PATTI KURKI",759,620,0,1379,483,384,0,867,865,0,495,230,48,71,6,1,4,1,0,1,2,3,2,3,867
200,"P.P. MAHMUDPUR R. NO. 1",585,477,0,1062,337,257,0,594,594,0,329,84,78,81,0,1,1,0,0,0,2,4,3,11,594
201,"P.P. MAHMUDPUR R. NO.2",540,448,0,988,268,232,0,500,500,0,213,70,32,177,2,1,0,0,1,0,0,1,1,2,500
202,"P.P. JANGTIRA",323,292,0,615,190,204,0,394,393,0,21,255,97,3,0,0,2,1,7,0,2,0,4,2,394
203,"P.P. NANDGANW",334,267,0,601,225,177,0,402,402,0,224,13,7,139,2,0,0,0,0,3,4,3,1,6,402
204,"P.P. MUTALAKPUR",629,536,0,1165,354,326,0,680,680,0,205,333,31,93,2,1,2,1,1,1,4,1,1,4,680
205,"P.P. GOTHA KHANDUA R. NO. 1",340,314,0,654,260,255,0,515,515,0,32,1,25,442,3,5,0,1,2,0,1,0,1,2,515
206,"P.P. GOTHA KHANDUA R. NO. 2",283,252,0,535,201,184,0,385,385,0,85,4,214,70,0,0,1,1,0,0,2,3,1,4,385
207,"P.P. MAJHAUA",437,426,0,863,267,279,0,546,546,0,108,102,121,181,2,2,3,1,4,1,3,3,4,11,546
208,"P.P. KASUMARA R. NO. 1",712,592,0,1304,386,265,0,651,648,0,246,33,58,291,7,1,2,3,0,0,1,1,5,3,651
209,"P.P. KASUMARA R. NO. 2",626,487,0,1113,376,284,0,660,660,0,365,58,214,6,2,2,2,1,0,0,5,3,0,2,660
210,"P.P. GAUTIYA MAZARA KISHANPUR",224,179,0,403,161,127,0,288,288,0,196,5,78,5,0,0,0,0,0,0,0,0,1,3,288
211,"P.P. KISHANPUR",620,513,0,1133,438,326,0,764,764,0,505,32,163,48,0,0,0,0,0,0,3,1,3,9,764
212,"P.P. BOHORA KHERA",280,253,0,533,201,172,0,373,334,0,79,1,7,280,2,1,0,0,1,0,0,0,0,2,373
213,"P.P. KAMTHENA",298,217,0,515,164,124,0,288,287,0,101,5,112,47,1,0,0,0,18,0,1,1,1,1,288
214,"P.P. DILAVARI R. NO. 1",485,404,0,889,301,252,0,553,552,0,18,54,52,413,4,0,1,0,2,1,4,1,2,1,553
215,"P.P. DILAVARI R. NO. 2",613,519,0,1132,357,288,0,645,645,0,213,64,38,294,3,0,2,0,0,1,8,0,4,18,645
216,"KANYA PATH. . MANAUNA",827,653,0,1480,444,359,0,803,803,0,294,183,237,65,5,1,3,2,2,1,2,1,1,6,803
217,"P.P. MANAUNA R. NO. 1",547,441,0,988,297,260,0,557,557,0,158,260,98,20,0,1,1,0,0,2,1,7,3,6,557
218,"P.P. MANAUNA R. NO. 2",589,481,0,1070,382,289,0,671,671,0,290,62,185,110,1,0,1,0,2,2,2,4,4,8,671
219,"J.H.S. MANAUNA R. NO.1",899,640,0,1539,452,326,0,778,778,0,25,452,146,134,0,1,0,1,1,0,2,2,5,9,778
220,"J.H.S. MANAUNA R. NO.2",700,596,0,1296,379,324,0,703,693,0,389,137,128,34,3,0,0,0,0,1,2,1,1,7,703
221,"P.P. VEHATA JUNU",596,504,0,1100,454,375,0,829,829,0,627,19,35,133,3,0,3,0,3,0,3,0,0,3,829
222,"P.P. MIJPUR CHITI URF FUNDAN NAGAR",624,539,0,1163,376,374,0,750,750,0,64,16,299,350,4,4,1,0,6,0,3,2,0,1,750
223,"P.P. AVADANPUR",533,413,0,946,387,301,0,688,688,0,474,18,59,116,2,0,1,0,1,1,3,0,3,10,688
224,"P.P. MOHHBBATGANJ MAZAR NAGARIYA SATAN",488,379,0,867,352,276,0,628,628,0,273,26,245,61,2,0,0,0,0,0,3,0,3,15,628
225,"R.M.L. D. C. NAGARIYA SATAN",434,388,0,822,303,263,0,566,566,0,279,5,228,32,1,0,2,0,1,0,6,5,0,7,566
226,"P.P. DARUAPUR",356,294,0,650,235,200,0,435,435,0,253,2,38,127,0,0,0,0,2,0,3,1,1,8,435
227,"P.P. BHEEMPUR",610,549,0,1159,461,389,0,850,850,0,568,18,60,169,3,1,2,1,5,3,7,4,1,8,850
228,"P.P. TADGANH",877,748,0,1625,500,416,0,916,916,0,359,177,232,110,4,0,2,1,0,1,2,6,4,18,916
229,"M.K.G.A. VIDHIYALAY R. NO. 1",395,368,0,763,292,198,0,490,440,0,318,78,80,13,0,0,0,0,1,0,0,0,0,0,490
230,"M.K.G.A. VIDHIYALAY R. NO. 2",429,384,0,813,279,217,0,496,492,0,220,64,190,17,0,0,0,0,1,0,0,0,1,3,496
231,"M.K.G.A. VIDHIYALAY R. NO. 3",651,588,0,1239,317,273,0,590,590,0,252,131,194,5,0,0,0,0,0,0,0,0,1,7,590
232,"M.K.G.A. VIDHIYALAY R. NO. 5 ( STAF ROOM)",391,346,0,737,209,173,0,382,349,0,207,65,96,11,0,0,0,0,1,1,1,0,0,0,382
233,"M.K.G.A. VIDHIYALAY R. NO. 4",609,518,0,1127,323,236,0,559,555,0,280,86,177,7,1,0,0,0,1,0,1,0,3,3,559
234,"PRI.KANYA .PATH. BHURJI TOLA AONLA",866,710,0,1576,549,446,0,995,980,0,540,48,125,264,1,0,1,1,2,1,2,2,4,4,995
235,"S.I.C. AONLA PURANA BHAWAN UTTAR KI OR PURVI",524,472,0,996,377,317,0,694,694,0,129,76,400,77,1,1,0,0,0,0,2,3,1,4,694
236,"SUBHASH I.C. SINCE BLOCK",457,403,0,860,332,250,0,582,550,0,51,137,368,4,2,1,1,0,2,1,4,4,1,6,582
237,"NAGAR PALIKA MITTING HALL ROOM",707,599,0,1306,447,348,0,795,790,0,257,180,297,48,2,0,1,1,2,1,3,0,0,3,795
238,"P.P. GAUSIYA CHOWK AONLA R. HALL 1",531,503,0,1034,374,353,0,727,722,0,75,143,488,5,0,0,1,0,7,1,3,2,1,1,727
239,"P.P. GAUSIYA CHOWK AONLA R. HALL 2",454,381,0,835,334,249,0,583,493,0,275,73,221,11,0,0,0,0,0,1,1,1,0,0,583
240,"S.I.C.SINCE BLOCK KAMRA NO 11",709,606,0,1315,386,318,0,704,680,0,424,58,83,134,0,1,1,0,0,0,1,0,0,2,704
241,"S.I.C. SINCE BLOCK KAMRA NO 12",671,545,0,1216,362,257,0,619,588,0,211,210,172,20,0,0,1,0,0,0,0,0,2,3,619
242,"S.I.C. SINCE BLOCK KAMRA NO 13",794,713,0,1507,471,412,0,883,883,0,395,188,195,89,6,1,1,2,1,0,2,1,0,2,883
243,"CHACHA NEHRU INTER COLLAGE PACHHIMI BLOCK KAMRA NAO 7",501,413,0,914,295,237,0,532,530,0,221,88,135,71,3,0,0,0,1,1,1,1,1,9,532
244,"CHACHA NEHRU INTER COLLAGE PACHHIMI BLOCK KAMRA NAO 10",487,414,0,901,309,244,0,553,553,0,469,18,28,23,0,1,0,0,1,0,0,0,0,13,553
245,"CHACHA NEHRU INTER COLLAGE PURVI BLOCK KAMRA NAO 24",703,667,0,1370,421,346,0,767,767,0,86,143,509,18,1,0,0,0,4,0,0,4,0,2,767
246,"CHACHA NEHRU INTER COLLAGE PURVI BLOCK KAMRA NAO 25",372,343,0,715,216,187,0,403,403,0,106,130,139,24,1,1,0,0,0,0,0,1,0,1,403
247,"CHACHA NEHRU BAL VIDYA MANDIR KAMRA NO. 1",413,375,0,788,224,198,0,422,422,0,164,105,137,14,0,0,0,1,0,0,0,0,1,0,422
248,"CHACHA NEHRU INTER COLLAGE PACHHIMI BLOCK KAMRA NAO 8",346,320,0,666,235,166,0,401,185,0,261,18,115,3,0,0,0,0,3,1,0,0,0,0,401
249,"CHACHA NEHRU INTER COLLAGE PACHHIMI BLOCK KAMRA NAO 9",813,634,0,1447,444,342,0,786,786,0,518,7,123,126,2,0,1,0,0,1,1,0,3,4,786
250,"P.P. NAGAR PALIKA AONLA KAMRA NO. 1 KACCH KATRA",641,567,0,1208,445,316,0,761,761,0,486,13,97,149,0,0,0,0,1,1,3,2,0,9,761
251,"P.P. NAGAR PALIKA AONLA KAMRA NO. 2 KACCH KATRA",599,431,0,1030,382,256,0,638,638,0,325,23,39,237,3,0,1,0,1,0,2,2,0,5,638
252,"P.P. NAGAR PALIKA AONLA KAMRA NO. 3 KACCH KATRA",739,612,0,1351,418,305,0,723,678,0,479,14,188,24,2,0,2,0,0,1,2,0,1,10,723
253,"DINESH TIWARI INTER COLLAGE PACHCHMI BLOCK AONLA KAMRA NA. 7",483,384,0,867,269,201,0,470,470,0,314,21,64,54,1,0,0,0,6,0,1,0,1,8,470
254,"DINESH TIWARI INTER COLLAGE PACHCHMI BLOCK AONLA KAMRA NA. 8",525,414,0,939,304,198,0,502,500,0,151,122,212,7,0,0,0,0,2,0,2,0,1,5,502
255,"DINESH TIWARI INTER COLLAGE PACHCHMI BLOCK AONLA KAMRA NA. 10 HALL ROOM",546,430,0,976,281,208,0,489,489,0,44,216,204,9,0,0,1,1,0,0,1,3,1,9,489
256,"DINESH TIWARI INTER COLLAGE PACHCHMI BLOCK AONLA KAMRA NA. 9",716,597,0,1313,356,288,0,644,644,0,291,54,292,3,0,0,0,0,2,0,0,2,0,0,644
257,"G. I. C. AONLA NORTH BLOCK KAMRA NO 3",666,541,0,1207,387,286,0,673,673,0,315,37,295,2,0,0,1,2,1,0,4,5,3,8,673
258,"G. I. C. AONLA NOURTH BLOCK KAMRA NO 4",704,646,0,1350,285,435,0,720,720,0,61,275,338,29,0,0,3,1,1,2,1,4,2,3,720
259,"G. I. C. AONLA SOUTH BLOCK KAMRA NO 4",596,527,0,1123,385,295,0,680,671,0,18,353,292,8,0,0,0,0,2,0,1,2,0,4,680
260,"G. I. C. AONLA SOUTH BLOCK KAMRA NO 1",428,343,0,771,256,193,0,449,449,0,83,126,223,8,1,0,0,0,1,0,2,0,1,4,449
261,"G. I. C. AONLA SOUTH BLOCK KAMRA NO 2",799,706,0,1505,463,389,0,852,846,0,119,364,312,36,1,1,0,0,7,0,2,1,3,6,852
262,"G. I. C. AONLA SOUTH BLOCK KAMRA NO 3",699,580,0,1279,380,298,0,678,678,0,66,260,299,33,0,0,0,0,1,0,2,3,3,11,678
263,"P.P. AASFAPUR",856,708,0,1564,542,464,0,1006,1006,0,536,14,268,129,2,0,2,1,11,3,8,5,3,24,1006
264,"P.P. VEHATA CHAUHAU",291,245,0,536,228,180,0,408,408,0,140,6,220,31,0,2,1,2,1,0,2,1,0,2,408
265,"P.P. VAHAJUIYA",318,260,0,578,218,174,0,392,392,0,99,3,204,61,1,0,0,2,4,1,5,3,1,8,392
266,"P.P. RAIPUR  KHURD",444,401,0,845,340,300,0,640,636,0,306,20,276,25,0,0,0,1,0,0,5,1,1,5,640
267,"P.P. KARUA TAL",551,409,0,960,472,320,0,792,792,0,730,7,26,7,1,1,1,1,1,2,2,1,3,9,792
268,"P.P. KALLIYA",575,462,0,1037,352,269,0,621,621,0,38,26,254,272,3,1,1,1,4,1,6,7,0,7,621
269,"P.P. KHARGPUR",334,305,0,639,274,208,0,482,414,0,410,10,32,7,0,0,2,0,2,1,1,0,2,15,482
270,"P.P. SIKARODA",254,232,0,486,200,177,0,377,377,0,157,9,132,70,0,0,0,0,2,0,0,0,3,4,377
271,"P.P. PANVARIA",482,381,0,863,387,271,0,658,658,0,583,12,41,1,2,1,0,0,0,0,2,2,2,12,658
272,"P.P. ALINAGAR",429,362,0,791,373,278,0,651,651,0,67,2,13,541,2,2,3,1,2,1,8,2,1,6,651
273,"P.P. GAUDIYA MAZARA VEERPURA",640,574,0,1214,449,397,0,846,846,0,149,3,129,539,4,0,0,1,2,0,9,3,1,6,846
274,"P.P. KANTHRI JAFARPUR",386,313,0,699,270,227,0,497,497,0,225,5,184,75,1,0,0,1,3,0,1,1,0,1,497
275,"P.P. VIJAI NAGALA",322,275,0,597,193,185,0,378,378,0,120,2,64,165,2,1,0,2,18,0,2,0,0,2,378
276,"P.P. GULELI R. NO. 1",825,672,0,1497,458,373,0,831,830,0,321,22,97,366,6,0,3,1,2,0,2,2,2,7,831
277,"P.P. GULELI R. NO. 2",180,160,0,340,124,105,0,229,229,0,83,2,96,47,0,0,0,0,0,0,0,1,0,0,229
278,"J.H.S. DARAVNAGAR R. NO. 1",771,608,0,1379,407,265,0,672,672,0,223,11,178,236,2,3,1,1,2,0,6,2,1,6,672
279,"J.H.S. DARAVNAGAR R. NO. 2",501,424,0,925,249,220,0,469,469,0,8,52,308,92,3,0,0,0,0,1,2,0,0,3,469
280,"P.P. RAIPUR",299,236,0,535,192,158,0,350,348,0,132,11,127,70,0,0,0,0,0,0,3,5,1,1,350
281,"P.P. USAITA",426,372,0,798,232,219,0,451,451,0,139,36,176,90,0,0,0,0,0,0,2,2,1,5,451
282,"P.P. URALA R. NO 1",373,336,0,709,228,198,0,426,426,0,127,24,155,94,2,0,1,0,15,0,0,1,1,6,426
283,"P.P. URALA R. NO 2",478,379,0,857,250,173,0,423,400,0,193,20,193,4,0,1,0,1,3,0,2,0,1,5,423
284,"P.P. RASULA R. NO. 1",618,513,0,1131,467,311,0,778,727,0,222,22,319,188,2,0,2,0,1,0,3,7,3,9,778
285,"P.P. RASULA R. NO. 2",353,304,0,657,245,184,0,429,429,0,124,20,152,126,1,0,0,1,1,0,2,0,0,2,429
286,"P.P. PALMPUR GAUTIYA",268,230,0,498,171,161,0,332,332,0,19,3,26,274,5,0,0,0,0,1,1,1,1,1,332
287,"P.P. KATASARI",607,483,0,1090,400,301,0,701,701,0,370,13,43,250,4,2,0,1,0,0,6,0,2,10,701
288,"J.H.S. KANGANWA UARLA R. NO. 1",545,489,0,1034,329,285,0,614,612,0,389,7,151,27,2,1,1,2,0,2,8,2,5,17,614
289,"J.H.S. KANGANW URALA R. NO. 2",585,472,0,1057,343,305,0,648,648,0,299,5,137,166,1,1,2,0,1,0,18,4,5,9,648
290,"P.P. VIHAT",608,497,0,1105,505,305,0,810,810,0,94,7,449,244,0,1,1,1,1,0,1,3,1,7,810
291,"P.P. DEVI",122,111,0,233,89,85,0,174,174,0,63,5,103,2,0,0,0,0,1,0,0,0,0,0,174
292,"P.P. TIKURI",412,367,0,779,285,255,0,540,539,0,338,8,156,9,2,0,3,0,1,0,2,1,2,18,540
293,"J.H.S. DHARMPUR",489,398,0,887,364,283,0,647,647,0,153,5,182,287,4,0,1,1,0,0,5,2,2,5,647
