"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR PUSHPENDRA SINGH CHANDEL","2 - PRITAM SINGH LODHI","3 - BISHAMBHAR PRASAD NISHAD","4 - RAKESH KUMAR GOSWAMI","5 - ATUL KUMAR PRAJAPATI","6 - ANIL KUMAR","7 - AVINASH KUMAR MISHRA","8 - KAILASH PRASAD NISHAD","9 - RAMESH PRAJAPATI","10 - RAMSAJIVAN","11 - VIVEK KUMAR","12 - SHRIPAL","13 - KIRAN","14 - PRAVESH KUMAR VYAS","15 - VIMLESH","16 - None of the Above","Total Votes Secured"
168,"P.M.V. GYORI ROOM NO. 3",806,613,0,1419,482,363,0,845,841,0,373,19,74,311,3,10,3,1,3,1,9,1,14,3,11,9,845
169,"P.M.V. GYORI ROOM NO. 4",768,502,0,1270,382,268,0,650,644,0,346,52,89,143,0,1,2,0,1,3,1,1,3,1,4,3,650
170,"K.P.V. P.BHAVAN KE PAAS GYORI",615,457,0,1072,270,143,0,413,312,0,225,29,54,65,19,3,0,0,2,2,2,3,3,3,2,1,413
171,"P.S. PALWAR GYORI",73,50,0,123,53,39,0,92,92,0,85,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,92
172,"P.M.V. PURA",580,415,0,995,333,240,0,573,498,0,210,5,291,31,0,3,2,1,12,2,2,1,1,2,7,3,573
173,"P.S. PARSAHA ROOM NO. 1",521,410,0,931,277,252,0,529,30,0,239,19,158,89,1,4,8,1,0,0,2,1,3,1,1,2,529
174,"P.S. PARSAHA ROOM NO. 2",447,349,0,796,245,213,0,458,457,0,189,7,121,119,2,5,2,0,3,0,1,1,0,2,1,5,458
175,"P.S. PIDARI",388,323,0,711,218,185,0,403,398,0,189,6,108,55,8,3,1,0,4,6,4,0,2,0,14,3,403
176,"P.S. LILWAHI",516,428,0,944,354,302,0,656,635,0,326,6,132,127,6,1,8,0,1,24,3,3,4,4,3,8,656
177,"P.M.V. CHHANIKALAN  ROOM NO. 1",781,605,0,1386,492,337,0,829,25,0,519,8,167,78,6,4,4,1,2,5,4,4,3,5,7,12,829
178,"P.M.V. CHHANIKALAN  ROOM NO. 2",730,587,0,1317,469,337,0,806,806,0,311,7,102,325,9,11,6,1,1,2,15,2,5,4,2,3,806
179,"P.M.V. MAHEWA",716,572,0,1288,438,348,0,786,751,0,424,14,48,255,5,6,1,1,2,2,8,2,4,0,1,13,786
180,"P.S. SICHAURA",553,439,0,992,357,301,0,658,211,0,267,5,81,280,0,2,3,1,0,4,5,2,1,0,1,6,658
181,"P.S. UTIYAN ROOM NO. 1",517,398,0,915,304,232,0,536,536,0,294,6,110,95,3,1,2,1,0,4,6,2,1,3,1,7,536
182,"P.S. UTIYAN ROOM NO. 2",425,334,0,759,257,167,0,424,423,0,249,3,113,30,3,5,4,0,2,4,2,1,1,1,4,2,424
183,"P.M.V. DHARAUN ROOM NO. 1",644,501,0,1145,454,318,0,772,772,0,333,10,134,232,6,5,6,3,1,6,3,0,5,4,12,12,772
184,"P.M.V. DHARAUN ROOM NO. 2",512,454,0,966,333,245,0,578,363,0,320,5,62,172,0,3,1,1,0,2,3,1,0,0,4,4,578
185,"K.P.M.V. KABRAI ROOM NO. 1",1009,809,0,1818,635,452,0,1087,1014,0,834,42,92,72,6,3,11,0,2,5,2,1,2,2,4,9,1087
186,"K.P.M.V. KABRAI ROOM NO. 2",756,576,0,1332,470,339,0,809,604,0,600,28,98,43,5,13,2,0,1,8,4,0,2,1,0,4,809
187,"G.P.S. KABRAI ROOM NO. 1",692,558,0,1250,527,329,0,856,852,0,528,7,148,138,0,12,10,0,0,2,4,0,0,0,0,7,856
188,"G.P.S. KABRAI ROOM NO. 2",846,691,0,1537,518,308,0,826,826,0,487,25,93,168,5,8,3,2,0,4,8,5,3,4,4,7,826
189,"P.S. GAUHARI ROOM NO. 1",795,610,0,1405,444,344,0,788,554,0,542,9,81,89,4,6,4,2,4,24,3,1,3,5,6,5,788
190,"P.S. GAUHARI ROOM NO. 2",373,289,0,662,232,156,0,388,388,0,281,2,64,24,6,1,2,0,0,0,0,0,1,0,4,3,388
191,"P.S. MOCHIPURA",533,433,0,966,304,227,0,531,311,0,285,7,57,148,1,2,4,1,1,10,0,0,2,2,3,8,531
192,"A.I.C. KABRAI ROOM NO. 1",604,535,0,1139,434,363,0,797,778,0,503,21,181,39,3,5,5,2,7,3,4,1,3,4,4,12,797
193,"A.I.C. KABRAI ROOM NO. 2",281,203,0,484,186,117,0,303,296,0,107,13,125,42,6,1,2,0,1,1,0,0,0,1,1,3,303
194,"A.I.C. KABRAI ROOM NO. 3",604,455,0,1059,365,280,0,645,627,0,346,35,110,118,3,3,3,1,2,0,3,3,5,2,3,8,645
195,"A.I.C. KABRAI ROOM NO. 4",492,422,0,914,326,261,0,587,579,0,366,15,167,27,2,4,0,0,0,3,0,1,1,0,0,1,587
196,"A.I.C. KABRAI ROOM NO. 5",371,294,0,665,244,180,0,424,351,0,339,13,43,21,0,0,1,0,0,2,0,0,0,0,2,3,424
197,"A.I.C. KABRAI ROOM NO. 6",1207,919,0,2126,661,459,0,1120,1094,0,737,34,212,72,14,7,3,0,2,9,2,0,3,1,11,13,1120
198,"A.I.C. KABRAI ROOM NO. 7",469,381,0,850,302,213,0,515,419,0,400,9,71,11,0,1,4,1,1,11,1,1,1,0,0,3,515
199,"A.I.C. KABRAI ROOM NO. 8",433,360,0,793,324,223,0,547,421,0,341,7,153,16,1,0,10,0,0,6,2,1,2,0,1,7,547
200,"P.S. BAGHWA ROOM NO. 1",742,591,0,1333,463,348,0,811,807,0,508,23,126,83,2,10,7,2,1,10,5,3,3,7,10,11,811
201,"P.S. BAGHWA ROOM NO. 2",681,563,0,1244,438,317,0,755,755,0,470,18,137,85,4,6,5,1,2,6,4,1,2,3,4,7,755
202,"P.S. ALIPURA",375,312,0,687,297,258,0,555,554,0,290,8,7,216,4,1,3,2,1,2,1,4,5,0,4,7,555
203,"SHAHID BALENDRA SINGH P.M.V. GANJ ROOM NO. 1",636,515,0,1151,406,253,0,659,659,0,428,11,10,179,1,4,1,0,0,3,4,1,5,0,2,10,659
204,"SHAHID BALENDRA SINGH P.M.V. GANJ ROOM NO. 2",374,317,0,691,251,181,0,432,432,0,289,10,23,82,4,2,1,2,0,5,1,2,2,0,2,7,432
205,"P.S. JHIRSAHEVA",409,337,0,746,302,232,0,534,265,0,289,95,45,79,0,2,5,0,2,2,3,1,3,1,1,6,534
206,"P.S. GUGAURA",431,347,0,778,303,194,0,497,8,0,283,2,86,97,3,1,2,1,1,6,1,1,1,3,2,7,497
207,"P.S. DAHARRA",732,560,0,1292,488,332,0,820,820,0,385,11,104,241,4,4,11,4,1,13,7,4,4,5,6,16,820
208,"P.S. MAKARBAI ROOM NO. 1",740,596,0,1336,479,387,0,866,639,0,652,20,17,105,7,9,6,5,3,3,3,3,4,7,7,15,866
209,"P.S. MAKARBAI ROOM NO. 2",481,399,0,880,354,256,0,610,458,0,380,27,17,159,0,4,7,3,2,3,1,0,0,1,1,5,610
210,"P.S. YADAV KHODA MAKARBAI",384,310,0,694,279,193,0,472,470,0,262,9,81,87,1,8,5,1,3,6,0,1,5,0,0,3,472
211,"P.S. BILADAKSHIN",774,601,0,1375,430,293,0,723,723,0,410,19,94,136,4,8,11,4,0,7,6,4,4,1,5,10,723
212,"P.S. NAHDAURAMAF",263,230,0,493,175,157,0,332,332,0,166,9,28,120,2,1,1,0,0,0,0,1,0,1,1,2,332
213,"P.S. BILAUTTAR",295,229,0,524,212,133,0,345,166,0,205,4,83,26,1,0,2,2,0,5,0,0,1,1,9,6,345
214,"P.S. SUKAURA",758,588,0,1346,477,355,0,832,802,0,328,9,185,200,3,6,6,2,1,2,5,1,6,1,71,6,832
215,"P.S. RAIWARA",620,490,0,1110,294,211,0,505,425,0,187,14,119,146,1,2,2,0,1,3,6,2,2,2,18,0,505
216,"P.M.V. KHARKA ROOM NO. 1",452,348,0,800,216,148,0,364,364,0,250,13,27,26,18,4,4,2,1,6,3,1,1,4,0,4,364
217,"P.M.V. KHARKA ROOM NO. 2",447,341,0,788,219,160,0,379,379,0,141,8,45,152,5,0,1,0,1,3,7,3,4,1,1,7,379
218,"P.S. PAHRA",836,663,0,1499,486,367,0,853,853,0,513,13,17,250,4,8,1,3,4,17,7,0,2,3,3,8,853
219,"G.P.S. PAHRA ROOM NO. 1",544,467,0,1011,325,272,0,597,489,0,441,11,13,73,16,1,7,0,1,0,1,8,4,2,5,14,597
220,"P.M.V. PAHRA ROOM NO. 2",458,369,0,827,241,161,0,402,316,0,227,10,5,107,5,5,6,1,3,9,3,1,3,2,2,13,402
221,"P.S. RATAULI",688,536,0,1224,421,305,0,726,652,0,334,36,58,267,4,8,2,0,3,3,3,3,0,1,0,4,726
222,"P.S. NAIGAWAN",400,302,0,702,280,197,0,477,472,0,311,11,95,38,4,7,4,1,1,0,2,0,1,0,0,2,477
223,"P.S. PASWARA ROOM NO. 1",672,524,0,1196,411,305,0,716,716,0,479,15,76,103,3,9,8,2,1,1,8,2,0,0,1,8,716
224,"P.S. PASWARA ROOM NO. 2",494,416,0,910,329,255,0,584,584,0,382,15,125,8,6,5,11,0,0,2,3,3,2,3,4,15,584
225,"P.S. THANA",225,170,0,395,147,111,0,258,253,0,146,5,41,24,1,3,2,2,0,3,0,5,2,3,9,12,258
226,"P.S. PACHHARA",368,304,0,672,237,177,0,414,290,0,230,16,67,69,2,1,1,0,2,0,4,1,4,5,6,6,414
227,"P.S. GHUTWAI",170,139,0,309,95,63,0,158,128,0,56,6,27,64,1,2,0,0,0,0,0,0,1,0,1,0,158
228,"P.S. DAMAURA",483,405,0,888,331,272,0,603,603,0,207,29,225,94,4,3,0,0,2,4,7,4,2,12,3,7,603
229,"P.S. KHANNA (M.P.)",796,661,0,1457,497,354,0,851,600,0,538,21,128,133,5,1,8,1,8,1,0,0,0,1,1,5,851
230,"P.M.V. KHANNA",750,567,0,1317,410,273,0,683,683,0,325,10,88,212,3,5,3,2,3,1,1,0,3,4,9,14,683
231,"P.S. KHANNA NAI BUILDING",629,445,0,1074,355,179,0,534,503,0,230,12,80,177,3,1,5,0,1,4,0,3,6,1,8,3,534
232,"P.S. BARAMHAULI",817,625,0,1442,381,322,0,703,675,0,229,3,161,263,3,3,1,3,2,1,3,3,9,8,7,4,703
233,"P.S. BANNI",623,422,0,1045,322,238,0,560,558,0,255,10,112,130,1,4,3,1,1,1,5,4,7,3,5,18,560
234,"P.S. MAWAIKHURD (E.P.)",767,553,0,1320,468,271,0,739,739,0,445,10,163,63,2,3,5,1,8,7,5,2,3,2,3,17,739
235,"P.S. MAWAIKHURD (W.P.)",476,346,0,822,258,153,0,411,409,0,260,2,105,21,1,2,3,0,1,0,2,2,1,0,10,1,411
236,"K.P.S. MAWAIKHURD",665,433,0,1098,349,212,0,561,510,0,159,4,86,268,5,2,3,1,2,6,4,2,2,3,6,8,561
237,"P.M.V. CHICHARA (S.P.)",619,491,0,1110,342,245,0,587,587,0,341,16,36,146,2,3,4,0,1,2,3,3,6,3,13,8,587
238,"P.M.V. CHICHARA (S.P.)",633,465,0,1098,293,225,0,518,490,0,256,13,24,172,2,3,1,0,0,1,6,5,4,2,17,12,518
239,"P.S. TAMAURA",744,524,0,1268,480,347,0,827,45,0,381,12,116,255,5,6,3,3,3,2,6,5,10,5,2,13,827
240,"P.S. BARBAI ROOM NO. 1",606,489,0,1095,370,271,0,641,601,0,416,15,56,70,21,4,2,2,0,8,5,3,4,6,4,25,641
241,"P.S. BARBAI ROOM NO. 2",582,464,0,1046,343,252,0,595,595,0,346,5,55,130,33,1,2,1,1,4,3,1,2,2,3,6,595
242,"P.S. KULKUWAN",431,345,0,776,246,213,0,459,457,0,147,18,170,46,21,0,7,1,2,4,1,0,2,6,29,5,459
243,"P.S. BAHINGA",783,589,0,1372,376,260,0,636,636,0,386,10,32,153,5,10,2,0,4,3,8,4,7,1,4,7,636
244,"P.S. SIRSIKHURD ROOM NO. 1",514,362,0,876,254,160,0,414,414,0,304,21,11,61,4,2,2,0,1,1,0,1,1,2,0,3,414
245,"P.S. SIRSIKHURD ROOM NO. 2",463,376,0,839,255,211,0,466,300,0,176,11,24,220,2,1,4,0,1,1,1,2,5,2,7,9,466
246,"N.P.S. KHAMHARIA",779,595,0,1374,388,315,0,703,500,0,55,13,565,41,1,5,3,1,1,1,2,2,1,2,6,4,703
247,"K.P.S. KAHRA ROOM NO. 1",510,438,0,948,268,187,0,455,440,0,261,13,70,61,1,2,7,1,2,8,3,4,3,3,10,6,455
248,"K.P.S. KAHRA ROOM NO. 2",455,393,0,848,246,198,0,444,444,0,370,24,8,26,0,2,3,1,0,3,0,1,0,0,3,3,444
249,"P.S. KAHARA",477,372,0,849,240,186,0,426,354,0,157,31,56,113,3,4,4,0,4,15,4,7,1,5,8,14,426
250,"K.P.S. REWAI SUNECHA ROOM NO. 1",241,189,0,430,136,102,0,238,56,0,111,2,50,37,2,0,0,0,0,0,4,0,0,1,24,7,238
251,"K.P.S. REWAI SUNECHA ROOM NO. 2",697,554,0,1251,403,300,0,703,695,0,269,6,253,79,2,3,6,0,5,3,4,4,8,1,45,15,703
252,"P.S. REWAI SUNECHA",552,423,0,975,307,260,0,567,562,0,326,3,60,94,1,0,8,1,2,0,2,0,2,1,59,8,567
253,"P.S. SUNECHA",473,354,0,827,291,232,0,523,480,0,97,7,179,193,6,3,1,3,2,1,4,5,3,5,5,9,523
254,"P.S. KAIMAHA",544,413,0,957,337,221,0,558,555,0,266,6,141,111,4,0,4,2,0,5,5,0,0,2,5,7,558
255,"P.S. SIRSIKALAN (E.P.)",672,523,0,1195,340,246,0,586,507,0,253,4,16,265,6,2,2,3,1,7,2,3,2,5,3,12,586
256,"P.S. SIRSIKALAN (S.P.)",737,569,0,1306,431,352,0,783,771,0,442,22,42,215,9,8,3,1,2,0,6,3,6,2,2,20,783
257,"P.M.V. SIRSIKALAN",385,287,0,672,202,151,0,353,327,0,127,10,28,160,2,2,5,1,1,0,2,3,1,0,2,9,353
258,"P.S. KHIRUHI",468,360,0,828,240,192,0,432,432,0,176,4,98,133,1,2,1,0,2,0,2,1,4,3,2,3,432
259,"N.P.S. ATGHAR",651,493,0,1144,294,196,0,490,450,0,283,7,125,42,1,3,1,1,1,1,4,3,2,2,1,13,490
260,"P.M.V. ATGHAR",332,252,0,584,164,147,0,311,51,0,90,4,28,172,1,0,0,0,0,0,4,1,4,4,0,3,311
261,"P.S. TINDUHI",497,434,0,931,269,269,0,538,535,0,121,5,122,263,2,1,1,0,1,0,4,3,5,3,4,3,538
262,"P.S. AKBAI",781,666,0,1447,394,338,0,732,522,0,490,9,48,150,4,8,4,1,2,2,4,0,3,1,1,5,732
263,"P.M.V. PACHPAHARA ROOM NO. 1",491,374,0,865,248,159,0,407,249,0,149,50,105,86,1,3,1,0,0,2,2,0,0,3,4,1,407
264,"P.M.V. PACHPAHARA ROOM NO. 2",469,400,0,869,244,193,0,437,436,0,159,6,129,125,2,1,4,1,0,0,2,1,1,1,3,2,437
265,"P.S. GHANDUA",362,308,0,670,6,1,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7
266,"P.S. BASAUTH ROOM NO-1",458,397,0,855,310,241,0,551,548,0,160,61,238,46,4,3,1,2,2,2,5,4,4,9,3,7,551
267,"P.S. BASAUTH ROOM NO-2",375,357,0,732,234,191,0,425,420,0,172,47,134,46,2,4,1,0,0,1,1,6,0,4,4,3,425
268,"G.P.M.V.  DHAWARI ROOM NO-1",604,496,0,1100,360,293,0,653,653,0,424,19,47,125,2,2,10,1,2,2,0,3,0,1,2,13,653
269,"G.P.M.V.  DHAWARI ROOM NO-2",176,132,0,308,97,74,0,171,171,0,59,0,32,71,1,1,1,0,0,0,1,3,0,0,0,2,171
270,"P.S BARDA",398,307,0,705,259,176,0,435,390,0,258,8,24,128,2,1,3,2,0,0,1,1,2,2,1,2,435
271,"P.M.V. TIKRI",489,385,0,874,343,242,0,585,46,0,355,9,98,91,1,2,2,1,1,0,3,1,1,3,6,11,585
272,"P.S. PARTHANIA",268,217,0,485,164,133,0,297,261,0,179,21,47,25,2,4,1,1,0,0,4,1,1,0,4,7,297
273,"K.P.I.C.  KHARELA ROOM NO-4",669,518,0,1187,372,274,0,646,626,0,446,16,105,50,4,6,1,1,2,1,1,2,0,0,4,7,646
274,"K.P.I.C.  KHARELA ROOM NO-5",560,438,0,998,332,242,0,574,571,0,386,12,41,108,1,3,7,1,0,0,1,1,2,3,6,2,574
275,"K.P.I.C.  KHARELA ROOM NO-6",452,381,0,833,261,208,0,469,433,0,200,15,52,172,4,1,3,2,1,0,4,1,0,5,2,7,469
276,"K.P.I.C.  KHARELA ROOM NO-7",469,393,0,862,309,189,0,498,401,0,371,8,65,29,7,4,1,0,0,2,1,0,0,2,2,6,498
277,"K.P.I.C.  KHARELA ROOM NO-8",321,270,0,591,197,154,0,351,84,0,252,9,69,10,4,1,0,0,0,1,0,1,1,0,0,3,351
278,"K.P.I.C.  KHARELA ROOM NO-9",562,447,0,1009,345,222,0,567,455,0,355,7,119,48,9,6,4,2,3,2,1,1,3,1,0,6,567
279,"K.P.I.C.  KHARELA ROOM NO-3",407,330,0,737,192,146,0,338,338,0,115,10,73,113,2,4,3,1,1,1,7,2,5,1,0,0,338
280,"P.S. B.N. KHARELA",790,618,0,1408,363,289,0,652,652,0,331,36,69,164,11,6,4,2,0,2,3,5,2,3,7,7,652
281,"G.P.M.V. KHARELA ROOM NO-1",518,408,0,926,250,180,0,430,347,0,122,26,178,55,3,5,2,0,2,3,9,1,5,4,6,9,430
282,"G.P.M.V. KHARELA ROOM NO-2",397,313,0,710,214,172,0,386,306,0,239,2,85,41,5,1,2,0,0,1,2,3,1,0,1,3,386
283,"G.P.S.N. KHARELA ROOM NO-1",657,546,0,1203,395,376,0,771,570,0,514,48,69,67,6,3,15,3,3,3,2,3,2,4,19,10,771
284,"G.P.S.N. KHARELA ROOM NO-2",473,383,0,856,283,216,0,499,499,0,337,15,86,40,4,3,3,1,1,0,1,0,0,2,1,5,499
285,"P.S. PUNNIYAN",639,506,0,1145,372,247,0,619,613,0,392,8,55,123,4,4,4,1,2,1,1,1,2,2,7,12,619
286,"G.P.S. PUNNIYAN",321,259,0,580,184,128,0,312,312,0,190,11,39,54,1,1,6,0,0,1,1,0,2,3,1,2,312
287,"P.S. KAKUN",339,289,0,628,241,189,0,430,421,0,236,7,84,87,0,0,4,0,0,1,1,2,4,0,2,2,430
288,"P.S. BAIHARI",575,457,0,1032,378,266,0,644,644,0,334,76,97,91,5,7,4,2,5,3,3,2,0,2,4,9,644
289,"P.S. SIJAURA",216,191,0,407,128,117,0,245,243,0,157,18,49,16,1,1,2,0,0,0,0,0,1,0,0,0,245
290,"P.S. RIHUNIA",210,171,0,381,149,106,0,255,230,0,88,2,118,36,0,0,3,0,0,0,1,1,1,1,0,4,255
291,"P.M.V. PAHRETHA ROOM NO-1.",571,455,0,1026,335,214,0,549,535,0,253,8,132,117,5,0,2,0,8,1,2,3,3,1,4,10,549
292,"P.M.V. PAHRETHA ROOM NO-2",424,352,0,776,248,169,0,417,417,0,186,26,98,81,2,3,4,0,2,0,3,1,2,1,6,2,417
293,"P.S. PUPWARA",418,322,0,740,268,211,0,479,479,0,176,6,183,81,5,2,1,1,0,2,2,2,5,6,1,6,479
294,"N.P.S. KUWAN",495,416,0,911,335,210,0,545,400,0,358,11,89,28,3,2,8,0,1,3,1,2,2,1,9,27,545
295,"G.P.S. KUNWAN",532,392,0,924,278,194,0,472,472,0,258,21,82,84,1,2,2,1,0,3,5,2,5,1,1,4,472
296,"N.P.S.  BARAI ROOM NO-1",618,446,0,1064,373,273,0,646,78,0,346,9,175,43,1,3,4,0,2,2,5,1,0,0,46,9,646
297,"N.P.S.  BARAI ROOM NO-2",402,327,0,729,180,182,0,362,362,0,152,6,36,115,5,4,2,1,8,1,5,2,3,2,14,6,362
298,"P.M.V. AAICHANA ROOM NO-1.",537,438,0,975,291,224,0,515,493,0,286,6,75,70,6,5,5,2,9,5,6,3,1,4,25,7,515
299,"P.M.V. AAICHANA ROOM NO-2",419,363,0,782,243,201,0,444,444,0,201,12,40,144,15,5,4,1,1,2,5,1,1,1,8,3,444
300,"P.S. BARI",480,394,0,874,292,218,0,510,510,0,265,15,49,155,1,1,2,1,3,2,4,0,4,1,2,5,510
301,"P.S. PADORA",415,341,0,756,250,208,0,458,451,0,271,3,68,93,3,2,3,1,0,0,0,0,1,1,4,8,458
302,"G.P.V. PATHA ROOM NO-1",560,442,0,1002,312,251,0,563,563,0,391,8,29,103,4,3,2,1,1,3,3,4,1,1,4,5,563
303,"G.P.V. PATHA ROOM NO-2",356,274,0,630,191,125,0,316,311,0,269,2,13,13,8,1,1,1,0,1,2,1,1,0,1,2,316
304,"P.S. KANERI",123,107,0,230,67,68,0,135,135,0,85,4,8,26,0,2,3,1,2,0,0,2,1,0,0,1,135
305,"P.S. GADHARI",97,76,0,173,68,48,0,116,116,0,73,2,1,34,0,1,1,0,0,0,1,1,0,0,1,1,116
306,"P.M.V. KAMALKHEDA",457,389,0,846,292,216,0,508,508,0,174,7,207,96,0,0,2,0,0,1,3,4,1,0,8,5,508
307,"P.S. SALUWA",463,371,0,834,297,235,0,532,475,0,252,7,48,174,11,3,2,0,2,1,7,1,4,3,2,15,532
