"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANSHUL VERMA","2 - USHA VERMA","3 - SHIVE PRASAD VERMA","4 - SARVESH KUMAR","5 - CHANDRAPAL","6 - RAMDAYAL","7 - RAMLAKHAN GAUTAM","8 - SANJAY KUMAR","9 - SANTRAM","10 - HIRA LAL VERMA","11 - RAMPAL","12 - SHIVEKUMAR","13 - SAROJ KUMAR","14 - SARVESH","15 - SUNIL BHARTI","16 - None of the Above","Total Votes Secured"
176,"P.P. KARAHI",749,511,0,1260,336,193,0,529,1,0,174,246,84,7,1,1,2,1,1,0,0,3,1,2,1,5,529
177,"J.H.S. PUNNIYAN R.N. 1",440,374,0,814,320,244,0,564,1,0,179,263,87,21,1,1,0,1,1,0,2,1,2,2,1,2,564
178,"J.H.S. PUNNIYAN R.N. 2",501,431,0,932,304,203,0,507,16,0,85,220,183,7,1,1,0,1,2,0,0,0,2,2,1,2,507
179,"J.H.S. FAREEDAPUR R.N. 1",515,417,0,932,294,203,0,497,497,0,80,84,312,4,2,0,1,0,0,1,0,3,3,3,1,3,497
180,"J.H.S. FAREEDAPUR R.N. 2",435,383,0,818,248,149,0,397,200,0,107,67,211,3,0,0,0,0,1,0,0,0,2,3,2,1,397
181,"P.P. FAREEDAPUR R.N. 1",613,482,0,1095,306,150,0,456,395,0,50,193,193,8,1,0,1,0,1,1,2,1,1,0,0,4,456
182,"P.P. FAREEDAPUR R.N. 2",358,316,0,674,205,130,0,335,201,0,20,100,205,2,1,0,0,2,0,1,0,1,2,1,0,0,335
183,"P.P. NEW WALLIPUR",788,591,0,1379,411,266,0,677,1,0,104,202,318,9,4,1,2,1,3,0,5,4,4,13,1,6,677
184,"P.P. NEW BARRADAL SINGH M. WALLIPUR",611,462,0,1073,289,242,0,531,523,0,155,82,264,5,1,2,0,1,1,1,2,2,1,5,3,6,531
185,"P.P. PURANA GAURPUR M. WALLIPUR",504,427,0,931,350,243,0,593,1,0,39,183,348,9,2,0,1,0,1,0,3,3,1,0,3,0,593
186,"P.P. AINUA",384,333,0,717,264,221,0,485,1,0,39,111,305,6,0,1,0,0,0,1,1,8,1,4,2,6,485
187,"P.P. VAISHPUR",164,159,0,323,118,109,0,227,227,0,4,72,146,0,0,0,0,1,1,0,0,0,0,0,2,1,227
188,"P.P. JARERA",296,251,0,547,150,137,0,287,287,0,110,61,108,0,1,0,0,0,0,0,1,1,0,2,2,1,287
189,"P.P. DANMANDI",323,259,0,582,180,144,0,324,324,0,51,209,54,1,1,0,1,0,0,0,0,0,3,1,1,2,324
190,"P.P. DAUDPUR",380,301,0,681,245,210,0,455,1,0,163,145,123,4,0,1,1,2,0,2,1,2,4,0,2,5,455
191,"P.P. MASIT M. KARIMNAAGAR SAIDAPUR R.N. 1",542,415,0,957,288,181,0,469,168,0,129,130,183,3,0,1,0,0,1,3,2,5,1,2,2,7,469
192,"P.P. MASIT M. KARIMNAAGAR SAIDAPUR R.N. 2",504,377,0,881,301,208,0,509,1,0,240,111,132,11,0,1,0,0,2,3,0,1,1,0,1,6,509
193,"P.P. KARIMNAAGAR SAIDAPUR R.N. 1",666,605,0,1271,416,363,0,779,1,0,69,117,564,2,2,2,0,1,0,2,4,5,4,3,0,4,779
194,"P.P. KARIMNAAGAR SAIDAPUR R.N. 2",442,335,0,777,223,124,0,347,347,0,37,102,194,1,2,1,0,1,1,1,1,2,1,2,1,0,347
195,"P.P. KARIMNAAGAR SAIDAPUR R.N. 3",474,404,0,878,228,140,0,368,72,0,39,101,213,3,1,0,0,0,0,1,0,3,2,3,0,2,368
196,"P.P. KESHWAN",648,561,0,1209,379,324,0,703,1,0,149,287,243,7,3,3,1,1,1,0,0,3,2,2,0,1,703
197,"P.P. KAIMAU R.N. 1",654,462,0,1116,361,247,0,608,608,0,218,230,132,7,1,2,1,0,0,1,2,5,2,1,3,3,608
198,"P.P. KAIMAU R.N. 2",594,495,0,1089,366,298,0,664,1,0,37,142,470,4,0,1,0,0,1,1,2,0,1,5,0,0,664
199,"P.P. SARIPUR HIRALAL",550,454,0,1004,386,325,0,711,2,0,138,465,73,1,3,6,1,1,0,0,0,4,4,0,8,7,711
200,"P.P. KASMANDI",792,587,0,1379,437,292,0,729,714,0,157,373,172,5,0,1,1,1,0,0,0,5,2,3,5,4,729
201,"P.P. SAMREHTA M. KASMANDI",727,563,0,1290,399,259,0,658,1,0,111,440,86,7,2,1,2,0,1,0,1,4,0,2,1,0,658
202,"PANCHAYATGHAR MADHIYA M. THOKMADHAOU R.N. 1",536,411,0,947,306,201,0,507,1,0,92,160,224,2,4,0,0,0,0,1,2,7,5,6,2,2,507
203,"PANCHAYATGHAR MADHIYA M. THOKMADHAOU R.N. 2",504,382,0,886,273,168,0,441,396,0,85,112,215,5,4,1,0,0,1,1,1,6,4,2,3,1,441
204,"J.H.S. VIKTORIYAGANJ",789,547,0,1336,448,264,0,712,712,0,135,285,250,4,1,0,0,0,1,1,4,7,7,5,4,8,712
205,"P.P. VIKTORIYAGANJ R.N. 1",716,584,0,1300,395,243,0,638,598,0,112,161,326,14,0,1,0,0,0,1,3,4,6,3,1,6,638
206,"P.P. VIKTORIYAGANJ R.N. 2",773,618,0,1391,375,220,0,595,595,0,68,95,404,4,1,1,1,0,2,3,0,3,4,3,1,5,595
207,"P.P. LOKWAPUR",694,556,0,1250,420,288,0,708,20,0,158,207,291,21,5,1,1,0,0,1,2,5,2,4,2,8,708
208,"P.P. BHHITHADAN R.N. 1",681,571,0,1252,451,308,0,759,1,0,318,186,185,47,5,0,0,0,0,2,2,4,2,3,3,2,759
209,"P.P. BHHITHADAN R.N. 2",449,330,0,779,239,128,0,367,1,0,23,124,204,3,1,0,0,2,1,0,0,1,0,1,1,6,367
210,"P.P. WYOURAPUR",275,189,0,464,182,120,0,302,220,0,95,65,133,1,0,0,0,1,0,0,1,2,1,1,1,1,302
211,"P.P. HASBARAOULI",699,549,0,1248,436,310,0,746,731,0,267,156,229,56,4,0,0,0,1,3,1,7,6,5,6,5,746
212,"P.P. GOWARDHANPUR R.N. 1",641,554,0,1195,406,324,0,730,730,0,229,154,285,32,2,1,0,0,2,2,3,3,5,1,3,8,730
213,"P.P. GOWARDHANPUR R.N. 2",603,463,0,1066,373,147,0,520,278,0,175,142,186,2,1,0,3,0,0,1,2,2,1,2,0,3,520
214,"P.P. SHUKLAPUR M. DIGHIYA",613,517,0,1130,382,291,0,673,673,0,363,203,79,4,1,1,0,1,0,2,1,3,2,5,3,5,673
215,"P.P. HOOSEPUR R.N. 1",660,489,0,1149,409,249,0,658,658,0,307,122,196,6,1,0,0,1,1,0,1,9,2,4,3,5,658
216,"P.P. HOOSEPUR R.N. 2",575,459,0,1034,312,193,0,505,17,0,191,75,218,4,0,0,0,0,1,1,0,4,3,0,1,7,505
217,"P.P. THOK KABOOLPUR",662,556,0,1218,368,215,0,583,1,0,214,137,197,15,0,0,0,0,1,0,0,6,4,3,0,6,583
218,"P.P. KATKA",586,482,0,1068,328,239,0,567,1,0,27,244,277,4,0,0,2,1,1,0,0,5,3,2,0,1,567
219,"P.P. MAJHIGAAWAN RAMGUULAM",384,302,0,686,243,198,0,441,18,0,148,106,164,7,1,1,0,1,1,0,0,5,2,2,2,1,441
220,"J.H.S. AHIRI R.N. 1",513,396,0,909,282,166,0,448,448,0,150,130,149,10,0,0,0,0,1,0,1,1,1,0,2,3,448
221,"J.H.S. AHIRI R.N. 2",815,637,0,1452,462,299,0,761,12,0,98,105,521,6,5,1,0,0,0,1,4,4,1,4,3,8,761
222,"P.P. ATHAOUA",712,588,0,1300,401,343,0,744,744,0,44,324,339,8,2,0,0,1,2,1,0,9,2,3,5,4,744
223,"A.B.S.A.K.A. AHIRORI",836,711,0,1547,508,340,0,848,805,0,60,299,457,11,4,0,0,1,1,3,0,2,7,3,0,0,848
224,"J.H.S. AHIRORI R.N. 1",556,402,0,958,295,183,0,478,13,0,234,153,72,8,2,0,0,0,0,0,0,4,1,1,2,1,478
225,"J.H.S. AHIRORI R.N. 2",566,451,0,1017,303,175,0,478,45,0,192,149,121,7,1,0,1,0,1,0,2,0,1,0,1,2,478
226,"J.H.S. AHIRORI R.N. 3",418,265,0,683,149,245,0,394,1,0,24,113,235,2,2,1,0,1,1,1,0,5,1,2,1,5,394
227,"P.P. AHIRORI",633,527,0,1160,355,263,0,618,618,0,263,236,96,5,2,1,0,0,0,3,1,2,1,3,2,3,618
228,"J.H.S. KOT",436,373,0,809,355,274,0,629,629,0,198,147,270,4,0,0,1,1,0,0,1,3,1,2,0,1,629
229,"P.P. SAHULPUR",816,673,0,1489,506,393,0,899,1,0,147,437,265,10,1,1,1,0,2,0,1,7,4,8,9,6,899
230,"P.P. MANGOLA PUR R.N. 1",493,368,0,861,254,163,0,417,1,0,23,193,179,4,1,0,0,0,2,0,0,3,2,6,2,2,417
231,"P.P. MANGOLA PUR R.N. 2",831,624,0,1455,549,331,0,880,872,0,228,399,221,5,1,0,0,0,0,2,2,2,5,2,7,6,880
232,"P.P. SHITAL GANJ M. BHUDIYA",424,310,0,734,283,147,0,430,430,0,80,166,160,6,0,1,1,0,1,1,1,0,3,2,2,6,430
233,"J.H.S. ATWA KATAIYA  R.N. 1",771,675,0,1446,499,451,0,950,950,0,312,283,279,5,0,3,1,3,1,3,2,12,8,14,12,12,950
234,"J.H.S. ATWA KATAIYA  R.N. 2",442,391,0,833,297,215,0,512,462,0,127,193,161,0,1,0,0,0,0,1,2,7,3,3,3,11,512
235,"J.H.S. ATWA KATAIYA  R.N. 3",468,360,0,828,306,177,0,483,478,0,65,149,250,4,0,1,0,0,1,2,1,1,2,3,2,2,483
236,"P.P. BADAOULI R.N. 1",498,394,0,892,304,175,0,479,1,0,139,188,101,23,4,1,0,0,1,0,1,5,3,4,1,8,479
237,"P.P. BADAOULI R.N. 2",395,367,0,762,256,138,0,394,1,0,197,105,75,6,0,1,0,1,1,0,0,1,1,1,1,4,394
238,"P.P. BAKSAPUR",775,561,0,1336,561,356,0,917,820,0,151,638,102,9,1,0,2,0,0,1,1,4,0,2,2,4,917
239,"P.P. MAAHINKUND",704,544,0,1248,436,272,0,708,1,0,310,169,188,12,2,0,0,1,1,1,1,1,9,3,4,6,708
240,"P.P. AKBARPUR",320,254,0,574,235,190,0,425,1,0,192,34,187,2,0,1,1,0,0,0,0,2,1,2,1,2,425
241,"P.P. BARUAR",596,480,0,1076,239,170,0,409,409,0,124,38,212,9,0,1,0,1,1,2,2,8,1,4,3,3,409
242,"P.P. HASNAPUR",191,157,0,348,151,89,0,240,240,0,154,18,45,6,0,0,1,0,2,2,2,2,0,6,1,1,240
243,"P.P. RAOUTAPUR",363,329,0,692,222,148,0,370,1,0,275,44,32,9,1,0,0,0,0,1,1,1,1,0,1,4,370
244,"P.P. KARIMNAGAR JALALPUR",645,476,0,1121,375,252,0,627,1,0,185,171,204,13,4,13,0,1,1,0,1,8,4,6,5,11,627
245,"P.P. JALALPUR M. KARIMNAGAR",179,133,0,312,104,71,0,175,1,0,29,74,62,3,0,1,0,0,2,0,0,1,2,0,0,1,175
246,"P.P. JAMUNIYA",478,433,0,911,337,267,0,604,7,0,59,117,409,5,2,1,0,1,1,2,0,2,3,0,2,0,604
247,"P.P. SONAOUA",514,456,0,970,241,128,0,369,1,0,115,38,186,7,1,0,0,1,0,3,2,3,2,1,2,8,369
248,"P.P. PATTIPUR",370,321,0,691,231,169,0,400,1,0,3,133,254,2,0,0,0,0,0,0,0,3,1,2,0,2,400
249,"P.P. DHAPRAPUR",314,296,0,610,211,176,0,387,387,0,103,142,133,3,0,1,0,1,2,0,0,0,0,0,1,1,387
250,"P.P. SADIYAPUR",332,279,0,611,227,174,0,401,1,0,204,174,21,1,0,0,0,1,0,0,0,0,0,0,0,0,401
251,"P.P. NAYAGAEAN DEWARIYA",592,519,0,1111,392,291,0,683,683,0,172,148,322,7,4,1,2,0,3,0,3,3,4,6,3,5,683
252,"P.P. KHERWA KAMALPUR",544,458,0,1002,375,292,0,667,1,0,143,188,308,13,3,1,1,3,1,0,2,2,0,2,0,0,667
253,"P.P. BASEN R.N.1",674,462,0,1136,382,252,0,634,623,0,200,106,292,14,2,2,2,1,1,1,1,3,2,1,1,5,634
254,"P.P. BASE R.N. 2",393,363,0,756,172,123,0,295,109,0,46,33,173,32,0,0,0,1,1,0,0,2,4,3,0,0,295
255,"P.P. UMRAPUR KA. BRAMDA",849,626,0,1475,459,308,0,767,767,0,79,297,323,8,0,5,0,0,3,1,6,7,13,13,3,9,767
256,"P.P. PALPUR BAIRAGI KHEDA",762,611,0,1373,453,282,0,735,735,0,63,135,484,9,3,0,0,1,2,0,2,8,13,9,3,3,735
257,"P.P. PALPUR BAIRAGI KHEDA KA. BRAMDA",374,313,0,687,168,118,0,286,286,0,101,65,86,4,3,0,0,1,1,1,3,5,0,7,2,7,286
258,"P.P. JASU",755,641,0,1396,339,232,0,571,570,0,67,72,394,6,1,1,1,0,4,1,0,5,2,7,4,6,571
259,"P.P. NEEBHI",365,315,0,680,233,195,0,428,428,0,88,248,74,4,0,0,0,0,0,1,0,1,2,3,4,3,428
260,"PANCHAYATGHAR  GOPAR R.N. 1",452,407,0,859,256,213,0,469,468,0,207,48,191,0,1,0,2,1,3,1,3,1,3,4,1,3,469
261,"P.P. GOPAR R.N. 1",513,443,0,956,267,179,0,446,406,0,61,61,310,1,1,1,0,0,0,0,0,4,0,5,0,2,446
262,"P.P. GOPAR R.N. 2",501,449,0,950,242,149,0,391,302,0,40,128,207,6,0,0,0,0,1,1,1,3,1,0,1,2,391
263,"P.P. DEVGAN",299,264,0,563,173,144,0,317,317,0,32,46,223,6,1,1,2,0,0,1,0,1,2,0,0,2,317
264,"P.P. DHIRJAKHERA M. GODADHAR R.N. 1",540,453,0,993,224,135,0,359,359,0,144,63,145,0,1,2,1,1,0,1,0,0,0,0,0,1,359
265,"P.P. DHIRJAKHERA M. GODADHAR R.N. 2",455,388,0,843,333,282,0,615,467,0,30,53,516,5,1,1,0,0,0,1,1,3,0,2,1,1,615
266,"P.P. BAGHAOULI R.N. 1",538,420,0,958,314,202,0,516,403,0,170,61,267,8,1,1,0,0,1,0,1,3,0,2,1,0,516
267,"P.P. BAGHAOULI EXTRA ROOM",532,471,0,1003,319,230,0,549,540,0,357,39,138,6,0,0,0,0,0,1,0,3,2,1,1,1,549
268,"P.P. BAGHRAI R.N. 2",473,350,0,823,233,139,0,372,372,0,130,90,145,2,1,0,0,0,0,0,0,2,1,1,0,0,372
269,"P.P. BAGHAOULI EXTRA ROOM",427,339,0,766,215,113,0,328,328,0,74,57,177,4,2,2,1,0,1,1,0,3,2,1,0,3,328
270,"J.H.S. BAGHAOULI R.N. 1",477,407,0,884,245,170,0,415,1,0,67,147,188,3,0,1,0,0,2,0,2,1,0,2,2,0,415
271,"J.H.S. BAGHAOULI R.N. 2",539,402,0,941,273,174,0,447,342,0,101,169,163,7,0,0,0,1,0,0,0,2,0,2,0,2,447
272,"P.P. GADAN PUR R.N. 1",587,504,0,1091,309,267,0,576,576,0,111,237,182,12,2,15,0,0,1,2,1,1,4,4,0,4,576
273,"P.P. GADAN PUR R.N. 2",566,467,0,1033,358,201,0,559,400,0,111,192,229,5,0,1,0,0,0,2,1,8,5,2,2,1,559
274,"P.P. KAMOLIYA",523,422,0,945,330,242,0,572,339,0,126,139,288,1,0,1,1,0,1,1,0,2,3,4,2,3,572
275,"P.P. PIPONA",763,629,0,1392,415,283,0,698,422,0,131,187,346,11,0,1,0,0,0,1,1,2,2,6,3,7,698
276,"P.P. BAMHNAKHEDA",572,485,0,1057,374,233,0,607,1,0,124,279,173,11,1,1,0,0,3,0,1,3,0,1,3,7,607
277,"P.P. DHATANKHEDA M. KHAJURMAI R.N. 1",646,546,0,1192,362,232,0,594,594,0,73,135,356,10,0,0,0,2,0,1,0,5,0,6,1,5,594
278,"P.P. DHATANKHEDA M. KHAJURMAI R.N. 2",497,401,0,898,258,160,0,418,418,0,33,220,142,6,1,0,1,0,0,0,1,3,2,1,3,5,418
279,"P.P. HATHIYAYAEE",447,426,0,873,286,225,0,511,511,0,198,169,126,9,1,0,0,1,0,0,0,3,1,0,1,2,511
280,"P.P. HADHA",760,627,0,1387,328,411,0,739,439,0,85,339,290,16,0,0,0,1,0,1,0,2,1,1,1,2,739
281,"P.P. GOSWA M. ADANGAPUR R.N. 1",497,414,0,911,310,233,0,543,230,0,69,260,171,8,4,0,0,0,2,0,2,10,2,4,5,6,543
282,"P.P. GOSWA M. ADANGAPUR R.N. 2",407,330,0,737,251,196,0,447,447,0,61,189,177,6,0,0,1,0,0,1,0,2,4,3,1,2,447
283,"P.P. GANGAPUR",769,655,0,1424,449,379,0,828,828,0,377,234,174,22,2,1,2,1,2,0,1,2,3,0,6,1,828
284,"P.P. RAWBAHADURPUR",652,597,0,1249,421,316,0,737,505,0,168,165,365,12,0,0,0,0,2,0,1,8,3,3,2,8,737
285,"P.P. LODHI R.N. 1",772,605,0,1377,356,212,0,568,556,0,121,63,347,10,2,2,1,2,0,0,1,4,9,1,2,3,568
286,"P.P. LODHI R.N. 2",550,440,0,990,302,226,0,528,1,0,252,76,178,5,3,0,0,0,0,1,1,4,1,0,4,3,528
287,"P.P. ADILAPUR M. BHELAWAN R.N. 1",503,408,0,911,316,255,0,571,571,0,155,195,208,1,0,0,0,1,2,0,0,2,2,4,1,0,571
288,"P.P. ADILAPUR M. BHELAWAN R.N. 2",524,421,0,945,306,217,0,523,523,0,67,207,231,2,0,0,1,0,0,0,1,4,1,2,3,4,523
289,"P.P. MATUA",485,369,0,854,286,195,0,481,440,0,70,334,44,3,0,0,0,0,0,0,2,1,1,4,7,15,481
290,"P.P. BANNAPUR",525,442,0,967,325,195,0,520,511,0,102,301,103,4,0,1,2,0,1,0,0,1,0,2,1,2,520
291,"P.P. RGHUNATHPUR M. BANNAPUR",696,605,0,1301,438,302,0,740,87,0,79,375,257,3,4,1,0,1,1,1,1,5,0,7,3,2,740
292,"P.P. SAHORIYA BUJURG R.N. 1",807,529,0,1336,402,221,0,623,623,0,175,251,162,5,2,0,1,0,1,0,0,2,4,4,8,8,623
293,"P.P. SAHORIYA BUJURG R.N. 2",512,401,0,913,246,125,0,371,250,0,103,167,77,5,2,0,0,0,2,2,1,3,3,1,1,4,371
294,"P.P. SAHORIYA BUJURG EXTRA ROOM",539,398,0,937,228,120,0,348,1,0,132,156,36,6,2,0,0,0,0,3,0,3,3,2,3,2,348
295,"J.H.S. PAHUNTERA R.N. 1",467,357,0,824,257,170,0,427,427,0,78,198,140,1,0,0,1,1,0,1,0,3,0,0,3,1,427
296,"J.H.S. PAHUNTERA R.N. 2",483,361,0,844,250,176,0,426,426,0,94,201,108,3,1,0,0,0,1,1,0,5,0,2,7,3,426
297,"P.P. PAHUNTERA R.N. 1",626,454,0,1080,331,221,0,552,1,0,110,192,214,16,2,1,0,0,1,1,3,3,3,1,1,4,552
298,"P.P. PAHUNTERA R.N. 2",406,333,0,739,193,139,0,332,16,0,60,166,83,7,0,1,2,0,0,3,0,4,1,1,1,3,332
299,"P.P. ACHHRAMAU",673,509,0,1182,380,261,0,641,402,0,186,189,234,6,3,0,2,0,1,3,0,1,2,6,8,0,641
300,"J.H.S. BEEKAPUR R.N. 1",724,517,0,1241,449,331,0,780,4,0,25,500,221,6,1,0,0,1,0,1,1,7,2,1,5,9,780
301,"J.H.S. BEEKAPUR R.N. 2",672,464,0,1136,448,297,0,745,745,0,133,459,113,5,1,1,1,0,2,4,3,3,2,3,13,2,745
302,"P.P. MARSA R.N. 1",784,615,0,1399,432,288,0,720,720,0,74,482,134,3,1,1,1,0,0,0,1,4,2,2,6,9,720
303,"P.P. MARSA R.N. 2",512,379,0,891,293,214,0,507,1,0,94,320,61,4,2,2,0,1,0,0,0,2,4,3,6,8,507
304,"P.P. PAOUTHEPURWA M. MAHURAKALAN",738,582,0,1320,465,341,0,806,806,0,90,557,128,8,3,1,1,0,2,1,2,5,2,2,1,3,806
305,"P.P. SAOUNTERA  R.N.1",459,399,0,858,278,218,0,496,1,0,44,250,181,8,1,1,0,1,1,0,0,5,1,2,0,1,496
306,"P.P. SAOUNTERA  R.N.2",493,398,0,891,287,168,0,455,1,0,62,189,168,5,1,0,2,1,2,1,5,8,2,3,1,5,455
307,"J.H.S. SAOUNTERA R.N.1",641,521,0,1162,384,278,0,662,662,0,16,253,365,2,0,0,0,1,3,0,1,4,2,1,5,9,662
308,"J.H.S. SAOUNTERA R.N.2",471,353,0,824,138,209,0,347,327,0,27,160,151,4,0,1,0,0,0,0,0,0,0,1,0,3,347
309,"J.H.S. ODRA PACHLAI",768,600,0,1368,489,294,0,783,783,0,199,325,231,5,2,2,1,0,0,0,3,5,6,1,1,2,783
310,"J.H.S. CHETTAPURWA M. ODRAPACHLAI R.N. 1",471,338,0,809,278,137,0,415,1,0,38,154,209,4,1,0,0,1,1,0,0,0,1,1,1,4,415
311,"J.H.S. CHETTAPURWA M. ODRAPACHLAI R.N. 2",477,425,0,902,319,251,0,570,570,0,1,121,412,14,1,2,0,0,1,0,0,7,4,5,1,1,570
312,"P.P. ITKERIYA M. AICHAMAU",651,509,1,1161,470,304,0,774,700,0,39,579,117,12,1,0,1,0,0,1,0,5,2,6,8,3,774
313,"P.P. DAHITI SALKUPUR R.N. 1",728,618,0,1346,343,405,0,748,748,0,155,221,345,8,0,1,0,0,2,0,1,6,2,2,1,4,748
314,"P.P. DAHITI SALKUPUR R.N. 2",356,303,0,659,188,121,0,309,309,0,26,116,152,2,0,0,0,0,0,0,1,2,2,2,0,6,309
315,"P.P. DAHIGAWAN",489,337,0,826,317,212,0,529,527,0,48,445,26,1,1,0,0,1,0,1,1,0,0,0,4,1,529
316,"P.P. DALELPUR",728,633,0,1361,485,325,0,810,1,0,62,287,430,7,0,0,1,0,1,0,1,4,3,3,5,6,810
317,"P.P. TUNDVAL  R.N. 1",741,578,0,1319,547,411,0,958,958,0,89,637,183,1,1,0,0,0,2,1,2,7,4,6,15,10,958
318,"P.P. TUNDVAL  R.N. 2",596,464,0,1060,406,204,0,610,37,0,15,357,225,5,0,0,0,1,2,0,0,1,0,1,1,2,610
319,"P.P. ANDHARRA R.N. 1",437,381,0,818,276,213,0,489,400,0,77,206,175,4,3,3,0,0,0,1,0,0,1,10,4,5,489
320,"P.P. ANDHARRA R.N. 2",576,458,0,1034,372,195,0,567,564,0,47,394,102,2,0,1,1,1,1,1,0,7,2,2,2,4,567
321,"J.H.S. MONA  R.N. 1",827,504,0,1331,542,288,0,830,830,0,91,334,363,11,1,1,1,0,0,1,2,4,7,5,4,5,830
322,"J.H.S. MONA  R.N. 2",449,287,0,736,273,155,0,428,1,0,116,173,122,2,0,0,0,0,0,0,3,4,0,0,2,6,428
323,"P.P. LALAULI",348,263,0,611,284,217,0,501,1,0,102,173,209,4,1,2,0,0,3,0,1,0,0,2,2,2,501
