"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JITENDRA KUMAR SINGH BABLU BHAIYA","2 - NIRMAL KHATRI","3 - MITRASEN YADAV","4 - LALLU SINGH","5 - JAI RAM SINGH JAI","6 - NASREEN BANO","7 - MAKASUD ALI","8 - MAYURI TIWARI","9 - RADHIKA PRASAD","10 - RAM JANAM","11 - SHAILENDRA KUMAR SHUKLA","12 - None of the Above","Total Votes Secured"
202,"PS DASAULI",420,386,0,806,322,284,0,606,590,0,82,18,93,364,5,3,2,7,9,5,7,11,606
203,"PS CHHATIRWA",647,597,0,1244,437,388,0,825,117,0,126,15,141,506,4,2,0,6,7,8,2,8,825
204,"PS CHANDPUR KAIL",441,400,0,841,349,287,0,636,167,0,149,19,54,368,4,1,0,5,15,2,2,17,636
205,"PS SARAIYA",667,609,0,1276,393,412,0,805,801,0,81,51,218,424,8,2,3,7,3,5,1,2,805
206,"PS PARAKAIL",529,495,0,1024,279,332,0,611,607,0,43,53,136,362,3,2,1,3,3,1,1,3,611
207,"PS KAIL KESHAVPUR ROOM NO. 1",635,556,0,1191,421,362,0,783,700,0,53,37,25,597,16,2,2,3,10,6,8,24,783
208,"PS KAIL KESHAVPUR ROOM NO. 2",672,551,0,1223,438,330,0,768,668,0,39,92,167,433,8,3,1,3,8,7,2,5,768
209,"PS RAJEPUR",528,468,0,996,340,290,0,630,125,0,47,71,61,421,1,0,3,5,8,4,5,4,630
210,"PS VINAYAKPUR",367,308,0,675,229,176,0,405,403,0,31,24,173,165,0,0,0,4,0,0,4,4,405
211,"PS BABHANGAWAN",647,547,0,1194,325,320,0,645,637,0,71,167,241,96,0,2,65,0,0,2,0,1,645
212,"PS MIRJAPUR NIMAULI EAST",468,423,0,891,318,329,0,647,647,0,120,32,244,213,3,0,14,6,5,4,1,5,647
213,"PS MIRJAPUR NIMAULI WEST",580,515,0,1095,278,320,0,598,598,0,87,66,173,241,0,1,9,1,4,4,4,8,598
214,"PS PALIYA GOVA NORTH",513,450,0,963,362,338,0,700,682,0,55,31,136,433,6,2,3,6,12,5,2,9,700
215,"PS PALIYA GOVA SOUTH",506,413,0,919,312,270,0,582,582,0,132,128,71,230,1,0,3,3,9,2,1,2,582
216,"PS BARGDHIYA (MAINUDDINPUR)",610,533,0,1143,364,300,0,664,600,0,132,70,131,297,8,1,1,1,6,3,7,7,664
217,"PS MAINUDDINPUR (JAMURATGANJ)",752,652,0,1404,380,360,0,740,740,0,17,220,182,301,8,1,0,3,1,5,0,2,740
218,"PACHAYAT GHAR ARUWAWAN NORTH",657,589,0,1246,414,349,0,763,346,0,69,173,189,294,3,2,11,4,8,2,2,6,763
219,"PACHAYAT GHAR ARUWAWAN SOUTH",380,338,0,718,200,203,0,403,392,0,9,184,162,39,0,0,1,0,1,0,3,4,403
220,"PS NAJIRPUR",348,319,0,667,263,247,0,510,496,0,145,83,64,190,2,0,0,0,8,6,7,5,510
221,"PS KHANPUR MASODHA EAST",697,612,0,1309,490,394,0,884,109,0,205,52,65,523,11,0,1,1,5,6,0,15,884
222,"PS KHANPUR MASODHA WEST",624,546,0,1170,367,453,0,820,819,0,68,109,71,534,3,0,1,3,5,13,3,10,820
223,"SETH DWARIKADAS MHS MOTINAGAR ROOM NO. 1",868,723,0,1591,556,432,0,988,965,0,150,62,61,656,9,1,1,7,8,16,2,15,988
224,"SETH DWARIKADAS MHS MOTINAGAR ROOM NO. 2",235,156,0,391,119,78,0,197,192,0,2,20,16,154,1,0,0,0,0,0,0,4,197
225,"PS DHARMDASPUR",353,305,0,658,291,222,0,513,351,0,72,11,227,181,1,2,0,1,2,9,1,6,513
226,"JHS ABANPUR SAROHA EAST",386,362,0,748,285,246,0,531,531,0,91,21,65,330,1,0,1,1,7,5,2,7,531
227,"JHS ABANPUR SAROHA MIDDLE",639,572,0,1211,456,350,0,806,650,0,125,13,158,464,7,5,0,1,4,10,6,13,806
228,"JHS ABANPUR SAROHA WEST",567,496,0,1063,329,383,0,712,137,0,82,31,128,435,0,4,6,4,5,4,1,12,712
229,"PS PALIYA RISALI",602,552,0,1154,449,369,0,818,818,0,164,26,34,563,7,1,2,2,11,3,3,2,818
230,"PS MADHUPUR EXTRA ROOM",641,546,0,1187,440,331,0,771,700,0,154,48,113,422,3,2,3,3,5,4,1,13,771
231,"PS MADHUPUR NEW BUILDING ROOM NO. 3",237,214,0,451,168,148,0,316,300,0,99,10,36,149,5,0,0,1,7,2,1,6,316
232,"PS MADHUPUR ROOM NO. 2",126,125,0,251,78,82,0,160,160,0,26,15,4,94,2,1,13,0,3,1,0,1,160
233,"PS KALYAN BHADARSA (PAGLABHARI)",667,559,0,1226,436,355,0,791,786,0,90,74,155,422,6,3,5,2,14,6,4,10,791
234,"PS BIBIPUR",334,268,0,602,200,176,0,376,124,0,46,15,51,254,5,0,0,0,3,1,0,1,376
235,"PS RAITHUA",801,641,0,1442,392,393,0,785,783,0,51,228,204,231,5,4,29,6,7,5,3,12,785
236,"SHRI BHARAT UMV NANDIGRAM NORTH",606,546,0,1152,381,370,0,751,744,0,170,141,20,393,2,1,5,1,7,5,0,6,751
237,"PS DOSTPUR",544,456,0,1000,354,327,0,681,681,0,44,66,127,399,4,2,15,2,9,4,3,6,681
238,"PS NAIPURA EAST",500,451,0,951,346,272,0,618,30,0,124,34,55,371,3,0,5,4,7,3,0,12,618
239,"PS NAIPURA WEST",430,366,0,796,293,257,0,550,550,0,203,12,13,293,6,1,1,1,10,2,1,7,550
240,"PS BHADARSA BHAHAR (MIRA JAINA) ROOM NO. 1",491,431,0,922,230,228,0,458,458,0,9,217,19,182,2,6,3,1,5,1,5,8,458
241,"KANYA JHS RAJA KA PURWA (BHADARSA BHAHAR) ROOM NO. 2",509,413,0,922,207,214,0,421,395,0,6,332,25,48,0,1,1,1,2,2,1,2,421
242,"PS BHADARSA TOWN NORTH",392,338,0,730,215,213,0,428,428,0,48,129,104,129,0,2,7,3,1,0,2,3,428
243,"PS BHADARSA TOWN SOUTH",458,447,0,905,198,211,0,409,393,0,36,185,156,27,1,0,3,0,0,0,0,1,409
244,"SADHAN SAHKARI SAMITI RAJEPUR (BHADARSA) ROOM NO. 1",671,577,0,1248,425,341,0,766,764,0,24,132,66,501,13,3,1,4,13,3,2,4,766
245,"JAB INTER COLLEGE BHADARSA ROOM NO. 4",762,63,0,825,449,27,0,476,466,0,14,149,86,213,1,0,10,1,1,1,0,0,476
246,"JAB INTER COLLEGE BHADARSA ROOM NO. 5",747,164,0,911,437,91,0,528,520,0,7,150,37,316,1,1,12,1,1,1,1,0,528
247,"JAB INTER COLLEGE BHADARSA ROOM NO. 1",228,208,0,436,144,123,0,267,267,0,4,36,47,175,0,0,1,0,3,0,0,1,267
248,"JAB INTER COLLEGE BHADARSA ROOM NO. 2",319,637,0,956,118,348,0,466,453,0,14,122,135,156,3,3,16,2,4,4,3,4,466
249,"JAB INTER COLLEGE BHADARSA ROOM NO. 3",856,191,0,1047,373,99,0,472,403,0,16,156,123,127,0,1,48,0,0,0,0,1,472
250,"SADHAN SAHKARI SAMITI LTD. RAJEPUR (BHADARSA) ROOM NO. 2",137,1172,0,1309,57,639,0,696,681,0,37,176,107,325,4,3,11,4,7,9,4,9,696
251,"PS PIPRI",729,642,0,1371,420,365,0,785,713,0,9,57,74,606,11,2,3,5,11,2,4,1,785
252,"PS HALLEDWARIKAPUR FIRST",741,641,0,1382,422,372,0,794,794,0,216,113,89,323,8,2,4,7,9,5,4,14,794
253,"PS HALLEDWARIKAPUR SECOND",417,328,0,745,190,167,0,357,6,0,34,29,52,216,3,0,2,3,3,2,5,8,357
254,"PS SHAHGANJ FIRST",523,497,0,1020,312,314,0,626,426,0,58,77,20,438,2,1,2,7,12,3,1,5,626
255,"PS SHAHGANJ EXTRA ROOM",546,482,0,1028,356,313,0,669,600,0,52,48,26,515,6,3,0,4,7,5,0,3,669
256,"PS SHAHGANJ  SECOND",724,603,0,1327,450,380,0,830,794,0,28,87,64,618,10,1,2,2,8,2,3,5,830
257,"JHS SHAHGANJ FIRST",634,565,0,1199,324,311,0,635,598,0,174,120,147,167,3,1,2,6,4,2,2,7,635
258,"JHS SHAHGANJ SECOND",816,693,0,1509,474,416,0,890,890,0,250,30,235,331,10,2,1,6,6,5,3,11,890
259,"PS CHANDIPUR NAGAHARA",202,181,0,383,129,123,0,252,252,0,1,6,27,202,0,1,0,3,8,0,0,4,252
260,"PS PARUA EAST",625,533,0,1158,343,322,0,665,603,0,24,36,97,463,8,1,4,3,14,0,5,10,665
261,"PS PARUA WEST",468,431,0,899,317,303,0,620,620,0,71,30,146,327,6,3,2,3,14,5,5,8,620
262,"PS SARAI BHANAULI EAST",413,397,0,810,225,226,0,451,425,0,145,86,61,131,3,1,1,5,4,3,4,7,451
263,"PS SARAI BHANAULI WEST",512,481,0,993,220,251,0,471,471,0,135,102,41,178,2,1,2,1,0,1,2,6,471
264,"JHS SARAI BHANAULI NORTH",693,638,0,1331,351,333,0,684,677,0,182,73,153,244,5,2,6,6,5,2,0,6,684
265,"JHS SARAI BHANAULI SOUTH",605,525,0,1130,328,308,0,636,625,0,102,34,119,354,6,2,2,4,4,1,0,8,636
266,"PS PUNHPI",709,637,0,1346,430,455,0,885,805,0,77,121,83,543,11,1,2,4,13,11,4,15,885
267,"PS KHEVLI",280,253,0,533,190,184,0,374,372,0,79,25,23,217,1,2,2,0,9,3,4,9,374
268,"PS ISMILEPUR",399,364,0,763,236,263,0,499,400,0,39,75,82,272,7,3,2,4,5,2,0,8,499
269,"PS JALALPUR MAFI EAST",625,618,0,1243,385,433,0,818,815,0,167,78,148,402,2,3,0,5,4,5,1,3,818
270,"PS JALALPUR MAFI WEST",598,538,0,1136,416,320,0,736,736,0,174,90,70,381,4,1,1,3,4,3,1,4,736
271,"PS DASRATHPUR EAST",737,652,0,1389,443,417,0,860,859,0,109,50,239,428,3,1,3,2,5,8,2,10,860
272,"PS DASRATHPUR WEST",183,169,0,352,108,108,0,216,161,0,16,19,38,132,0,0,2,0,4,1,0,4,216
273,"PS JAINPUR",437,382,0,819,255,259,0,514,502,0,80,36,89,262,9,5,1,2,15,5,2,8,514
274,"PS NEVADA BHAVAPUR EAST",737,612,0,1349,467,371,0,838,837,0,99,96,161,436,7,1,2,7,5,11,4,9,838
275,"PS NEVADA BHAVAPUR WEST",154,154,0,308,78,90,0,168,62,0,28,29,62,45,0,0,0,0,1,1,0,2,168
276,"PS JERUWA",459,393,0,852,248,301,0,549,548,0,112,25,108,280,4,0,0,2,8,4,3,3,549
277,"PS BABURIHA KAUNDHA",417,364,0,781,232,224,0,456,456,0,73,56,22,282,2,4,0,3,8,2,2,2,456
278,"PS SHERPUR",482,421,0,903,278,246,0,524,400,0,72,73,30,317,4,1,1,9,5,3,1,8,524
279,"PS GUNDHOUR NEW BULIDING",657,586,0,1243,419,366,0,785,781,0,244,46,53,401,6,1,0,6,6,5,4,13,785
280,"PS GUNDHOUR OLD BULIDING",796,672,0,1468,461,390,0,851,848,0,219,61,260,278,4,4,1,3,4,9,2,6,851
281,"PS PATUPUR",764,662,0,1426,523,414,0,937,937,0,208,61,89,546,4,2,1,3,8,3,1,11,937
282,"PS PATUPUR BALLIPUR FIRST",527,485,0,1012,279,233,0,512,495,0,94,25,72,297,1,1,1,8,1,2,0,10,512
283,"PS PATUPUR BALLIPUR SECOND",515,437,0,952,311,241,0,552,552,0,183,36,36,265,1,2,0,6,7,7,2,7,552
284,"PS LUTFABAD BACHAULI EAST",386,351,0,737,224,191,0,415,415,0,25,26,138,202,2,0,2,5,8,1,0,6,415
285,"PS LUTFABAD BACHAULI WEST",790,662,0,1452,415,395,0,810,500,0,124,75,69,518,2,0,0,2,11,5,3,1,810
286,"PS MALETHU KANAK EAST",715,625,0,1340,379,366,0,745,745,0,148,82,51,429,4,1,1,4,9,4,4,8,745
287,"PS MALETHU KANAK WEST",790,706,0,1496,435,365,0,800,799,0,56,88,165,452,4,3,1,7,9,7,1,7,800
288,"PS DHENUVAVAN",517,452,0,969,309,264,0,573,400,0,41,23,271,222,2,0,1,1,7,1,0,4,573
289,"PS KARAUNDI EAST",418,362,0,780,263,225,0,488,480,0,48,20,15,372,6,2,0,6,7,2,3,7,488
290,"PS KARAUNDI WEST",437,368,0,805,242,178,0,420,121,0,87,9,37,274,2,2,0,3,2,1,1,2,420
291,"PS RAMDASPUR MAJHAULI",301,254,0,555,190,152,0,342,300,0,95,38,68,137,1,0,0,0,0,2,0,1,342
292,"PS KHEMPUR CHANDAI",820,722,0,1542,495,444,0,939,930,0,157,48,255,435,9,5,3,3,10,4,2,8,939
293,"JHS RURUKHAS",775,706,0,1481,514,407,0,921,921,0,308,70,103,382,5,2,2,8,13,6,9,13,921
294,"PS RURUKHAS EAST",303,263,0,566,171,121,0,292,289,0,106,15,4,155,1,0,2,1,3,2,1,2,292
295,"PS RURUKHAS WEST",693,576,0,1269,359,355,0,714,714,0,131,66,165,315,4,4,0,3,5,12,1,8,714
296,"PS PADRI",655,577,0,1232,369,301,0,670,652,0,86,7,244,283,3,2,0,21,5,4,1,14,670
297,"PANCHAYAT BHAVAN DHEMAVAISHYA",757,647,0,1404,418,357,0,775,773,0,125,107,108,370,6,2,0,7,20,19,3,8,775
298,"PS DEVKALI MAFI",552,476,0,1028,310,255,0,565,562,0,101,23,123,296,1,3,2,0,3,3,4,6,565
299,"PS NANDUPUR",200,193,0,393,129,134,0,263,260,0,62,15,46,122,2,0,0,1,4,1,2,8,263
300,"PS PARVARPARA",272,234,0,506,188,133,0,321,321,0,51,19,71,165,2,0,0,3,5,2,1,2,321
301,"PS SOHVAL SALONI",808,686,0,1494,409,305,0,714,714,0,104,55,255,251,6,1,3,4,6,12,6,11,714
302,"PS KUDHA",524,461,0,985,307,293,0,600,600,0,163,103,89,222,2,0,2,3,5,1,1,9,600
303,"PS DHEMA SHIVBAKHSRAI",603,575,0,1178,279,294,0,573,451,0,104,41,34,362,1,3,0,3,9,1,3,12,573
304,"PS SARESAR",235,201,0,436,125,117,0,242,242,0,23,18,35,152,3,2,4,1,3,0,0,1,242
305,"PS CHANVARDHAR",350,315,0,665,225,227,0,452,452,0,45,9,71,313,2,0,0,2,3,2,1,4,452
306,"PS BIKAPUR NORTH",667,574,0,1241,425,319,0,744,742,0,82,158,157,318,3,0,0,10,6,6,0,4,744
307,"PS BIKAPUR SOUTH",780,663,0,1443,473,396,0,869,824,0,121,79,233,378,7,4,2,9,12,5,6,13,869
308,"BHARTI INTER COLLAGE BIKAPUR ROOM NO. 1",439,406,0,845,300,217,0,517,517,107,107,51,22,313,2,1,1,3,4,3,3,7,517
309,"BHARTI INTER COLLAGE BIKAPUR ROOM NO. 2",493,425,0,918,273,236,0,509,437,0,44,53,103,302,1,2,1,0,1,1,0,1,509
310,"BHARTI INTER COLLAGE BIKAPUR ROOM NO. 3",342,321,0,663,236,202,0,438,438,0,11,64,17,326,4,0,1,1,4,5,1,4,438
311,"BHARTI INTER COLLAGE BIKAPUR ROOM NO. 4",441,402,0,843,307,225,0,532,498,0,13,108,37,356,2,1,3,2,3,0,3,4,532
312,"PS TOROMAFI NORTH",489,435,0,924,307,324,0,631,626,0,219,95,62,226,3,0,2,1,5,4,2,12,631
313,"PS TOROMAFI EXTRA ROOM",354,305,0,659,244,228,0,472,462,0,158,30,30,232,2,0,0,1,8,2,4,5,472
314,"PS TOROMAFI SOUTH",773,632,0,1405,414,309,0,723,631,0,226,101,143,237,2,2,2,3,3,1,0,3,723
315,"PS TOROMAFI MIDDLE",798,662,0,1460,466,384,0,850,850,0,260,101,35,408,3,4,2,4,14,3,2,14,850
316,"PS VASUDEVPUR",544,448,0,992,397,304,0,701,700,0,123,107,165,271,5,1,2,3,3,6,3,12,701
317,"PS SONKHARI NORTH",641,580,0,1221,308,313,0,621,620,0,47,87,390,67,1,9,0,4,4,1,0,11,621
318,"PS SONKHARI SOUTH",279,237,0,516,136,130,0,266,264,0,63,18,37,140,2,2,0,0,1,0,0,3,266
319,"PS SULHEPUR",489,458,0,947,365,290,0,655,600,0,187,36,64,339,1,0,2,13,6,2,1,4,655
320,"PS PAKDI DURGADASPUR",301,262,0,563,208,168,0,376,354,0,82,14,9,257,0,2,1,0,2,2,2,5,376
321,"JHS RAMPUR BHAGAN NORTH",422,350,0,772,285,226,0,511,510,0,31,21,81,364,3,0,1,1,2,2,0,5,511
322,"JHS RAMPUR BHAGAN SOUTH 2",462,426,0,888,271,239,0,510,510,0,27,27,68,372,1,2,1,2,4,0,1,5,510
323,"JHS RAMPUR BHAGAN MIDDLE",683,574,0,1257,370,331,0,701,700,0,94,48,138,391,7,1,1,6,4,2,2,7,701
324,"JHS RAMPUR BHAGAN SOUTH 1",424,371,0,795,234,205,0,439,439,0,38,24,119,241,3,2,1,0,8,0,0,3,439
325,"PS SAGARPUR",294,261,0,555,158,163,0,321,292,0,143,14,5,150,1,0,1,4,2,1,0,0,321
326,"PS SATNA",502,442,0,944,297,256,0,553,553,0,79,70,77,310,3,1,0,4,2,4,1,2,553
327,"PS KODAILA EAST",305,282,0,587,170,171,0,341,340,0,49,40,34,198,1,2,1,3,3,3,4,3,341
328,"PS KODAILA WEST",553,517,0,1070,291,328,0,619,619,0,128,73,148,256,0,2,1,0,4,2,1,4,619
329,"PS UMARNI PIPRI",483,425,0,908,306,276,0,582,24,0,189,25,15,320,2,1,1,7,4,6,3,9,582
330,"PS BHIKHI SARAI",419,393,0,812,250,228,0,478,400,0,238,22,31,162,3,3,0,3,9,2,0,5,478
331,"PS NANDRAULI FIRST",714,582,0,1296,399,368,0,767,762,0,84,277,222,159,1,0,8,8,0,3,2,3,767
332,"PS NANDRAULI SECOND",391,366,0,757,279,220,0,499,400,0,109,27,62,285,2,1,0,1,5,1,2,4,499
333,"PS USRI",438,388,0,826,265,257,0,522,520,0,157,95,40,183,4,1,1,9,6,4,6,16,522
334,"PS KARANPUR",362,309,0,671,227,211,0,438,400,0,102,93,86,152,0,1,1,0,1,0,1,1,438
335,"PS KHEMASARAY",364,311,0,675,210,192,0,402,400,0,74,66,24,224,1,1,1,1,2,5,1,2,402
336,"PS BACHRAMPUR",572,514,0,1086,334,316,0,650,311,0,34,89,76,412,6,0,2,3,13,1,1,13,650
337,"PS BILARIMAFI NORTH",524,428,0,952,316,256,0,572,572,0,84,65,153,247,3,2,1,1,6,2,1,7,572
338,"PS BILARIMAFI SOUTH",414,371,0,785,292,249,0,541,541,0,52,36,91,328,2,2,1,8,5,6,4,6,541
339,"PS SHERPUR PARA",549,540,0,1089,355,342,0,697,376,0,104,33,157,369,2,2,1,8,5,6,4,6,697
340,"PS PURELALA WEST",322,272,0,594,220,191,0,411,401,0,33,18,154,192,2,0,1,1,3,2,2,3,411
341,"PS PURELALA EXTRA ROOM",590,498,0,1088,309,315,0,624,624,0,97,95,242,171,2,1,5,1,2,3,1,4,624
342,"PANDIT JAWAHARLAL INTER COLLEGE KHJURAHAT  ROOM NO. FIRST",533,406,0,939,319,234,0,553,547,0,37,75,128,292,2,4,0,2,2,2,4,5,553
343,"PANDIT JAWAHARLAL INTER COLLEGE KAJURAHAT ROOM NO. SECOND",437,409,0,846,258,233,0,491,450,0,136,63,92,188,2,0,0,0,3,1,1,5,491
344,"PANDIT JAWAHARLAL INTER COLLEGE KAJURAHAT ROOM NO. THIRD",456,387,0,843,261,220,0,481,475,0,102,24,149,191,1,2,0,0,4,2,0,6,481
345,"PS PRANPUR",289,281,0,570,168,181,0,349,320,0,74,53,24,174,2,5,2,4,5,2,1,3,349
346,"PS SAHAPARA",836,724,0,1560,438,363,0,801,799,0,119,45,269,327,7,1,3,3,6,9,4,8,801
347,"PS KATARI EAST",761,657,0,1418,447,392,0,839,828,0,176,94,237,292,0,3,2,4,10,3,4,14,839
348,"PS KATARI WEST",384,390,0,774,218,236,0,454,447,0,101,56,110,171,0,1,2,3,6,1,0,3,454
349,"JHS MAHAVAN",806,661,0,1467,436,392,0,828,744,0,148,64,159,408,4,5,1,4,10,5,7,13,828
350,"PS SAHAVAN",445,369,0,814,259,240,0,499,498,0,78,38,179,187,3,1,1,1,5,2,2,2,499
