"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JITENDRA KUMAR SINGH BABLU BHAIYA","2 - NIRMAL KHATRI","3 - MITRASEN YADAV","4 - LALLU SINGH","5 - JAI RAM SINGH JAI","6 - NASREEN BANO","7 - MAKASUD ALI","8 - MAYURI TIWARI","9 - RADHIKA PRASAD","10 - RAM JANAM","11 - SHAILENDRA KUMAR SHUKLA","12 - None of the Above","Total Votes Secured"
199,"PS JALILPUR ROOM NO.1",265,220,0,485,186,179,0,365,1,0,14,88,7,232,2,0,0,3,1,2,5,11,365
200,"PS JALILPUR ROOM NO.2",479,454,0,933,325,280,0,605,366,0,57,100,70,328,8,6,2,1,12,4,4,13,605
201,"PS GULCHAPPA KHURD",218,186,0,404,179,130,0,309,304,0,2,29,26,248,0,0,1,0,1,1,0,1,309
202,"PS KURHA SADAT",770,627,0,1397,418,335,0,753,751,0,87,213,101,300,9,9,4,7,4,6,6,7,753
203,"PS SARAIPIR",405,305,0,710,252,228,0,480,480,0,27,85,52,297,3,3,1,0,4,1,3,4,480
204,"PS SIDHAUNA",264,207,0,471,178,155,0,333,317,0,2,72,65,181,3,0,0,0,4,3,0,3,333
205,"PS FIROJPUR PAWARAN ROOM NO.1",540,462,0,1002,370,285,0,655,655,0,77,47,148,354,3,1,1,2,6,7,2,7,655
206,"PS FIROJPUR PAWARAN ROOM NO.2",454,391,0,845,253,260,0,513,490,0,42,62,161,209,4,1,4,3,10,6,3,8,513
207,"NEW PS BANGAWAN",724,620,0,1344,286,487,0,773,771,0,75,135,106,405,9,3,3,2,16,8,3,8,773
208,"NEW PS DASHRATHMAU  ROOM NO.1",495,445,0,940,279,254,0,533,533,0,27,61,139,296,1,0,0,2,1,2,3,1,533
209,"NEW PS DASHRATHMAU  ROOM NO.2",529,451,0,980,310,271,0,581,581,0,34,88,70,344,8,1,2,1,11,6,4,12,581
210,"JHS SHUJAGANJ ROOM NO.1",712,607,0,1319,450,272,0,722,534,0,44,147,78,421,5,2,2,2,8,4,3,6,722
211,"JHS SHUJAGANJ ROOM NO.2",349,291,0,640,193,159,0,352,281,0,80,51,63,138,0,1,0,2,8,5,2,2,352
212,"PS AHEMDABAD",331,265,0,596,214,171,0,385,15,0,4,15,97,253,3,0,0,1,6,3,2,1,385
213,"PS MEENAPUR",426,410,0,836,331,271,0,602,602,0,44,37,21,462,5,2,0,2,9,7,3,10,602
214,"PS KOTRA",443,334,0,777,259,233,0,492,479,0,33,110,96,219,2,1,1,2,13,7,3,5,492
215,"PS HAYAT NAGAR ROOM NO.1",632,517,0,1149,397,331,0,728,699,0,15,43,124,527,2,1,0,2,8,3,0,3,728
216,"PS HAYAT NAGAR ROOM NO.2",309,278,0,587,217,183,0,400,399,0,10,24,94,253,2,0,2,2,4,0,3,6,400
217,"PS KHAND PIPRA ROOM NO.1",580,473,0,1053,362,308,0,670,670,0,92,63,176,306,4,2,0,0,7,1,7,12,670
218,"PS KHAND PIPRA ROOM NO.2",538,440,0,978,314,252,0,566,564,0,115,40,174,180,8,3,4,4,8,9,5,16,566
219,"PS PARSAU",526,464,0,990,336,291,0,627,445,0,40,84,78,395,4,0,2,0,3,5,3,13,627
220,"PS KOPEPUR ROOM NO.1",809,595,0,1404,331,330,0,661,651,0,58,335,225,34,0,2,0,1,1,3,2,0,661
221,"PS KOPEPUR ROOM NO.2",470,387,0,857,273,218,0,491,490,0,54,128,45,252,5,3,0,0,0,1,1,2,491
222,"PS HASNAMAU",570,473,0,1043,314,290,0,604,580,0,51,147,241,147,5,2,0,3,2,1,1,4,604
223,"PS AITHER ROOM NO.1",557,433,0,990,311,246,0,557,31,0,75,62,215,179,3,1,0,1,7,4,4,6,557
224,"PS AITHER ROOM NO.2",255,203,0,458,141,102,0,243,235,0,12,13,11,193,3,1,0,1,5,0,0,4,243
225,"PS BICHALA",546,415,0,961,294,242,0,536,536,0,8,91,169,244,5,2,1,2,5,4,2,3,536
226,"PS PASTA",609,484,0,1093,368,285,0,653,651,0,54,48,209,311,4,5,3,0,5,3,0,11,653
227,"PS SARAI NASIR",221,195,0,416,135,129,0,264,10,0,21,23,67,127,4,2,2,4,5,2,1,6,264
228,"PS BARAI",363,309,0,672,228,172,0,400,400,0,46,18,21,286,6,3,1,3,7,2,1,6,400
229,"PS KAITHI",482,352,0,834,247,163,0,410,410,0,84,36,66,211,1,1,2,0,3,3,0,3,410
230,"PS UDHRAURA",768,645,0,1413,496,323,0,819,819,0,218,20,203,337,6,1,3,1,11,5,4,10,819
231,"PS JAITHARI",277,253,0,530,238,176,0,414,398,0,9,9,56,316,3,0,1,2,4,2,1,11,414
232,"PS MAHANGU KA PURWA MAJRE SANDRI",576,477,0,1053,343,382,0,725,725,0,17,15,159,477,9,4,1,2,10,12,7,12,725
233,"PS AKHTIYARPUR ROOM NO.1",598,469,0,1067,356,221,0,577,573,0,56,19,125,339,8,2,1,4,10,4,2,7,577
234,"PS AKHTIYARPUR ROOM NO.2",775,684,0,1459,391,446,0,837,830,0,87,87,83,517,15,1,3,3,10,8,8,15,837
235,"PS HAIDERGANJ (SAHBAZPUR)",400,323,0,723,237,209,0,446,446,0,34,13,115,255,3,2,3,3,9,2,3,4,446
236,"PS FELSANDA",289,259,0,548,203,164,0,367,362,0,37,13,20,278,1,1,0,3,7,2,0,5,367
237,"BAHUUDDESHIYA SAMUDAIK KENDRA ALHWANA",734,652,0,1386,432,378,0,810,805,0,97,141,127,382,9,4,5,5,11,9,7,13,810
238,"PS JAHANGIRABAD",722,624,0,1346,557,335,0,892,830,0,75,27,99,637,13,4,1,4,7,7,4,14,892
239,"NEW PS HALIM NAGAR ROOM NO.1",810,630,1,1441,399,347,0,746,744,0,57,144,324,192,7,2,5,1,3,1,6,4,746
240,"NEW PS HALIM NAGAR ROOM NO.2",775,618,0,1393,421,352,0,773,767,0,57,94,207,367,4,2,10,3,9,7,6,7,773
241,"PS RAHIMGANJ",500,478,0,978,362,253,0,615,614,0,56,24,130,379,2,1,0,3,9,5,2,4,615
242,"PS DHAURAHRA",309,289,0,598,204,191,0,395,393,0,41,20,47,259,4,0,1,5,9,3,0,6,395
243,"JHS BHELSAR ROOM NO.1",481,396,0,877,279,222,0,501,501,0,70,111,21,257,4,4,1,13,7,3,4,6,501
244,"JHS BHELSAR ROOM NO.2",389,362,0,751,262,197,0,459,459,0,18,70,77,273,3,2,2,4,1,0,5,4,459
245,"JHS BHELSAR ROOM NO.3",476,393,1,870,230,180,1,411,370,0,6,188,151,28,0,26,6,1,0,1,2,2,411
246,"JHS BHELSAR ROOM NO.4",535,418,0,953,296,231,0,527,520,0,11,124,104,253,4,5,2,1,5,5,3,10,527
247,"PS BHELSAR ROOM NO.1",445,368,0,813,243,195,0,438,424,0,43,135,67,163,0,6,6,4,4,5,1,4,438
248,"PS BHELSAR ROOM NO.2",591,457,0,1048,312,214,0,526,471,0,39,137,140,181,1,6,0,3,3,5,2,9,526
249,"PS KHAIRANPUR",807,702,0,1509,497,406,0,903,883,0,33,192,174,475,2,0,4,3,7,4,2,7,903
250,"PS JALALPUR",713,623,0,1336,538,344,0,882,882,0,101,61,189,485,7,1,0,2,11,11,4,10,882
251,"PS KADIRPUR",353,253,0,606,183,146,0,329,329,0,4,157,100,60,0,0,1,0,1,2,0,4,329
252,"PS KARIMPUR",522,453,0,975,325,283,0,608,608,0,39,53,45,444,4,1,4,2,4,4,5,3,608
253,"PS KOPAKAP",526,413,0,939,328,260,0,588,586,0,84,94,94,276,6,2,2,3,9,5,2,11,588
254,"SADHAN SAHKARI KRAY-VIKRAY SAMITI RUDAULI ROOM NO.1",475,422,0,897,224,246,0,470,16,0,23,189,118,123,1,1,9,0,3,0,0,3,470
255,"SADHAN SAHKARI KRAY-VIKRAY SAMITI RUDAULI KA BARAMDA",484,443,0,927,308,240,0,548,545,0,7,235,121,180,1,2,1,0,0,0,0,1,548
256,"SADHAN SAHKARI KRAY-VIKRAY SAMITI RUDAULI ROOM NO.2",327,272,0,599,191,145,0,336,336,0,7,170,89,57,1,3,5,1,0,1,2,0,336
257,"SADHAN SAHKARI KRAY-VIKRAY SAMITI RUDAULI ROOM NO.3",453,368,0,821,252,217,0,469,163,0,4,276,120,48,0,1,11,1,0,1,4,3,469
258,"HINDU INTER COLLEGE RUDAULI ROOM NO.3",432,401,0,833,231,215,0,446,426,0,2,221,208,5,0,0,6,0,1,1,0,2,446
259,"HINDU INTER COLLEGE RUDAULI ROOM NO.4",796,641,0,1437,383,335,0,718,709,0,14,430,220,40,0,1,5,1,0,1,1,5,718
260,"HINDU INTER COLLEGE RUDAULI ROOM NO.6",590,470,0,1060,296,222,0,518,465,0,7,226,178,86,0,2,6,0,2,3,2,6,518
261,"HINDU INTER COLLEGE RUDAULI ROOM NO.7",409,352,0,761,201,177,0,378,205,0,8,81,107,151,3,1,16,0,2,3,0,6,378
262,"HINDU INTER COLLEGE RUDAULI ROOM NO.9",480,387,0,867,260,211,0,471,462,0,3,37,51,353,7,1,7,1,4,2,2,3,471
263,"HINDU INTER COLLEGE RUDAULI ROOM NO.8",713,609,0,1322,350,284,0,634,634,0,42,312,75,190,1,1,1,2,3,3,0,4,634
264,"KANYA JHS RUDAULI ROOM NO.1",598,505,0,1103,266,186,0,452,80,0,2,161,120,156,1,0,2,1,4,2,0,3,452
265,"KANYA JHS RUDAULI EXTRA ROOM",321,235,0,556,170,134,0,304,290,0,2,119,15,148,0,7,6,0,2,1,0,4,304
266,"KANYA JHS RUDAULI ROOM NO.2",603,484,0,1087,371,300,0,671,671,0,28,149,93,378,3,3,5,4,1,2,0,5,671
267,"KANYA JHS RUDAULI ROOM NO.3",349,281,1,631,209,194,0,403,398,0,9,24,7,341,8,1,4,2,0,2,2,3,403
268,"KANYA PS  RUDAULI ROOM NO.1",643,624,0,1267,154,350,0,504,350,0,5,291,117,73,1,4,2,0,1,1,3,6,504
269,"KANYA PS  RUDAULI ROOM NO.2",523,464,0,987,194,197,0,391,391,0,10,200,77,96,1,0,0,0,1,1,1,4,391
270,"KANYA PS  RUDAULI EXTRA ROOM",462,348,1,811,245,179,0,424,337,0,12,114,77,207,3,1,0,1,3,2,1,3,424
271,"JHS KILA RUDAULI ROOM NO.1",531,419,0,950,287,181,0,468,400,0,11,240,80,128,0,3,2,1,0,0,2,1,468
272,"JHS KILA RUDAULI ROOM NO.2",282,270,0,552,178,140,0,318,308,0,0,148,68,96,0,1,0,0,1,1,0,3,318
273,"PS KILA RUDAULI",729,697,0,1426,275,377,0,652,652,0,4,390,95,158,1,0,1,0,0,0,2,1,652
274,"NATIONAL HIGHER SECONDARY SCHOOL RUDAULI ROOM NO.1",636,532,0,1168,306,273,0,579,438,0,28,264,82,193,2,2,0,2,1,4,0,1,579
275,"NATIONAL HIGHER SECONDARY SCHOOL RUDAULI ROOM NO.2",500,416,0,916,239,211,0,450,430,0,35,240,64,104,0,2,3,0,1,0,1,0,450
276,"NATIONAL HIGHER SECONDARY SCHOOL RUDAULI ROOM NO.3",603,500,0,1103,308,274,0,582,422,0,69,208,116,173,1,1,3,0,7,2,0,2,582
277,"NATIONAL HIGHER SECONDARY SCHOOL RUDAULI ROOM NO.4",445,386,0,831,243,195,0,438,418,0,76,76,61,194,4,4,1,1,6,4,4,7,438
278,"PS NAYAGANJ ROOM NO.1",637,536,0,1173,402,327,0,729,467,0,43,154,85,426,1,1,2,3,3,3,1,7,729
279,"PS NAYAGANJ ROOM NO.2",597,523,0,1120,393,324,0,717,717,0,104,126,48,407,3,1,1,1,6,8,3,9,717
280,"MADARSA TABLIGUL KURAN TIPAI ROOM NO.1",479,408,0,887,290,209,0,499,499,0,3,279,59,154,1,0,2,0,0,0,1,0,499
281,"MADARSA TABLIGUL KURAN TIPAI ROOM NO.2",333,307,0,640,180,127,0,307,201,0,2,249,29,23,0,3,0,0,0,0,0,1,307
282,"MADARSA TABLIGUL KURAN TIPAI ROOM NO.3",673,565,0,1238,355,270,0,625,625,0,5,260,118,228,1,2,4,3,1,2,0,1,625
283,"RAM BARI SANSKRIT MAHAVIDYALAYA RUDAULI ROOM NO.1",682,606,0,1288,393,357,0,750,740,0,17,239,109,369,2,2,1,2,2,1,2,4,750
284,"RAM BARI SANSKRIT MAHAVIDYALAYA RUDAULI ROOM NO.2",452,362,0,814,264,218,0,482,477,0,9,157,85,209,0,1,7,1,0,1,3,9,482
285,"RAM BARI SANSKRIT MAHAVIDYALAYA RUDAULI ROOM NO.3",583,493,0,1076,309,258,0,567,533,0,9,217,71,253,1,3,5,1,2,2,0,3,567
286,"PS BHOULI ROOM NO.1",606,467,0,1073,343,277,0,620,618,0,32,110,190,279,3,0,1,1,2,0,0,2,620
287,"PS BHOULI ROOM NO.2",567,536,0,1103,352,381,0,733,600,0,80,95,79,460,1,3,1,1,5,3,1,4,733
288,"PS BHOULI ROOM NO.3",262,226,0,488,160,123,0,283,283,0,16,19,34,192,4,1,3,2,5,5,2,0,283
289,"KANYA JHS SHUKLAPUR",315,287,0,602,226,207,0,433,433,0,42,37,29,306,2,1,0,1,9,1,1,4,433
290,"PS MUHAMIDPUR",295,279,0,574,204,201,0,405,330,0,8,95,42,243,2,3,0,1,5,1,2,3,405
291,"PS FIROJPUR MAKHDOOMI ROOM NO.1",562,524,0,1086,353,274,0,627,395,0,80,113,44,353,3,0,2,2,10,6,4,10,627
292,"PS FIROJPUR MAKHDOOMI ROOM NO.2",605,544,0,1149,326,271,0,597,12,0,145,48,37,345,3,3,1,2,5,2,1,5,597
293,"PS FIROJPUR MAKHDOOMI EXTRA ROOM",430,366,0,796,268,190,0,458,443,0,55,3,75,307,1,1,0,2,3,3,1,7,458
294,"PS LOHTI SARAIYA ROOM NO.1",864,689,0,1553,441,380,0,821,51,0,131,104,132,398,2,2,14,8,4,12,8,6,821
295,"PS LOHTI SARAIYA ROOM NO.2",522,457,0,979,264,184,0,448,448,0,68,13,16,320,3,2,0,2,11,6,2,5,448
296,"PS LOHTI SARAIYA EXTRA ROOM",516,402,0,918,264,191,0,455,264,0,34,25,60,317,2,2,7,2,0,2,1,3,455
297,"PS AMAHTA ROOM NO.1",543,447,0,990,336,202,0,538,526,0,18,10,34,463,5,0,0,1,4,1,1,1,538
298,"PS AMAHTA ROOM NO.2",368,316,0,684,228,208,0,436,91,0,73,14,78,250,5,0,1,3,4,1,2,5,436
299,"PS PURE KALHANS",231,204,0,435,112,96,0,208,207,0,49,29,26,92,1,0,5,0,1,2,0,3,208
300,"PS BARAWAN",632,558,0,1190,316,250,0,566,566,0,45,54,101,346,1,3,3,0,6,3,1,3,566
301,"PS MALNA KA PURVA",301,267,0,568,197,170,0,367,367,0,51,41,43,215,4,2,0,0,8,3,0,0,367
302,"PS KOLWA",432,367,0,799,314,213,0,527,403,0,70,111,174,147,3,2,2,4,4,3,2,5,527
303,"PS MANAPUR",213,187,0,400,184,142,0,326,4,0,4,5,43,255,4,0,0,1,4,3,1,6,326
304,"PS BARI EXTRA ROOM NO.1",600,529,0,1129,364,334,0,698,25,0,267,99,51,213,4,3,44,0,5,4,0,8,698
305,"PS BARI EXTRA ROOM NO.2",685,566,1,1252,370,323,0,693,690,0,334,31,61,210,8,3,9,3,10,6,3,15,693
306,"PS BIRHAR",547,479,0,1026,344,256,0,600,600,0,61,19,159,328,3,0,17,0,8,0,1,4,600
307,"PS LALUAPUR",797,647,0,1444,411,360,0,771,601,0,102,156,106,333,13,4,13,8,10,8,6,12,771
308,"PS PARSAULI",629,532,0,1161,412,303,0,715,705,0,123,178,146,236,1,2,1,4,5,9,3,7,715
309,"PS SARAI HAMID",440,392,0,832,261,258,0,519,505,0,53,66,37,312,6,3,2,6,12,8,7,7,519
310,"PS JAMUNIYAMAU",607,531,0,1138,377,338,0,715,650,0,46,88,94,440,15,4,4,3,5,8,1,7,715
311,"PS SARAI MUGHAL",507,449,0,956,348,251,0,599,590,0,83,96,62,345,1,2,1,1,1,1,1,5,599
312,"PS NEVTI ROOM NO.1",566,420,0,986,345,203,0,548,544,0,43,48,62,362,2,4,1,3,4,4,3,12,548
313,"PS NEVTI ROOM NO.2",433,375,0,808,224,219,0,443,401,0,108,35,90,185,4,3,2,0,6,1,2,7,443
314,"PS GAURIYAMAU",805,633,0,1438,461,358,0,819,819,0,142,24,250,355,6,2,1,7,8,7,0,17,819
315,"PS MUJAFFARPUR",444,342,0,786,261,161,0,422,250,0,31,50,60,255,2,0,2,0,10,8,2,2,422
316,"PS MISA ROOM NO.1",808,670,0,1478,465,341,0,806,800,0,227,80,180,289,3,1,1,10,5,4,1,5,806
317,"PS MISA ROOM NO.2",746,587,0,1333,428,277,0,705,540,0,44,29,366,241,1,1,3,2,6,1,1,10,705
318,"PS GAUHANNA",597,521,0,1118,423,340,0,763,755,0,190,33,38,451,5,2,2,3,8,6,5,20,763
319,"PS HARIHARPUR BALAIYA ROOM NO.1",531,441,0,972,258,282,0,540,540,0,164,214,57,80,2,0,2,3,5,2,1,10,540
320,"PS HARIHARPUR BALAIYA ROOM NO.2",611,439,0,1050,315,260,0,575,575,0,32,267,65,189,3,0,5,2,5,1,1,5,575
321,"PS RAMSARAN DASPUR",327,289,0,616,216,205,0,421,418,0,173,13,40,178,1,2,1,3,4,2,1,3,421
322,"PS BIJRI",298,257,0,555,197,176,0,373,372,0,147,20,41,135,3,0,6,1,5,2,4,9,373
323,"JHS AIHAR ROOM NO.1",682,557,0,1239,356,324,0,680,680,0,82,108,143,297,3,5,17,5,6,4,7,3,680
324,"JHS AIHAR ROOM NO.2",707,613,0,1320,361,392,0,753,753,0,136,193,225,112,5,2,14,7,11,14,9,25,753
325,"JHS AIHAR ROOM NO.3",661,562,0,1223,370,268,0,638,638,0,222,37,62,262,5,3,2,3,17,8,5,12,638
326,"PS MANGI ROOM NO.1",554,491,0,1045,339,274,0,613,612,0,203,82,119,182,5,1,1,3,1,7,1,8,613
327,"PS MANGI ROOM NO.2",530,486,0,1016,309,250,0,559,559,0,208,23,69,234,2,1,0,3,7,6,2,4,559
328,"PS RASOOLPUR KHURD",331,293,0,624,184,205,0,389,389,0,175,35,23,82,2,0,42,0,6,5,4,15,389
329,"PS BETAULI",365,316,0,681,236,177,0,413,310,0,152,24,29,189,2,1,2,1,4,4,4,1,413
