"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
181,"P.V.RAGHUNATHPUR ROOM NO.2",619,500,0,1119,315,287,0,602,602,0,20,231,301,34,1,0,2,1,0,10,0,0,2,0,0,0,602
182,P.V.RANIPUR,573,512,0,1085,270,242,0,512,512,0,9,123,282,75,0,1,2,2,3,4,0,0,3,3,3,2,512
183,"P.V.PARMESHWARPUR ROOM NO.1",477,378,0,855,231,170,0,401,4,0,24,269,75,11,2,1,2,0,2,3,0,2,2,2,4,2,401
184,"P.V.PARMESHWARPUR ROOM NO.2",487,381,0,868,264,233,0,497,140,0,12,64,157,214,5,2,5,2,4,6,1,1,7,4,4,9,497
185,P.V.RAMPUR,414,342,0,756,226,172,0,398,67,0,6,103,255,17,1,0,0,1,0,5,0,1,2,3,2,2,398
186,P.V.REVDA,348,293,1,642,204,148,0,352,352,0,6,34,254,53,1,0,0,0,0,1,0,0,1,0,1,1,352
187,P.V.BAIJALPUR,687,611,0,1298,419,310,0,729,13,0,15,262,227,197,2,2,5,1,1,4,1,0,8,4,0,0,729
188,P.V.KABISA,340,244,0,584,168,140,0,308,28,0,5,169,107,14,0,3,0,0,1,0,0,0,1,4,1,3,308
189,P.V.BAIDAULI,512,412,0,924,283,257,0,540,540,0,9,255,152,103,3,0,0,0,0,1,3,0,2,5,2,5,540
190,P.M.V.DULTAHI,267,195,0,462,143,112,0,255,255,0,4,162,46,32,1,0,0,0,0,1,0,1,1,3,2,2,255
191,P.V.SIDHAULI,364,320,0,684,198,184,0,382,24,0,14,232,56,51,3,5,2,0,1,1,1,1,6,3,4,2,382
192,P.V.PRANPUR,206,173,0,379,114,112,0,226,24,0,24,73,27,87,1,0,1,1,1,0,0,0,2,0,6,3,226
193,"P.V. KATYA",192,145,0,337,119,101,0,220,203,0,4,199,6,6,0,0,0,0,0,1,0,0,0,0,4,0,220
194,P.V.SUGAUNA,316,263,0,579,160,127,0,287,13,0,7,211,47,17,1,0,0,0,1,1,0,0,0,0,0,2,287
195,G.V.S.SHICHAK.I.K.CHECHUAAPAR,442,386,0,828,242,232,0,474,24,0,12,230,182,28,2,2,0,0,0,2,1,1,5,5,1,3,474
196,"SHRI GANDHI I.K. HARPUR BUDHAT ROOM NO.1",747,639,1,1387,397,310,0,707,707,0,36,346,109,164,2,2,2,1,2,8,1,2,5,4,9,14,707
197,"SHRI GANDHI I.K. HARPUR BUDHAT ROOM NO.2",657,528,0,1185,361,267,0,628,157,0,46,366,114,66,0,1,1,1,0,8,1,4,4,6,6,4,628
198,"SHRI GANDHI I.K. HARPUR BUDHAT ROOM NO3",529,428,0,957,240,178,0,418,418,0,42,209,96,51,2,1,1,0,3,2,2,0,4,1,2,2,418
199,P.V.BARSIHA,322,264,0,586,194,176,0,370,370,0,13,60,187,97,1,0,3,1,1,1,1,0,0,2,1,2,370
200,P.V.SINDHVALIYA,277,223,0,500,138,128,0,266,266,0,11,145,72,25,1,1,0,0,1,5,2,0,0,0,3,0,266
201,P.V.SIRUAAPAR,279,228,0,507,191,169,0,360,4,0,14,83,27,196,0,0,14,2,0,10,1,6,1,5,0,1,360
202,"P.V.KATSAHRA ROOM NO.1",769,586,0,1355,367,320,0,687,27,0,13,187,410,40,5,3,1,0,0,6,1,1,4,4,6,6,687
203,"P.V.KATSAHRA ROOM NO.2",815,583,0,1398,392,306,0,698,14,0,14,295,284,44,0,4,5,0,4,5,4,4,11,5,6,13,698
204,P.V.CHANDPAR,335,269,1,605,186,173,0,359,56,0,2,174,28,137,2,1,2,1,2,1,0,0,5,2,2,0,359
205,"P.V.RAMNAGAR SURAS",844,618,1,1463,404,306,0,710,710,0,15,331,135,185,5,2,3,0,0,9,2,4,6,6,4,3,710
206,P.V.DEVORIYA,722,569,0,1291,415,371,0,786,36,0,15,264,209,252,3,0,3,0,0,3,1,2,14,6,5,9,786
207,P.V.GANAURI,465,370,0,835,227,206,0,433,432,0,10,179,22,173,4,1,5,3,3,2,1,1,8,2,10,9,433
208,P.V.KURSA,384,302,0,686,193,165,0,358,45,0,43,172,52,81,0,0,2,2,0,2,1,0,0,0,1,2,358
209,"P.V.MAJHAURA ROOM NO. 1",285,228,0,513,171,170,0,341,4,0,6,124,171,26,0,1,2,1,0,0,0,1,2,3,4,0,341
210,"P.V. MAJHAURA ROOM NO. 2",612,490,0,1102,321,324,0,645,600,0,48,173,274,101,2,2,6,0,1,1,1,2,10,15,2,7,645
211,P.V.PAKRI,476,392,0,868,252,199,0,451,451,0,12,223,18,155,2,0,1,0,0,32,0,0,1,3,3,1,451
212,P.V.GOREDIH,808,646,0,1454,458,385,0,843,43,0,12,384,305,75,1,1,1,3,0,30,0,0,5,6,11,9,843
213,"P.V. KUCHDEHAR",578,489,0,1067,318,198,0,516,8,0,56,269,117,45,0,1,2,1,1,9,1,2,4,2,4,2,516
214,P.V.BARAULI,728,550,0,1278,408,296,0,704,20,0,19,327,126,182,2,2,7,1,2,4,1,7,9,3,6,6,704
215,P.V.KODARIKALA,538,397,0,935,342,294,0,636,636,0,17,293,134,161,2,1,4,1,3,1,0,1,4,1,4,9,636
216,P.V.TELIYADIH,361,279,0,640,203,207,0,410,269,0,28,64,230,72,2,0,0,0,0,0,0,1,5,3,0,5,410
217,"P.V. BHARSAND ROOM NO.1",776,614,0,1390,307,321,0,628,77,0,20,201,109,249,4,1,10,3,2,0,3,2,5,1,6,12,628
218,"P.V.BHARSAND ROOM NO.2",696,541,1,1238,337,234,0,571,571,0,25,256,102,172,1,1,2,1,1,0,0,0,2,3,2,3,571
219,P.M.V.BHARSAND,753,610,0,1363,347,363,0,710,100,0,45,253,82,282,2,0,4,0,1,0,0,1,5,8,6,21,710
220,P.V.BHARVAL,608,472,0,1080,356,288,0,644,44,0,36,303,104,175,0,2,4,0,2,1,0,1,6,3,4,3,644
221,P.V.JAGDISHPUR,631,493,0,1124,350,239,0,589,18,0,98,219,101,153,2,2,4,0,0,1,1,1,1,0,3,3,589
222,"P.V. RANIPUR",306,241,0,547,168,141,0,309,29,0,27,87,41,138,0,6,2,0,0,2,0,1,2,1,1,1,309
223,P.V.ADILAPAR,637,495,2,1134,369,301,0,670,70,0,24,332,63,211,2,0,1,2,0,7,2,2,7,6,4,7,670
224,P.V.TENUAN,378,311,0,689,277,235,0,512,512,0,6,218,75,193,1,1,4,1,0,0,0,1,2,2,2,6,512
225,"P.V. KOLHUI",391,305,0,696,229,196,0,425,25,0,15,57,142,189,0,2,5,4,0,2,0,0,5,3,0,1,425
226,P.V.TINHARA,344,253,0,597,192,143,0,335,35,0,15,162,6,137,1,0,4,0,0,2,1,2,0,0,3,2,335
227,P.V.KAILI,661,504,0,1165,413,327,0,740,30,0,20,179,271,229,1,2,4,1,1,2,1,3,5,7,4,10,740
228,P.V.GADAR,246,193,0,439,165,140,0,305,15,0,2,145,59,90,0,0,3,1,0,1,0,0,0,1,3,0,305
229,"P.V. BELVADANDI",855,706,0,1561,439,480,0,919,911,0,27,321,72,463,5,2,1,1,1,2,0,3,12,3,2,4,919
230,P.V.KATKA,382,318,0,700,140,183,0,323,323,0,6,116,13,166,0,1,5,0,1,6,0,3,1,2,1,2,323
231,"P.V. BANAURA",735,619,0,1354,417,375,0,792,792,0,13,350,98,309,1,1,3,0,0,2,0,0,8,2,1,4,792
232,"P.V.AMTAURA ROOM NO. 1",303,256,0,559,136,154,0,290,6,0,10,177,6,78,3,0,3,0,4,1,0,0,2,1,5,0,290
233,"P.V.AMTAURA ROOM NO.2",534,422,0,956,273,255,0,528,528,0,8,450,24,29,0,0,0,0,1,0,0,0,3,2,5,6,528
234,"P.V.KHRAILA ROOM NO.1",456,365,0,821,266,186,0,452,50,0,19,322,53,37,0,0,4,2,0,4,0,1,3,1,3,3,452
235,"P.V. KHARAILA ROOM NO.2",492,414,0,906,314,233,0,547,321,0,17,305,62,125,1,2,2,1,1,19,1,0,3,1,4,3,547
236,"P.V. MALHIPUR",637,518,0,1155,387,318,0,705,15,0,16,377,17,268,4,1,1,0,1,1,1,1,3,6,3,5,705
237,"P.M.V.PIPRAULI ROOM NO.1",734,572,0,1306,410,320,0,730,32,0,14,243,330,93,3,24,2,0,2,6,3,0,5,0,1,4,730
238,"P.M.V.PIPRAULI ROOM NO.2",658,517,0,1175,357,287,0,644,5,0,20,292,238,70,0,11,1,0,1,0,1,0,2,2,4,2,644
239,"P.V. PIPRAULI",825,633,0,1458,492,390,0,882,782,0,113,341,236,138,3,14,8,2,2,1,2,0,6,5,4,7,882
240,P.V.KALESAR,756,571,0,1327,478,327,0,805,35,0,27,426,126,202,1,1,2,0,0,2,3,0,5,2,1,7,805
241,"P.V. BASUDHA ROOM NO.1",367,303,0,670,216,158,0,374,70,0,19,232,9,102,0,1,0,0,0,2,0,0,3,1,1,4,374
242,"P.V.BASUDHA ROOM NO.2",659,573,0,1232,381,355,0,736,120,0,8,439,95,161,2,0,1,0,0,9,0,0,4,5,5,7,736
243,"JAGANATH PRASAD U.M.V.TENUAA ROOM NO.1",408,318,0,726,231,167,0,398,97,0,3,286,97,5,0,0,0,0,0,1,1,0,1,1,1,2,398
244,"JAGANNATH PRASAD U.M.V.TENUA ROOM NO.2",502,409,0,911,301,250,0,551,51,0,5,170,118,231,3,3,1,0,1,1,1,1,5,2,1,8,551
245,"प्र0वि0 KURMAUL",458,376,0,834,259,313,0,572,159,0,7,201,292,53,0,0,0,0,0,3,0,2,1,7,2,4,572
246,P.V.DEAIPAR,611,527,0,1138,375,309,0,684,89,0,19,417,44,175,4,0,4,1,1,4,1,2,4,5,1,2,684
247,P.V.JHUNGIYA,346,279,0,625,188,164,0,352,52,0,12,185,30,110,1,0,2,0,0,1,1,0,3,0,2,5,352
248,"P.V. BADGAHAN ROOM NO. 1",754,608,0,1362,449,340,0,789,15,0,24,250,423,50,1,2,5,1,0,3,1,3,9,2,8,7,789
249,"P.V.BADGAHAN ROOM NO.2",808,670,0,1478,485,403,0,888,11,0,12,282,262,283,4,3,5,1,1,2,4,2,4,8,3,12,888
250,"P.V BARVARKHURD",318,238,0,556,215,153,0,368,68,0,21,187,29,103,0,1,0,1,1,7,0,3,4,2,1,8,368
251,"P.V NEVAS ROOM NO 1",568,449,0,1017,306,264,0,570,12,0,17,347,144,17,1,25,0,1,0,6,0,2,1,3,3,3,570
252,"P.M.V NEVAS ROOM NO 1",395,328,0,723,232,202,0,434,10,0,16,264,49,74,0,11,1,1,2,2,1,0,1,3,4,5,434
253,"P.V RAWATPAR URF SARAIYA",401,356,0,757,221,208,0,429,21,0,9,262,56,89,2,0,1,4,0,0,0,1,1,0,3,1,429
254,"BUNKAR UP SWASTH KENDRA KUSMAHI",236,175,0,411,173,115,0,288,32,0,6,112,12,149,0,1,2,1,0,0,0,0,1,1,2,1,288
255,"KEWALA SUNDAR MAHA VIDYALAY SATHIPAR CHAPIYA",530,396,0,926,304,235,0,539,26,0,7,254,157,108,0,0,1,0,3,1,0,0,3,1,1,3,539
256,"PANDIT JAWAHAR LAL INTER COLLEGE JAITPUR ROOM NO1",886,686,0,1572,527,345,0,872,70,0,43,671,101,33,1,2,1,1,1,4,1,0,3,8,1,1,872
257,"PANDIT JAWAHAR LAL INTER COLLEGE JAITPUR ROOM NO 2",720,535,1,1256,331,253,0,584,24,0,13,187,216,148,2,0,3,0,1,1,1,1,2,3,3,3,584
258,"P.V NANDAPAR",806,639,0,1445,440,366,0,806,90,0,17,304,195,230,7,2,5,1,2,9,3,0,13,7,1,10,806
259,"P.V KAKNA IN CHAKPHATTA",288,240,0,528,140,136,0,276,56,0,7,103,60,90,1,0,0,1,2,5,0,0,3,2,1,1,276
260,"P.V SARYA",677,520,0,1197,444,346,0,790,20,0,42,446,209,62,2,3,5,2,0,3,1,1,3,5,1,5,790
261,"P.V KHANIPUR ROOM NO 1",380,317,0,697,244,213,0,457,192,0,13,299,28,83,5,1,2,0,1,2,1,4,2,2,3,11,457
262,"P.V KHANIPUR ROOM NO 2",840,679,0,1519,453,436,0,889,889,0,18,504,38,290,2,2,10,1,2,3,0,4,4,2,3,6,889
263,"P.V NAGVA ROOM NO 1",700,542,0,1242,380,333,0,713,10,0,29,391,173,51,2,1,4,3,1,7,2,2,8,3,9,27,713
264,"P.V NAGVA ROOM NO 2",439,322,0,761,260,160,0,420,420,0,20,325,37,15,3,0,2,1,0,2,0,1,2,1,4,7,420
265,"P.V NAGVA SECOND ROOM NO 1",565,466,0,1031,331,274,0,605,605,0,37,190,19,343,5,0,5,0,1,0,0,1,2,0,2,0,605
266,"P.V BARHUAA ROOM NO 1",490,345,0,835,261,150,0,411,411,0,13,75,159,154,2,0,2,1,1,0,0,0,3,0,1,0,411
267,"P.V BARHUAA ROOM NO 2",611,426,0,1037,331,240,0,571,571,0,18,265,134,127,1,0,1,1,1,2,1,3,4,5,2,6,571
268,"P.V NORTH KOLIYA",810,675,0,1485,496,492,0,988,988,0,9,578,125,261,0,0,1,0,3,1,1,4,0,1,2,2,988
269,"P.V KOLIYA",855,619,0,1474,474,373,0,847,847,0,24,417,209,152,5,6,3,0,2,3,5,2,3,5,4,7,847
270,"P.V  BHITI BHAGWANPUR ROOM NO 1",513,478,0,991,270,293,0,563,563,0,46,323,57,105,0,1,1,0,1,9,1,1,3,2,3,10,563
271,"P.V BHITI BHAGWANPUR ROOM NO 2",654,546,0,1200,370,306,0,676,676,0,41,510,44,60,1,0,4,0,0,1,2,0,3,2,3,5,676
272,"P.V KHORIYA URF BHITI ROOM NO 1",756,628,0,1384,399,342,0,741,741,0,35,549,57,52,2,2,4,0,5,2,3,5,7,6,5,7,741
273,"P.P KHORIYA URF BHITI ROOM NO 2",550,435,0,985,281,290,0,571,571,0,16,87,9,408,5,6,8,1,1,2,3,1,9,3,4,8,571
274,"P.M.V RAMPUR MALAULI ROOM NO 1",826,666,1,1493,430,371,0,801,801,0,19,468,157,48,3,1,3,0,0,3,1,63,9,5,8,13,801
275,"P.M.V RAMPUR MALAULI  ROOM NO 2",478,394,0,872,252,255,0,507,507,0,27,250,111,65,4,2,3,1,1,2,3,23,4,4,4,3,507
276,"P.M.V SIYR",792,612,0,1404,444,292,0,736,736,0,37,231,165,261,5,0,2,0,1,3,0,2,8,6,6,9,736
277,"P.V BHAKHRA BHAGVANPUR ROOM NO 1",612,462,0,1074,316,210,0,526,526,0,10,305,67,108,0,0,0,1,0,5,4,2,4,7,6,7,526
278,"P.V BHAKHRA BHAGVANPUR ROOM NO 2",615,459,0,1074,280,236,0,516,516,0,55,268,13,152,3,1,0,0,0,6,3,1,8,2,1,3,516
279,"P.V BHAGVANPUR ROOM NO 1",589,430,0,1019,265,227,0,492,492,0,27,255,28,129,4,2,15,1,0,1,2,3,7,6,3,9,492
280,"P.V BHAGVANPUR ROOM NO 2",574,447,0,1021,270,252,0,522,522,0,58,233,40,143,1,1,16,2,1,2,3,1,8,4,2,7,522
281,"P.V MAHUADABAR IN PARSADAND",457,351,0,808,266,194,0,460,460,0,29,324,53,38,0,2,1,1,0,4,0,2,2,0,1,3,460
282,"P.M.V MAHUAADAND",671,526,1,1198,365,301,0,666,666,0,33,368,58,168,4,2,7,1,1,1,0,3,8,4,6,2,666
283,"P.V KANDRAI ROOM NO 1",495,402,0,897,289,240,0,529,529,0,5,196,285,22,1,0,1,1,0,2,0,2,4,5,2,3,529
284,"P.M.V KANDRAI ROOM NO 1",390,294,0,684,220,192,0,412,412,0,5,118,110,157,2,0,0,0,0,0,2,1,8,1,5,3,412
285,"P.V MISHRVALIYA",762,569,1,1332,474,352,0,826,826,0,40,547,75,145,1,1,3,0,2,3,0,5,1,1,1,1,826
286,"P.V CHAPARHAT ROOM NO 1",586,458,0,1044,307,249,0,556,556,0,36,192,114,175,2,1,11,0,0,5,5,5,2,0,1,7,556
287,"P.V BARWAL KOTHA IN KHORTHA ROOM NO 1",695,539,0,1234,311,340,0,651,651,0,34,266,138,172,3,2,4,2,2,4,1,2,5,5,4,7,651
288,"P.V BARWAL KOTHA IN KHORTHA ROOM NO 2",525,407,0,932,244,245,0,489,489,0,29,201,132,107,2,0,4,0,1,3,1,2,4,0,2,1,489
289,"P.V BARWAL KOTHA IN KHORTHA ROOM NO 3",657,517,0,1174,302,352,0,654,654,0,35,306,199,90,2,1,0,1,0,1,0,1,0,4,4,10,654
290,"P.M.V BARVALMAFI ROOM NO 1",667,509,0,1176,298,250,0,548,548,0,5,210,236,89,1,0,0,0,0,1,0,1,3,0,2,0,548
291,"P.M.V BARVALMAFI ROOM NO 2",143,112,0,255,67,63,0,130,43,0,12,35,49,28,1,0,0,0,0,2,0,0,1,2,0,0,130
292,"P.V JARLAHI",512,410,0,922,236,263,0,499,499,0,9,135,142,187,1,0,5,2,0,3,1,2,7,2,0,3,499
293,"P.VI GORSAIVRA R.N.1",626,491,0,1117,228,213,0,441,441,0,13,316,38,44,1,0,4,1,0,4,1,1,3,1,8,6,441
294,"P.VI GORSAIRA R.N.2",324,254,0,578,150,137,0,287,287,0,8,114,21,123,2,1,4,1,0,2,2,3,2,3,0,1,287
295,"P.VI BHIURAKHARAGRAM",667,520,1,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"P.V. KASBASANGRAMPUR R.N.1",719,549,0,1268,305,226,0,531,531,0,23,232,148,98,3,1,1,2,0,5,0,3,3,6,2,4,531
297,"P.V. KASBASANGRAMPUR R.N.2",729,530,0,1259,231,187,0,418,418,0,5,249,93,39,1,2,0,0,1,15,0,1,5,2,3,2,418
298,"P.V. KASBASANGRAMPUR R.N.3",740,573,0,1313,272,257,0,529,529,0,32,252,120,96,2,1,0,1,2,0,1,2,5,2,5,8,529
299,"P.V. KASBASANGRAMPUR R.N.4",553,440,0,993,184,184,0,368,368,0,8,314,14,12,0,0,1,0,0,3,0,1,2,3,5,5,368
300,"P.V. KASBASANGRAMPUR R.N.5",642,485,0,1127,208,204,0,412,412,0,18,230,40,99,1,1,3,2,0,3,0,3,1,0,8,3,412
301,"PAN.BHAWAN KASBASANGRAMPUR",652,467,0,1119,244,260,0,504,504,0,12,411,20,40,1,0,0,0,2,4,1,0,4,1,5,3,504
302,"G.K.VI. KASBASANGRAMPUR R.N.1",640,446,0,1086,255,206,0,461,461,0,40,290,51,50,0,1,5,0,0,5,1,1,2,4,5,6,461
303,"K.P.VI. KASBA SANGRAMPUR R.N.2",790,570,0,1360,269,187,0,456,456,0,71,44,160,148,2,16,2,0,0,6,1,0,1,2,0,3,456
304,"G.P.V. KASBASANGRAMPUR R.N.3",498,341,0,839,178,159,0,337,337,0,26,131,117,45,1,1,2,3,1,2,0,1,1,0,1,5,337
305,"K.P..VI.KASBASANGRAMPUR R.N.4",594,404,0,998,186,150,0,336,336,0,35,51,177,53,0,4,1,1,0,3,0,1,3,2,2,3,336
306,"PU.MA.VI.KASBASANGRAMPUR R.N.2",776,564,0,1340,323,300,0,623,623,0,13,72,18,480,6,1,6,0,1,2,1,2,14,1,2,4,623
307,"PU.MA.VI.KASBASANGRAMPUR R.N.3",466,362,0,828,176,131,0,307,307,0,11,109,137,31,1,0,2,0,2,1,1,2,6,1,2,1,307
308,"PU.MA.VI.KASBASANGRAMPUR R.N.4",766,561,0,1327,198,151,0,349,349,0,7,101,41,164,2,1,14,0,0,0,3,2,4,2,1,7,349
309,"P.V. BHARWALIYA",352,264,0,616,249,159,0,408,408,0,9,305,52,36,0,0,2,1,0,0,1,0,0,1,0,1,408
310,"P.V. KUNRA BHARAT",672,510,0,1182,326,282,0,608,608,0,15,191,188,182,2,0,11,0,2,2,0,0,3,1,3,8,608
311,"P.V. DOMERGHAT",540,390,0,930,260,205,0,465,465,0,11,117,243,73,1,0,3,0,4,0,0,1,4,2,2,4,465
312,"P.M. V. DHADHAUNA",613,452,0,1065,421,345,0,766,766,0,19,518,17,132,1,1,32,0,2,1,3,2,2,7,21,8,766
313,"P.V. CHHATAI R.N.1",468,365,0,833,282,201,0,483,483,0,30,221,158,56,1,0,0,1,1,2,1,1,3,2,0,6,483
314,"P.MA.VI.CHHATAI R.N.2",543,431,0,974,295,218,0,513,513,0,17,115,112,246,3,1,3,0,1,4,1,2,5,1,1,1,513
315,"P.VID.CHHATAI R.N.3",659,521,0,1180,323,291,0,614,614,0,29,205,160,179,2,1,3,7,4,5,2,1,2,7,3,4,614
316,"PU.MA.VI MANJHARAIYA BUJ.",527,405,0,932,271,160,0,431,431,0,16,280,18,76,1,2,7,0,0,3,4,3,6,2,6,7,431
317,"P.V.MANJHARIYA BUJ.",426,334,0,760,210,130,0,340,340,0,17,213,38,62,0,4,0,1,0,1,1,0,0,2,1,0,340
318,"PU.MA.VI. RAKSHAANARA",509,386,0,895,263,202,0,465,465,0,14,366,33,37,0,0,0,0,0,8,0,0,1,2,3,1,465
319,"P.VI MANJHGAWA",392,312,2,706,221,203,0,424,424,0,24,249,80,30,0,0,1,2,0,12,0,3,8,6,7,2,424
320,"GANESH SANKAR P.I.C. KATGHAR R00M NO.1",783,592,0,1375,412,301,0,713,713,0,50,393,107,120,1,2,7,3,2,8,3,0,5,3,5,4,713
321,"GANESH SANKAR P.I.C. KATGHAR R00M NO.2",642,475,0,1117,308,235,0,543,543,0,24,241,158,88,2,1,6,1,2,0,0,0,7,3,1,9,543
322,"P.V. SATUABHAR R.N.1",806,639,0,1445,407,316,0,723,723,0,41,370,74,194,1,2,0,0,0,14,3,2,6,5,3,8,723
323,"P.V. SATUABHAR R.N.2",371,282,0,653,163,142,0,305,305,0,13,116,112,49,0,0,0,0,0,4,1,0,1,2,2,5,305
324,"P.V. RAWATDADI",621,508,0,1129,340,278,0,618,618,0,6,180,299,111,1,0,2,0,0,4,0,0,5,6,0,4,618
325,"P.V. SAHIDABAD",499,376,0,875,278,226,0,504,504,0,28,279,51,133,1,0,4,0,1,2,0,1,0,1,1,2,504
326,"P.P. AHIRAULI TOLA KURIYA",561,414,0,975,316,295,0,611,611,0,12,105,394,80,0,2,3,0,1,2,0,2,4,1,3,2,611
327,"P.VI KOIKOL",543,434,0,977,279,249,0,528,528,0,16,176,141,154,2,0,13,2,4,6,2,0,3,2,3,4,528
328,"P.VI BARYABHAR URF NAKAHA",346,262,0,608,271,155,0,426,426,0,3,54,318,48,0,0,0,0,0,0,1,0,0,1,1,0,426
329,"P.V. CHARNAD",652,485,0,1137,332,285,0,617,617,0,29,225,234,93,1,1,3,3,1,5,3,1,3,1,6,8,617
330,"P.V. TIKARIYA NATH SINGH",361,277,0,638,191,154,0,345,345,0,5,155,142,31,0,1,1,0,0,3,0,1,1,2,1,2,345
331,"P.BHAVAN MATHAULI",253,198,0,451,204,137,0,341,341,0,4,46,276,11,0,0,0,0,1,1,0,0,0,0,1,1,341
332,"P.V.KAIRADIH R.N.1",444,342,0,786,229,196,0,425,425,0,17,160,156,73,1,0,1,0,1,2,0,0,1,6,2,5,425
333,"P.V. KAIRADIH R.N.2",366,252,0,618,176,129,0,305,305,0,2,113,73,104,2,1,1,1,1,1,1,1,0,2,0,2,305
334,"P.V. KAIRADIH R.N.3",415,345,0,760,200,187,0,387,387,0,8,89,81,190,1,0,6,0,0,1,0,1,2,3,2,3,387
335,"P.VI DEVDARTULA",540,424,0,964,266,208,0,474,474,0,8,263,102,85,2,0,2,1,0,3,0,1,1,0,1,5,474
336,"P.VI AASAPAR",584,475,0,1059,355,287,0,642,642,0,24,199,245,128,4,2,5,2,1,12,1,5,5,5,0,4,642
337,"NAV BHARAT KRISHAK.I.CO  MADANPURA",817,622,0,1439,434,295,0,729,729,0,17,334,302,48,0,1,1,0,0,1,2,1,7,7,4,4,729
338,"P.VI VIGHI",881,625,0,1506,441,293,0,734,734,0,15,201,298,160,6,1,7,0,1,3,5,2,10,7,3,15,734
339,"P.V. USWABABU",384,299,0,683,226,188,0,414,414,0,11,173,110,106,2,0,1,0,0,0,0,1,2,4,2,2,414
340,"P.V. BASIYAKHOR",545,473,0,1018,293,274,0,567,567,0,38,364,71,73,0,1,1,0,0,5,3,0,0,2,6,3,567
341,"PU.MA.VI DODO",344,275,0,619,224,190,0,414,414,0,8,209,90,97,0,0,1,1,0,1,0,0,1,2,1,3,414
342,"P.VI BARPAR BARGAH",633,485,0,1118,288,219,0,507,507,0,28,264,107,73,0,3,0,1,0,13,1,2,3,1,4,7,507
343,"P.VI KOTIYADAD",257,185,0,442,161,114,0,275,274,0,4,140,34,89,0,0,1,1,1,3,0,0,1,0,1,0,275
344,"P.V. KEVTALI",501,413,0,914,263,215,0,478,478,0,27,243,124,75,2,0,0,0,0,2,0,1,1,1,2,0,478
345,"P.VI SEMARDADI",324,287,0,611,171,180,0,351,351,0,8,198,27,101,1,0,2,0,0,4,0,0,2,0,3,5,351
346,"P.V. PALHAIPAR BABU",527,445,0,972,279,279,0,558,558,0,21,223,47,250,2,0,3,0,0,1,0,2,4,1,3,1,558
347,"P.V. KHAUTAHANA R.N.1",412,291,0,703,199,183,0,382,382,0,17,245,10,94,0,0,4,0,2,0,0,0,2,1,2,5,382
348,"P.V. KHAUTAHANA R.N 2",544,383,0,927,283,234,0,517,517,0,17,310,71,97,0,1,2,2,0,2,1,0,3,3,4,4,517
349,"P.V.  MAHILWAR",653,563,0,1216,349,303,0,652,652,0,29,464,55,73,0,0,4,0,2,9,1,5,2,3,3,2,652
350,"P.V. KHUTBHAR R.N.1",745,545,0,1290,406,278,0,684,684,0,10,442,55,155,2,0,2,1,0,8,0,1,5,1,1,1,684
351,"P.V. KHUTBHAR R.N.2",721,528,0,1249,439,225,0,664,664,0,28,534,42,38,1,0,4,0,1,5,3,0,1,2,3,2,664
352,"P.V. BELDAD",420,334,0,754,240,222,0,462,462,0,16,223,161,55,2,0,1,0,0,1,0,0,1,1,0,1,462
353,"P.VI  BERUKAGARDR.N1",550,359,0,909,251,200,0,451,451,0,11,88,69,249,5,1,6,1,0,5,1,1,4,4,3,3,451
354,"P.VI  VERUKAGAD R.N.2",207,146,0,353,116,92,0,208,208,0,2,15,6,168,3,0,8,0,0,1,0,0,2,1,0,2,208
355,P.V.BHALUAAN,555,460,0,1015,235,236,0,471,471,0,33,236,132,65,0,0,2,0,0,1,1,0,0,0,1,0,471
356,"PAN.BHAWAN RATSAHI",495,370,0,865,235,201,0,436,436,0,8,280,11,111,1,1,2,1,1,4,1,5,2,3,2,3,436
357,"P.V. MAKHANI",397,277,0,674,174,152,0,326,326,0,7,164,23,119,1,0,3,1,0,0,0,0,4,4,0,0,326
358,"P. V. KOTHA",636,499,0,1135,264,258,0,522,522,0,23,304,36,146,0,0,2,1,1,0,0,0,3,1,3,2,522
359,"P.VI PURASPAR",222,182,0,404,126,125,0,251,251,0,2,23,214,4,0,0,0,0,0,0,0,0,1,4,0,3,251
360,"P. M. VI.TEKWAR R.N.1",820,628,1,1449,388,261,0,649,649,0,33,344,120,120,2,0,2,0,1,8,2,1,4,2,5,5,649
361,"P. M. VI. TEKWAR R.N2",138,109,0,247,72,50,0,122,122,0,0,50,47,23,0,0,0,0,0,0,0,0,0,1,1,0,122
