"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JITENDRA KUMAR SINGH BABLU BHAIYA","2 - NIRMAL KHATRI","3 - MITRASEN YADAV","4 - LALLU SINGH","5 - JAI RAM SINGH JAI","6 - NASREEN BANO","7 - MAKASUD ALI","8 - MAYURI TIWARI","9 - RADHIKA PRASAD","10 - RAM JANAM","11 - SHAILENDRA KUMAR SHUKLA","12 - None of the Above","Total Votes Secured"
149,"MAHARAJA INTER COLLEGE,AYODHYA, FAIZABAD KACHHA SANKHYA -4 DAKSHRI",529,337,0,866,212,146,0,358,358,0,7,27,13,303,1,1,0,1,0,3,1,1,358
150,"MAHARAJA INTER COLLEGE,AYODHYA, FAIZABAD KACHHA SANKHYA - 8 PASHCHAMI",493,299,0,792,248,152,0,400,400,0,10,31,33,308,3,1,0,0,6,6,0,2,400
151,"MAHARAJA INTER COLLEGE,AYODHYA, FAIZABAD KACHHA SANKHYA - 10 PASHCHAMI",342,132,0,474,183,68,0,251,251,0,10,15,31,191,1,0,0,0,2,0,0,1,251
152,"PS JANKIGHAT, AYODHYA, FAIZABAD UTTARI",281,200,0,481,210,101,0,311,311,0,10,87,25,181,0,1,2,0,1,1,3,0,311
153,"PS JANKIGHAT, AYODHYA, FAIZABAD DAKSHNI",740,426,0,1166,448,258,0,706,471,0,22,79,18,561,2,0,0,5,6,5,2,6,706
154,"OFFICE OF NAGAR PALIKA PARISHAD, AYODHYA, FZD MDHA HALL",588,256,0,844,302,120,0,422,304,0,18,12,24,345,6,0,1,0,11,2,0,3,422
155,"OFFICE OF NAGAR PALIKA PARISHAD, AYODHYA, FZD DAKSHNI KACHHA SANKHYA-1",541,274,0,815,237,155,0,392,384,0,26,28,19,302,3,0,2,3,2,1,2,4,392
156,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-1 PURVI",536,376,0,912,326,227,0,553,553,0,7,47,38,448,2,1,2,2,2,3,1,0,553
157,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-3 DAKSHNI",357,252,0,609,181,143,0,324,311,0,0,34,21,265,1,0,0,0,0,0,2,1,324
158,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-4 DAKSHNI",701,514,0,1215,375,279,0,654,645,0,31,89,27,479,4,3,0,3,3,2,3,10,654
159,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-5 DAKSHNI",451,290,0,741,172,140,0,312,308,0,11,28,53,213,2,1,1,1,0,0,0,2,312
160,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-6 DAKSHNI",647,311,0,958,276,160,0,436,416,0,5,37,11,372,1,0,0,1,3,2,1,3,436
161,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-7 DAKSHNI",595,509,0,1104,321,276,0,597,582,0,27,74,83,393,2,0,9,4,2,0,2,1,597
162,"TULSI RAJKIYA BALIKA I.C. AYODHYA, FZD KACHHA SANKHYA-8 DAKSHNI",689,519,0,1208,387,306,0,693,673,0,44,24,44,546,3,1,0,2,15,0,6,8,693
163,"MAHARAJA INTER COLLEGE, AYODHYA, (NAYA BHAWAN) KACHHA SANKHYA -28 UTTARI",689,580,1,1270,432,288,0,720,720,0,61,91,97,438,2,1,7,6,5,1,1,10,720
164,"MAHARAJA INTER COLLEGE, AYODHYA, (NAYA BHAWAN)KACHHA SANKHYA-30 UTTARI",573,464,0,1037,354,263,0,617,617,0,71,58,48,414,1,1,6,5,7,3,1,2,617
165,"MAHARAJA INTER COLLEGE, AYODHYA, (NAYA BHAWAN) KACHHA SANKHYA -31 UTTARI",623,511,0,1134,379,286,0,665,665,0,24,69,40,516,3,0,5,8,0,0,0,0,665
166,"KUSHTROGI ASHRAM, NAYAGHAT, AYODHYA, FZD PURVI",188,125,0,313,109,55,0,164,164,0,7,38,17,87,1,1,2,6,3,1,0,1,164
167,"PS JIYANPUR",227,181,0,408,181,125,0,306,306,0,12,21,34,236,1,0,0,1,0,0,0,1,306
168,"PS MAKHAPUR",358,276,1,635,251,199,0,450,52,0,32,50,170,179,3,2,1,0,2,4,0,7,450
169,"PS SHAHJAHANPUR UTTARI",527,491,0,1018,329,347,0,676,498,0,40,206,138,262,2,1,14,3,5,1,2,2,676
170,"PS SHAHJAHANPUR DAKSHNI",428,361,0,789,257,212,0,469,279,0,3,257,101,85,0,0,20,1,0,0,1,1,469
171,"DR.BRIJ KISHORE HOMEOPATHIC MED.COLL.DEVKALI, FZD KACHHA SANKHYA-1",837,728,0,1565,400,380,0,780,350,0,104,33,58,567,0,3,1,5,1,1,2,5,780
172,"DR.BRIJ KISHORE HOMEOPATHIC MED.COLL.DEVKALI, FZD KACHHA SANKHYA-2",315,234,0,549,164,139,0,303,293,0,39,19,20,212,0,0,0,3,1,2,1,6,303
173,"DR.BRIJ KISHORE HOMEOPATHIC MED.COLL.DEVKALI, FZD KACHHA SANKHYA-3",837,705,0,1542,461,398,0,859,750,0,109,70,101,552,3,2,0,8,0,3,0,11,859
174,"PS BHIKHAPUR, FAIZABAD PURVI",717,679,0,1396,503,427,0,930,925,0,108,42,174,567,4,0,0,5,8,7,6,9,930
175,"PS BHIKHAPUR, FAIZABAD PASHCHAMI",502,417,0,919,336,230,0,566,561,0,96,23,116,306,0,1,2,1,9,3,4,5,566
176,"BHAUTIKI BHAWAN DR. R.M.L.AWADH UNIVERSITY, FZD PURVI",610,558,0,1168,363,282,0,645,485,0,34,48,32,510,1,0,4,10,1,2,1,2,645
177,"PRAVESH PARIKACHHA BHAWAN DR. R.M.L.AWADH UNIVERSITY, FZD",460,350,0,810,292,223,0,515,510,0,7,215,49,214,0,3,4,11,1,2,1,8,515
178,"BHAUTIKI BHAWAN DR. R.M.L.AWADH UNIVERSITY, FZD MADHYA",825,681,0,1506,513,387,0,900,715,0,261,25,54,515,3,0,3,7,3,5,6,18,900
179,"BHAUTIKI BHAWAN DR. R.M.L.AWADH UNIVERSITY, FZD PSHCHAMI",116,92,0,208,91,53,0,144,97,0,4,2,88,42,0,0,1,1,1,0,1,4,144
180,"PS PURE HUSSAIN KHAN DAKSHNI",560,532,0,1092,396,352,0,748,635,0,143,70,125,382,1,1,0,8,5,4,4,5,748
181,"PS USROO PURVI",678,578,0,1256,416,346,0,762,542,0,60,30,139,513,4,0,0,11,0,0,1,4,762
182,"PS USROO PASHCHAMI",669,637,1,1307,342,365,0,707,706,0,68,33,153,429,2,1,1,9,0,0,3,8,707
183,"PS USROO ATIRIKAT KACHHA",267,209,0,476,161,145,0,306,95,0,39,13,39,202,5,0,0,2,2,1,1,2,306
184,"OFFICE OF SAHAYAK. KRISHI VIPRAN ADHIKARI, FAIZABAD. DIVISION, FZD. (NAVEEN MANDI) PURVI KACHHA",533,460,0,993,330,267,0,597,510,0,39,102,130,313,1,1,2,2,3,1,0,3,597
185,"OFFICE OF SAHAYAK. KRISHI VIPRAN ADHIKARI, FAIZABAD. DIVISION, FZD. (NAVEEN MANDI) PURVI KACHHA-2",490,438,0,928,307,310,0,617,609,0,36,329,147,81,0,3,3,8,2,2,2,4,617
186,"OFFICE OF SAHAYAK. KRISHI VIPRAN ADHIKARI, FAIZABAD. DIVISION, FZD. (NAVEEN MANDI) PASHCHIM TARAF DAKSHNI SE DUSARA  KACHHA",741,722,0,1463,386,365,0,751,635,0,32,38,49,609,0,0,3,7,4,4,2,3,751
187,"OFFICE OF SAHAYAK. KRISHI VIPRAN ADHIKARI, FAIZABAD. DIVISION, FZD. (NAVEEN MANDI) PASHCHIM TARAF UTTARI KACHHA",708,682,0,1390,413,399,0,812,785,0,22,49,79,632,1,0,0,20,2,0,0,7,812
188,"GRAMMER ACADEMY, KAUSHALPURI COLONEY, DAKSHRI SE DUSRA KACHHA",458,382,1,841,320,265,0,585,560,0,63,67,136,297,3,2,0,2,4,2,3,6,585
189,"GRAMMER ACADEMY, KAUSHALPURI COLONEY, DAKSHRI SE KACHHA SANKHYA -I-PURAB TARF",539,481,0,1020,335,307,0,642,308,0,69,64,147,342,0,1,0,10,3,1,3,2,642
190,"GRAMMER ACADEMY, KAUSHALPURI COLONEY, DAKSHRI SE TISRA KACHHA",488,424,0,912,251,235,0,486,475,0,75,57,42,302,2,0,0,4,0,1,0,3,486
191,"GRAMMER ACADEMY, KAUSHALPURI COLONEY, PURVI  VING DAKSHNI SE KACHHA SANKHYA -2",469,385,0,854,252,248,0,500,478,0,31,58,43,360,0,0,1,2,1,1,0,3,500
192,"PS KHOJANPUR, FAIZABAD PURVI UTTARI",787,688,0,1475,483,457,0,940,780,0,59,147,198,509,6,1,3,8,2,2,0,5,940
193,"PS KHOJANPUR, FAIZABAD PURVI  DAKSHRI",509,465,0,974,294,270,0,564,560,0,25,130,54,338,1,0,0,9,2,0,2,3,564
194,"PS KHOJANPUR, FAIZABAD PURVI ATIRIKAT KACHHA",499,483,0,982,256,268,0,524,275,0,76,88,64,282,0,0,2,10,0,0,0,2,524
195,"PS ABUSARAI DEHAT UTTARI KACHHA",458,396,0,854,265,209,0,474,457,0,51,149,56,191,2,1,5,6,1,3,1,8,474
196,"PS ABUSARAI DEHAT DAKSHNI KACHHA",495,411,0,906,267,221,0,488,488,0,26,41,27,378,2,0,2,3,4,3,0,2,488
197,"PS GADDOPUR PURVI",473,427,0,900,277,238,0,515,460,0,74,40,106,281,2,1,0,4,1,2,2,2,515
198,"PS GADDOPUR PASHCHAMI",714,596,1,1311,465,285,0,750,750,0,102,47,100,474,2,2,2,4,4,6,0,7,750
199,"U.P.S. GADDOPUR, PURVI",677,609,0,1286,339,256,0,595,26,0,128,11,135,286,1,0,0,17,7,4,1,5,595
200,"U.P.S. GADDOPUR,  PASHCHAMI",738,576,0,1314,458,220,0,678,422,0,109,17,181,348,4,0,1,1,4,5,2,6,678
201,"PANCHAYAT GHAR,PALIA SHAHBADI PASHCHAMI",614,523,0,1137,443,372,0,815,610,0,69,100,52,550,9,1,2,5,10,2,4,11,815
202,"PANCHAYAT GHAR,PALIA SHAHBADI PURVI",611,490,0,1101,396,307,0,703,679,0,320,45,75,238,1,2,1,1,15,1,1,3,703
203,"PS TONIYA PASHCHAMI",450,402,0,852,235,322,0,557,550,0,81,25,313,108,2,3,3,3,5,4,4,6,557
204,"PS TONIYA PURVI",504,395,0,899,284,227,0,511,71,0,81,8,44,357,3,1,0,0,7,5,1,4,511
205,"PS TONIYA  DAKSHNI",592,485,0,1077,415,315,0,730,719,0,67,10,246,373,3,3,1,6,2,3,5,11,730
206,"PS HANSAPUR PASHCHAMI",582,489,0,1071,459,362,0,821,821,0,83,64,277,360,5,3,0,2,9,1,8,9,821
207,"PS CHANDPUR HARVANSH",598,509,1,1108,455,335,0,790,780,0,143,15,134,469,4,2,2,3,5,6,1,6,790
208,"OFFICE OF ACHARYA NARENDRA KSHETRIA GRAM VIKASH SANSTHAN, KACHHA SANKHYA-3",158,148,0,306,111,99,0,210,203,0,75,8,26,90,3,1,1,0,1,0,1,4,210
209,"OFFICE OF ACHARYA NARENDRA KSHETRIA GRAM VIKASH SANSTHAN, KACHHA SANKHYA-4",637,525,0,1162,376,335,0,711,711,0,69,55,48,521,1,1,1,2,3,6,3,1,711
210,"PS MALIKPUR PURVI",557,488,0,1045,423,338,0,761,760,0,64,47,84,530,1,1,6,2,13,3,4,6,761
211,"PS MALIKPUR PASHCHAMI",456,401,0,857,347,285,0,632,632,0,169,14,243,192,1,3,1,1,5,1,1,1,632
212,"PS GANJA",758,678,0,1436,527,446,0,973,963,0,159,51,415,320,2,5,1,3,7,2,1,7,973
213,"PS MIRZAPUR MAPHI",625,453,0,1078,443,304,0,747,747,0,191,55,162,313,4,2,2,1,8,2,2,5,747
214,"PS MIRZAPUR DHARAMPUR",387,347,0,734,257,216,0,473,473,0,144,7,27,286,1,0,0,0,4,1,2,1,473
215,"PS FIROZPUR",588,508,0,1096,450,412,0,862,794,0,186,22,217,424,1,0,1,0,1,3,1,6,862
216,"PS SAMSUDDINPU PASHCHAMI",440,391,0,831,340,240,0,580,579,0,88,9,283,179,2,1,1,0,4,3,3,7,580
217,"PS KUSHMAHA PASHCHAMI",781,678,0,1459,600,462,0,1062,962,0,350,53,200,389,3,3,3,4,6,25,7,19,1062
218,"PS KUSHMAHA PURVI",355,294,0,649,245,191,0,436,436,0,152,13,99,150,3,2,0,0,3,4,2,8,436
219,"PS KUSHMAHA ATIRIKAT KACHHA",609,494,0,1103,439,291,0,730,125,0,106,50,220,325,3,1,1,3,6,3,3,9,730
220,"PS SHAHANWAN",644,552,0,1196,371,323,0,694,694,0,39,192,216,236,1,1,2,3,2,0,0,2,694
221,"PS ASHAPUR",573,541,0,1114,465,341,0,806,791,0,129,50,142,458,5,1,4,3,3,3,4,4,806
222,"PS TAKPURA UTTARI",470,401,0,871,313,294,0,607,572,0,73,70,66,370,4,1,4,2,6,3,3,5,607
223,"PS MANJHA BARHATA (BANWARI KA PURWA)",755,636,0,1391,548,451,0,999,996,0,183,11,503,267,7,2,0,4,3,6,3,10,999
224,"PS SHAHNEWAJPUR",733,667,0,1400,517,427,0,944,692,0,130,67,284,419,1,1,5,5,11,6,7,8,944
225,"UP.S. DARSHAN NAGAR UTTARI-1",647,573,1,1221,440,405,0,845,840,0,88,182,77,469,2,0,9,7,3,1,2,5,845
226,"UP.S. DARSHAN NAGAR UTTARI-2",674,562,0,1236,434,368,0,802,500,0,73,169,70,466,5,2,4,1,4,0,1,7,802
227,"UP.S. DARSHAN NAGAR UTTARI-3",617,550,0,1167,494,294,0,788,783,0,226,23,117,390,2,1,3,1,9,7,2,7,788
228,"UP.S. DARSHAN NAGAR UTTARI-4",706,613,0,1319,494,416,0,910,900,0,104,30,164,578,4,3,3,3,10,2,3,6,910
229,"PS MOHATRIMNAGAR",459,393,0,852,301,286,0,587,377,0,66,119,53,325,4,2,4,1,7,2,3,1,587
230,"PS PARAKHAN PURAB UTTAR",791,694,0,1485,485,460,0,945,930,0,163,80,225,417,5,3,9,6,9,6,4,18,945
231,"UP.S. SAMAHKALAN",410,327,0,737,292,249,0,541,435,0,75,20,184,247,1,1,0,3,5,2,0,3,541
232,"PS SAMAHKALAN",383,376,0,759,296,288,0,584,583,0,50,38,208,274,3,0,1,4,2,1,1,2,584
233,"PS CHAK BAISINGH",293,228,0,521,223,195,0,418,417,0,62,41,177,124,3,0,0,1,2,3,1,4,418
234,"PS SARETHI PURVI",718,624,0,1342,480,418,0,898,890,0,347,8,167,343,2,3,0,0,8,7,2,11,898
235,"PS SARETHI -PASHCHAMI",767,633,0,1400,511,394,0,905,896,0,225,15,270,375,4,2,2,2,2,3,0,5,905
236,"U.P.S. RAMDATTPUR, ATRAWAN",447,408,0,855,345,281,0,626,533,0,193,34,133,258,2,2,0,0,2,1,0,1,626
237,"PS KISHUNDASPUR",298,289,0,587,220,212,0,432,411,0,77,15,53,268,3,0,0,2,2,3,3,6,432
238,"PS DADERA UTTARI",512,417,0,929,347,296,0,643,643,0,94,24,149,351,0,3,2,1,4,3,3,9,643
239,"PS DADER  DAKSHNI",608,504,0,1112,456,374,0,830,830,0,200,24,99,482,2,1,0,2,4,8,3,5,830
240,"PS SUKHAPUR ITAURA  DAKSHNI",630,508,0,1138,433,318,0,751,748,0,199,58,101,365,2,2,1,1,6,3,2,11,751
241,"PS SUKHAPUR ITAURA UTTARI",662,563,0,1225,467,347,0,814,183,0,229,40,105,415,3,0,1,6,7,1,0,7,814
242,"PS BHADOKHAR UTTARI",694,598,0,1292,420,366,0,786,786,0,78,151,254,261,3,2,9,3,4,6,3,12,786
243,"PS BHADOKHAR DAKSHNI",676,581,0,1257,444,337,0,781,781,0,40,162,281,252,1,1,29,3,4,3,0,5,781
244,"PS SHIVDASPUR UTTARI",687,578,0,1265,463,368,0,831,79,0,122,67,103,497,0,4,1,3,10,12,2,10,831
245,"PS BIRAULI UTTARI",753,609,0,1362,545,416,0,961,813,0,66,57,309,463,3,6,1,7,7,25,5,12,961
246,"PS MOHATSIMPUR",727,614,0,1341,535,405,0,940,940,0,153,47,138,564,6,2,4,3,10,5,3,5,940
247,"PS AKWARA",673,559,0,1232,436,397,0,833,800,0,114,74,128,478,6,1,1,3,11,4,2,11,833
248,"PS NARAYANPUR-1",551,483,0,1034,389,323,0,712,709,0,84,84,86,411,4,2,4,8,7,9,4,9,712
249,"PS NARAYANPUR-2",275,226,0,501,180,155,0,335,335,0,20,151,31,116,1,1,1,2,1,2,1,8,335
250,"PS KACHHAULI",744,636,0,1380,500,415,0,915,915,0,102,20,277,453,8,6,1,9,10,6,0,23,915
251,"PS KARMA KODRI PURVI",632,550,0,1182,389,297,0,686,632,0,126,30,56,437,5,2,2,1,9,3,7,8,686
252,"PS KARMA KODRI PASHCHAMI",787,666,0,1453,481,426,0,907,897,0,220,62,111,481,1,2,1,6,10,5,3,5,907
253,"PS SARAI CHAIMAL",399,341,0,740,265,222,0,487,487,0,70,115,27,250,2,0,1,5,7,2,3,5,487
254,"PS SHANTIPUR",387,334,0,721,274,248,0,522,522,0,78,25,69,328,5,2,1,1,3,3,2,5,522
255,"PS RAMPUR SARDHA UTTARI",493,460,0,953,325,282,0,607,607,0,129,74,59,319,3,0,1,4,8,1,3,6,607
256,"PS RAMPUR SARDHA  DAKSHNI",268,246,0,514,172,138,0,310,280,0,76,21,92,115,0,0,1,0,2,1,1,1,310
257,"PS ALAWALPUR PURVI",403,354,0,757,260,202,0,462,377,0,114,18,84,234,1,2,0,1,2,2,0,4,462
258,"PS ALAWALPUR PASHCHAMI",504,439,0,943,317,269,0,586,339,0,141,17,91,305,3,0,3,0,10,5,4,7,586
259,"PS MITRASENPUR",688,580,0,1268,369,487,0,856,853,0,256,131,94,327,8,3,0,3,14,6,1,13,856
260,"PS BAISINGH ATIRIKAT KACHHA",547,468,2,1017,370,324,0,694,393,0,260,30,60,312,5,0,3,7,5,6,2,4,694
261,"PS BAISINGH UTTARI",506,403,0,909,329,252,0,581,437,0,94,44,86,328,6,1,0,4,8,3,3,4,581
262,"PS NARIYAWAN PURVI",793,616,0,1409,482,399,0,881,499,0,120,141,134,444,6,2,2,6,6,7,1,12,881
263,"U.P.S. MODRA MAHESHPUR",301,246,0,547,193,156,0,349,348,0,38,17,112,173,2,0,2,1,1,0,1,2,349
264,"PS MODRA MAHESHPUR,",389,321,0,710,253,216,0,469,465,0,44,40,38,331,2,0,2,1,7,0,1,3,469
265,"PS ANJANA-1 PASHCHAMI",783,608,0,1391,480,354,0,834,51,0,141,43,123,499,2,2,1,1,8,5,2,7,834
266,"PS ANJANA- 1 PURVI",833,695,0,1528,500,360,0,860,854,0,183,40,106,484,8,1,0,5,13,3,6,11,860
267,"PS PURKHEPUR",458,377,0,835,302,248,0,550,30,0,181,58,39,247,2,4,0,3,3,0,2,11,550
268,"PS GANGAULI  DAKSHNI",542,458,1,1001,249,329,0,578,564,0,184,53,91,235,0,2,2,2,2,2,1,4,578
269,"PS GANGAULI PURVI",530,464,0,994,313,289,0,602,600,0,133,20,68,357,1,1,0,1,6,5,3,7,602
270,"PD PANDEY INTER COLLEGE, HAINSA",555,466,0,1021,189,399,0,588,581,0,71,30,216,239,5,1,1,2,8,6,2,7,588
271,"PS MOHARRAMPUR ARTI",266,230,0,496,177,168,0,345,286,0,14,23,96,196,2,1,1,1,3,2,2,4,345
272,"PS RASULABAD-1",467,436,0,903,270,244,0,514,504,0,85,50,107,260,3,0,0,1,3,4,0,1,514
273,"PS RASULABAD -1-ATIRIKAT KACHHA",420,372,0,792,284,258,0,542,35,0,54,37,142,270,4,4,1,3,6,5,2,14,542
274,"SADHAN SAHKARI SAMITI, RASULABAD,",173,154,0,327,102,105,0,207,192,0,32,5,36,121,2,0,0,0,1,2,1,7,207
275,"PS KARAUNDI",239,221,0,460,164,181,0,345,340,0,3,22,96,205,3,1,0,0,8,1,0,6,345
276,"PS AMI ALAPUR PURVI",599,561,0,1160,356,343,0,699,671,0,59,60,121,433,2,0,1,7,7,2,2,5,699
277,"PS AEMI ALAPUR PASHCHAMI",655,559,0,1214,378,354,0,732,716,0,114,50,130,396,7,2,0,1,11,6,3,12,732
278,"PS FATEHPUR MUMTAZABAD",667,609,0,1276,369,410,0,779,771,0,250,34,185,266,1,0,1,1,2,7,6,26,779
279,"PS BHADAULI BUJURG UTTARI",563,489,0,1052,347,315,0,662,662,0,65,27,24,524,4,0,1,3,3,3,3,5,662
280,"PS BHADAULI BUJURG DAKSHNI",580,488,0,1068,317,289,0,606,537,0,44,46,90,376,3,2,2,8,16,2,2,15,606
281,"PS DWARIKAPUR",557,447,0,1004,394,316,0,710,544,0,148,24,125,400,2,0,1,1,2,2,2,3,710
282,"PS KHAJURAWAR",214,193,0,407,167,156,0,323,323,0,128,37,45,90,4,0,1,3,5,1,2,7,323
283,"PS PALIATEKDHAR ATIRIKAT KACHHA",199,158,0,357,137,138,0,275,275,0,19,37,163,50,1,0,0,1,0,2,0,2,275
284,"PS ASHAPUR CHANDAI",203,184,0,387,130,132,0,262,262,0,43,12,54,144,0,0,0,2,2,0,1,4,262
285,"PANCHAYAT BHAWAN, KHANPUR",691,593,0,1284,399,331,0,730,730,0,133,61,138,362,2,3,3,4,6,5,2,11,730
286,"PS KHANPUR",737,605,0,1342,433,348,0,781,781,0,112,88,123,404,9,2,1,4,9,8,5,16,781
287,"PS KURAULI PILKHAWAN PASHCHAMI",243,211,0,454,150,127,0,277,276,0,24,40,11,181,2,0,1,10,2,1,1,4,277
288,"PS KURAULI PILKHAWAN DAKSHNI",687,556,0,1243,416,311,0,727,700,0,118,107,68,403,5,0,0,7,5,5,1,8,727
289,"PS GAYANAPUR DAKSHNI",324,289,0,613,232,174,0,406,106,0,39,35,45,280,0,0,0,1,2,0,1,3,406
290,"PS RASRA",697,619,0,1316,430,400,0,830,800,0,252,73,104,366,3,0,0,7,6,6,3,10,830
291,"PS KASTURIPUR",310,273,0,583,201,152,0,353,283,0,40,90,37,171,2,0,0,1,3,1,2,6,353
292,"PS KANDIPUR",535,433,0,968,350,300,0,650,619,0,179,68,27,351,2,2,0,5,3,4,3,6,650
293,"PS DURGAPUR",547,486,0,1033,336,289,0,625,625,0,79,91,188,245,6,1,0,1,1,6,3,4,625
294,"PS NARA UTTARI",538,464,0,1002,333,297,0,630,598,0,22,31,80,473,4,2,0,2,3,1,5,7,630
295,"PS NARA DAKSHNI",532,444,0,976,289,287,0,576,574,0,200,12,57,288,2,0,0,3,6,1,1,6,576
296,"PS QUTUBPUR PASHCHAMI",206,198,0,404,154,141,0,295,295,0,160,21,9,97,1,0,0,1,2,1,0,3,295
297,"PS BHAGWABHIT UTTARI",533,451,0,984,275,269,0,544,544,0,61,82,229,145,3,1,2,1,5,3,3,9,544
298,"U.P.S. SANETHU KACHHA SANKHYA-1",513,435,0,948,303,256,0,559,550,0,4,28,20,499,1,0,0,1,2,2,0,2,559
299,"U.P.S. SANETHU KACHHA SANKHYA-2",605,498,0,1103,381,307,0,688,600,0,272,15,133,234,2,1,2,3,5,7,6,8,688
300,"U.P.S. SANETHU KACHHA SANKHYA-3",439,405,0,844,265,240,0,505,20,0,95,11,63,316,5,1,3,3,3,3,2,0,505
301,"U.P.S. SANETHU KACHHA SANKHYA-4",444,374,0,818,286,222,0,508,194,0,89,18,120,246,2,1,1,9,4,9,2,7,508
302,"CHANDRABALI SINGH INTER COLLEGE, SIRSINDA",777,670,0,1447,474,430,0,904,700,0,182,82,119,475,17,2,1,0,3,6,3,14,904
303,"PS RAMPUR HALWARA PASHCHAMI",558,434,0,992,411,295,0,706,704,0,44,12,270,330,5,1,3,7,12,5,6,11,706
304,"PS RAMPUR HALWARA PURVI",550,472,0,1022,382,289,0,671,671,0,110,6,214,309,5,3,1,2,7,2,2,10,671
305,"PS TIHURA PASHCHIM UTTAR",476,435,0,911,384,344,0,728,428,0,176,7,256,256,1,2,1,3,6,3,3,14,728
306,"PS MANJHA TIHURA PSHCHIM",628,501,0,1129,450,274,0,724,589,0,74,32,419,144,8,2,2,1,9,6,5,22,724
307,"PS MANJHA TIHURA PURAB UTTAR",495,429,0,924,385,276,0,661,175,0,34,10,307,254,1,6,2,3,15,2,11,16,661
308,"PS MUNDADEEHA",741,531,0,1272,443,314,0,757,757,0,90,19,363,221,7,1,1,2,14,12,5,22,757
309,"PS SARAI RASHI PURVI",529,467,0,996,354,263,0,617,170,0,87,97,22,398,2,1,0,1,4,1,3,1,617
310,"PS SARAI RASHI PASHCHAMI",428,355,0,783,249,191,0,440,402,0,147,42,19,216,1,0,1,1,6,0,2,5,440
311,"PS SARAI RASHI ATIRIKAT KACHHA",812,721,0,1533,467,391,0,858,285,0,141,55,68,547,6,2,2,4,7,5,5,16,858
312,"PS RAJEPUR UTTARI",821,685,0,1506,515,424,0,939,930,0,153,40,174,543,6,1,0,4,8,4,4,2,939
313,"PS RAJEPUR DAKSHNI",558,474,0,1032,370,296,0,666,662,0,112,64,226,242,1,2,1,4,1,3,0,10,666
314,"BACHULAL INTER COLLEGE, PURA BAZAR PASHCHAMI-1",443,393,0,836,364,211,0,575,558,0,33,32,71,427,3,0,2,0,3,1,2,1,575
315,"BACHULAL INTER COLLEGE, PURA BAZAR PASHCHAMI-2",486,392,0,878,325,241,0,566,566,0,152,30,25,339,2,0,1,0,3,0,4,10,566
316,"BACHULAL INTER COLLEGE, PURA BAZAR PASHCHAMI-3",612,479,0,1091,356,244,0,600,300,0,61,75,101,346,1,2,0,2,3,4,0,5,600
317,"BACHULAL INTER COLLEGE, PURA BAZAR PURVI-2",661,548,0,1209,378,337,0,715,710,0,166,78,150,303,2,1,0,0,8,3,1,3,715
318,"BACHULAL INTER COLLEGE, PURA BAZAR PURVI",749,633,0,1382,538,407,0,945,943,0,315,73,97,419,1,3,0,3,6,7,5,16,945
319,"PS CHARERA",536,471,0,1007,362,342,0,704,400,0,147,132,59,321,2,4,3,1,7,4,6,18,704
320,"PS TAHIRPUR BARAULI",524,432,1,957,343,252,0,595,594,0,106,67,96,305,4,0,0,1,6,5,2,3,595
321,"U.P.S. MADNA PURVI-I",660,554,0,1214,373,340,0,713,685,0,73,16,128,439,7,2,4,10,6,6,4,18,713
322,"U.P.S. MADNA MADHYA",630,564,0,1194,378,325,0,703,600,0,65,19,266,316,8,2,1,2,7,1,5,11,703
323,"U.P.S. MADNA PASHCHAMI",718,685,0,1403,457,397,0,854,625,0,135,33,239,406,12,2,2,3,6,5,0,11,854
324,"PS DATAULI",493,408,0,901,302,271,0,573,573,0,164,24,51,319,3,1,0,2,3,1,0,5,573
325,"PS DEOGARH",632,556,0,1188,398,357,0,755,700,0,124,65,109,442,3,1,0,2,2,2,1,4,755
326,"PS DUGWA RAHIMPUR",563,465,0,1028,320,274,0,594,594,0,72,41,88,379,4,2,0,1,1,4,1,1,594
327,"PS SAMAISA",556,507,0,1063,341,320,0,661,659,0,93,98,118,328,3,1,0,4,5,5,0,6,661
328,"PS KHUSHALGANJ RUDAULIYA PASHCHAMI",317,272,0,589,222,190,0,412,400,0,53,18,94,235,2,1,1,1,0,2,2,3,412
329,"PS KHUSHALGANJ RUDAULIYA PURVI",391,333,0,724,232,210,0,442,360,0,142,28,93,148,0,0,18,3,4,0,2,4,442
330,"PS ROSHANNAGAR",861,684,0,1545,463,468,0,931,931,0,49,48,243,556,7,2,3,3,7,3,1,9,931
