"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJIT SINGH","2 - GHULAM MOHAMMED","3 - PRASHANT CHAUDHRI","4 - DR. SATYA PAL SINGH","5 - ANIL KUMAR","6 - KRISHAN PAL","7 - YUNUSH","8 - SOMENDAR DHAKA","9 - AJAY PAL","10 - ARVIND","11 - JAIVINDRA KUMAR","12 - NISHANT","13 - RUKSANA","14 - SUBHASH CHAND KASHYAP","15 - None of the Above","Total Votes Secured"
158,"ASTHAI DHANCHA  HARIJAN  KOOP KE PASS KHALI JAGH SOHAMLAL HARIJAN KE MAKAN KE PASS GANGNAULI",441,320,0,761,247,213,0,460,455,0,83,139,16,211,0,1,0,0,0,0,2,2,1,1,4,460
159,"PRIMARY PATHSHALA  NO.2  TIKRI",579,401,0,980,358,244,0,602,600,0,174,100,149,162,1,0,0,7,0,0,4,0,1,1,3,602
160,"H.M. INTER COLLEGE TIKRI",746,487,0,1233,539,252,0,791,786,0,496,23,7,242,0,0,0,17,0,0,2,2,1,1,0,791
161,"H.M. INTER COLLEGE UTTAR TIKRI",750,482,0,1232,467,299,0,766,756,0,197,120,40,359,1,0,0,3,1,3,18,10,4,5,5,766
162,"H.M. INTER COLLEGE UTTAR TIKRI",673,489,0,1162,466,308,0,774,774,0,94,164,195,267,6,0,2,4,1,2,1,4,10,11,13,774
163,"H.M. INTER COLLEGE MADHYA  TIKRI",412,291,0,703,305,176,0,481,480,0,282,82,6,99,1,1,0,0,0,1,2,0,0,2,5,481
164,"JAIN DHARMSHALA MOHALLA RATRANA TIKRI",602,426,0,1028,393,263,0,656,656,0,345,2,39,260,0,1,0,5,0,0,1,0,0,1,2,656
165,"HARIJAN CHAUPAL TIKRI",637,467,0,1104,476,271,0,747,747,0,480,11,20,211,2,0,1,11,0,2,0,5,0,1,3,747
166,"PRIMARY PATHSHALA  NO.-1 UTTAR TIKRI",607,421,0,1028,409,240,0,649,643,0,289,27,44,269,0,0,0,6,0,3,5,1,1,0,4,649
167,"PRIMARY PATHSHALA  NO.1 DAKSHIN TIKRI",593,411,0,1004,429,293,0,722,722,0,218,82,82,308,5,2,0,1,0,0,5,3,5,2,9,722
168,"JAWAHAR SMARAK INTER COLLEGE UTTAR NIRPURA",605,446,0,1051,313,218,0,531,531,0,115,69,103,229,0,1,2,0,0,0,4,2,1,3,2,531
169,"JAWAHAR SMARAK INTER COLLEGE MADHY NIRPURA",574,405,0,979,430,290,0,720,720,0,509,29,3,166,0,2,0,1,0,0,0,2,1,1,6,720
170,"PRIMARY PATHSHALA  NO.-3 NIRPURA",600,386,0,986,338,235,0,573,573,0,199,38,71,248,2,3,0,2,1,2,0,3,1,1,2,573
171,"PRIMARY PATHSHALA  NO.-3 UTTAR  NIRPURA",636,482,0,1118,420,294,0,714,714,0,266,86,56,295,0,0,0,0,0,1,3,2,3,0,2,714
172,"PRIMARY PATHSHALA N0-3 NIRPURA",645,418,0,1063,352,240,0,592,578,0,128,129,6,320,1,0,0,0,0,1,4,3,0,0,0,592
173,"HARIJAN PANCHAYAT GHAR R.N.-1 ADD. NIRPURA",680,472,0,1152,396,265,0,661,638,0,196,125,53,274,0,0,0,0,0,0,2,5,3,2,1,661
174,"HARIJAN PANCHAYAT GHAR R.N.-2 ADD. NIRPURA",549,402,0,951,304,213,0,517,500,0,94,178,24,214,0,0,0,1,0,0,2,0,1,1,2,517
175,"JAIN KANYA PRIMARY PATHSHALA UTTAR DAUGHT",527,379,1,907,366,270,0,636,635,0,127,185,7,307,0,0,0,3,0,2,0,0,0,0,5,636
176,"JAIN KANYA PRIMARY PATHSHALA DAKSIN DAUGHT",630,481,0,1111,435,337,0,772,768,0,159,185,28,388,2,1,0,1,0,1,3,0,1,1,2,772
177,"PRIMARY PATHSHALA  NO.1  UTTAR DAUGHAT",734,526,0,1260,455,301,0,756,756,0,435,29,6,270,6,0,0,1,0,0,3,2,1,0,3,756
178,"PRIMARY PATHSHALA  NO.1 DAKSHIN  DAUGHAT",730,540,1,1271,481,302,0,783,775,0,478,38,1,255,0,1,0,1,0,2,1,3,0,1,2,783
179,"RAVIDAS HARIJAN CHHOPAL DAUGHAT",636,398,0,1034,421,247,0,668,661,0,200,111,160,185,2,0,0,1,0,1,3,1,0,2,2,668
180,"GANDHI SMARAK INTER COLLEGE UTTAR DAUGHAT",700,486,0,1186,433,310,0,743,743,0,309,34,103,285,0,0,0,5,0,0,3,2,0,1,1,743
181,"GANDHI SMARAK INTER COLLEGE  DAKSHIN DAUGHAT",712,554,0,1266,496,367,0,863,861,0,195,330,6,315,1,0,0,2,1,2,3,0,1,3,4,863
182,"GANDHI SMARAK INTER COLLEGE  MADHYA DAUGHAT",565,415,0,980,377,257,0,634,633,0,98,95,5,421,2,0,0,0,0,2,3,3,2,0,3,634
183,"PRIMARY PATHSHALA  MOJIJABAD NANGAL",641,463,0,1104,456,312,0,768,767,0,359,64,9,317,0,1,1,3,0,3,0,5,1,2,3,768
184,"HARIJAN PANCHAYAT GHAR BHAGWANPUR MAJARA MOJIJABAD NANGAL",600,380,0,980,397,253,0,650,650,0,56,20,65,487,2,1,0,0,1,0,11,5,0,1,1,650
185,"PRIMARY PATHSHALA  BHAGWANPUR MAJARA MOJIJABAD NANGAL",489,352,0,841,363,272,0,635,635,0,492,10,2,117,2,1,2,1,0,0,3,1,3,0,1,635
186,"PRIMARY PATHSHALA  BHAGWANPUR MAJARA MOJIJABAD NANGAL",538,384,0,922,305,235,0,540,540,0,372,24,32,92,0,1,0,0,0,3,5,2,0,1,8,540
187,"PRIMARY PATHSHALA   PURVA IDRISHPUR",619,411,0,1030,403,255,0,658,658,0,531,4,2,114,0,1,0,3,0,2,1,0,0,0,0,658
188,"HARIJAN CHAUPAL   IDRISHPUR",542,374,0,916,262,209,0,471,467,0,60,2,106,286,1,0,1,2,1,0,2,3,4,1,2,471
189,"PRIMARY PATHSHALA  NO.-2 BAMNAULI",1013,744,0,1757,725,494,0,1219,623,0,299,136,5,708,6,0,0,1,2,1,44,8,1,2,6,1219
190,"NAI HARIJAN CHAUPAL BAMNAULI",595,428,0,1023,382,238,0,620,616,0,229,15,51,309,1,0,0,0,0,2,1,5,2,0,5,620
191,"HARIJAN CHAUPAL  BAMNAULI",574,381,0,955,324,212,0,536,491,0,138,2,282,101,0,0,0,0,0,0,0,2,7,1,3,536
192,"JAWAHAR  INTER COLLEGE DAKSHIN BAMNAULI",509,378,0,887,350,253,0,603,572,0,287,18,2,286,1,0,0,1,0,1,1,1,2,0,3,603
193,"JAWAHAR  INTER COLLEGE PASHICHIM BAMNAULI",388,294,0,682,270,189,0,459,450,0,254,2,0,199,2,0,1,0,0,0,0,1,0,0,0,459
194,"PRIMARY PATHSHALA  NO.-1 UTTAR BAMNAULI",628,459,0,1087,386,282,0,668,653,0,260,46,2,343,2,0,1,5,0,1,3,3,1,0,1,668
195,"PRIMARY PATHSHALA  NO.-1 DAKSHIN BAMNAULI",805,596,0,1401,541,370,0,911,911,0,454,0,7,427,1,0,0,1,1,3,13,3,1,0,0,911
196,"PRIMARY PATHSHALA  ADAMPUR",728,482,0,1210,445,314,0,759,759,0,156,19,76,475,1,2,0,0,3,4,8,3,7,2,3,759
197,"NAI HARIJAN CHAUPAL PUSAR",700,523,0,1223,474,344,0,818,818,0,36,89,208,461,4,0,0,0,0,1,6,3,4,1,5,818
198,"PRIMARY PATHSHALA  RN.-1 PUSAR",436,355,0,791,329,249,0,578,556,0,292,24,2,252,2,0,0,1,0,0,2,1,0,0,2,578
199,"PRIMARY PATHSHALA  R.N.-2 PUSAR",447,331,0,778,313,257,0,570,570,0,126,67,4,357,3,0,0,3,0,2,2,4,1,0,1,570
200,"PRIMARY PATHSHALA  R.N-1 PALDA",548,467,0,1015,422,374,0,796,796,0,33,713,4,32,1,0,1,1,1,0,0,2,1,5,2,796
201,"PRIMARY PATHSHALA  R.N- 2 PALDA",461,383,0,844,387,309,0,696,696,0,13,617,49,12,0,0,0,1,1,0,0,0,1,1,1,696
202,"PRIMARY PATHSHALA  HARIJAN BASTI PALDI",526,401,0,927,237,208,0,445,443,0,31,0,5,396,2,0,0,3,7,0,0,0,0,0,1,445
203,"PRIMARY PATHSHALA  UTTAR PALDI",564,459,0,1023,393,360,0,753,753,0,19,325,8,386,1,0,1,2,2,0,1,5,0,1,2,753
204,"PRIMARY PATHSHALA  MADHYA PALDI",468,334,0,802,305,238,0,543,543,0,3,44,262,220,3,0,0,3,0,0,2,1,3,0,2,543
205,"PRIMARY PATHSHALA KANHAD TALABPUR",643,499,0,1142,414,313,0,727,724,0,252,29,76,362,1,1,0,0,0,0,5,0,0,1,0,727
206,"PRIMARY PATHSHALA  KHERI CHITTAM",434,314,0,748,228,156,0,384,380,0,52,3,64,256,1,0,0,0,0,0,4,4,0,0,0,384
207,"PRIMARY PATHSHALA  NO.-1 PURVA DAHA",581,422,0,1003,346,245,0,591,588,0,285,93,4,203,1,0,0,0,1,0,0,3,0,1,0,591
208,"PRIMARY PATHSHALA NO.-1 DAKSHIN   DAHA",526,364,0,890,311,237,0,548,535,0,343,42,3,150,3,1,0,2,0,1,0,0,0,0,3,548
209,"HARIJAN CHAUPAL   DAHA",522,397,0,919,333,252,0,585,585,0,263,31,75,201,1,0,1,2,0,2,4,3,1,0,1,585
210,"PRIMARY PATHSHALA  NO.2 DAKSHIN DAHA",534,362,2,898,404,221,0,625,625,0,348,71,100,100,0,0,1,1,0,0,0,0,1,2,1,625
211,"PRIMARY PATHSHALA  NO.-2 MADHYA DAHA",675,447,0,1122,367,276,0,643,643,0,25,1,204,390,4,1,0,1,1,0,4,5,3,0,4,643
212,"JUNIOR HIGH SCHOOL RN.-1 DAHA",600,447,0,1047,328,217,0,545,545,0,277,160,2,100,1,0,0,1,0,1,0,0,0,2,1,545
213,"JUNIOR HIGH SCHOOL RN.-2  DAHA",609,504,0,1113,347,301,0,648,647,0,318,88,3,226,2,0,0,1,1,0,2,1,2,1,3,648
214,"PRIMARY PATHSHALA  GARHI KANGRAN",617,452,0,1069,416,336,0,752,748,0,267,72,31,360,6,1,0,0,0,0,4,3,0,2,6,752
215,"PRIMARY PATHSHALA   PURVA  BHARAL",593,371,0,964,396,194,0,590,581,0,352,127,1,104,0,0,0,0,0,0,2,0,1,1,2,590
216,"AMBEDKAR CHAUPAL BHARAL",687,522,0,1209,422,298,0,720,710,0,217,59,293,141,3,0,0,0,1,1,0,3,0,1,1,720
217,"PRIMARY PATHSHALA NO.-2  PURVA  BHARAL",578,483,0,1061,331,318,0,649,649,0,199,63,7,358,2,0,1,4,0,0,3,8,1,1,2,649
218,"PRIMARY PATHSHALA NO.-2 PASHICHIM BHARAL",508,379,0,887,258,201,0,459,459,0,206,29,13,203,2,0,1,0,1,1,0,1,1,0,1,459
219,"JAWAHAR KRISHAK  INTER COLLEGE  RN.-1 DHANAURA TIKRI",603,396,0,999,428,261,0,689,689,0,587,1,1,86,1,1,0,2,2,2,0,1,0,0,5,689
220,"JAWAHAR KRISHAK  INTER COLLEGE  RN.-2  DHANAURA TIKRI",627,471,0,1098,455,338,0,793,778,0,547,2,1,236,0,0,0,3,1,1,0,0,1,0,1,793
221,"PRIMARY PATHSHALA  NO.2- DHANAURA TIKRI",612,406,0,1018,392,230,0,622,620,0,321,23,32,197,1,1,0,37,1,0,4,1,1,1,2,622
222,"HARIJAN CHAUPAL   GAIDABARA",415,316,0,731,255,204,0,459,457,0,223,14,119,92,1,0,1,0,0,0,2,1,4,2,0,459
223,"PRIMARY PATHSHALA  DAKSHIN  GAIDABARA",339,275,0,614,217,183,0,400,398,0,263,17,6,107,0,0,0,1,0,3,0,1,0,1,1,400
224,"PRIMARY PATHSHALA  BOPURA",684,454,0,1138,482,339,0,821,816,0,160,636,1,19,0,0,0,0,0,1,0,0,1,2,1,821
225,"NATA JI SUBHASH CHAND BOS MEMORIAL MADHYMIK VIDHALAY RN.-2  TABELA GARHI",525,407,0,932,390,239,0,629,629,0,189,2,56,367,2,0,0,1,0,3,1,5,2,0,1,629
226,"NATA JI SUBHASH CHAND BOS MEMORIAL MADHYMIK VIDHALAY RN.-1 TABELA GARHI",633,445,0,1078,503,313,0,816,816,0,556,2,1,248,1,1,1,1,0,0,3,2,0,0,0,816
227,"PRIMARY PATHSHALA BANJARAN  PATTI TABELA GARHI",508,363,0,871,379,274,0,653,653,0,345,202,1,96,1,1,0,0,0,0,1,0,0,4,2,653
228,"PRIMARY PATHSHALA  SARORA",143,121,0,264,128,104,0,232,225,0,8,5,1,214,1,0,0,0,0,0,3,0,0,0,0,232
229,"PRIMARY PATHSHALA  JUNDPUR",367,257,0,624,228,156,0,384,378,0,133,35,6,207,1,0,0,0,0,1,0,1,0,0,0,384
230,"HARIJAN CHAUPAL   JHUNDPUR",413,292,0,705,254,186,0,440,437,0,181,14,43,188,1,0,0,0,0,0,1,3,3,3,3,440
231,"PRIMARY PATHSHALA  RN.1 MILANA",485,369,0,854,345,285,0,630,630,0,29,506,6,83,1,0,1,0,0,0,0,0,1,3,0,630
232,"PRIMARY PATHSHALA  RN.2  MILANA",486,339,0,825,372,243,0,615,615,0,54,365,23,164,3,0,5,0,0,0,1,0,0,0,0,615
233,"PRIMARY PATHSHALA PHAULADNAGAR",602,440,0,1042,495,385,0,880,870,0,25,731,11,100,2,1,0,0,0,0,1,2,1,2,4,880
234,"PRIMARY PATHSHALA  RN.1 MUZAFFARPUR KANWARA",781,600,0,1381,571,401,0,972,968,0,62,84,13,795,2,0,0,1,0,0,5,4,3,1,2,972
235,"PRIMARY PATHSHALA  NO.2 RN.-1 AZAMPUR MULSAM",532,360,0,892,341,192,0,533,530,0,405,13,1,108,1,0,1,0,0,0,0,1,0,0,3,533
236,"PRIMARY PATHSHALA  NO.2 RN.-2  AZAMPUR MULSAM",362,243,0,605,216,128,0,344,344,0,256,0,3,79,2,0,0,0,0,0,2,0,1,0,1,344
237,"HARIJAN CHAUPAL  ADD.AZAMPUR MULSAM",648,473,0,1121,533,348,0,881,881,0,375,7,240,250,2,0,0,0,0,0,2,1,1,1,2,881
238,"PRIMARY PATHSHALA   MOHAMMADPUR KHUNTI",275,198,0,473,186,150,0,336,332,0,62,3,1,254,4,0,0,0,0,0,7,1,1,1,2,336
239,"PRIMARY PATHSHALA  KHAPRANA",459,382,0,841,350,286,0,636,636,0,47,14,19,537,3,0,1,0,0,0,9,3,1,0,2,636
240,"PRIMARY PATHSHALA  SHAHPUR BANGANGA",644,441,0,1085,460,322,0,782,782,0,47,42,156,501,3,1,2,0,0,1,9,11,2,1,6,782
241,"PRIMARY PATHSHALA  PURVA CHANDAYAN",598,438,0,1036,418,317,0,735,735,0,5,210,37,470,2,0,1,0,0,0,5,0,0,1,4,735
242,"PRIMARY PATHSHALA SHAHJAHANPUR",455,387,0,842,373,344,0,717,717,0,6,696,6,3,0,0,0,0,0,1,0,1,0,0,4,717
243,"PRIMARY PATHSHALA  BEGMAVAD GARHI",674,513,0,1187,521,337,0,858,845,0,616,4,1,224,2,2,0,0,0,0,3,0,2,2,2,858
244,"PRIMARY PATHSHALA  MANGRAULI",615,528,1,1144,489,380,0,869,869,0,6,266,22,555,4,0,0,0,0,0,9,2,3,0,2,869
245,"PRIMARY PATHSHALA  RAHTNA",471,364,0,835,385,246,0,631,621,0,430,3,14,167,4,0,0,0,0,2,4,2,0,1,4,631
246,"PRIMARY PATHSHALA  UTTAR SIRSALI",577,412,0,989,463,312,0,775,772,0,499,4,115,149,2,0,0,1,0,0,1,0,2,0,2,775
247,"PRIMARY PATHSHALA  DAKSHIN  SIRSALI",534,402,0,936,434,284,0,718,718,0,522,3,0,186,0,0,0,4,0,0,1,0,0,1,1,718
248,"PASHU CHIKITSALAY RN.1 SIRSALI",488,354,0,842,290,234,0,524,520,0,129,130,11,247,1,0,0,1,0,0,0,1,2,0,2,524
249,"HARIJAN CHAUPAL   SIRSALI",566,377,0,943,382,271,0,653,644,0,206,143,127,147,2,0,0,0,0,1,2,2,5,7,11,653
250,"HARIJAN CHAUPAL SIRSALI",502,320,0,822,312,191,0,503,503,0,37,37,8,396,3,0,0,0,0,0,8,12,0,0,2,503
251,"LALBAHADUR INTER COLLEGE RN.1 RANCHHAR",607,463,0,1070,429,324,0,753,751,0,209,59,213,248,3,2,0,1,0,0,5,6,3,3,1,753
252,"LALBAHADUR INTER COLLEGE RN.2  RANCHHAR",421,283,0,704,222,153,0,375,373,0,3,1,165,189,3,2,0,0,0,0,6,3,0,2,1,375
253,"HARIJAN CHAUPAL  RN.-1  RANCHHAR",571,435,0,1006,416,281,0,697,697,0,400,1,28,265,1,0,0,0,0,0,0,2,0,0,0,697
254,"HARIJAN CHAUPAL  RN.-2  RANCHHAR",687,509,1,1197,435,332,0,767,767,0,336,22,133,252,1,1,0,3,2,0,7,4,2,2,2,767
255,"PRIMARY PATHSHALA   PURVA RANCHHAR",486,370,0,856,341,275,0,616,609,0,330,153,22,103,2,0,1,0,0,0,1,1,0,3,0,616
256,"PRIMARY PATHSHALA WEST RANCHHAR",395,306,0,701,277,224,0,501,473,0,257,39,22,174,1,0,0,1,1,0,1,1,1,2,1,501
257,"ARYA KANYA INTER COLLEGE RN.1 JIWANA",522,420,0,942,336,235,0,571,567,0,154,14,6,377,1,0,0,6,0,2,7,1,2,0,1,571
258,"ARYA KANYA INTER COLLEGE RN.2  JIWANA",432,342,0,774,287,219,0,506,506,0,109,90,54,247,0,0,0,1,0,0,0,1,2,0,2,506
259,"PRIMARY PATHSHALA  NO.2 RN.1 JIWANA",524,411,0,935,312,242,0,554,530,0,133,221,52,135,0,0,1,1,0,0,1,0,0,7,3,554
260,"PRIMARY PATHSHALA  NO.2 RN.2 JIWANA",616,465,0,1081,396,256,0,652,652,0,169,82,113,279,0,1,0,0,0,0,4,0,2,0,2,652
261,"PRIMARY PATHSHALA   MAKHAR",622,484,0,1106,447,341,0,788,788,0,243,100,170,267,1,0,0,0,0,0,3,0,1,1,2,788
262,"PRIMARY PATHSHALA   MALMAJRA",570,456,0,1026,320,273,0,593,593,0,46,189,178,171,1,0,0,1,0,0,2,0,2,1,2,593
263,"PRIMARY PATHSHALA RN.1 PICHAUKARA",522,424,0,946,373,302,0,675,675,0,48,414,5,187,2,0,1,0,1,1,2,2,1,3,8,675
264,"PRIMARY PATHSHALA RN.2  PICHAUKARA",533,529,0,1062,340,346,0,686,686,0,6,360,17,290,2,0,0,0,0,0,2,1,1,5,2,686
265,"RAJKIY PRIMARY PATHSHALA RN. 1 DADRI",410,339,0,749,336,245,0,581,581,0,305,3,10,241,5,0,0,0,1,1,10,1,1,1,2,581
266,"SARVHITKARI INTER COLLEGE UTTAR RN.1  BINAULI",760,584,0,1344,508,358,0,866,800,0,21,386,96,350,0,0,0,1,1,0,2,3,3,2,1,866
267,"SARVHITKARI INTER COLLEGE UTTAR RN.2  BINAULI",765,588,0,1353,529,407,0,936,936,0,305,139,7,472,2,0,0,1,0,1,0,2,0,2,5,936
268,"PRIMARY PATHSHALA  NO.-1  BINAULI",722,557,0,1279,486,374,0,860,838,0,336,17,189,304,2,1,2,1,0,0,2,1,3,0,2,860
269,"PRIMARY PATHSHALA NO.-1 BINAULI",605,434,0,1039,371,279,0,650,650,0,85,45,265,244,0,0,0,1,0,1,1,2,1,2,3,650
270,"PRIMARY PATHSHALA  UTTAR BARNAWA",777,650,0,1427,562,434,0,996,996,0,24,387,240,325,2,0,1,1,0,1,3,3,1,3,5,996
271,"PRIMARY PATHSHALA  DAKSHIN  BARNAWA",767,599,0,1366,533,394,0,927,927,0,30,827,18,17,0,0,0,0,1,3,0,3,1,9,18,927
272,"PANCHAYAT GHAR ROOM NO. 1BARNAWA",263,211,0,474,191,161,0,352,352,0,35,217,5,74,0,1,1,0,0,0,4,2,2,4,7,352
273,"PANCHAYAT GHAR ROOM NO. 2 BARNAWA",1001,701,0,1702,655,452,0,1107,1102,0,12,701,17,344,5,1,1,0,1,2,4,6,1,2,10,1107
274,"PRIMARY PATHSHALA  FAKHARPUR SHEKHPURA",635,474,0,1109,439,367,0,806,796,0,6,439,124,216,3,0,1,0,0,0,3,1,3,3,7,806
275,"PRIMARY PATHSHALA  RN.-1 GALHAITA",477,364,0,841,293,228,0,521,450,0,18,53,162,275,1,1,0,0,0,1,0,4,5,1,0,521
276,"PRIMARY PATHSHALA R.N0-2 GELHOTA",537,435,0,972,380,302,0,682,678,0,32,31,40,554,3,0,0,1,0,0,3,9,2,2,5,682
277,"PRIMARY PATHSHALA  MUKIMPURA",589,394,0,983,341,237,0,578,577,0,3,2,47,517,2,1,1,0,0,0,1,1,0,3,0,578
278,"PRIMARY PATHSHALA  GARHI DULLA",562,415,0,977,381,275,0,656,595,0,75,3,319,236,1,0,2,0,1,0,3,2,6,3,5,656
279,"PRIMARY PATHSHALA  RN.1 DARKAWDA",595,461,0,1056,434,306,0,740,740,0,44,657,10,17,0,1,0,0,0,0,0,1,1,2,7,740
280,"PRIMARY PATHSHALA  RN.2  DARKAWDA",312,222,0,534,157,131,0,288,288,0,18,74,128,60,2,0,0,0,0,1,1,0,4,0,0,288
281,"PRIMARY PATHSHALA  SIRSALGARH",753,535,0,1288,639,398,0,1037,1037,0,608,3,361,54,0,0,1,1,0,1,0,2,5,1,0,1037
282,"V.P. INTER COLLEGE UTTAR BIJWARA",718,561,0,1279,387,450,0,837,837,0,546,66,2,219,1,0,0,0,0,0,0,1,0,0,2,837
283,"V.P. INTER COLLEGE MADHYA  BIJWARA",674,512,0,1186,447,336,0,783,762,0,330,111,9,316,2,2,0,0,2,0,2,2,1,4,2,783
284,"PRIMARY PATHSHALA  NO.1 UTTAR BIJWARA",544,373,0,917,338,245,0,583,577,0,112,55,88,318,1,0,0,0,0,1,5,1,2,0,0,583
285,"PRIMARY PATHSHALA NO.-1 DAKSHIN  BIJWARA",508,357,0,865,288,233,0,521,521,0,100,21,50,329,2,0,0,0,0,0,10,1,3,0,5,521
286,"PRIMARY PATHSHALA NO.-2 DAKSHIN  BIJWARA",353,278,0,631,232,190,0,422,420,0,2,14,293,106,1,0,0,0,0,0,1,3,2,0,0,422
287,"JUNIOR HIGH SCHOOL UTTAR FAZALPUR",573,433,1,1007,329,254,0,583,583,0,70,7,152,351,2,0,0,0,0,0,1,0,0,0,0,583
288,"JUNIOR HIGH SCHOOL MADHYA  FAZALPUR",649,544,0,1193,413,388,0,801,800,0,45,62,23,638,7,0,1,2,1,1,11,2,2,4,2,801
289,"PRIMARY PATHSHALA  NO.-1 FAZALPUR",569,443,0,1012,447,338,0,785,728,0,7,82,12,675,3,0,0,0,0,0,6,0,0,0,0,785
290,"PRIMARY PATHSHALA   RN.-1 MUZAFFARPUR POIES",355,269,0,624,187,137,0,324,315,0,8,70,5,237,1,0,0,0,0,2,1,0,0,0,0,324
291,"PRIMARY PATHSHALA   RN.-2  MUZAFFARPUR POIES",307,247,0,554,199,158,0,357,357,0,40,69,52,187,2,0,0,0,0,1,2,0,0,2,2,357
292,"PRIMARY PATHSHALA   NAGLARAVA",696,540,0,1236,393,327,0,720,720,0,35,192,69,415,3,0,1,0,1,0,0,2,1,0,1,720
293,"PRIMARY PATHSHALA   RN.-1  TERA",428,342,0,770,274,227,0,501,491,0,10,123,12,355,0,0,0,0,0,0,0,1,0,0,0,501
294,"PRIMARY PATHSHALA   RN.-2  TERA",548,453,0,1001,364,320,0,684,678,0,5,78,35,543,9,0,0,1,1,1,5,3,2,0,1,684
295,"PRIMARY PATHSHALA   PASHICHIM TERA",439,385,0,824,301,239,0,540,540,0,13,68,22,434,0,0,0,0,0,0,0,1,0,1,1,540
296,"PRIMARY PATHSHALA   UTTAR TITRONDA",738,586,0,1324,540,352,0,892,882,0,21,192,108,554,1,0,0,0,0,3,0,5,2,3,3,892
297,"PRIMARY PATHSHALA  MADHYA TITRAUNDA",754,631,0,1385,480,407,0,887,887,0,31,234,61,536,1,0,0,1,2,1,3,7,3,2,5,887
298,"PRIMARY PATHSHALA   UTTAR MUZAFFARPUR KAMBALA",608,422,0,1030,423,294,0,717,714,0,36,7,513,153,4,1,0,0,0,0,1,1,1,0,0,717
299,"PRIMARY PATHSHALA  MADHYA  MUZAFFARPUR KAMBALA",535,402,0,937,387,272,0,659,659,0,11,2,518,121,0,0,0,1,0,0,1,2,2,0,1,659
300,"INTER COLLEGE RN.-1 MUZAFFARPUR KAMBALA",583,404,0,987,436,311,0,747,680,0,3,4,661,78,0,0,0,0,0,0,0,0,1,0,0,747
301,"PRIMARY PATHSHALA  IBRAHIMABAD GAWRI",434,299,0,733,310,201,0,511,510,0,27,1,413,66,0,0,1,0,0,0,0,1,1,1,0,511
302,"PRIMARY PATHSHALA   UTTAR JAINUDDINPUR URF CHIRCHITA",603,493,0,1096,452,362,0,814,814,0,28,7,476,278,1,1,1,0,1,2,11,3,1,1,3,814
303,"PRIMARY PATHSHALA  DAKSHIN JAINUDDINPUR URF CHIRCHITA",542,358,0,900,403,263,0,666,666,0,9,13,319,313,2,0,0,0,0,0,4,4,2,0,0,666
304,"PRIMARY PATHSHALA   HAJURABAD GARHI",772,593,1,1366,550,374,0,924,920,0,568,3,151,186,1,2,1,1,0,0,3,1,1,2,4,924
305,"PRIMARY PATHSHALA  PURVA SANJARPUR KERWA",434,283,0,717,336,224,0,560,552,0,8,3,416,108,1,1,2,3,0,1,6,3,6,2,0,560
306,"PRIMARY PATHSHALA   PASHICHIM SHANJARPUR KERWA",499,301,0,800,382,217,0,599,569,0,38,2,348,192,1,2,0,6,0,0,2,0,4,1,3,599
307,"PRIMARY PATHSHALA   NO.-2  MAWIKALAN",653,461,0,1114,453,292,0,745,745,0,398,81,20,236,1,0,0,3,0,0,2,2,0,1,1,745
308,"PRIMARY PATHSHALA   NO.-1 RN.2  MAWIKALAN",565,372,0,937,381,238,0,619,608,0,200,102,159,144,0,0,0,1,0,0,4,1,2,1,5,619
309,"PRIMARY PATHSHALA   NO.-1 MAWIKALAN",491,355,0,846,328,239,0,567,567,0,320,108,12,122,0,0,0,1,0,0,0,2,0,1,1,567
310,"HARIJAN CHAUPAL   MAWIKALAN",632,422,0,1054,429,302,0,731,731,0,468,32,122,95,1,0,0,1,0,0,1,3,2,4,2,731
