"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASIF NIZAMUDDIN SIDDIQUE","2 - PRAMOD KUMAR SINGH PATEL","3 - RAJKUMARI RATNA SINGH","4 - ASHOK SHUKLA SENANI","5 - NIRMALA DEVI","6 - FOOLCHANDRA","7 - BAL KRISHNA","8 - RAJENDRA SHARMA","9 - RAM SEWAK","10 - SHESHNATH","11 - SANTOSH KUMAR SINGH","12 - KUWAR HARIVANSH SINGH","13 - AJMAL KHAN","14 - KIRAN MISHRA","15 - HARIVANSH","16 - None of the Above","Total Votes Secured"
184,"RA V SARAY BHIMSEN",765,625,0,1390,308,354,0,662,662,0,205,58,31,6,1,1,2,1,1,4,5,338,2,3,2,2,662
185,"H.PS SARAYNAHARRAY R N-1",804,665,0,1469,320,305,0,625,350,0,189,107,42,3,3,1,1,3,7,3,9,237,2,4,9,5,625
186,"H.PS SARAYNAHARRAY R N-2",586,462,0,1048,242,225,0,467,467,0,148,77,28,4,0,1,3,1,1,1,3,194,0,0,5,1,467
187,"P.B. SARAY HARNARAYAN R N-3",628,517,1,1146,301,315,0,616,615,0,84,55,31,4,5,1,3,1,1,6,4,409,2,3,4,3,616
188,"P.S. PARVATPUR R N -1",616,542,0,1158,303,312,0,615,342,0,148,37,54,4,1,0,1,0,3,1,4,349,5,2,2,4,615
189,"P.S. PARVATPUR R.N.-2",621,546,0,1167,395,304,0,699,520,0,88,50,85,3,0,0,0,1,1,3,10,451,1,0,3,3,699
190,"P.S. BARISTA",804,737,0,1541,343,395,0,738,735,0,175,58,166,10,2,0,2,0,2,0,6,300,7,1,2,7,738
191,"P.B. NEVADI R.N.-1",616,493,0,1109,280,236,0,516,516,0,190,76,44,5,2,3,0,0,4,1,3,173,0,2,3,10,516
192,"P.B. NEVADI R.N.-2",848,688,0,1536,384,295,0,679,679,0,181,164,66,6,4,2,1,1,7,1,12,221,3,2,2,6,679
193,"P.S. RAMCHANDRAPUR R.N.-1",684,574,0,1258,289,306,0,595,595,0,183,93,24,4,2,0,1,1,2,1,5,264,1,2,4,8,595
194,"P.S. RAMCHANDRAPUR R.N.-2",706,634,0,1340,318,327,0,645,645,0,149,55,82,5,3,2,1,1,0,5,6,322,4,4,4,2,645
195,"P.S. MISHRAPUR TARAUL",381,327,0,708,201,209,0,410,410,0,114,38,13,0,2,2,0,0,1,0,3,233,1,0,0,3,410
196,"P.S. MADHUPUR",417,404,2,823,216,220,0,436,436,0,41,44,15,3,0,1,1,0,1,0,1,325,1,0,0,3,436
197,"P.S. GAMBHIRA R.N.-1",858,696,0,1554,588,505,0,1093,1093,0,67,85,26,3,2,1,6,2,4,2,6,870,4,2,4,9,1093
198,"P.S. GAMBHIRA R.N.-2",207,180,0,387,135,116,0,251,251,0,4,36,9,0,0,0,1,0,0,0,0,199,0,1,1,0,251
199,"P.S. PARASRAM PUR KALA",487,408,0,895,213,238,0,451,451,0,80,41,3,0,1,1,1,0,1,2,3,304,3,2,4,5,451
200,"P.S. BACHHUA",525,427,0,952,244,235,0,479,479,0,65,56,60,3,2,1,3,0,2,1,9,269,1,1,3,3,479
201,"P.S. JUDAPUR",710,626,0,1336,299,289,0,588,588,0,116,64,21,6,2,0,0,2,2,0,7,361,4,1,2,0,588
202,"P.S. PURE SUKHDEV R.N.-1",572,508,0,1080,281,283,0,564,564,0,104,84,15,5,3,0,7,1,1,0,8,322,4,0,5,5,564
203,"P.S. PURE SUKHDEV R.N.-2",377,312,0,689,195,156,0,351,351,0,46,99,19,5,1,1,1,1,2,1,8,162,1,1,1,2,351
204,"P.S. NAGAPUR",730,589,0,1319,389,350,0,739,739,0,97,162,21,12,5,2,2,1,4,2,11,397,1,5,13,4,739
205,"H.PS SARAY BHUPATI R.N.-1",465,386,0,851,297,236,0,533,533,0,51,46,15,7,1,1,1,1,0,0,7,398,1,0,1,3,533
206,"HP.S. SARAY BHUPATI R.N.-2",565,476,0,1041,287,223,0,510,510,0,68,94,19,3,4,0,1,2,1,1,3,307,3,1,2,1,510
207,"H.PS SARAY BHUPATI R.N.-3",371,335,0,706,168,173,0,341,340,0,73,45,6,1,1,1,0,0,0,0,5,195,2,0,7,5,341
208,"P.S. BAGIYAPUR",673,534,1,1208,296,300,0,596,596,0,71,186,4,6,3,0,4,2,0,1,12,291,2,1,10,3,596
209,"P.S. SARAY DEV RAY R.N.-1",736,693,0,1429,365,354,0,719,719,0,88,49,28,13,1,1,0,2,5,0,3,517,3,2,1,6,719
210,"P.S. SARAYDEV RAY R.N.-2",415,370,0,785,305,277,0,582,582,0,8,17,27,12,2,0,4,1,1,4,2,500,0,1,1,2,582
211,"P.S. JAGDEESHPUR R.N.-1",525,496,0,1021,315,335,0,650,650,0,149,30,4,0,2,0,1,0,0,5,6,447,0,1,4,1,650
212,"P.S. JAGDEESHPUR R.N.-2",466,391,0,857,267,271,0,538,414,0,24,16,9,3,2,1,3,2,1,1,5,470,1,0,0,0,538
213,"P.S. CHHATAUNA R.N.-1",756,663,0,1419,408,387,0,795,795,0,63,50,35,4,2,1,5,2,1,1,8,588,8,4,6,17,795
214,"P.S. CHHTAUNA R.N.-2",688,591,0,1279,358,365,0,723,700,0,174,69,33,4,2,0,1,1,3,1,7,419,1,0,1,7,723
215,"P.S. GAURA",626,513,0,1139,422,255,0,677,677,0,137,36,15,1,2,1,2,3,0,4,3,461,3,1,4,4,677
216,"P.S. PURE TORAYI",637,572,0,1209,377,351,0,728,728,0,189,45,12,2,1,1,1,0,1,1,12,445,3,4,3,8,728
217,"P.S.DHEMA R.N.-1",582,437,0,1019,281,288,0,569,569,0,214,38,10,2,2,1,3,2,0,7,2,275,3,3,2,5,569
218,"P.S. DHEMA R.N.-2",465,402,0,867,244,251,0,495,495,0,160,36,10,1,0,1,2,2,4,0,1,259,5,4,5,5,495
219,"P.S. TARAUL R.N.-1",686,570,0,1256,322,257,0,579,579,0,30,206,22,1,0,1,3,3,1,0,6,293,1,5,2,5,579
220,"P.S. TARAUL R.N.-2",560,483,0,1043,281,272,0,553,553,0,157,131,14,3,0,0,2,1,1,2,4,229,2,3,1,3,553
221,"P.S. KHAMPUR R.N.-1",608,469,0,1077,320,262,0,582,522,0,178,20,5,3,3,0,3,3,2,2,7,346,1,2,2,5,582
222,"P.S. KHAMPUR R.N.-2",463,385,0,848,247,260,0,507,507,0,58,29,3,3,2,1,2,0,1,2,8,380,5,1,4,8,507
223,"ISLAMIYA SCH.DHARAMPUR",875,694,0,1569,340,345,0,685,685,0,426,69,12,3,2,0,2,0,0,1,6,159,0,1,4,0,685
224,"P.S. BAJAHA",378,346,0,724,256,224,0,480,480,0,351,17,3,0,0,0,0,2,1,0,1,102,1,1,1,0,480
225,"P.S. MAJHIGAVA",426,416,0,842,250,302,0,552,552,0,382,72,10,0,1,0,0,0,1,1,3,73,2,2,2,3,552
226,P.S.PITAYIPUR,771,673,0,1444,440,387,0,827,827,0,422,181,21,3,2,0,2,2,6,2,7,173,1,1,3,1,827
227,"P.S. RAMPUR VAISHPUR R.N.-1",571,435,0,1006,209,242,0,451,451,0,331,42,32,1,0,0,0,0,2,0,0,24,0,1,3,15,451
228,"P.S. RAMPUR VAISHPUR R.N.-2",572,511,0,1083,279,259,0,538,538,0,385,40,10,2,1,0,1,0,0,1,3,74,3,5,5,8,538
229,"P.S. PALHAN",623,549,0,1172,284,259,0,543,436,0,318,54,33,1,1,1,2,0,1,1,7,119,0,1,3,1,543
230,"P.S. NOORPUR",487,425,0,912,200,236,0,436,436,0,199,36,13,1,2,0,4,1,1,0,4,166,4,1,3,1,436
231,"P.S. KHUJHI",446,383,0,829,213,232,0,445,445,0,263,39,14,3,3,0,1,1,3,0,2,108,2,0,3,3,445
232,"P.S. NAUVAPUR",827,685,0,1512,432,412,0,844,688,0,296,121,120,1,2,1,1,0,1,1,3,288,0,2,3,4,844
233,"P.S. SUMERPUR",824,634,0,1458,432,256,0,688,688,0,179,123,15,7,1,2,5,0,3,2,12,320,2,1,8,8,688
234,"P.S. KULHIPUR",882,695,0,1577,400,393,0,793,654,0,185,71,27,6,0,3,3,0,0,2,15,460,7,0,8,6,793
235,"P.S. SARUA R.N.-1",710,583,1,1294,306,348,0,654,173,0,54,100,88,11,1,4,3,2,2,0,3,382,1,0,1,2,654
236,"P.S. SARUA R.N.-2",242,201,0,443,80,93,0,173,173,0,26,7,31,0,0,0,0,0,0,0,2,96,0,0,2,9,173
237,"P.S. TARAPUR",783,636,0,1419,374,342,0,716,256,0,79,118,65,5,1,0,3,0,3,3,6,415,6,0,5,7,716
238,"P.S. HARS ASANV",335,302,0,637,117,139,0,256,256,0,34,62,29,2,2,1,2,0,0,0,7,115,1,0,1,0,256
239,"P.S. ITAURA",414,335,0,749,191,162,0,353,353,0,33,102,63,4,7,0,1,1,0,0,1,133,3,1,2,2,353
240,"P.S. KOTVA SHUKULPUR",801,671,0,1472,322,392,0,714,391,0,58,247,71,5,2,1,1,2,1,4,9,300,2,2,5,4,714
241,"P.S. PADMAKARPUR",434,385,0,819,164,227,0,391,391,0,31,53,106,4,1,0,1,0,0,1,3,188,0,0,2,1,391
242,"P.S. GARAPUR",512,436,0,948,257,299,0,556,351,0,52,41,42,1,0,0,3,1,3,1,6,387,3,2,6,8,556
243,"P.S. HARSHPUR KOTVA",324,305,0,629,167,184,0,351,351,0,33,79,29,1,2,0,2,1,4,1,4,188,1,1,1,4,351
244,"P.S. RANGAULI",615,574,0,1189,232,376,0,608,232,0,83,77,34,5,3,1,2,1,2,3,2,379,3,2,3,8,608
245,"P.S. RANGAULI R.N.-2",232,215,0,447,105,127,0,232,232,0,44,60,17,9,0,1,0,2,1,2,4,91,0,1,0,0,232
246,"P.S. BHAGATPUR R.N.-1",470,404,0,874,200,260,0,460,460,0,66,79,127,3,3,1,0,3,1,4,9,141,3,2,10,8,460
247,"P.S. BHAGATPUR R.N.-2",668,536,0,1204,304,324,0,628,600,0,104,95,65,6,6,2,0,3,1,5,8,299,3,6,8,17,628
248,"P.S. IDILPUR R.N.-1",722,599,0,1321,300,300,0,600,600,0,269,140,43,8,2,0,0,0,3,2,2,121,2,3,3,2,600
249,"P.S. IDILPUR R.N.-2",423,364,0,787,214,227,0,441,441,0,94,80,30,2,0,0,0,1,2,1,3,218,0,0,3,7,441
250,"I.C. PAHADPUR R.N.-1",689,589,1,1279,356,305,0,661,274,0,81,67,88,11,3,1,4,5,1,0,6,374,5,5,4,6,661
251,"I.C. PAHADPUR R.N.-2",489,430,0,919,250,245,0,495,495,0,63,146,47,6,0,1,2,3,1,1,7,200,7,3,5,3,495
252,"I.C. PAHADPUR R.N.-3",581,515,0,1096,240,251,0,491,451,0,104,66,37,4,3,0,6,1,1,1,1,245,5,7,4,6,491
253,"P.S. PAHADPUR R.N.-1",415,331,0,746,180,179,0,359,359,0,46,102,58,6,1,1,0,2,0,1,3,128,1,4,1,5,359
254,"P.S. PAHADPUR R.N.-2",482,415,0,897,247,224,0,471,464,0,47,79,90,4,5,1,2,1,1,2,8,217,0,11,2,1,471
255,"P.S. KRITPUR",537,499,0,1036,222,340,0,562,510,0,46,158,135,9,3,1,5,1,0,2,2,192,2,1,4,1,562
256,"P.S. ITAURI R.N.-1",577,494,0,1071,236,234,0,470,340,0,50,71,74,8,2,5,2,1,1,1,8,236,4,2,3,2,470
257,"P.S. ITAURI R.N.-2",458,372,0,830,138,153,0,291,291,0,85,50,46,4,1,0,2,0,0,3,2,93,0,1,0,4,291
258,"P.S. SAGRASUNDPUR R.N.-1",481,388,0,869,284,215,0,499,432,0,108,41,75,5,2,0,0,1,4,0,7,252,1,0,2,1,499
259,"P.S. SAGARASUNDPUR R.N.-2",487,358,0,845,247,172,0,419,419,0,102,54,69,1,0,0,0,1,2,0,6,182,1,0,0,1,419
260,"P.S.SAGARA SUNDARPUR R.N.-3",493,405,0,898,233,218,0,451,451,0,87,93,52,1,4,1,1,0,1,0,5,199,3,1,2,1,451
261,"P.S. SARGASUNDRPUR R.N.-4",458,423,0,881,213,249,0,462,462,0,164,76,21,1,2,1,0,0,3,0,2,188,1,1,0,2,462
262,"P.S. SHAKOOHABAD R.N.-1",638,543,0,1181,305,278,0,583,519,0,165,53,30,9,0,3,3,0,0,2,8,299,4,0,2,5,583
263,"P.S. SHAKUHABAD R.N.-2",316,264,0,580,184,190,0,374,374,0,158,53,7,3,0,0,0,4,2,0,1,136,2,3,3,2,374
264,"P.S. GHURIPUR",504,421,0,925,242,252,0,494,494,0,38,119,24,10,0,0,3,0,1,0,7,280,2,1,3,6,494
265,"P.S. HANDAUR R.N.-1",646,561,0,1207,240,286,0,526,526,0,214,114,36,4,1,0,1,2,0,0,1,138,1,3,6,5,526
266,"P.S. HANDAUR R.N.-2",746,555,0,1301,287,266,0,553,553,0,307,65,61,5,0,1,0,2,3,0,8,71,4,4,11,11,553
267,"P.S. HANDAUR PURANA BHAVAN",739,626,0,1365,334,298,0,632,600,0,133,83,132,5,2,1,0,0,1,1,3,246,0,6,5,14,632
268,"P.S. BASUPUR R.N.-1",198,169,0,367,90,81,0,171,171,0,83,23,7,1,0,0,0,0,1,0,3,42,1,2,1,7,171
269,"P.S. BASUPUR R.N.-2",686,587,0,1273,312,297,0,609,591,0,106,127,76,8,9,2,2,2,4,2,10,244,1,3,4,9,609
270,"P.S. BASUPUR R.N.-3",248,201,0,449,106,100,0,206,152,0,2,95,10,6,2,0,0,1,2,1,3,79,1,0,1,3,206
271,"P.S. TILAURI",530,426,0,956,202,270,0,472,472,0,296,115,19,1,1,0,1,0,0,2,3,21,0,2,3,8,472
272,"P.S. GAHIRI",640,560,0,1200,317,306,0,623,400,0,191,147,35,3,2,0,0,2,1,1,2,234,1,1,2,1,623
273,"P.S. DEVLI R.N.-1",710,618,0,1328,395,348,0,743,743,0,156,101,60,20,4,1,5,2,1,3,7,371,4,3,1,4,743
274,"P.S. DEVLI R.N.-2",818,662,0,1480,448,303,0,751,751,0,140,147,67,2,4,0,4,1,1,0,3,363,5,1,8,5,751
275,"P.S. BOJHVA",376,417,0,793,193,216,0,409,391,0,184,127,41,1,1,0,0,1,1,0,0,45,1,1,1,5,409
276,"P.S. MAHESHPUR",357,296,0,653,164,178,0,342,300,0,174,82,13,4,0,0,0,0,0,0,1,59,2,0,3,4,342
277,"P.S. CHHEMARSARAIYA",782,701,0,1483,354,423,0,777,775,0,312,59,88,12,3,2,2,0,4,4,8,259,4,3,7,10,777
278,"P.S. TELIYAHI R.N.-1",484,382,0,866,220,191,0,411,400,0,166,61,15,6,1,0,2,1,1,0,2,148,3,1,1,3,411
279,"P.S. TELIYAHI R.N.-2",457,373,0,830,187,224,0,411,307,0,97,36,9,10,0,0,1,3,1,1,3,242,4,1,2,1,411
280,"P.S. KATAIYA NEVADA  R.N.-1",534,395,0,929,334,264,0,598,370,0,36,43,21,6,3,2,0,0,2,1,5,473,1,0,3,2,598
281,"P.S. KATAIYA NEVADA R.N.-2",506,413,0,919,353,234,0,587,587,0,42,46,20,5,3,0,0,0,1,0,4,462,0,2,1,1,587
282,"P.S. RAMPUR KHAJUR",337,275,0,612,154,121,0,275,152,0,78,34,23,1,0,0,0,0,0,0,4,131,0,0,0,4,275
283,"P.S. AJGARA R.N.-1",733,671,0,1404,367,310,0,677,677,0,129,141,86,8,4,0,0,1,2,2,5,288,1,0,4,6,677
284,"P.S. AJGARA R.N.-2",803,655,0,1458,354,309,0,663,554,0,112,110,84,9,2,0,0,2,3,1,2,331,1,3,1,2,663
285,"P.S.PURE NEVAJI AJGARA R.N.-1",576,524,0,1100,243,292,0,535,501,0,194,65,47,4,1,1,1,1,9,2,7,187,2,1,5,8,535
286,"P.S. PURE NEVAJI AJGARA R.N.-2",531,426,0,957,267,259,0,526,502,0,127,50,20,2,1,0,3,1,5,0,5,291,3,2,7,9,526
287,"P.S. DHARAURA",667,537,0,1204,294,274,0,568,568,0,192,63,41,6,6,1,2,2,5,8,4,223,3,4,6,2,568
288,"P.S. GABI MAHUAVAN",633,571,0,1204,273,321,0,594,594,0,337,87,57,3,7,1,1,0,3,3,9,76,1,3,4,2,594
289,"P.S. SAHAB GANJ",887,749,0,1636,407,414,0,821,821,0,291,98,95,3,2,1,3,0,2,2,4,305,3,3,4,5,821
290,"P.S. KHARAGPUR R.N.-1",613,484,0,1097,292,264,0,556,556,0,136,61,64,7,2,5,3,3,39,1,7,220,1,2,3,2,556
291,"P.S. KHARAGPUR R.N.-2",279,209,0,488,109,110,0,219,100,0,122,44,6,2,0,0,1,0,0,2,1,38,0,1,0,2,219
292,"P.S. DADUPUR PATHAN",461,373,0,834,219,229,0,448,55,0,201,60,47,8,1,0,0,0,5,0,1,119,1,0,0,5,448
293,"P.S. MULTANIPUR R.N.-1",589,517,1,1107,244,253,0,497,497,0,115,96,30,0,1,2,0,0,0,0,1,240,2,4,3,3,497
294,"P.S. MULTANIPUR R.N.-1",351,291,0,642,164,142,0,306,26,0,66,65,14,4,2,0,0,0,0,1,2,148,1,2,0,1,306
295,"P.S. SANDAVA SOMANSIYAN",469,418,0,887,204,198,0,402,287,0,29,55,31,2,0,0,2,3,1,5,4,264,0,0,2,4,402
296,"P.S. SANDAVA DUBAN",347,308,0,655,175,192,0,367,367,0,42,90,41,2,1,2,0,0,2,0,6,172,3,2,1,3,367
297,"P.S. PURE BEERBAL",451,358,0,809,187,180,0,367,300,0,255,28,47,0,0,0,0,1,1,0,0,25,3,0,2,5,367
298,"MINI SACHIVALAY SARAY SANSARA",576,538,0,1114,277,244,0,521,521,0,128,60,93,8,1,1,1,1,6,0,1,213,1,0,3,4,521
299,"SUKHPATI IC SAHAB GANJ LILAPUR R N -1",600,493,0,1093,298,203,0,501,451,0,63,60,36,4,1,0,1,1,3,2,4,311,1,0,7,7,501
300,"SUKHPATI IC SAHAB GANJ LILAPUR R N -1",265,230,0,495,128,99,0,227,223,0,48,16,17,1,1,0,0,0,1,0,4,128,4,2,1,4,227
301,"P.S. KAITHA DANDI",324,279,0,603,152,165,0,317,317,0,32,10,13,5,0,0,0,1,5,0,0,249,0,1,0,1,317
302,"P.S. HARIHARPUR KAILAHA",715,619,0,1334,342,388,0,730,700,0,139,161,91,6,2,1,2,2,0,2,4,307,3,4,2,4,730
303,"P.S. SINDHAUR R.N.-1",581,445,0,1026,243,256,0,499,499,0,309,27,37,1,2,0,0,1,1,1,0,114,0,2,2,2,499
304,"P.S.SINDHAUR R.N.-2",803,604,1,1408,291,290,0,581,581,0,160,43,31,7,1,2,3,0,0,1,2,317,1,1,4,8,581
305,"PS SHAMSHERGANJ",643,484,0,1127,291,228,0,519,519,0,173,35,39,7,2,0,2,0,1,0,8,247,1,1,1,2,519
306,"PS SABAJPUR R.N. 1",582,488,0,1070,273,280,0,553,283,0,168,62,18,5,5,0,0,1,4,3,4,275,1,2,2,3,553
307,"PS SARBAJPUR R.N. 2",414,343,0,757,202,192,0,394,394,0,104,68,13,2,1,1,2,2,1,2,4,184,1,1,7,1,394
308,"PS PHOOLPUR",704,508,0,1212,273,262,0,535,118,0,264,114,83,0,0,1,1,1,1,1,1,65,0,0,1,2,535
309,"PS SARIYAPUR",518,465,0,983,286,222,0,508,508,0,77,225,31,2,1,2,1,3,23,2,9,125,2,2,1,2,508
310,"PS GAJRAHI",273,240,0,513,148,140,0,288,200,0,38,8,62,0,0,0,1,0,0,0,0,179,0,0,0,0,288
311,"PS NAVBASTA",795,649,1,1445,343,311,0,654,462,0,154,47,33,2,0,0,0,1,6,3,8,389,2,3,0,6,654
312,"PS CHAMRUPUR SHUKLAN 1",737,667,0,1404,329,333,0,662,600,0,209,49,61,10,2,0,5,2,0,1,7,295,3,4,4,10,662
313,"PS CHAMRUPUR SHUKLAN R.N. 2",339,277,0,616,153,165,0,318,240,0,157,21,25,1,1,1,1,1,0,0,0,107,0,0,2,1,318
314,"PS CHAMPUR SHUKLAN R.N. 3",957,799,0,1756,254,217,0,471,132,0,145,61,15,2,2,0,1,0,3,0,3,233,1,1,3,1,471
315,"PS KACHHA R.N. 1",801,631,0,1432,347,298,0,645,645,0,98,84,143,6,4,0,5,4,2,4,10,262,4,2,5,12,645
316,"PS KACHHA R.N. 2",786,615,0,1401,360,264,0,624,50,0,89,149,26,9,4,0,0,0,13,4,6,313,1,3,2,5,624
317,"PB KACHHA",522,414,0,936,194,229,0,423,423,0,210,82,42,4,3,2,2,4,0,4,5,55,2,2,3,3,423
318,"PS REDDY",625,507,0,1132,326,245,0,571,571,0,108,102,29,3,0,3,1,0,0,1,3,316,1,0,2,2,571
319,"PS NEVADA MUSTARKA",711,574,1,1286,269,276,0,545,545,0,183,91,22,2,2,0,1,0,1,1,1,235,2,1,1,2,545
320,"PS DELHUPUR",661,497,0,1158,228,352,0,580,580,0,144,75,53,4,2,0,1,2,0,5,11,276,2,1,2,2,580
321,"PS. KATWADH",751,572,0,1323,318,300,0,618,618,0,263,72,65,10,1,4,0,2,1,4,5,177,2,3,3,6,618
322,"G.P.S DADI KHAS",932,724,0,1656,311,336,0,647,47,0,234,59,55,2,3,2,4,2,11,2,6,257,4,1,2,3,647
323,"PS. DADI KHAS R.N.2",613,531,0,1144,238,244,0,482,482,0,73,52,77,5,3,1,0,0,3,0,4,254,1,3,1,5,482
324,"PS. DADIKHAS R.N. 3",434,344,0,778,199,195,0,394,194,0,45,82,19,6,1,0,2,0,0,0,4,229,0,3,0,3,394
325,"PS. DHAURAHARA",187,159,0,346,105,93,0,198,198,0,38,4,12,0,0,2,2,0,1,0,1,134,0,0,1,3,198
326,"PS. KOTHAR MANGOLPUR",773,647,0,1420,357,322,0,679,678,0,176,86,29,5,2,0,4,4,1,2,3,350,3,2,5,7,679
327,"PS. PATULKI R.N.1",712,593,0,1305,224,235,0,459,459,0,57,56,42,2,1,2,2,2,1,0,0,287,2,1,1,3,459
328,"PS. PATULKI R.N.2",677,564,0,1241,229,239,0,468,468,0,176,87,25,3,0,0,3,1,1,1,3,154,0,3,3,8,468
329,"S.S.SAMITI RAGHAWAPUR R.N. 1",660,618,0,1278,316,330,0,646,628,0,120,71,76,5,2,1,4,1,4,2,4,338,2,2,4,10,646
330,"S.S.SAMITI RAGHAWAPUR R.N. 2",385,372,0,757,201,199,0,400,400,0,81,32,13,1,2,1,0,0,0,0,2,263,2,0,2,1,400
331,"PS. CHANDAPUR",387,394,0,781,183,212,0,395,395,0,87,60,77,0,2,0,0,0,1,2,3,162,0,0,1,0,395
332,"PS. TINA",735,639,1,1375,325,386,0,711,711,0,106,140,51,8,2,0,2,2,9,1,9,353,8,4,6,10,711
333,"PS.DEEHMEHADI R.N. 1",869,703,0,1572,313,312,0,625,625,0,105,160,202,2,1,0,0,0,1,0,2,141,2,1,2,6,625
334,"PS. DEEHMEHADI R.N. 2",687,527,0,1214,259,252,0,511,511,0,156,97,145,6,0,0,0,0,0,0,5,97,0,0,1,4,511
335,"P.B.DEEHMEHDI R.N.1",554,439,0,993,263,186,0,449,449,0,69,77,288,0,0,0,0,0,0,0,0,15,0,0,0,0,449
336,"P.B.DEEHMEHDI R.N.2",363,296,0,659,180,141,0,321,321,0,95,55,110,0,0,0,0,0,0,0,0,58,1,0,1,1,321
337,"GAJADHAR INTER COLLAGA LAKSHAMANPUR",883,655,0,1538,341,295,0,636,636,0,78,93,89,11,7,5,1,2,3,5,6,320,2,5,4,5,636
338,"PS. PURE GULABRAY",800,657,0,1457,341,352,0,693,35,0,226,119,32,6,9,1,2,5,4,3,9,264,4,4,0,5,693
339,"PS. PADNATHPUR",528,439,0,967,213,199,0,412,412,0,70,50,76,5,2,0,1,1,3,1,3,196,2,0,1,1,412
340,"PS. MAJHAWAR",482,388,0,870,213,210,0,423,393,0,233,32,26,3,0,0,1,0,0,2,4,115,1,0,1,5,423
341,"PS. KUTILIYA SADADEI",852,694,0,1546,393,424,0,817,808,0,396,66,67,4,0,2,4,2,2,0,2,257,3,2,3,7,817
342,"PS. DOMIPUR R.N. 1",576,430,0,1006,234,222,0,456,448,0,186,38,12,7,0,0,2,1,3,1,6,192,1,1,3,3,456
343,"PS. DOMIPUR R.N. 2",382,318,0,700,232,216,0,448,448,0,105,97,14,2,1,0,0,0,0,1,2,224,0,0,1,1,448
344,"PS. BARAPUR BHEEKH",437,337,0,774,168,157,0,325,295,0,36,65,46,2,0,0,1,2,2,1,4,162,1,1,1,1,325
345,"PS. UMARADA",628,505,0,1133,254,215,0,469,469,0,54,66,114,0,1,1,0,1,0,1,4,222,0,1,3,1,469
346,"PS. JETHAWARA R.N. 1",468,383,0,851,203,191,0,394,394,0,45,81,68,8,1,2,0,1,0,1,3,178,0,1,3,2,394
347,"PS.JETHAWARA R.N. 2",565,462,0,1027,239,210,0,449,449,0,186,52,81,3,3,0,1,0,1,0,5,104,1,1,5,6,449
348,"PS.JETHAWARA R.N. 3",461,388,0,849,171,175,0,346,296,0,76,15,49,6,2,0,2,1,1,1,7,177,2,1,0,6,346
349,"PS. JETHAWARA R.N. 4",542,418,0,960,287,180,0,467,430,0,43,25,131,2,2,0,0,1,1,2,10,241,2,2,1,4,467
350,"ASHTBHUJA VI.NI.INTER COLLAGE JETHWARA R.N. 1",662,518,0,1180,290,241,0,531,531,0,67,20,87,5,2,1,0,1,1,0,4,335,1,0,4,3,531
351,"ASHTHBHUJA V.N.I.C. JETHVARA R.N. 2",327,280,0,607,138,126,0,264,100,0,81,10,21,2,1,0,1,0,0,1,4,138,1,2,1,1,264
352,"PB DEVAPUR SAKLI",356,313,0,669,209,191,0,400,400,0,54,130,4,6,0,1,0,0,0,0,1,203,1,0,0,0,400
353,"PS SONPUR",529,464,0,993,236,292,0,528,250,0,328,41,9,3,5,1,2,0,0,0,6,128,0,1,0,4,528
354,"PS RAWATPUR",597,490,0,1087,306,310,0,616,616,0,114,81,108,3,2,2,4,1,0,4,6,280,3,1,5,2,616
355,"PS DHANSARI R.N. 1",616,497,0,1113,250,248,0,498,498,0,159,42,44,5,1,1,0,0,1,2,4,227,2,1,5,4,498
356,"PS DHANSARI R.N. 2",339,276,0,615,174,139,0,313,313,0,81,18,15,0,0,1,2,0,0,1,5,188,0,0,1,1,313
357,"PS KALHVARI",466,449,0,915,200,272,0,472,472,0,133,103,8,2,1,1,1,1,5,1,4,202,1,2,4,3,472
358,"PS TARAPUR",243,201,0,444,117,100,0,217,217,0,87,9,25,3,1,0,0,1,1,2,3,81,1,1,0,2,217
359,"PS SIRSA",389,345,0,734,266,269,0,535,535,0,55,37,8,1,0,0,3,1,2,0,1,422,3,1,1,0,535
360,"PS BHATNI",374,332,1,707,145,185,0,330,328,0,107,46,39,2,0,1,0,0,2,1,0,132,0,0,0,0,330
361,"PS DOORPUR",601,508,0,1109,194,263,0,457,200,0,217,28,48,5,2,2,0,0,0,1,1,138,4,1,3,7,457
362,"PS SARAY ANADEV R.N. 1",892,744,0,1636,440,355,0,795,710,0,110,40,97,5,0,1,0,1,1,1,4,525,3,5,0,2,795
363,"PS SARAY ANADEV R.N. 2",622,487,0,1109,297,245,0,542,300,0,135,60,38,6,2,1,2,0,5,3,5,274,3,2,1,5,542
364,"PS PURANPUR KHAAS",738,668,0,1406,297,359,0,656,656,0,189,36,108,7,2,4,4,0,7,3,10,256,4,3,8,15,656
365,"PS BALIPUR PARSAN R.N. 1",601,491,0,1092,316,250,0,566,564,0,89,86,32,0,1,0,3,0,13,0,4,327,3,3,3,2,566
366,"PS BALIPUR PARSAN R.N. 2",618,498,0,1116,252,217,0,469,469,0,122,65,43,2,2,0,2,1,2,3,5,212,2,4,2,2,469
