"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
106,"AWAD AZUCATIONAL SCHOOL MADEHGANJ SITAPUR ROAD  ROOM NO -2",590,491,0,1081,342,266,0,608,601,0,51,22,104,402,6,2,0,0,0,1,1,1,0,3,2,2,1,2,1,0,0,0,0,3,0,0,0,0,1,3,608
107,"AWAD AZUCATIONAL SCHOOL MADEHGANJ SITAPUR ROAD  ROOM NO -3",776,640,0,1416,443,315,0,758,750,0,45,14,125,529,19,0,1,0,1,2,0,1,1,1,1,2,3,2,2,3,0,0,2,1,1,0,0,0,0,2,758
108,"AWAD AZUCATIONAL SCHOOL MADEHGANJ SITAPUR ROAD  ROOM NO -4",711,574,0,1285,437,279,0,716,716,0,38,7,152,479,25,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,1,3,0,2,716
109,"AWAD AZUCATIONAL SCHOOL MADEHGANJ SITAPUR ROAD  ROOM NO -5",628,514,0,1142,371,271,0,642,49,20,49,20,158,394,12,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,642
110,"AWAD AZUCATIONAL SCHOOL MADEHGANJ SITAPUR ROAD ROOM NO-6",488,407,0,895,286,217,0,503,475,0,38,6,71,360,21,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,503
111,"AWAD AZUCATIONAL SCHOOL MADEHGANJ SITAPUR ROAD  ROOM NO -7",457,436,0,893,297,247,0,544,536,0,35,14,101,357,22,0,0,0,0,0,1,0,1,2,2,3,0,0,0,2,0,0,0,0,0,1,0,0,2,1,544
112,"PAR. VID. TRIVANI NAGAR SAMU. KENDRA ROOM NO -1",782,718,0,1500,490,368,0,858,846,0,26,87,661,55,11,1,0,0,1,0,0,2,2,2,0,3,0,0,0,0,0,0,0,0,0,1,3,2,0,1,858
113,"PAR. VID. TRIVANI NAGAR SAMU. KENDRA ROOM NO -2",710,555,0,1265,431,299,0,730,408,0,41,18,596,35,15,1,1,0,1,0,0,0,0,0,0,1,4,2,2,2,1,1,0,1,1,0,0,0,2,5,730
114,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -1",544,446,0,990,331,261,0,592,406,0,17,25,486,48,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,592
115,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -2",442,421,0,863,246,238,0,484,380,0,30,20,395,20,13,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,484
116,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -2",807,663,0,1470,436,351,0,787,767,0,58,82,567,55,9,0,0,0,0,1,2,2,1,2,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,787
117,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -4",717,528,0,1245,380,273,0,653,526,0,20,47,474,70,13,1,1,1,0,1,0,1,2,4,8,2,1,2,0,0,0,0,1,0,1,0,0,1,0,2,653
118,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -5",777,721,0,1498,522,439,0,961,953,0,49,61,741,81,19,0,0,0,1,0,0,0,1,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,961
119,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -6",735,656,0,1391,437,356,0,793,782,0,38,63,601,58,17,1,1,0,0,0,0,1,0,0,4,3,0,1,1,0,0,0,0,0,1,0,1,1,0,1,793
120,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -7",397,312,0,709,220,189,0,409,375,0,43,14,302,25,12,0,0,0,0,1,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,4,409
121,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -8",640,563,0,1203,391,318,0,709,693,0,40,42,542,55,24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,709
122,"LOINES RAJDHANI VID. YOGINAGAR ROOM NO -9",814,568,0,1382,425,278,0,703,459,0,37,57,504,84,10,0,0,1,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,2,703
123,"TAIGAR ADUCATION SOSAITI JU0 HA0 SCHOOL  SHIV LOAK ROOM NO 1",864,706,0,1570,477,394,0,871,550,0,39,62,590,148,13,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,3,3,2,871
124,"TAIGAR ADUCATION SOSAITI JU0 HA0 SCHOOL  SHIV LOAK ROOM NO 2",508,393,0,901,303,236,0,539,490,0,45,57,295,74,13,3,2,2,5,3,4,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,2,7,539
125,"TAIGAR ADUCATION SOSAITI JU0 HA0 SCHOOL  SHIV LOAK ROOM NO 3",623,496,0,1119,355,297,0,652,652,0,25,36,406,149,19,0,0,0,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,7,652
126,"BRIGHT LAND I COLLEGE MOUSEMBAGH ROOM NO -1",760,743,0,1503,497,445,0,942,907,0,41,9,773,96,13,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,942
127,"BRIGHT LAND I COLLEGE MOUSEMBAGH ROOM NO -2",780,699,0,1479,472,441,0,913,583,0,43,46,690,95,28,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,5,913
128,"BRIGHT LAND I COLLEGE MOUSEMBAGH ROOM NO -3",1032,944,0,1976,623,539,0,1162,1145,0,96,86,715,209,40,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,6,1162
129,"BRIGHT LAND I COLLEGE MOUSEMBAGH ROOM NO -4",758,698,0,1456,495,398,0,893,870,0,56,21,699,81,24,2,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,893
130,"BRIGHT LAND I COLLEGE MOUSEMBAGH ROOM NO -5",674,648,0,1322,436,397,0,833,833,0,36,113,586,74,16,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,833
131,"FLORENCE NAITANGLE SCHOOL TRIVENINAGAR  ROOM NO -1",827,652,0,1479,375,242,0,617,615,0,19,10,170,387,13,1,0,0,0,0,0,0,0,5,2,2,1,2,1,1,0,2,0,0,0,0,0,0,0,1,617
132,"FLORENCE NAITANGLE SCHOOL TRIVENI NAGAR ROOM NO -2",615,473,0,1088,385,269,0,654,600,0,31,10,323,255,24,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,4,654
133,"FLORENCE NAITANGLE SCHOOL TRIVENI NAGAR ROOM NO -3",478,433,0,911,292,221,0,513,499,0,17,11,413,63,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,513
134,"FLORENCE NAITANGLE SCHOOL TRIVENI  NAGAR  ROOM NO -4",692,552,0,1244,436,336,0,772,688,0,27,36,525,141,28,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,5,772
135,"FLORENCE NAITANGLE SCHOOL TRIVENI NAGAR  ROOM NO -5",756,712,0,1468,525,448,0,973,961,0,40,133,633,118,10,3,0,0,1,0,0,1,2,3,3,2,5,3,3,1,1,1,0,0,1,0,0,3,1,5,973
136,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ  ROOM NO -1",669,586,0,1255,433,321,0,754,754,0,76,36,476,139,14,0,2,0,1,1,1,0,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,754
137,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ  ROOM NO -2",624,515,0,1139,330,200,0,530,514,0,90,17,48,348,10,0,0,1,2,0,0,0,0,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,5,530
138,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ  ROOM NO -3",584,518,0,1102,349,320,0,669,636,0,34,8,477,134,7,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,669
139,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ ROOM NO -4",338,285,0,623,238,163,0,401,296,0,31,7,238,106,5,0,2,1,0,0,0,0,0,0,0,2,0,2,1,2,0,2,0,0,1,0,0,0,1,0,401
140,"MARAJA AGRASATION BALIKA VID. NAZEER GANJ DALIGANJ  ROOM NO -5",556,437,0,993,328,258,0,586,574,0,98,13,362,100,1,1,0,0,0,1,0,0,1,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,586
141,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ  ROOM NO -6",351,306,0,657,195,138,0,333,328,0,12,27,239,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,333
142,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ  ROOM NO -7",528,427,0,955,195,138,0,333,328,0,12,27,239,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,333
143,"MARAJA AGRASATION BALIKA VID. NAZEERGANJ DALIGANJ  ROOM NO -8",536,497,0,1033,364,285,0,649,645,0,148,25,404,47,8,0,1,0,0,0,0,1,2,1,0,4,2,0,1,0,1,0,0,1,0,0,0,1,0,2,649
144,"KALLA & SHILEEP MHAVIDYALY TAIGORMARG ROOM NO -1",715,672,0,1387,404,314,0,718,607,0,26,21,419,235,7,0,0,0,1,0,0,1,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,1,718
145,"KALLA & SHILEEP MHAVIDYALY TAIGORMARG  ROOM NO-2",728,665,0,1393,369,271,0,640,598,0,28,55,271,254,16,2,0,1,0,0,1,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,640
146,"KALLA & SHILEEP MHAVIDYALY TAIGOR MARG ROOM NO -3",568,496,0,1064,339,239,0,578,523,0,36,10,352,162,12,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,578
147,"RAJKEYA VESTU KALA MHAVIDYALY TEGORE MARGE ROOM NO-1",852,724,0,1576,475,333,0,808,808,0,38,12,555,182,11,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,808
148,"RAJKEYA VESTU KALA MHAVIDYALY TEGORE MARGE ROOM NO -2",562,490,0,1052,384,254,0,638,360,0,12,40,512,46,7,1,0,0,0,0,0,1,0,2,1,2,2,0,5,1,0,0,0,0,1,0,0,1,0,4,638
149,"RAJKEYA VESTU KALA MHAVIDYALY TEGORE MARGE ROOM NO -3",858,503,0,1361,531,248,0,779,751,0,27,115,248,358,12,3,1,0,0,1,0,0,0,0,0,1,3,1,1,2,0,0,0,0,0,2,0,0,0,4,779
150,"RAJKEYA VESTU KALA MHAVIDYALY TEGORE MARGE ROOM NO-4",1034,491,0,1525,624,268,0,892,888,0,23,29,260,555,15,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,892
151,"RAJKEYA VESTU KALA MHAVIDYALY TEGORE MARGE ROOM NO-5",628,525,0,1153,345,232,0,577,400,0,43,51,313,142,19,0,0,0,0,1,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,577
152,"RAJKEYA VESTU KALA MHAVIDYALY TEGORE MARGE ROOM NO-6",536,424,0,960,261,180,0,441,373,0,26,40,237,113,12,1,0,0,0,1,2,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,441
153,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -1",622,549,0,1171,322,242,0,564,564,0,15,18,309,187,22,1,0,0,1,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,2,564
154,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -2",496,452,0,948,270,249,0,519,500,0,24,20,314,109,27,0,0,0,1,0,3,0,0,0,0,0,2,2,3,6,0,0,1,0,0,0,1,1,1,4,519
155,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -3",547,509,0,1056,346,270,0,616,594,0,20,25,477,66,12,1,1,1,0,1,0,0,0,1,0,5,0,2,0,0,0,0,1,1,0,0,0,0,1,1,616
156,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -4",490,453,0,943,325,270,0,595,561,0,15,7,488,51,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,595
157,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -5",676,614,0,1290,415,297,0,712,712,0,36,9,497,148,12,1,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,712
158,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -6",585,569,0,1154,313,227,0,540,534,0,14,30,150,329,8,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,540
159,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -7",764,661,0,1425,409,305,0,714,335,0,41,7,177,455,12,3,1,0,1,2,1,0,2,1,0,0,1,1,1,2,0,0,1,0,0,0,0,1,2,2,714
160,"RAMADHEEN SINGH I COLLGE FAZABADA ROAD ROOM NO -8",512,453,0,965,302,195,0,497,430,0,18,11,228,219,13,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,497
161,"SRI DURGEA GEETA VID. HI.SE.SCHOOL BABUGANJ ROOM NO -1",579,523,0,1102,362,271,0,633,468,0,13,22,423,127,29,1,1,1,0,2,0,2,1,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,1,4,633
162,"SRI DURGEA GEETA VID. HI.SE.SCHOOL BABUGANJ ROOM NO -2",460,423,0,883,296,286,0,582,582,0,18,41,406,48,14,2,0,1,1,0,0,0,1,1,1,0,3,0,0,1,1,3,0,1,0,1,6,3,17,12,582
163,"SRI DURGEA GEETA VID. HI.SE.SCHOOL BABUGANJ ROOM NO -3",614,545,0,1159,386,337,0,723,703,0,54,14,462,146,11,1,0,0,1,1,1,0,1,4,2,3,1,0,1,1,0,0,1,1,2,0,8,2,0,5,723
164,"SRI DURGEA GEETA VID. HI.SE.SCHOOL BABUGANJ ROOM NO -4",633,585,0,1218,449,375,0,824,821,0,64,22,388,309,29,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,3,824
165,"SRI DURGEA GEETA VID. HI.SE.SCHOOL BABUGANJ ROOM NO -5",384,353,0,737,253,190,0,443,425,0,24,33,153,215,8,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,1,443
166,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -1",632,620,0,1252,410,365,0,775,769,0,30,21,564,122,31,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,775
167,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -2",571,501,0,1072,321,264,0,585,263,0,17,87,328,121,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2,0,585
168,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -3",526,495,0,1021,310,277,0,587,580,0,16,63,347,105,39,0,0,0,0,0,0,0,0,9,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,587
169,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -4",481,453,0,934,281,252,0,533,490,0,17,25,329,129,20,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,1,3,533
170,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -5",385,275,0,660,201,146,0,347,336,0,6,24,253,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,347
171,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -6",356,281,0,637,262,221,0,483,454,0,13,23,372,55,15,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,483
172,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -7",653,537,0,1190,311,285,0,596,447,0,12,6,490,54,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,596
173,"SERSWATI SHISHU MANDIR NEERALA NAGAR ROOM NO -8",496,408,0,904,296,251,0,547,544,0,6,5,460,54,11,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,547
174,"NETAJI SUBSHA CHANDRA BOSE MAHILA DIGREE COLLAGE ALIGANJ ROOM NO -1",599,545,0,1144,356,295,0,651,624,0,34,31,448,97,31,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,3,651
175,"NETAJI SUBSHA CHANDRA BOSE MAHILA DIGREE COLLAGE ALIGANJ  ROOM NO -2",334,327,0,661,203,163,0,366,366,0,5,11,253,70,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,366
176,"NETAJI SUBSHA CHANDRA BOSE MAHILA DIGREE COLLAGE ALIGANJ  ROOM NO -3",642,592,0,1234,352,324,0,676,633,0,26,8,460,124,55,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,676
177,"NETAJI SUBSHA CHANDRA BOSE MAHILA DIGREE COLLAGE ALIGANJ  ROOM NO -4",552,483,0,1035,336,252,0,588,577,0,25,13,462,52,17,1,0,1,0,0,0,0,0,3,0,3,1,0,0,0,1,0,2,0,0,1,0,1,0,5,588
178,"NETAJI SUBSHA CHANDRA BOSE MAHILA DIGREE COLLAGE ALIGANJ  ROOM NO -5",463,457,0,920,269,251,0,520,505,0,19,27,379,62,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,520
179,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -1",316,268,0,584,167,140,0,307,231,0,8,13,256,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,307
180,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -2",338,305,0,643,177,158,0,335,330,0,7,13,261,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
181,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -3",458,423,0,881,228,215,0,443,425,0,12,16,343,43,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,443
182,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -4",413,336,0,749,235,195,0,430,416,0,17,36,282,65,24,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,430
183,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -5",569,474,0,1043,286,270,0,556,528,0,32,37,369,86,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,556
184,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -6",666,541,0,1207,374,302,0,676,441,0,39,35,412,154,23,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8,676
185,"BHAUROW DEVRAS SARSWATI VIDYA MANDIR WREESHT SEC Q ALIGANJ ROOM NO -7",653,555,0,1208,319,276,0,595,584,0,16,14,438,94,24,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,595
186,"LOK SEWA AAYOGE CARYALEYA HALL ALIGANJ ROOM NO-1",516,415,0,931,284,239,0,523,520,0,25,36,373,51,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,4,523
187,"LOK SEWA AAYOGE CARYALEYA HALL ALIGANJ ROOM NO -2",420,376,0,796,265,229,0,494,487,0,13,28,345,85,13,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,494
188,"LOK SEWA AAYOGE CARYALEYA HALL ALIGANJ ROOM NO -3",544,496,0,1040,243,189,0,432,401,0,10,17,280,94,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,4,432
189,"LOK SEWA AAYOGE CARYALEYA HALL ALIGANJ ROOM NO -4",515,511,0,1026,320,311,0,631,631,0,11,22,502,66,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,631
190,"LOK SEWA AAYOGE CARYALEYA HALL ALIGANJ ROOM NO -5",506,483,0,989,249,202,0,451,401,0,15,10,323,81,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,451
191,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -1",580,476,0,1056,332,273,0,605,585,0,17,9,481,69,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,605
192,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -2",524,477,0,1001,297,325,0,622,567,0,12,12,484,80,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,622
193,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -3",429,443,0,872,249,246,0,495,410,0,10,6,400,48,24,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,495
194,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -4",748,732,1,1481,369,363,0,732,692,0,26,7,586,67,36,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,2,732
195,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -5",631,519,0,1150,457,317,0,774,772,0,47,63,561,69,13,2,0,1,0,0,0,1,2,3,2,3,1,1,0,1,0,1,1,0,0,1,0,1,0,0,774
196,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -6",714,633,1,1348,413,308,0,721,600,0,26,22,297,330,15,0,0,0,0,0,1,2,1,1,3,0,0,3,3,4,2,0,0,3,0,0,1,0,7,0,721
197,"SENT MAICEL SCHOOL BADA CHANDGANJ ROOM NO -7",504,468,0,972,300,250,0,550,533,0,22,31,404,60,24,1,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,550
198,"MORDEN SCHOOL ALIGANJ ROOM NO -1",529,499,0,1028,295,290,0,585,519,0,32,18,420,81,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,585
199,"MORDEN SCHOOL ALIGANJ ROOM NO -2",590,556,0,1146,289,329,0,618,400,0,21,25,460,80,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,618
200,"MORDEN SCHOOL ALIGANJ ROOM NO -3",620,545,0,1165,306,268,0,574,541,0,12,5,446,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,574
201,"MORDEN SCHOOL ALIGANJ ROOM NO -4",393,356,0,749,219,204,0,423,383,0,23,8,329,37,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,423
202,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ ROOM NO -1",579,590,1,1170,392,331,0,723,723,0,50,14,396,246,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,723
203,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ ROOM NO -2",500,407,0,907,323,229,0,552,447,0,19,42,153,327,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,552
204,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ ROOM NO -3",636,502,0,1138,386,237,0,623,562,0,16,69,221,281,16,0,0,0,0,0,0,0,1,1,0,0,2,2,0,6,0,0,0,4,0,0,1,1,0,2,623
205,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ  ROOM NO -4",714,645,0,1359,377,327,0,704,709,0,41,13,530,93,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,704
206,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ  ROOM NO -5",675,664,0,1339,410,297,0,707,702,0,31,10,503,100,50,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8,707
207,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ  ROOM NO -6",481,452,0,933,298,180,0,478,473,0,33,13,193,222,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,478
208,"RAJKEYA AUDHYOGIC PRSHISHAN SANTHAN ALIGANJ  ROOM NO -7",536,512,0,1048,355,290,0,645,402,0,38,15,312,249,11,1,0,1,0,0,0,1,0,0,0,2,2,1,1,5,0,0,0,1,1,1,0,0,0,3,645
209,"ALIGANJ MONT. SEN. SCE. SCHOOL SEC L ALIGANJ ROOM NO -1",683,634,0,1317,430,389,0,819,819,0,24,22,634,98,29,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,5,819
210,"ALIGANJ MONT. SEN. SCE. SCHOOL SEC L ALIGANJ ROOM NO -2",678,579,0,1257,408,316,0,724,723,0,19,33,571,66,27,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,724
