"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KU. DEVENDRA SINGH YADAV","2 - NOOR MOHAMMAD KHAN","3 - RAJVEER SINGH RAJU BHAIYA","4 - TH. JOGINDRA SINGH BHADORIYA","5 - RAJENDRA","6 - VINAY","7 - THAKUR HEMENDRA VEER SINGH","8 - HANS  RAJ SINGH","9 - DANVEER","10 - RAKESH GANDHI","11 - RAJVEER SINGH","12 - None of the Above","Total Votes Secured"
185,"PR.PATH.SURATPUR M.KHUSHKARI",678,599,0,1277,485,462,0,947,460,0,38,42,832,8,1,3,1,2,2,9,3,6,947
186,"PR.PATH.ARHARPUR M. KHUSHKARI",320,286,0,606,275,237,0,512,414,0,31,4,445,9,0,1,2,1,2,4,7,6,512
187,"SA.U.M.VI.BABUPUR M.KHUSHKARI",457,375,0,832,385,294,0,679,272,0,40,10,608,6,0,0,1,1,1,7,5,0,679
188,"PR.PATH.NAGLA KATILA M.KHUSHKARI",259,216,0,475,182,154,0,336,207,0,4,3,315,4,1,0,0,1,0,3,4,1,336
189,"PR.PATH.LAKHMIPUR M.KHUSHKARI",259,226,0,485,156,149,0,305,194,0,56,16,218,7,4,0,1,0,0,0,2,1,305
190,PR.PATH.WAZIRPUR,602,480,0,1082,348,258,0,606,573,0,58,131,391,5,1,3,0,2,0,3,7,5,606
191,"PR.PATH. FIROJPURSANI",333,293,0,626,198,167,0,365,267,0,20,33,268,21,3,2,2,0,2,3,5,6,365
192,"PANCHAYAT GHAR MAHESHPUR",270,222,0,492,164,158,0,322,153,0,53,8,251,2,0,0,0,0,0,6,2,0,322
193,"JR.H.SCHOOL NAGLA MAIYA M.GENDUPURA GOBARDHAN",515,390,0,905,371,238,0,609,609,0,28,2,559,3,0,1,3,1,2,2,6,2,609
194,"PR.PATH. GAINDUPURA PADAM SINGH",268,217,0,485,157,140,0,297,201,0,17,7,259,7,0,0,0,0,0,2,3,2,297
195,"PR.PATH. MAHDABA ROOM NO.1",673,539,0,1212,376,283,0,659,659,0,94,40,502,3,2,3,0,3,1,4,3,4,659
196,"PR.PATH. MAHDABA ROOM NO.2",647,543,0,1190,302,222,0,524,276,0,143,73,287,5,3,0,1,1,3,4,4,0,524
197,"PR.PATH. KARSANA ROOM NO.1",583,507,0,1090,213,247,0,460,311,0,395,58,1,0,0,0,1,0,1,0,1,3,460
198,"PR.PATH. KARSANA ROOM NO.2",360,298,0,658,173,178,0,351,189,0,331,14,0,1,0,0,1,1,1,0,0,2,351
199,"PR.PATH. KAMALPUR M. KARSANA",707,612,0,1319,325,418,0,743,189,0,725,12,3,0,0,0,0,1,0,0,1,1,743
200,"PR.PATH. TODARPUR M.KARSANA",334,273,0,607,235,222,0,457,230,0,17,23,395,4,2,1,3,0,1,4,4,3,457
201,"PR.PATH. DEVRI",473,420,0,893,310,299,0,609,587,0,286,126,186,0,0,2,0,0,0,1,5,3,609
202,"PR.PATH. BHARATPUR",236,205,0,441,151,121,0,272,114,0,14,73,134,47,1,0,1,0,0,0,0,2,272
203,"PR.PATH. LODHIPUR M. SAMASPUR DENGRI",377,326,0,703,283,245,0,528,131,0,19,4,489,3,1,0,1,1,0,5,2,3,528
204,"NAV.PR.PATH.SAMASPUR DENGRI",741,582,0,1323,396,269,0,665,624,0,30,253,351,5,4,2,2,1,1,3,8,5,665
205,"PR.PATH. HUNDA M.SHEKHEPUR HUNDA",540,475,0,1015,300,247,0,547,100,0,57,154,297,3,1,0,3,1,2,8,9,12,547
206,"JR.H.SCHOOL,SHEKHPUR M.SHEKHPUR HUNDA",328,278,0,606,185,154,0,339,112,0,20,46,208,54,1,0,0,0,1,5,3,1,339
207,"PR.PATH. JAKHA",436,375,0,811,282,236,0,518,515,0,42,295,162,3,2,0,1,2,0,3,3,5,518
208,"PANCHAYAT LAKHMIPUR",542,502,0,1044,433,382,0,815,815,0,363,17,407,7,0,1,2,1,1,8,3,5,815
209,"PR.PATH. CHOPARA",391,331,0,722,318,284,0,602,150,0,80,146,369,5,0,0,0,0,0,0,1,1,602
210,"PR.PATH. AMANPUR ROOM NO.1",623,567,0,1190,378,331,0,709,695,0,220,64,407,2,0,0,2,2,0,0,2,10,709
211,"PR.PATH. AMANPUR ROOM NO.2",292,231,0,523,205,171,0,376,376,0,35,134,200,1,0,1,0,0,0,3,2,0,376
212,"MAKHANLAL INTER COLLEGE ROOM NO.1",748,643,0,1391,426,370,0,796,383,0,98,214,451,6,2,1,6,1,0,4,8,5,796
213,"MAKHANLAL INTER COLLEGE ROOM NO.2",400,382,0,782,223,178,0,401,128,0,171,155,66,1,0,2,1,0,0,1,1,3,401
214,"MAKHANLAL INTER COLLEGE ROOM NO.3",510,417,0,927,232,197,0,429,419,0,155,224,39,1,2,0,0,1,0,2,0,5,429
215,"MAKHANLAL INTER COLLEGE ROOM NO.4",745,623,0,1368,318,225,0,543,82,0,187,80,253,5,0,0,2,1,1,0,9,5,543
216,"MAKHANLAL INTER COLLEGE ROOM NO.5",224,191,0,415,109,73,0,182,75,0,58,15,98,1,0,0,0,3,0,0,3,4,182
217,"MAKHANLAL INTER COLLEGE ROOM NO.6",666,570,0,1236,340,304,0,644,644,0,129,115,363,8,2,4,2,8,3,1,3,6,644
218,"MAKHANLAL INTER COLLEGE ROOM NO.7",445,386,0,831,275,199,0,474,454,0,121,102,242,3,0,2,1,1,0,1,0,1,474
219,"PR.PATH. BANUPURA BAKALAN",406,336,0,742,255,217,0,472,250,0,288,49,130,2,0,0,1,1,0,0,0,1,472
220,"PR.PATH. BARA NAGAR",586,524,1,1111,326,255,0,581,219,0,96,139,327,5,1,4,2,1,2,1,0,3,581
221,"PR.PATH. SARSAI BAN",730,629,0,1359,386,239,0,625,409,0,106,24,444,6,3,6,4,3,2,5,14,8,625
222,"PR.PATH. SARSET",562,469,0,1031,412,249,0,661,661,0,21,217,402,4,0,5,1,1,2,6,1,1,661
223,"PR.PATH. RANAMAU",805,667,0,1472,442,331,0,773,690,0,206,260,264,7,0,3,2,2,0,4,10,15,773
224,"PR.PATH. BHAGUPURA",459,374,0,833,221,198,0,419,304,0,26,37,331,2,1,0,0,7,2,5,5,3,419
225,"PR.PATH. BADDUPUR",286,245,0,531,193,168,0,361,175,0,12,113,214,5,0,3,1,1,2,5,2,3,361
226,"PR.PATH. ANANDPUR",417,358,0,775,303,227,0,530,530,0,30,170,308,8,1,0,1,2,1,4,2,3,530
227,"PR.PATH. NAGLA KHARI",310,240,0,550,215,165,0,380,380,0,44,15,294,4,0,2,0,0,1,7,11,2,380
228,"PR.PATH. DEVPUR",347,302,0,649,285,208,0,493,235,0,76,2,398,4,0,0,2,1,3,2,4,1,493
229,"PR.PATH. KONDHA",245,193,0,438,152,127,0,279,279,0,18,111,134,2,0,1,1,1,0,3,1,7,279
230,"PR.PATH. VIRPUR",491,404,0,895,339,295,0,634,634,0,163,67,379,3,1,3,1,0,2,5,3,7,634
231,"PR.PATH. PARTAPPUR",386,304,0,690,231,190,0,421,153,0,128,61,207,6,0,0,1,4,1,2,8,3,421
232,"PR.PATH. BACHMAI",455,401,0,856,357,275,0,632,176,0,43,183,373,6,1,2,3,6,1,5,5,4,632
233,"PR.PATH. WAYLI",206,169,0,375,141,109,0,250,176,0,7,34,193,3,0,0,0,1,0,5,0,7,250
234,"PR.PATH. WIKORA",252,202,0,454,160,141,0,301,207,0,12,116,160,5,1,0,1,0,2,0,4,0,301
235,"PR.PATH. ISHEPUR M.JATAU ASHOKPUR",298,279,0,577,182,163,0,345,331,0,67,149,104,0,0,1,0,0,0,18,2,4,345
236,"PR.PATH. MUNIR NAGAR M.JATAU ASHOKPUR",263,231,0,494,216,202,0,418,418,0,112,0,303,0,0,0,0,0,1,1,0,1,418
237,"PR.PATH. ASHOKPURM.JATAU ASHOKPUR",387,327,0,714,248,230,0,478,469,0,132,8,321,5,0,0,0,0,0,2,4,6,478
238,"PR.PATH. JATAU M.JATAU ASHOKPUR",444,379,0,823,353,291,0,644,644,0,14,11,613,4,0,1,0,0,0,0,0,1,644
239,"UCHH PR.VI.NAGLA YADKARAN M. JATAU ASHOKPUR",235,208,0,443,217,200,0,417,415,0,0,0,413,2,0,1,0,0,0,1,0,0,417
240,"PR.PATH. NAGLA BANS M.RASALUA SULAHPUR",432,333,0,765,359,271,0,630,630,0,604,7,12,2,1,0,0,2,1,0,1,0,630
241,"PR.PATH. PRANSUKHM.RASALUA SULAHPUR",343,300,0,643,237,219,0,456,450,0,10,110,325,1,0,0,1,1,0,5,0,3,456
242,"PR.PATH. DORRA",395,345,0,740,352,299,0,651,550,0,456,13,178,3,0,0,0,0,0,0,0,1,651
243,"PR.PATH. SIQANDRABAD",287,251,0,538,196,168,0,364,268,0,109,5,238,1,0,3,1,0,1,1,3,2,364
244,"PR.PATH. JAWAHARPUR M.SIQANDRABAD",213,209,0,422,204,160,0,364,320,0,2,3,352,4,0,0,1,0,0,1,1,0,364
245,"PR.PATH. BHIRAGUBASINI",519,440,1,960,358,298,0,656,228,0,16,148,480,9,0,0,1,0,0,1,1,0,656
246,"PR.PATH. MAJHOLA",405,344,0,749,379,302,0,681,611,0,641,1,16,1,0,0,0,0,0,20,1,1,681
247,"PR.PATH. ABHAYPURA",833,700,0,1533,488,267,0,755,755,0,56,230,396,40,0,5,5,1,2,7,6,7,755
248,"PR.PATH. FAKOTA",840,581,0,1421,581,407,0,988,399,0,538,27,377,10,0,2,4,2,2,16,5,5,988
249,"PR.PATH. SHERPUR",326,259,0,585,196,172,0,368,367,0,174,2,186,1,0,0,0,0,0,1,0,4,368
250,"PR.PATH. NADARMAI ROOM NO.1",427,373,0,800,200,175,0,375,375,0,58,133,172,2,0,2,2,1,0,3,0,2,375
251,"PR.PATH. NADARMAI ROOM NO.2",586,518,0,1104,388,247,0,635,420,0,254,18,349,4,0,1,1,0,0,3,1,4,635
252,"PR.PATH. BARSORA",594,520,0,1114,498,385,0,883,850,0,36,32,799,6,0,0,0,0,0,6,1,3,883
253,"PR.PATH. JIGAN",241,200,0,441,134,114,0,248,97,0,18,4,208,4,1,2,2,2,0,3,2,2,248
254,"PR.PATH. NARRAI",313,265,0,578,172,140,0,312,105,0,57,27,218,3,0,1,1,1,1,1,2,0,312
255,"UCHH PR.VI.NAGLA MAHARJI M.NARRAI",355,300,0,655,251,201,0,452,308,0,23,2,417,5,0,1,2,0,0,0,0,2,452
256,"PR.PATH. AMRATPUR M. NARRAI",257,219,0,476,179,145,0,324,50,0,64,52,192,2,1,0,0,12,0,1,0,0,324
257,"SUBASH INTER COLLEGE, NOGAON",480,420,0,900,286,250,0,536,500,0,21,33,466,3,2,0,1,1,0,2,6,1,536
258,"PR.PATH. LACHHIMPUR",251,221,0,472,140,130,0,270,265,0,123,49,90,1,0,1,1,0,0,0,3,2,270
259,"PR.PATH. JARAI",703,611,0,1314,588,230,0,818,230,0,362,93,312,8,3,5,3,4,5,5,5,13,818
260,"PR.PATH. TIKURIA",213,186,0,399,203,146,0,349,349,0,6,28,306,2,0,0,2,0,0,1,3,1,349
261,"JR.H.SCHOOL ALLIPUR",457,411,0,868,371,330,0,701,401,0,52,45,573,5,0,2,3,15,0,3,1,2,701
262,"UCHH PR.VI.SEWKA",778,694,0,1472,617,430,0,1047,950,0,689,115,212,4,0,0,0,0,0,18,0,9,1047
263,"PR.PATH. SURJAI",479,419,1,899,273,265,0,538,526,0,98,154,261,7,0,1,0,2,1,8,1,5,538
264,"PR.PATH. BANIYANI M.SUJRAI",391,328,0,719,251,212,0,463,293,0,98,130,221,1,0,1,0,0,0,2,8,2,463
265,"RA.JR.H.NAGLA KISHAN M.ARJUNPUR NAUABAD",249,216,0,465,129,115,0,244,244,0,80,53,99,2,0,1,1,0,3,2,2,1,244
266,"PR.PATH. NAGLA INDRAJIT M.ARJUNPUR NAUABAD",364,289,0,653,198,132,0,330,328,0,118,15,183,0,1,0,2,0,0,7,1,3,330
267,"PR.PATH. SHAHPUR M.ARJUNPUR NAUABAD",365,298,0,663,295,247,0,542,310,0,59,6,467,3,0,0,0,1,1,2,2,1,542
268,"PR.PATH. ARJUNPUR KADIM",680,583,0,1263,351,285,0,636,632,0,117,118,375,6,0,1,2,2,1,1,8,5,636
269,"UCHH.PR.VI. BHAWANI M. ARJUNPUR KADIM",398,328,0,726,208,172,0,380,358,0,52,180,128,2,3,1,2,0,0,3,4,5,380
270,"PR.PATH. THANPUR",273,235,0,508,155,126,0,281,101,0,54,138,59,23,2,2,0,0,0,0,1,2,281
271,"PR.PATH. SEMRA MORCHA",394,308,0,702,217,163,0,380,73,0,44,55,259,4,1,2,1,0,1,3,7,3,380
272,"PR.PATH. HARRARJPUR",264,221,0,485,210,164,0,374,367,0,118,86,145,18,0,0,1,1,0,2,1,2,374
273,"PR.PATH. HANSHPUR",343,261,0,604,201,139,0,340,235,0,76,19,238,2,1,0,1,0,0,1,1,1,340
274,"PR.PATH. NAGARIA",314,275,0,589,215,152,0,367,359,0,56,105,195,2,0,0,0,0,1,2,0,6,367
275,"PR.PATH. UNCHA GAON",544,485,0,1029,426,378,0,804,804,0,17,61,705,1,3,2,3,0,2,3,6,1,804
276,"PR.PATH. MANDANPUR",482,325,0,807,374,271,0,645,374,0,6,11,622,3,0,1,0,0,0,1,0,1,645
277,"PR.PATH.BASAI ROOM NO.1",627,468,0,1095,334,316,0,650,650,0,505,9,118,2,0,1,1,2,2,1,2,7,650
278,"PR.PATH.BASAI ROOM NO.2",449,364,0,813,278,270,0,548,548,0,497,42,6,0,0,1,0,0,0,0,0,2,548
279,"PR.PATH. N.PATWARIAN",431,433,0,864,305,199,0,504,279,0,35,142,313,1,0,1,1,0,1,2,6,2,504
280,"PR.PATH. GOPALPUR",682,534,0,1216,335,279,0,614,415,0,52,329,200,2,0,0,4,5,1,10,10,1,614
281,"PR.PATH. ALAMPUR",211,184,0,395,147,135,0,282,177,0,56,18,196,3,1,0,0,0,1,4,3,0,282
282,"PR.PATH. N. KOTHI",411,323,0,734,235,155,0,390,286,0,15,88,262,5,0,4,3,0,0,2,6,5,390
283,"PR.PATH. SIRSAUL",477,360,0,837,242,153,0,395,395,0,96,31,242,8,1,3,2,3,2,1,3,3,395
284,"BARATGHAR SINOTHH",621,473,0,1094,286,219,0,505,306,0,65,155,266,3,1,0,2,0,0,5,6,2,505
285,"PR.PATH. KARMPUR",550,465,0,1015,274,286,0,560,560,0,350,42,142,4,2,0,2,1,0,3,4,10,560
286,"PR.PATH. MIZKHURI",606,455,0,1061,335,191,0,526,342,0,48,255,205,3,0,3,2,1,1,2,2,4,526
287,"PR.PATH. RANJEETPUR",316,264,0,580,201,152,0,353,276,0,14,12,318,3,1,0,1,0,0,0,2,2,353
288,"PR.PATH. DHUBIYAI",648,532,0,1180,344,276,0,620,400,0,28,94,475,7,0,1,0,2,1,5,6,1,620
289,"PR.PATH. BAHORANPUR",788,616,0,1404,400,315,0,715,714,0,57,80,533,18,2,4,1,1,1,5,9,4,715
290,"PR.PATH. SIKHRA ROOM NO.1",638,527,0,1165,326,227,0,553,419,0,98,113,320,5,1,2,4,2,0,4,3,1,553
291,"PR.PATH. SIKHRA ROOM NO.2",444,396,0,840,223,173,0,396,396,0,22,199,142,5,0,0,0,1,2,18,7,0,396
292,"PR.PATH. DHARIKPUR",250,215,0,465,186,129,0,315,147,0,56,56,196,1,0,2,1,0,0,0,2,1,315
293,"PR.PATH. BANSI",310,265,0,575,185,148,0,333,166,0,17,101,206,4,1,1,2,0,0,0,1,0,333
294,PR.PATH.LAKAHANPUR,278,204,0,482,179,115,0,294,226,0,8,23,259,1,0,0,0,0,1,0,1,1,294
295,PR.PATH.KHARGATIPUR,406,349,0,755,214,215,0,429,429,0,58,223,133,3,1,1,3,0,0,3,4,0,429
296,"PR.PATH. RAJMAU",376,312,0,688,210,161,0,371,357,0,10,30,314,4,0,1,3,0,2,1,4,2,371
297,"PR.PATH. TAJPUR PURV",583,517,0,1100,326,266,0,592,591,0,35,292,254,4,1,2,1,0,1,0,2,0,592
298,"PR.PATH. TAJPUR PASHCHIM",385,324,1,710,182,179,0,361,216,0,7,230,89,5,0,0,9,3,0,3,7,8,361
299,"PR.PATH. DAHELI BUJARG",793,626,0,1419,458,303,0,761,749,0,213,28,481,8,0,2,0,1,4,10,10,4,761
300,"PR.PATH. ALHEDADPUR",354,270,0,624,174,150,0,324,282,0,61,169,89,1,0,1,0,0,0,0,2,1,324
301,"PR.PATH. SINGHPUR",601,470,0,1071,350,234,0,584,353,0,72,108,370,11,0,4,0,0,0,6,6,7,584
302,"PR.PATH. N. KHANJAN",404,358,0,762,293,206,0,499,499,0,327,19,140,4,0,0,0,0,1,2,6,0,499
303,"PR.PATH. GILAULI",359,289,0,648,229,165,0,394,315,0,26,186,178,2,0,0,0,0,0,0,1,1,394
304,"PR.PATH. AKHATUMANGDPUR",596,482,0,1078,271,188,0,459,376,0,19,153,258,5,0,1,2,2,3,6,2,8,459
305,"PR.PATH. MANGDPUR",491,405,0,896,327,244,0,571,415,0,447,53,54,4,1,1,1,1,0,1,2,6,571
306,"JR.H.S. MOHANPUR ROOM NO.1",354,330,0,684,184,184,0,368,272,0,80,159,113,2,1,2,3,0,2,1,4,1,368
307,"JR.H.S. MOHANPUR ROOM NO.2",497,384,0,881,256,192,0,448,350,0,44,226,162,4,0,1,0,2,0,3,6,0,448
308,"JR.H.S. MOHANPUR ROOM NO.3",775,583,0,1358,409,280,0,689,408,0,71,211,386,5,0,1,3,0,0,1,3,8,689
309,"PR.PATH. MOHANPUR",374,312,0,686,181,158,0,339,200,0,51,218,48,3,0,1,5,3,2,1,3,4,339
310,"PR.PATH. MATENA",459,351,0,810,258,219,0,477,353,0,108,190,166,7,0,0,0,1,0,4,0,1,477
311,PR.PATH.SIRORI,432,361,0,793,315,233,0,548,390,0,19,126,381,4,1,2,4,2,0,3,2,4,548
312,"PR.PATH. N.BHEEMSEN",452,386,1,839,288,210,0,498,316,0,69,255,161,2,0,2,1,1,0,4,2,1,498
313,"PR.PATH. PILKHUNI UTTAR",562,456,0,1018,314,238,0,552,406,0,60,64,387,15,0,3,5,1,3,6,6,2,552
314,"PR.PATH. PILKHUNI PASHCHIM",388,311,0,699,222,146,0,368,317,0,52,160,141,1,0,1,3,3,1,0,2,4,368
315,"PR.PATH. MADHUPURA",208,180,0,388,141,106,0,247,186,0,28,124,90,0,0,0,1,0,0,0,3,1,247
316,PR.PATH.THATHI,284,227,0,511,159,127,0,286,117,0,3,80,168,15,0,0,1,0,0,12,4,3,286
317,PR.PATH.DHANSINGHPUR,862,651,0,1513,583,374,0,957,715,0,532,131,271,6,1,3,2,2,1,0,3,5,957
318,"JR.H.S.BALHARPUR TA.PITHANPUR",158,144,0,302,116,101,0,217,190,0,21,93,93,2,0,1,4,0,1,0,0,2,217
319,"PR.PATH. BHOGPUR",450,361,0,811,290,237,0,527,424,0,17,38,449,6,1,1,5,0,1,4,3,2,527
320,PR.PATH.PITHANPUR,575,486,0,1061,366,254,0,620,526,0,104,73,428,3,1,1,2,0,0,5,2,1,620
321,PR.PATH.DAMRI,230,174,0,404,200,138,0,338,324,0,324,3,7,0,0,0,0,0,0,0,0,4,338
322,PR.PATH.N.MORH,235,211,0,446,202,161,0,363,322,0,0,16,345,1,0,0,0,0,1,0,0,0,363
323,PR.PATH.ANANGPUR,614,491,0,1105,297,261,0,558,474,0,211,95,226,14,2,1,3,2,0,0,1,3,558
324,PR.PATH.RAMNAGAR,314,259,0,573,227,179,0,406,324,0,160,61,170,3,0,1,1,0,1,2,4,3,406
325,PR.PATH.RAIPUR,426,306,0,732,201,173,0,374,325,0,18,255,92,0,0,0,2,0,2,2,2,1,374
326,"PR.PATH.MAGTHARA ROOM NO.1",529,432,0,961,348,247,0,595,593,0,78,8,494,2,2,0,1,0,0,2,5,3,595
327,"PR.PATH.MAGTHARA ROOM NO.2",450,328,0,778,265,191,0,456,406,0,51,27,351,5,1,1,3,3,3,3,4,4,456
328,"PR.PATH. MEMDAN",431,364,0,795,301,200,0,501,327,0,15,49,407,18,0,1,1,0,0,5,5,0,501
329,"PR.PATH. CHANDPUR",552,477,0,1029,492,384,0,876,661,0,7,17,832,6,1,2,0,1,2,2,6,0,876
330,"U.P.V. BAKAWALI ROOM NO.1",548,414,0,962,315,223,0,538,372,0,28,137,358,3,1,1,0,1,1,4,1,3,538
331,"U.P.V. BAKAWALI ROOM NO.2",486,390,0,876,260,221,0,481,402,0,14,3,429,11,0,1,1,0,5,7,7,3,481
332,PR.PATH.SULTANPUR,482,418,0,900,266,225,0,491,491,0,83,189,176,4,2,2,2,5,2,11,7,8,491
333,"PR.PATH.JALILPUR SHYAMPUR",693,595,0,1288,403,272,0,675,342,0,125,100,432,7,0,2,0,2,1,1,1,4,675
