"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
162,"P. VID. NARAYANPUR NO.2 ROOM NO.1",588,459,0,1047,366,327,0,693,413,0,25,453,77,80,1,0,10,2,2,7,2,6,9,2,9,8,693
163,"P. VID. NARAYANPUR NO.2 ROOM NO.2",503,342,0,845,208,287,0,495,432,0,27,343,52,51,2,0,1,0,4,1,0,0,1,1,6,6,495
164,"P.VID. KARMHA URF KAMHRIYA",486,422,0,908,305,262,0,567,221,0,36,250,234,29,1,1,0,0,1,5,0,2,1,2,4,1,567
165,"P.VID. AMWA ROOM NO.1",900,654,0,1554,578,422,0,1000,215,0,34,599,51,279,3,2,9,0,4,3,3,1,4,5,1,2,1000
166,"P.VID. AMWA ROOM NO.2",357,259,0,616,210,159,0,369,187,0,3,246,83,11,1,0,1,1,0,0,1,2,7,2,4,7,369
167,"P. VID. BANGAE ROOM NO.1",790,666,0,1456,464,425,0,889,289,0,29,530,222,82,1,2,1,0,2,1,0,3,2,4,4,6,889
168,"P. VID. BANGAE ROOM NO.2",721,586,0,1307,424,344,0,768,18,0,18,395,143,193,1,2,3,0,2,2,3,0,2,3,0,1,768
169,"P. VID. BANGAE ROOM NO.3",540,409,0,949,322,254,0,576,248,0,13,223,169,141,1,3,4,0,2,1,0,0,2,3,4,10,576
170,"P.VID. MIRJAPUR",397,344,0,741,229,190,0,419,147,0,19,164,119,105,0,5,1,0,1,0,0,1,2,1,1,0,419
171,"MAHATMURAV SMARK INTER C. ROOM NO.1",815,595,1,1411,445,347,0,792,341,0,21,438,161,113,3,0,2,3,8,3,3,5,3,5,11,13,792
172,"MHATMURAV SMARK INTER CO.ROOM NO.2",643,523,0,1166,324,375,0,699,172,0,15,361,175,106,4,0,4,0,3,2,1,1,5,6,6,10,699
173,"MHATMURAV SMARK INTER CO.ROOM NO.3",820,659,0,1479,494,355,0,849,410,0,16,353,230,196,2,1,8,2,2,4,3,1,8,8,5,10,849
174,"PANCHAYT BHAN JAURHAR",511,390,0,901,324,251,0,575,155,0,6,236,209,113,1,0,1,0,0,2,0,0,3,1,3,0,575
175,"P.VID. PARSIYA",336,284,0,620,250,208,0,458,156,0,7,306,78,50,1,0,0,0,0,0,2,0,0,3,9,2,458
176,"P. BHAVN JAN. EAKLA N0. 1",334,264,0,598,228,191,0,419,200,0,4,266,112,23,1,0,1,1,3,0,0,1,1,1,1,4,419
177,"PAN. BHAVN NAHRAPUR CHHAVNI TOLA",613,478,0,1091,393,301,0,694,692,0,39,506,76,55,0,0,2,1,0,3,0,0,1,3,2,6,694
178,"P.VID SARAY GULRIHA ROOM NO.1",630,508,1,1139,389,290,0,679,168,0,20,372,235,32,1,1,3,1,8,2,1,0,1,0,2,0,679
179,"P.MA. VID SARAY GULRIHA ROOM NO.1",613,493,1,1107,381,329,0,710,650,0,29,445,168,37,2,1,1,1,4,7,0,0,4,1,2,8,710
180,"P.MA. VID SARAY GULRIHA ROOM NO.2",438,347,1,786,262,226,0,488,340,0,10,282,114,67,1,0,0,0,0,2,0,0,2,2,1,7,488
181,"P.VID. MUDILA URF MUNDERA",664,508,1,1173,471,371,0,842,712,0,20,616,135,48,2,0,1,0,0,5,0,1,3,3,2,6,842
182,"P. VID. KHUTAHN KHAS ROOM NO.1",721,606,0,1327,456,346,0,802,421,0,13,130,551,78,4,0,0,0,1,5,6,0,3,4,2,5,802
183,"P. VID. KHUTAHN KHAS ROOM NO.2",350,283,0,633,196,161,0,357,142,0,6,140,103,100,0,0,2,0,0,0,0,0,2,0,1,3,357
184,"P.MA. VID. KHUTAHN KHAS ROOM NO.1",600,506,0,1106,335,349,0,684,343,0,14,104,506,39,2,0,0,0,0,5,1,0,4,0,1,8,684
185,"P.MA. VID. KHUTAHN KHAS ROOM NO.2",453,392,0,845,271,203,0,474,189,0,10,166,222,66,0,0,5,1,1,0,0,0,1,1,0,1,474
186,"SA. VID. KENDR KHUTAHN KHAS",685,547,0,1232,379,287,0,666,456,0,8,296,238,81,2,2,3,1,3,0,2,8,5,5,4,8,666
187,"P.VID JAN. NAKIN",617,488,0,1105,396,334,0,730,345,0,33,249,355,72,1,0,2,2,0,0,1,0,4,4,4,3,730
188,"P.VID.  JAN. AYODHYA PRASAD ROOM NO.1",839,708,0,1547,516,515,0,1031,543,0,40,577,232,136,5,2,4,1,0,4,2,3,4,8,7,6,1031
189,"P.VID.  JAN. AYODHYA PRASAD ROOM NO.2",877,706,0,1583,490,441,0,931,582,0,26,357,144,361,5,0,6,4,2,2,4,2,4,5,3,6,931
190,"P.VID. GULARIHA ROOM NO.1",867,668,0,1535,461,367,0,828,489,0,16,590,149,19,2,0,0,0,4,5,4,3,6,8,8,14,828
191,"P.VID. GULARIHA ROOM NO.2",394,334,0,728,212,190,0,402,312,247,10,247,105,24,0,0,0,1,0,5,1,0,1,1,2,5,402
192,"P.VID. GULARIHA ROOM NO.3",539,414,0,953,292,218,0,510,348,0,7,301,152,26,1,1,1,1,0,1,1,1,3,3,1,10,510
193,"P.BHAVN JAN. CHHATRDHARI  ROOM NO.1",496,410,0,906,306,286,0,592,245,0,18,364,109,59,1,0,3,0,7,5,2,3,2,1,6,12,592
194,"P.BHAVN. JAN. CHHATRDHARI  ROOM NO.2",504,406,0,910,247,219,0,466,311,0,15,215,29,169,2,2,6,1,7,0,1,2,2,5,3,7,466
195,"P.VID. JAN. CHHATRDHARI  ROOM NO.1",714,580,0,1294,427,306,0,733,456,0,66,466,144,25,0,1,1,1,1,1,0,5,8,4,2,8,733
196,"P.VID. JAN. CHHATRDHARI  ROOM NO.2",628,500,0,1128,376,274,0,650,319,0,13,449,77,82,3,2,1,0,2,3,3,1,6,2,1,5,650
197,"P.VID. JAN. CHHATRDHARI  ROOM NO.3",506,413,0,919,303,237,0,540,189,0,12,362,115,23,1,0,3,0,0,2,0,1,5,2,8,6,540
198,"PU.MA. VID. JAN. CHHATRDHARI ROOM NO.1",587,483,0,1070,351,259,0,610,451,0,26,433,84,35,1,1,0,0,2,11,3,0,6,0,3,5,610
199,"PU.MA. VID. JAN. CHHATRDHARI ROOM NO.2",621,528,0,1149,406,330,0,736,489,0,30,436,136,109,2,0,2,0,1,6,0,0,4,5,2,3,736
200,"PU. ACA.SIN.SEC.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.1",593,473,0,1066,382,312,0,694,421,0,30,338,139,138,2,0,1,1,1,6,1,3,19,0,4,11,694
201,"PU. ACA.SIN.SEC.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.2",437,336,0,773,252,166,0,418,214,0,20,192,85,86,0,1,2,0,0,16,2,1,7,0,1,5,418
202,"PU. ACA.SIN.SEC.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.3",467,378,0,845,288,215,0,503,310,0,30,227,145,82,0,0,0,0,1,5,0,0,0,1,2,10,503
203,"PU. ACA.SIN.SEC.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.4",655,507,0,1162,369,286,0,655,412,0,18,406,76,116,1,0,3,0,0,3,0,2,2,9,5,14,655
204,"PU. ACA.SIN.SEC.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.5",477,372,0,849,292,210,0,502,412,0,20,321,82,59,1,0,0,0,1,2,1,4,1,2,5,3,502
205,"PU. ACA.SIN.SEC.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.6",537,407,0,944,333,239,0,572,514,0,21,441,55,30,1,0,0,0,3,6,1,3,1,5,4,1,572
206,"PU. ACA.SIN.SCA.SCH.LAKSHMIPUR HARSEVKAPUR N0 2 ROOM NO.7",538,428,0,966,369,317,0,686,412,0,41,493,57,66,1,0,1,3,0,6,0,0,1,3,9,5,686
207,"SWAMI DAYANAND. MA. VID. BANKATI URF EATHIYA",578,473,0,1051,372,339,0,711,419,0,19,358,225,66,2,0,1,1,4,1,2,3,8,8,4,9,711
208,"P.VID. JAN. PAKDI ROOM NO.1",397,314,0,711,273,229,0,502,249,0,8,328,72,57,1,0,0,0,20,1,0,0,1,5,5,4,502
209,"P.VID. JAN. PAKDI ROOM NO.2",645,493,1,1139,426,311,0,737,345,0,34,249,270,117,2,1,2,4,36,1,0,3,3,7,4,4,737
210,"P.VID  BELWARAIPUR",894,682,0,1576,495,367,0,862,429,0,17,566,198,59,0,0,1,0,2,3,1,0,5,3,2,5,862
211,"P.VID BARAILI",685,560,0,1245,416,407,0,823,723,0,20,405,140,221,2,3,5,1,1,5,3,3,1,3,3,7,823
212,"ADARSH JANTA U.MA. VID JAN. AURAHI",691,577,0,1268,404,469,0,873,519,0,21,676,78,60,0,2,0,2,2,2,1,5,3,3,3,15,873
213,"ADRSH P. VID. PIPRAICH ROOM NO.2",586,442,0,1028,364,275,0,639,512,0,19,458,27,110,1,2,2,0,8,0,0,1,5,2,1,3,639
214,"ADARSH JANTA U.MA. VID JAN. AURAHI",620,470,0,1090,355,283,0,638,416,0,15,487,32,67,2,1,2,4,3,3,0,4,7,3,2,6,638
215,"P. VID.  JAN. HAKIM N0 2 ROOM NO. 1",661,505,0,1166,465,312,0,777,766,0,20,395,130,190,4,2,6,1,0,3,2,2,4,7,1,10,777
216,"P. VID.  JAN. HAKIM N0 2 ROOM NO. 2",409,344,0,753,276,199,0,475,475,0,10,283,88,69,3,0,2,1,0,2,1,1,2,2,2,9,475
217,"P. VID.  JAN. HAKIM N0 2 ROOM NO. 3",763,659,0,1422,436,467,0,903,589,0,22,367,238,229,3,3,6,3,5,7,1,2,7,6,0,4,903
218,"P. BHAVN JAN. HAKIM NO. 2",969,753,1,1723,511,372,0,883,719,0,37,465,258,97,2,1,1,0,1,10,3,0,3,2,1,2,883
219,"P.VID. JAN. TINAKONIYA NO. 2 ROOM NO1",532,493,0,1025,398,324,0,722,367,0,16,242,176,251,5,4,3,2,2,1,1,0,6,7,3,3,722
220,"P.VID. JAN. TINAKONIYA NO. 2 ROOM NO2",625,537,0,1162,456,385,0,841,419,0,25,426,124,232,4,0,3,1,1,5,0,1,3,3,7,6,841
221,"P.VID. JAN. TINAKONIYA NO. 1 ROOM NO1",823,718,0,1541,542,410,0,952,791,0,144,421,265,85,1,2,0,0,1,19,1,1,2,2,0,8,952
222,"P.VI.D JAN. TINAKONIYA NO. 1 ROOM NO.2",434,345,0,779,264,221,0,485,329,0,38,350,69,13,0,0,0,0,0,7,0,1,0,1,1,5,485
223,"P.VID.JAN TINKONIYA NO 1 ROOM NO.3",348,257,0,605,214,145,0,359,214,0,16,257,65,7,0,0,1,0,0,7,1,1,2,0,0,2,359
224,"P. VID. BASNTPUR JAN. AHMAD ALI SHAH URF TURRA ROOM NO.1",626,498,0,1124,303,280,0,583,389,0,15,368,116,53,0,2,0,0,6,5,1,3,3,0,5,6,583
225,"P.VID BASNTPURJAN. AHMAD ALI SHAH URF TURRA ROOM NO. 2",412,274,0,686,198,130,0,328,249,0,6,230,50,32,0,1,1,2,2,0,1,0,2,0,0,1,328
226,"P. VID. BASNTPUR JAN. AHMAD ALI SHAH URF TURRA ROOM NO.3",756,587,0,1343,395,361,0,756,459,0,15,479,173,69,2,3,0,0,3,5,0,1,3,2,1,0,756
227,"P. K. I. CO. JAN. DHUSAN ROOM NO.1",560,458,0,1018,418,285,0,703,439,0,16,436,184,51,2,1,0,0,1,2,2,0,5,0,2,1,703
228,"P. K. I. CO. JAN. DHUSAN ROOM NO.2",505,400,0,905,308,253,0,561,359,0,11,412,48,75,1,0,2,1,3,0,0,1,2,1,3,1,561
229,"P. K. I. CO. JAN. DHUSAN ROOM NO.3",555,460,0,1015,334,258,0,592,416,0,16,313,216,27,0,2,2,1,4,1,0,1,0,3,2,4,592
230,"P. K. I. CO. JAN. DHUSAN ROOM NO.4",473,347,0,820,286,197,0,483,318,0,11,221,172,54,1,1,2,1,1,4,1,3,4,2,2,3,483
231,"P. K. I. CO. JAN. DHUSAN ROOM NO.5",909,685,0,1594,554,380,0,934,689,0,33,369,314,179,4,2,2,1,0,7,3,3,7,3,2,5,934
232,"P. K. I. CO. JAN. DHUSAN ROOM NO.6",399,269,0,668,229,170,0,399,248,0,12,289,60,25,2,0,3,0,0,4,0,1,0,0,2,1,399
233,"P. K. I. CO. JAN. DHUSAN ROOM NO.7",585,449,0,1034,374,278,0,652,425,0,8,400,174,34,2,1,0,1,3,11,0,0,5,3,3,7,652
234,"P. K. I. CO. JAN. DHUSAN ROOM NO.8",695,580,0,1275,379,299,0,678,348,0,24,422,93,107,2,2,4,1,5,7,1,1,1,6,2,0,678
235,"P. K. I. CO. JAN. DHUSAN ROOM NO.9",385,307,0,692,234,187,0,421,314,0,11,290,86,14,0,2,0,1,0,5,2,0,1,1,4,4,421
236,"P.VID JAN. ARAJI CHHATRDHARI",353,286,0,639,276,241,0,517,517,0,4,213,137,142,0,0,1,0,2,3,2,2,3,2,4,2,517
237,"PANCHAYAT BHAVN PARSIYA",231,211,0,442,121,140,0,261,145,0,2,194,14,40,1,0,0,0,0,2,1,2,1,0,3,1,261
238,"P.VID, SONRAECH URF BDAGANV ROOM NO.1",555,448,0,1003,333,317,0,650,610,0,25,446,129,25,4,1,4,0,0,5,0,1,3,3,0,4,650
239,"P.VID. SONRAECH URF BDAGANV ROOM NO.2",662,521,0,1183,380,355,0,735,489,0,17,520,93,86,0,0,1,0,1,5,1,0,3,2,3,3,735
240,"P.VID. POKHABHINDA URF CHAKDHA ROOM NO.1",566,437,1,1004,367,321,0,688,519,0,11,376,281,5,2,0,1,1,0,3,0,1,1,3,1,2,688
241,"P. VID. SAMSTAPUR MUDILA",897,728,0,1625,467,488,0,955,782,0,17,568,288,61,1,2,1,0,1,2,1,0,5,0,2,6,955
242,"P.VID. KHIRIYA KOTAWA",595,461,0,1056,318,309,0,627,419,0,19,457,71,68,0,1,0,0,0,3,0,0,0,3,1,4,627
243,"P.VID. NAVIPUR",860,738,0,1598,558,417,0,975,745,0,43,538,149,210,0,2,4,0,3,2,0,4,5,2,3,10,975
244,"P. VID. JAMUNIYA",420,353,0,773,250,219,0,469,324,0,12,324,48,61,1,0,0,1,1,0,2,2,0,3,4,10,469
245,"NAVIN P. VID CHAKRAMPUR",533,434,0,967,277,261,0,538,348,0,15,360,108,41,1,0,1,0,0,2,1,0,3,2,1,3,538
246,"PANCHAYT BHAVN  TENDUA",421,374,0,795,278,233,0,511,431,0,15,219,206,40,3,0,0,2,13,9,0,0,0,1,2,1,511
247,"P.VID.  TULASIDAI",600,490,0,1090,361,363,0,724,514,0,16,592,23,67,0,0,0,2,2,3,2,2,6,1,1,7,724
248,"P.VID. MAHMOODABAD URF MUGALPUR ROOM NO.1",535,436,0,971,289,250,0,539,426,0,13,329,57,120,0,0,1,1,1,1,1,1,2,3,5,4,539
249,"P.VID. MAHMOODABAD URF MOGALPUR ROOM NO.2",522,426,0,948,285,239,0,524,324,0,13,266,66,166,3,0,1,0,1,2,0,0,1,1,1,3,524
250,"P.VID. MAHMOODABAD URF MUGALPUR ROOM NO.3",559,436,0,995,298,202,0,500,458,0,20,351,74,30,3,1,1,1,1,0,1,1,1,5,0,10,500
251,"P.VID. ARAJI BANKAT",508,418,0,926,327,283,0,610,516,0,2,261,242,88,1,0,1,0,0,0,0,0,3,5,3,4,610
252,"P. VID.  RATNAPUR ROOM NO.1",573,461,0,1034,264,295,0,559,559,0,11,411,21,106,0,1,0,0,1,0,0,1,2,1,3,1,559
253,"P. VID.  RATNAPUR ROOM NO.2",631,504,0,1135,278,310,0,588,580,0,11,508,4,48,0,2,2,0,0,0,0,0,2,3,3,5,588
254,"P. VID.  PATRA PRATHM",674,491,1,1166,376,290,0,666,516,0,11,478,108,41,2,1,0,2,0,2,1,3,6,3,2,6,666
255,"P.VID. PATRA.PRATHAM",495,383,0,878,302,231,0,533,418,0,6,467,32,5,1,1,1,0,0,3,1,1,7,3,2,3,533
256,"P. VID . PATRA SECOND",463,362,1,826,285,225,0,510,214,0,18,227,101,153,0,0,2,0,0,1,0,1,2,0,3,2,510
257,"P.VID. MAULAKHOR",804,682,0,1486,435,417,0,852,582,0,22,601,81,105,1,0,2,2,0,5,2,2,3,6,10,10,852
258,"P. VID. KAITHWALIYA",534,429,0,963,302,286,0,588,512,0,17,324,102,111,0,0,6,1,0,1,0,0,6,3,9,8,588
259,"P.VID. UNAULA DOYAM",497,385,0,882,281,224,0,505,416,0,13,289,29,161,0,0,0,1,0,3,1,0,3,1,2,2,505
260,"JU. HIGH SCH. UNAULA  AVVAL",240,178,0,418,152,125,0,277,149,0,13,195,28,29,0,0,0,1,0,1,0,0,3,1,3,3,277
261,"P.VID . JAN. SUBHAN ALI",883,728,0,1611,513,492,0,1005,789,0,17,297,199,442,6,1,7,2,2,4,1,4,10,4,5,4,1005
262,"P. VID . PIPARHI ROOM NO.1",577,462,0,1039,347,310,0,657,517,0,18,355,59,200,1,3,4,2,1,1,0,1,2,2,3,5,657
263,"P. VID . PIPARHI ROOM NO.2",381,308,0,689,246,219,0,465,412,0,23,238,42,146,1,1,0,0,1,1,0,4,4,1,2,1,465
264,"P.VID. CHILABILVA",871,677,0,1548,540,425,0,965,842,0,12,297,316,278,7,0,8,0,3,4,13,2,9,7,3,6,965
265,"J. HIGH SCH. CHILABILVA",655,509,2,1166,414,317,0,731,643,0,15,207,127,329,5,0,4,2,3,2,25,1,3,3,1,4,731
266,"P.VID. ARAJI CHAWRI",471,359,0,830,327,231,0,558,359,0,11,237,187,75,1,0,3,0,1,7,0,25,8,1,2,0,558
267,"P. VID. TALIYABAD",333,293,0,626,156,150,0,306,156,0,6,162,61,67,1,0,1,0,0,0,1,2,2,1,2,0,306
268,"SHRI KRISH‍N U. MA. VID NAIYAPAR KHURD",722,554,0,1276,368,299,0,667,667,0,29,312,195,98,0,0,4,1,2,4,1,3,4,4,5,5,667
269,"P.VID. NAIYAPAR BU.",364,300,0,664,201,198,0,399,214,0,7,281,33,57,0,1,0,3,0,1,1,0,3,2,7,3,399
270,"P.VID. KARMAHA",437,383,0,820,318,271,0,589,518,0,8,216,327,29,1,1,0,1,0,0,0,0,0,4,1,1,589
271,"P.VID. BANRAHI",483,382,0,865,344,224,0,568,550,0,15,194,284,23,1,1,2,1,0,5,2,3,17,11,5,4,568
272,"P.VIP .BARAULI",447,332,0,779,273,212,0,485,287,0,18,119,115,211,2,0,2,0,0,2,2,0,5,0,3,6,485
273,"P. VID  KURMAUL URF BIDHARA",440,357,0,797,275,223,0,498,316,0,21,139,249,75,1,1,5,0,1,1,0,0,1,1,0,3,498
274,"P. VID. SIDHAULI",480,394,0,874,307,202,0,509,316,0,17,271,98,100,2,1,1,1,2,3,1,0,3,0,5,4,509
275,"J. HIGH SCH DUBAILI",274,243,0,517,160,152,0,312,241,0,7,214,46,34,2,0,1,1,0,0,0,2,2,0,0,3,312
276,"P. VID.  EMILIYA URF VIJHARA",727,569,2,1298,454,362,0,816,713,0,11,472,61,230,1,1,4,1,1,3,0,3,4,5,8,11,816
277,"P.VID. CHANGAHI",565,444,0,1009,380,324,0,704,246,0,24,389,189,84,1,1,0,0,1,0,1,1,4,5,1,3,704
278,"P. VID. MAHUAWA URF KATAIYA",404,375,0,779,259,252,0,511,342,0,8,87,239,157,2,1,2,0,0,1,2,1,2,4,2,3,511
279,"P.VID. KHADRAICH BU.",393,316,0,709,300,205,0,505,418,0,13,374,61,40,0,1,0,2,0,2,2,4,2,0,0,4,505
280,"P.VID. RAKSHVAPAR",494,446,0,940,341,282,0,623,426,0,15,317,108,165,3,1,2,0,1,5,0,1,1,0,1,3,623
281,"P.VID. MUDIYARI BU.",299,244,0,543,209,179,0,388,316,0,8,204,93,75,0,1,0,0,0,1,1,0,2,0,1,2,388
282,"P.VID. MUDIYARI KHARD",359,296,1,656,209,193,0,402,345,0,5,248,18,118,0,1,1,1,1,0,0,0,3,0,4,2,402
283,"P.VID. SARNDA",556,422,0,978,341,317,0,658,521,0,32,221,224,156,1,0,4,0,2,2,1,0,4,2,5,4,658
284,"P.VID. MATHIYA",650,570,0,1220,444,371,0,815,539,0,5,638,86,73,0,1,0,1,0,1,2,1,2,1,2,2,815
285,"U.MA. VID.  RAMAVAPUR ROOM NO.1",831,643,0,1474,286,349,0,635,613,0,30,258,298,38,0,5,0,1,0,1,1,0,0,1,2,0,635
286,"U.MA. VID.  RAMAVAPUR ROOM NO.2",496,413,0,909,260,167,0,427,310,0,5,221,88,108,1,0,2,0,1,0,0,0,0,1,0,0,427
287,"P. VID. MAHRAJI ROOM NO.1",553,425,0,978,311,276,0,587,419,0,12,429,53,79,0,0,1,0,0,3,0,0,3,1,5,1,587
288,"P. VID. MAHRAJI ROOM NO.2",540,469,0,1009,310,287,0,597,513,0,7,306,213,46,0,2,1,0,1,3,2,0,3,2,4,7,597
289,"P.VID  SONAVE GONARH ROOM NO.1",595,522,0,1117,338,332,0,670,315,0,33,436,126,50,5,0,0,0,0,3,1,1,5,1,5,4,670
290,"P.VID  SONAVE GONARH ROOM NO.2",359,282,0,641,154,172,0,326,216,0,26,176,83,18,3,1,1,0,2,1,1,2,5,1,2,4,326
291,"P.VID. PIPRA MOGLAN",560,442,0,1002,318,330,0,648,503,0,7,446,130,52,1,0,1,0,0,0,2,0,1,1,4,3,648
292,"P.VID. AGAYA ROON NO.1",663,518,0,1181,362,274,0,636,241,0,13,544,14,53,0,1,0,0,0,2,0,0,3,2,4,0,636
293,"P.VID. AGAYA ROON NO.2",954,732,0,1686,472,427,0,899,756,0,15,647,114,88,0,3,0,2,2,5,2,1,2,4,7,7,899
294,"P.VID.  MUDERI GADHWA ROON NO.1",578,469,0,1047,253,327,0,580,394,0,25,143,384,16,1,1,1,1,0,4,0,0,0,1,1,2,580
295,"P.VID.  MUDERI GADHWA ROON NO.2",501,430,0,931,280,275,0,555,412,0,7,391,66,68,0,0,2,0,2,0,0,1,3,8,4,3,555
296,"P.VID KHAJHVA",429,316,0,745,221,232,0,453,417,0,9,395,23,8,0,0,0,1,0,0,1,0,0,1,12,3,453
297,"P.VID. CHHITAUNI",830,627,0,1457,405,422,0,827,753,0,32,565,145,42,2,1,0,1,2,9,1,3,2,4,12,6,827
298,"P. DIN DAYAL U.MA. VID. TAJPIPARA",553,460,0,1013,319,291,0,610,516,0,7,466,57,52,0,0,2,3,0,5,0,1,3,5,1,8,610
299,"P.VID.  BANKATIYA BU.",499,441,0,940,272,276,0,548,421,0,14,447,66,11,1,0,0,1,0,2,0,0,2,1,2,1,548
300,"U.MA. VID. PARSURAMPUR ROOM. NO.1",557,479,0,1036,289,294,0,583,431,0,16,377,35,130,2,1,0,0,1,6,1,1,1,4,4,4,583
301,"U.MA. VID. PARSURAMPUR ROOM. NO.2",507,421,0,928,311,281,0,592,392,0,11,422,74,62,0,0,2,1,0,3,1,0,5,4,5,2,592
302,"P.VID. SIDHAVAL ROOM NO.1",797,569,0,1366,420,321,0,741,436,0,13,500,158,35,0,1,1,1,2,4,2,1,4,6,4,9,741
303,"P.VID. SIDHAVAL ROOM NO.2",910,677,0,1587,423,421,0,844,715,0,13,488,214,99,0,3,1,0,0,3,0,2,6,5,6,4,844
304,"A.SR. S. VID.  RITHIYA",835,642,0,1477,555,471,0,1026,813,0,22,611,263,89,2,1,1,0,0,5,0,3,8,7,7,7,1026
305,"P.VID. PIPRAICH SADAK KE PASHCHIM",799,633,0,1432,430,327,0,757,614,0,18,465,84,151,2,3,6,0,0,6,1,2,5,3,6,5,757
306,"P.VID. PIPRAICH SADAK KE PURAB",531,477,0,1008,323,274,0,597,361,0,19,417,145,1,1,1,0,2,0,4,1,0,1,0,1,4,597
307,"P.VID. PIPRAICH SADAK KE PURAB",798,668,0,1466,524,408,0,932,721,0,27,453,419,14,0,0,0,0,1,8,1,2,2,2,1,2,932
308,"P.VID. PIPRAICH SADAK PASHCHIM",297,242,0,539,210,147,0,357,210,0,10,281,58,1,0,0,0,0,1,2,0,0,2,1,0,1,357
309,"ADRSH PU. MA. VID. PIPRAICH",589,492,0,1081,364,286,0,650,512,0,32,545,43,2,1,3,0,0,1,2,2,1,4,1,5,8,650
310,"ADRSH PU. MA. VID. PIPRAICH",470,347,0,817,284,190,0,474,315,0,8,420,32,2,1,0,0,1,0,3,1,0,1,1,4,0,474
311,"ADRSH PU. MA. VID. PIPRAICH",780,594,0,1374,417,308,0,725,426,0,17,618,63,8,0,0,1,0,0,5,0,1,0,0,2,10,725
312,"ADRSH P. VID. PIPRAICH ROOM NO.1",841,682,1,1524,568,407,0,975,842,0,22,709,126,100,2,1,2,0,0,5,0,0,2,0,3,3,975
313,"NAGAR PANCHAYT WARD NO. 9 PIPRAI9H",509,411,0,920,246,254,0,500,416,0,21,158,17,278,2,0,5,1,0,8,1,0,3,4,0,2,500
314,"ADRSH P. VID. PIPRAICH ROOM NO.3",588,430,0,1018,248,179,0,427,369,0,16,369,14,6,0,0,1,0,0,7,0,0,2,1,2,9,427
315,"P. VID. MAHUAVA KHURD ROOM NO.1",639,502,0,1141,369,317,0,686,512,0,20,430,21,175,0,4,3,2,0,0,0,4,6,4,6,11,686
316,"P. VID. MAHUAVA KHURD ROOM NO.2",565,462,0,1027,360,279,0,639,425,0,13,503,27,76,2,0,1,0,1,4,1,0,3,0,4,4,639
317,"P.VID. BHAIRAWA",353,295,0,648,226,208,0,434,385,0,6,285,9,117,2,0,1,3,0,1,0,1,1,4,2,2,434
318,"P.VID. JADOPUR",529,460,0,989,293,265,0,558,423,0,36,366,32,94,0,0,2,0,0,9,0,1,2,1,2,13,558
319,"P.VID. HARKHAPUR",723,569,0,1292,408,317,0,725,432,0,27,445,62,163,1,1,2,1,3,4,2,2,4,1,3,4,725
320,"P.VID. BASNTPUR",655,562,0,1217,349,336,0,685,489,0,4,306,182,166,3,1,2,1,1,0,1,0,7,6,1,4,685
321,"D. SHYAMA PRASAD INTER CO. LUHASI",791,651,0,1442,447,399,0,846,741,0,23,525,159,95,1,0,3,2,1,4,1,2,5,13,5,7,846
322,"P.VID. MEMACHHAPAR",619,529,0,1148,338,352,0,690,412,0,32,398,109,126,1,2,1,0,0,4,0,2,4,4,1,6,690
323,"P.VID. HARPUR",539,482,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"P.VID. MADHOPUR",596,547,0,1143,306,306,0,612,420,0,53,386,58,86,2,0,2,2,0,7,1,0,3,2,1,9,612
325,"P. V.  BELA ROOM NO.1",550,430,0,980,307,258,0,565,423,0,28,436,68,20,0,1,0,0,0,2,2,1,2,0,3,2,565
326,"P. V.  BELA ROOM NO.2",590,487,0,1077,357,335,0,692,412,0,22,379,91,176,4,2,2,2,3,1,0,1,7,0,0,2,692
327,"P.VID. RAUTPAR",677,558,1,1236,392,358,0,750,519,0,33,427,158,103,2,4,0,3,1,3,2,1,7,3,1,2,750
328,"P. VID. GAURA",615,466,0,1081,326,274,0,600,456,0,75,425,51,29,1,0,1,1,3,0,2,0,2,1,5,4,600
329,"JU. HIGH.SCH GAURA",357,285,0,642,195,164,0,359,189,0,7,146,84,106,1,0,2,2,0,4,1,0,0,0,2,4,359
