"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MULAYAM SINGH YADAV","2 - SHATRUGHAN SINGH CHAUHAN","3 - DR. SANGHMITRA MAURYA","4 - ABU NASIM PATHAN","5 - BABA HARDEV SINGH","6 - SHISHUPAL SINGH","7 - SATENDRA VEER SINGH CHAUHAN","8 - ASHOK KUMAR","9 - ALOK NANDAN","10 - MUKESH KUMAR","11 - MUKESH KUMAR SHAKYA","12 - RAJESHWARI","13 - HAKIM SINGH","14 - None of the Above","Total Votes Secured"
191,"P.P. CHIVKARIYA",579,510,0,1089,510,407,0,917,103,0,905,10,0,1,0,0,0,0,1,0,0,0,0,0,917
192,"P.P. PADAMPUR",229,206,0,435,197,156,0,353,249,0,193,114,32,1,1,0,0,0,7,0,0,0,1,4,353
193,"P.P. MAHANANDPUR",363,304,0,667,241,195,0,436,436,0,417,16,0,0,0,0,0,0,0,0,0,0,0,3,436
194,"P.P. SYONA",271,253,0,524,202,159,0,361,361,0,56,267,34,0,0,0,0,0,0,0,0,0,1,3,361
195,"P.P. SHAHALAMPUR",390,343,0,733,300,237,0,537,468,0,461,60,0,1,10,1,0,0,1,0,0,0,1,2,537
196,"P.P. SARJANPUR",296,262,0,558,177,153,0,330,245,0,13,173,138,2,0,0,0,0,3,0,0,0,1,0,330
197,"P.V. PADUA BHONGAON DEHAAT",360,329,1,690,231,189,0,420,414,0,176,88,142,0,1,0,0,0,3,1,0,1,1,7,420
198,"P.P. NAGLA BHAGAT",356,320,0,676,231,154,0,385,385,0,141,120,106,5,1,0,0,0,5,0,2,1,3,1,385
199,"P.P. SAIDPUR",410,373,0,783,286,213,0,499,499,0,270,155,62,0,2,0,0,0,7,0,0,2,1,0,499
200,"P.P. SALEMPUR PADINA",827,712,0,1539,550,352,0,902,902,0,749,95,46,1,1,0,1,1,4,0,0,0,0,4,902
201,"KANYA. P.V. RATANPUR KIRKICH",396,321,0,717,232,200,0,432,429,0,216,134,73,0,0,0,0,0,2,0,0,2,0,5,432
202,"P.P. VEERPURKHURD",391,333,0,724,298,267,0,565,565,0,190,334,28,0,0,0,0,1,8,0,2,0,1,1,565
203,"P.P. MAYAORACHAK ABDULLAPUR",379,324,0,703,202,154,0,356,37,0,125,157,44,2,0,0,2,2,14,2,1,3,1,3,356
204,"P.V. MANGALPUR",341,297,0,638,210,144,0,354,354,0,170,129,45,1,0,0,1,0,0,2,2,1,1,2,354
205,"P.P. JAITULPUR",529,447,0,976,328,207,0,535,370,0,239,194,79,0,0,0,0,1,9,1,3,1,5,3,535
206,"P.P. KOUTPUR HARCHANDPUR",297,257,0,554,225,194,0,419,48,0,160,233,14,0,0,0,0,0,7,0,0,0,2,3,419
207,"P.P. NAGLA HARISINGH SHAHJADEPUR UTTARI ROOM",414,353,0,767,252,192,0,444,152,0,408,18,6,0,1,0,0,0,1,0,0,0,2,8,444
208,"P.V. NAGLA SHAHJADEPUR ROOM 1",235,203,0,438,190,138,0,328,54,0,241,68,9,0,0,0,0,1,2,0,2,0,1,4,328
209,"P.V. MAHOLIKHEDA ROOM 1",285,253,0,538,271,227,0,498,497,0,483,12,0,0,1,0,0,0,0,0,0,0,0,2,498
210,"P.V. GOVINDEPUR ROOM 1",406,343,0,749,317,241,0,558,250,0,505,11,37,0,1,0,0,0,0,0,0,0,0,4,558
211,"P.P. MAUJEPUR",298,247,0,545,290,160,0,450,20,0,428,4,14,1,2,0,0,0,0,0,0,0,0,1,450
212,"P.P. HAVILIYA",440,403,0,843,390,290,0,680,680,0,573,48,37,1,0,0,0,0,6,1,2,0,3,9,680
213,"P.P. BHONGAON ROOM 1",835,696,0,1531,361,245,0,606,467,0,416,97,42,30,2,0,1,1,8,0,0,1,1,7,606
214,"P.P. BHONGAON ROOM 2",652,570,0,1222,368,289,0,657,655,0,183,427,29,4,5,0,0,0,2,0,1,0,2,4,657
215,"P.P. BHONGAON ROOM 3",315,289,0,604,169,144,0,313,313,0,58,207,46,0,1,0,1,0,0,0,0,0,0,0,313
216,"P.P. BHONGAON ROOM 4",341,324,0,665,207,188,0,395,395,0,59,301,22,1,4,1,0,0,2,0,2,1,0,2,395
217,"KANYA P.V. BHONGAON",796,664,0,1460,437,336,0,773,773,0,184,508,45,3,6,1,1,2,13,0,0,0,3,7,773
218,"MADAN INTER COLLEGE ROOM 1",529,462,0,991,257,187,0,444,444,0,155,249,9,20,2,0,0,0,4,1,0,0,0,4,444
219,"MADAN INTER COLLEGE ROOM 22",350,312,0,662,177,159,0,336,336,0,83,150,43,42,3,0,0,0,7,2,2,1,0,3,336
220,"MADAN INTER COLLEGE ROOM 22",591,512,0,1103,260,193,0,453,282,0,293,23,15,105,7,0,2,0,2,0,2,0,0,4,453
221,"MADAN INTER COLLEGE BHONGAON ROOM 1",522,509,0,1031,317,220,0,537,279,0,215,224,38,41,1,0,1,1,3,1,1,3,2,6,537
222,"MADAN INTER COLLEGE BHONGAON ROOM 6",788,672,0,1460,316,241,0,557,548,0,232,224,35,47,4,1,1,0,5,0,2,1,0,5,557
223,"NATIONAL INTER COLLLEGE BHONGAON ROOM 1",231,201,0,432,97,86,0,183,181,0,29,33,114,1,2,0,0,0,1,1,0,0,1,1,183
224,"NATIONAL INTER COLLLEGE BHONGAON ROOM 2",419,397,0,816,215,200,0,415,390,0,25,62,315,0,1,0,1,0,7,2,0,0,0,2,415
225,"NATIONAL INTER COLLLEGE BHONGAON ROOM 3",538,457,0,995,257,194,0,451,400,0,99,267,64,0,5,0,0,0,7,2,3,0,1,3,451
226,"NATIONAL INTER COLLLEGE BHONGAON ROOM 4",275,231,0,506,114,92,0,206,206,0,110,59,28,1,7,0,0,0,0,0,0,0,0,1,206
227,"NATIONAL INTER COLLLEGE BHONGAON ROOM 5",528,483,0,1011,272,266,0,538,538,0,73,190,234,2,3,0,0,3,15,0,2,4,2,10,538
228,"NATIONAL INTER COLLLEGE BHONGAON ROOM 6",353,329,0,682,224,180,0,404,7,0,139,243,16,0,1,0,0,0,2,0,1,0,0,2,404
229,"NATIONAL INTER COLLLEGE BHONGAON ROOM 7",363,340,0,703,228,226,0,454,37,0,200,49,187,1,0,0,1,0,2,0,3,2,3,6,454
230,"BUDDHA AMBEDKAR VIDHALAYA BHONGAON ROOM 1",370,328,0,698,201,180,0,381,376,0,81,260,24,1,6,0,0,0,3,0,1,1,0,4,381
231,"BUDDHA AMBEDKAR VIDHALAYA BHONGAON ROOM 3",603,570,0,1173,383,305,0,688,684,0,311,260,94,13,0,0,0,2,1,1,2,0,0,4,688
232,"BUDDHA AMBEDKAR VIDHYALAY BHONGAON ROOM 4",730,648,0,1378,409,297,0,706,645,0,632,18,12,35,3,1,0,1,1,1,0,1,0,1,706
233,"P.P. MO. CHAUDHARI KASBA BHONGAON",516,443,0,959,320,266,0,586,586,0,234,214,116,4,3,2,0,1,2,1,1,0,2,6,586
234,"P.P. MO. CHAUDHARI KASBA BHONGAON 2",331,348,0,679,239,212,0,451,451,0,134,191,100,1,5,0,0,2,10,0,2,2,1,3,451
235,"P.V. RASULABAD ROOM 1",313,263,0,576,283,212,0,495,495,0,474,15,3,2,0,0,0,0,0,1,0,0,0,0,495
236,"P.V. RASULABAD ROOM 2",565,478,0,1043,440,330,0,770,770,0,657,71,24,11,3,0,0,0,2,0,0,0,0,2,770
237,"P.P. SINAURA",506,413,0,919,246,207,0,453,444,0,153,260,23,2,1,0,1,1,4,1,2,0,0,5,453
238,"P.P. RUI ROOM 1",594,475,0,1069,336,204,0,540,535,0,82,317,124,0,1,0,0,0,11,0,2,0,0,3,540
239,"P.P. RUI ROOM 2",645,567,0,1212,309,198,0,507,507,0,162,237,79,0,4,0,0,0,13,1,1,1,3,6,507
240,"P.P. LALUPUR UTTARI ROOM",430,366,0,796,259,174,0,433,297,0,150,231,33,1,1,0,1,1,7,1,1,0,4,2,433
241,"P.P. LALUPUR  DAKSHANI ROOM",728,612,0,1340,530,407,0,937,800,0,146,708,40,1,6,1,0,1,19,0,2,1,7,5,937
242,"P.P. PARSADPUR",360,326,0,686,259,222,0,481,438,0,158,231,81,2,1,0,0,1,2,0,1,2,1,1,481
243,"P.P. MOHANPUR",516,455,0,971,354,252,0,606,405,0,206,193,187,0,0,0,1,1,8,0,2,2,4,2,606
244,"P.P. PUSAINA",821,714,0,1535,441,370,0,811,44,0,203,374,187,2,4,0,2,2,14,3,3,2,7,8,811
245,"PANCHAYAT BHAVAN RAMPURA",548,471,0,1019,364,289,0,653,644,0,150,435,40,1,2,0,0,0,4,1,2,3,4,11,653
246,"P.P. JATPURA ROOM 1",313,258,0,571,238,180,0,418,418,0,69,297,37,1,2,0,1,0,4,0,2,0,3,2,418
247,"P.P. SHAHJAHANPUR ROOM 1",223,190,0,413,186,134,0,320,317,0,11,297,8,0,1,0,0,0,2,0,1,0,0,0,320
248,"KANYA P.P. SHIVPURI",307,268,0,575,294,252,0,546,546,0,448,94,1,0,0,0,0,0,2,0,0,0,1,0,546
249,"P.P. AGHAR",613,510,0,1123,341,298,0,639,630,0,337,197,57,4,2,2,0,2,16,3,3,4,4,8,639
250,"P.P. AGHAR 2",391,324,0,715,249,167,0,416,269,0,148,233,27,0,0,0,0,0,5,0,0,0,1,2,416
251,"P.P. LALPUR",256,240,0,496,46,37,0,83,83,0,81,1,1,0,0,0,0,0,0,0,0,0,0,0,83
252,"P.P. RUHELA",545,473,0,1018,364,249,0,613,613,0,507,77,7,0,1,0,0,1,2,1,1,5,5,6,613
253,"P.P. KATRA",339,303,0,642,174,122,0,296,296,0,135,92,56,2,0,0,1,0,0,0,0,2,3,5,296
254,"P.P. LALMAN ROOM 1",322,280,0,602,215,156,0,371,371,0,113,195,52,1,0,0,2,0,2,0,2,2,0,2,371
255,"P.P. IMILIYA",502,429,0,931,338,245,0,583,583,0,349,25,178,1,12,1,0,0,4,1,2,1,0,9,583
256,"P.P. PAHADPUR PURV ROOM",814,706,0,1520,464,354,0,818,818,0,414,193,168,2,9,0,0,2,11,1,1,1,8,8,818
257,"P.P. SHERPUR CHUHARPUR",254,213,0,467,120,100,0,220,220,0,68,73,75,2,0,0,0,0,1,0,0,1,0,0,220
258,"P.P. AKBARPURGANAU",540,473,0,1013,294,184,0,478,478,0,369,71,14,1,14,2,0,1,4,0,1,0,0,1,478
259,"P.P. NAGLA PEITH",797,651,0,1448,424,250,0,674,674,0,232,146,271,0,4,0,0,0,12,1,1,1,3,3,674
260,"P.P. ATHALKADA",492,429,0,921,269,200,0,469,469,0,119,123,208,2,0,0,0,0,8,0,2,2,1,4,469
261,"P.P. KISHANPUR GADIYA",561,486,1,1048,500,372,0,872,872,0,655,128,79,2,1,0,0,0,0,0,2,0,1,4,872
262,"J.H. SCHOOL NAGLA KHIKHAR",311,273,0,584,271,209,0,480,419,0,463,13,1,0,0,0,1,1,0,0,0,0,1,0,480
263,"P.P. MADDAPUR KHAS",495,429,0,924,262,232,0,494,494,0,57,149,263,6,0,0,1,1,5,0,2,3,4,3,494
264,"P.P RAMNAGAR",298,255,0,553,217,169,0,386,386,0,66,276,33,1,0,0,1,0,5,3,0,0,1,0,386
265,"P.P. NAGLA PARAM",347,319,0,666,290,249,0,539,539,0,484,41,6,0,6,0,0,0,0,0,0,0,0,2,539
266,"P.P. MANPUR BIKU",238,213,0,451,164,126,0,290,290,0,39,180,62,0,0,0,1,1,4,0,0,0,1,2,290
267,"P.P. SULTANPUR NAVADA",408,362,0,770,303,192,0,495,495,0,269,58,151,0,0,0,2,2,1,1,1,1,2,7,495
268,"P.P. AHMADPUR KARUAMAI",508,431,0,939,336,281,0,617,617,0,533,69,3,0,4,0,0,0,1,1,2,0,0,4,617
269,"P.P. NAGLA TANKAN MALLAMAI UTTARI ROOM",484,433,0,917,319,253,0,572,572,0,84,127,340,3,0,0,0,1,5,0,3,1,3,5,572
270,"P.P. NAGLA TANKAN MALLAMAI",253,227,0,480,189,138,0,327,327,0,85,93,146,1,1,0,0,0,0,0,1,0,0,0,327
271,"P.V. AMRPUR ROOM 1",302,264,0,566,238,179,0,417,417,0,179,103,127,2,1,1,0,0,1,0,1,0,1,1,417
272,"P.P. LALAPUR",465,385,0,850,353,267,0,620,620,0,394,44,170,1,1,0,1,0,3,0,1,0,0,5,620
273,"P.P. BAJPUR",364,308,0,672,201,173,0,374,345,0,59,212,94,0,1,0,0,0,3,1,0,0,2,2,374
274,"P.P. JILHI",519,411,0,930,301,209,0,510,510,0,467,21,4,0,2,0,1,1,4,1,1,0,2,6,510
275,"P.P. BHODHAR",280,245,0,525,209,145,0,354,277,0,82,31,231,2,2,1,0,0,0,0,2,1,1,1,354
276,"J.H.SCHOOL MANPURUHARI UTTARI ROOM",655,558,0,1213,362,303,0,665,665,0,148,289,203,2,3,0,0,1,5,0,3,3,0,8,665
277,"PANCHAYAT GHAR MANPURHARI",550,485,0,1035,411,307,0,718,718,0,282,242,168,1,0,2,2,0,9,0,5,1,2,4,718
278,"KANYA P.P. JALALPUR ROOM 1",343,301,0,644,265,219,0,484,484,0,33,352,70,1,0,0,0,3,12,0,2,0,4,7,484
279,"P.P. SAIDPUR",624,534,0,1158,325,320,0,645,645,0,215,278,139,1,2,0,1,0,1,0,0,1,0,7,645
280,"P.P. BAGPUR",533,467,0,1000,376,310,0,686,686,0,302,142,225,0,4,0,0,1,2,1,5,0,2,2,686
281,"J.H. SCHOL BHOODPATIYA",155,147,0,302,131,113,0,244,244,0,59,23,154,1,1,0,1,0,0,0,1,1,0,3,244
282,".P.P. BANKIYA",772,709,0,1481,423,402,0,825,825,0,68,314,413,1,5,1,0,0,8,0,7,1,0,7,825
283,"KARASHI FARM GAGGARPUR MALLAMAI",389,304,0,693,230,149,0,379,379,0,147,144,77,2,1,0,0,1,3,0,0,0,1,3,379
284,"AMAR SHAHEED INTER COLLEGE BEWAR ROOM1",782,684,0,1466,411,354,0,765,765,0,350,298,91,3,9,1,0,2,4,0,0,0,0,7,765
285,"AMAR SHAHEED INTER COLLEGE BEWAR ROOM2",388,345,0,733,218,174,0,392,392,0,65,281,38,0,0,1,1,1,3,0,0,0,0,2,392
286,"AMAR SHAHEED INTER COLLEGE BEWAR ROOM3",690,535,0,1225,416,293,0,709,709,0,347,266,68,1,8,1,1,3,4,0,1,3,0,6,709
287,"AMAR SHAHEED INTER COLLEGE BEWAR ROOM4",984,762,0,1746,456,319,0,775,775,0,280,421,40,1,5,0,3,2,7,0,4,5,4,3,775
288,"AMAR SHAHEED INTER COLLEGE BEWAR ROOM5",712,611,0,1323,354,273,0,627,627,0,153,413,49,1,2,0,0,0,2,0,1,0,1,5,627
289,"BHARTIYA INTER COLLEGE ROOM 1",496,435,0,931,299,221,0,520,520,0,168,340,7,0,2,0,0,0,0,0,0,0,0,3,520
290,"BHARTIYA INTER COLLEGE ROOM 2",428,374,0,802,228,197,0,425,425,0,102,286,16,1,5,2,0,1,4,0,2,0,1,5,425
291,"BHARTIYA INTER COLLEGE ROOM 3",805,627,0,1432,351,280,0,631,631,0,124,433,49,0,2,1,1,0,12,1,2,0,0,6,631
292,"BHARTIYA INTER COLLEGE ROOM 4",574,543,0,1117,266,220,0,486,486,0,93,327,40,1,4,0,2,0,9,1,2,1,3,3,486
293,"BHARTIYA INTER COLLEGE ROOM 5",811,630,0,1441,379,276,0,655,655,0,137,449,48,1,6,0,0,1,3,0,3,2,2,3,655
294,"P.P. BEWAR FIRST ROOM",603,536,0,1139,283,252,0,535,535,0,163,350,10,0,0,0,1,0,3,1,2,0,3,2,535
295,"P.P. BEWAR SECOND ROOM",883,707,0,1590,400,285,0,685,685,0,212,310,135,3,4,0,3,3,6,0,4,2,1,2,685
296,"P.P. BEWAR THIRD ROOM",320,244,0,564,125,84,0,209,209,0,88,105,8,0,4,0,0,3,0,0,0,0,0,1,209
297,"P.P. RASULABAD",502,437,0,939,368,279,0,647,647,0,163,427,25,2,12,0,0,0,11,0,4,1,0,2,647
298,"P.V. DALIT VARG SHEELVANT BEWAR ROOM 1",739,664,1,1404,447,330,0,777,777,0,61,280,408,3,2,1,0,0,4,1,3,0,4,10,777
299,"P.V. DALIT VARG SHEELVANT BEWAR ROOM 2",175,126,0,301,72,48,0,120,120,0,21,83,10,1,0,0,0,0,2,1,0,0,2,0,120
300,"ADARSH JANTA INTER COLLEGE BEWAR",783,694,0,1477,336,286,0,622,622,0,48,256,266,1,2,5,1,2,30,1,3,0,1,6,622
301,"P.P. LAKSHMANPUR",432,385,0,817,232,163,0,395,316,0,164,105,119,0,0,0,0,0,0,1,2,0,1,3,395
302,"KANYA P.P. SAKAT BEWAR",551,461,0,1012,315,235,0,550,546,0,113,310,99,2,2,0,1,0,10,0,3,1,1,8,550
303,"P.P. BADAHAR",324,284,0,608,224,191,0,415,415,0,132,24,248,2,0,1,0,1,1,0,2,3,0,1,415
304,"P.P. PURAIYA PAKSHIM ROOM",479,393,0,872,437,271,0,708,708,0,665,31,9,0,3,0,0,0,0,0,0,0,0,0,708
305,"P.P. JHANDEPUR",378,334,0,712,224,156,0,380,380,0,39,114,217,1,1,1,0,0,4,0,0,1,1,1,380
306,"P.P. SARAYMADDU",290,267,0,557,252,120,0,372,372,0,73,214,61,0,1,0,0,5,8,1,3,0,2,4,372
307,"P.P. JOGA",575,487,1,1063,333,263,0,596,560,0,112,127,324,2,5,2,0,2,4,1,9,1,3,4,596
308,"P.P. NAGLA BAHORI",285,229,0,514,275,188,0,463,300,0,396,52,9,0,1,0,0,0,2,0,0,0,0,3,463
309,"P.P. DURJANPUR",616,535,0,1151,357,253,0,610,610,0,61,440,76,1,1,1,0,0,12,2,6,2,1,7,610
310,"P.P. AKBARPUR",322,312,0,634,174,174,0,348,328,0,46,272,12,0,1,1,0,1,9,0,0,1,1,4,348
311,"P.P. AKBARPUR BIKU ROOM 2",320,264,0,584,144,106,0,250,145,0,26,195,20,1,1,1,0,0,5,0,0,0,0,1,250
312,"P.V. MANIKAPUR",457,412,0,869,347,231,0,578,278,0,354,196,13,1,3,0,0,2,5,1,0,0,2,1,578
313,"P.P. CHAHAVILEPUR",483,426,0,909,315,246,0,561,14,0,300,109,114,2,2,0,0,1,16,0,3,4,2,8,561
314,"P.P. RAMNAGARIYA",227,203,0,430,160,123,0,283,283,0,50,159,62,1,0,0,0,0,5,0,2,0,0,4,283
315,"P.P. MEHMOODIYA KAMALPUR",525,476,0,1001,287,230,0,517,507,0,153,246,83,1,3,0,1,1,10,2,4,1,7,5,517
316,"P.P. MEHMOODIYA KAMALPUR2",434,388,0,822,198,168,0,366,286,0,64,209,74,0,1,0,1,0,5,1,3,0,7,1,366
317,"DEVESHWAR INTER COLLEGE ROOM 1",808,694,0,1502,404,421,0,825,805,0,279,483,26,2,2,0,1,2,10,2,3,4,4,7,825
318,"DEVESHWAR INTER COLLEGE ROOM 2",664,607,0,1271,407,313,0,720,700,0,153,341,204,1,0,0,2,3,7,0,3,2,2,2,720
319,"P.V, KANSEPUR",397,343,0,740,325,199,0,524,497,0,491,26,3,0,3,0,0,0,1,0,0,0,0,0,524
320,"P.M.V. TARAVDEV",256,226,0,482,188,174,0,362,360,0,41,111,191,2,0,0,0,0,4,1,1,1,1,9,362
321,"P.P. NAGLA SUDAMA",681,553,0,1234,383,295,0,678,188,0,191,224,239,1,1,0,1,1,11,0,1,3,2,3,678
322,"P.P. JANAURA",799,712,0,1511,439,335,0,774,671,0,342,142,262,1,1,1,0,0,7,1,8,2,2,5,774
323,"P.P. DAUDAPUR",382,348,0,730,256,208,0,464,458,0,70,211,177,1,0,0,0,0,2,0,2,0,0,1,464
324,"P.P. SHYAMPUR BHATPURA",525,429,0,954,282,219,0,501,448,0,66,402,13,1,0,0,1,1,4,1,1,1,5,5,501
325,"ANGANBADI KENDRA SHYAMPUR BHATPURA",333,296,0,629,188,179,0,367,341,0,45,201,112,1,0,1,1,0,2,0,0,0,3,1,367
326,"P.P. MUDAI",527,473,0,1000,290,208,0,498,498,0,119,223,131,2,3,0,0,0,6,0,6,1,4,3,498
327,"P.P. MUDAI 2",769,546,0,1315,450,272,0,722,650,0,421,212,21,0,32,6,1,1,7,2,1,5,4,9,722
328,"P.P. KALYANPUR",299,263,0,562,280,235,0,515,513,0,490,17,5,0,1,0,0,0,0,0,1,0,0,1,515
329,"P.M.V. MADHUPURI",542,466,0,1008,297,243,0,540,540,0,93,321,97,0,2,1,1,0,11,1,4,2,3,4,540
330,"P.P. HARJAPUR",407,362,0,769,267,197,0,464,442,0,174,160,91,1,8,0,0,0,9,2,5,3,3,8,464
331,"P.V. PACHPUKHRA",343,302,0,645,236,193,0,429,429,0,355,51,17,1,3,0,0,1,0,0,1,0,0,0,429
332,"P.P. TILIYANI",792,694,0,1486,492,383,0,875,855,0,410,224,229,0,3,0,0,0,5,0,1,0,1,2,875
333,"HAIR SECONDARY SCHOOL HUSSAINPUR",563,477,0,1040,322,248,0,570,558,0,134,337,84,3,0,0,0,1,8,0,0,1,0,2,570
334,"PANCHAYAT GHAR VEELPUR ROOM 1",245,210,0,455,232,205,0,437,437,0,404,3,23,0,3,0,0,0,1,0,0,0,0,3,437
335,"P.P. RAIPUR",319,272,0,591,197,104,0,301,233,0,152,49,94,1,0,0,0,0,1,0,0,2,1,1,301
336,"P.P. SARAYCHAK GOVINDPUR",252,226,0,478,149,134,0,283,282,0,16,179,74,2,0,0,3,0,7,0,0,0,0,2,283
337,"P.P. KEHARI",400,308,0,708,277,175,0,452,450,0,423,23,6,0,0,0,0,0,0,0,0,0,0,0,452
338,"P.P. PARAUKHA",336,293,0,629,118,72,0,190,190,0,164,16,3,0,1,0,2,0,1,0,0,1,1,1,190
339,"P.P. PARAUKHA 2",993,677,0,1670,438,327,0,765,755,0,106,370,223,0,3,0,5,2,25,5,4,4,10,8,765
340,"P.P. SOVANPUR",359,322,0,681,298,212,0,510,501,0,479,26,3,1,0,0,0,0,0,0,1,0,0,0,510
341,"P.P. KILLI",276,246,0,522,170,136,0,306,306,0,63,79,145,0,5,0,1,1,4,0,1,0,3,4,306
342,"P.P. JASVANTPUR",419,365,0,784,270,161,0,431,312,0,93,82,232,3,1,0,2,1,3,2,1,5,1,5,431
343,"P.P. VAMIHA",266,231,0,497,201,157,0,358,358,0,300,19,37,0,0,0,0,0,0,0,1,1,0,0,358
344,"P.P. FATEHPURGANI",439,377,0,816,293,221,0,514,465,0,294,88,116,1,5,1,1,0,3,1,0,1,1,2,514
345,"P.P. KHAJURIYA",767,669,0,1436,508,252,0,760,760,0,277,258,188,2,8,1,2,2,6,0,7,3,3,3,760
346,"P.P. KHOOJA",479,394,0,873,302,187,0,489,448,0,452,27,4,0,3,0,0,1,2,0,0,0,0,0,489
347,"P.P. CHILAUSA SECOND ROOM",402,333,0,735,234,157,0,391,350,0,27,327,7,4,1,0,1,0,10,1,2,1,5,5,391
348,"P.P. NIHALPUR",376,284,0,660,277,186,0,463,463,0,387,25,3,0,40,0,0,0,0,0,2,2,0,4,463
349,"P.P. GHUTARA MASUMPUR ROOM 1",535,426,0,961,324,184,0,508,491,0,466,14,11,0,15,0,0,0,0,1,0,0,1,0,508
350,"P.P. GHUTARA MASUMPUR ROOM 2",541,466,0,1007,303,166,0,469,314,0,448,14,3,0,4,0,0,0,0,0,0,0,0,0,469
351,"P.P. DIKHATMAI ROOM 1",334,282,0,616,224,141,0,365,357,0,158,108,92,0,0,0,1,0,1,0,0,0,1,4,365
352,"P.P. PRAYAGPUR",255,217,0,472,219,131,0,350,300,0,304,36,8,0,0,0,0,0,0,0,0,0,0,2,350
353,"P.P. JALLAPUR DIKHATMAI",459,372,0,831,345,212,0,557,451,0,509,10,30,1,1,0,0,1,0,2,0,1,0,2,557
354,"P.P. GANGARPUR UTTARI ROOM",677,577,0,1254,334,273,0,607,602,0,233,198,142,0,1,1,1,1,17,3,2,2,1,5,607
355,"P.P. GANGARVALA DAKSHANI ROOM",340,285,0,625,164,152,0,316,306,0,150,49,110,3,1,0,0,0,1,0,0,1,1,0,316
356,"P.P. CHANDIPUR",330,273,0,603,248,180,0,428,428,0,344,6,55,1,19,0,0,0,0,1,0,1,0,1,428
357,"PANCHAYAT GHAR HADUA",400,318,0,718,303,175,0,478,359,0,340,92,37,0,0,1,1,0,2,0,0,0,0,5,478
358,"P.P. NAGLA DEVI",414,355,0,769,261,189,0,450,450,0,154,165,118,1,0,1,0,0,3,0,2,2,1,3,450
359,"P.V. LODHIPUR",235,210,0,445,181,141,0,322,322,0,102,29,179,3,0,0,2,1,0,1,1,0,1,3,322
360,"P.P. BAJHEDA",335,300,0,635,202,171,0,373,373,0,179,179,7,0,0,0,1,2,3,0,0,0,0,2,373
361,"P.P. DAULATPUR ROOM 1",334,272,0,606,249,185,0,434,413,0,43,350,29,4,3,0,0,0,1,0,1,1,0,2,434
362,"P.P. MAJHOLA",407,345,0,752,248,221,0,469,469,0,67,227,151,2,5,0,1,0,5,1,0,3,1,6,469
363,"P.P. KHAKETAL",590,504,0,1094,356,255,0,611,611,0,233,196,149,1,3,0,4,0,7,1,9,2,2,4,611
364,"P.M.V. KHIRIYA ROOM 2",184,162,0,346,137,93,0,230,135,0,30,136,58,3,0,0,0,0,1,0,0,1,0,1,230
365,"P.P. KARPIYA ROOM 1",431,388,0,819,188,165,0,353,186,0,86,161,87,0,1,0,1,0,2,1,3,3,4,4,353
366,"P.P. KARPIYA ROOM 2",472,415,0,887,195,162,0,357,250,0,76,238,23,0,1,1,0,0,6,2,5,1,1,3,357
367,"P.P. BAGHELA",462,406,0,868,236,198,0,434,413,0,263,36,109,4,2,0,1,1,0,0,5,2,0,11,434
368,"P.P. KAUATANDA",601,514,0,1115,350,271,0,621,621,0,55,543,16,1,0,0,0,0,3,0,1,1,1,0,621
369,"P.M.V. GADIYA ROOM 1",358,303,0,661,310,241,0,551,551,0,526,11,1,1,3,3,0,0,2,0,1,0,0,3,551
370,"P.M.V. GADIYA ROOM 2",622,538,0,1160,395,246,0,641,641,0,576,28,4,0,12,4,0,1,2,0,2,3,3,6,641
371,"U.P.V. CHIKAURA ROOM 1",358,297,0,655,157,80,0,237,200,0,183,21,31,0,1,0,0,0,0,0,0,0,0,1,237
372,"P.P. CHINKAURA",443,376,0,819,298,193,0,491,470,0,357,35,66,2,6,1,1,0,14,3,1,0,0,5,491
373,"P.P. BAHRAMAU",564,470,0,1034,318,201,0,519,385,0,265,122,105,4,6,0,3,0,2,1,1,0,0,10,519
374,"P.P. SHIVSINGHPUR",380,329,0,709,267,203,0,470,470,0,314,59,92,1,1,0,1,0,0,0,0,0,1,1,470
375,"P.P. NARAYANPUR PATNA TILUA",396,337,0,733,273,127,0,400,400,0,125,184,86,1,1,0,0,0,1,0,0,0,1,1,400
376,"P.P. KACHPURA",338,302,0,640,262,214,0,476,473,0,367,55,47,0,2,0,0,1,1,0,1,1,0,1,476
377,"P.P. BHARATPUR",456,394,0,850,280,263,0,543,543,0,291,175,44,2,8,0,0,0,5,1,3,5,3,6,543
378,"P.P. ARSANIYA",326,296,0,622,189,152,0,341,310,0,73,201,21,3,0,0,1,0,19,0,3,3,5,12,341
379,"KANYA P.P. JOT ROOM 1",436,391,0,827,226,198,0,424,419,0,38,282,88,0,1,0,3,1,1,2,2,0,3,3,424
380,"KANYA P.P. JOT ROOM 2",736,636,0,1372,371,249,0,620,496,0,129,220,229,0,13,0,2,0,5,2,3,2,8,7,620
381,"INDRAJEET SHIKSHA SADAN INTER COLLEGE JOT",335,306,0,641,169,127,0,296,109,0,47,53,188,0,0,0,0,0,1,1,1,1,1,3,296
