"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
171,"P.S. TANDA NIJAM ALI ROOM NO.-2",485,387,0,872,292,236,0,528,98,0,85,264,38,24,2,0,1,1,0,1,105,2,3,1,1,528
172,"P.S. TANDA NIJAM ALI EXTRA  ROOM",457,358,0,815,298,210,0,508,308,0,11,220,182,65,0,1,2,1,3,2,8,1,2,3,7,508
173,"J.H.S. ISRAULI ROOM NO.-1",456,453,0,909,324,227,0,551,403,0,163,116,226,35,0,2,0,1,0,0,2,1,1,0,4,551
174,"J.H.S. ISRAULI ROOM NO.-2",556,488,0,1044,354,264,0,618,602,0,16,260,282,36,2,0,4,0,0,0,6,1,0,3,8,618
175,"P.S. SANDUPUR ROOM NO.-1",328,322,0,650,253,235,0,488,14,0,36,154,203,67,1,0,6,0,2,8,1,3,3,2,2,488
176,"P.S. DADIYAMAU ROOM NO.-1",631,579,0,1210,459,355,0,814,4,0,54,185,542,10,2,4,3,0,1,2,0,3,3,1,4,814
177,"P.S. FATEHPUR FAST NORTH",831,611,0,1442,331,228,0,559,156,0,127,246,131,28,1,1,2,2,0,2,1,0,3,3,12,559
178,"P.S. FATEHPUR FAST EXTRA ROOM",292,246,0,538,157,98,0,255,14,0,13,27,169,38,1,1,0,0,0,1,1,0,2,0,2,255
179,"P.S. MIRDAHANPURWA ROOM NO.-1",465,395,0,860,361,285,0,646,75,0,83,168,359,14,0,3,1,0,0,2,4,0,7,1,4,646
180,"SARSWATI SHISU MANDIR I.C.FATEHPUR ROOM NO.-1",706,575,0,1281,447,327,0,774,74,0,10,130,592,22,2,0,6,0,0,1,2,2,2,2,3,774
181,"SARSWATI SHISU MANDIR I.C.FATEHPUR ROOM NO.-2",452,377,0,829,283,206,0,489,422,0,25,138,280,24,2,4,1,0,0,2,1,2,4,3,3,489
182,"SARSWATI SHISU MANDIR I.C.FATEHPUR ROOM NO.-3",612,553,0,1165,396,343,0,739,15,0,104,219,373,14,1,2,0,1,1,2,4,1,7,4,6,739
183,"AJAD.I.I.C.FATEHPUR ROOM NO.-1",523,419,0,942,297,238,0,535,135,0,8,328,151,28,3,0,0,0,1,1,2,1,8,1,3,535
184,"AJAD.I.I.C.FATEHPUR ROOM NO.-4",482,432,2,916,281,236,0,517,517,0,32,297,150,6,2,1,0,0,0,1,13,1,5,5,4,517
185,"AJAD.I.I.C.FATEHPUR ROOM NO.-2",506,388,0,894,283,192,0,475,378,0,6,367,46,37,1,0,1,1,0,0,6,2,2,1,5,475
186,"AJAD.I.I.C.FATEHPUR ROOM NO.-5",590,438,0,1028,279,233,0,512,510,0,1,441,15,41,0,0,2,0,1,0,6,1,1,1,2,512
187,"AJAD.I.I.C.FATEHPUR ROOM NO.-3",876,709,0,1585,435,335,0,770,70,0,114,426,156,40,4,0,1,2,4,1,8,1,5,1,7,770
188,"J.H.S. FATEHPUR ROOM NO.-1",801,605,0,1406,463,356,0,819,19,0,46,590,58,109,1,4,1,1,2,0,0,0,1,1,5,819
189,"J.H.S. FATEHPUR ROOM NO.-2",723,654,0,1377,368,262,0,630,9,0,21,451,93,53,0,0,0,0,0,2,2,1,0,1,6,630
190,"J.H.S. FATEHPUR ROOM NO.-3",727,695,0,1422,368,302,0,670,666,0,30,512,74,42,2,0,0,1,0,0,2,0,3,0,4,670
191,"KANYA J.H.S. FATEHPUR ROOM NO.-1",692,651,0,1343,420,318,0,738,720,0,10,375,313,32,1,1,0,0,0,0,2,0,0,1,3,738
192,"KANYA J.H.S. FATEHPUR ROOM NO.-2",690,638,0,1328,368,256,0,624,524,0,20,494,24,66,1,0,2,1,0,1,10,1,2,0,2,624
193,"N.I.C. FATEHPUR ROOM NO.-1",750,663,0,1413,363,281,0,644,198,0,4,343,249,36,1,1,0,0,0,1,1,1,2,1,4,644
194,"N.I.C. FATEHPUR ROOM NO.-2",539,493,0,1032,302,203,0,505,297,0,11,301,149,29,0,0,0,1,1,1,2,1,2,1,6,505
195,"N.I.C. FATEHPUR ROOM NO.-3",593,511,0,1104,357,246,0,603,595,0,7,224,325,35,0,0,1,0,0,0,2,2,1,1,5,603
196,"N.I.C. FATEHPUR ROOM NO.-4",804,711,0,1515,470,309,0,779,665,0,30,473,195,57,0,1,3,1,1,1,13,1,0,0,3,779
197,"G.G.I.C. FATEHPUR ROOM NO.-1",470,401,0,871,281,219,0,500,25,0,22,128,322,14,2,1,0,0,1,0,2,0,4,3,1,500
198,"G.G.I.C. FATEHPUR ROOM NO.-6",402,348,0,750,212,177,0,389,362,0,43,125,204,9,1,0,0,0,0,1,2,1,0,0,3,389
199,"G.G.I.C. FATEHPUR ROOM NO.-2",522,486,0,1008,356,213,0,569,13,0,3,449,26,45,1,1,0,0,0,0,39,1,1,0,3,569
200,"G.G.I.C. FATEHPUR ROOM NO.-5",447,381,0,828,243,173,0,416,408,0,1,288,87,35,0,0,1,0,0,0,1,1,1,1,0,416
201,"G.G.I.C. FATEHPUR ROOM NO.-3",592,512,0,1104,348,268,0,616,599,0,17,337,216,35,0,0,1,0,0,0,3,2,2,1,2,616
202,"P.S. RASULPUR ROOM NO.-1",684,694,0,1378,517,421,0,938,38,0,160,334,393,19,0,2,1,2,0,10,1,0,4,5,7,938
203,"J.H.S. SHEKHAPUR MAKHADUM ROOM NO.-1",633,433,0,1066,181,174,0,355,354,0,40,193,101,16,1,0,0,0,0,1,0,0,0,0,3,355
204,"P.S. SHEKHANPUR ROOM NO.-1",338,344,0,682,269,251,0,520,3,0,40,146,247,67,1,1,0,0,0,1,2,2,5,3,5,520
205,"P.S. MEERNAGAR ROOM NO.-1",451,452,0,903,374,313,0,687,687,0,38,78,511,38,1,3,1,2,0,0,1,1,8,1,4,687
206,"P.S. BEHTI ROOM NO.-1",363,315,0,678,273,210,0,483,83,0,75,40,223,130,2,2,1,0,1,0,1,0,5,1,2,483
207,"P.S. KHAIRA  ROOM NO.-1",281,273,0,554,255,211,0,466,266,0,99,25,329,4,1,2,0,1,0,0,0,0,3,2,0,466
208,"P.S. GAURAGAJANI ROOM NO.-1",569,475,0,1044,424,305,0,729,706,0,52,34,566,53,6,2,2,1,0,4,0,2,2,0,5,729
209,"P.S. GAURAGAJANI ROOM NO.- 2",567,520,0,1087,453,352,0,805,136,0,184,94,411,76,2,0,0,3,3,0,3,2,9,5,13,805
210,"P.S. BIBIPUR H/O NAKTAULI ROOM NO.-1",711,640,0,1351,545,409,0,954,1,0,216,190,472,36,3,4,3,1,0,2,1,7,5,5,9,954
211,"P.S. BANAR ROOM NO.-1",555,506,0,1061,392,314,0,706,682,0,176,164,310,22,1,2,2,0,1,4,2,4,5,1,12,706
212,"J.H.S. NAIMABAD ROOM NO.-1",309,275,0,584,246,201,0,447,141,0,74,171,184,6,3,1,1,0,1,0,0,0,2,0,4,447
213,"P.S. NANDKUI ROOM NO.-1",331,342,0,673,244,258,0,502,102,0,234,102,135,19,0,1,1,0,0,5,0,1,1,0,3,502
214,"P.S. VATIYA ROOM NO.-1",325,303,0,628,280,239,0,519,5,0,44,183,253,31,0,1,1,0,2,0,0,0,2,0,2,519
215,"P.S. NANDNA KHURDA ROOM NO.-1",414,350,0,764,316,224,0,540,539,0,59,55,395,18,2,0,0,0,0,0,2,1,5,1,2,540
216,"P.S. NANDRASI ROOM NO.-1",625,585,0,1210,482,383,0,865,865,0,84,157,452,150,6,3,0,0,0,1,3,0,4,1,4,865
217,"P.S. KIRATPUR ROOM NO.-1",487,503,0,990,394,342,0,736,736,0,70,208,391,23,3,1,1,3,3,2,3,2,6,5,15,736
218,"J.H.S. NAN‍DNAKLA  ROOM NO.-1",517,466,0,983,390,338,0,728,20,0,52,203,374,79,1,0,2,1,0,0,0,2,5,4,5,728
219,"P.S. RIVAN  CHAPRI",563,487,0,1050,422,313,0,735,40,0,167,86,246,209,4,3,2,1,0,0,1,2,5,4,5,735
220,"P.S. IBRAHIMABAD H/O HAIDERGANJ ROOM NO.-1",565,517,0,1082,420,325,0,745,1,0,198,195,308,18,1,4,2,0,0,2,7,2,3,2,3,745
221,"P.S. IBRAHIMABAD H/O HAIDERGANJ ROOM NO.-2",443,347,0,790,306,196,0,502,335,0,166,54,163,90,5,2,7,0,3,0,1,0,4,2,5,502
222,"P.S. GAURA KARAUNDI ROOM NO.-1",538,473,0,1011,366,279,0,645,39,0,165,127,268,40,4,2,2,2,5,3,2,4,10,3,8,645
223,"P.S. JAURA KAURUNDI EXTRA ROOM",346,311,0,657,257,206,0,463,9,0,156,83,81,125,3,3,0,0,0,1,0,2,1,5,3,463
224,"P.S. MUNDERI ROOM NO.-1",608,524,0,1132,426,290,0,716,1,0,116,51,351,177,2,1,1,0,3,2,1,0,5,4,2,716
225,"P.S. MUNDERA ROOM NO.-1",512,463,0,975,371,279,0,650,3,0,229,84,259,66,1,1,0,2,0,1,0,0,1,3,3,650
226,"J.H.S. BILAULI ROOM NO.-1",477,440,0,917,361,300,0,661,446,0,123,127,326,70,1,0,2,1,0,6,1,1,1,0,2,661
227,"J.H.S. BILAULI ROOM NO.-2",508,454,0,962,393,309,0,702,463,0,227,100,217,136,1,2,1,0,0,2,1,0,9,1,5,702
228,"P.S. JAGSENDA ROOM NO.-1",771,651,0,1422,466,384,0,850,754,0,97,298,334,97,1,2,0,1,4,1,4,0,3,3,5,850
229,"J.H.S. TANDVA GADMANPUR ROOM NO.-1",499,446,0,945,370,308,0,678,678,0,109,112,379,57,0,1,0,2,1,0,3,1,6,2,5,678
230,"P.S. BADAWA ROOM NO.-1",397,321,0,718,231,200,0,431,4,0,23,95,133,176,1,0,0,0,0,0,0,0,2,1,0,431
231,"P.S. ITAUNJA ROOM NO.-1",728,675,0,1403,516,435,0,951,14,0,141,192,397,179,7,0,2,1,3,3,3,5,7,2,9,951
232,"P.S. PIPRAULI ROOM NO.-1",465,407,0,872,298,265,0,563,463,0,58,269,153,68,0,1,1,0,0,0,0,0,8,2,3,563
233,"P.S. PIPRAULI ROOM NO.-2",444,386,0,830,288,239,0,527,519,0,119,277,89,15,1,1,1,0,2,3,3,5,5,2,4,527
234,"P.S. PARVARBHARI ROOM NO.-1",495,433,0,928,369,300,0,669,319,0,110,28,403,106,0,1,3,1,1,0,2,2,6,4,2,669
235,"P.S. PARVARBHARI ROOM NO.-2",375,347,0,722,264,226,0,490,490,0,144,22,293,14,1,1,0,0,1,1,0,3,3,1,6,490
236,"P.S. TARAVAN ROOM NO.-1",656,662,0,1318,470,419,0,889,1,0,132,279,318,134,5,3,0,1,2,2,2,1,3,2,5,889
237,"J.H.S. SARSAWAN ROOM NO.-1",596,554,0,1150,427,284,0,711,711,0,82,129,330,154,2,0,0,0,2,1,4,3,1,2,1,711
238,"P.S. BHEDIYA H/O LILAULI ROOM NO.-1",716,614,0,1330,463,391,0,854,796,0,279,89,333,114,2,3,1,0,4,4,1,4,5,6,9,854
239,"P.S. MOJAMPUR ROOM NO.-1",466,388,0,854,306,216,0,522,425,0,101,117,263,29,1,1,1,1,0,0,0,0,1,4,3,522
240,"P.S. MOJAMPUR ROOM NO.-2",443,375,0,818,334,198,0,532,368,0,76,49,292,85,3,1,1,0,1,0,0,2,0,22,0,532
241,"P.S. DARAWAN ROOM NO.-1",588,527,0,1115,424,356,0,780,17,0,383,50,133,197,2,0,2,0,0,2,0,0,2,3,6,780
242,"P.S. DARAWAN ROOM NO.-2",544,466,0,1010,423,342,0,765,1,0,262,12,96,377,1,0,0,1,0,2,1,1,2,6,4,765
243,"P.S. IBRAHIMPUR ROOM NO.-1",394,350,0,744,291,215,0,506,500,0,149,41,159,145,0,0,0,0,0,1,0,1,3,3,4,506
244,"P.S. KHARIHANI ROOM NO.-1",765,652,0,1417,547,420,0,967,403,0,269,66,470,148,2,0,2,0,2,0,0,2,3,1,2,967
245,"P.S. SAVRANDA ROOM NO.-1",442,370,0,812,281,248,0,529,474,0,192,53,224,34,2,1,0,0,1,2,1,1,6,3,9,529
246,"P.S. BUDHNA ROOM NO.-1",528,443,0,971,336,228,0,564,16,0,70,93,245,124,4,3,2,0,0,2,4,3,6,2,6,564
247,"P.S. BUDHNA ROOM NO.-2",502,428,0,930,347,218,0,565,63,0,156,68,97,205,6,4,1,1,11,6,2,2,1,3,2,565
248,"P.S. KATURI KHURD ROOM NO.-1",629,572,0,1201,422,339,0,761,761,0,182,110,172,285,6,1,2,0,1,0,1,0,0,0,1,761
249,"P.S. KATURI KALA NORTH",495,442,0,937,350,298,0,648,648,0,140,150,233,114,2,0,0,1,0,1,0,0,4,2,1,648
250,"P.S. KATURI KALA SOUTH",486,413,0,899,312,233,0,545,402,0,34,40,308,150,4,1,0,0,0,0,0,0,4,2,2,545
251,"P.S. BANDGINAGAR(PIPARSAND) ROOM NO.-1",755,661,0,1416,561,368,0,929,205,0,377,109,266,137,5,3,1,2,0,1,1,4,6,1,16,929
252,"P.S. OJHIYAPUR  ROOM NO.-1",657,534,0,1191,465,355,0,820,170,0,153,191,305,138,3,2,1,0,2,1,1,5,6,4,8,820
253,"P.S. HIDAYATPUR SIPAH ROOM NO.-1",438,404,0,842,323,258,0,581,1,0,201,39,265,43,0,1,0,2,3,2,1,2,5,6,11,581
254,"P.S. HIDAYATPUR SIPAH ROOM NO.-2",415,392,0,807,309,242,0,551,525,0,151,66,249,60,1,1,0,1,1,3,0,2,5,5,6,551
255,"P.S. JHARASAWAN  ROOM NO.-1",794,677,0,1471,545,339,0,884,556,0,283,39,440,92,2,4,1,1,1,3,4,1,6,2,5,884
256,"P.S. KAJI BEHTA ROOM NO.-1",467,433,0,900,288,235,0,523,428,0,66,104,241,95,1,1,2,1,1,0,2,1,4,1,3,523
257,"P.S. KODRI GOPAL PUR ROOM NO.-1",469,394,0,863,313,250,0,563,540,0,60,135,267,81,1,1,0,0,0,3,2,0,7,2,4,563
258,"P.S. KODRI GOPAL PUR ROOM NO.-2",416,306,0,722,281,203,0,484,460,0,5,130,318,23,2,0,1,0,1,0,0,0,0,2,2,484
259,"P.S. MANIKPUR ROOM NO.-1",201,160,0,361,149,125,0,274,100,0,35,69,152,6,1,0,5,0,0,0,1,1,0,0,4,274
260,"P.S. SHAPUR EAST",762,632,0,1394,440,366,0,806,1,0,80,431,225,41,2,0,1,0,0,0,5,1,6,8,6,806
261,"P.S. SHAPUR WEST",611,498,0,1109,370,243,0,613,613,0,42,200,335,13,5,0,4,0,0,1,6,1,2,1,3,613
262,"P.S. BEHDA KHEMKARAN ROOM NO.-1",426,381,0,807,319,265,0,584,19,0,198,53,306,11,1,1,0,0,0,2,2,0,6,2,2,584
263,"P.S. NIJAMPUR ROOM NO.-1",254,200,0,454,162,128,0,290,290,0,24,22,226,10,0,0,1,1,0,0,1,2,1,1,1,290
264,"P.S. SHAILIKERATPUR ROOM NO.-1",745,635,0,1380,558,385,0,943,550,0,201,145,517,60,2,1,1,1,3,1,1,1,3,2,4,943
265,"P.S. DEVARIYA ROOM NO.-1",794,638,0,1432,498,363,0,861,779,0,104,251,461,24,1,1,3,0,2,2,1,1,4,2,4,861
266,"P.S. GANGCHULI ROOM NO.-1",615,598,0,1213,462,431,0,893,632,0,145,114,528,61,3,3,5,2,1,1,1,1,14,5,9,893
267,"P.S. ALLAPUR BHAKRAULI ROOM NO.-1",371,325,0,696,293,252,0,545,1,0,163,157,111,106,0,1,0,1,1,0,0,0,5,0,0,545
268,"P.S. SALEMPUR ROOM NO.-1",417,342,0,759,302,247,0,549,547,0,152,123,228,30,0,4,0,0,0,0,1,1,4,5,1,549
269,"P.S. SALEMPUR EXTRA ROOM",447,402,0,849,314,296,0,610,72,0,128,127,314,29,0,0,0,1,1,3,0,0,6,0,1,610
270,"P.S. SALEMPUR ROOM NO.-1",180,180,0,360,147,121,0,268,106,0,86,15,145,10,1,3,0,1,0,1,0,0,1,0,5,268
271,"P.S. BASANTPUR ROOM, NO.-1",247,243,0,490,195,172,0,367,67,0,88,23,207,30,0,1,0,0,2,2,0,1,4,2,7,367
272,"P.S. DAFARPUR ROOM NO.-1",165,137,0,302,140,113,0,253,5,0,34,39,168,6,1,0,1,1,0,0,0,0,2,0,1,253
273,"P.S. JIYANPUR ROOM NO.-1",218,196,0,414,189,154,0,343,5,0,5,143,176,8,2,2,2,1,0,0,0,0,1,2,1,343
274,"P.S. CHANDAULI ROOM NO.-1",369,357,0,726,288,265,0,553,13,0,71,55,369,50,0,0,0,0,2,2,0,1,1,0,2,553
275,"P.S. BADDUPUR ROOM  NO.-1",533,481,0,1014,378,266,0,644,44,0,253,47,318,17,0,1,0,0,0,0,0,0,3,1,4,644
276,"P.S. BADDUPUR ROOM  NO.-2",441,375,0,816,307,219,0,526,150,0,63,54,366,19,2,2,1,0,0,2,1,3,5,4,4,526
277,"P.S. GODAICHA ROOM NO.-1",643,635,0,1278,502,463,0,965,36,0,130,216,540,49,2,3,7,0,4,2,3,0,2,4,3,965
278,"P.S. BACHRAULI ROOM NO.-1",519,472,0,991,370,282,0,652,560,0,281,122,226,14,1,0,2,1,1,0,0,0,0,0,4,652
279,"J.H.S. BADAGAWN ROOM NO.-1",732,618,0,1350,505,429,0,934,5,0,356,93,414,28,4,4,3,1,2,3,2,0,6,4,14,934
280,"P.S. SALEHPUR ROOM NO.-1",230,212,0,442,167,156,0,323,1,0,34,166,54,61,1,0,0,1,1,0,2,1,2,0,0,323
281,"P.S. HASUWAPARA  ROOM NO.-1",467,421,0,888,353,264,0,617,617,0,239,63,190,107,1,4,0,0,2,1,1,1,1,3,4,617
282,"P.S. HASUWAPARA  ROOM NO.-2",502,389,0,891,373,228,0,601,92,0,207,41,140,193,0,1,2,1,2,0,2,0,2,3,7,601
283,"P.S. MALLAWA ROOM NO.-1",578,478,0,1056,373,260,0,633,18,0,87,190,257,87,2,2,0,0,0,1,0,0,5,2,0,633
284,"P.S. MALLAWA ROOM NO.-2",290,246,0,536,207,156,0,363,187,0,114,58,161,24,0,1,0,1,1,0,0,0,1,0,2,363
285,"P.S. KHATAULI ROOM NO.-1",552,415,0,967,417,273,0,690,1,0,180,71,229,186,3,0,1,1,3,2,1,0,3,5,5,690
286,"P.S. SHAPUR BASKHOLIYA ROOM NO.-1",481,429,0,910,399,321,0,720,1,0,298,169,113,120,0,1,2,0,0,0,2,2,4,3,6,720
287,"P.S. KHADSARA ROOM NO.-1",456,388,0,844,339,277,0,616,318,0,145,16,71,343,1,6,4,0,4,1,1,3,8,6,7,616
288,"P.S. AMAWAN ROOM NO.-1",410,358,0,768,305,249,0,554,1,0,191,125,69,130,5,1,1,3,1,1,0,3,5,5,14,554
289,"J.H.S. ATAHARA ROOM NO.-1",594,479,0,1073,402,314,0,716,100,0,316,123,162,88,3,1,0,1,0,0,2,0,3,4,13,716
290,"J.H.S. ATAHARA ROOM NO.-2",464,387,0,851,346,218,0,564,564,0,52,61,77,350,6,1,1,1,0,0,1,0,4,2,8,564
291,"P.S. SIRSAIPUR ROOM NO.-1",540,464,0,1004,465,317,0,782,5,0,304,32,195,230,2,2,0,1,3,1,0,2,4,1,5,782
292,"J.H.S. BHANDAR ROOM NO.-1",522,457,0,979,382,296,0,678,5,0,191,74,256,142,1,1,2,0,0,0,1,2,4,0,4,678
293,"P.S. JAMOLIYA ROOM NO.-1",391,343,0,734,309,241,0,550,504,0,312,27,90,104,1,1,0,0,1,1,1,0,3,2,7,550
294,"P.S. KAMIPUR ROOM NO.-1",321,303,0,624,221,186,0,407,4,0,90,27,169,110,2,1,0,0,1,0,0,1,3,1,2,407
295,"P.S. CHILGAWAN ROOM NO.-1",877,647,0,1524,565,362,0,927,150,0,231,145,304,210,2,3,0,0,5,2,5,2,7,2,9,927
296,"P.S. NANDPUR ROOM NO.-1",250,213,0,463,170,142,0,312,107,0,58,49,162,29,0,1,0,0,0,1,0,1,4,6,1,312
297,"P.S. PALIYA ROOM NO.-1",369,292,0,661,247,185,0,432,200,0,72,29,200,120,0,2,0,0,0,0,0,1,3,3,2,432
298,"P.S. SARVAN ROOM NO.-1",367,331,0,698,283,238,0,521,12,0,146,15,145,199,3,1,1,0,1,2,1,1,2,2,2,521
299,"P.S. DINGRI ROOM NO.-1",717,631,0,1348,526,437,0,963,713,0,434,36,90,355,8,2,1,2,3,1,1,6,4,3,17,963
300,"P.S. SANGTARA ROOM NO.-1",552,448,0,1000,419,298,0,717,717,0,223,69,173,230,3,4,2,1,1,0,0,2,2,4,3,717
301,"P.S. SANGTARA ROOM NO.-2",417,335,0,752,256,166,0,422,1,0,80,56,104,177,1,2,0,0,0,0,0,1,0,1,0,422
302,"P.S. BIJAULI ROOM NO.-1",369,305,0,674,282,208,0,490,1,0,73,31,80,292,3,1,0,0,2,0,2,3,1,2,0,490
303,"J.H.S. KHIJHANA ROOM NO.-1",509,458,0,967,393,303,0,696,1,0,370,106,152,33,0,2,1,3,2,1,3,5,3,3,12,696
304,"J.H.S. KHIJHANA ROOM NO.-2",482,385,0,867,355,260,0,615,1,0,171,50,283,77,2,3,1,1,2,3,1,4,6,4,7,615
305,"P.S. KHIJHANA ROOM NO.-1",534,410,0,944,307,247,0,554,115,0,117,240,160,12,2,0,1,0,0,0,11,2,1,2,6,554
306,"P.S. KHIJHANA ROOM NO.-2",342,251,0,593,187,114,0,301,1,0,15,148,90,37,1,0,0,0,0,0,3,0,3,0,4,301
307,"P.S. SAINDER ROOM NO.-1",522,444,0,966,351,256,0,607,20,0,202,47,145,188,2,2,2,3,1,0,1,3,2,2,7,607
308,"P.S. SAINDER ROOM NO.-2",465,370,0,835,346,222,0,568,6,0,196,10,88,256,2,1,0,0,2,1,1,2,0,1,8,568
309,"P.S. UDHAPUR ROOM NO.-1",347,294,0,641,256,183,0,439,18,0,30,13,245,136,2,1,0,0,3,0,0,0,3,1,5,439
310,"P.S. BHADESIYA ROOM NO.-1",569,479,0,1048,404,302,0,706,1,0,156,44,304,173,5,3,1,3,5,2,0,3,3,1,3,706
311,"P.S. DEENPNAH NORTH",765,619,0,1384,573,210,0,783,83,0,201,357,50,149,0,2,0,1,0,1,5,1,3,5,8,783
312,"P.S. DEENPNAH SOUTH",571,446,0,1017,333,239,0,572,153,0,86,51,311,101,1,1,1,1,0,0,0,1,7,2,9,572
313,"P.S. BAJAGAHNI  NORTH",757,615,0,1372,454,312,0,766,376,0,109,212,202,210,0,1,1,3,0,2,2,1,6,8,9,766
314,"P.S. BAJAGAHNI  SOUTH",519,470,0,989,359,294,0,653,96,0,176,46,277,114,2,3,1,5,0,0,2,2,5,9,11,653
315,"P.S. BHADRAS ROOM NO.-1",645,517,0,1162,459,328,0,787,334,0,348,18,90,303,4,0,1,3,3,0,1,4,2,2,8,787
316,"P.S. BHADRAS ROOM NO.-2",615,498,0,1113,432,335,0,767,707,0,169,43,310,211,2,3,0,2,1,7,0,7,4,2,6,767
317,"J.H.S. KHUJ‍JHI- DHANNAGTIRTH ROOM NO.-1",658,520,0,1178,451,300,0,751,261,0,214,49,222,246,2,1,2,1,3,1,2,1,2,3,2,751
318,"P.S. GADIYA ROOM NO.-1",436,421,0,857,224,161,0,385,85,0,66,17,218,78,0,0,0,0,0,0,0,1,3,0,2,385
319,"P.S. GADIYA ROOM NO.-2",487,427,0,914,255,190,0,445,1,0,131,28,211,68,0,1,0,0,0,0,1,1,2,2,0,445
320,"P.S. JAMUA ROOM NO.-1",721,609,0,1330,493,371,0,864,1,0,199,199,249,201,3,1,0,0,1,1,1,2,3,2,2,864
321,"P.S. KASGAWAN ROOM NO.-1",533,438,0,971,373,290,0,663,663,0,291,74,199,83,3,1,0,0,0,2,1,0,2,2,5,663
322,"P.S. JINDPUR ROOM NO.-1",184,161,0,345,121,94,0,215,203,0,49,4,141,17,0,0,0,0,0,0,0,0,0,1,3,215
323,"P.S. BADHAIDIH H/O MAHOLIYA ROOM NO.-1",817,712,0,1529,564,407,0,971,410,0,499,82,149,196,6,4,1,1,3,6,1,2,11,4,6,971
324,"P.S. DHAURAHRA ROOM NO.-1",655,570,0,1225,381,277,0,658,656,0,248,63,175,132,1,2,1,1,0,3,1,3,8,4,16,658
325,"P.S. DHAURAHRA ROOM NO.-2",473,392,0,865,217,273,0,490,90,0,202,9,140,125,1,2,2,2,2,0,0,0,2,1,2,490
326,"P.S. HAJIPUR ROOM NO.-1",546,473,0,1019,384,295,0,679,669,0,192,13,201,257,2,0,1,0,0,0,0,2,4,1,6,679
327,"P.S. RAIGAWAN ROOM NO.-1",599,496,0,1095,440,338,0,778,3,0,271,44,192,252,1,3,0,1,0,1,0,3,5,1,4,778
328,"P.S. TIKRA ROOM NO.-1",380,327,0,707,254,203,0,457,15,0,45,62,194,149,1,0,0,0,0,0,1,2,3,0,0,457
329,"P.S. KARUWA ROOM NO.-1",674,638,0,1312,502,380,0,882,30,0,229,108,306,218,2,0,1,2,0,5,1,0,4,3,3,882
330,"P.S. SALEMABAD ROOM NO.-1",635,567,0,1202,493,371,0,864,1,0,199,199,249,201,3,1,0,0,1,1,1,2,3,2,2,864
331,"P.S. MEENNAGAR ROOM NO.-1",467,374,0,841,315,225,0,540,11,0,38,26,331,127,4,3,1,0,1,0,1,2,3,2,1,540
332,"P.S. AKHAIPUR ROOM NO.-1",169,159,0,328,95,92,0,187,7,0,8,10,68,94,0,3,0,0,0,0,1,1,1,0,1,187
333,"J.H.S. SCHOOL GHUNGHTER ROOM NO.-1",680,551,0,1231,462,329,0,791,510,0,179,109,68,422,0,0,0,2,1,0,0,2,2,2,4,791
334,"J.H.S. SCHOOL GHUNGHTER ROOM NO.-2",299,247,0,546,206,158,0,364,203,0,110,78,67,83,2,0,1,3,3,0,1,2,4,0,10,364
335,"P.S. GHUNGHTER ROOM NO.-1",608,519,0,1127,391,310,0,701,610,0,272,45,284,79,1,3,2,3,0,1,1,0,4,1,5,701
336,"P.S. GHUNGHTER ROOM NO.-2",309,213,0,522,206,134,0,340,148,0,77,21,37,195,1,0,0,1,0,0,0,0,0,0,8,340
337,"P.S. NAGRA ROOM NO.-1",149,128,0,277,107,83,0,190,5,0,10,12,101,58,2,1,0,0,1,0,1,1,2,0,1,190
338,"P.S. SARAI SAHBAJ ROOM NO.-1",471,457,0,928,345,301,0,646,279,0,59,16,347,201,3,3,1,2,0,1,0,1,7,1,4,646
339,"P.S. DADERA ROOM NO.-1",511,389,0,900,356,246,0,602,10,0,167,30,193,195,2,1,1,1,0,0,0,1,1,3,7,602
340,"P.S. ODARIYA ROOM NO.-1",593,543,0,1136,434,353,0,787,735,0,341,59,258,89,2,3,3,2,2,4,1,3,7,4,9,787
341,"P.S. ODAR ROOM NO.-1",833,697,0,1530,541,403,0,944,944,0,86,88,338,391,3,1,2,0,8,2,4,4,3,3,11,944
342,"P.S. NINDURA ROOM NO.-1",460,408,0,868,314,274,0,588,564,0,17,200,311,39,0,2,3,1,3,0,0,1,3,3,5,588
343,"P.S. NINDURA ROOM NO.-2",754,642,0,1396,547,377,0,924,2,0,126,90,487,186,3,3,1,0,4,1,2,0,9,2,10,924
344,"J.H.S. PINDSAWA ROOM NO.-1",422,362,0,784,326,256,0,582,36,0,273,10,199,89,3,2,0,0,1,0,0,1,2,0,2,582
