"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
179,"P.P. KHAMINI",769,625,0,1394,507,333,0,840,778,0,311,4,78,403,11,1,6,7,1,0,0,3,5,0,3,7,840
180,"P.P. BAHLOLPUR",204,176,0,380,170,138,0,308,308,0,35,3,260,4,0,0,0,0,0,0,0,0,1,2,0,3,308
181,"P.P. KHUDADADPUR",542,424,1,967,345,299,0,644,644,0,378,7,36,201,10,0,1,1,0,0,0,1,2,1,3,3,644
182,"J.H. MACHAN",561,481,0,1042,422,312,0,734,734,0,561,2,16,143,4,1,0,5,0,0,0,0,0,1,0,1,734
183,"P.P. PALIYAKALA",655,537,0,1192,524,337,0,861,859,0,671,4,19,144,2,0,1,1,1,0,0,2,3,1,4,8,861
184,"PURV MADHYAMIK V. BHADAU R.N. 1",566,476,0,1042,514,340,0,854,816,0,795,3,20,29,0,0,0,0,0,0,0,2,1,0,0,4,854
185,"PURV MADHYAMIK V. BHADAU R.N. 2",458,356,0,814,411,294,0,705,700,0,682,2,2,13,0,0,0,1,1,0,0,1,0,0,3,0,705
186,"P.P. AKABARPUR MASTPUR",387,299,0,686,361,222,0,583,583,0,538,0,8,30,0,0,0,2,1,0,0,0,0,0,1,3,583
187,"P.P. RIVA",411,323,0,734,377,302,0,679,603,0,669,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,679
188,"P.P.NAGALA BHADON",296,255,0,551,283,215,0,498,498,0,481,2,0,14,0,0,0,0,0,0,0,1,0,0,0,0,498
189,"P.P. LAKHOOA",403,320,0,723,402,229,0,631,631,0,614,1,3,9,0,0,0,1,0,0,0,0,0,0,1,2,631
190,"P.P. DARAPUR RASAINI",516,428,0,944,457,332,0,789,789,0,718,1,32,36,0,0,0,0,0,0,0,0,0,0,2,0,789
191,"P.P. SAHUMAI",446,373,0,819,436,313,0,749,749,0,744,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,749
192,"P.P. KODAR",522,424,0,946,312,272,0,584,584,0,542,2,8,25,1,0,0,0,0,0,0,0,0,0,2,4,584
193,"P.P. NAGALA HARISINGH",268,231,0,499,241,173,0,414,380,0,407,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,414
194,"P.P. KAMALPUR RAKHAVALI",419,356,0,775,337,235,0,572,510,0,209,1,179,174,1,1,2,0,0,0,0,0,1,1,2,1,572
195,"P.P. GAGLAI",301,253,0,554,268,209,0,477,477,0,460,1,2,5,0,0,1,0,1,0,0,0,0,0,2,5,477
196,"P.P. BHIKANPUR SAKHINI",522,428,0,950,452,343,0,795,795,0,271,4,59,445,3,1,4,0,0,0,0,0,1,1,2,4,795
197,"P.P. RAHANA",329,291,0,620,309,259,0,568,568,0,560,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,568
198,"P.P. DUGANA",665,529,0,1194,524,388,0,912,912,0,149,4,124,609,3,1,4,1,0,0,0,0,7,4,3,3,912
199,"P.P. PATHRAUA",476,380,0,856,395,308,0,703,696,0,7,1,381,302,3,0,1,2,0,1,0,2,1,2,0,0,703
200,"P.P. GADORA",382,349,0,731,370,241,0,611,611,0,71,0,56,473,2,0,0,0,0,0,0,1,1,4,2,1,611
201,"P.P. SHYAVARI",427,356,0,783,344,240,0,584,480,0,76,3,80,406,2,1,3,0,1,1,1,3,2,0,1,4,584
202,"P.P. DARAGPUR",323,262,0,585,289,224,0,513,512,0,335,2,82,85,2,0,2,0,0,0,0,2,2,0,0,1,513
203,"P.P. SANKHINI R.N. 1",430,314,0,744,283,205,0,488,448,0,163,0,180,139,2,1,0,0,0,0,0,0,0,1,1,1,488
204,"P.P. SANKHINI R.N. 2",443,331,0,774,333,244,0,577,570,0,212,4,23,327,3,0,0,0,0,0,0,1,0,0,3,4,577
205,"P.P. SANKHINI R.N. 3",395,296,0,691,268,206,0,474,464,0,40,2,227,197,2,0,1,1,0,0,0,0,1,2,0,1,474
206,"P.P. SARMAI",440,358,0,798,330,245,0,575,575,0,57,3,111,379,6,1,2,0,1,0,0,7,2,1,3,2,575
207,"P.P. BABAIN",740,593,0,1333,562,348,0,910,910,0,488,13,48,330,8,0,2,0,0,0,4,1,5,2,3,6,910
208,"P.P. KALUPURA",383,319,0,702,339,264,0,603,605,0,523,3,13,61,0,0,0,1,0,0,0,0,0,0,1,1,603
209,"P.P. SANTHI",493,393,0,886,407,288,0,695,695,0,130,1,250,303,3,0,1,0,0,0,1,0,3,1,1,1,695
210,"P.P. BANIPURA",336,276,0,612,277,192,0,469,469,0,63,2,10,388,1,0,0,1,0,0,0,0,2,0,1,1,469
211,"P.P. GHUNPAI",658,550,0,1208,397,284,0,681,680,0,106,2,334,226,1,1,1,0,0,0,0,2,2,1,4,1,681
212,"P.P. KHARAGPUR",364,298,0,662,313,225,0,538,538,0,72,2,5,445,4,1,4,0,0,0,0,0,1,0,1,3,538
213,"P.P. LALAI R.N. 1",484,371,0,855,385,260,0,645,645,0,100,0,25,508,3,0,1,1,1,0,0,0,3,1,1,1,645
214,"P.P. LALAI R.N. 2",398,353,0,751,276,211,0,487,487,0,133,4,26,317,7,0,0,0,0,0,0,0,0,0,0,0,487
215,"P.P. JAKHARA",340,303,0,643,285,210,0,495,495,0,72,7,10,386,3,1,2,1,3,1,0,1,3,1,3,1,495
216,"P.P. KHAIYATAN",572,473,0,1045,364,248,0,612,515,0,80,2,20,488,4,2,2,4,1,0,0,3,2,1,2,1,612
217,"P.P. KHAIRGARH R.N.1",472,403,0,875,347,249,0,596,570,0,227,3,3,354,1,0,1,2,0,1,0,1,1,0,1,1,596
218,"P.P. KHAIRGARH R.N.2",462,372,0,834,289,236,0,525,525,0,119,5,5,391,1,0,0,0,0,0,0,0,0,1,2,1,525
219,"P.P. KHAIRGARH R.N.3",719,582,0,1301,442,363,0,805,805,0,209,7,135,431,9,1,3,1,1,0,0,1,0,0,2,5,805
220,"P.P. NAGALA HIMMAT",564,472,0,1036,401,344,0,745,745,0,170,2,181,369,2,0,1,1,3,1,0,0,7,3,3,2,745
221,"P.P. NAGALA NATTHE",175,137,0,312,155,130,0,285,285,0,32,2,247,1,0,0,0,0,0,0,0,1,0,1,0,1,285
222,"P.P. SHEKHPURA",630,511,0,1141,547,369,0,916,916,0,904,0,1,4,0,0,0,2,1,0,0,0,0,1,2,1,916
223,"P.P. KANVARA",764,610,0,1374,498,382,0,880,880,0,280,8,390,192,2,0,1,1,0,0,0,1,1,1,1,2,880
224,"P.P. BHAISAKHARI",268,224,0,492,241,188,0,429,429,0,116,2,5,292,3,0,1,0,1,0,0,2,1,1,2,3,429
225,"P.P. NAGALA JAY KISHAN",334,297,0,631,317,254,0,571,407,0,449,3,1,110,1,0,2,0,0,0,2,0,0,0,2,1,571
226,"P.P. DUDPURA",218,177,0,395,213,165,0,378,378,0,23,0,2,345,3,0,2,0,1,0,0,0,1,0,1,0,378
227,"P.P. PAUHAPGARH",267,238,0,505,248,219,0,467,452,0,16,1,69,372,1,1,0,1,0,1,0,0,3,0,2,0,467
228,"P.P. NIKAU R.N. 1",567,408,0,975,390,285,0,675,671,0,84,2,17,552,3,3,7,2,0,0,0,0,3,1,0,1,675
229,"P.P. NIKAU R.N. 2",476,381,0,857,306,185,0,491,450,0,286,9,102,88,1,0,1,0,0,0,0,0,1,0,2,1,491
230,"P.P. PRATAPPUR  R.N. 1",529,475,0,1004,332,246,0,578,531,0,143,4,43,378,0,0,1,0,1,0,0,1,2,2,2,1,578
231,"P.P. PRATAPPUR  R.N. 2",451,406,0,857,290,266,0,556,519,0,56,2,454,35,0,1,1,2,1,0,0,0,0,0,3,1,556
232,"P.P. SHEKHUPUR HATHVANT",548,487,0,1035,459,319,0,778,770,0,397,6,61,300,2,0,0,0,0,0,0,0,1,3,4,4,778
233,"P.P. NAGALA DAHAR",321,289,0,610,283,240,0,523,522,0,38,2,32,451,0,0,0,0,0,0,0,0,0,0,0,0,523
234,"P.P. NAGALA SADIYA",246,189,0,435,215,164,0,379,375,0,365,3,3,2,0,0,0,0,0,0,0,0,0,0,0,6,379
235,"P.P. KUVERPUR",310,240,0,550,242,179,0,421,421,0,19,2,175,210,3,0,3,1,1,0,0,0,3,2,1,1,421
236,"J.H. SHEKHUPUR HATHVANT",493,402,0,895,312,244,0,556,556,0,144,4,111,293,2,0,0,0,0,0,0,1,0,0,1,0,556
237,"P.P. NAGALA KIRAR",291,247,0,538,195,173,0,368,346,0,128,2,8,219,4,1,0,1,0,0,1,0,0,0,3,1,368
238,"P.P. AKABARPUR GITAM SINGH",687,554,0,1241,622,310,0,932,932,0,78,4,10,814,5,2,0,0,0,1,1,4,6,1,3,3,932
239,"P.P. DAPAMAI",514,432,0,946,374,304,0,678,678,0,320,4,132,209,4,0,0,1,1,0,0,1,1,0,1,4,678
240,"P.P. BHAKARI",504,396,0,900,360,267,0,627,627,0,256,4,48,304,3,0,2,0,0,2,0,0,1,1,3,3,627
241,"P.P. ETAULI",393,324,0,717,290,228,0,518,518,0,317,2,5,189,0,0,1,0,0,0,0,2,1,0,1,0,518
242,"P.P. NANDPUR",814,622,1,1437,538,409,0,947,945,0,427,6,141,353,1,1,1,1,0,0,0,3,4,4,4,1,947
243,"P.P. KACHMAI",586,482,0,1068,575,451,0,1026,1026,0,679,6,161,167,1,0,1,1,0,0,1,1,0,0,4,4,1026
244,"P.P. NAGALA BANDHA",343,298,0,641,204,168,0,372,372,0,94,2,25,243,2,0,0,1,0,0,0,0,0,0,3,2,372
245,"P.P. HAMIRPUR",232,200,0,432,223,188,0,411,411,0,394,4,0,11,0,0,0,2,0,0,0,0,0,0,0,0,411
246,"P.P. NAYAK PUR",354,290,0,644,246,183,0,429,420,0,111,3,58,240,2,0,1,3,0,0,0,0,4,0,3,4,429
247,"P.P. SHYOMAI",486,367,0,853,480,260,0,740,740,0,476,1,24,225,2,1,1,2,0,0,0,1,0,0,4,3,740
248,"P.P. KALHARI",325,228,0,553,306,176,0,482,482,0,450,2,0,29,0,0,0,0,0,0,0,0,0,0,1,0,482
249,"P.P. JALALPUR",276,211,0,487,249,193,0,442,442,0,438,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,442
250,"P.P. DIHULI",620,457,0,1077,420,272,0,692,680,0,190,9,45,424,6,2,3,2,0,1,0,2,3,3,0,2,692
251,"P.P. NAGALA PADAMAN",441,326,0,767,304,201,0,505,505,0,95,3,10,389,1,0,0,0,0,1,0,1,1,1,1,2,505
252,"P.P. NAGALA HARI SINGH",249,231,0,480,187,157,0,344,344,0,89,1,80,165,1,0,1,1,1,1,1,1,0,0,1,1,344
253,"P.P. BILASPUR",733,531,0,1264,577,338,0,915,720,0,582,7,8,300,3,0,1,1,0,0,0,2,2,0,3,6,915
254,"P.P. JAMALIPUR",351,279,0,630,308,241,0,549,549,0,434,2,7,91,1,1,0,3,0,1,0,1,1,2,2,3,549
255,"P.P. NIJAMPUR R.N. 1",510,407,0,917,300,226,0,526,516,0,132,0,1,380,2,1,0,1,0,0,0,0,3,1,1,4,526
256,"P.P. NIJAMPUR R.N. 2",144,110,0,254,106,77,0,183,182,0,163,1,0,16,0,0,0,1,0,0,0,0,1,1,0,0,183
257,"P.P. AUDHAMPUR",355,285,0,640,317,253,0,570,570,0,559,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,570
258,"P.P. BAHAT R.N. 1",599,415,0,1014,359,223,0,582,570,0,159,0,102,312,1,1,0,1,0,0,0,0,1,0,0,5,582
259,"P.P. BAHAT R.N. 2",288,201,0,489,182,101,0,283,281,0,90,3,11,173,2,0,0,0,1,0,0,0,2,0,0,1,283
260,"P.P. NAGALA BHAVAN",326,255,0,581,315,222,0,537,537,0,437,1,45,53,0,0,0,0,0,0,0,0,0,0,0,1,537
261,"J.H. NAHALA PATTI (KHERIYA SHIKAMI VAHAT)",434,351,0,785,384,295,0,679,674,0,25,4,3,634,2,0,4,0,0,0,0,1,2,2,1,1,679
262,"P.P. KHERIYA",216,190,0,406,198,152,0,350,349,0,133,2,0,210,0,0,0,1,1,0,0,0,0,0,2,1,350
263,"P.P. NAGALA MANI",251,212,0,463,186,148,0,334,334,0,43,1,244,45,0,0,0,0,0,0,0,0,0,0,0,1,334
264,"P.P. KATAURA",523,438,0,961,421,324,0,745,745,0,83,4,57,591,3,0,2,0,1,0,0,1,2,1,0,0,745
265,"P.P. VITHVARA",563,446,0,1009,412,306,0,718,707,0,217,2,12,460,6,1,4,1,0,2,0,2,5,2,2,2,718
266,"P.P. KODARI PALIYA",358,320,0,678,282,229,0,511,511,0,95,1,37,360,0,0,0,2,1,1,0,3,6,3,2,0,511
267,"P.P. MUHAMMADPUR R.N. 1",388,339,0,727,285,215,0,500,491,0,40,1,61,373,2,0,2,1,0,1,2,3,5,3,2,4,500
268,"P.P. MUHAMMADPUR R.N. 2",495,393,0,888,300,215,0,515,515,0,92,0,225,181,2,0,2,1,0,0,0,0,2,3,3,4,515
269,"P.P. NAGALA MILIK",213,184,0,397,208,165,0,373,373,0,371,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,373
270,"P.P. NAVADA",496,393,0,889,311,250,0,561,531,0,345,7,6,177,5,2,1,0,1,0,1,1,2,2,2,9,561
271,"P.P. MUHAMMADPUR",400,327,0,727,388,277,0,665,665,0,583,1,12,65,0,0,0,0,0,0,1,0,1,0,0,2,665
272,"P.P. NAGALA RAM",211,179,0,390,157,98,0,255,255,0,164,0,27,58,0,0,0,4,0,0,1,0,0,1,0,0,255
273,"P.P. MONGARA",299,247,1,547,253,197,0,450,450,0,20,0,110,304,8,2,0,0,0,0,1,1,4,0,0,0,450
274,"P.P. DEVARI FARIDPUR",400,296,0,696,243,154,0,397,397,0,99,2,4,280,1,1,0,0,0,1,0,1,1,0,2,5,397
275,"P.P. NAGALA PATIYA",140,110,0,250,114,88,0,202,202,0,43,1,3,146,1,1,1,0,0,0,1,0,2,1,0,2,202
276,"P.P.SALEMPUR KHUTIYANA R.N. 1",226,170,0,396,178,121,0,299,299,0,26,0,1,264,3,2,0,1,0,0,0,0,0,0,1,1,299
277,"P.P.SALEMPUR KHUTIYANA R.N. 2",627,528,0,1155,374,279,0,653,652,0,232,2,66,339,3,2,4,1,0,0,1,0,1,1,0,1,653
278,"P.P. NAGALA VADILA",301,270,0,571,248,195,0,443,443,0,135,0,2,295,2,0,1,3,0,0,0,0,2,0,2,1,443
279,"P.P. PATIKARA",480,409,0,889,248,243,0,491,491,0,200,2,135,135,4,1,0,0,0,1,1,0,4,3,1,4,491
280,"P.P. NAGALA KARONDA",234,223,0,457,174,160,0,334,318,0,41,0,0,288,2,0,0,0,0,0,0,1,0,0,2,0,334
281,"J.H. KHERIYA",579,436,0,1015,383,285,0,668,668,0,226,1,2,420,3,0,1,6,0,0,0,0,4,1,0,4,668
282,"P.P. JHAPARA R.N. 1",509,421,0,930,455,401,0,856,856,0,825,1,0,26,0,0,0,0,0,0,0,0,0,0,2,2,856
283,"P.P. JHAPARA R.N. 2",587,458,0,1045,575,329,0,904,903,0,872,4,0,26,0,0,1,1,0,0,0,0,0,0,0,0,904
284,"P.P. NAGALA MAAN",677,592,0,1269,616,421,0,1037,1037,0,999,3,1,30,0,0,0,1,0,1,0,0,0,0,0,2,1037
285,"U.P.V. DARAPUR MILAVALI",662,528,0,1190,506,375,0,881,881,0,248,6,5,603,7,0,1,0,1,1,0,0,5,1,2,1,881
286,"P.P. GHAGHAU NAGALA PANDE",382,307,0,689,362,230,0,592,592,0,459,3,1,129,0,0,0,0,0,0,0,0,0,0,0,0,592
287,"P.P. BHAYPUR",259,214,0,473,186,129,0,315,315,0,96,5,168,41,2,0,0,1,0,0,0,0,1,0,1,0,315
288,"P.P. CHIDARAI KHAS",784,604,0,1388,513,387,0,900,872,0,115,4,51,714,3,0,4,1,0,0,0,1,3,1,1,2,900
289,"P.P. GHAGHAU KHURD",320,263,1,584,261,205,0,466,466,0,297,2,3,154,3,0,2,0,0,0,1,1,1,0,0,2,466
290,"PACHAYAT GHAR NAGALA RAMA",325,318,0,643,270,237,0,507,507,0,168,5,6,326,1,0,0,1,0,0,0,0,0,0,0,0,507
291,"P.P. PARAULI",307,241,0,548,240,167,0,407,405,0,187,2,4,204,0,0,0,1,0,0,0,0,2,3,3,1,407
292,"P.P. AURANGABAD JASRANA",439,374,0,813,328,254,0,582,577,0,127,1,220,223,6,0,0,0,0,0,1,1,0,0,1,2,582
293,"P.P. JAUNAMAI",351,265,0,616,232,183,0,415,415,0,75,1,1,330,0,0,0,0,0,0,0,1,5,0,2,0,415
294,"P.P. AKABARPUR KUTUKPUR R.N. 1",452,430,0,882,345,275,0,620,600,0,60,15,66,471,0,0,0,1,0,0,1,0,1,3,1,1,620
295,"P.P. AKABARPUR KUTUKPUR R.N. 2",440,392,0,832,352,271,0,623,622,0,52,11,10,535,2,1,1,0,1,1,0,1,4,0,1,3,623
296,"P.P. ATURRA",727,636,0,1363,539,439,0,978,965,0,61,6,70,822,0,0,2,1,0,0,0,0,5,2,7,2,978
297,"P.P. PACHAVA",765,600,1,1366,579,423,0,1002,991,0,47,3,146,762,12,3,1,1,1,0,2,4,7,7,2,4,1002
298,"P.P. SAVALPUR",440,385,0,825,357,274,0,631,631,0,70,0,16,532,2,1,1,0,1,1,2,1,2,1,1,0,631
299,"P.P. JASRANA R.N. 1",536,459,0,995,378,295,0,673,570,0,28,1,9,627,4,0,2,0,0,0,0,0,2,0,0,0,673
300,"P.P. JASRANA R.N. 2",393,353,0,746,213,205,0,418,418,0,34,6,133,237,3,0,1,1,0,0,0,0,0,2,0,1,418
301,"K.P.P. JASRANA R.N. 1",411,373,0,784,332,246,0,578,574,0,161,7,12,387,2,0,1,1,0,1,0,0,0,1,2,3,578
302,"K.P.P. JASRANA R.N. 2",318,247,0,565,243,168,0,411,411,0,142,7,2,254,6,0,0,0,0,0,0,0,0,0,0,0,411
303,"P.P. SHISHPURI",340,289,0,629,291,205,0,496,392,0,315,1,4,168,1,1,0,0,0,0,0,0,3,0,1,2,496
304,"R.K. U.M.V. JASRANA R.N. 1",255,235,0,490,170,141,0,311,311,0,272,2,7,27,0,0,0,0,0,0,0,0,2,0,1,0,311
305,"R.K. U.M.V. JASRANA R.N. 2",728,611,0,1339,485,305,0,790,757,0,383,3,5,389,4,0,0,3,0,0,0,0,0,2,0,1,790
306,"R.K. U.M.V. JASRANA R.N. 3",842,639,0,1481,592,365,0,957,740,0,495,5,4,441,3,1,0,4,0,0,0,1,0,0,1,2,957
307,"TOWN ARIYA P.V.MU. VELAMPURI",531,458,0,989,384,276,0,660,640,0,361,3,1,289,1,2,0,0,0,0,0,1,2,0,0,0,660
308,"P.P. NAGALA GHANI",573,501,0,1074,531,484,0,1015,1015,0,972,0,1,40,1,0,0,0,0,0,0,1,0,0,0,0,1015
309,"P.P. SIKANDARPUR",161,151,0,312,143,122,0,265,265,0,73,1,3,181,0,0,0,1,0,0,0,0,2,1,2,1,265
310,"P.P. NAGALA JHIL",216,196,0,412,210,180,0,390,390,0,358,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,390
311,"P.P. NAGALA GANGE",332,280,0,612,279,236,0,515,450,0,348,1,0,144,2,0,0,18,0,0,0,0,0,0,0,2,515
312,"J.H. BHAIDI",545,442,0,987,505,386,0,891,891,0,714,9,2,157,1,0,1,1,0,0,0,0,1,0,2,3,891
313,"P.P. NAGALA TURSI",205,192,0,397,200,186,0,386,385,0,379,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,386
314,"P.P. BADA GAWN R.N. 1",592,499,0,1091,381,280,0,661,580,0,188,5,115,312,5,2,14,5,2,2,1,0,1,2,5,2,661
315,"P.P. BADA GAWN R.N. 2",602,493,0,1095,359,271,0,630,628,0,198,3,55,331,11,2,2,4,0,0,1,3,7,4,2,7,630
316,"J.H. NAGALA NATHUA",586,490,0,1076,520,307,0,827,827,0,722,0,2,94,0,0,0,5,0,0,0,0,0,0,0,4,827
317,"J.H. PALIYA SOYAM",452,388,0,840,440,228,0,668,668,0,653,3,0,10,0,0,0,0,0,0,0,0,0,1,0,1,668
318,"P.P. SALEMPUR JASRANA R.N. 1",511,401,0,912,450,315,0,765,764,0,687,5,3,42,0,0,0,21,1,0,0,0,0,0,1,5,765
319,"P.P. SALEMPUR JASRANA R.N. 2",317,231,0,548,305,200,0,505,505,0,462,1,1,31,0,0,0,9,0,0,0,0,0,0,0,1,505
320,"P.P. NAGALA TURSI",209,156,0,365,174,106,0,280,280,0,192,4,1,71,0,1,1,5,0,0,0,0,0,0,2,3,280
321,"P.P. PALIYA DOYAM",736,550,0,1286,601,369,0,970,970,0,793,9,20,131,3,2,0,5,0,0,1,0,1,2,0,3,970
322,"J.H. KUSHIYARI R.N. 1",530,390,0,920,269,171,0,440,419,0,150,2,128,150,1,0,0,0,1,0,0,1,1,2,1,3,440
323,"J.H. KUSHIYARI R.N. 2",300,207,0,507,186,108,0,294,290,0,173,5,3,109,1,0,0,1,0,0,0,1,0,0,0,1,294
324,"J.H. NAGALA MAAN SINGH",344,288,0,632,248,177,0,425,425,0,131,6,21,260,1,0,2,0,0,1,2,0,0,0,1,0,425
325,"P.P. RAVARI NAGALA KINNAR",608,427,0,1035,403,239,0,642,622,0,323,3,74,225,6,1,3,1,0,0,0,2,0,0,0,4,642
326,"P.P. NAGALA HIRE",342,298,0,640,309,263,0,572,572,0,451,2,0,112,2,0,0,0,0,0,0,0,1,0,2,2,572
327,"P.P. TODARPUR BOTHARI",368,293,0,661,323,204,0,527,527,0,33,1,20,463,2,1,0,0,0,1,0,2,1,1,1,1,527
328,"P.P. VAJANI",302,236,0,538,216,158,0,374,374,0,115,3,61,181,2,1,2,0,1,0,0,0,4,0,1,3,374
329,"K.P.P. KAURARA VURURG R.N. 1",444,354,0,798,330,208,0,538,538,0,90,3,20,407,8,0,3,0,0,0,0,3,2,0,1,1,538
330,"K.P.P. KAURARA VURURG R.N. 2",802,610,0,1412,399,315,0,714,704,0,168,3,204,314,5,4,1,0,2,1,2,2,1,2,1,4,714
331,"P.P. SEVAPUR",254,188,0,442,196,119,0,315,309,0,31,2,14,254,2,0,1,1,0,0,1,1,5,0,2,1,315
332,"PANCHAYAT GHAR KAURARA VURURG",399,356,1,756,214,190,0,404,404,0,102,4,4,287,2,1,0,0,0,0,0,0,2,0,2,0,404
333,"P.P. NAGALA UDI",305,248,0,553,239,195,0,434,432,0,246,2,0,181,1,0,0,0,0,0,0,0,0,0,2,2,434
334,"P.P. NAGALA KANHI",216,165,1,382,174,144,0,318,315,0,16,1,149,147,3,0,1,0,0,0,0,1,0,0,0,0,318
335,"P.P. BAJHERA BUJURG R.N. 1",372,297,0,669,302,194,0,496,475,0,138,1,15,328,5,0,0,2,0,0,1,2,0,1,2,1,496
336,"P.P. BAJHERA BUJURG R.N. 2",567,449,0,1016,446,310,0,756,756,0,206,3,15,515,3,0,0,0,0,0,0,0,2,1,5,6,756
337,"P.P. NAGALA SHADI R.N. 1",569,469,1,1039,508,340,0,848,848,0,45,7,18,766,2,0,0,0,0,1,0,0,3,1,2,3,848
338,"P.P. NAGALA SHADI R.N. 2",447,395,0,842,356,266,0,622,622,0,94,6,6,506,2,0,0,0,0,0,3,1,1,0,3,0,622
339,"P.P. VANVARA",548,433,0,981,479,329,0,808,808,0,698,3,2,93,3,0,0,0,0,0,0,0,1,1,1,6,808
340,"K.P.P. NAGALA PATTI",284,284,0,568,271,244,0,515,515,0,465,1,8,36,1,1,0,1,0,0,0,0,0,0,0,2,515
341,"P.P. NAGALA MADANA",362,319,0,681,349,309,0,658,658,0,586,1,6,58,0,0,0,1,0,0,0,1,1,1,0,3,658
342,"P.P. TIKAMAI",401,330,0,731,392,300,0,692,680,0,657,2,2,29,0,1,0,0,0,0,0,0,0,0,0,1,692
343,"P.P. PRANPUR",539,442,0,981,398,282,0,680,680,0,134,4,5,523,3,0,1,0,1,1,0,0,6,0,0,2,680
344,"P.P. NAGALA LALJEET",275,221,0,496,245,190,0,435,435,0,422,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,435
345,"K.P.P. DILAULI GORAVA",684,535,0,1219,404,281,0,685,671,0,107,4,297,264,3,0,1,0,0,0,2,0,1,0,2,4,685
346,"J.H. DINAULI GORAVA",211,174,0,385,133,104,0,237,230,0,101,0,0,132,0,0,2,0,0,0,0,1,1,0,0,0,237
347,"P.P. NAGALA JHAL",342,287,0,629,301,220,0,521,477,0,421,2,3,91,1,0,0,0,0,0,0,0,0,1,1,1,521
348,"P.P. KUSHUAMAI",191,169,0,360,147,112,0,259,240,0,49,2,122,76,4,1,0,0,1,0,0,0,2,0,1,1,259
349,"P.P. NAGALA JAT",579,455,0,1034,432,324,0,756,753,0,292,5,132,301,6,0,1,3,1,1,1,0,4,3,2,4,756
350,"DAYANAND SARSVATI E.K. JAJUMAI R.N. 1",488,394,0,882,459,298,0,757,757,0,566,0,5,184,1,0,0,0,0,0,0,0,0,1,0,0,757
351,"DAYANAND SARSVATI E.K. JAJUMAI R.N. 2",391,305,0,696,359,256,0,615,615,0,444,0,28,141,0,0,0,0,0,0,0,0,0,1,0,1,615
352,"DAYANAND SARSVATI E.K. JAJUMAI R.N. 3",468,380,0,848,442,332,0,774,774,0,514,1,5,240,5,0,1,0,0,0,1,0,1,0,5,1,774
353,"P.P. FATEHPUR KATAINA",324,273,0,597,256,177,0,433,433,0,360,5,4,58,1,0,0,1,1,0,0,0,0,0,1,2,433
354,"P.P. HUSAIPUR JAGE",225,179,0,404,208,159,0,367,367,0,350,2,1,11,0,0,0,0,0,0,0,0,0,0,1,2,367
355,"P.P. BAIRANI SANORA R.N. 1",756,618,0,1374,578,324,0,902,902,0,842,4,2,43,2,0,0,3,0,0,0,0,1,0,1,4,902
356,"P.P. BAIRANI SANORA R.N. 2",566,432,0,998,360,219,0,579,575,0,339,3,4,212,2,1,2,2,0,1,0,1,2,2,4,4,579
357,"S.S.S BAIRANI SANORA",204,171,0,375,160,89,0,249,249,0,125,0,10,107,4,0,1,0,0,0,1,0,0,0,1,0,249
358,"P.P. RADHAUA",121,107,0,228,105,95,0,200,200,0,11,1,183,4,0,0,0,0,0,0,0,0,0,0,1,0,200
359,"P.P. BIJAULI",499,432,0,931,498,304,0,802,759,0,783,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,802
360,"P.P. FARIDA VAROLI",269,218,0,487,268,196,0,464,463,0,455,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,464
361,"P.P. BAROLI",555,455,0,1010,541,430,0,971,971,0,530,7,134,278,2,1,1,0,1,0,0,0,5,7,1,4,971
362,"P.P. NAYA BANS",587,496,0,1083,504,422,0,926,926,0,684,3,51,177,3,0,0,0,0,0,0,0,1,1,0,6,926
363,"J.H. NAGALA GHANSHYAM JAROLY",441,355,0,796,370,287,0,657,657,0,12,1,1,620,5,2,1,2,1,1,0,1,6,1,0,3,657
364,"P.P. JAROLI",389,340,0,729,212,190,0,402,402,0,132,4,93,156,2,0,3,2,0,0,1,0,1,2,2,4,402
