"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAILASH NATH SINGH YADAV","2 - MO. MAKSUD KHAN","3 - MANOJ SINHA","4 - SMT SHIVKANYA KUSHWAHA","5 - ISHWAR DEV","6 - ISHWARI","7 - OMKAR CHAUHAN","8 - GUPTESHWAR","9 - DEENDAYAL","10 - DHARM YADAV","11 - PAPPU","12 - BRIJ BHUSHAN","13 - BHARAT","14 - RAJENDRA NATH RAM","15 - SATYA DEV YADAV","16 - ARUN KUMAR SINGH","17 - KUBER","18 - LAKSHAMAN","19 - None of the Above","Total Votes Secured"
164,KRI.MA.CA.JANGIPUR(E.WING),269,202,0,471,182,150,0,332,2,0,138,2,12,33,0,2,0,0,2,126,1,1,0,0,0,6,5,1,3,332
165,KRI.MA.CA.JANGIPUR(E.WING),450,343,0,793,319,241,0,560,560,0,208,4,114,142,0,0,0,1,76,1,2,0,3,1,2,4,0,2,0,560
166,"P.P JANGIPUR",661,530,1,1192,437,292,0,729,14,0,23,12,526,69,1,2,1,0,1,62,2,2,0,2,1,4,2,0,19,729
167,SA.MI.K.TARNPUR,575,523,0,1098,388,316,0,704,403,0,195,12,345,120,1,2,0,0,1,1,1,5,1,3,1,1,6,4,5,704
168,"P.P APHJALPUR",817,647,0,1464,530,357,0,887,887,0,241,13,222,388,6,0,2,0,0,2,0,3,0,1,1,5,1,0,2,887
169,"P.P BAGHOL(E.WING)",686,575,0,1261,415,314,0,729,27,0,61,16,354,255,2,2,1,0,1,10,3,2,0,0,4,14,1,0,3,729
170,"P.P BAGHOL (W.WING)",813,682,0,1495,474,385,0,859,52,0,260,20,200,197,5,1,2,1,4,9,4,4,1,3,22,116,8,0,2,859
171,"P.P. PARMANADPUR(E.WING)",622,518,1,1141,452,295,0,747,6,0,202,1,76,423,2,2,0,0,0,22,0,4,0,0,1,5,3,2,4,747
172,"P.P. PARMANANDPUR(E.WING)",217,189,0,406,122,95,0,217,80,0,65,0,48,95,2,0,0,0,0,2,0,1,1,0,0,1,0,0,2,217
173,"P.P CHAKABDUL RAHMAN U. BABHNOULI",309,234,0,543,189,169,0,358,358,0,135,3,71,134,2,0,0,0,0,1,0,2,2,0,0,5,1,0,2,358
174,"P.P BABURAYPUR(N.WING)",797,583,0,1380,470,314,0,784,700,0,51,6,336,347,4,0,1,2,1,5,1,3,1,3,4,11,0,0,8,784
175,"P.P. BABURAYPUR(S.WING)",527,463,0,990,406,200,0,606,606,0,179,5,129,256,2,1,0,1,0,1,2,1,4,4,0,9,4,0,8,606
176,"J.H.S. JAYANTIDASPUR",481,376,0,857,306,211,0,517,43,0,60,4,177,228,3,0,2,0,0,1,2,2,3,2,6,20,2,2,3,517
177,"P.P TIKARI",198,192,0,390,143,140,0,283,81,0,27,0,42,209,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,283
178,"P.P NEVADA",733,635,0,1368,442,337,0,779,779,0,455,10,131,122,1,3,2,0,1,29,4,4,1,1,0,5,6,0,4,779
179,"J.H.S. LAVA(N.WING)",796,626,0,1422,462,379,0,841,161,0,185,15,215,316,4,4,1,0,0,61,0,3,1,3,7,22,2,0,2,841
180,J.H.S.LAVA(S.WING),464,384,0,848,226,301,0,527,527,0,84,7,127,255,1,2,0,0,0,25,0,6,0,1,0,1,5,1,12,527
181,"KANYA P.P.VISHUNPUR DATTA",748,585,0,1333,428,354,0,782,308,0,332,7,247,154,2,0,0,0,2,9,4,3,3,2,2,12,1,2,0,782
182,"P.P. AARIPUR(E.WING)",599,474,0,1073,331,279,0,610,208,0,157,13,232,152,5,3,2,1,2,29,2,1,1,1,2,5,1,1,0,610
183,"P.P AARIPUR(W.WING)",397,328,0,725,255,209,0,464,453,0,120,2,30,239,1,0,0,0,0,58,0,3,1,0,1,5,2,1,1,464
184,"P.P. MAHAMUDPUR",638,527,0,1165,330,308,0,638,38,0,169,6,209,188,3,18,0,0,0,38,2,2,0,1,0,1,0,0,1,638
185,"P.P BHADEV(E.WING)",728,588,0,1316,413,316,0,729,435,0,101,5,143,331,5,11,2,2,1,99,6,3,4,6,4,3,1,0,2,729
186,P.P.BHADEV(W.WING),267,208,0,475,168,120,0,288,45,0,87,1,11,177,5,0,0,0,0,2,1,1,0,0,1,0,2,0,0,288
187,"P.P. CHAKDAUD",396,328,0,724,353,230,0,583,350,0,197,3,135,231,1,1,0,0,0,6,0,1,2,0,0,2,2,0,2,583
188,"HARIJAN P.P. CHATAIPARA",440,380,0,820,349,233,0,582,86,0,268,10,206,30,3,5,2,2,1,32,1,1,0,3,0,13,0,1,4,582
189,"P.P. AKHTIYARPUR",635,517,0,1152,388,288,0,676,676,0,156,12,190,165,7,17,4,1,5,96,4,5,1,4,0,6,2,0,1,676
190,"P.P BAGHUI BUJURG",169,147,0,316,97,98,0,195,67,0,96,3,45,32,1,0,0,0,0,1,0,1,3,1,4,5,2,0,1,195
191,"HARIJAN P.P. BARIKHPUR",790,639,0,1429,512,422,0,934,934,0,411,11,152,319,1,2,0,0,0,2,4,5,2,2,1,16,5,0,1,934
192,"J.H.S. PARA (E.WING)",860,630,0,1490,585,315,0,900,800,0,282,15,192,351,4,0,1,1,28,4,3,0,2,0,2,4,1,10,0,900
193,"J.H.S. PARA(C.WING)",698,531,0,1229,423,299,0,722,50,0,239,17,178,257,0,1,0,0,0,18,1,3,0,1,0,2,3,0,2,722
194,"J.H.S. PARA(W.WING)",600,468,0,1068,407,321,0,728,600,0,496,17,138,64,0,0,0,0,1,3,1,0,1,4,0,1,2,0,0,728
195,"P.P. SUSUNDI(N.WING)",820,656,0,1476,480,359,0,839,39,0,265,15,329,165,3,1,0,1,0,26,1,8,0,0,1,8,3,4,9,839
196,"P.P. SUSUNDI(S.WING)",538,462,0,1000,335,285,0,620,620,0,69,2,132,400,2,7,0,0,0,2,0,0,1,0,1,1,0,0,3,620
197,"P.P MAHUAARI",707,581,0,1288,431,352,0,783,700,0,257,11,259,130,2,7,0,1,4,72,3,1,0,3,2,26,5,0,0,783
198,"P.P. BHIKHANAPUR",499,425,0,924,317,285,0,602,602,0,381,3,87,70,4,0,0,0,0,23,1,1,0,0,0,30,2,0,0,602
199,"P.P ARKHAPUR (N.WING)",671,589,0,1260,403,390,0,793,793,0,293,6,248,222,0,0,0,0,1,2,0,2,1,0,2,12,2,2,0,793
200,"P.P. ARKHAPUR(S.WING)",642,542,0,1184,397,295,0,692,210,0,118,7,251,253,2,3,0,1,2,42,2,3,0,0,1,3,2,1,1,692
201,"P.P. NIJAMPUR",442,392,0,834,321,272,0,593,10,0,139,1,49,393,3,1,0,0,0,0,1,2,1,0,0,3,0,0,0,593
202,"J.H.S.RASULPUR KANDHWARA(E.WING)",599,465,0,1064,362,258,0,620,600,0,231,4,41,214,3,0,2,1,2,96,2,2,1,1,0,9,5,3,3,620
203,"J.H.S. RASULPUR KANDHWARA (W.WING)",579,462,0,1041,422,262,0,684,630,0,100,14,118,53,9,1,8,3,13,2,1,9,1,6,79,259,1,6,1,684
204,"P.P CHOURAHI(E.WING)",605,480,0,1085,383,281,0,664,664,0,228,9,90,253,4,6,2,2,1,55,2,3,0,2,2,5,0,0,0,664
205,"P.P. CHAURHI (W.WING)",458,409,0,867,314,279,0,593,593,0,262,7,113,103,5,0,2,0,0,62,2,0,1,6,5,18,2,1,4,593
206,"P.P. NURPUR MUBARKPUR",527,456,0,983,317,260,0,577,414,0,115,10,165,217,3,4,0,0,0,35,0,9,0,1,2,3,3,3,7,577
207,"P.P. PHADANPUR",379,290,0,669,226,155,0,381,381,0,81,6,79,167,1,1,0,0,0,34,0,3,0,1,1,5,2,0,0,381
208,"PAN.BHA. BHULANDHARPUR",845,659,0,1504,585,343,0,928,928,0,283,9,181,382,5,3,1,0,2,13,1,4,1,1,3,20,5,3,11,928
209,"P.P MEHAR ALIPUR DU. (N.WING)",730,589,0,1319,426,336,0,762,762,0,109,7,225,342,3,0,0,1,9,15,2,2,3,8,7,14,6,2,7,762
210,"P.P. MEHARALIPUR DU.(S.WINGH)",256,207,0,463,179,102,0,281,256,0,9,2,152,65,2,0,0,1,17,3,1,1,1,4,3,19,0,0,1,281
211,"P.P MADARPUR",788,677,0,1465,409,542,0,951,951,0,555,13,145,213,1,0,0,0,0,1,1,0,1,1,6,8,3,0,3,951
212,"P.P KADIPUR",590,449,0,1039,414,309,0,723,15,0,82,4,242,271,3,4,2,0,1,36,1,6,5,4,4,55,1,0,2,723
213,"J.H.S. VISHUNPUR PIPARAHI",656,481,0,1137,411,335,0,746,746,0,155,5,260,170,8,0,1,1,2,8,1,2,1,0,13,88,12,2,17,746
214,"P.P ANDHAU(E.WING)",692,576,0,1268,429,295,0,724,303,0,159,5,139,299,1,4,0,0,1,19,1,9,2,3,25,52,3,0,2,724
215,"P.P ANDHAU (E.M.WING)",311,281,1,593,167,162,0,329,305,0,22,4,186,96,0,0,0,1,0,4,1,6,1,2,1,2,0,0,3,329
216,"P.P ANDHAU(W.C.WING)",682,468,0,1150,362,195,0,557,532,0,131,8,172,154,2,2,0,0,2,64,1,1,0,1,3,14,2,0,0,557
217,"KANYA P.P. ANDHAU(M.WING)",514,477,0,991,290,330,0,620,610,0,52,17,216,212,2,1,0,0,1,83,3,7,4,0,7,11,2,1,1,620
218,"P.P. ANDHAU (W.WING)",621,520,0,1141,380,277,0,657,45,0,40,4,121,439,4,2,1,0,0,27,1,0,4,0,1,8,2,0,3,657
219,"HARIJAN BAL VI. DEVKATHIYA",728,606,0,1334,509,354,0,863,55,0,269,24,314,232,1,2,0,0,0,11,2,2,0,0,1,2,2,1,0,863
220,"P.P. DEVKATHIYA NEW BHA. (E.WING)",643,543,0,1186,496,314,0,810,800,0,263,11,69,395,3,5,0,2,1,43,1,1,0,4,0,8,2,0,2,810
221,P.P.DEVK.N.BHAWAN,561,493,0,1054,418,287,0,705,650,0,67,7,77,509,6,3,0,0,0,27,1,2,2,0,0,1,1,0,2,705
222,"P.P CHAKJAPHAR",263,203,0,466,177,174,0,351,351,0,277,0,17,37,1,0,0,0,0,1,0,1,1,1,2,13,0,0,0,351
223,"P.P CHAKSAPHIYA",255,196,0,451,220,168,0,388,2,0,357,2,4,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,388
224,"P.P RUAHIPUR",695,537,0,1232,399,326,0,725,725,0,388,13,169,95,0,3,1,0,1,27,0,1,1,1,4,15,3,2,1,725
225,"P.P VIDHYAPARA",550,437,0,987,360,252,0,612,267,0,174,6,171,119,7,4,3,2,3,10,1,3,1,1,13,79,10,2,3,612
226,SA.S.S.SARAYPEERMUHAMMAD,331,269,0,600,207,164,0,371,322,0,39,3,80,226,0,0,0,2,1,6,3,0,2,1,5,3,0,0,0,371
227,"P.P. NAGWA KHURD DU. KATELA(S.WING)",862,689,0,1551,517,426,0,943,943,0,205,11,197,131,2,11,3,1,3,288,6,17,0,0,6,20,23,1,18,943
228,"P.P. NAGWA KHURD.DU.KATEILA(N.WING)",246,201,0,447,161,105,0,266,266,0,18,3,5,226,3,1,0,0,0,1,0,0,0,1,1,4,2,1,0,266
229,"PANCHAYAT BHAWAN CHAK HUSEN",498,396,0,894,348,272,0,620,600,0,86,2,77,324,5,4,1,0,2,2,1,3,2,3,13,93,1,1,0,620
230,"P.P KHERULLAHPUR(E.WING)",526,439,1,966,344,271,0,615,294,0,5,6,191,312,3,0,1,0,1,3,0,46,1,4,4,36,0,0,2,615
231,"P.P KHERULLAHPUR(W.WING)",470,400,0,870,301,225,0,526,100,0,43,21,123,106,0,4,0,0,2,191,1,11,0,0,1,4,8,1,10,526
232,"P.P. VIRAYACH",546,437,0,983,395,238,0,633,633,0,219,6,169,149,0,1,1,0,1,36,0,4,2,1,3,33,3,1,4,633
233,"P.P. CHAKABDUL BAHAV",745,694,0,1439,423,385,0,808,861,0,40,9,524,107,2,10,3,1,7,25,6,14,4,6,12,35,1,1,1,808
234,"P.P. MISHOULIYA (E.WING)",688,554,0,1242,421,334,0,755,755,0,94,11,452,110,3,0,2,0,16,37,2,4,0,0,5,14,1,0,4,755
235,"P.P MISHROULIYA AD.C.",415,366,0,781,254,200,0,454,382,0,26,5,321,32,1,3,0,0,19,19,2,4,0,0,4,4,2,0,12,454
236,"P.P MISHROLIYA (W.WING)",475,396,0,871,258,235,0,493,245,0,16,22,288,130,2,0,1,0,1,2,0,10,0,1,2,14,0,0,4,493
237,"J.H.S. MISHROULIYA",569,476,0,1045,353,253,0,606,305,0,20,9,421,136,1,0,0,0,0,2,0,6,0,0,1,8,0,0,2,606
238,"HOMEOPATHIC COLLEGE GHAZIPUR (R.N.-1)",628,587,0,1215,377,327,0,704,704,0,61,11,194,326,3,0,1,1,3,73,2,3,1,13,1,1,4,1,5,704
239,"HOMEOPATHIC COLLEGE GHAZIPUR(R.N-2)",424,395,1,820,327,99,0,426,426,0,102,4,191,89,1,2,1,0,2,4,1,4,1,6,4,7,3,0,4,426
240,"HOMEOPATHIC COLLEGE GHAZIPUR HOUSE-3",745,605,0,1350,349,264,0,613,2,0,135,15,308,81,2,1,0,3,0,34,1,17,0,1,1,8,2,1,3,613
241,"HOMEOPATHIC COLLEGE GHAZIPUR HOUSE-4",606,545,0,1151,290,231,0,521,321,0,63,17,127,232,0,1,1,1,0,63,0,10,1,1,0,1,2,0,1,521
242,"HOMEOPATHIC COLLEGE GHAZIPUR HOUSE-5",570,473,0,1043,296,230,0,526,500,0,36,8,255,168,4,0,0,0,0,34,0,9,1,0,0,8,0,0,3,526
243,"HOMEOPATHIC COLLEGE GHAZIPUR HOUSE-6",852,685,0,1537,420,304,0,724,471,0,126,21,273,232,3,1,0,0,0,37,2,20,2,1,1,4,1,0,0,724
244,"P.P KAITHVALIYA (URADU MIDIEAM)E.WING)",522,437,0,959,310,245,0,555,450,0,44,15,262,155,0,1,0,0,1,64,0,8,0,2,0,1,1,0,1,555
245,"P.P. KAITHVALIYA (URADU MIDIEAM)W.WING",323,266,0,589,177,143,0,320,214,0,30,4,85,98,0,3,0,0,0,85,1,9,0,1,1,3,0,0,0,320
246,"GAUTAM BHUDDH INTER COLLEGE BINDWALIYA N.WING",503,427,0,930,350,322,0,672,600,0,288,8,228,126,1,1,0,0,0,2,2,1,1,2,1,6,2,1,2,672
247,"GAUTAM BUADH INTER BINDWALIYA S.WING",483,350,0,833,256,200,0,456,456,0,175,7,140,108,3,1,0,1,0,1,3,4,0,1,1,4,2,1,4,456
248,"P.P. KHIDIRABAD",589,495,0,1084,412,327,0,739,738,0,15,6,363,297,6,1,1,0,1,5,4,9,0,1,2,18,0,0,10,739
249,"P.P PITHAPUR",673,543,0,1216,405,335,0,740,700,0,132,10,184,381,2,0,0,1,0,17,2,3,0,1,1,2,0,1,3,740
250,"P.P MIRDADPUR (E.WING)",497,436,0,933,355,276,0,631,30,0,144,7,288,148,1,4,3,0,0,10,3,2,1,1,2,9,2,2,4,631
251,"P.P. MIRDADPUR(W.WING)",740,567,0,1307,444,348,0,792,778,0,229,13,312,129,6,4,2,2,2,3,7,3,3,0,6,35,11,6,19,792
252,"P.P RANIPUR",715,548,0,1263,333,323,0,656,514,0,147,5,116,290,1,5,0,0,1,81,0,1,0,0,0,5,3,0,1,656
253,"P.P FATEHPURATVA(N.WING)",703,590,0,1293,333,323,0,656,514,0,147,5,116,290,1,5,0,0,1,81,0,1,0,0,0,5,3,0,1,656
254,"P.P FATEHPUR ATVA S.WING",763,590,0,1353,405,387,0,792,770,0,201,6,338,93,2,0,0,1,0,133,3,7,1,1,1,1,2,0,2,792
255,"P.P JALLAPUR",868,679,0,1547,461,389,0,850,50,0,208,7,241,333,5,3,1,2,0,3,3,3,4,3,1,8,12,3,10,850
256,"HAYER SECONDEY SCHOOL KHALISPUR W.WING",802,682,0,1484,390,321,0,711,475,0,4,13,491,154,0,0,2,4,0,2,0,4,2,4,2,24,1,0,4,711
257,"HAYER SECUNDEY SCHOOL KHALISPUR C.WING",449,395,0,844,225,187,0,412,412,0,81,14,167,137,2,0,0,1,0,0,0,5,1,0,0,1,0,2,1,412
258,"HAYER SECUNDEY SCHOOL KHALISPUR E.WING",469,379,0,848,281,238,0,519,50,0,172,10,204,112,4,2,0,1,0,7,0,2,1,0,0,2,0,2,0,519
259,"P.P BAWADA(S.WING)",485,400,0,885,262,184,0,446,46,0,15,5,302,59,0,1,0,0,1,44,1,4,0,1,1,12,0,0,0,446
260,"P.P BAWADA S.WING",630,502,0,1132,422,319,0,741,730,0,293,9,39,386,2,0,0,0,0,2,1,4,0,0,0,4,1,0,0,741
261,"P.P. AKRAMPUR DU.BANJARI E.WING",598,467,0,1065,357,280,0,637,412,0,212,4,142,261,2,0,0,0,0,1,0,1,2,5,1,2,4,0,0,637
262,"P.P. AKRAMPUR DU. BANJARIPUR W.WING",480,394,0,874,300,269,0,569,253,0,195,8,180,178,1,0,1,0,0,0,0,0,0,1,1,0,3,0,1,569
263,"P.P. PHOLPUR N.WING",266,228,0,494,183,139,0,322,300,0,9,2,70,225,1,0,0,0,0,1,2,1,1,1,0,5,1,0,3,322
264,"P.P. PHULPUR C.WING",313,266,0,579,218,171,0,389,377,0,165,2,67,149,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,389
265,"P.P. PHULPUR S.WING",646,517,0,1163,433,292,0,725,148,0,139,3,81,398,3,1,0,1,0,86,0,2,2,3,0,3,1,0,2,725
266,"S.H.S. SCHOOL MALSA (E. WING)",628,487,1,1116,269,223,0,492,207,0,140,20,245,61,1,3,0,0,1,9,1,2,1,1,0,4,2,0,1,492
267,"S.H.S. SCHOOL MALSA (C)",675,530,0,1205,228,243,0,471,18,0,40,15,245,110,2,3,1,0,0,22,8,5,0,1,2,7,1,1,8,471
268,"S.H.S. SCHOOL MALSA (W. WING)",592,428,0,1020,330,230,0,560,25,0,57,5,54,389,5,6,0,1,3,8,5,0,7,1,1,16,0,1,1,560
269,"P.P. DEWA BAIRANPUR (N. WING)",470,394,0,864,302,241,0,543,143,0,208,17,160,128,6,0,0,0,1,10,1,1,1,0,3,3,3,0,1,543
270,"P.P. DEWA BAIRANPUR (S. WING)",435,371,0,806,295,189,0,484,115,0,5,9,344,101,0,0,0,0,0,20,0,0,2,0,2,0,0,0,1,484
271,"PANCHAYAT BHAWAN RAMPUR MILKI",274,223,0,497,133,122,0,255,10,0,51,3,98,59,1,7,1,0,1,1,0,3,1,4,3,19,2,0,1,255
272,"P.P. CHAKMEDANI NO. 1",389,326,0,715,214,173,0,387,27,0,84,1,80,209,2,0,0,1,0,2,0,3,0,0,1,0,4,0,0,387
273,"NEW BHAWAN P.P. RAMPUR PATTI SARNAM KHAN",464,378,0,842,245,209,0,454,54,0,34,6,89,295,6,1,1,0,1,1,2,8,2,1,1,4,0,1,1,454
274,"P.P. BASUHARI",280,237,0,517,171,145,0,316,13,0,6,2,21,273,4,1,0,0,0,0,0,7,0,0,1,0,1,0,0,316
275,"AMAR SAHID RAM NARAYAN J.H. SCHOOL DHADHANI RANVEERRAI (E. WING)",769,637,0,1406,436,336,0,772,772,0,174,12,192,373,4,1,0,1,1,0,0,7,0,0,0,4,1,1,1,772
276,"AMAR SAHEED RAMNARAYAN J.H. SCHOOL DHADHANI RANVEERRAI(C)",673,545,0,1218,392,294,0,686,682,0,111,11,328,207,3,1,0,0,0,11,0,4,1,0,0,7,1,0,1,686
277,"AMAR SAHID RAM NARAYAN J.H. SCHOOL DHADHANI RANVEERRAI (W. WING)",421,355,0,776,219,187,0,406,400,0,7,6,182,201,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,406
278,"P.P. IJARI",356,275,0,631,211,162,0,373,250,0,41,3,49,274,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,373
279,"P.P. GHATAMPUR",246,233,0,479,126,100,0,226,226,0,26,2,119,64,0,0,0,0,0,0,0,0,1,1,1,10,1,0,1,226
280,"P.P. BHAGIRATHPUR (E. WING)",517,415,0,932,288,240,0,528,528,0,184,7,182,128,2,0,0,1,0,0,18,0,1,0,0,2,0,1,2,528
281,"P.P. BHAGIRATHPUR (W. WING)",696,525,0,1221,338,257,0,595,595,0,7,3,175,392,4,3,1,0,1,1,0,3,1,0,0,2,2,0,0,595
282,"P.P. GARUA MAKSOODPUR (E. WING)",781,639,0,1420,339,324,0,663,625,0,140,10,248,212,3,6,1,0,2,6,6,5,2,0,0,9,3,4,6,663
283,"P.P. GARUA MAKSOODPUR (W. WING)",700,596,0,1296,367,340,0,707,2,0,197,14,244,215,2,0,0,0,0,15,3,4,1,0,2,3,4,1,2,707
284,"P.P. GARUA MAKSOODPUR (N. WING)",717,567,0,1284,366,349,0,715,715,0,59,9,280,330,12,1,0,0,0,8,0,1,3,1,1,4,3,0,3,715
285,"J.H. SCHOOL DUHIYA (E. WING)",710,595,0,1305,405,330,0,735,735,0,8,22,516,157,3,1,0,0,1,12,3,5,0,1,1,1,1,0,3,735
286,"J.H. SCHOOL DUHIYA (W. WING)",585,456,0,1041,350,298,0,648,610,0,105,12,122,95,4,9,2,1,5,224,8,1,1,9,12,31,4,1,2,648
287,"J.H. SCHOOL DUHIYA (W. WING)",384,245,0,629,208,149,0,357,357,0,185,7,75,31,1,13,0,0,0,31,2,1,0,0,1,6,3,1,0,357
288,"P.P. CHAKMAJITH U. CHAKIYA",686,578,0,1264,377,348,0,725,432,0,216,11,278,116,1,5,1,1,2,73,2,0,0,2,12,4,1,0,0,725
289,"P.P. TARIGHAT (E. WING)",730,609,0,1339,361,335,0,696,500,0,284,11,234,136,3,0,0,0,0,0,2,2,2,1,3,12,5,0,1,696
290,"P.P. TARIGHAT (C)",608,528,0,1136,344,297,0,641,234,0,23,10,365,213,1,0,2,0,4,2,3,3,1,0,2,7,2,3,0,641
291,"P.P. TARIGHAT (W. WING)",671,556,0,1227,346,269,0,615,440,0,18,5,250,311,5,4,0,0,1,2,0,6,1,0,2,6,1,2,1,615
292,"P.P. MEDANIPUR (E. WING)",566,487,0,1053,354,205,0,559,259,0,257,14,140,138,1,0,0,2,0,0,1,1,0,0,0,4,1,0,0,559
293,"P.P. MEDANIPUR (W. WING)",568,516,0,1084,256,185,0,441,140,0,10,0,226,190,0,1,1,0,0,1,0,4,1,0,0,6,0,0,1,441
294,"P.P. KALUPUR",870,646,0,1516,549,304,0,853,836,0,234,9,129,452,5,2,1,0,1,3,0,1,1,0,1,2,4,5,3,853
295,"P.P. BHIKHICHAURA",650,563,0,1213,333,279,0,612,602,0,156,2,254,179,0,2,0,0,0,0,0,1,3,2,1,0,5,3,4,612
296,"PANCHAYAT BHAWAN YUVRAJPUR",531,442,0,973,265,281,0,546,546,0,112,5,256,120,1,1,0,1,0,6,0,1,1,0,7,33,0,1,1,546
297,"J.H. SCHOOL YUVRAJPUR (E. WING)",760,613,0,1373,280,389,0,669,669,0,184,9,383,59,1,1,0,0,0,2,1,1,1,0,0,15,3,3,6,669
298,"J.H. SCHOOL YUVRAJPUR (W. WING)",855,671,0,1526,445,317,0,762,762,0,214,10,323,192,0,2,0,0,2,0,2,5,0,0,0,3,4,0,5,762
299,"P.P. HARCHANDPUR",123,104,0,227,57,58,0,115,105,0,48,2,48,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115
300,"P.P. SUJANPUR",427,372,0,799,255,210,0,465,243,0,154,5,65,220,3,1,0,0,0,7,2,0,2,0,0,3,3,0,0,465
301,"P.P. BAWADA",504,402,0,906,290,190,0,480,300,0,169,2,111,174,3,1,0,0,0,0,0,3,1,1,0,3,8,0,4,480
302,"J.H. SCHOOL SUHAWAL",786,659,0,1445,465,381,0,846,800,0,26,5,158,612,6,4,1,0,1,2,3,2,4,3,2,5,2,1,9,846
303,"H.S.SCHOOL SUHAWAL (C)",740,603,0,1343,367,300,0,667,667,0,33,10,486,115,1,0,0,1,0,3,2,1,0,0,1,2,2,3,7,667
304,"H.S.SCHOOL SUHAWAL (NEW BHAWAN) (N. WING)",746,646,0,1392,330,353,0,683,683,0,16,8,427,174,5,0,1,0,0,29,2,3,4,4,0,4,2,1,3,683
305,"H.S.SCHOOL SUHAWAL (NEW BHAWAN) (N. C. WING)",696,570,0,1266,356,273,0,629,629,0,32,8,366,164,2,1,1,1,1,11,1,3,2,2,1,5,4,3,21,629
306,"H.S.SCHOOL SUHAWAL (NEW BHAWAN) (S.C. WING)",500,434,0,934,261,244,0,505,500,0,79,6,102,274,4,1,1,0,1,1,1,0,2,3,0,6,3,1,20,505
307,"H.S.SCHOOL SUHAWAL (NEW BHAWAN) (S.C. WING)",379,319,0,698,235,172,0,407,407,0,24,4,115,194,1,2,1,2,1,56,3,0,0,0,1,0,0,1,2,407
308,"H.S.SCHOOL SUHAWAL (NEW BHAWAN) (S. WING)",724,600,0,1324,448,368,0,816,702,0,350,9,217,214,3,0,0,1,1,5,0,1,2,1,1,7,3,0,1,816
309,"P.P. PATKHAULIYA",616,532,0,1148,474,268,0,742,700,0,115,12,365,113,8,3,3,1,6,1,2,1,0,3,16,61,10,3,19,742
310,"P.P. RAMWAL (E. WING)",763,604,0,1367,354,315,0,669,600,0,103,14,126,309,4,1,1,0,0,86,0,1,4,3,1,4,3,0,9,669
311,"P.P. RAMWAL (W.WING)",681,569,0,1250,308,313,0,621,621,0,78,12,184,264,2,3,0,1,4,57,0,4,2,1,2,5,0,1,1,621
312,"P.P. SONWAL (ROOM NO. 1)",842,647,0,1489,455,395,0,850,790,0,220,8,273,304,2,1,0,0,1,4,2,2,3,3,3,11,6,1,6,850
313,"P.P. SONWAL (ROOM NO. 2)",244,191,0,435,145,143,0,288,211,0,103,2,24,146,2,0,0,1,0,1,0,2,1,0,0,3,2,0,1,288
314,"P.P. SONWAL (ROOM NO. 3)",286,237,0,523,128,138,0,266,212,0,4,3,65,190,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,266
315,"P.P. BEMUA",739,601,0,1340,416,362,0,778,700,0,141,9,197,355,6,3,0,0,1,20,2,6,0,1,2,6,6,1,22,778
316,"J.H. SCHOOL DARIDIH",400,329,0,729,220,221,0,441,2,0,157,10,152,99,1,1,1,0,0,0,1,6,0,0,0,1,1,0,11,441
317,"P.P. BEMUI",133,99,0,232,74,66,0,140,17,0,10,0,14,105,0,0,0,0,0,1,0,5,1,1,1,1,1,0,0,140
318,"P.P. KHAJUHA",597,493,0,1090,295,335,0,630,25,0,101,6,217,260,3,2,0,1,2,24,1,1,2,0,1,2,4,1,2,630
319,"P.P. KHAJUHA",267,224,0,491,142,131,0,273,14,0,14,0,129,79,0,2,1,1,0,31,1,0,0,3,0,3,2,4,3,273
320,"P.P. BAHADURPUR JAGJIVAN",246,202,0,448,174,102,0,276,195,0,14,8,212,21,0,0,0,0,1,10,3,1,0,0,0,1,0,0,5,276
321,"P.P. ANHARIPUR",841,688,0,1529,426,431,0,857,857,0,30,8,167,556,5,5,0,0,2,68,3,3,1,0,0,5,0,0,4,857
322,"P.P. SUGWALIYA",381,275,0,656,234,189,0,423,352,0,117,8,123,149,0,1,2,0,0,4,1,7,2,0,0,6,1,1,1,423
323,"P.P. ADHIYARA",428,296,0,724,241,174,0,415,130,0,11,7,35,343,3,0,0,0,0,5,0,0,3,0,0,5,1,0,2,415
