"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAISER JAHAN","2 - BHARAT TRIPATHI","3 - RAJESH VERMA","4 - VAISHALI ALI","5 - ERAJ BEG","6 - CHAUDHARY LAL BAGHEL","7 - JAGDISH NARAYAN SHUKLA","8 - JAGMOHAN SINGH VERMA","9 - R. K. MISRA","10 - RAM AVTAR NISHAD","11 - SHEFALI MISRA","12 - SANT KUMAR","13 - SANJAY TIWARI","14 - TURAB ALI","15 - PUSHPA DEVI","16 - SUCHITA KUMAR","17 - None of the Above","Total Votes Secured"
165,"P.S. ANGRASI R. NO 1",440,366,0,806,294,209,0,503,179,0,90,21,328,9,1,0,3,1,3,0,1,2,2,3,4,4,31,503
166,"P.S. ANGRASI R. NO 2",484,358,0,842,325,197,0,522,1,0,363,19,117,5,1,0,4,0,0,1,1,0,0,1,0,5,5,522
167,"P.S. SEKHWAPUR H/O ANGRASI",749,671,0,1420,454,390,0,844,38,0,532,62,200,6,0,1,5,3,0,1,0,1,0,0,0,5,28,844
168,"P.S. SHADIPUR",465,431,0,896,339,314,0,653,3,0,258,102,249,9,0,2,6,0,3,0,0,1,1,6,3,5,8,653
169,"P.S. FATTEPUR H/O SHADIPUR",421,392,0,813,310,281,0,591,1,0,203,85,204,10,0,0,4,0,1,0,0,0,3,3,3,11,64,591
170,"P.S. UDAYBHANPUR H/O SAMAISA",435,375,0,810,361,262,0,623,1,0,83,70,437,9,2,0,7,0,1,0,1,1,1,4,3,2,2,623
171,"P.S. SAMAISA",405,330,0,735,298,210,0,508,10,0,235,87,144,11,0,2,5,1,3,0,0,0,1,3,0,9,7,508
172,"P.S. MOHADDEENPUR R. NO 1",347,277,0,624,229,166,0,395,4,0,197,10,161,3,0,0,0,0,1,0,2,0,0,5,0,8,8,395
173,"P.S. MOHADDEENPUR R. NO 2",702,663,0,1365,459,423,0,882,7,0,553,198,110,1,0,0,1,0,1,1,0,1,0,1,2,4,9,882
174,"J.H.S. ITARI",806,728,0,1534,559,469,0,1028,1,0,405,289,241,6,1,0,3,1,2,3,1,1,4,4,4,9,54,1028
175,"P.S. IMALIYA R. NO 1",491,404,0,895,347,251,0,598,592,0,117,55,366,7,1,2,3,0,1,0,0,0,2,5,2,7,30,598
176,"P.S. IMALIYA R. NO 2",482,407,0,889,355,288,0,643,17,0,271,184,148,3,1,0,1,2,1,0,0,1,1,5,1,8,16,643
177,"P.S. MOHRAIYAKALAN",599,534,0,1133,376,284,0,660,551,0,286,43,271,24,1,0,5,4,0,0,0,1,2,7,1,8,7,660
178,"P.S. AMAURAMOTI SINGH",498,402,0,900,332,249,0,581,3,0,235,47,228,21,1,1,5,4,0,1,1,4,1,10,1,4,17,581
179,"J.H.S. MOHRAIYAKHURD",393,336,0,729,319,263,0,582,213,0,158,92,316,4,0,2,3,0,1,0,0,0,0,2,2,1,1,582
180,"H.S.S.PARSENDI R. NO 1",793,694,0,1487,514,424,0,938,1,0,308,54,507,11,1,2,3,2,4,1,2,1,2,11,3,11,15,938
181,"H.S.S.PARSENDI R. NO 2",377,291,0,668,178,111,0,289,150,0,132,119,25,3,1,0,0,0,0,0,0,0,0,0,1,2,6,289
182,"P.S. KAIMAHRAWAJEERPUR",412,375,0,787,323,282,0,605,405,0,169,25,351,4,0,1,5,1,0,0,1,0,4,7,1,9,27,605
183,"P.S.PARSENDIPURWA R. NO 1",529,422,0,951,348,241,0,589,16,0,328,160,68,10,0,1,1,1,1,1,0,1,1,1,3,8,4,589
184,"P.S.PARSENDIPURWA R. NO 2",396,389,0,785,230,227,0,457,1,0,234,145,65,2,0,0,2,0,0,1,2,0,0,0,1,2,3,457
185,P.S.CHANDPUR,443,317,0,760,323,256,0,579,338,0,196,219,122,5,0,3,2,2,1,0,1,0,1,2,2,12,11,579
186,"P.S. JANIPUR H/O CHANDPUR",287,231,0,518,193,146,0,339,1,0,130,116,75,5,1,1,2,0,1,2,1,0,0,1,0,1,3,339
187,"P.S.HILALPUR H/O CHANDPUR",260,219,0,479,199,132,0,331,1,0,78,53,182,3,1,1,3,0,0,0,0,0,1,1,1,0,7,331
188,"P.S. UMARIYA KHANPUR",486,369,0,855,363,233,0,596,26,0,68,179,303,19,0,3,5,1,0,0,0,0,2,5,1,7,3,596
189,"P.S.JAMUNAPUR H/O GODRIYA R. NO 1",527,470,1,998,358,254,0,612,401,0,186,153,225,10,1,0,4,2,1,1,0,1,3,2,4,9,10,612
190,"P.S.JAMUNAPUR H/O GODRIYA R. NO 2",568,455,1,1024,364,228,0,592,214,0,146,162,240,9,1,0,1,1,0,0,3,0,2,4,0,7,16,592
191,"P.S. GODRIYA",305,241,0,546,211,150,0,361,9,0,60,118,159,6,1,0,2,0,0,0,1,0,0,6,1,3,4,361
192,"P.S. DHIMAURA",540,452,0,992,392,325,0,717,7,0,248,222,210,7,1,1,5,1,1,2,1,1,1,4,3,6,3,717
193,P.S.METHAURA,577,502,0,1079,446,319,0,765,1,0,118,233,368,12,1,3,7,2,1,0,0,1,2,4,2,6,5,765
194,"P.S. LAKHANIYAPUR",321,302,0,623,278,250,0,528,106,0,134,176,197,3,0,1,1,3,0,0,0,0,1,6,1,0,5,528
195,"P.S. KHAJURA",662,537,0,1199,552,391,0,943,1,0,238,391,252,5,0,1,5,1,1,3,2,1,4,12,7,6,14,943
196,"P.S. DUGANA  R. NO 1",677,591,0,1268,447,333,0,780,413,0,230,145,345,13,2,1,4,0,1,3,0,2,2,5,13,7,7,780
197,"P.S. DUGANA  R. NO 2",557,443,0,1000,434,260,0,694,13,0,313,285,42,6,1,0,1,5,1,1,2,2,4,5,5,5,16,694
198,"P.S. UMARAKALAN",645,548,0,1193,492,372,0,864,1,0,267,383,151,11,2,1,1,2,2,0,1,3,6,7,5,9,13,864
199,"J.H.S. R.N.1 KALLI",664,574,0,1238,519,345,0,864,301,0,345,145,314,14,0,2,9,3,0,0,1,1,1,11,5,6,7,864
200,"P.S. CHILHIYA",721,618,0,1339,522,339,0,861,56,0,335,55,392,10,1,2,17,1,4,15,2,1,1,10,2,9,4,861
201,"J.H.S. R.N.2 KALLI",232,189,0,421,183,139,0,322,1,0,204,17,85,8,0,0,1,0,0,0,1,0,0,0,0,0,6,322
202,"P.S. MADANAPUR",243,205,0,448,214,172,0,386,1,0,64,62,219,7,3,1,5,0,3,16,0,0,2,1,1,0,2,386
203,P.S.DHANPURIYA,679,622,0,1301,512,377,0,889,26,0,161,169,432,20,5,6,13,1,8,39,3,0,5,5,5,8,9,889
204,P.S.SIDKIDA,456,419,0,875,333,227,0,560,11,0,76,72,381,9,0,1,4,0,0,3,0,0,3,1,4,2,4,560
205,P.S.PALAULI,288,278,0,566,231,209,0,440,12,0,79,164,155,11,1,0,1,3,3,0,1,0,2,8,2,9,1,440
206,"P.S. RAIGHATA H/O PALAULI",409,372,0,781,338,225,0,563,140,0,63,53,404,11,1,1,11,1,0,0,1,2,2,5,3,1,4,563
207,"P.S. KADBADA",478,427,0,905,375,249,0,624,14,0,263,87,184,14,3,4,18,1,2,1,2,2,0,9,1,11,22,624
208,"G.P.S. ITAUWA R. NO 1",502,477,0,979,408,321,0,729,5,0,185,140,360,19,0,1,4,0,1,0,0,2,1,5,2,5,4,729
209,"G.P.S. ITAUWA R. NO 2",514,470,0,984,392,283,0,675,20,0,363,119,145,18,4,3,4,2,2,2,1,0,1,3,0,2,6,675
210,"J.H.S.SAKARAN R. NO 1",607,496,0,1103,488,392,0,880,1,0,354,177,280,10,1,2,6,4,0,0,1,0,1,5,3,6,30,880
211,"J.H.S.SAKARAN R. NO 2",575,492,0,1067,440,303,0,743,485,0,203,185,300,9,3,0,7,1,3,1,0,2,1,4,4,3,17,743
212,"J.H.S.SAKARAN R. NO 3",615,525,0,1140,462,316,0,778,311,0,360,106,270,5,0,0,9,2,1,1,0,1,1,5,4,7,6,778
213,"P.S. KAJIPUR",619,513,0,1132,549,375,0,924,17,0,278,266,285,25,3,2,3,0,3,15,3,1,1,9,6,9,15,924
214,P.S.UMARAKHURD,355,306,0,661,289,230,0,519,19,0,144,251,92,3,1,2,1,0,2,0,1,1,0,2,2,3,14,519
215,"P.S. BARIYARI",410,305,0,715,293,216,0,509,19,0,139,119,213,3,0,1,0,0,2,24,1,1,0,0,2,1,3,509
216,"P.S. PYARAPUR",364,337,1,702,276,216,0,492,5,0,122,69,258,9,0,0,5,1,0,0,0,0,3,6,2,9,8,492
217,"P.S. TARPARA",630,590,0,1220,490,412,0,902,1,0,346,81,408,17,3,1,8,4,2,2,2,2,3,8,3,3,9,902
218,"P.S. LAKHUVABEHAD",747,654,0,1401,646,430,0,1076,996,0,461,364,123,33,4,11,5,2,9,2,1,4,4,15,7,16,15,1076
219,"P.S. SAIDAPUR R.NO 1",440,340,0,780,325,209,0,534,502,0,217,180,105,3,0,1,3,1,3,2,0,0,3,3,4,2,7,534
220,"P.S. SAIDAPUR R.NO 2",760,665,0,1425,570,437,0,1007,30,0,356,188,375,11,3,3,6,6,1,4,3,1,3,10,3,12,22,1007
221,"P.S. JALIMPUR MADOR R. NO 1",222,201,0,423,172,111,0,283,30,0,42,29,186,4,1,6,2,1,0,0,0,1,1,1,3,3,3,283
222,"P.S. JALIMPUR MADOR R. NO 2",620,566,0,1186,510,392,0,902,1,0,333,197,271,24,4,6,18,5,4,4,4,4,6,8,3,10,1,902
223,"P.S. KARMUDEEH",401,352,0,753,314,209,0,523,22,0,127,14,338,15,2,4,6,2,0,0,0,0,2,4,2,3,4,523
224,"P.S. MATUVASAURAIYA",626,553,0,1179,504,366,0,870,29,0,526,74,201,31,4,1,3,0,1,2,3,1,4,2,2,3,12,870
225,P.S.HARIHARPUR,693,599,0,1292,388,279,0,667,1,0,121,84,413,9,1,1,4,1,2,0,3,1,2,7,0,7,11,667
226,"P.S. SETUHI",164,151,0,315,99,62,0,161,1,0,83,16,46,2,0,0,4,1,1,1,0,1,1,1,0,3,1,161
227,"P.S. MUDIKHERA",335,282,0,617,5,1,0,6,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
228,"P.S. KUTISUPAULI",616,544,0,1160,470,321,0,791,1,0,265,35,468,7,0,0,6,0,0,0,1,0,0,2,2,3,2,791
229,"P.S. SULTANAPUR",573,546,0,1119,461,347,0,808,9,0,117,29,586,25,0,1,5,2,0,0,1,2,6,15,0,12,7,808
230,"P.S. RIHAR R. NO 1",678,502,0,1180,475,324,0,799,1,0,201,89,457,12,2,1,11,0,2,2,1,0,1,1,3,1,15,799
231,"P.S. RIHAR R. NO 2",732,604,0,1336,530,332,0,862,1,0,381,174,250,8,1,3,4,0,5,0,0,0,2,3,1,11,19,862
232,"P.S. DALESINGHPURWA H/O RIHAR",312,281,0,593,234,194,0,428,1,0,139,31,235,9,0,0,1,0,0,0,0,0,1,3,0,2,7,428
233,"P.S. SUNDARPURWA H/O RIHAR",386,322,0,708,302,194,0,496,6,0,155,81,201,12,6,3,16,5,1,4,3,2,0,2,0,3,2,496
234,"P.S. KALHANAPUR H/O BHAWANIPUR R. NO 1",585,466,0,1051,445,294,0,739,1,0,156,49,461,8,2,0,13,3,10,1,1,3,2,7,7,10,6,739
235,"P.S. KALHANAPUR H/O BHAWANIPUR R. NO 2",542,447,0,989,395,262,0,657,1,0,136,50,372,18,4,4,16,1,5,3,3,7,2,4,3,14,15,657
236,"P.S. RAJANAPUR H/O ROHIYASHIVPUR R. NO 1",629,537,0,1166,496,302,0,798,5,0,247,88,383,13,3,0,10,1,3,5,1,3,5,17,4,7,8,798
237,"P.S. RAJANAPUR H/O ROHIYASHIVPUR R. NO 2",619,512,0,1131,384,213,0,597,1,0,204,36,306,10,1,2,4,3,1,1,0,1,5,5,2,4,12,597
238,"P.S. R.N. 1 BASANTAPUR",577,489,0,1066,447,317,0,764,211,0,248,51,406,9,0,1,9,2,0,2,1,1,6,9,0,6,13,764
239,"P.S. R.N. 2 BASANTAPUR",391,332,0,723,271,172,0,443,279,0,181,51,184,4,1,4,8,1,1,0,0,0,2,2,1,3,0,443
240,"P.S. MEETMAU",745,613,0,1358,526,312,0,838,1,0,366,117,258,16,3,3,10,3,2,1,3,1,3,6,6,20,20,838
241,"P.S. CHANDIBHANPUR",786,680,0,1466,628,511,0,1139,59,0,474,247,337,16,1,1,6,3,2,2,2,3,6,5,4,9,21,1139
242,"P.S. R.N. 1 DUBAI",510,454,0,964,361,329,0,690,6,0,372,19,253,6,1,1,3,3,3,5,1,0,2,3,3,10,5,690
243,"P.S. R.N. 2 DUBAI",499,433,0,932,418,342,0,760,10,0,167,18,506,17,1,2,10,7,2,8,2,2,2,8,3,3,2,760
244,"P.S. R.N. 1 AKBARPUR",710,541,0,1251,551,423,0,974,466,0,462,422,54,4,1,1,1,2,0,1,0,2,3,5,3,5,8,974
245,"P.S. R.N. 2 AKBARPUR",326,298,0,624,231,196,0,427,9,0,194,30,179,4,0,2,2,1,1,2,1,0,0,5,1,3,2,427
246,"P.S. BISWAKHURD",798,698,0,1496,620,491,0,1111,150,0,237,351,459,5,1,0,8,2,2,1,1,1,5,12,4,11,11,1111
247,"P.S. DEVDHIDEEH",687,576,0,1263,510,411,0,921,5,0,674,98,78,5,0,0,0,5,1,1,0,0,2,14,2,12,29,921
248,"P.S. MANPUR MALLAPUR",406,364,0,770,317,265,0,582,1,0,123,272,146,3,1,0,4,1,1,5,0,1,7,8,5,1,4,582
249,"P.S. SEEHPUR",527,383,0,910,434,280,0,714,650,0,176,97,369,12,1,2,20,5,1,1,1,1,1,8,3,7,9,714
250,"P.S. R.N.1 RAIMADOR",570,515,0,1085,371,297,0,668,5,0,327,13,273,8,0,1,6,1,0,0,1,2,2,13,1,13,7,668
251,"P.S. R.N.1 RAIMADOR",405,352,0,757,261,201,0,462,1,0,377,19,42,0,0,0,3,0,0,0,1,4,0,4,1,4,7,462
252,"P.S. KHANAMADOR",334,302,0,636,263,195,0,458,187,0,322,28,80,5,1,0,3,0,2,3,0,1,0,3,1,2,7,458
253,"P.S. ICHCHHA H/O TAMBAUR DEHAT",734,617,1,1352,557,412,0,969,706,0,210,44,620,20,6,4,16,3,2,1,2,13,2,3,1,4,18,969
254,"S.P.H.S.TAMBAUR R. NO 1",491,433,0,924,310,225,0,535,15,0,318,4,165,5,4,2,1,1,2,2,1,2,3,3,4,11,7,535
255,"S.P.H.S.TAMBAUR R. NO 2",523,421,0,944,389,305,0,694,9,0,606,28,34,0,0,0,1,1,3,0,2,0,2,0,1,6,10,694
256,"S.P.H.S.TAMBAUR R. NO 3",604,560,0,1164,409,363,0,772,118,0,178,60,499,6,0,0,3,1,1,0,5,1,2,6,0,3,7,772
257,"S.P.H.S.TAMBAUR R. NO 4",680,666,0,1346,349,290,0,639,158,0,217,93,292,20,3,1,3,1,1,1,0,0,1,2,0,3,1,639
258,"S.P.H.S.TAMBAUR R. NO 5",519,415,0,934,339,283,0,622,13,0,397,58,149,4,0,0,1,1,0,0,0,0,0,3,2,3,4,622
259,"S.P.H.S.TAMBAUR R. NO 6",335,310,0,645,245,212,0,457,12,0,26,18,379,10,2,0,4,1,0,1,2,1,1,9,2,1,0,457
260,"P.S. CHHATAGUR",925,767,0,1692,610,448,0,1058,1005,0,309,125,504,21,3,4,15,6,5,3,3,3,7,15,5,23,7,1058
261,"P.S. AHAMADABAD R. NO 1",543,452,0,995,382,269,0,651,604,0,343,240,47,7,1,0,0,0,2,0,0,0,3,2,0,3,3,651
262,"P.S. AHAMADABAD R. NO 2",693,604,0,1297,449,342,0,791,121,0,434,314,14,15,0,1,0,0,1,0,1,0,0,5,1,1,4,791
263,"P.S. AHAMADABAD R. NO 3",691,592,0,1283,402,299,0,701,87,0,410,208,56,7,0,1,6,0,0,0,0,0,0,1,0,2,10,701
264,"G.H.S.AHAMADABAD R. NO 1",589,506,0,1095,383,271,0,654,98,0,348,160,120,10,2,0,2,0,1,0,0,1,0,0,0,8,2,654
265,"G.H.S.AHAMADABAD R. NO 2",570,489,0,1059,326,216,0,542,1,0,218,64,222,11,0,0,4,2,1,0,3,0,1,2,4,4,6,542
266,"G.H.S.AHAMADABAD R. NO 3",738,637,0,1375,445,361,0,806,62,0,683,78,15,8,0,1,1,0,0,0,0,0,0,0,1,5,14,806
267,"J.H.S.R.N.1 AHAMADABAD",415,365,0,780,270,191,0,461,1,0,237,121,82,5,0,1,4,1,1,1,1,1,0,2,0,2,2,461
268,"J.H.S.R.N.2 AHAMADABAD",656,541,0,1197,459,326,0,785,1,0,498,186,75,2,0,0,0,1,0,0,0,0,0,2,0,4,17,785
269,"J.H.S.R.N.3 AHAMADABAD",836,720,0,1556,557,332,0,889,118,0,435,305,113,19,0,0,3,0,1,2,0,1,1,3,1,0,5,889
270,"J.H.S.R.N.4 AHAMADABAD",928,793,0,1721,574,482,0,1056,1,0,619,315,61,15,1,3,4,1,0,0,0,2,1,10,1,12,11,1056
271,"P.S. AURANGABAD R. NO 1",539,474,0,1013,475,369,0,844,1,0,352,50,364,15,5,3,5,3,1,1,3,2,0,12,5,16,7,844
272,"P.S. AURANGABAD R. NO 2",613,479,0,1092,482,322,0,804,1,0,402,102,241,3,0,2,8,2,2,0,0,2,4,5,3,11,17,804
273,"VIKAS KHAND OFFICE BEHATA",205,182,0,387,194,137,0,331,6,0,23,160,138,4,0,0,1,0,1,0,0,0,0,1,2,1,0,331
274,"P.S. SUMALI",690,624,0,1314,607,476,0,1083,5,0,209,30,800,20,0,0,3,1,3,0,2,1,1,4,2,2,5,1083
275,"P.S.  BEHTA PAKAURI R. NO 1",417,365,0,782,307,217,0,524,25,0,199,44,246,11,0,1,3,0,1,1,1,0,1,5,1,3,7,524
276,"P.S.  BEHTA PAKAURI R. NO 2",508,428,0,936,423,243,0,666,138,0,221,61,312,19,1,1,12,2,8,0,2,1,4,4,1,10,7,666
277,"P.S. ROHACHADIKHERA",515,428,0,943,460,314,0,774,9,0,180,12,550,14,1,1,8,0,1,0,1,0,0,3,0,2,1,774
278,"P.S. SOHARIYA",623,511,0,1134,549,409,0,958,869,0,402,25,455,12,2,1,13,2,2,2,0,1,0,10,2,7,22,958
279,"P.S. R.N.1 SIKROHARKHURD H/O MOHAMMADPUR USIYA",530,479,0,1009,356,318,0,674,9,0,145,31,406,44,1,4,9,2,1,3,1,1,1,14,1,6,4,674
280,"P.S. R.N.2 SIKROHARKHURD H/O MOHAMMADPUR USIYA",474,417,0,891,396,292,0,688,353,0,266,36,324,15,1,1,10,1,1,2,4,3,2,5,3,11,3,688
281,"P.S. R.N.1 SAHIJARKALA",562,498,0,1060,458,382,0,840,1,0,372,111,299,9,2,1,8,5,1,2,0,1,2,8,3,10,6,840
282,"P.S. R.N.2 SAHIJARKALA",524,430,0,954,392,265,0,657,1,0,57,104,462,15,0,3,4,0,2,1,0,0,1,1,0,0,7,657
283,"P.S. NARNA",466,362,0,828,361,289,0,650,150,0,210,79,322,2,2,0,3,4,1,2,1,0,0,8,5,7,4,650
284,"P.S. SOOREPARA",338,260,0,598,233,159,0,392,73,0,104,87,170,9,2,0,0,2,2,0,0,1,1,2,0,3,9,392
285,"P.S. DATUNI",481,386,0,867,363,259,0,622,20,0,188,33,373,6,1,0,2,0,1,3,0,1,1,5,1,5,2,622
286,"P.S. NAVINAGAR H/O ISMAILGANJ",844,735,0,1579,694,525,0,1219,17,0,637,87,407,16,5,7,9,3,5,0,2,13,1,6,1,5,15,1219
287,"P.S. AURISHAHPUR",691,544,0,1235,568,412,0,980,341,0,147,70,687,12,2,2,17,2,2,1,0,0,2,7,2,6,21,980
288,"P.S. HAJARATPUR",742,643,0,1385,547,505,0,1052,453,0,373,47,561,21,3,3,9,4,3,2,1,1,1,6,3,7,7,1052
289,"P.S. KATHURA",564,495,0,1059,449,366,0,815,1,0,271,65,421,5,4,1,3,0,1,0,0,1,3,13,2,10,15,815
290,"P.S. GORKHAPUR H/O SUMER R. NO 1",290,251,0,541,220,156,0,376,3,0,243,11,87,1,1,1,1,1,1,2,0,1,2,1,2,10,11,376
291,"P.S. GORKHAPUR H/O SUMER R. NO 2",580,477,0,1057,445,311,0,756,460,0,360,21,323,4,1,0,2,0,1,0,0,2,4,12,0,14,12,756
292,"P.S. MAKKAPURWA H/O SUMER",833,762,0,1595,571,433,0,1004,948,0,589,98,241,8,4,2,8,5,5,0,10,2,2,6,5,12,7,1004
293,"P.S. SIKARI",503,408,0,911,387,278,0,665,60,0,255,15,338,9,0,3,6,3,9,1,1,2,1,6,3,8,5,665
294,"P.S. MUDEELA",535,471,0,1006,428,337,0,765,1,0,353,28,304,14,4,1,5,2,1,1,1,2,6,9,8,18,8,765
295,"P.S. R.N.1 ADVARI",699,578,0,1277,530,432,0,962,1,0,475,99,328,16,2,2,9,3,2,0,1,1,1,8,3,3,9,962
296,"P.S. R.N.2 ADVARI",577,496,0,1073,457,326,0,783,1,0,338,93,321,8,3,0,2,1,2,0,1,0,0,6,0,2,6,783
297,"P.S. KAREHKA UNCHGAON",511,438,0,949,393,297,0,690,1,0,339,21,266,7,3,2,4,1,2,21,0,1,2,5,2,9,5,690
298,"J,H.S.KURTAHIYA",678,600,0,1278,548,421,0,969,1,0,307,118,456,19,3,5,15,6,3,2,1,5,1,7,6,6,9,969
299,"P.S. R.N.1SUMRAWA",523,410,0,933,418,290,0,708,1,0,183,43,406,20,2,1,11,5,1,4,1,1,4,8,6,11,1,708
300,"P.S. R.N.2 SUMRAWA",508,442,0,950,474,302,0,776,138,0,504,34,173,6,4,2,11,2,2,0,0,3,3,6,2,8,16,776
301,"P.S. SOHARIYA H/O MOHARI",697,493,0,1190,554,298,0,852,74,0,259,308,182,14,6,19,7,0,6,4,4,2,4,10,7,15,5,852
302,J.H.S.MOHARI,348,302,0,650,310,231,0,541,51,0,283,90,119,5,2,3,8,2,4,3,2,1,1,1,1,8,8,541
303,"P.S. PAKARIYAPURWA H/O MOHARI",364,310,0,674,288,221,0,509,1,0,157,39,259,10,1,9,3,2,2,9,2,3,2,7,0,1,3,509
304,"P.S. BARBARA H/O JALIMPUR",420,356,0,776,334,232,0,566,421,0,201,66,255,11,0,1,5,2,2,1,0,0,0,3,2,5,12,566
305,"J.H.S.MADOR R. NO 1",724,598,0,1322,542,358,0,900,1,0,380,163,273,11,3,7,24,4,5,1,2,2,2,4,1,10,8,900
306,"J.H.S.MADOR R. NO 2",672,531,0,1203,540,319,0,859,838,0,294,96,239,18,2,3,14,5,3,141,1,2,4,5,7,16,9,859
307,"P.S. KAMHARIYA KATESAR",426,355,0,781,357,284,0,641,43,0,262,17,313,24,2,4,8,4,0,0,0,0,0,2,0,5,0,641
308,"P.S. MANKAUDA H/O MADOR",349,303,0,652,309,220,0,529,1,0,334,45,91,10,2,1,4,2,2,3,0,0,4,1,0,7,23,529
309,"P.S. R.N.1 BOHARA",476,380,0,856,360,252,0,612,7,0,228,87,240,11,4,2,7,0,1,13,0,2,1,3,1,3,9,612
310,"P.S. R.N.2 BOHARA",564,437,0,1001,431,314,0,745,1,0,49,213,458,15,1,1,2,0,0,0,0,0,0,0,0,1,5,745
311,"P.S. RUDRAPUR R. NO 1",384,308,0,692,297,197,0,494,1,0,208,106,154,6,0,1,3,0,1,1,0,0,1,5,1,5,2,494
312,"P.S. RUDRAPUR R. NO 2",600,507,0,1107,433,366,0,799,102,0,278,77,393,8,1,3,7,1,3,11,1,1,2,1,2,3,7,799
313,"P.S.  JALIMNAGAR R. NO 1",523,449,0,972,413,302,0,715,1,0,352,45,267,10,0,4,3,0,4,1,0,1,2,3,4,11,8,715
314,"P.S. JALIMNAGAR R. NO 2",555,483,0,1038,421,317,0,738,138,0,511,31,125,9,0,0,3,3,1,32,0,0,1,3,1,11,7,738
315,"P.S. HARIPUR H/O KYOTANA HARDOPATTI",361,306,0,667,274,215,0,489,7,0,163,78,199,10,1,5,5,2,1,0,0,2,4,7,2,4,6,489
316,"P.S. KYOTANA HARDOPATTI",554,425,0,979,472,273,0,745,1,0,104,221,336,13,2,4,17,3,4,10,0,3,4,5,7,8,4,745
317,"P.S.SONAVA H/O MANPUR SIKARI",642,549,0,1191,522,417,0,939,16,0,335,131,424,13,3,2,5,5,1,1,0,0,2,5,4,5,3,939
318,"P.S. MANPUR H/O MANPUR SIKARI",306,271,0,577,259,216,0,475,1,0,194,62,184,4,1,2,3,0,3,0,1,2,0,2,9,3,5,475
319,"J.H.S. BEDAURA H/O MANPUR SIKARI",480,418,0,898,382,282,0,664,8,0,155,58,415,6,2,1,6,1,6,1,1,0,1,4,1,5,1,664
320,"P.S. PATRASA",483,438,0,921,391,323,0,714,2,0,401,28,230,10,1,3,4,1,4,0,1,0,2,4,2,12,11,714
321,"P.S. MAHOLA",356,311,0,667,294,221,0,515,1,0,350,30,97,14,0,0,4,2,0,2,1,1,1,2,0,4,7,515
