"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KU. DEVENDRA SINGH YADAV","2 - NOOR MOHAMMAD KHAN","3 - RAJVEER SINGH RAJU BHAIYA","4 - TH. JOGINDRA SINGH BHADORIYA","5 - RAJENDRA","6 - VINAY","7 - THAKUR HEMENDRA VEER SINGH","8 - HANS  RAJ SINGH","9 - DANVEER","10 - RAKESH GANDHI","11 - RAJVEER SINGH","12 - None of the Above","Total Votes Secured"
186,"PRA.PATH. TAYYABPUR KAMALPUR R.NO. 2",554,445,0,999,351,277,0,628,100,0,136,135,308,26,1,1,1,2,1,5,3,9,628
187,"PRA.PATH. SEVAR",682,553,0,1235,531,392,0,923,11,0,42,17,828,4,0,3,2,7,1,8,8,3,923
188,"KISAN MADHYAMIK VIDHYALAYA RAHMATPUR MAFI",563,482,0,1045,465,349,0,814,10,0,124,13,661,8,0,0,0,1,1,2,3,1,814
189,"PRA.PATH.TAYYABPUR SUJATGANJ",591,483,0,1074,547,278,0,825,38,0,10,127,658,9,1,1,4,0,1,3,11,0,825
190,"PRA.PATH. NAGLA CHHATA",447,359,0,806,305,267,0,572,453,0,14,3,532,4,0,2,0,3,3,3,4,4,572
191,"PRA.PATH. NAUGAWA",703,612,0,1315,479,372,0,851,41,0,73,47,704,6,1,1,2,0,1,4,8,4,851
192,"J.H. HIMMATPUR SAI",799,699,0,1498,603,493,0,1096,1095,0,83,78,880,9,1,2,8,0,1,8,13,13,1096
193,"PRA.PATH. FARIDPUR",566,469,0,1035,364,302,0,666,429,0,83,147,399,7,1,2,1,1,11,5,5,4,666
194,"PRA.PATH.KALIYANPUR R.NO. 1",564,474,0,1038,344,257,0,601,601,0,77,208,294,0,1,1,1,0,2,3,7,7,601
195,"PRA.PATH.KALIYANPUR R.NO. 2",661,539,0,1200,391,292,0,683,1,0,151,171,345,0,1,1,0,3,0,4,5,2,683
196,"PRA.PATH. DHANTORIYA",413,347,0,760,324,247,0,571,95,0,59,8,469,9,1,1,0,0,0,10,6,8,571
197,"PRA.PATH. BARKURDARPUR",176,148,0,324,142,124,0,266,1,0,19,4,231,4,0,0,0,0,3,1,2,2,266
198,"PRA.PATH. KOTRA",249,219,0,468,187,194,0,381,381,0,6,1,361,4,0,1,1,1,0,1,3,2,381
199,"PRA.PATH.SIROLI M. HARSINGHPUR SIROLI",354,336,1,691,321,273,0,594,4,0,11,3,572,6,0,0,0,0,0,1,1,0,594
200,"PRA.PATH. NAGLA PATTI M. HARSINGHPUR SIROLI",397,333,0,730,261,176,0,437,434,0,34,3,391,2,0,2,0,1,0,1,2,1,437
201,"TOWN AREA KARYALAYA BILRAM",428,332,0,760,232,183,0,415,415,0,189,20,197,3,1,0,0,0,0,1,2,2,415
202,"KANYA U. MADHYAMIK VIDYALAYA BILRAM R. NO. 1",428,403,0,831,184,181,0,365,125,0,133,176,42,1,1,1,1,0,0,4,4,2,365
203,"KANYA U. MADHYAMIK VIDYALAYA BILRAM R. NO. 2",540,427,0,967,317,212,0,529,484,0,58,50,401,3,3,3,1,2,0,4,2,2,529
204,"PRA.PATH. BILRAM FIRST",693,611,0,1304,416,383,0,799,797,0,226,48,503,4,1,0,1,1,0,7,2,6,799
205,"SHRI CHANDRAPRABHA J.H. BILRAM R.NO. 1",528,410,0,938,310,196,0,506,193,0,308,179,16,0,0,0,1,1,1,0,0,0,506
206,"SHRI CHANDRAPRABHA J.H. BILRAM R.NO. 4",361,278,0,639,173,124,0,297,291,0,183,62,46,1,0,2,0,0,0,1,2,0,297
207,"SHRI CHANDRAPRABHA J.H. BILRAM R.NO. 2",424,329,0,753,146,143,0,289,205,0,150,60,65,0,3,2,1,5,2,0,1,0,289
208,"SHRI CHANDRAPRABHA J.H. BILRAM R.NO. 5",457,375,0,832,267,205,0,472,73,0,329,62,77,1,0,0,2,0,0,0,1,0,472
209,"SHRI CHANDRAPRABHA J.H. BILRAM R.NO. 3",680,535,0,1215,338,212,0,550,1,0,236,244,63,0,0,1,3,0,0,1,1,1,550
210,"PRA.PATH. JAHANGIRPUR",550,482,0,1032,346,300,0,646,150,0,27,3,575,6,2,1,1,17,3,4,5,2,646
211,"PRA.PATH. BIRHARA",732,566,0,1298,438,323,0,761,760,0,209,123,411,4,3,1,2,1,1,2,3,1,761
212,"PRA.PATH. FIROZPUR SIHOLA ALIYAR KHAN",531,462,0,993,315,296,0,611,72,0,78,26,468,8,0,1,7,4,1,3,11,4,611
213,"PRA.PATH. FIROZPUR SIHOLA FARCHAND ALI KHAN",532,497,0,1029,298,302,0,600,600,0,161,39,375,6,3,0,2,2,3,2,4,3,600
214,"PRA.PATH. FIROZPUR SIHOLA BASKULLA KHAN",458,440,0,898,315,270,0,585,25,0,76,35,453,4,0,4,4,1,0,5,1,2,585
215,"PRA.PATH. BIRSAUA",544,458,0,1002,362,312,0,674,674,0,78,27,546,7,2,1,4,0,0,2,4,3,674
216,"PRA.PATH. KARSARI HAYATGARHI",743,664,0,1407,472,486,0,958,940,0,159,16,743,16,1,2,0,3,1,6,5,6,958
217,"PRA.PATH. MUVARIKPUR MAFI",771,627,0,1398,366,363,0,729,729,0,216,246,252,2,1,1,2,1,0,1,4,3,729
218,"PRA.PATH. SATPURA MAFI",634,579,0,1213,400,395,0,795,1,0,70,44,638,11,0,1,3,0,2,6,9,11,795
219,"PRA.PATH. NARAYANI",474,388,0,862,332,262,0,594,16,0,18,7,558,2,1,0,0,2,0,1,4,1,594
220,"PRA.PATH. KHAIRPUR",483,405,0,888,299,239,0,538,218,0,55,3,456,11,1,1,2,0,1,4,0,4,538
221,"PRA.PATH. MOHINI M0 MOHINI MAMURGANJ R.NO. 1",588,462,0,1050,306,264,0,570,570,0,100,124,324,4,2,1,4,2,0,3,5,1,570
222,"PRA.PATH. MOHINI M0 MOHINI MAMURGANJ R.NO. 2",408,422,0,830,226,239,0,465,228,0,133,38,278,4,1,2,1,0,0,4,1,3,465
223,"PRA. PATH. MAMURGANJ M. MOHINI MAMURGANJ",562,467,0,1029,369,296,0,665,665,0,16,266,356,4,0,1,3,0,2,6,4,7,665
224,"PRA.PATH. NAGLA BHEEM M. MOHINI MAMURGANJ",426,371,0,797,307,276,0,583,583,0,13,3,547,5,1,1,1,0,0,6,5,1,583
225,PRA.PATH.BHADPURA,170,145,0,315,83,88,0,171,1,0,54,3,112,1,0,0,0,0,0,1,0,0,171
226,"J.H. SCHOOL NAGLA PIPAL",467,380,0,847,291,250,0,541,9,0,43,2,486,6,0,0,0,0,0,1,2,1,541
227,"PRA.PATH. KANARKHERA",623,534,0,1157,440,342,0,782,22,0,65,41,641,12,0,2,4,2,0,5,6,4,782
228,"PRA.PATH. KUTUKPUR",448,370,0,818,226,189,0,415,1,0,91,84,221,5,0,4,0,0,0,5,4,1,415
229,"PRA.PATH. BAIRA M. BRAHIMPUR",260,194,0,454,136,107,0,243,200,0,60,24,144,7,0,0,0,2,0,1,2,3,243
230,"PRA.PATH. BRAHIMPUR",371,294,0,665,238,192,0,430,12,0,87,6,318,4,0,2,0,1,0,6,4,2,430
231,"PRA.PATH. NAGLA BERI",699,572,0,1271,331,295,0,626,503,0,166,27,401,7,1,2,2,2,1,2,3,12,626
232,"PRA.PATH. NAGLA HARNAMPUR",437,334,0,771,350,262,0,612,612,0,500,57,40,0,0,3,2,0,0,3,2,5,612
233,"PRA.PATH. KHURRAMPUR",468,407,0,875,289,272,0,561,529,0,59,102,376,3,0,1,3,1,2,3,4,7,561
234,"PRA.PATH. KANTAUR R.NO. 1",503,439,0,942,275,273,0,548,546,0,62,106,347,7,2,0,1,7,1,5,5,5,548
235,"PRA.PATH. KANTAUR R.NO. 2",529,399,0,928,288,212,0,500,5,0,42,2,437,6,0,0,0,4,1,1,6,1,500
236,"PRA.PATH. NAGLA DUKARIYA M. KANTAUR",367,306,0,673,297,244,0,541,81,0,227,28,261,4,1,0,2,0,1,1,4,12,541
237,"NAV.NIRMIT. RANI AVANTIBAI. INT. COLL. RAMPUR M. KANTAUR",425,387,0,812,281,270,0,551,550,0,23,45,462,3,0,0,2,0,1,8,5,2,551
238,"PANCHAYAT GHAR & PRA.PATH. MOHANPURA NORTH",694,623,0,1317,424,381,0,805,492,0,115,188,459,6,2,1,2,4,3,9,7,9,805
239,"PRA.PATH. AFJALPUR",527,470,0,997,311,301,0,612,490,0,31,303,263,5,1,0,2,1,1,0,4,1,612
240,PRA.PATH.TIKAMPURA,350,327,0,677,190,227,0,417,311,0,46,180,186,1,1,0,0,0,0,0,2,1,417
241,"PRA.PATH. BADAMPUR M. SALEMPUR PIRODA",624,476,0,1100,350,329,0,679,630,0,5,287,381,5,0,0,1,0,0,0,0,0,679
242,"PRA.PATH. SALEMPUR  PIRODA",691,523,0,1214,360,291,0,651,649,0,71,147,416,4,0,1,1,1,1,1,5,3,651
243,"PRA.PATH. ATYAIYA R.NO. 1",642,570,0,1212,340,308,0,648,648,0,66,201,327,11,1,1,5,12,4,6,5,9,648
244,"PRA.PATH. ATYAIYA R.NO. 2",310,263,0,573,180,127,0,307,1,0,38,31,224,6,0,1,1,0,0,4,2,0,307
245,"NAV NIRMIT PRA.PATH. BAHADURPUR WEST R.NO. 1",218,197,0,415,158,145,0,303,303,0,5,1,290,0,1,0,0,1,1,2,1,1,303
246,"NAV NIRMIT PRA.PATH. BAHADURPUR WEST R.NO. 2",724,627,0,1351,423,521,0,944,26,0,178,25,720,9,1,2,1,1,0,1,0,6,944
247,"BARATGHAR RAJPUR",363,311,0,674,276,251,0,527,496,0,29,15,442,12,1,4,2,1,3,8,4,6,527
248,"PRA.PATH. BAHETA M. PATHREKI",300,305,0,605,280,276,0,556,455,0,107,4,434,2,1,2,1,0,0,3,1,1,556
249,"PRA.PATH. MEMDI M. PATHREKI",410,389,0,799,345,288,0,633,419,0,47,7,550,7,0,4,4,5,3,0,3,3,633
250,"PRA.PATH.& PANCHAYAT GHAR PATHREKI WEST",555,487,0,1042,358,339,0,697,204,0,43,8,616,9,0,2,0,5,1,4,4,5,697
251,"BARATGHAR MARUKPRU M. PATHREKI",272,222,0,494,223,180,0,403,400,0,26,134,226,1,1,0,0,0,0,3,9,3,403
252,"NAV NIRMIT PANCHAYAT GHAR KUNVARPUR",427,337,0,764,305,264,0,569,361,0,149,61,345,5,0,0,0,0,0,4,4,1,569
253,"PRA.PATH JAKHERA MAHESHPUR",700,614,0,1314,598,463,0,1061,5,0,711,40,296,5,1,0,0,0,0,3,3,2,1061
254,"PRA.PATH. JAKHERA MAHESHPUR ANSHIK",310,275,0,585,279,210,0,489,20,0,404,1,78,0,0,1,1,0,0,1,1,2,489
255,"U.PRA.PATH. MAHESHPUR M. JAKHERA MAHESHPUR",386,320,0,706,250,241,0,491,11,0,15,221,218,7,1,1,2,0,5,4,6,11,491
256,"PRA.PATH. SALEMPUR LALA",734,580,0,1314,466,436,0,902,898,0,196,16,662,7,0,1,0,6,4,2,4,4,902
257,"PRA.PATH. CHHAVNI",597,503,0,1100,411,326,0,737,37,0,133,165,391,5,4,1,6,4,2,7,9,10,737
258,"PRA.PATH. TANDOLI KHALSA",490,452,0,942,398,324,0,722,1,0,245,14,448,0,0,0,2,1,1,8,0,3,722
259,"PRA.PATH. NADRAI FIRST R. NO. 1",507,455,0,962,292,275,0,567,37,0,82,416,49,2,1,0,0,0,1,2,6,8,567
260,"PRA.PATH. NADRAI FIRST R. NO. 2",580,526,0,1106,362,264,0,626,112,0,320,50,230,2,2,1,2,3,1,5,1,9,626
261,"PRA.PATH. NADRAI SECOND R.NO. 1",806,696,0,1502,543,403,0,946,147,0,389,104,423,3,0,3,2,3,1,7,5,6,946
262,"PRA.PATH. NADRAI SECOND R.NO. 2",246,241,0,487,150,138,0,288,106,0,83,16,181,3,0,0,0,0,0,2,1,2,288
263,"PRA.PATH. BANKNER",563,492,0,1055,316,236,0,552,552,0,25,41,466,3,0,2,0,2,0,1,9,3,552
264,"PRA.VIDH. & U. PRA.VIDH. TATARPUR R. NO. 1",332,312,0,644,91,69,0,160,130,0,8,107,38,0,0,3,0,0,1,0,1,2,160
265,"PRA.VIDH. & U. PRA.VIDH. TATARPUR R. NO. 2",696,500,0,1196,297,252,0,549,17,0,33,191,312,5,1,1,0,1,0,2,1,2,549
266,"PRA.VIDH. & U. PRA.VIDH. TATARPUR R. NO. 3",626,550,0,1176,252,216,0,468,394,0,60,322,71,0,1,0,0,1,0,2,5,6,468
267,"PRA.PATH. NAGLA GULABI M. JYAUDDINPUR",804,673,0,1477,503,393,0,896,716,0,130,305,435,3,0,0,3,0,0,3,14,3,896
268,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PASCHMI R.NO. 1",851,694,0,1545,475,260,0,735,728,0,277,194,231,6,0,3,4,3,3,2,5,7,735
269,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PASCHMI R.NO. 2",457,378,0,835,311,221,0,532,527,0,32,365,120,1,0,2,2,0,0,2,5,3,532
270,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PASCHMI R.NO. 7",616,525,0,1141,383,244,0,627,361,0,334,251,28,2,3,2,3,0,1,0,0,3,627
271,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PASCHMI R.NO. 3",799,685,0,1484,418,381,0,799,560,0,168,505,118,1,1,0,2,0,1,1,0,2,799
272,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PASCHMI R.NO. 5",795,649,0,1444,448,357,0,805,32,0,382,139,263,3,0,0,0,6,0,1,6,5,805
273,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PURAV R.NO. 1",875,686,0,1561,506,335,0,841,171,0,522,175,132,4,0,0,1,1,0,0,4,2,841
274,"PRA.PATH. NAGAR PALIKA KE SAMNE HAAL KE PURAV R.NO. 2",798,700,0,1498,452,298,0,750,743,0,573,164,4,2,0,0,2,0,0,0,0,5,750
275,"N.PALIKA KARYALAYA R. NO. 1",568,524,0,1092,351,290,0,641,610,0,422,98,104,1,0,3,1,1,2,1,1,7,641
276,"N.PALIKA KARYALAYA R. NO. 2",283,263,0,546,173,115,0,288,154,0,188,96,1,0,0,0,0,0,1,0,0,2,288
277,"N.PALIKA KARYALAYA R. NO. 3",389,283,0,672,220,128,0,348,346,0,273,71,1,0,0,1,1,0,0,0,0,1,348
278,"N.PALIKA KARYALAYA R. NO. 4",539,432,0,971,283,204,0,487,126,0,279,185,7,1,0,2,1,0,1,2,4,5,487
279,"KANYA J.H.PRA.PATH. NAGAR PALIKA KE PICHE R.NO. 1",685,572,0,1257,353,243,0,596,498,0,438,154,1,1,1,0,0,0,0,1,0,0,596
280,"KANYA J.H.PRA.PATH. NAGAR PALIKA KE PICHE R.NO. 2",434,352,0,786,252,170,0,422,251,0,358,59,1,0,0,0,0,0,0,0,1,3,422
281,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 1",741,626,0,1367,387,298,0,685,403,0,248,209,205,4,2,3,1,0,0,1,4,8,685
282,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 2",411,361,0,772,244,230,0,474,365,0,174,16,269,2,0,3,2,1,0,2,1,4,474
283,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 3",694,582,0,1276,378,292,0,670,669,0,186,6,461,5,2,1,0,0,1,4,2,2,670
284,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 4",497,468,0,965,269,239,0,508,10,0,128,2,363,6,0,2,2,1,0,0,2,2,508
285,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 5",712,618,0,1330,414,324,0,738,1,0,57,17,640,4,0,1,2,3,1,0,4,9,738
286,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 6",621,535,0,1156,358,273,0,631,574,0,114,5,480,6,0,1,2,1,0,5,3,14,631
287,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 7",603,511,0,1114,311,245,0,556,79,0,63,87,386,2,0,2,0,3,1,1,6,5,556
288,"AZAD GHANDI INT. COLL. KASGANJ R.NO. 8",512,448,0,960,236,209,0,445,139,0,49,17,354,4,0,1,1,4,2,3,2,8,445
289,"N.PALIKA KANYA MAHAVIDHYALYA KASGANJ R.NO. 1",626,530,0,1156,318,245,0,563,90,0,78,14,450,2,0,1,3,4,0,2,3,6,563
290,"N.PALIKA KANYA MAHAVIDHYALYA KASGANJ R.NO. 2",633,576,0,1209,310,257,0,567,150,0,49,14,483,2,0,1,0,5,1,7,4,1,567
291,"NAGAR PALIKA KANYA MAHA VIDHYALYA KASGANJ R.NO. 3",365,356,0,721,201,171,0,372,372,0,40,3,324,1,0,0,0,3,0,0,0,1,372
292,"NAGAR PALIKA KANYA MAHA VIDHYALYA KASGANJ R.NO. 4",483,411,0,894,207,173,0,380,1,0,30,10,332,0,0,0,0,4,0,1,1,2,380
293,"NAGAR PALIKA KANYA MAHA VIDHYALYA KASGANJ R.NO. 5",443,323,0,766,154,117,0,271,88,0,42,14,211,0,0,0,2,0,0,0,1,1,271
294,"NAGAR PAIKA MAHA VIDHYLYA KASGANJ R.NO. 6",768,687,0,1455,392,291,0,683,195,0,36,10,607,8,0,0,1,6,1,5,2,7,683
295,"B.A.B INT. COLLEGE KASGANJ R.NO. 1",323,276,0,599,204,168,0,372,330,0,180,34,153,0,0,0,1,1,0,0,2,1,372
296,"B.A.B INT. COLLEGE KASGANJ R.NO. 2",606,548,0,1154,364,290,0,654,550,0,70,0,573,4,0,0,1,0,0,1,2,3,654
297,"B.A.B INT. COLLEGE KASGANJ R.NO. 3",550,461,0,1011,311,224,0,535,404,0,99,37,385,2,0,1,0,0,0,3,0,8,535
298,"SHRI GANESH INT. COLL. KASGANJ R.NO. 1",688,609,0,1297,404,325,0,729,400,0,127,266,312,7,2,4,1,2,1,0,6,1,729
299,"SHRI GANESH INT. COLL. KASGANJ R.NO. 2",728,661,0,1389,254,402,0,656,1,0,126,83,415,14,0,4,2,3,0,7,1,1,656
300,"SHRI GANESH INT. COLL. KASGANJ R.NO. 3",811,707,0,1518,470,413,0,883,271,0,221,57,571,9,0,1,0,3,0,4,5,12,883
301,"SHRI GANESH INT. COLL. KASGANJ R.NO. 4",795,633,0,1428,423,276,0,699,624,0,76,252,335,6,0,4,2,5,2,4,7,6,699
302,"RASTRIYA DIKSHA VIDHYALLYA KASGANJ R.NO. 1",604,410,0,1014,251,183,0,434,103,0,118,49,241,3,0,1,3,8,1,6,2,2,434
303,"RASTRIYA DIKSHA VIDHYALLYA KASGANJ R.NO. 2",297,264,0,561,196,145,0,341,330,0,52,9,276,0,0,2,0,0,0,1,1,0,341
304,"KARYALYA BASIC SIKSHA ADHIKARI KASGNAJ R.NO. 1",492,434,0,926,261,182,0,443,56,0,46,36,345,1,0,1,0,4,0,3,2,5,443
305,"KARYALYA BASIC SIKSHA ADHIKARI KASGNAJ R.NO. 2",437,306,0,743,217,150,0,367,49,0,4,264,84,4,0,1,1,2,0,1,0,6,367
306,"CHHEDALAL J.H.SCHOOL KASGANJ R.NO. 1",805,747,0,1552,487,405,0,892,798,0,67,15,769,8,0,3,1,17,0,3,5,4,892
307,"CHHEDALAL J.H.SCHOOL KASGANJ R.NO. 2",619,569,0,1188,399,319,0,718,102,0,80,2,620,5,0,0,0,0,0,4,3,4,718
308,"NAGAR PALIKA KANYA INT. COLL. KASGANJ R.NO. 1",598,527,0,1125,368,249,0,617,613,0,42,3,554,3,0,0,2,3,0,2,1,7,617
309,"NAGAR PALIKA KANYA INT. COLL. KASGANJ R.NO. 2",569,512,0,1081,362,255,0,617,612,0,48,16,531,4,0,0,1,6,0,1,2,8,617
310,"NAGAR PALIKA KANYA INT. COLL. KASGANJ R.NO. 3",351,312,0,663,191,149,0,340,340,0,15,11,304,3,0,0,0,2,1,1,1,2,340
311,"NAGAR PALIKA KANYA INT. COLL. KASGANJ R.NO. 4",777,677,0,1454,485,344,0,829,710,0,144,27,641,3,0,1,0,2,0,4,1,6,829
312,"NAGAR PALIKA KANYA INT. COLL. KASGANJ R.NO. 5",499,402,1,902,268,187,0,455,424,0,115,23,312,1,0,0,0,2,0,2,0,0,455
313,"NAGAR PALIKA KANYA INT. COLL. KASGANJ R.NO. 6",458,421,0,879,255,194,0,449,430,0,55,11,364,4,0,1,1,2,0,8,1,2,449
314,"PRA.VIDHYALYA JAI JAI RAM R.NO. 1",631,551,0,1182,327,225,0,552,547,0,87,32,422,1,0,0,2,0,0,1,1,6,552
315,"PRA.VIDHYALYA JAI JAI RAM R.NO. 3",265,237,0,502,155,112,0,267,55,0,118,28,109,2,0,0,1,3,1,2,1,2,267
316,"PRA.VIDHYALYA JAI JAI RAM R.NO. 2",804,681,0,1485,385,290,0,675,1,0,140,95,389,12,2,2,4,4,2,10,3,12,675
317,"NAGAR PALIKA PRA.PATH. NAWALTY ROAD R.NO. 1",590,565,0,1155,372,313,0,685,227,0,36,3,637,2,0,0,0,1,0,3,0,3,685
318,"NAGAR PALIKA PRA.PATH. NAWALTY ROAD R.NO. 2",305,270,0,575,210,168,0,378,178,0,19,1,345,2,1,0,0,5,0,0,1,4,378
319,"RAJKIYA BALIKA INT. COLL. KASGANJ R.NO. 1",472,404,0,876,314,214,0,528,1,0,224,22,264,4,0,0,2,1,0,2,0,9,528
320,"RAJKIYA BALIKA INT. COLL. KASGANJ R.NO. 2",368,358,0,726,252,216,0,468,21,0,33,3,426,3,0,0,0,0,0,2,0,1,468
321,"RAJKIYA BALIKA INT. COLL. KASGANJ R.NO. 3",489,437,0,926,308,253,0,561,346,0,289,59,208,0,0,1,0,0,0,1,0,3,561
322,"RAJKIYA BALIKA INT. COLL. KASGANJ R.NO. 4",399,340,0,739,222,165,0,387,87,0,223,35,118,1,0,0,0,0,0,3,1,6,387
323,"SUMANT KUMAR INT. COLL.KASGANJ",808,630,0,1438,321,189,0,510,27,0,120,38,326,9,0,0,1,3,0,3,5,5,510
324,"KARYALYA S.KRIYA VIKRYA SAMITI KASGANJ R.NO. 1",641,550,1,1192,399,332,0,731,1,0,214,64,421,3,2,5,3,0,3,7,2,7,731
325,"KARYALYA S.KRIYA VIKRYA SAMITI KASGANJ R.NO. 2",443,383,0,826,286,201,0,487,487,0,69,21,388,2,1,1,1,1,0,1,1,1,487
326,"PURVAOTTAR RAIWLAY MADHYMIK VIDHYLYA KASGANJ R.NO. 1",472,407,0,879,250,187,0,437,433,0,57,24,350,1,0,1,0,1,0,0,2,1,437
327,"PURVAOTTAR RAIWLAY MADHYMIK VIDHYLYA KASGANJ R.NO. 2",549,456,0,1005,265,221,0,486,85,0,24,26,426,4,0,1,0,1,0,0,2,2,486
328,"PURVOTTAR RAILWAY MADHYAMIK VIDHYALYA KASGANJ R.NO. 3",566,473,0,1039,268,193,0,461,61,0,70,6,371,2,1,0,0,2,1,4,1,3,461
329,"PURVOTTAR RAILWAY MADHYAMIK VIDHYALYA KASGANJ R.NO. 4",373,288,0,661,185,119,0,304,270,0,194,13,93,0,0,0,0,0,0,1,0,3,304
330,"PRA.VIDHYALYA N.E. RAILWAY KASGANJ R.NO. 1",483,440,0,923,211,147,0,358,277,0,56,37,219,12,0,2,2,7,1,14,1,7,358
331,"PRA.VIDHYALYA N.E. RAILWAY KASGANJ R.NO. 2",462,393,1,856,257,173,0,430,30,0,104,19,294,2,0,0,0,1,0,1,4,5,430
332,"PRA.PATH. MOHLLA MOHAN SECOND GAND NALA KASGANJ R.NO. 1",924,774,0,1698,490,364,0,854,722,0,86,22,723,3,1,2,1,7,1,3,2,3,854
333,"PRA.PATH. MOHLLA MOHAN SECOND GAND NALA KASGANJ R.NO. 2",371,317,0,688,166,146,0,312,206,0,18,11,270,1,0,0,1,2,1,1,4,3,312
334,"RAILWAY INSTITUTE HALL ME KASGANJ UTTAR R.NO. 1",699,645,0,1344,405,325,0,730,185,0,95,16,596,6,0,0,0,6,1,2,3,5,730
335,"RAILWAY INSTITUTE HALL ME KASGANJ UTTAR R.NO. 2",826,653,0,1479,383,299,0,682,622,0,80,17,534,27,1,0,0,12,0,3,2,6,682
336,"J.H. SCHOOL NAGLA VALE R.NO. 1",726,607,0,1333,395,361,0,756,156,0,35,24,667,9,1,2,1,7,1,3,4,2,756
337,"J.H. SCHOOL NAGLA VALE R.NO. 2",444,366,0,810,320,252,0,572,49,0,17,7,531,4,0,2,0,0,0,4,2,5,572
338,"PRA.VIDHYALYA AHEROLI",866,686,0,1552,508,402,0,910,875,0,171,484,223,1,2,0,2,2,1,3,7,14,910
339,"AMBEDKAR BAL VIDHYALYA AHEROLI R.NO. 1",543,455,0,998,309,229,0,538,37,0,200,53,261,2,0,2,1,4,0,10,1,4,538
340,"AMBEDKAR BAL VIDHYALYA AHEROLI R.NO. 2",463,389,0,852,263,196,0,459,325,0,161,27,266,1,0,1,0,2,0,1,0,0,459
341,"PRA.VIDHYALYA PAVSARA",880,715,0,1595,634,462,0,1096,20,0,24,695,358,3,0,0,0,1,3,2,8,2,1096
342,"KOTHIWAL ADHATIYA DEGREE COLLEGE KASGANJ R.NO. 5",197,185,0,382,164,154,0,318,47,0,32,3,267,5,0,0,0,1,2,4,3,1,318
343,"PRA.PATH. FATEHPUR",651,580,0,1231,449,425,0,874,788,0,24,213,607,2,0,1,1,6,0,5,8,7,874
344,"PRA.PATH. HANOTA",402,348,0,750,280,233,0,513,513,0,64,101,325,3,0,2,2,4,0,2,6,4,513
345,"PRA.PATH. BAINSORA KHURD",561,474,0,1035,309,277,0,586,585,0,170,59,337,2,1,2,2,0,0,4,4,5,586
346,"PRA.PATH. BAINSORA BUJURG",669,524,0,1193,337,273,0,610,71,0,61,151,359,5,2,2,5,3,1,9,5,7,610
347,"PRA.PATH NAGLA BHATTA URF NAGLA KISHORPUR",257,242,0,499,198,191,0,389,221,0,3,2,378,1,0,0,1,1,1,0,1,1,389
348,"PRA.PATH. DILAWALI",737,580,0,1317,460,380,0,840,50,0,89,19,686,7,1,4,1,1,2,10,15,5,840
349,"PRA.PATH. TAWALPUR",435,385,0,820,327,275,0,602,40,0,8,3,573,7,0,0,2,0,2,3,3,1,602
350,"PRA.PATH. MAUSAMPUR",324,276,0,600,284,235,0,519,519,0,15,0,499,1,1,0,0,0,1,0,0,2,519
351,"PRA.PATH. RAMPURIYA M. NASRATPUR",476,398,0,874,352,280,0,632,504,0,32,129,456,1,1,0,2,1,0,0,5,5,632
352,"PRA.PATH. BADHARI VAISHYA",650,581,0,1231,463,401,0,864,10,0,110,87,633,13,1,3,1,2,3,3,4,4,864
353,"PRA.PATH. KURAMAI UTTAR",698,591,0,1289,397,357,0,754,754,0,128,49,530,17,2,3,1,1,1,5,6,11,754
354,"PRA.PATH. KURAMAI DAKSHIN",538,454,0,992,316,254,0,570,300,0,275,4,275,2,1,0,1,1,1,6,2,2,570
355,"PRA.PATH. NAGLA TATI M. KURAMAI",223,192,0,415,207,171,0,378,151,0,4,1,373,0,0,0,0,0,0,0,0,0,378
356,"PRA.PATH. SULTANPUR",343,314,0,657,209,200,0,409,5,0,30,110,188,70,0,0,1,0,1,4,4,1,409
357,"PRA.PATH. TILSAI KALAN",450,355,0,805,292,251,0,543,513,0,79,434,23,0,0,1,3,2,0,0,1,0,543
358,"PRA.PATH. NAGLA TAL M. TILSAI KALAN",270,247,0,517,240,191,0,431,120,0,16,0,400,4,1,1,0,1,1,2,3,2,431
359,"PRA.PATH. TILSAI KHURD",526,424,0,950,445,344,0,789,700,0,5,3,776,3,0,0,0,1,0,1,0,0,789
360,"NAV NIRMIT PRA.PATH. MANOTA",581,497,0,1078,353,336,0,689,689,0,117,101,341,80,3,5,10,3,2,9,8,10,689
