"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AFZAL SIDDIQUI","2 - USHA MAURYA","3 - NIRANJAN JYOTI","4 - RAKESH SACHAN","5 - ASHOK MISHRA","6 - ZAINUL ABDIN","7 - MOHAMMAD JAVED","8 - RAMKRISHNA TRIPATHI","9 - RAMLOCHAN SEN","10 - RUKMINI DEVI NISHAD","11 - ARVIND KUMAR","12 - CHANDRABHAN SINGH","13 - RANJANA KAKKAR","14 - SRIDEVI","15 - None of the Above","Total Votes Secured"
179,"P.S.  SUKETI  ROOM N0 1",626,593,0,1219,373,311,0,684,580,0,124,21,451,61,4,2,1,7,3,1,0,0,3,1,5,684
180,"P.S.  SUKETI  ROOM N0 2",638,607,0,1245,392,349,0,741,734,0,314,17,313,59,1,3,1,1,1,1,1,1,9,7,12,741
181,"P.S.  PARSETHA  ROOM N0 1",634,539,0,1173,349,251,0,600,580,0,102,12,293,153,3,4,10,10,2,0,1,2,6,1,1,600
182,"P.S.  PARSETHA  ROOM N0 2",415,376,0,791,195,165,0,360,359,0,11,11,285,32,3,3,1,9,0,1,0,0,2,1,1,360
183,"U.P.S.   LAMHETA ROOM N0 1",517,449,0,966,300,244,0,544,544,0,67,4,326,125,0,1,0,3,2,1,0,2,2,6,5,544
184,"U.P.S.   LAMHETA ROOM N0 2",427,283,0,710,303,187,0,490,478,0,92,3,279,87,1,0,0,1,1,2,0,0,7,8,9,490
185,"P.S. BABHANTARA MAJRE LAMHETA",560,503,0,1063,329,295,0,624,610,0,20,7,452,91,3,0,1,12,1,2,1,3,18,6,7,624
186,"P.S. LILARA",478,402,0,880,260,230,0,490,449,0,110,9,278,53,1,3,2,9,2,0,1,2,6,2,12,490
187,"P.S. DEVLAN   . ROOM N0 1",566,369,0,935,317,224,0,541,475,0,142,9,91,273,6,0,0,2,2,1,4,1,2,2,6,541
188,"P.S. DEVLAN   . ROOM N0 2",535,384,0,919,221,220,0,441,381,0,193,8,129,85,4,3,1,4,1,0,1,1,2,3,6,441
189,"P.S. GOKAN",360,257,0,617,223,163,0,386,386,0,116,5,175,74,1,1,0,1,2,1,0,0,4,4,2,386
190,"P.S.  SEVRAMAU  ROOM N0 1",632,419,0,1051,354,171,0,525,525,0,42,10,398,59,1,0,2,4,1,0,2,0,3,1,2,525
191,"P.S.  SEVRAMAU  ROOM N0 2",316,217,0,533,158,109,0,267,267,0,96,2,123,31,0,2,0,3,0,0,1,3,1,1,4,267
192,"P.S. SARVAL",587,410,0,997,305,216,0,521,456,0,150,6,272,69,4,0,1,5,2,0,3,2,1,4,2,521
193,"P.S. BAHADURPUR",443,393,0,836,292,230,0,522,300,0,141,13,223,116,3,3,4,5,1,0,2,4,1,1,5,522
194,"U.P.S.  PAIGAMBARPUR BAKARI",625,486,0,1111,439,349,0,788,788,0,252,19,337,135,2,0,3,10,3,1,1,1,4,9,11,788
195,"KANYA P.S. FAREEDABAD TIKRI",687,516,0,1203,350,266,0,616,594,0,192,24,311,48,4,4,1,3,1,2,2,1,9,6,8,616
196,"P.S. BARUHA",680,515,0,1195,349,271,0,620,618,0,122,7,285,148,6,1,0,11,2,0,3,7,5,4,19,620
197,"P.S. LAUGAON",518,388,0,906,320,296,0,616,616,0,197,23,322,55,0,0,1,2,2,0,1,1,5,3,4,616
198,"P.S. SUSWAN BUJURG  ROOM N0 1",505,410,0,915,308,264,0,572,570,0,174,7,187,169,3,0,1,7,0,2,3,0,8,4,7,572
199,"P.S. SUSWAN BUJURG  ROOM N0 2",453,343,0,796,265,196,0,461,460,0,65,13,261,89,3,3,0,8,0,2,3,7,3,2,2,461
200,"P.S.   DHARAMPUR SUSWAN KHURD  ROOM N0 1",646,491,0,1137,281,310,0,591,345,0,57,9,403,84,2,0,0,16,0,0,4,1,8,2,5,591
201,"P.S.   DHARAMPUR SUSWAN KHURD  ROOM N0 2",713,587,0,1300,354,256,0,610,370,0,142,3,362,77,0,0,0,9,3,0,2,1,3,3,5,610
202,"P.S.  SARKI ROOM N0 1",526,371,0,897,293,208,0,501,499,0,170,3,298,11,1,0,0,1,1,0,0,2,6,2,6,501
203,"P.S.  SARKI ROOM N0 2",443,325,0,768,236,189,0,425,421,0,171,8,202,31,2,0,1,0,3,0,3,0,1,1,2,425
204,"P.S.  SARKI ROOM N0 3",855,653,0,1508,480,341,0,821,821,0,242,26,421,84,0,1,1,9,0,2,1,2,12,7,13,821
205,"P.S. MANIKHEDA",296,256,0,552,185,146,0,331,295,0,32,22,163,88,2,1,1,5,0,1,2,0,4,5,5,331
206,"P.S. BERRAO ROOM N0 1",328,264,0,592,203,159,0,362,337,0,51,26,249,20,0,0,1,3,2,0,0,0,3,2,5,362
207,"P.S. BERRAO ROOM N0 2",576,518,0,1094,358,305,0,663,663,0,256,29,310,24,2,1,1,3,1,0,2,1,6,2,25,663
208,"P.S.   GHANGHAUL ROOM N0 1",808,669,0,1477,461,402,0,863,860,0,249,81,350,145,1,1,0,6,1,1,3,3,5,9,8,863
209,"P.S.   GHANGHAUL ROOM N0 2",121,83,0,204,83,57,0,140,140,0,50,3,35,49,0,0,0,2,0,0,0,0,0,0,1,140
210,"P.S. ANDMAU",528,474,0,1002,356,293,0,649,649,0,177,24,341,47,1,2,2,6,1,1,3,5,16,11,12,649
211,"MISHRIT P.S. BUDHRAMAU",569,517,0,1086,326,324,0,650,495,0,190,20,304,102,2,0,2,4,0,1,3,1,7,4,10,650
212,"U.P.S. AJHI  ROOM N0 1",798,659,0,1457,384,317,0,701,701,0,210,43,266,148,4,1,1,7,1,0,1,1,3,9,6,701
213,"U.P.S.   AJHI ROOM N0 2",487,361,0,848,267,161,0,428,426,0,90,9,229,81,3,2,0,1,0,0,1,0,5,2,5,428
214,"U.P.S.   AJHI ROOM N0 3",417,314,0,731,202,180,0,382,382,0,58,10,184,99,3,1,0,3,1,2,0,1,8,3,9,382
215,"P.S. DEIMAU",281,235,0,516,156,166,0,322,322,0,176,7,91,33,0,0,0,4,2,0,2,0,2,2,3,322
216,"P.S. GHATAMPUR",438,352,0,790,236,237,0,473,473,0,113,6,266,40,0,3,1,10,3,2,5,3,6,5,10,473
217,"P.S. HARNAWA",554,451,0,1005,366,300,0,666,666,0,273,4,311,44,2,0,1,4,3,0,1,3,1,4,15,666
218,"P.S. PREMMAU KATRA",681,593,0,1274,471,420,0,891,788,0,199,118,168,363,7,3,2,5,1,2,3,3,2,2,13,891
219,"P.S.   BESADI  ROOM N0 1",788,617,0,1405,511,411,0,922,850,0,158,18,209,512,7,0,0,1,0,2,1,3,3,1,7,922
220,"P.S.   BESADI  ROOM N0 2",695,594,1,1290,377,349,0,726,695,0,270,13,312,107,9,2,2,7,1,0,0,0,1,2,0,726
221,"P.S. BILARIMAU",459,403,0,862,296,262,0,558,494,0,183,29,179,127,2,0,0,7,2,3,0,4,3,2,17,558
222,"NAWAB SINGH U.P.S KANDHIYA   ROOM N0 1",741,654,0,1395,424,361,0,785,785,0,212,43,379,95,3,1,2,10,3,2,0,3,6,11,15,785
223,"NAWAB SINGH U.P.S KANDHIYA   ROOM N0 2",557,474,0,1031,331,295,0,626,590,0,221,27,280,61,0,4,2,4,1,0,0,3,9,7,7,626
224,"P.S. BERUII",741,658,0,1399,427,403,0,830,781,0,225,16,423,122,9,1,3,11,2,3,3,1,3,2,6,830
225,"P.S. ANDIPUR",362,292,0,654,220,187,0,407,407,0,118,5,139,124,3,0,0,2,0,0,1,1,6,3,5,407
226,"P.S. SARAY KHALIS",596,542,0,1138,365,347,0,712,712,0,110,126,351,78,2,4,1,5,4,0,2,5,5,8,11,712
227,"P.S. BAUNDAR",658,560,0,1218,397,329,0,726,726,0,326,16,217,138,1,2,1,2,1,0,2,3,3,5,9,726
228,"P.S. JANIKPUR MAJRE KAUNDAR",802,673,0,1475,516,386,0,902,899,0,318,27,163,323,3,4,1,11,4,4,3,10,5,7,19,902
229,"P.S.   KAUNDAR  ROOM N0 1",628,494,0,1122,269,268,0,537,380,0,239,44,128,80,3,1,1,13,6,0,1,3,1,2,15,537
230,"P.S.   KAUNDAR  ROOM N0 2",696,550,0,1246,416,329,0,745,745,0,282,29,347,56,1,0,1,1,5,0,3,3,5,4,8,745
231,"P.S.BANPURWA MAJRE ASHOTHAR",659,541,0,1200,389,265,0,654,483,0,198,52,137,241,3,3,0,4,1,0,0,2,3,5,5,654
232,"P.S.   SUJANPUR MAJRE ASHOTHAR  ROOM N0 1",374,352,0,726,223,168,0,391,275,0,181,20,106,71,1,0,0,4,0,0,1,0,2,1,4,391
233,"P.S.   SUJANPUR MAJRE ASHOTHAR  ROOM N0 2",448,402,0,850,230,197,0,427,427,0,108,26,234,17,2,3,2,5,5,2,2,2,4,2,13,427
234,"P.S.   SUJANPUR MAJRE ASHOTHAR  ROOM N0 3",614,558,0,1172,317,277,0,594,594,0,98,31,391,44,2,1,0,11,1,0,1,1,6,2,5,594
235,"P.S.  ASHOTHAR  ROOM N0 1",515,441,0,956,322,238,0,560,316,0,371,9,132,32,1,0,0,2,2,0,0,0,0,2,9,560
236,"P.S.  ASHOTHAR  ROOM N0 2",372,284,0,656,209,184,0,393,291,0,196,8,160,13,3,0,0,3,0,1,0,1,2,1,5,393
237,"P.S.  ASHOTHAR  ROOM N0 3",863,728,0,1591,516,397,0,913,911,0,145,23,559,140,5,8,1,3,1,2,4,0,8,3,11,913
238,"SA.S.S.    ASHOTHAR  ROOM N0 1",706,585,0,1291,389,328,0,717,715,0,209,13,405,58,4,1,1,1,1,1,1,1,7,6,8,717
239,"SA.S.S. ASHOTHAR  ROOM N0 2",701,629,0,1330,399,340,0,739,739,0,134,66,480,28,1,1,1,3,2,0,2,1,6,4,10,739
240,"SARVODAYA INTER COLLEG   ASHOTHAR  ROOM N0 1",607,543,0,1150,369,322,0,691,691,0,283,85,278,21,3,1,1,6,0,0,2,2,0,7,2,691
241,"SARVODAYA INTER COLLEG   ASHOTHAR  ROOM N0 2",721,639,0,1360,400,310,0,710,710,0,164,12,455,31,1,0,0,6,1,0,3,3,8,6,20,710
242,"U.P.S.  JARAULI  ROOM N0 1",646,482,0,1128,310,229,0,539,537,0,208,9,256,40,2,0,0,6,0,1,0,2,0,6,9,539
243,"U.P.S.  JARAULI  ROOM N0 2",475,404,0,879,194,141,0,335,335,0,89,11,164,46,6,0,2,1,2,1,0,3,1,3,6,335
244,"U.P.S.  JARAULI  ROOM N0 3",407,340,0,747,116,49,0,165,165,0,74,0,69,8,0,2,1,2,1,0,2,0,1,1,4,165
245,"P.S.DARIYAVPUR MAJRE JARAULI",454,337,0,791,258,192,0,450,450,0,22,4,404,13,0,0,0,2,0,0,0,0,2,1,2,450
246,"P.S. RAMNAGAR KAUHAN",719,532,0,1251,341,200,0,541,541,0,124,7,346,33,2,0,0,6,4,0,2,0,5,5,7,541
247,"P.S. BAGAHA MAJRE SARKANDI ROOM N0 1",527,420,0,947,247,233,0,480,480,0,97,24,319,27,0,0,0,4,1,1,0,0,3,1,3,480
248,"P.S. BAGAHA MAJRE SARKANDI ROOM N0 2",362,318,0,680,199,191,0,390,387,0,53,6,262,44,2,0,2,0,0,0,0,7,9,4,1,390
249,"P.S. SARKANDI  KHASS   ROOM N0 1",607,497,0,1104,265,295,0,560,101,0,164,12,311,40,1,0,2,9,1,1,0,3,3,1,12,560
250,"P.S. SARKANDI  KHASS   ROOM N0 2",347,227,0,574,147,105,0,252,202,0,17,7,161,53,1,0,0,4,2,0,0,2,2,1,2,252
251,"U.P.S.  MUNGIKUEI  MAJRE SARKANDI ROOM N0 1",498,439,0,937,259,205,0,464,464,0,42,1,290,115,1,0,0,8,1,0,1,0,4,0,1,464
252,"U.P.S.  MUNGIKUEI  MAJRE SARKANDI ROOM N0 2",351,257,0,608,180,125,0,305,305,0,62,1,188,44,2,0,1,2,1,1,0,0,1,0,2,305
253,"U.P.S.  MUNGIKUEI  MAJRE SARKANDI ROOM N0 3",919,625,0,1544,459,297,0,756,730,0,350,15,286,81,3,1,0,3,0,0,2,1,1,3,10,756
254,"P.S.    MAYKUVAPUR MAJRE SARKANDI  ROOM N0 1",596,487,0,1083,286,242,0,528,528,0,54,5,400,24,5,1,2,19,1,0,2,4,5,2,4,528
255,"P.S.    MAYKUVAPUR MAJRE SARKANDI  ROOM N0 2",457,395,0,852,185,143,0,328,249,0,83,8,197,7,1,0,1,6,2,1,0,4,5,0,13,328
256,"P.S.    MAYKUVAPUR MAJRE SARKANDI  ROOM N0 3",866,679,0,1545,382,205,0,587,585,0,119,5,347,75,3,3,2,10,2,0,0,2,7,6,6,587
257,"P.S. MANAWA",728,607,0,1335,428,372,0,800,738,0,254,127,235,153,3,0,4,3,9,1,0,1,1,5,4,800
258,"PANCHYAT BHAWAN  AKBARPUR",381,310,0,691,219,198,0,417,309,0,80,24,249,40,2,0,0,9,0,0,0,2,5,2,4,417
259,"P.S. PURBUJURG",887,680,0,1567,490,412,0,902,902,0,303,92,359,95,3,2,1,5,3,1,2,3,12,4,17,902
260,"P.S. FATEHPUR MATIHA",713,521,0,1234,307,381,0,688,688,0,210,7,373,74,4,1,2,3,0,1,0,2,3,3,5,688
261,"P.S. ITHRAURA",231,191,0,422,112,100,0,212,211,0,112,8,74,14,0,0,0,1,0,0,0,0,1,0,2,212
262,"P.S.   NARAINI  ROOM N0 1",751,611,0,1362,434,301,0,735,735,0,202,14,428,64,3,1,0,4,1,0,0,0,2,4,12,735
263,"P.S.   NARAINI  ROOM N0 2",686,566,0,1252,398,343,0,741,741,0,395,18,277,17,0,2,1,5,1,2,0,3,2,5,13,741
264,"P.S.   NARAINI  ROOM N0 3",720,572,0,1292,401,252,0,653,653,0,185,30,361,42,2,0,2,9,3,1,1,0,4,6,7,653
