"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
128,"PRY. PATH. DERI MACHCHHA R.NO. 1",393,377,0,770,253,234,0,487,487,0,31,25,5,418,0,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,487
129,"PRY. PATH. DERI MACHCHHA R.NO. 2",795,600,0,1395,530,335,0,865,450,0,449,141,2,247,1,8,0,1,1,0,0,0,0,0,1,5,0,2,0,2,0,0,0,1,4,865
130,"PRY. PATH. DERI SKENAR R.NO. 1",525,459,0,984,397,293,0,690,647,0,324,226,7,105,3,1,1,0,2,2,1,5,1,1,0,4,1,2,1,0,1,1,0,0,1,690
131,"PRY. PATH. AMKA R.NO. 1",593,480,0,1073,368,282,0,650,48,0,70,268,5,272,1,7,0,5,0,0,0,5,2,0,0,2,0,3,1,2,1,1,0,1,4,650
132,"PRY. PATH. ROOPVAS R.NO. 1",444,384,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"PRY. PATH. ROOPVAS R.NO. 2",423,388,0,811,343,272,0,615,610,0,446,141,3,15,0,3,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,1,0,0,0,615
134,"PRY. PATH. KIRANCHPUR R.NO. 1",447,373,0,820,346,263,0,609,601,0,447,62,2,87,1,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,609
135,"PRY. PATH. KIRANCHPUR R.NO. 2",513,420,0,933,413,293,0,706,691,0,407,98,4,179,1,6,0,0,0,0,0,1,2,0,0,3,2,2,0,0,0,1,0,0,0,706
136,"BHARTIYA ADRASH I. C. TILPTA KARANWAS R.NO. 1",630,474,0,1104,455,329,0,784,24,0,513,169,4,86,0,2,0,2,0,0,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,784
137,"BHARTIYA ADRASH I. C. TILPTA KARANWAS R.NO. 2",620,456,0,1076,422,244,0,666,500,0,268,270,2,88,0,4,0,0,1,0,0,6,0,0,0,2,4,11,0,1,0,3,3,2,1,666
138,"BHARTIYA ADRASH I. C. TILPTA KARANWAS R.NO. 3",529,373,0,902,347,218,0,565,547,0,290,216,2,41,0,4,0,1,0,0,0,3,1,0,1,1,0,3,0,0,1,0,0,0,1,565
139,"BHARTIYA ADRASH I. C. TILPTA KARANWAS R.NO. 4",667,440,0,1107,404,214,0,618,615,1,250,132,14,192,0,9,0,0,1,1,0,5,0,1,5,2,0,4,0,0,0,1,0,1,0,618
140,"AMBEDKAR SMARAK BHAWAN TILPTA KARANWAS R.NO. 1",588,445,0,1033,435,293,0,728,651,0,268,90,2,341,3,0,3,2,0,0,0,2,1,1,0,1,7,2,1,1,0,1,0,1,1,728
141,"AMBEDKAR SMARAK BHAWAN TILPTA KARANWAS R.NO. 2",636,466,0,1102,466,326,0,792,792,0,74,87,8,601,1,4,2,0,0,2,0,0,3,0,3,0,1,1,0,3,0,1,1,0,0,792
142,"PRY. PATH. BARHPURA R.NO. 1",567,515,0,1082,439,298,0,737,729,0,500,113,1,104,0,2,0,0,0,2,0,2,0,0,1,8,1,1,1,0,0,0,1,0,0,737
143,"PRY. PATH. BARHPURA R.NO. 2",840,686,0,1526,576,393,0,969,969,0,444,284,5,203,2,9,1,4,2,0,0,3,0,0,0,5,2,4,0,1,0,0,0,0,0,969
144,"A. H. JANTA I. C. DADRI DADRI R.NO. 1",479,366,0,845,424,129,0,553,426,0,363,159,3,11,2,3,0,1,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,3,0,553
145,"A. H. JANTA I. C. DADRI DADRI R.NO. 2",428,352,0,780,246,199,0,445,356,0,325,86,1,23,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,445
146,"A. H. JANTA I. C. DADRI DADRI R.NO. 3",523,397,0,920,340,234,0,574,574,1,211,317,3,21,0,3,1,0,0,0,0,4,1,1,0,2,3,3,0,0,1,0,0,1,2,574
147,"SHAIFALI PUBLIC SCHOOL RAILWAY ROAD DADRI R.NO. 1",565,467,0,1032,279,214,0,493,493,0,46,358,9,60,1,3,0,1,1,2,0,1,1,0,3,0,0,1,1,1,0,1,0,0,3,493
148,"SHAIFALI PUBLIC SCHOOL RAILWAY ROAD DADRI R.NO. 2",480,317,0,797,250,145,0,395,195,0,49,288,5,42,0,4,1,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,395
149,"SHAIFALI PUBLIC SCHOOL RAILWAY ROAD DADRI R.NO. 3",883,592,0,1475,521,316,0,837,325,0,757,9,3,21,0,11,1,3,0,0,0,2,0,0,1,6,8,3,1,0,0,1,0,3,7,837
150,"SHAIFALI PUBLIC SCHOOL RAILWAY ROAD DADRI R.NO. 4",746,636,0,1382,401,290,0,691,691,0,559,57,7,49,0,3,0,2,1,0,0,3,0,1,1,5,0,2,0,0,1,0,0,0,0,691
151,"SHAIFALI PUBLIC SCHOOL RAILWAY ROAD DADRI R.NO. 5",848,647,0,1495,460,242,0,702,650,0,82,432,11,152,0,15,2,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,2,702
152,"SHAIFALI PUBLIC SCHOOL RAILWAY ROAD DADRI R.NO. 6",954,724,0,1678,465,327,0,792,792,0,154,535,6,62,1,11,0,1,1,0,0,2,0,2,2,5,1,2,1,1,1,1,1,1,1,792
153,"SARSWATI SHISHU MANDIR RAILWAY ROAD DADRI R.NO. 1",579,412,0,991,292,195,0,487,477,0,51,260,16,143,1,3,0,1,0,0,0,4,1,1,2,3,0,0,0,0,0,0,0,0,1,487
154,"SARSWATI SHISHU MANDIR RAILWAY ROAD DADRI R.NO. 2",820,578,0,1398,352,232,0,584,568,0,77,357,3,116,0,7,1,2,0,1,0,1,3,1,5,3,0,1,0,1,0,0,0,2,3,584
155,"SARSWATI SHISHU MANDIR RAILWAY ROAD DADRI R.NO. 3",266,206,0,472,183,135,0,318,313,0,75,58,4,166,0,2,0,2,1,2,0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,318
156,"AMBEDKAR BHAWAN GAUTAMPURI DADIR R.NO. 2",649,575,0,1224,448,272,0,720,681,0,111,193,7,388,0,2,0,2,0,0,0,1,2,2,2,1,0,1,2,0,1,0,2,2,1,720
157,"MIHIR BHOJ I. C. DADRI R.NO. 1",717,653,0,1370,526,321,0,847,837,0,220,601,2,11,0,6,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,847
158,"MIHIR BHOJ I. C. DADRI R.NO. 2",680,534,0,1214,478,297,0,775,775,0,732,9,6,22,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,775
159,"MIHIR BHOJ I. C. DADRI R.NO. 3",437,356,0,793,282,202,0,484,484,0,443,17,3,7,1,6,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,1,484
160,"AGRASAIN I. C. DADRI R.NO. 1",464,305,0,769,233,155,0,388,373,0,94,244,4,26,0,9,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,3,388
161,"AGRASAIN I. C. DADRI R.NO. 2",900,656,0,1556,492,302,0,794,784,0,198,497,3,65,1,18,0,2,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,1,794
162,"AGRASAIN I. C. DADRI R.NO. 3",572,462,0,1034,296,235,0,531,412,0,114,360,5,26,0,10,0,1,0,0,0,2,1,3,1,3,0,1,1,0,0,2,0,0,1,531
163,"AGRASAIN I. C. DADRI R.NO. 4",163,127,0,290,88,61,0,149,121,0,35,100,4,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149
164,"AGRASAIN I. C. DADRI R.NO. 5",604,439,0,1043,322,235,0,557,552,0,120,356,7,32,0,12,0,0,1,1,0,1,0,5,1,2,4,9,1,3,0,0,0,0,2,557
165,"AGRASAIN I. C. DADRI R.NO. 6",812,598,0,1410,391,244,0,635,635,0,117,426,6,47,0,8,0,4,0,0,0,5,0,9,0,5,0,1,0,0,3,1,0,0,3,635
166,"AGRASAIN I. C. DADRI R.NO. 7",864,590,0,1454,407,251,0,658,558,0,86,421,7,101,0,12,1,5,0,0,0,3,1,10,3,1,2,0,1,1,0,1,0,0,2,658
167,"AGRASAIN I. C. DADRI R.NO. 8",725,599,0,1324,358,258,0,616,582,0,90,387,2,101,0,9,0,2,0,0,1,4,0,10,1,5,1,1,0,0,0,0,0,1,1,616
168,"VAIDIK KANYA I. C. DADRI R.NO. 1",570,435,0,1005,313,226,0,539,1,0,148,332,7,15,2,12,0,1,0,0,0,2,1,0,0,2,4,10,0,2,0,1,0,0,0,539
169,"VAIDIK KANYA I. C. DADRI R.NO. 2",476,397,0,873,255,184,0,439,437,0,72,339,1,18,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,439
170,"VAIDIK KANYA I. C. DADRI R.NO. 3",579,417,0,996,339,244,0,583,329,0,63,474,5,21,0,5,0,1,1,0,0,2,0,4,3,1,0,1,1,0,0,0,0,0,1,583
171,"VAIDIK KANYA I. C. DADRI R.NO. 4",479,388,0,867,264,211,0,475,465,0,59,380,4,17,0,3,0,2,0,0,0,2,0,1,1,5,0,0,0,0,0,0,0,0,1,475
172,"VAIDIK KANYA I. C. DADRI R.NO. 5",593,542,0,1135,423,318,0,741,691,0,97,618,2,4,0,7,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,6,741
173,"VAIDIK KANYA I. C. DADRI R.NO. 6",360,337,0,697,245,197,0,442,42,0,110,318,3,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,442
174,"VAIDIK KANYA I. C. DADRI R.NO. 7",674,571,0,1245,348,278,0,626,605,0,341,250,3,17,1,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,626
175,"MIHIR BHOJ BALIKA I. C. DADRI R.NO. 1",807,625,0,1432,593,380,0,973,973,0,904,10,4,18,2,11,0,1,2,0,0,2,1,0,1,5,4,4,1,0,0,0,0,1,2,973
176,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 2",814,680,0,1494,536,371,0,907,775,0,824,7,6,34,0,12,0,3,1,1,0,2,0,0,2,7,5,0,0,1,0,1,0,1,0,907
177,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 3",730,639,8,1377,445,330,2,777,739,0,694,5,5,37,0,12,3,0,0,2,0,2,0,1,0,3,1,3,0,2,0,0,1,3,3,777
178,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 4",672,561,0,1233,410,326,0,736,736,0,635,9,9,23,0,19,0,5,2,0,2,1,0,0,1,5,4,4,0,0,2,1,2,5,7,736
179,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 5",831,702,0,1533,488,328,0,816,802,0,289,295,3,205,2,13,0,1,0,0,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,816
180,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 6",750,548,0,1298,444,260,0,704,656,0,517,103,2,55,0,2,0,1,0,0,0,2,0,0,1,6,6,1,0,0,1,0,0,4,3,704
181,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 7",576,481,0,1057,392,292,0,684,308,0,614,4,4,28,1,14,0,2,1,0,0,0,1,0,1,8,3,1,0,0,0,0,0,1,1,684
182,"MIHIR BHOJ BALICA I. C. DADRI R.NO. 8",922,732,0,1654,623,451,0,1074,1070,0,975,6,13,33,0,13,0,0,3,1,2,2,4,1,1,11,1,2,0,2,2,1,1,0,0,1074
183,"DADRI PUBLIC SCHOOL R.NO. 1",983,748,0,1731,492,331,0,823,810,0,216,494,10,77,0,11,0,2,0,0,0,1,1,0,0,2,1,2,0,0,1,1,0,1,3,823
184,"DADRI PUBLIC SCHOOL R.NO. 2",540,357,0,897,287,166,0,453,437,0,86,280,4,68,0,6,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,453
185,"MIHIR BHOJ DIGREE COLLEGE DADRI R.NO. 1",698,574,1,1273,322,206,0,528,499,0,138,334,0,33,0,12,0,0,0,0,0,1,0,0,2,1,5,2,0,0,0,0,0,0,0,528
186,"A. H. J. H. SCHOOL NAGAR P. P. DADRI R.NO. 1",592,483,0,1075,340,262,0,602,518,0,161,404,4,12,1,11,0,2,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,602
187,"A. H. J. H. SCHOOL NAGAR P. P. DADRI R.NO. 2",383,310,0,693,209,153,0,362,301,0,137,217,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,362
188,"A. H. J. H. SCHOOL NAGAR P. P. DADRI R.NO. 3",732,585,1,1318,513,350,0,863,711,0,171,670,4,3,0,3,0,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,3,863
189,"A. H. J. H. SCHOOL DADRI DADRI R.NO. 4",457,411,0,868,332,264,0,596,552,0,53,528,5,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,596
190,"A. H. J. H. SCHOOL NAGAR P. P. DADRI R.NO. 5",448,409,0,857,290,232,0,522,453,0,68,442,3,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,522
191,"A. H. J. H. SCHOOL NAGAR P. P. DADRI R.NO. 6",755,573,0,1328,393,267,0,660,651,0,172,410,12,37,1,16,0,3,0,0,0,1,0,0,1,2,1,2,0,0,0,1,0,0,1,660
192,"A. H. J. H. SCHOOL NAGAR P. P. DADRI R.NO. 7",489,304,0,793,264,152,0,416,360,0,66,309,1,10,1,7,0,1,0,0,0,2,0,0,0,0,3,10,0,0,0,3,2,1,0,416
193,"A. H. J. H. SCHOOL DADRI  R.NO. 8",474,366,0,840,185,142,0,327,319,0,32,266,6,12,0,2,1,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,327
194,"PRY. PATH. DADRI R.NO. 1",614,486,0,1100,318,229,0,547,432,0,137,334,9,30,0,19,0,2,1,1,1,2,0,1,1,2,1,1,1,1,0,0,0,1,2,547
195,"PRIMARY PATH. DADRI R.NO. 2",632,530,0,1162,346,265,0,611,611,0,88,476,1,14,1,23,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,2,611
196,"N.P. KANYA PATH. DADRI R. NO. 1",835,724,0,1559,542,443,0,985,341,0,239,253,9,437,1,20,0,1,0,0,0,1,1,0,0,2,5,3,2,2,2,1,1,1,4,985
197,"N.P. KANYA PATH. DADRI R. NO. 2",807,694,0,1501,424,328,0,752,732,0,45,320,7,343,0,6,1,2,0,2,0,1,0,0,1,0,2,12,0,2,1,0,0,2,5,752
198,"N.P. KANYA PATH. DADRI R. NO. 3",350,256,0,606,233,152,0,385,385,0,286,72,2,7,0,10,0,0,0,0,0,2,1,0,0,1,3,0,1,0,0,0,0,0,0,385
199,"N.P. KANYA PATH. DADRI R. NO. 4",347,267,0,614,207,155,0,362,300,0,162,187,5,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,362
200,"N.P. KANYA PATH. DADRI R. NO. 5",751,610,0,1361,517,381,0,898,1,0,280,514,6,63,0,18,0,3,0,0,2,1,1,2,1,1,2,1,1,0,1,0,1,0,0,898
201,"PRY. PATH. RANAULI LATIFPUR R.NO. 1",567,463,0,1030,438,307,0,745,745,0,221,196,1,317,1,1,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,745
202,"PRY. PATH. RANAULI LATIFPUR R.NO. 2",511,386,0,897,371,211,0,582,582,0,238,191,3,130,1,3,0,2,1,0,0,4,0,0,3,0,1,2,0,0,0,0,1,0,2,582
203,"MAHARANA KUMBHA H. S. SCHOOL DADUPUR KHATANA R.NO. 1",351,302,0,653,281,184,0,465,95,0,53,335,5,48,0,11,0,0,0,0,0,2,0,1,4,0,1,3,0,0,2,0,0,0,0,465
204,"PRY. PATH. SHAHPUR KHURD R.NO. 1",490,371,0,861,343,231,0,574,254,0,186,74,0,301,3,0,0,2,0,1,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,574
205,"ADARSH H. S. SCHOOL KHATANA DHIRKHERA R.NO. 1",470,368,0,838,328,202,0,530,524,0,80,305,7,112,0,7,0,0,0,9,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,530
206,"ADARSH H. S. SCHOOL KHATANA DHIRKHERA R.NO. 2",433,378,0,811,293,202,0,495,492,0,59,309,3,89,2,20,0,1,1,2,0,0,0,1,1,2,0,2,0,0,0,1,0,1,1,495
207,"PRY. PATH. MILAK KHATANA R.NO. 1",820,612,0,1432,540,339,0,879,878,0,321,427,3,99,0,4,0,7,0,1,0,3,0,0,1,2,2,2,1,0,1,0,2,0,3,879
208,"PRY. PATH. FOOLPUR R.NO. 1",556,440,0,996,407,232,0,639,200,0,320,243,6,58,0,0,0,1,0,1,0,2,0,0,1,4,1,1,0,0,0,0,0,1,0,639
209,"PRY. PATH. MUTHIYANI R.NO. 1",329,303,0,632,270,230,0,500,419,0,94,115,3,266,0,1,0,0,1,0,0,2,0,0,2,4,2,4,0,2,0,1,0,2,1,500
210,"PRY. PATH. GULAWATHI KHURD R.NO. 1",583,479,0,1062,390,305,0,695,692,0,120,512,3,11,1,22,2,3,0,1,1,6,2,2,2,3,1,2,0,0,0,1,0,0,0,695
211,"PRY. PATH. RAGHUVIR GARHI R.NO. 1",207,169,0,376,122,96,0,218,218,0,0,122,1,89,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,218
212,"PRY. PATH. KHURSHAIDPURA R.NO. 1",713,535,0,1248,390,250,0,640,1,0,59,388,4,160,2,11,0,3,0,0,1,3,0,0,1,2,1,4,0,0,0,0,0,1,0,640
213,"प्रा0पा0 जारचा क0नं0 1",547,412,0,959,302,210,0,512,508,0,169,71,4,246,0,7,1,0,0,0,0,1,1,1,1,5,1,2,0,1,0,0,0,1,0,512
214,"RAJKIYA PRY. PATH. JARCHA R.NO. 1",551,443,0,994,322,213,0,535,534,0,42,385,6,62,0,20,0,5,0,0,1,2,2,1,1,3,3,0,0,0,0,0,0,1,1,535
215,"RAJKIYA PRY. PATH. JARCHA R.NO. 2",534,438,0,972,275,202,0,477,477,0,283,148,2,26,0,10,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,1,0,1,477
216,"RAJKIYA PRY. PATH. JARCHA R.NO. 3",477,366,0,843,271,182,0,453,258,0,362,51,1,15,1,6,0,0,0,1,0,7,3,0,0,3,1,0,0,0,0,0,1,0,1,453
217,"RAJKIYA PRIMARY PATH. JARCHA R.NO. 4",505,343,0,848,282,172,0,454,287,0,343,69,1,6,0,9,0,3,0,0,0,2,0,0,1,4,8,4,0,0,0,0,0,0,4,454
218,"PRY. PATH. JAMSHAIDPURA R.NO. 1",385,287,0,672,257,210,0,467,463,0,9,5,2,442,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,1,467
219,"PRY. PATH. UPLARSI R.NO. 1",552,428,0,980,350,247,0,597,597,0,83,318,6,153,1,6,1,1,0,0,0,0,0,1,3,1,4,10,0,7,1,1,0,0,0,597
220,"PRY. PATH. CHAKRASAINPUR URF DHANWAS R.NO. 1",510,401,0,911,408,307,0,715,665,0,60,382,4,233,2,7,2,2,1,5,1,5,0,1,5,0,0,2,0,2,1,0,0,0,0,715
221,"SWATANTRA BHARAT I. C. KALAUNDA R.NO. 1",821,594,0,1415,466,426,0,892,442,0,20,737,5,90,0,6,0,2,2,0,0,5,1,0,4,4,0,9,0,0,1,2,0,2,2,892
222,"SWATANTRA BHARAT I. C. KALAUNDA R.NO. 2",721,580,0,1301,489,343,0,832,100,0,602,196,4,5,0,4,2,1,0,1,0,3,0,0,2,2,2,4,0,0,0,0,0,3,1,832
223,"SWATANTRA BHARAT I. C. KALAUNDA R.NO. 3",449,343,0,792,322,208,0,530,530,0,426,6,0,82,0,3,0,0,1,0,2,0,0,0,0,3,1,2,1,1,0,0,0,0,2,530
224,"SWATANTRA BHARAT I. C. KALAUNDA R.NO. 4",385,359,0,744,213,157,0,370,365,0,310,24,1,24,1,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,370
225,"SWATANTRA BHARAT I. C. KALAUNDA R.NO. 5",773,554,0,1327,392,200,0,592,305,0,382,4,3,176,1,1,0,1,0,0,1,0,1,0,1,4,8,1,1,5,0,0,0,0,2,592
226,"PRY. PATH. CHHAYASA R.NO.2",597,452,0,1049,467,312,0,779,500,0,45,580,1,128,1,2,0,1,0,1,0,2,1,4,1,1,2,3,3,0,0,1,1,0,1,779
227,"PRY. PATH. CHHAYASA R.NO. 2",417,296,0,713,334,205,0,539,536,0,44,446,2,42,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,539
228,"PRY. PATH. DAYANAGAR R.NO. 1",253,195,0,448,187,125,0,312,16,0,187,117,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,1,312
229,"PRATHMIK VIDHYALAYA CHHAULAS KI MARHAIYA R.NO. 1",380,270,0,650,262,199,0,461,457,0,46,388,1,20,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,461
230,"PRY. PATH. CHHAULAS R.NO. 1",347,267,0,614,212,155,0,367,367,0,98,36,3,216,2,1,1,0,0,0,0,3,3,0,0,1,1,0,0,0,0,1,1,0,0,367
231,"PRY. PATH. CHHAULAS R.NO. 2",809,609,0,1418,475,305,0,780,778,0,572,50,5,98,0,30,0,6,0,0,0,1,0,2,2,6,4,0,0,0,1,0,0,0,3,780
232,"PRY. PATH. CHHAULAS R.NO. 3",776,626,0,1402,494,331,0,825,825,0,516,206,3,49,0,28,0,5,1,0,1,3,0,0,2,5,1,4,0,0,0,0,0,0,1,825
233,"PRY. PATH. NOORPUR R.NO. 1",674,477,0,1151,560,360,0,920,920,0,763,15,0,129,0,2,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,1,0,3,920
234,"PRY. PATH. VIRPURA R.NO. 1",490,390,0,880,400,190,0,590,589,0,14,490,3,72,1,3,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,590
235,"J. H. SCHOOL SAINTHALI R.NO. 1",464,330,0,794,342,185,0,527,511,0,291,152,1,75,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,527
236,"J. H. SCHOOL SAINTHALI R.NO. 2",417,353,0,770,285,182,0,467,437,0,330,81,2,46,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,0,0,0,0,467
237,"J. H. SCHOOL SAINTHALI R.NO.3",729,545,0,1274,536,327,0,863,5,0,535,180,4,117,2,1,0,1,0,0,1,3,1,2,1,1,3,2,2,0,1,3,0,2,1,863
238,"J. H. SCHOOL NAGLA CHAMRU R.NO. 1",659,499,0,1158,500,346,0,846,846,0,274,254,6,277,0,5,1,0,1,1,0,5,2,1,2,7,1,4,1,0,1,1,0,0,2,846
239,"PRY. PATH. KHANDERA R.NO. 1",571,439,0,1010,390,272,0,662,302,0,349,153,6,141,3,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,1,662
240,"PRY. PATH. KHANDERA R.NO. 2",535,408,0,943,340,176,0,516,107,0,296,102,0,85,1,9,0,2,0,1,0,1,1,2,2,8,1,1,0,1,0,0,0,1,2,516
241,"J. H. SCHOOL KOT R.NO. 1",589,496,0,1085,306,411,0,717,709,0,335,231,3,121,2,6,2,3,0,0,2,3,0,0,0,3,0,2,0,0,1,0,1,0,2,717
242,"J. H. SCHOOL KOT R.NO. 2",418,338,0,756,344,242,0,586,450,0,299,190,2,79,2,2,0,0,0,0,0,5,0,1,1,1,0,1,1,1,0,0,0,0,1,586
243,"PRY. PATH. DERI KOT R.NO. 1",466,331,0,797,364,227,0,591,591,0,363,117,3,92,1,0,1,0,0,0,0,2,1,1,1,4,1,2,0,1,0,0,1,0,0,591
244,"PRY. PATH. NAGLA NAINSUKH R.NO. 1",528,434,0,962,395,250,0,645,639,0,283,101,1,237,1,4,1,3,0,1,0,3,2,1,0,3,0,0,1,1,0,1,1,0,0,645
245,"PRY. PATH. ANANDPUR R.NO. 1",493,382,0,875,401,240,0,641,220,0,340,119,2,141,1,0,0,3,0,0,1,3,1,3,1,2,10,4,0,9,0,0,0,0,1,641
246,"PRIMARY PATH. BAIRANGPUR URF NAI BASTI R.NO. 1",562,434,0,996,452,232,0,684,682,0,354,200,6,88,11,13,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,2,1,1,684
247,"PRY. PATH. BAIRANGPUR URF NAI BASTI R.NO. 2",501,409,0,910,422,258,0,680,17,0,359,138,1,165,10,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,680
248,"PRY. PATH. BIL AKBARPUR R.NO. 1",744,602,0,1346,639,387,0,1026,858,0,898,69,4,46,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,1,0,0,1026
249,"PRY. PATH. CHITHAIRA R.NO. 1",509,347,0,856,370,170,0,540,521,0,381,126,5,13,0,2,0,2,1,0,0,2,0,0,0,5,1,0,0,0,0,0,1,0,1,540
250,"PRY. PATH. CHITHAIRA R.NO. 2",543,401,0,944,404,230,0,634,627,0,438,154,2,26,2,6,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,634
251,"PRY. PATH. CHITHAIRA R.NO. 3",852,665,0,1517,631,415,0,1046,1043,0,710,271,1,37,1,5,0,1,1,0,1,3,0,1,1,2,6,0,1,1,0,0,1,0,2,1046
252,"PRY. PATH. CHITHAIRA R.NO. 4",506,382,0,888,330,236,0,566,316,0,216,125,4,212,0,2,1,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,566
253,"PRY. PATH. CHITHAIRA R.NO. 5",584,435,0,1019,410,275,0,685,681,0,257,87,1,305,2,18,3,2,0,0,0,2,1,3,0,2,1,0,0,0,0,0,0,0,1,685
254,"PRY. PATH. PALLA R.NO. 1",497,388,0,885,423,277,0,700,435,0,403,159,4,111,0,3,0,2,0,2,0,1,0,1,1,2,4,1,0,0,0,0,0,2,4,700
255,"PRY. PATH. PALLA R.NO. 2",481,406,0,887,421,314,0,735,735,0,524,102,1,96,1,1,0,0,0,1,0,3,0,0,0,4,0,1,0,0,0,0,0,1,0,735
256,"PRY. PATH. KATHAIRA R.NO. 1",780,588,0,1368,535,396,0,931,897,0,670,126,3,104,0,6,1,4,0,1,0,2,1,1,0,2,4,4,0,0,0,2,0,0,0,931
257,"PRY. PATH. PALI R.NO. 1",697,542,0,1239,545,333,0,878,869,0,574,216,4,69,1,0,0,0,2,0,1,3,0,0,0,4,2,0,1,0,0,1,0,0,0,878
