"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
197,"P.V.GAJADHARPUR NARIYANVA ROOM NO. 01",466,382,0,848,177,159,0,336,336,0,18,103,101,99,1,2,2,0,2,1,2,5,336
198,"P.V. NARIYANVA ROOM N, 2",430,341,0,771,190,162,0,352,352,0,7,113,73,129,6,2,2,3,1,2,6,8,352
199,"P.V. BABUPUR NARIYANVA",564,467,0,1031,284,224,0,508,508,0,25,214,158,90,2,3,1,0,0,2,4,9,508
200,"S.S.S. NARIYANVA",422,333,0,755,182,146,0,328,328,0,4,108,111,87,2,2,1,0,6,1,3,3,328
201,"P.V. RAMNAGAR",531,469,0,1000,254,239,0,493,493,0,15,245,98,110,1,3,1,1,3,4,7,5,493
202,"P.V. PURE REVATI RAM",209,188,1,398,115,98,0,213,213,0,1,31,133,43,1,2,0,0,0,1,0,1,213
203,"P.V. BAGHAVAIT",646,569,0,1215,273,289,0,562,562,0,6,185,227,121,0,0,2,0,3,2,6,10,562
204,"P.V. PATNA",699,551,0,1250,397,329,0,726,726,0,12,203,382,90,5,2,4,3,1,3,7,14,726
205,"P.V. BHAISANA ROOM NO.1",392,360,0,752,166,164,0,330,330,0,11,85,204,23,2,0,0,1,0,0,2,2,330
206,"P.V. BHAISANA ROOM NO.2",458,410,0,868,172,222,0,394,394,0,24,88,119,113,4,3,1,1,3,8,6,24,394
207,"P.V. MAHEVA MALAKIYA ROOM N, 1",602,547,0,1149,280,331,0,611,611,0,63,238,192,72,4,6,1,5,4,11,7,8,611
208,"P.V. MAHEVA MALAKIYA ROOM N, 2",288,264,0,552,158,145,0,303,303,0,6,75,142,62,2,2,6,1,0,3,2,2,303
209,"P.V. PREETAMPUR",622,527,0,1149,278,279,0,557,557,0,15,62,406,46,1,3,3,0,0,5,5,11,557
210,"P.V. CHETARA",252,225,0,477,151,154,0,305,305,0,2,53,197,33,3,4,2,1,2,2,2,4,305
211,"P.MA.V. BAHORIKAPUR ROOM N. 1",810,704,0,1514,289,352,0,641,641,0,14,130,321,139,2,6,2,5,2,9,6,5,641
212,"PU.MA.V. BAHORIKAPUR ROOM N. 2",377,301,0,678,180,130,0,310,310,0,7,88,172,33,0,2,1,0,1,2,1,3,310
213,"P.V. PURE KISHUNI",594,545,0,1139,240,303,0,543,543,0,7,155,231,105,6,5,3,1,2,1,13,14,543
214,"P.V. FATUHABAD ROOM N. 01",511,437,2,950,213,212,0,425,425,0,5,148,152,82,4,3,5,3,1,7,9,6,425
215,"P.V. FATUHABAD ROOM N. 02",550,497,0,1047,333,270,0,603,603,0,7,171,304,69,2,4,24,2,4,4,4,8,603
216,"P.V. JAGAPUR",480,412,0,892,238,255,0,493,493,0,18,149,213,97,1,4,2,2,2,0,0,5,493
217,"P.V. SARAY SWAMI",500,388,0,888,246,209,0,455,455,0,19,229,114,59,0,5,0,4,0,2,5,18,455
218,"P.V. VAJIRPUR ROOM N. 1",843,756,0,1599,471,405,0,876,890,0,21,166,611,27,4,6,4,4,2,7,10,14,876
219,"P.V. VAJIRPUR ROOM N. 2",222,200,0,422,96,81,0,177,177,0,17,12,133,3,2,0,0,0,1,0,0,9,177
220,"I.C. TIKARIYA BUJURG ROOM N. 01",651,534,1,1186,328,260,0,588,588,0,17,236,238,53,3,10,4,1,0,4,10,12,588
221,"I.KA.TIKARIYA BUJURG",841,676,0,1517,390,316,0,706,706,0,25,290,278,75,8,7,4,4,2,2,7,4,706
222,"DAK BAGLA PINGARI",281,255,0,536,101,150,0,251,251,0,17,54,100,45,2,1,14,2,1,1,6,8,251
223,"PO.MA.V. KANAVA ROOM NO.1",513,397,0,910,234,174,0,408,408,0,8,188,181,19,0,0,1,1,1,4,1,4,408
224,"PO.MA.V. KANAVA ROOM NO.2",773,603,1,1377,300,308,0,608,608,0,33,99,302,111,10,9,3,7,3,8,5,18,608
225,"P.V. RAYGARH ROOM NO.1",701,534,0,1235,317,208,0,525,525,0,6,132,334,42,1,3,1,1,1,0,4,0,525
226,"P.V. RAYGARH ROOM NO.2",693,556,0,1249,268,222,0,490,490,0,17,152,215,93,2,2,3,0,2,1,1,2,490
227,"P.MA.V. AHALADGANJ RAYGARH ROOM NO. 01",611,505,0,1116,230,165,0,395,395,0,38,76,209,51,3,1,2,3,3,1,4,4,395
228,"PU.MA.V. AHALADGANJ RAYGARH ROOM NO.2",782,633,5,1420,300,342,0,642,642,0,83,162,261,95,6,5,3,3,3,4,3,14,642
229,"P.V. UMRIPATTI ROOM NO.1",595,503,0,1098,311,300,0,611,611,0,5,66,470,42,2,3,1,3,3,2,3,11,611
230,"P.V. UMRIPATTI ROOM NO.2",773,642,5,1420,272,329,0,601,601,0,18,266,169,130,5,0,2,1,2,4,3,1,601
231,"P.V. PURE KHANDEY ROOM NO.1",270,248,0,518,124,141,0,265,265,0,4,136,77,39,0,2,0,0,0,1,2,4,265
232,"P.BH. KUSAHA",439,327,0,766,185,160,0,345,345,0,6,234,62,29,0,3,2,0,0,1,1,7,345
233,"K.P.V. AIMAPUR BINDHAN ROOM NO.2",704,618,3,1325,262,247,0,509,509,0,15,101,243,119,1,5,4,4,2,2,6,7,509
234,"K.P.V. AIMAPUR BINDHAN ROOM NO.2",633,556,0,1189,237,204,0,441,441,0,7,161,182,67,4,1,0,2,1,3,5,8,441
235,"P.V. DEEH BALAI ROOM NO.1",803,669,0,1472,376,296,0,672,675,0,9,92,297,182,13,1,0,1,8,7,26,36,672
236,"P.V. DEEH BALAI ROOM NO.2",199,163,0,362,77,91,0,168,168,0,4,16,25,113,3,0,0,2,2,0,1,2,168
237,"P.V. KHARAILA",395,311,0,706,258,154,0,412,412,0,4,279,56,63,1,0,0,0,0,1,4,4,412
238,"P.V. RAJAPUR BINDHAN ROOM N, 1",704,617,0,1321,266,281,0,547,547,0,14,193,180,139,5,6,0,2,0,1,5,2,547
239,"P.V. RAJAPUR BINDHAN ROOM N, 2",746,686,0,1432,310,315,0,625,625,0,56,240,158,142,7,5,2,5,1,2,5,2,625
240,"H.SCHOOL RAJAPUR",820,673,1,1494,240,375,0,615,615,0,22,251,135,159,10,2,3,0,1,6,9,17,615
241,"P.V. BHIUKHAPUR KANIIDEEH",489,420,0,909,326,286,0,612,612,0,2,55,530,22,1,1,0,0,0,0,0,1,612
242,"P.V. PARIYANVA ROOM N. 1",678,568,0,1246,298,261,0,559,559,0,10,212,207,82,7,4,3,5,1,5,14,9,559
243,"P.V. PARIYANVA ROOM N. 2",634,547,0,1181,243,239,0,482,482,0,8,130,242,68,6,7,2,3,3,0,4,9,482
244,"P.V. PARIYANVA ROOM N. 3",321,242,0,563,114,111,0,225,225,0,3,76,118,19,0,3,2,0,1,1,1,1,225
245,"P.V. GARIBPUR ROOM N. 01",702,595,0,1297,375,350,0,725,725,0,12,104,441,136,1,6,2,2,1,5,3,12,725
246,"P.V. GARIBPUR ROOM N. 02",241,208,0,449,177,137,0,314,314,0,4,78,177,44,0,1,2,2,0,1,4,1,314
247,"P.V. SARAYINDRAVAT ROOM N. 01",434,342,0,776,267,137,0,404,404,0,16,171,187,4,2,9,0,2,3,3,1,6,404
248,"P.V. SARAYINDRAVAT ROOM N. 2",421,315,0,736,209,130,0,339,339,0,29,40,223,34,1,0,0,4,0,1,3,4,339
249,"J.H.SCHOOL SARAYINDRAVAT ROOM N. 1",730,638,0,1368,362,308,0,670,670,0,39,148,342,110,2,6,7,0,3,2,5,6,670
250,"J.H.SCHOOL SARAYINDRAVAT ROOM N. 2",492,407,0,899,292,212,0,504,504,0,4,134,187,133,5,4,3,3,5,6,11,9,504
251,"J.H.SCHOOL SARAYINDRAVAT ROOM N. 3",424,339,0,763,309,201,0,510,510,0,6,133,270,64,1,5,1,2,3,6,7,12,510
252,"P.V. KASHIPUR DUBKI ROOM N. 1",861,697,0,1558,400,360,0,760,760,0,16,244,362,102,5,9,3,1,2,2,9,5,760
253,"P.V. KASHIPUR DUBKI ROOM N. 2",482,357,0,839,187,192,0,379,379,0,4,82,151,120,4,5,0,0,1,2,3,7,379
254,"P.V. VIKARA ROOM N, 01",345,310,1,656,213,181,0,394,394,0,16,204,118,40,2,1,1,1,0,1,2,8,394
255,"P.V. VIKARA ROOM N.2",659,507,0,1166,282,221,0,503,403,0,13,216,173,60,5,10,2,4,1,3,8,8,503
256,"P.V. VIKARA ROOM N, 3",812,663,0,1475,415,316,0,731,731,0,19,286,271,104,2,10,2,4,3,5,8,17,731
257,"P.V. MAHIYAMAU ROOM N, 1",504,455,1,960,193,240,0,433,433,0,9,158,139,102,6,0,1,2,1,2,3,10,433
258,"P.V. MAHIYAMAU ROOM N, 2",565,490,0,1055,264,194,0,458,458,0,3,226,153,58,1,3,4,2,0,1,4,3,458
259,"P.V. KANUPUR ROOM N. 1",686,577,0,1263,342,353,0,695,695,0,33,216,313,81,8,12,1,0,3,4,12,12,695
260,"P.V. KANUPUR ROOM N. 2",567,473,0,1040,288,256,0,544,544,0,19,230,230,48,0,6,2,1,1,5,0,2,544
261,"P.V. UMARI BUJURG ROOM N.1",863,681,1,1545,414,339,0,753,753,0,18,237,219,200,6,17,4,4,4,7,19,18,753
262,"P.V. UMARI BUJURG ROOM N.2",319,256,0,575,156,131,0,287,287,0,3,78,105,88,6,1,0,0,0,4,0,2,287
263,"P.V. HARIHARPUR",423,350,0,773,214,244,0,458,458,0,5,137,227,67,2,0,7,5,0,2,1,5,458
264,"P.V. SARAY MAHASINGH ROOM N. 01",554,511,0,1065,225,281,0,506,506,0,22,151,144,149,6,6,2,1,1,4,9,11,506
265,"P.V. SARAY MAHASINGH ROOM N. 02",581,539,0,1120,211,237,0,448,448,0,28,110,107,179,6,2,0,1,4,2,1,8,448
266,"P.V. KORRAHU ROOM N, 1",638,534,0,1172,337,288,0,625,565,0,21,219,207,125,1,8,4,4,3,5,13,15,625
267,"P.V. KORRAHI ROOM N. 2",758,662,0,1420,342,311,0,653,653,0,17,244,217,138,6,3,5,3,0,4,7,9,653
268,"BALAKSHARAN SMARK JU.HA.S. KORRAHI",705,626,0,1331,381,326,0,707,707,0,32,199,305,137,4,4,2,0,6,4,3,11,707
269,"P.V. BHITARA",693,642,0,1335,386,268,0,654,654,0,19,170,282,143,7,4,1,3,2,5,7,11,654
270,"P.V. BHASO MADAR ROOM N. 01",477,392,0,869,268,259,0,527,527,0,12,194,202,87,4,15,1,1,0,1,5,5,527
271,"P.V. BHASO MADAR ROOM N. 02",720,548,0,1268,417,345,0,762,762,0,17,264,306,113,9,7,5,2,1,5,13,20,762
272,"P.V. TARAPUR KANDAI",575,523,1,1099,342,312,0,654,654,0,8,166,332,110,8,2,2,2,1,1,12,10,654
273,"P.V. GALGALI",406,374,2,782,179,189,0,368,368,0,11,88,191,45,2,7,2,3,2,3,6,8,368
274,"P.V. KASHIPUR",499,409,0,908,373,257,0,630,630,0,3,34,560,28,1,0,0,0,0,0,1,3,630
275,"P.V. BARAULIYA",332,262,1,595,115,154,0,269,269,0,7,92,100,62,0,0,2,0,0,1,0,5,269
276,"P.V. DEVARI HARDO PATTI",469,378,0,847,370,251,0,621,621,0,3,190,365,54,0,2,0,1,2,1,0,3,621
277,"P.BH. GOGAUR",796,690,0,1486,511,365,0,876,786,0,9,329,419,85,5,2,4,0,1,4,5,13,876
278,"J.B.V. PURAMAI SULTANPUR ROOM N, 1",638,543,0,1181,268,282,0,550,550,0,15,164,249,71,3,6,3,5,4,3,10,17,550
279,"J.B.V. PURAMAI SULTANPUR ROOM N, 2",303,229,0,532,187,130,0,317,317,0,1,110,186,18,1,0,0,0,0,0,1,0,317
280,"P.V. KODARI",270,230,0,500,184,160,0,344,344,0,2,19,285,30,1,0,0,4,1,1,1,0,344
281,"I.C. DHINGWAS ROOM N, 1",900,749,0,1649,481,435,0,916,916,0,23,162,646,48,5,4,3,3,3,1,7,11,916
282,"I.C. DHINGWAS ROOM N, 2",780,592,0,1372,401,298,0,699,699,0,4,105,507,68,3,1,1,2,0,1,1,6,699
283,"P.V. DHINGAWAS ROOM N, 1",770,607,0,1377,359,261,0,620,620,0,4,98,482,27,2,2,0,0,1,3,1,0,620
284,"P.V. DHINGAWAS ROOM N, 2",906,759,1,1666,409,336,0,745,745,0,30,198,379,112,1,3,0,5,1,6,4,6,745
285,"P.BH. GANGARAM ROOM N, 1",626,527,0,1153,222,184,0,406,406,0,10,93,233,28,3,3,2,10,0,4,6,14,406
286,"P.BH. GANGARAM ROOM N, 2",455,328,0,783,183,165,0,348,348,0,7,115,168,38,1,6,1,2,0,1,3,6,348
287,"P.V. DHIGAUSI ROOM N, 1",421,352,0,773,162,158,0,320,320,0,2,185,73,48,0,2,0,0,0,2,3,5,320
288,"P.V. DHIGAUSI ROOM N, 2",843,691,0,1534,337,330,0,667,667,0,24,289,167,133,8,8,5,3,2,6,11,11,667
289,"P.V. PURE BEERBAL .1",655,565,0,1220,276,211,0,487,487,0,9,266,153,45,3,0,0,3,1,4,2,1,487
290,"PUREBEERBAL 2",446,399,2,847,151,168,0,319,319,0,10,157,81,48,6,5,1,3,2,1,5,0,319
291,"P.V. HULASGARH",886,667,0,1553,365,322,0,687,687,0,23,241,299,58,4,5,4,8,2,7,13,23,687
292,"PU.MA.V. RAAMGARH KHAS",340,274,0,614,147,145,0,292,292,0,5,173,40,67,0,0,0,1,2,1,2,1,292
293,BUDHIYAPUR,530,469,0,999,274,271,0,545,545,0,7,172,265,61,1,4,5,4,5,2,8,11,545
294,"P.V. BASOY ROOM NO.1",260,210,0,470,133,134,0,267,267,0,8,64,118,57,1,1,2,2,2,1,3,8,267
295,"P.V. BASOY ROOM NO.2",380,313,0,693,189,187,0,376,376,0,10,110,185,45,3,3,2,0,2,3,2,11,376
296,PA.V.KARMAIN,312,229,0,541,169,139,0,308,308,0,9,51,122,106,3,0,3,1,2,1,1,9,308
297,"J.I.CA. RAYPUR BHATNI",402,293,0,695,153,157,0,310,310,0,24,80,89,91,7,2,1,2,3,1,5,5,310
298,"P.V. RAMGARH RAILA",503,448,0,951,208,300,0,508,508,0,40,189,125,131,6,2,2,5,1,1,5,1,508
299,"P.V. SARAI RAJIV",481,409,0,890,250,234,0,484,484,0,42,45,213,163,3,3,2,0,2,5,2,4,484
300,"P.V. KESHAWPUR",477,415,0,892,165,194,0,359,359,0,18,71,107,131,1,1,3,3,2,5,6,11,359
301,"P.V. BHEBHAURA",508,475,0,983,290,275,0,565,565,0,21,127,271,119,3,2,5,1,2,4,1,9,565
302,"P.V. JASMEDHA ROOM NO.1",746,619,0,1365,425,342,0,767,767,0,25,100,428,174,1,0,5,1,4,6,5,18,767
303,"P.V. JASMEDHA ROOM NO.2",387,371,0,758,155,154,0,309,309,0,16,67,85,130,2,3,1,0,1,2,2,0,309
304,"P.V. ANEHRA",336,308,0,644,232,203,0,435,435,0,2,21,407,5,0,0,0,0,0,0,0,0,435
305,"P.V. MAHASINPUR",484,447,0,931,217,213,0,430,430,0,31,174,52,136,4,3,4,5,3,1,4,13,430
306,"P.V. MAHMADPUR CHARPURA",441,408,0,849,119,201,0,320,320,0,21,98,95,86,0,6,1,3,2,6,1,1,320
