"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANSHUL VERMA","2 - USHA VERMA","3 - SHIVE PRASAD VERMA","4 - SARVESH KUMAR","5 - CHANDRAPAL","6 - RAMDAYAL","7 - RAMLAKHAN GAUTAM","8 - SANJAY KUMAR","9 - SANTRAM","10 - HIRA LAL VERMA","11 - RAMPAL","12 - SHIVEKUMAR","13 - SAROJ KUMAR","14 - SARVESH","15 - SUNIL BHARTI","16 - None of the Above","Total Votes Secured"
171,"J.H.S. HARDEV GANJ ROOM NO. 3 (N P P HARDOI)",566,493,0,1059,341,241,0,582,560,0,348,195,28,6,0,0,0,0,0,2,0,1,1,0,0,1,582
172,"P.V. HINDI PATHSHALA ROOM NO. 1 (N P P HARDOI)",768,618,0,1386,418,283,0,701,701,0,259,221,198,11,1,1,0,0,0,0,1,1,1,1,2,4,701
173,"P.V. HINDI PATHSHALA ROOM NO. 2 (N P P HARDOI)",382,355,0,737,184,155,0,339,331,0,229,95,6,1,0,0,2,0,0,1,0,0,1,0,0,4,339
174,"G.P.V. HINDI PATHSHALA ROOM NO.1 (N P P HARDOI)",461,418,0,879,216,175,0,391,38,0,240,122,18,5,1,0,0,0,0,0,0,1,0,1,2,1,391
175,"G.P.V. HINDI PATHSHALA ROOM NO. 2 (N P P HARDOI)",608,558,0,1166,272,223,0,495,470,0,309,155,8,14,2,0,0,0,0,2,0,0,1,1,0,3,495
176,"P.V. HINDI PATHSHALA EXT. ROOM (N P P HARDOI)",474,387,0,861,249,160,0,409,38,0,246,131,19,6,0,0,0,0,1,1,1,1,1,0,2,0,409
177,"P.V. HINDI PATHSHALA EXT. ROOM 2 (N P P HARDOI)",447,388,0,835,210,179,0,389,370,0,227,138,14,3,0,0,0,0,0,1,1,1,2,0,0,2,389
178,"LAL BAHADUR SHASTRI VI. ROOM NO. 1 (N P P HARDOI)",670,513,0,1183,408,283,0,691,691,0,380,234,44,15,1,0,0,1,1,8,0,0,2,0,1,4,691
179,"LAL BAHADUR SHASTRI V. ROOM NO. 6 (N P P HARDOI)",580,424,0,1004,319,172,0,491,491,0,224,152,97,11,0,0,0,0,0,2,0,1,1,0,0,3,491
180,"LAL BAHADUR SHASTRI ROOM NO. 2 ( N P P HARDOI)",730,593,0,1323,425,307,0,732,732,0,387,272,37,23,1,0,0,1,0,2,0,1,2,1,2,3,732
181,"LAL BAHADUR SHASTRI I.C. ROO NO. 3 (N P P HARDOI)",300,253,0,553,175,113,0,288,288,0,88,183,6,6,0,0,0,0,0,2,0,0,0,0,0,3,288
182,"LAL BAHADUR SHASTRI I.C. ROOM NO. 4 (N P P HARDOI)",439,353,0,792,255,171,0,426,426,0,130,156,120,7,0,0,0,0,0,5,2,0,3,0,0,3,426
183,"LAL BAHADUR SHASTRI I.C. ROOM NO. 7 (N P P HARDOI)",509,438,0,947,299,262,0,561,561,0,325,181,35,8,1,1,0,1,0,1,0,0,2,1,3,2,561
184,"LAL BAHADUR SHASTRI I.C. ROOM NO. 5 (N P P HARDOI)",507,448,0,955,320,210,0,530,530,0,276,212,28,5,1,0,0,1,0,4,0,0,0,0,0,3,530
185,"MOHAN LAL JHS ROOM NO. 1 (N P P HARDOI)",631,584,0,1215,331,235,0,566,566,0,404,122,11,15,0,0,0,0,0,5,0,2,0,0,2,5,566
186,"MOHAN LAL JHS ROOM NO. 2 (N P P HARDOI)",368,378,0,746,205,173,0,378,378,0,305,41,11,4,0,1,0,0,0,4,1,1,1,2,1,6,378
187,"MOHAN LAL JHS ROOM NO. 3 (N P P HARDOI)",710,641,0,1351,410,322,0,732,390,0,446,166,79,23,0,0,2,1,0,2,0,5,2,2,0,4,732
188,"ARYA GIRL.P.I.C. ROOM NO. 1 (N P P HARDOI)",439,360,0,799,237,163,0,400,350,0,245,138,5,3,0,1,0,0,0,2,1,1,0,0,0,4,400
189,"ARYA GIRL.P.I.C. ROOM NO. 2 (N P P HARDOI)",413,333,0,746,197,129,0,326,326,0,109,176,25,11,0,0,0,0,0,3,0,1,0,0,0,1,326
190,"ARYA GIRL.P.I.C. ROOM NO. 3 (N P P HARDOI)",700,681,0,1381,383,292,0,675,669,0,206,405,21,30,0,1,0,0,0,5,0,0,0,0,0,7,675
191,"ARYA GIRL.P.I.C. ROOM NO. 4 (N P P HARDOI)",429,415,0,844,265,232,0,497,497,0,285,180,6,15,1,1,0,0,0,3,1,0,0,0,1,4,497
192,"S D I C ROOM NO 01 (N P P HARDOI)",504,494,0,998,293,256,0,549,544,0,417,103,6,12,0,0,0,0,0,5,0,0,1,0,2,3,549
193,"S D I C ROOM NO 02 (N P P HARDOI)",617,549,0,1166,300,189,0,489,485,0,256,185,33,8,0,0,0,0,0,1,0,1,1,0,0,4,489
194,"G I C ROOM NO 01 NAVIN BHAWAN (N P P HARDOI)",467,428,0,895,232,164,0,396,310,0,238,122,5,26,0,0,0,0,0,4,0,0,0,0,0,1,396
195,"G I C ROOM NO 03 NAVIN BHAWAN (N P P HARDOI)",652,566,0,1218,240,172,0,412,403,0,246,138,11,9,0,0,0,0,1,4,0,0,0,0,1,2,412
196,"G I C ROOM NO 03 NAVIN BHAWAN (N P P HARDOI)",477,428,0,905,234,198,0,432,380,0,333,63,18,11,0,0,0,0,0,1,0,0,0,1,0,5,432
197,"G I C ROOM NO 04 NAVIN BHAWAN (N P P HARDOI)",473,454,0,927,223,189,0,412,328,0,343,44,13,7,0,0,0,0,0,3,0,0,0,0,1,1,412
198,"P P BAHRA SODAGAR BOYS ROOM NO 01 (N P P HARDOI)",669,617,0,1286,319,258,0,577,560,0,358,171,21,14,0,0,0,0,0,8,0,2,0,0,0,3,577
199,"P P BAHRA SODAGAR BOYS ROOM NO 02 (N P P HARDOI)",369,346,0,715,184,151,0,335,328,0,139,170,15,3,0,0,0,1,0,2,0,0,2,1,1,1,335
200,"P P BAHRA SODAGAR BOYS ROOM NO 03 (N P P HARDOI)",710,663,0,1373,381,287,0,668,664,0,409,197,28,17,2,0,0,1,0,5,1,1,0,0,1,6,668
201,"P P BAHRA SODAGAR BOYS NAVIN ROOM NO 1 (N P P HARDOI)",372,331,0,703,212,162,0,374,374,0,292,65,8,6,0,0,0,0,0,1,0,0,1,0,0,1,374
202,"P P BAHRA SODAGAR BOYS  NAVIN ROOM 2 (N P P HARDOI",420,387,0,807,225,207,0,432,424,0,317,86,18,7,0,0,0,0,0,2,0,0,1,0,0,1,432
203,"I T I ROOM NO 01 (N P P HARDOI)",552,550,0,1102,296,216,0,512,512,0,336,115,39,17,0,0,0,0,0,1,2,0,1,0,1,0,512
204,"I T I ROOM NO 02 (N P P HARDOI)",692,661,0,1353,304,312,0,616,10,0,452,109,24,13,1,0,0,0,1,8,0,0,0,1,2,5,616
205,"I T I ROOM NO 03 (N P P HARDOI)",837,731,0,1568,420,312,0,732,732,0,538,132,37,12,1,0,0,1,1,7,1,0,0,0,0,2,732
206,"I T I ROOM NO 04 (N P P HARDOI)",399,340,0,739,190,131,0,321,321,0,215,70,19,12,0,0,0,0,0,2,0,1,0,0,0,2,321
207,"I T I ROOM NO 04 (N P P HARDOI)",360,372,0,732,197,186,0,383,383,0,309,58,11,1,0,0,0,0,0,1,0,1,0,0,0,2,383
208,"I T I ROOM NO 05 (N P P HARDOI)",647,560,0,1207,313,231,0,544,464,0,392,107,21,7,2,0,0,0,0,11,0,0,0,0,0,4,544
209,"GANGA DEVI I C ROOM NO 03 (N P P HARDOI)",572,470,0,1042,324,210,0,534,439,0,312,151,44,9,0,0,1,0,1,3,0,1,2,1,3,6,534
210,"GANGA DEVI I C ROOM NO 04 (N P P HARDOI)",464,387,0,851,254,169,0,423,423,0,251,140,25,6,0,0,0,1,0,0,0,0,0,0,0,0,423
211,"VEDIC VIDHYA MO SC ROOM NO 02 (N P P HARDOI)",569,477,0,1046,277,219,0,496,496,0,319,90,66,15,1,0,0,0,0,1,0,2,0,0,0,2,496
212,"VEDIC VIDHYA MO SC ROOM NO 05 (N P P HARDOI)",763,727,0,1490,401,324,0,725,651,0,522,115,67,11,1,0,0,0,0,6,0,0,0,0,0,3,725
213,"VEDIC VIDHYA MO SC ROOM NO 04 (N P P HARDOI)",808,694,0,1502,364,292,0,656,656,0,414,113,102,7,1,4,0,0,0,8,1,0,0,0,0,6,656
214,"THE GLOBAL SC ROOM NO 01 (N P P HARDOI)",690,618,0,1308,346,281,0,627,418,0,415,183,7,8,0,3,0,0,0,1,0,1,2,0,1,6,627
215,"THE GLOBAL SC ROOM NO 02 (N P P HARDOI)",628,569,0,1197,364,265,0,629,629,0,375,207,27,12,0,0,0,2,1,1,1,1,1,0,0,1,629
216,"THE GLOBAL SC ROOM NO 03 (N P P HARDOI)",264,242,0,506,126,96,0,222,222,0,151,63,5,0,0,0,0,0,0,0,0,0,0,0,0,3,222
217,"GANGA DEVI I C ROOM 01 (N P P HARDOI)",734,621,0,1355,404,291,0,695,695,0,456,194,19,13,1,1,1,0,2,0,2,1,1,0,1,3,695
218,"GANGA DEVI I C ROOM NO 02 (N P P HARDOI)",383,331,0,714,252,203,0,455,447,0,301,115,6,13,2,1,2,0,1,1,1,2,3,1,2,4,455
219,"KANYA J H S RAILWAYGANJ ROOM NO 01 (N P P HARDOI)",506,448,0,954,289,212,0,501,501,0,266,208,7,12,0,0,1,0,1,4,0,1,0,0,0,1,501
220,"P P GIRLS RAILWAYGANJ NEW BULIDING ROOM NO 01 (N P P HARDOI)",442,376,0,818,256,172,0,428,181,0,214,174,17,14,1,0,0,0,0,0,0,4,0,1,0,3,428
221,"KANYA J H S RAILWAYGANJ ROOM NO 02 (N P P HARDOI)",455,394,1,850,257,216,0,473,473,0,293,143,27,4,1,0,0,0,1,0,0,1,0,1,0,2,473
222,"P P GILRLS  RAILWAY GANJ NEW ROOM NO 02 (N P P HARDOI)",797,686,0,1483,416,286,0,702,653,0,318,161,180,19,1,1,0,1,0,6,1,7,1,2,0,4,702
223,"KANYA  J H S MAHOLIYA SHIVPAR (N P P HARDOI)",851,718,0,1569,488,315,0,803,803,0,483,223,61,8,5,1,1,1,2,4,1,2,1,1,3,6,803
224,"P P RAILWAYGANG WEST PART (N P P HARDOI)",669,520,0,1189,348,219,0,567,567,0,295,205,54,7,1,0,0,0,0,1,0,0,1,0,0,3,567
225,"P P RAILWAYGANJ EAST PART (N P P HARDOI)",752,606,0,1358,364,256,0,620,620,0,242,293,69,10,0,0,0,0,0,3,0,0,0,0,2,1,620
226,"P P RAILWAYGANJ EXTRA ROOM (N P P HARDOI)",373,371,0,744,167,125,0,292,206,0,160,104,21,2,1,0,1,0,0,0,0,0,0,0,2,1,292
227,"SRIRAM BAJPAI ESMARAK SCHOOL ROOM NO 01 (N P P HARDOI)",543,476,0,1019,295,203,0,498,316,0,323,113,38,6,0,1,0,0,0,10,1,0,1,0,0,5,498
228,"SRIRAM BAJPAI ESAMRAKSCHOOL ROOM NO 02 (N P P HARDOI)",706,596,0,1302,331,241,0,572,528,0,274,261,18,7,0,1,1,0,1,2,0,0,3,1,1,2,572
229,"KANYA P P CIVIL LINE (N P P HARDOI)",445,404,0,849,268,168,0,436,107,0,235,126,59,6,0,2,0,0,0,1,1,0,3,0,1,2,436
230,"KANYA P P CIVIL LINE (N P P HARDOI)",500,429,0,929,295,187,0,482,298,0,267,157,47,8,0,0,0,0,0,2,0,0,0,0,0,1,482
231,"SRIRAM BAJPAI SMARAK SCHOOL BARAMADA (N P P HARDOI)",676,609,0,1285,312,248,0,560,464,0,253,143,147,4,1,0,0,1,0,1,1,2,1,2,3,1,560
232,"GANNA SAMITI KA BARAMA DO PART (N P P HARDOI)",539,469,0,1008,246,193,0,439,439,0,261,121,28,21,0,0,0,0,0,4,0,0,1,0,0,3,439
233,"GANNA SAMITI KA BARAMA DO PART (N P P HARDOI)",268,228,0,496,140,127,0,267,267,0,99,140,16,9,0,0,0,0,0,0,0,0,0,1,0,2,267
234,"GANNA SAMITI KA BARAMA UO PART (N P P HARDOI)",295,253,0,548,121,98,0,219,211,0,79,92,41,5,0,1,0,0,0,0,0,0,0,0,1,0,219
235,"GANNA SAMITI KA ROOM NO 03 (N P P HARDOI)",499,429,0,928,282,205,0,487,487,0,230,197,30,18,0,1,0,0,0,5,1,0,0,3,1,1,487
236,"R R I C ROOM NO 01 (N P P HARDOI)",564,511,0,1075,315,266,0,581,310,0,396,130,31,18,0,0,0,2,0,0,2,0,0,0,0,2,581
237,"R R I C ROOM NO 03 (N P P HARDOI)",656,559,0,1215,349,236,0,585,585,0,229,229,99,15,0,0,1,1,3,3,1,0,1,0,0,3,585
238,"R R I C ROOM NO 02(N0P0P)HARDOI",565,516,0,1081,288,205,0,493,493,0,285,98,82,16,0,0,0,1,0,5,0,2,0,1,1,2,493
239,"VENI MADAV I C ROOM NO 01(N0P0P)HARDOI",690,646,0,1336,270,243,0,513,243,0,278,86,127,15,0,0,0,0,3,0,0,0,0,1,0,3,513
240,"VENI MADAV I C ROOM NO 03(N0P0P) HARDOI",583,487,0,1070,253,186,0,439,439,0,351,66,12,3,0,1,0,0,0,0,0,0,0,1,1,4,439
241,"VENI MADAV I C ( N P P) HARDOI",800,706,0,1506,331,280,0,611,288,0,368,76,142,13,1,0,0,0,0,4,0,0,0,0,3,4,611
242,"PURANA BHULEK TRANING CENTRE ROOM NO 01 (N P P HARDOI)",850,710,0,1560,370,293,0,663,663,0,303,258,73,17,0,0,0,0,1,5,0,0,0,2,1,3,663
243,"PURANA BHULEK TRANING CENTRE ROOM NO 02 (N P P HARDOI)",799,678,0,1477,348,273,0,621,345,0,199,291,100,26,0,0,1,0,0,1,0,0,0,0,0,3,621
244,"PURANA BHULEK TRANING CENTRE ROOM NO 03 (N P P HARDOI)",622,538,0,1160,299,227,0,526,526,0,330,145,35,9,0,0,1,0,0,3,0,1,0,0,0,2,526
245,"RAM JU HIGH SCHOOL ROOM NO 01 (N P P HARDOI)",445,442,0,887,188,156,0,344,344,0,236,52,43,9,0,0,1,0,0,0,0,0,0,2,0,1,344
246,"RAM JU HIGH SCHOOL ROOM NO 05 (N P P HARDOI)",449,451,0,900,215,185,0,400,201,0,310,68,14,3,0,0,3,0,0,0,0,0,0,1,0,1,400
247,"RAM JU HIGH SCHOOL ROOM NO 03 (N P P HARDOI)",364,350,0,714,163,130,0,293,293,0,217,36,24,6,0,1,1,0,1,4,0,0,1,0,0,2,293
248,"RAM JU HIGH SCHOOL ROOM NO 02 (N P P HARDOI)",729,689,0,1418,348,284,0,632,490,0,475,94,40,14,0,2,1,0,0,3,0,0,1,0,0,2,632
249,"RAM JU HIGH SCHOOL ROOM NO 04 (N P P HARDOI)",608,455,1,1064,201,151,0,352,286,0,266,53,17,11,0,1,1,0,0,3,0,0,0,0,0,0,352
250,"A S V V I C ROOM NO 01(N P P HARDOI)",445,404,0,849,191,171,0,362,362,0,81,44,210,15,1,0,2,0,2,0,0,3,2,1,0,1,362
251,"A S V V I C ROOM NO 7(N P P HARDOI)",619,518,0,1137,280,225,0,505,505,0,145,144,196,14,0,0,1,0,0,1,0,1,0,1,0,2,505
252,"A S V V I C ROOM NO 06 (N P P HARDOI)",766,649,0,1415,351,267,0,618,494,0,236,133,219,12,1,4,0,2,0,2,1,2,2,1,0,3,618
253,"A S V V I C ROOM NO 02 (N P P HARDOI)",549,471,0,1020,276,198,0,474,350,0,262,161,23,15,0,0,2,1,2,1,0,1,1,2,2,1,474
254,"A S V V I C ROOM NO 04 (N P P HARDOI)",536,417,0,953,257,176,0,433,433,0,176,192,41,13,0,0,0,0,0,1,1,2,0,1,1,5,433
255,"A S V V I C ROOM NO 03 (N P P HARDOI)",498,429,0,927,267,185,0,452,38,0,291,87,56,10,0,0,0,0,1,5,0,0,0,1,0,1,452
256,"A S V V I C ROOM NO 05 (N P P HARDOI)",666,610,0,1276,398,272,0,670,670,0,453,126,64,18,0,0,0,1,0,4,0,0,0,0,2,2,670
257,"P P ANANG BHETA ROOM NO 01",651,544,0,1195,342,272,0,614,614,0,182,206,196,11,1,1,1,2,1,1,1,1,3,2,1,4,614
258,"P P EXTRA ROOM ANANG BHETA",722,636,0,1358,384,326,0,710,710,0,267,244,149,25,1,1,0,1,0,4,3,5,2,3,3,2,710
259,"P P ANANG BHETA ROOM NO 02",626,514,0,1140,333,236,0,569,500,0,201,235,103,14,0,2,1,0,0,1,0,1,1,2,2,6,569
260,"P P ANAG BHETA EXTRA ROOM",329,277,0,606,182,143,0,325,325,0,151,107,52,7,0,1,0,1,0,0,0,0,0,2,3,1,325
261,"J H S MAHOLIYA SHIVPAR ROOM NO 01",801,635,0,1436,509,300,0,809,803,0,174,503,91,5,0,4,0,0,0,4,1,5,6,4,7,5,809
262,"J H S MAHOLIYA SHIVPAR ROOM NO 02",1042,807,0,1849,677,369,0,1046,968,0,348,484,178,9,2,3,1,0,1,6,0,4,2,0,0,8,1046
263,"J H S MAHOLIYA SHIVPAR ROOM NO 03",550,479,0,1029,235,167,0,402,392,0,166,108,106,6,2,0,0,1,0,2,0,1,1,2,1,6,402
264,"J H S MAHOLIYA SHIVPAR ROOM NO 04",455,326,0,781,221,115,0,336,335,0,165,106,55,3,0,0,0,1,0,1,1,1,0,0,1,2,336
265,"P V  MAHOLIYA SHIVPAR CAKRA ROOM NO 01",838,712,0,1550,380,229,0,609,585,0,262,186,144,7,0,0,0,0,1,1,2,1,1,1,3,0,609
266,"P P MAHOLIYA SHIV PAR ROOM NO 01",763,682,0,1445,435,333,0,768,707,0,263,357,129,5,1,0,1,0,0,3,0,2,1,1,0,5,768
267,"P P MAHOLIYA SHIV PAR ROOM NO 02",809,677,0,1486,374,233,0,607,607,0,331,252,22,1,0,0,0,0,0,0,0,1,0,0,0,0,607
268,"P P MAHOLIYA SHIV PAR ROOM EXTRA ROOM",588,583,1,1172,323,254,0,577,577,0,133,433,5,1,0,1,1,1,1,0,0,0,0,1,0,0,577
269,"P P HARSINGHPUR",323,303,0,626,294,227,0,521,521,0,14,298,206,0,0,0,1,0,0,0,0,1,0,0,0,1,521
270,"P P BARIGAWAN ROOM NO 01",704,620,0,1324,494,392,0,886,5,0,382,196,262,10,2,0,2,1,1,0,5,0,8,7,2,8,886
271,"P P BARIGAWAN ROOM NO 02",414,337,0,751,278,186,0,464,461,0,68,197,169,5,2,0,0,0,2,0,0,4,4,4,4,5,464
272,"P P KANKOHRI PURWA",457,371,0,828,337,265,0,602,602,0,16,204,357,2,2,0,1,0,0,1,1,5,3,4,4,2,602
273,"J H S SADILA ROOM NO 01",775,624,0,1399,523,374,0,897,897,0,148,437,261,20,0,4,0,0,1,0,1,10,0,1,5,9,897
274,"J H S SADILA ROOM NO 03",843,660,0,1503,548,416,0,964,964,0,176,473,263,8,7,2,1,1,0,1,0,6,5,7,5,9,964
275,"P P RARA ROOM NO 01",656,552,0,1208,464,313,0,777,734,0,275,201,274,5,2,0,0,0,0,0,2,2,5,1,2,8,777
276,"J H S SADILA ROOM NO 02",756,644,0,1400,530,366,0,896,896,0,212,420,233,8,2,12,0,0,1,0,0,3,1,0,2,2,896
277,"C.D.S.N.H.S POKRI MO NAYAGAU ROOM NO 01",719,561,0,1280,511,374,0,885,162,0,187,521,129,12,3,1,0,3,1,1,4,7,5,2,3,6,885
278,"C.D.S.N.H.S POKRI MO NAYAGAU ROOM NO 02",710,651,0,1361,495,387,0,882,69,0,215,488,153,6,0,2,1,0,0,3,2,5,3,3,0,1,882
279,"JHS KORIYA ROOM NO 01",576,461,0,1037,369,265,0,634,634,0,181,136,277,8,1,1,2,0,1,1,2,5,3,6,4,6,634
280,"JHS KORIYA ROOM NO 02",365,315,0,680,240,173,0,413,382,0,74,139,185,5,0,0,0,0,0,0,0,2,1,3,0,4,413
281,"P P P BHAG KORIYA",579,505,0,1084,341,223,0,564,563,0,284,150,104,7,3,0,0,0,0,1,1,1,5,1,0,7,564
282,"P P EXTRA ROOM KORIYA",469,365,0,834,295,160,0,455,454,0,96,205,136,2,0,2,2,1,0,3,0,3,1,3,1,0,455
283,"P P BHETA SADAI",763,625,0,1388,534,360,0,894,894,0,181,314,352,14,2,2,0,2,0,2,0,4,3,6,7,5,894
284,"GIRLS KARMO VI BHETA SADAI ROOM NO 01",525,415,0,940,316,250,0,566,566,0,237,204,82,17,1,0,1,1,1,1,1,3,3,5,1,8,566
285,"GIRLS KARMO VI BHETA SADAI ROOM NO 02",374,332,0,706,219,184,0,403,403,0,197,152,46,5,0,0,0,1,0,0,0,1,0,0,0,1,403
286,"P P KUNADULI MO BHETI ROOM NO 01",756,613,0,1369,427,245,0,672,672,0,148,243,265,6,0,2,0,1,0,0,0,2,1,1,1,2,672
287,"P P KUNADULI MO BHETI ROOM NO 02",533,439,0,972,411,273,0,684,684,0,75,273,287,27,0,0,0,0,1,0,0,2,1,6,6,6,684
288,"P P BHITHARI ROOM NO 01",489,430,0,919,300,270,0,570,496,0,46,153,356,5,0,1,0,0,1,0,0,2,0,3,1,2,570
289,"P P BHITHARI ROOM NO 02",423,337,0,760,224,136,0,360,191,0,97,169,81,1,0,0,0,1,0,0,2,2,3,2,1,1,360
290,"J H S BHITAHRI",484,406,0,890,292,174,0,466,466,0,81,103,267,4,0,0,0,0,0,0,0,4,1,2,1,3,466
291,"P P MAJHRETA ROOM NO 01",659,559,0,1218,385,320,0,705,705,0,228,179,275,4,1,0,0,1,1,0,0,2,2,6,0,6,705
292,"P P MAJHRETA ROOM NO 02",439,336,0,775,334,234,0,568,568,0,78,157,315,6,0,0,3,1,0,0,1,4,2,1,0,0,568
293,"PANCHYAT GHAR MAJHRETA",304,241,0,545,221,179,0,400,400,0,1,76,316,3,0,1,0,0,0,0,0,1,2,0,0,0,400
294,"P P HUSAINPUR SAHORA",788,652,0,1440,480,471,0,951,951,0,316,315,291,7,1,1,0,0,0,2,0,5,1,5,4,3,951
295,"P P SAKATPUR",638,546,0,1184,425,370,0,795,790,0,333,219,193,5,6,1,0,2,1,2,1,4,5,2,4,17,795
296,"P P BARKHERA",699,530,0,1229,514,358,0,872,872,0,451,239,168,4,1,0,1,0,0,0,0,2,1,2,0,3,872
297,"P P NAYA GAU",437,400,0,837,324,293,0,617,617,0,252,269,81,4,2,2,1,0,0,0,0,2,1,2,1,0,617
298,"P P ALIPUR",590,506,0,1096,450,203,0,653,653,0,184,306,127,6,1,1,0,0,0,2,1,4,5,4,4,8,653
299,"P P KUMARIPUR",323,280,0,603,212,194,0,406,327,0,134,87,154,1,3,0,1,1,2,0,0,6,4,8,1,4,406
300,"P P FOOLBHETA ROOM NO 01",590,454,0,1044,420,277,0,697,697,0,96,273,303,3,1,1,1,0,0,4,0,7,0,5,0,3,697
301,"P P FOOLBHETA ROOM NO 02",437,352,0,789,282,149,0,431,431,0,143,124,147,4,1,0,0,0,0,1,0,1,1,5,1,3,431
302,"P P KASHIPUR ROOM NO 01",610,453,0,1063,402,312,0,714,714,0,232,249,209,8,3,0,1,0,0,1,1,3,1,3,1,2,714
303,"P P KASHIPUR ROOM NO 02",338,262,0,600,189,147,0,336,335,0,135,91,103,4,0,0,0,0,0,1,0,1,0,0,0,1,336
304,"J H S BANNAI",803,622,0,1425,469,314,0,783,783,0,173,365,225,4,4,1,1,0,2,1,0,2,1,2,1,1,783
305,"J H S KAUDHA ROOM NO 01",505,411,0,916,276,188,0,464,464,0,225,89,122,13,2,0,1,0,0,1,1,3,0,1,1,5,464
306,"J H S KAUDHA ROOM NO 04",585,444,0,1029,324,200,0,524,460,0,231,194,63,15,0,0,0,0,1,1,1,3,3,2,3,7,524
307,"J H S KAUDHA ROOM NO 02",733,586,0,1319,434,219,0,653,653,0,261,165,213,5,3,1,1,0,0,0,0,0,3,0,0,1,653
308,"J H S KAUDHA ROOM NO 03",414,323,0,737,258,178,0,436,435,0,227,69,119,1,0,0,0,0,1,0,0,5,3,2,2,7,436
309,"P P KAUDA",816,599,0,1415,487,143,0,630,367,0,153,138,308,5,0,1,0,1,3,2,2,6,2,7,0,2,630
310,"P P GULAMAU ROOM NO 01",553,450,0,1003,368,288,0,656,656,0,183,105,332,11,2,1,0,0,0,5,1,4,2,2,1,7,656
311,"P P GULAMAU ROOM NO 02",623,487,0,1110,374,187,0,561,561,0,113,213,219,2,0,0,0,0,1,0,1,0,3,1,1,7,561
312,"P P ATWA ASHIGAU ROOM NO 1",694,559,0,1253,471,306,0,777,777,0,182,299,277,8,1,0,0,1,0,1,0,5,1,0,2,0,777
313,"P P ATWA ASHIGAWAN ROOM NO 02",543,450,0,993,315,241,0,556,165,0,120,189,226,7,0,1,0,1,1,0,1,1,2,2,3,2,556
314,"P P ATWA ASHIGAU EXTRA ROOM",410,338,0,748,237,194,0,431,430,0,170,111,127,9,0,3,0,0,1,1,0,4,1,1,1,2,431
315,"P P KOILAHA",470,352,0,822,324,230,0,554,525,0,71,170,286,8,0,0,0,1,2,0,0,1,2,11,0,2,554
316,"P P PALIYA",249,210,0,459,152,122,0,274,274,0,106,94,68,3,0,0,0,0,0,1,2,0,0,0,0,0,274
317,"P P TOLWA ATDANPUR ROOM NO 01",549,468,0,1017,353,235,0,588,588,0,131,223,206,4,2,0,0,1,2,0,1,4,0,5,3,6,588
318,"P P TOLWA ATDANPUR ROOM NO 02",402,339,0,741,232,198,0,430,427,0,89,145,186,1,0,0,0,0,1,0,1,1,0,2,2,2,430
319,"J H S TOLWA ATDANPUR ROOM NO 01",575,477,0,1052,360,261,0,621,621,0,299,119,180,2,1,3,0,0,0,0,0,3,3,0,4,7,621
320,"J H S TOLWA ATDANPUR ROOM NO 02",579,505,0,1084,387,314,0,701,701,0,229,106,328,3,0,0,0,0,3,1,1,6,4,6,4,10,701
321,"G P P TOLWA ATDANPUR",727,634,0,1361,406,257,0,663,663,0,149,158,332,6,1,0,0,0,0,0,1,5,3,5,1,2,663
322,"P P NEWADA MO PIPRI",685,578,0,1263,435,290,0,725,519,0,244,173,244,34,1,3,0,2,0,0,0,9,5,3,3,4,725
323,"P P PIPRI ROOM NO 01",735,603,0,1338,398,280,0,678,678,0,310,128,186,21,3,0,0,0,1,1,1,3,5,5,8,6,678
324,"P P PIPRI ROON NO 02",167,143,0,310,79,64,0,143,140,0,58,27,54,0,0,0,0,0,0,0,0,2,0,1,1,0,143
325,"J H S KAERIYA ROOM NO 01",666,577,0,1243,411,286,0,697,697,0,225,154,285,13,2,0,2,0,1,1,0,4,2,4,2,2,697
326,"J H S KHREIYA ROOM NO 02",199,179,0,378,112,101,0,213,32,0,42,75,68,17,1,0,0,0,1,0,0,1,0,4,3,1,213
327,"P P ROHAI",347,302,0,649,238,220,0,458,458,0,13,201,213,7,1,0,1,0,1,1,0,7,0,4,4,5,458
328,"P P MODIPUR",548,480,0,1028,333,267,0,600,600,0,149,172,252,5,2,1,1,0,2,3,1,1,1,3,4,3,600
329,"P P BIJGAWAN ROOM NO 01",605,489,0,1094,408,268,0,676,476,0,262,179,188,18,2,1,1,1,1,0,0,4,6,6,3,4,676
330,"P P BIJGAWAN ROOM NO 02",655,532,0,1187,363,290,0,653,492,0,301,139,168,12,7,0,1,1,1,2,0,1,5,3,5,7,653
331,"1P P SADHINAWA ROOM NO 01",598,495,0,1093,364,253,0,617,617,0,326,81,174,10,2,0,1,1,0,0,0,6,2,1,2,11,617
332,"P P SADHINAWA ROOM NO 02",607,520,0,1127,423,292,0,715,715,0,124,45,525,8,2,0,0,0,0,0,0,2,3,2,0,4,715
333,"P P MAYIWAN ROOM NO 01",650,538,0,1188,398,280,0,678,678,0,93,130,427,2,1,2,2,0,1,1,1,4,4,5,3,2,678
