"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
116,"PRA.VID.KHARAGPURA  ROOM  NO.1",327,253,0,580,193,149,0,342,342,0,2,86,105,125,0,0,0,0,0,0,0,0,0,2,0,1,1,3,4,3,0,0,0,3,1,0,4,2,0,342
117,"PRA.VID.BAIRI  ROOM  NO.1",509,328,0,837,379,177,0,556,528,0,2,331,106,84,3,0,0,0,1,0,1,0,1,9,4,0,0,0,3,0,2,0,0,2,0,2,3,2,0,556
118,"PRA.VID.BHADAROLI  ROOM  NO.1",575,446,0,1021,320,234,0,554,553,0,2,209,89,216,2,0,2,4,2,0,0,0,1,2,2,5,1,1,1,1,0,1,4,1,1,2,4,0,1,554
119,"PRA.VID.BHADAROLI  ROOM  NO.2",552,413,0,965,393,195,0,588,587,0,7,278,154,121,3,0,1,2,1,0,0,0,1,1,0,0,0,4,4,2,0,0,0,0,0,2,1,2,4,588
120,"PRA.VID.BHADAROLI  ROOM  NO.3",454,371,0,825,248,188,0,436,436,0,0,168,59,185,1,0,0,1,0,1,1,0,1,2,2,0,2,2,0,0,0,0,0,0,1,3,5,0,2,436
121,"PRA.VID.BHADAROLI  ROOM  NO.4",434,337,0,771,236,152,0,388,380,0,4,219,91,60,1,0,2,0,0,1,2,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,388
122,"PRA.VID.NAGARIYA  ROOM  NO.1",219,169,0,388,131,87,0,218,217,0,0,44,40,118,1,0,0,0,0,0,1,0,0,0,1,3,0,1,1,0,0,0,0,1,2,1,1,0,3,218
123,"PRA.VID.KINDARPURA  ROOM  NO.1",504,431,0,935,323,203,0,526,519,0,2,91,209,192,3,1,2,1,0,0,2,2,2,3,0,5,1,0,0,1,0,1,0,2,1,0,0,3,2,526
124,"PRA.VID.KINNARPURA  ROOM  NO.2",642,547,0,1189,351,220,0,571,571,0,2,88,337,115,1,1,0,0,0,0,1,0,1,4,0,1,0,1,0,0,2,1,3,2,0,3,2,2,4,571
125,"PRA.VID.GARHI GORELAL  ROOM  NO.1",603,474,0,1077,312,189,0,501,501,0,3,64,413,8,0,0,0,1,0,0,0,0,1,0,0,3,0,1,3,1,0,0,1,0,0,0,2,0,0,501
126,"PRA.VID.GARHI GORELAL  ROOM  NO.2",464,373,0,837,216,153,0,369,369,0,1,44,293,10,0,0,0,2,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,1,1,1,3,0,1,369
127,"PRA.VID.GARHI GORELAL  ROOM  NO.3",367,269,0,636,184,127,0,311,2,0,0,77,216,4,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,1,2,2,1,311
128,"PRA.VID. VITHOLI ROOM  NO.1",403,310,1,714,218,128,0,346,346,0,3,153,13,157,0,0,2,0,0,0,0,0,2,1,1,1,0,6,0,1,0,1,1,0,1,0,3,0,0,346
129,"DAMODAR INTER COLLEGE HPLIPURA ROOM NO.1",388,307,0,695,182,146,0,328,322,0,11,188,45,54,3,2,0,3,2,0,1,0,1,3,4,2,0,2,1,1,1,0,0,0,0,2,0,0,2,328
130,"PRA.VID.FARAIRI  ROOM  NO.1",752,593,0,1345,351,246,0,597,582,0,20,279,70,177,5,1,0,5,1,1,1,3,0,2,7,3,0,3,3,3,0,2,1,4,2,1,1,0,2,597
131,"PRA.VID.RAJPURA  ROOM  NO.1",536,402,0,938,335,220,0,555,535,0,22,210,104,151,2,1,0,2,3,1,3,2,2,6,15,7,2,2,4,3,0,0,2,2,2,1,3,0,3,555
132,"PRA.VID.CHOSINGI  ROOM  NO.1",586,437,0,1023,361,265,0,626,11,0,5,203,205,190,1,0,0,0,0,0,1,0,2,1,0,1,0,1,1,3,0,0,0,2,1,1,2,4,2,626
133,"PRA.VID.CHOSINGI  ROOM  NO.2",341,275,0,616,199,149,0,348,348,0,2,74,88,160,3,0,0,2,1,0,0,0,0,0,0,2,1,1,1,3,1,0,1,0,0,2,2,1,3,348
134,"PRA.VID.SILPOLI  ROOM  NO.1",557,408,0,965,370,233,0,603,595,0,14,233,71,253,1,0,0,3,0,0,0,0,1,0,0,3,1,3,5,2,1,0,3,2,1,3,1,0,2,603
135,"PRA.VID.INDAINI  ROOM  NO.1",380,316,0,696,241,193,0,434,434,0,1,132,144,150,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,434
136,"PRA.VID.LAKHANPURA KHALSA  ROOM  NO.1",675,543,0,1218,401,238,0,639,600,0,2,75,422,110,2,4,0,0,1,0,0,0,0,3,4,0,0,4,2,2,0,1,1,1,1,0,2,1,1,639
137,"PRA.VID.DAGAROOPURA  ROOM  NO.1",247,213,0,460,157,153,0,310,310,0,0,13,202,86,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,310
138,"PRA.VID.HAJARPURA  ROOM  NO.1",226,190,0,416,153,129,0,282,222,0,1,26,33,211,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,282
139,"PRA.VID. KANERA ROOM  NO.1",294,234,0,528,210,185,0,395,395,0,0,72,44,259,2,0,0,1,0,0,0,0,1,4,1,1,0,0,0,4,0,0,1,2,1,0,2,0,0,395
140,"POO.MA.VID. VASONI ROOM  NO.1",557,424,0,981,307,258,0,565,426,0,7,77,252,197,1,1,0,1,1,1,1,1,2,4,0,1,0,0,2,1,2,1,2,2,0,2,3,1,2,565
141,"POO.MA.VID. VASONI ROOM  NO.2",431,363,0,794,235,174,0,409,70,0,0,106,173,105,2,1,0,6,1,0,0,0,1,3,0,4,0,0,0,0,0,0,1,1,2,0,1,2,0,409
142,"PRA.VID.GURJA VASONI  ROOM  NO.1",408,331,0,739,251,189,0,440,440,0,1,36,335,45,0,0,0,0,0,1,0,0,1,2,2,2,1,2,8,0,1,0,0,0,0,0,3,0,0,440
143,"PRA.VID.BAGHARENA  ROOM  NO.1",753,670,0,1423,395,363,0,758,7,0,4,108,403,197,3,0,3,0,1,1,1,1,2,6,2,2,1,2,3,4,1,0,1,1,1,2,2,2,4,758
144,"PRA.VID.KHILLI  ROOM  NO.1",489,404,0,893,216,82,0,298,284,0,1,65,175,47,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,298
145,"PRA.VID.KHILLI  ROOM  NO.2",503,406,0,909,276,198,0,474,474,0,1,36,399,26,0,0,0,1,0,1,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,474
146,"PRA.VID.PARWATPURA  ROOM  NO.1",305,255,0,560,134,129,0,263,14,0,1,18,149,76,3,0,0,1,0,0,0,0,1,2,3,1,0,1,0,0,0,0,1,0,1,3,1,0,1,263
147,"POO.MA.VID.FARAIRA  ROOM  NO.1",373,269,0,642,179,117,0,296,271,0,0,128,109,34,2,1,0,1,0,1,0,0,1,3,0,1,0,2,2,1,1,0,0,1,0,1,2,1,4,296
148,"POO.MA.VID.FARAIRA  ROOM  NO.2",407,317,0,724,304,136,0,440,440,0,3,222,152,47,0,0,0,2,0,1,0,1,0,4,2,1,0,0,2,2,0,0,1,0,0,0,0,0,0,440
149,"POO.MA.VID.FARAIRA  ROOM  NO.3",674,492,0,1166,465,263,0,728,728,0,4,231,166,260,8,1,2,2,0,0,6,1,3,3,1,3,0,3,2,6,1,5,1,6,1,1,4,4,3,728
150,"PRA.VID.MUDIAPURA  ROOM  NO.1",356,284,0,640,221,187,0,408,408,0,4,52,122,216,0,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,4,0,0,408
151,"PRA.VID.JHARHE KI GARHI  ROOM  NO.1",552,436,0,988,323,231,0,554,554,0,5,72,112,345,3,0,0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,3,2,2,554
152,"PRA.VID.TARASO ROOM  NO.1",397,317,0,714,261,208,0,469,469,0,7,161,131,147,1,2,0,0,0,0,0,1,0,5,2,1,0,1,0,0,0,1,1,3,0,1,2,1,1,469
153,"PRA.VID.DODAPURA  ROOM  NO.1",364,281,0,645,217,195,0,412,412,0,1,74,21,296,3,0,0,1,0,0,0,0,1,2,0,4,1,0,0,0,0,0,1,1,0,2,0,2,2,412
154,"PRA.VID.MIDAKOLI  ROOM  NO.1",350,318,0,668,245,219,0,464,464,0,2,42,116,289,0,0,2,0,0,1,1,0,0,1,0,2,0,1,1,0,0,0,1,2,0,0,2,0,1,464
155,"PRA.VID.PADKOLI  ROOM  NO.1",483,458,0,941,326,206,0,532,27,0,0,64,339,121,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,532
156,"PRA.VID.GUGANWALI  ROOM  NO.1",700,582,0,1282,384,335,0,719,22,0,8,153,280,229,4,2,2,2,1,0,0,2,5,7,3,3,0,2,4,1,0,0,1,3,0,3,0,3,1,719
157,"PRA.VID.GUGANWALI  ROOM  NO.2",389,350,0,739,197,153,0,350,350,0,5,211,63,48,0,1,0,0,0,0,0,1,0,1,2,1,0,1,1,1,1,4,1,1,1,0,4,1,1,350
158,"PRA.VID.VICHOLA  ROOM  NO.1",738,570,0,1308,332,255,0,587,179,0,1,78,189,300,1,0,1,0,0,1,1,0,0,0,0,1,1,2,2,4,0,0,1,1,2,0,0,0,1,587
159,"PRA.VID.NAVEENKHILLI  ROOM  NO.1",583,465,0,1048,487,324,0,811,12,0,2,50,692,62,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,811
160,"PRA.VID.NARHAULI ROOM  NO.1",761,521,0,1282,378,270,0,648,620,0,1,144,162,315,1,1,0,1,0,0,0,0,0,3,1,4,1,1,0,0,0,0,0,3,0,2,4,1,3,648
161,"PRA.VID.NARHAULI ROOM  NO.2",502,401,0,903,304,170,0,474,420,0,10,140,71,217,1,0,2,2,1,0,3,2,3,7,0,1,1,1,1,0,0,1,0,2,3,1,3,0,1,474
162,"PRA.VID.PURA NARHAULI  ROOM  NO.1",803,612,0,1415,622,490,0,1112,1112,0,1,4,5,1078,6,2,1,0,0,0,0,2,2,0,0,1,0,0,0,5,0,0,0,1,0,1,2,0,1,1112
163,"PRA.VID.KWARI  ROOM  NO.1",704,588,0,1292,495,366,0,861,859,0,1,237,536,68,4,0,1,0,0,0,0,0,2,2,1,0,1,0,3,0,0,0,0,0,1,1,2,1,0,861
164,"PRA.VID.RENKA  ROOM  NO.1",269,228,1,498,151,109,0,260,245,0,1,54,34,154,1,0,1,0,0,0,0,1,1,2,0,2,0,0,2,1,0,0,0,1,2,0,3,0,0,260
165,"PRA.VID. CHANGOLI ROOM  NO.1",714,553,0,1267,344,231,0,575,575,0,4,201,250,82,0,0,1,2,0,1,0,1,0,5,2,0,2,2,3,3,0,1,2,3,1,0,4,1,4,575
166,"PRA.VID.PURA CHUNNILAL  ROOM  NO.1",239,181,0,420,139,122,0,261,261,0,0,11,72,173,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261
167,"PRA.VID.PURA JAULAL  ROOM  NO.1",299,240,0,539,176,105,0,281,281,0,0,73,113,80,3,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,281
168,"PRA.VID. PURAMUKANDI ROOM  NO.1",407,335,0,742,202,173,0,375,373,0,1,171,89,86,1,0,1,1,0,0,1,0,1,1,0,3,0,4,1,2,0,0,1,1,1,5,3,1,0,375
169,"PRA.VID.PURA CHAKRPAN  ROOM  NO.1",381,296,0,677,204,167,0,371,371,0,3,69,124,144,4,0,1,0,0,0,0,0,0,5,3,2,0,0,2,2,0,0,2,1,0,1,4,2,2,371
170,"PRA.VID.PURA BARUA  ROOM  NO.1",314,257,0,571,169,140,0,309,309,0,2,136,120,33,0,1,0,5,0,0,0,0,1,2,2,1,0,1,0,1,1,0,0,0,0,1,2,0,0,309
171,"PRA.VID.PURA HARLAL  ROOM  NO.1",736,617,0,1353,370,336,0,706,704,0,2,227,382,74,1,0,0,1,0,0,0,3,0,6,3,2,0,1,1,1,0,0,1,0,0,0,0,1,0,706
172,"PRA.VID.PURA BHADORIA  ROOM  NO.1",379,246,0,625,153,105,0,258,200,0,3,39,206,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,258
173,"PRA.VID.GAUSILI  ROOM  NO.1",473,331,0,804,229,137,0,366,279,0,1,125,184,34,2,0,0,1,0,0,0,1,0,4,1,0,0,3,3,1,1,0,0,2,0,0,2,0,1,366
174,"PRA.VID.PURA TAL  ROOM  NO.1",535,398,0,933,292,129,0,421,421,0,2,97,285,20,1,0,1,1,0,0,2,0,2,1,1,3,0,1,0,0,0,0,1,1,0,1,1,0,0,421
175,"PRA.VID.PURA BAGHRAJ ROOM  NO.1",454,379,0,833,263,195,0,458,208,0,2,92,313,46,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,458
176,"PRA.VID.PURA TINNET  ROOM  NO.1",236,165,0,401,105,68,0,173,170,0,1,21,142,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,173
177,"PRA.VID.PURA BEECH  ROOM  NO.1",325,186,0,511,183,122,0,305,305,0,3,38,132,102,0,0,1,1,0,0,0,3,5,1,2,7,0,1,0,1,0,0,1,1,0,2,1,2,1,305
178,"PRA.VID.PURA BHAGWAN  ROOM  NO.1",439,330,0,769,205,99,0,304,251,0,0,68,195,25,0,0,1,1,0,0,0,1,1,4,0,2,0,1,1,1,0,1,1,0,0,0,1,0,0,304
179,"PRA.VID.ABHAYPURA  ROOM  NO.1",780,586,0,1366,492,332,0,824,823,0,5,111,131,546,3,1,1,1,0,0,0,1,1,4,1,7,0,0,3,0,0,0,0,0,0,3,2,1,2,824
180,"PRA.VID. SANNPURA ROOM  NO.1",436,324,0,760,191,134,0,325,300,0,59,86,51,92,2,0,0,1,0,3,2,1,1,0,15,4,0,2,0,0,0,0,1,0,1,1,1,2,0,325
181,"PRA.VID.SHANTINAGAR  ROOM  NO.1",350,270,0,620,199,124,0,323,290,0,2,60,20,219,2,1,0,2,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,2,0,0,4,0,2,323
182,"PRA.VID. CHAMRAUA ROOM  NO.1",725,552,0,1277,409,302,0,711,711,0,0,84,359,241,2,0,1,0,1,0,0,4,0,3,0,1,1,0,6,0,0,0,0,4,0,1,0,0,3,711
183,"PRA.VID.KHAJUAPURA  ROOM  NO.1",323,275,0,598,197,169,0,366,332,0,1,111,143,64,2,1,0,1,0,1,1,1,0,5,1,1,2,5,1,11,2,0,1,0,0,2,4,2,3,366
184,"PRA.VID.VRASHANGPURA  ROOM  NO.1",474,331,0,805,323,209,0,532,532,0,0,66,350,108,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,532
185,"PRA.VID.PRATAPPURA  ROOM  NO.1",619,479,0,1098,304,229,0,533,22,0,0,179,140,151,3,1,1,1,0,1,0,2,3,4,1,1,0,5,5,5,1,3,1,6,2,7,8,1,1,533
186,"PRA.VID.DERAK  ROOM  NO.1",507,411,0,918,257,225,0,482,482,0,8,125,108,218,2,0,0,2,0,0,0,0,3,0,3,6,1,1,3,0,0,0,0,0,1,0,0,0,1,482
187,"KANYA POO.MA.VID.JARAR ROOM NO.1",497,429,0,926,243,185,0,428,428,0,1,127,21,254,8,0,0,2,1,0,0,0,1,1,1,0,2,1,1,2,0,0,0,0,0,1,3,1,0,428
188,"KANYA POO.MA.VID.JARAR ROOM NO.2",619,501,0,1120,346,233,0,579,579,0,3,389,36,121,2,0,1,2,0,0,0,1,1,2,5,0,0,3,1,1,1,0,1,1,0,2,1,2,3,579
189,"SAMUDAYIK MILAN KENDRA JARAR ROOM NO.1",524,400,0,924,286,194,0,480,477,0,2,127,73,247,1,1,0,3,1,0,0,0,2,6,4,6,0,0,1,0,0,0,0,0,3,0,2,0,1,480
190,"POO.MA.VID.JARAR ROOM NO.1",456,379,0,835,266,187,0,453,453,0,6,312,49,50,0,0,0,1,0,4,4,2,2,2,2,3,0,2,0,1,1,2,1,1,1,1,1,4,1,453
191,"POO.MA.VID.JARAR ROOM NO.2",581,539,0,1120,321,308,0,629,629,0,9,377,59,142,0,0,0,4,1,0,0,2,1,5,0,5,2,1,4,0,0,0,3,2,1,2,6,1,2,629
192,"POO.MA.VID.JARAR ROOM NO. 3",270,238,0,508,175,136,0,311,311,0,4,137,19,128,1,0,1,0,0,0,0,0,0,4,1,1,2,0,1,1,0,0,2,0,2,2,4,0,1,311
193,"PRA.VID.JARAR  ROOM  NO.1",470,337,0,807,259,173,0,432,257,0,2,238,34,119,0,0,0,1,0,0,0,0,1,2,0,0,3,5,5,9,1,1,1,1,0,2,4,0,3,432
194,"PRA.VID.JARAR  ROOM  NO.2",446,376,0,822,236,203,0,439,203,0,0,246,32,139,2,0,0,0,0,0,2,0,3,2,0,3,1,1,0,0,1,1,1,2,1,0,0,1,1,439
195,"PRA.VID.JARAR  ROOM  NO. 3",324,265,0,589,204,143,0,347,310,0,9,123,40,146,2,0,3,1,0,0,0,1,3,2,1,2,2,0,2,1,0,0,1,2,2,2,0,0,2,347
196,"PRA.VID.PURA TODI ROOM  NO.1",528,415,0,943,485,367,0,852,52,0,0,4,25,813,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,852
197,"PRA.VID.HINGOTKHERA  ROOM  NO.1",427,323,0,750,227,133,0,360,24,0,6,85,36,204,0,0,0,2,1,0,1,3,2,1,1,0,0,0,1,3,0,0,1,6,1,0,4,0,2,360
198,"PRA.VID.PARWATIPURA  ROOM  NO.1",894,645,1,1540,578,476,0,1054,25,0,10,200,382,405,6,1,4,3,1,0,2,3,2,8,5,4,0,2,2,2,0,1,1,1,1,2,4,0,2,1054
199,"PRA.VID.WATESWAR ROOM  NO.1",652,518,0,1170,313,249,0,562,557,0,16,315,111,61,3,0,4,0,0,1,1,5,2,4,10,4,0,5,1,2,2,2,2,1,1,1,3,0,5,562
200,"PRA.VID.WATESWAR ROOM  NO.2",535,408,0,943,234,174,0,408,387,0,10,128,103,150,0,1,0,1,1,1,0,1,1,2,0,1,0,0,1,1,0,0,0,0,1,0,1,3,1,408
201,"PRA.VID.WATESWAR ROOM  NO.3",291,241,0,532,171,110,0,281,281,0,10,163,47,40,1,1,0,1,0,0,0,0,2,1,1,2,0,2,0,0,1,2,1,0,1,1,0,0,4,281
202,"PRA.VID.KALIYANPUR MANFI ROOM  NO.1",387,328,0,715,242,116,0,358,358,0,0,35,321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,358
203,"PRA.VID.BHARATAR  ROOM  NO.1",410,331,0,741,247,145,0,392,386,0,1,95,288,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,392
204,"PRA.VID.BUDERA  ROOM  NO.1",135,88,0,223,41,35,0,76,76,0,1,3,62,4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,76
205,"PRA.VID.VIJKOLI  ROOM  NO.1",722,559,0,1281,425,325,0,750,750,0,1,76,412,207,3,1,1,4,1,0,2,1,3,3,1,4,0,2,6,2,2,0,3,3,0,4,5,1,2,750
206,"POO.MA.VID.KALIJAR ROOM NO. 1",729,567,0,1296,303,196,0,499,474,0,11,171,186,109,0,1,0,0,0,0,1,1,2,4,1,0,0,1,2,1,1,0,0,0,0,0,3,1,3,499
207,"PRA.VID.SYAICH  ROOM  NO.1",511,403,0,914,257,209,0,466,465,0,0,141,259,22,1,0,1,2,0,0,1,0,17,11,0,2,0,1,4,2,0,0,1,0,0,0,0,0,1,466
208,"PRA.VID.MAI  ROOM  NO.1",511,424,0,935,218,190,0,408,408,0,6,69,149,153,1,1,0,1,1,0,0,1,1,2,2,1,2,2,3,2,1,3,0,1,1,1,1,0,3,408
209,"PRA.VID.MAI  ROOM  NO.2",477,337,0,814,196,113,0,309,150,0,46,112,54,62,2,0,0,1,0,0,3,1,0,2,15,4,0,0,0,0,0,0,0,1,0,1,0,3,2,309
210,"PRA.VID.SIDHAWALI  ROOM  NO.1",279,202,0,481,139,95,0,234,234,0,3,30,137,55,3,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,234
211,"POO.MA.VID.JARAR ROOM NO. 3",603,430,0,1033,255,166,0,421,421,0,13,40,99,251,5,2,0,0,0,0,1,0,3,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,421
212,"PRA.VID.RUDMULI  ROOM  NO.1",561,462,0,1023,362,240,0,602,602,0,2,52,523,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,602
213,"PRA.VID.RUDMULI  ROOM  NO. 2",387,356,0,743,295,216,0,511,310,0,3,30,465,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,511
214,"PRA.VID.SUNSAR  ROOM  NO.1",285,218,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"PRA.VID.MASOORPURA  ROOM  NO.1",147,95,0,242,101,59,0,160,2,0,1,27,9,119,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,160
216,"PRA.VID.KOT  ROOM  NO.1",276,229,0,505,155,114,0,269,69,0,15,69,71,69,1,0,1,1,0,1,0,0,1,5,0,4,0,1,4,5,0,1,5,4,2,0,2,3,4,269
217,"PRA.VID.VIKRAMPUR  ROOM  NO.1",488,366,0,854,220,132,0,352,140,0,1,42,277,7,0,1,0,2,0,0,0,0,0,3,1,3,0,1,1,4,0,1,0,0,0,2,1,1,4,352
218,"PRA.VID.VIKRAMPUR  ROOM  NO.2",483,405,0,888,222,160,0,382,379,0,2,31,303,15,0,0,0,1,1,0,0,0,0,2,4,2,1,2,0,0,0,1,0,1,5,3,3,2,3,382
219,"PRA.VID.VIKRAMPUR  ROOM  NO.3",619,475,0,1094,288,136,0,424,129,0,4,120,59,199,8,2,0,0,0,0,3,4,4,3,2,1,1,2,0,4,2,1,0,2,0,0,2,0,1,424
220,"PRA.VID.CHAURANGA BEHARH  ROOM  NO.1",550,435,0,985,303,252,0,555,555,0,6,46,276,187,0,0,1,0,1,1,0,0,1,1,1,1,2,4,3,1,2,0,1,5,2,2,6,1,4,555
221,"PRA.VID.MANGADPUR   ROOM  NO.1",411,366,0,777,311,264,0,575,573,0,4,31,266,245,6,1,1,0,0,0,1,0,2,1,0,1,1,2,1,0,0,0,0,3,1,0,3,3,2,575
222,"PRA.VID.PURA MANSUKH  ROOM  NO.1",325,261,0,586,306,178,0,484,484,0,0,23,452,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,484
223,"PRA.VID.EMANPURA  ROOM  NO.1",299,248,0,547,168,144,0,312,20,0,3,140,79,78,1,1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,312
224,"PRA.VID.KHERA DEVIDAS  ROOM  NO.1",364,318,0,682,224,207,0,431,323,0,85,148,88,45,0,2,0,1,0,1,5,3,4,1,15,12,0,5,0,0,0,3,3,1,2,2,4,0,1,431
225,"POO.MA.VID.BAH  ROOM  NO.1",609,520,0,1129,271,237,0,508,508,0,8,129,80,266,3,4,0,2,0,0,2,2,0,2,1,2,0,1,0,0,0,0,0,3,1,0,1,0,1,508
226,"POO.MA.VID.BAH  ROOM  NO.2",619,451,0,1070,311,208,0,519,519,0,5,85,50,340,5,1,0,3,0,0,0,4,2,5,2,5,0,0,0,1,0,0,1,4,0,2,1,1,2,519
227,"PRA.VID.DHOBAI  ROOM  NO.1",326,268,0,594,196,150,0,346,30,0,4,144,88,85,1,0,0,2,1,0,0,0,2,1,2,1,1,2,2,0,1,2,0,1,0,0,2,2,2,346
228,"SAN‍T SHRI BRIJKISHORDAS KAN‍YA IN‍TAR KOLEJ BIJAULI  ROOM  NO.1",540,403,0,943,360,201,0,561,556,0,3,265,224,31,1,0,0,1,1,1,0,0,1,5,2,3,1,4,1,1,1,0,5,2,0,1,0,0,7,561
229,"SAN‍T SHRI BRIJKISHORDAS KAN‍YA IN‍TAR KOLEJ BIJAULI  ROOM  NO.2",434,364,0,798,219,188,0,407,407,0,4,88,60,230,3,1,1,0,0,0,0,1,5,2,1,3,0,1,0,0,0,0,2,0,1,0,0,4,0,407
230,"PRA.VID.BAH  ROOM  NO.1",527,424,0,951,241,189,0,430,430,0,2,183,70,125,3,0,0,1,0,0,0,0,0,1,0,2,5,8,3,7,0,1,1,4,0,5,3,2,4,430
231,"PRA.VID.BAH  ROOM  NO.2",526,424,0,950,267,229,0,496,200,0,2,195,69,219,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,496
232,"PRA.VID.BAH  ROOM  NO.3",595,490,0,1085,273,213,0,486,271,0,4,158,97,206,1,0,1,0,0,0,0,0,1,1,1,1,3,2,0,1,2,0,1,2,2,1,1,0,0,486
233,"PRA.VID.BAH  ROOM  NO.4",701,530,0,1231,336,252,0,588,588,0,2,147,71,309,7,0,0,1,0,0,0,1,1,4,2,1,0,3,5,9,0,3,5,2,0,2,6,4,3,588
234,"PRA.VID.BAH  ROOM  NO.5",590,469,0,1059,312,249,0,561,561,0,5,225,214,93,1,0,0,1,0,0,1,0,1,1,2,0,0,0,0,2,0,1,2,1,1,1,5,1,3,561
235,"PRA.VID.BAH DEHAT  ROOM  NO.1",325,271,0,596,194,180,0,374,374,0,2,12,56,270,2,1,1,1,0,0,0,0,0,1,0,0,0,2,4,5,1,1,1,5,1,0,3,1,4,374
236,"BHADAWAR DIGREE COLLEGE BAH ROOM NO.1",514,433,0,947,263,212,0,475,475,0,4,182,190,79,1,0,0,0,0,0,1,0,1,2,3,1,0,1,3,1,1,0,2,0,3,0,0,0,0,475
237,"BHADAWAR DIGREE COLLEGE BAH ROOM NO.2",509,407,0,916,308,179,0,487,483,0,8,191,89,164,1,1,0,0,0,0,0,0,0,2,2,4,1,2,2,5,0,2,3,0,1,2,4,2,1,487
238,"BHADAWAR DIGREE COLLEGE BAH ROOM NO.3",588,501,0,1089,300,245,0,545,545,0,4,281,104,132,3,0,1,2,0,0,0,1,1,3,0,2,0,0,0,0,0,1,1,2,1,4,1,0,1,545
