"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.BHOLA PANDEY","2 - RAVINDRA KUSHAWAHA","3 - RAVI SHANKER SINGH","4 - HARIBANSH SAHAI KUSHWAHA","5 - ONKAR SINGH","6 - OM PRAKASH RAJBHAR","7 - CHANDRA PRATAP SINGH","8 - FIROZ AKHTAR","9 - SHRIRAM CHAUDHARY","10 - DR SANJAY KR. SINGH","11 - RAM KRIPAL","12 - SIYARAM DAS","13 - SUSHANT RAJ PATHAK","14 - None of the Above","Total Votes Secured"
185,"P.V. DRIGPURA",399,331,0,730,155,167,0,322,322,0,24,236,10,28,3,13,1,0,0,0,2,1,3,1,322
186,"P.V. HARPUR",447,393,0,840,194,187,0,381,381,0,12,212,46,84,0,6,0,0,3,0,6,4,4,4,381
187,"P.V. HARPUR -2 (SITUATED CHAUDHUR CHHAPAR)",129,138,0,267,85,81,0,166,166,0,7,111,32,13,0,0,1,0,0,0,1,0,1,0,166
188,"P.V. AIETHI",379,296,0,675,176,151,0,327,327,0,2,153,81,89,0,0,1,0,0,1,0,0,0,0,327
189,"P.V. HATPOKHAR",527,438,0,965,243,254,0,497,497,0,23,334,26,61,2,6,2,1,13,7,2,1,4,15,497
190,"P.V. JAITPURA  R.N. -1",465,398,0,863,204,239,0,443,443,0,28,231,75,16,1,22,27,4,17,0,4,3,3,12,443
191,"P.V. JAITPURA R.N.-2",432,387,0,819,192,201,0,393,393,0,24,192,31,30,3,55,17,2,21,3,5,1,3,6,393
192,"P.V. SIKARAHATA",701,619,0,1320,335,336,0,671,671,0,38,459,107,32,3,5,2,3,1,2,4,1,1,13,671
193,"P.V. EKADANGA PANDIT",526,458,0,984,253,249,0,502,502,0,21,211,198,40,2,7,1,0,1,1,3,2,5,10,502
194,"P.V. KAREKAT",275,209,0,484,150,105,0,255,255,0,6,158,17,62,1,2,1,1,0,2,2,1,1,1,255
195,"P.V. BALUWA",456,405,0,861,268,277,0,545,545,0,25,369,16,89,4,35,1,1,0,0,3,1,1,0,545
196,"P.V. CHHERIHA R.N.-1",542,446,0,988,235,217,0,452,52,0,12,292,70,63,4,2,1,1,3,1,0,0,1,2,452
197,"P.V. CHHERIHA R.N.-2",444,365,0,809,205,233,0,438,438,0,13,130,222,44,2,13,1,1,1,1,2,2,1,5,438
198,"BAPU I.C. SOHANPUR  R. N. -1",483,384,0,867,198,179,0,377,377,0,11,206,26,108,4,7,2,0,2,2,2,2,0,5,377
199,"BAPU I.C. SOHANPUR  R. N. -2",469,364,0,833,232,185,0,417,417,0,10,101,65,178,6,32,2,1,2,0,2,1,6,11,417
200,"BAPU I.C. SOHANPUR  R. N. -3",454,416,0,870,239,249,0,488,88,0,22,401,14,38,2,1,1,0,0,0,3,0,3,3,488
201,"BAPU I.C. SOHANPUR  R. N. -4",412,352,0,764,241,213,0,454,400,0,5,363,11,72,0,0,0,1,0,1,1,0,0,0,454
202,"BAPU I.C. SOHANPUR R.N.-5",448,374,0,822,254,203,0,457,2,0,19,332,16,71,1,6,2,0,0,2,0,1,3,4,457
203,"BAPU I.C. SOHANPUR  R. N. -6",397,319,0,716,222,196,0,418,2,0,19,316,14,47,3,3,1,0,1,0,2,0,4,8,418
204,"P.V. SOHANPUR  R.N.-1",456,359,0,815,186,198,0,384,55,0,18,206,96,42,1,1,1,1,4,1,0,3,4,6,384
205,"P.V. SOHANPUR  R.N.-2",424,318,0,742,196,163,0,359,357,0,11,324,8,6,0,0,3,1,1,2,0,0,2,1,359
206,"P.V JANJEERAHA",201,178,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"P.V. BABHANAULI",373,317,0,690,192,171,0,363,305,0,57,173,28,58,1,33,2,1,0,1,3,2,0,4,363
208,"P.V. PACHARUKHIYA",375,308,0,683,201,148,0,349,349,0,9,172,40,85,4,3,19,1,6,0,2,2,4,2,349
209,"P.V. MATHIYA",555,437,0,992,272,236,0,508,508,0,11,394,57,7,1,12,5,3,5,0,0,1,8,4,508
210,"P.V. BANKATIYA DUBEY",297,257,0,554,146,144,0,290,30,0,14,204,20,34,2,8,4,0,1,0,1,1,1,0,290
211,"P.V. RAMPUR BUJURG R.N.-1",512,459,0,971,273,263,0,536,240,0,63,351,23,68,3,7,3,0,3,2,1,1,6,5,536
212,"P.V. RAMPUR BUJURG R.N.-2",378,296,0,674,169,128,0,297,15,0,63,69,84,66,3,1,0,0,2,0,2,1,1,5,297
213,"P.V. INGURI SARAY R.N.-1",505,418,0,923,291,285,0,576,384,26,26,310,148,51,5,2,2,2,2,3,7,3,8,7,576
214,"P.V. INGURI SARAY R.N.-2",582,446,0,1028,291,294,0,585,585,0,39,341,100,54,5,15,1,4,4,1,5,2,5,9,585
215,"P.V. INGURI SARAY R.N.-3",653,530,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"P.V. PAKADI NARAHIYA",624,505,0,1129,312,306,0,618,618,0,58,418,62,52,2,2,1,1,6,1,1,1,4,9,618
217,"P.V. DASH NARAHIYA",682,544,0,1226,338,369,0,707,400,0,101,395,105,73,4,2,7,3,2,3,0,1,7,4,707
218,"P.V. BHAISAHI R.N.-1",513,402,0,915,290,279,0,569,569,0,45,369,82,35,8,7,2,0,6,3,4,1,1,6,569
219,"P.V. BHAISAHI R.N.-2",599,505,0,1104,381,318,0,699,699,0,92,487,42,49,5,3,1,2,10,0,1,3,3,1,699
220,"TRIGUNANAND I.C. BANKATA STATION (BANJARIYA)",640,539,0,1179,368,311,0,679,109,0,58,484,51,57,8,3,3,0,2,3,4,2,2,2,679
221,"P.V. KHORABAR",368,279,0,647,150,116,0,266,4,0,28,101,42,73,1,2,2,1,1,0,2,4,1,8,266
222,"P.V. PRATAP CHHAPAR",194,182,0,376,140,115,0,255,100,0,6,228,3,11,0,0,1,0,0,0,0,0,0,6,255
223,"P.V. BHUDAWAR",613,483,0,1096,270,190,0,460,322,0,30,302,69,23,2,9,7,1,2,4,4,2,3,2,460
224,"P.V. KOTHA",576,509,0,1085,311,290,0,601,585,0,31,340,51,138,6,4,15,2,9,3,1,0,0,1,601
225,"SARWODAY I.C. GADHA URF KANUNGOE GAON",418,330,0,748,173,189,0,362,354,0,36,162,89,58,0,3,1,5,2,0,1,1,0,4,362
226,"P.V. KURMAULI URF BAKSHI GAON",499,387,1,887,217,230,0,447,347,0,30,270,68,32,0,11,3,1,6,1,3,1,8,13,447
227,"P.V. GAURA",585,528,0,1113,244,262,0,506,506,0,23,340,14,97,1,6,3,1,1,2,5,1,6,6,506
228,"P.V. AGHAW",467,380,0,847,230,231,0,461,30,0,4,320,67,24,3,9,5,2,2,2,4,7,4,8,461
229,"P.V. BAIDAULI BUJURG",514,437,0,951,262,254,0,516,516,0,46,346,51,20,4,26,4,4,0,0,2,3,5,5,516
230,"P.V. BHADASAR",798,609,0,1407,358,307,0,665,665,0,36,383,155,60,5,6,9,0,1,0,3,4,3,0,665
231,"LAKHANJI I.C.  AHIRAULI BAGHEL ROOM NO.-1",730,576,0,1306,319,260,0,579,572,0,44,397,80,17,4,10,1,0,20,1,0,0,3,2,579
232,"LAKHANJI I.C.  AHIRAULI BAGHEL ROOM NO.-2",590,478,0,1068,270,192,0,462,456,0,33,340,43,7,6,8,4,1,2,2,3,3,4,6,462
233,"SANGRAM SINGH I.C. AHIRAULI BAGHEL ROOM NO.1",820,591,0,1411,364,263,0,627,627,0,46,452,28,49,4,13,1,1,3,3,3,4,4,16,627
234,"SANGRAM SINGH I.C. AHIRAULI BAGHEL ROOM NO.2",489,412,0,901,229,179,0,408,40,0,37,220,85,41,1,1,10,0,3,1,0,1,1,7,408
235,"P.V. GAJAHADAWA",542,419,0,961,261,192,0,453,453,0,16,264,14,113,2,23,2,1,5,0,3,4,4,2,453
236,"P.V. BATARAULI R. N.-1",616,508,0,1124,326,329,0,655,615,0,66,370,18,143,3,18,0,1,2,5,1,4,10,14,655
237,"P.V. BATARAULI R. N.-2",530,423,0,953,283,261,0,544,529,0,17,324,91,66,2,8,3,1,0,3,6,3,4,16,544
238,"P.V. CHHITAUNI",649,556,0,1205,370,283,0,653,647,0,18,309,71,216,3,5,20,2,1,1,4,2,0,1,653
239,"P.V. TADAWA",567,434,0,1001,286,266,0,552,370,0,71,281,40,122,2,13,3,1,1,0,6,3,2,7,552
240,"P.V. BARAIPAR PANDEY R.N.-1",587,500,0,1087,298,301,0,599,599,0,53,308,55,158,6,4,2,1,2,1,0,0,2,7,599
241,"P.V. BARAIPAR PANDEY R.N.-2",367,312,0,679,163,201,0,364,244,0,5,150,118,70,4,5,0,0,0,1,4,2,1,4,364
242,"SARWODAY I. C. BAKHARI R.N.1",765,664,0,1429,385,429,0,814,700,0,35,545,118,77,4,5,2,2,3,3,4,1,8,7,814
243,"SARWODAY I. C. BAKHARI R.N.2",761,678,1,1440,413,442,0,855,432,0,125,556,96,42,2,15,3,2,1,2,3,2,3,3,855
244,"P.V. MADIPUR",599,556,0,1155,288,309,0,597,97,0,69,370,12,109,1,5,3,2,4,4,4,5,3,6,597
245,"P.V. KARAUDA R.N.-1",701,583,0,1284,369,297,0,666,34,0,34,489,40,78,4,1,5,1,2,1,2,2,3,4,666
246,"P.V. KARAUDA R.N.-2",798,640,0,1438,437,390,0,827,824,0,44,546,99,103,7,2,1,0,1,1,2,2,5,14,827
247,"P.V. KARAUDI",221,189,0,410,120,134,0,254,254,0,31,156,21,31,0,11,1,0,0,1,1,0,0,1,254
248,"P.V DHANRAJ CHHAPAR",286,216,0,502,147,138,0,285,100,0,75,127,9,31,2,30,3,2,1,0,2,1,0,2,285
249,"P.V. JASPAR",443,358,0,801,278,247,0,525,518,0,85,325,21,62,0,17,1,2,0,0,2,0,3,7,525
250,"P.V. PAROHA",617,475,0,1092,329,296,0,625,622,0,134,297,64,69,9,7,3,0,3,3,10,4,12,10,625
251,"P.V CHHAPIYA MISHRA",258,217,0,475,146,142,0,288,288,0,32,74,12,121,0,40,3,0,2,0,2,1,1,0,288
252,"P.V. TADAWA",762,625,0,1387,375,372,0,747,40,0,25,489,43,163,6,3,5,1,2,2,2,2,2,2,747
253,"P.V. VIRAMAPATTI",924,705,0,1629,449,503,0,952,942,0,56,404,101,314,6,9,5,2,4,5,13,7,12,14,952
254,"P.V. PIPARA UTTAR PATTI",633,612,0,1245,395,480,0,875,70,0,40,484,30,281,10,6,3,1,1,1,2,3,5,8,875
255,"BHISMSINGH PURV M.V. PIPARA UTTAR PATTI R.N.-1",734,537,0,1271,340,293,0,633,23,0,51,418,60,64,6,8,1,1,0,0,3,4,5,12,633
256,"BHISMSINGH PURV M.V. PIPARA UTTAR PATTI R.N.-2",568,465,0,1033,271,252,0,523,350,0,49,388,35,17,4,0,2,1,0,1,3,4,8,11,523
257,"P.V. KARAJANIYA",799,638,0,1437,397,376,0,773,70,0,180,237,124,101,3,85,8,2,1,2,8,5,7,10,773
258,"J.H.S. PIPARA BABU PATTI",446,401,0,847,228,272,0,500,450,0,43,369,20,41,1,7,1,0,4,3,2,2,0,7,500
259,"P.V. PIPRA DAKHIN PATTI R.N.-1",511,429,0,940,284,225,0,509,330,0,25,359,36,47,4,1,4,0,2,4,7,3,5,12,509
260,"P.V. PIPRA DAKHIN PATTI R.N.-2",495,405,0,900,307,260,0,567,150,0,8,251,205,71,5,2,0,1,2,2,0,4,5,11,567
261,"P.V. MAYAPUR",296,234,0,530,184,172,0,356,10,0,6,213,4,117,0,3,2,0,2,3,2,0,2,2,356
262,"P.V. CHHITRAULI",206,158,0,364,113,126,0,239,39,0,7,103,38,61,2,7,0,1,0,0,2,1,5,12,239
263,"LAGHU M.V. BANGARA R.N.1",645,537,0,1182,381,321,0,702,25,0,86,432,24,137,1,5,0,2,1,1,1,3,4,5,702
264,"LAGHU M.V. BANGARA R.N.2",693,547,0,1240,366,307,0,673,70,0,104,308,107,107,6,4,4,1,3,2,7,3,4,13,673
265,"P.V. SISAWANIYA",492,407,0,899,304,296,0,600,45,0,22,380,72,88,4,8,2,1,2,1,2,4,5,9,600
266,"P.V. NAWADA",379,317,0,696,250,225,0,475,475,0,5,289,82,82,7,5,0,0,0,1,0,0,4,0,475
267,"P.V. BADAHARIYA",347,283,0,630,190,188,0,378,378,0,65,205,32,65,0,0,0,1,3,0,2,1,3,1,378
268,"P.V. MATHDEV GIRI",280,226,0,506,180,160,0,340,17,0,1,315,5,12,2,1,0,0,1,0,0,0,0,3,340
269,"P.V. NONAR KAPARDAR",664,515,0,1179,315,301,0,616,16,0,60,330,42,149,7,9,1,1,3,2,2,1,2,7,616
270,"P.V. PARASIYA CHHITANI SINGH R.N.-1",815,651,0,1466,392,379,0,771,69,0,44,375,103,205,6,4,1,1,4,2,5,3,5,13,771
271,"P.V. PARASIYA CHHITANI SINGH R.N.-2",708,544,0,1252,381,317,0,698,538,0,48,496,66,60,5,9,4,1,1,1,1,0,2,4,698
272,"KRISHAK I. C. KADASARAWA BUJURG",673,556,0,1229,368,345,0,713,690,0,25,401,74,159,1,10,6,2,4,2,10,2,10,7,713
273,"P.V. NEURAHA",339,283,0,622,150,144,0,294,292,0,44,185,32,21,0,3,3,0,0,0,2,0,1,3,294
274,"P.V. KADASARAWA KHURD",315,246,0,561,174,177,0,351,351,0,51,202,32,48,0,3,2,0,6,0,1,0,1,5,351
275,"P.V. PADARI",614,514,0,1128,316,327,0,643,167,0,79,337,45,139,3,6,0,2,3,3,9,3,6,8,643
276,"P.V RAHIMPUR",637,522,0,1159,335,314,0,649,49,0,157,288,109,50,2,13,2,1,2,0,5,1,3,16,649
277,"P.V. CHAURANGICHAK",384,320,0,704,184,186,0,370,115,0,51,238,45,2,2,10,6,1,3,0,1,2,1,8,370
278,"P.V. PARASAUNI RAGHUNATH",280,227,0,507,152,137,0,289,89,0,8,252,3,17,1,1,0,0,0,1,0,0,3,3,289
279,"HIGH SCHOOL BALIWAN R.N.-1",628,493,0,1121,323,278,0,601,51,0,37,414,32,27,5,10,2,2,38,4,1,7,6,16,601
280,"HIGH SCHOOL BALIWAN R.N. -2",346,282,0,628,163,153,0,316,16,0,19,95,168,4,1,1,2,5,1,1,3,2,11,3,316
281,"P.V. NARAKATIYA",317,266,0,583,174,179,0,353,115,0,28,198,22,91,2,1,5,1,2,0,1,0,0,2,353
282,"P.V. DIKSHATAULI",585,468,0,1053,305,289,0,594,4,0,81,202,49,199,4,27,4,1,3,2,9,1,2,10,594
283,"P.V. BHOPATPURA",692,543,0,1235,315,299,0,614,10,0,108,437,23,14,0,5,20,0,0,1,2,1,0,3,614
284,"P.V. RAJPUR",402,315,0,717,202,180,0,382,382,0,28,218,87,24,0,13,1,0,0,1,3,2,2,3,382
285,"P.V. KORAYA KATAHARIYA",239,202,0,441,133,125,0,258,258,0,10,166,5,50,4,10,1,1,0,3,2,5,1,0,258
286,"P.V. SIRSIYA PAWAR R.N.-1",815,641,0,1456,404,355,0,759,50,0,34,423,54,209,8,10,6,3,0,1,5,0,0,6,759
287,"P.V.  SIRSIYA PAWAR R.N.-2",498,401,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"P.V. SIRSIYA BABU",659,527,0,1186,382,362,0,744,44,0,213,355,11,93,8,13,3,1,4,4,6,8,11,14,744
289,"SANSKRIT MAHAVIDYALAY BHAWANI CHHAPAR R.N.-1",515,414,0,929,244,238,0,482,460,0,52,266,5,55,3,71,2,2,3,1,6,4,3,9,482
290,"SANSKRIT MAHAVIDYALAY BHAWANI CHHAPAR R.N. -2",434,342,0,776,280,162,0,442,442,0,34,273,52,31,4,24,2,1,3,2,2,2,6,6,442
291,"P.V. PARGASAHA",466,398,0,864,274,308,0,582,582,0,15,277,12,237,2,18,5,0,2,1,1,5,2,5,582
292,"P.V. PARSAUNI DIKSHIT",297,264,0,561,136,157,0,293,90,0,65,87,49,54,2,12,2,1,1,3,5,2,2,8,293
293,"P.V. BASDEVPUR URF GOBARAHI",437,340,0,777,252,227,0,479,70,0,21,165,106,124,10,30,2,2,1,3,4,2,2,7,479
294,"SRI KRISHNA I.C. HATA",575,447,0,1022,325,303,0,628,627,0,91,196,105,155,6,60,4,0,5,1,3,0,1,1,628
295,"P.V. LAKSCHUMAN CHAK",305,250,0,555,142,165,0,307,307,0,4,130,134,17,3,9,1,0,1,0,1,2,0,5,307
296,"P.V. BAGHACHHAPAR",480,449,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,"P.V. KATARAWA HARADO",300,255,0,555,182,136,0,318,18,0,44,206,35,12,2,3,2,0,0,0,1,4,4,5,318
298,"P.V. PARASAUNI AANANDGHAN",293,275,0,568,161,170,0,331,120,0,13,150,135,25,1,0,2,0,0,0,2,0,2,1,331
299,"P.V. GAUTAMA",230,202,0,432,132,142,0,274,274,0,17,144,59,36,1,1,1,0,1,0,2,4,5,3,274
300,"P.V. TOLA AHIBARAN RAI",718,558,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"P.V. CHAKARAWA URF BANKUL",540,430,0,970,275,254,0,529,529,0,46,322,40,84,3,5,5,0,1,3,3,3,4,10,529
302,"P,.V. MISHRAULI R.N.-1",615,553,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"P.V. MISHRAULI R.N-2",740,607,0,1347,380,366,0,746,746,0,72,379,32,71,7,138,3,2,3,1,9,4,8,17,746
304,"P.V. MISHRAULI R.N.-3",663,562,0,1225,377,360,0,737,737,0,28,309,12,204,6,139,0,1,2,2,3,3,7,21,737
305,"J.H.S. FULAWARIYA TOLA KRISHANA RAI R.N.-1",354,296,0,650,158,153,0,311,311,0,31,177,87,5,0,3,1,0,0,1,1,1,1,3,311
306,"P.V. FULAWARIYA TOLAKRISHNA RAI R.N.-2",631,508,0,1139,334,256,0,590,85,56,56,401,19,66,4,17,0,1,4,2,1,2,5,12,590
307,"P.V. FULAWARIYA TOLAKRISHNA RAI R.N.-3",576,485,0,1061,318,270,0,588,588,0,17,360,74,102,4,2,1,1,1,2,2,2,5,15,588
308,"P.V. CHHAPARA BUJURG",554,446,0,1000,323,329,0,652,652,0,102,312,188,29,4,2,1,1,1,1,5,1,3,2,652
309,"P.V. JAGDISHPUR R.N.-1",638,510,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"P.V. JAGDISHPUR R.N.-2",535,426,0,961,272,236,0,508,508,0,73,279,47,43,5,24,14,1,3,1,3,7,0,8,508
311,"J.H.S. NIYARAWA R.N.-1",482,407,0,889,247,244,0,491,491,0,93,267,5,76,2,20,3,2,1,0,4,3,6,9,491
312,"J.H.S. NIYARAWA R.N.-2",462,375,0,837,254,255,0,509,509,0,21,353,11,92,2,13,5,2,0,0,1,1,1,7,509
313,"P.V. ROHINIYA",264,230,0,494,119,131,0,250,250,0,26,172,4,34,3,1,0,0,1,1,2,0,3,3,250
314,"P.V. MUKUNDPUR",255,231,0,486,123,148,0,271,271,0,32,175,32,13,1,0,6,0,0,1,2,2,1,6,271
315,"P.V. BHAJAN CHHAPAR",317,255,0,572,128,150,0,278,278,0,10,206,41,6,3,4,2,0,0,0,2,0,2,2,278
316,"P.V. KHURAWASIYA UTTAR R.N.-1",525,436,0,961,306,307,0,613,613,0,152,275,94,45,4,4,4,2,3,2,5,7,4,12,613
317,"P.V. KHURAWASIYA UTTAR R.N.-2",339,269,0,608,134,143,0,277,277,0,5,219,18,10,1,1,6,1,1,0,4,3,1,7,277
318,"MAA SARSWATI SIKSHAN SANSTHAN KHURAWASIYA DAKKHIN",484,402,0,886,242,215,0,457,457,0,45,257,74,45,3,9,2,0,5,0,5,2,2,8,457
319,"P.V. AARAJI PAKADI",333,254,0,587,159,150,0,309,309,0,10,160,114,4,3,4,7,0,1,0,0,1,1,4,309
320,"P.V. SIKATIYA DINACHAK R.N.-1",653,510,0,1163,380,336,0,716,716,0,105,347,23,176,5,35,0,1,3,0,6,2,1,12,716
321,"P.V. SIKATIYA DINACHAK R.N.-2",445,326,0,771,195,160,0,355,355,0,37,198,30,54,6,2,6,2,4,0,4,3,5,4,355
322,"P.V. CHAFAWA KALA",571,439,0,1010,286,332,0,618,618,0,116,330,41,79,6,9,3,0,2,3,7,4,8,10,618
323,"P.V. RATASIYA R.N.1",483,384,2,869,255,211,0,466,466,0,10,224,23,31,0,69,83,3,1,0,3,2,6,11,466
324,"P.V. RATASIYA NAYA BHAWAN",452,391,0,843,205,232,0,437,437,0,7,220,90,4,3,60,26,0,3,2,3,4,8,7,437
325,"J.H.S. KISHORI CHHAPAR",380,350,0,730,215,209,0,424,424,0,4,245,84,59,3,9,5,0,1,1,2,0,5,6,424
326,"P.V. NAINAHA",287,241,0,528,165,161,0,326,326,0,11,148,94,47,1,8,5,1,1,1,1,2,4,2,326
327,"P.V. BAULIYA PANDEY",669,557,0,1226,322,316,0,638,638,0,29,276,82,173,2,36,2,3,7,5,7,4,6,6,638
328,"P.V. DALLAN CHHAPARA",459,366,0,825,282,247,0,529,529,0,22,271,135,54,5,11,6,1,3,2,5,4,3,7,529
329,"P.V. SUNDARPAR R.N.-1",581,469,0,1050,313,287,0,600,600,0,106,428,20,23,2,10,4,0,3,0,1,2,0,1,600
330,"P.V. SUNDARPAR R.N.-",698,548,0,1246,351,347,0,698,698,0,25,355,165,56,9,41,19,3,2,4,3,1,6,9,698
331,"P.V.  KUTIYABHAR",770,533,0,1303,358,285,0,643,643,0,45,467,20,35,1,13,29,1,7,3,3,2,9,8,643
332,"BHATHAHI SEVAKCHAK",278,237,0,515,175,170,0,345,345,0,6,236,7,84,3,1,3,0,0,0,3,0,1,1,345
333,"P.V. BANKATA CHITRASEN",118,91,0,209,82,56,0,138,138,0,6,121,6,2,0,0,0,0,1,0,1,0,0,1,138
334,"P.V. BANKATA JAGADISH",505,430,0,935,285,302,0,587,587,0,12,254,102,57,5,120,8,1,4,2,5,2,8,7,587
335,"P.V. INDARWA",494,386,0,880,293,260,0,553,553,0,12,351,110,28,2,19,10,0,2,2,5,2,6,4,553
336,"P.V. RAMPUR R.N.-1",606,439,0,1045,359,271,0,630,630,0,61,356,44,120,8,4,3,2,7,1,3,7,4,10,630
337,"P.V. RAMPUR R.N.-2",509,402,0,911,278,233,0,511,511,0,29,257,148,32,3,5,5,0,4,4,4,8,2,10,511
338,"P.V. RAMPUR NAYA BHAWAN",764,556,0,1320,338,258,0,596,596,0,41,389,85,28,4,16,3,1,2,2,5,4,6,10,596
339,"P.V. CHAKARWA TOLA PREMRAI",431,371,0,802,228,236,0,464,464,0,38,204,39,138,7,18,1,2,0,4,7,3,2,1,464
340,"P.V. BAIKUNTHPUR",385,301,0,686,161,162,0,323,323,0,15,236,16,14,2,10,4,1,1,3,2,4,6,9,323
341,"P.V. BISHUNPURA",769,642,0,1411,424,376,0,800,800,0,50,315,48,81,6,234,10,1,16,4,9,1,8,17,800
342,"P.V. BASHOPATTI",770,600,0,1370,402,383,0,785,785,0,20,380,22,258,8,52,9,0,2,4,7,3,9,11,785
