"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKHILESH","2 - KASHI NATH SHUKLA","3 - PANKAJ","4 - HARSH VARDHAN","5 - ARAT KHARVAR","6 - KAVILAS","7 - MUMMATAJ","8 - MANGAL LAL","9 - PASHUPATI NATH GUPTA","10 - RADHEYSHYAM","11 - RAMSAMUJH","12 - VIMLESH TRIPATHI","13 - SHIVCHARAN","14 - SHREE AKHILESH KUMAR","15 - AJAYDHAR","16 - ANIL KUMAR SHAHANI","17 - GOVIND DAS","18 - TEJ PRATAP","19 - DAYARAM NISHAD","20 - DINESH KUMAR","21 - DINANATH","22 - RAKESH KUMAR GIRI","23 - RAKESH KUMAR GUPTA","24 - None of the Above","Total Votes Secured"
141,"P.V. BELWA BUZURG ROOM NO. 1",708,639,0,1347,381,381,0,762,6,0,106,166,356,63,2,0,2,2,1,4,3,2,0,10,4,5,3,13,6,1,2,4,3,4,762
142,"P.V. BELWA BUZURG ROOM NO. 2",295,258,0,553,144,158,0,302,4,0,104,114,55,10,0,0,0,0,0,3,2,1,0,0,3,5,1,2,0,0,1,0,0,1,302
143,"P.V. KAMHARIYA KHURD",637,477,0,1114,271,293,0,564,564,0,397,28,85,19,0,1,6,0,3,0,0,0,2,1,2,4,6,1,2,1,1,2,0,3,564
144,"P.V. BARGADAHI",769,630,0,1399,340,397,0,737,683,0,324,195,48,131,2,1,2,2,5,1,2,1,2,0,4,11,1,1,1,1,1,1,0,0,737
145,"P.V. PIPARA JADDU ROOM NO. 1",602,471,0,1073,295,341,0,636,635,0,408,49,94,40,1,0,2,1,2,1,0,1,0,1,1,15,9,5,2,1,0,0,0,3,636
146,"P.V. PIPARA JADDU ROOM NO. 2",381,323,0,704,196,251,0,447,446,0,242,151,21,27,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,447
147,"P.V. BARWA URF SIYARAHIBHAR ROOM NO. 1",571,477,0,1048,267,284,0,551,551,0,166,44,259,37,1,0,1,0,2,0,2,0,0,0,2,7,6,6,5,1,0,5,1,6,551
148,"P.V. BARWA URF SIYARAHIBHAR ROOM NO. 2",545,451,0,996,247,328,0,575,575,0,446,59,11,48,1,0,1,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1,575
149,"P.V. GOPALA ROOM NO. 1",517,410,0,927,230,304,0,534,510,0,260,54,74,94,6,0,3,0,1,1,2,1,0,1,1,7,8,3,6,2,4,3,1,2,534
150,"P.V. GOPALA ROOM NO. 2",532,406,0,938,248,267,0,515,486,0,303,115,46,34,1,0,1,0,3,1,1,0,2,0,0,0,3,3,0,0,0,0,0,2,515
151,"P.V. MIRZAPUR PAKARI ROOM NO. 1",744,585,0,1329,404,358,0,762,9,0,232,76,315,88,1,4,3,0,0,4,3,4,2,4,2,12,0,3,1,0,1,3,1,3,762
152,"P.V. MIRZAPUR PAKARI ROOM NO. 2",663,493,0,1156,310,306,0,616,616,0,239,64,132,151,2,1,1,0,2,0,4,3,0,4,4,5,1,0,0,1,1,0,1,0,616
153,"P.V. CHANDANCHAFI BANTANGIYA ROOM NO. 1",588,418,0,1006,301,286,0,587,587,0,39,141,319,21,4,2,1,1,0,1,3,1,5,5,3,14,2,11,2,0,5,2,2,3,587
154,"P.V. CHANDANCHAFI BANTANGIYA ROOM NO. 2",378,339,0,717,180,190,0,370,344,0,12,137,170,6,1,0,0,0,1,0,2,2,2,3,2,20,1,6,2,0,1,0,0,2,370
155,"P.V.J. BANKI TUKRA NO. 14",649,485,0,1134,386,308,0,694,662,0,121,138,360,11,3,2,1,1,3,3,3,2,3,6,3,14,2,5,4,1,2,1,3,2,694
156,"P.V. DAULATPUR",341,257,0,598,206,163,0,369,360,0,30,22,274,9,1,1,2,2,0,1,0,0,2,1,6,2,1,3,10,2,0,0,0,0,369
157,"P.V. ANDHYA",591,457,0,1048,345,236,0,581,581,0,113,97,316,20,4,1,1,0,0,3,4,0,1,1,2,10,0,3,2,0,0,0,2,1,581
158,"P.V. BABHANAULI BUZURG ROOM NO. 1",575,453,1,1029,296,304,0,600,600,0,228,75,248,23,3,0,1,0,0,0,1,0,0,1,1,7,2,4,2,0,1,2,0,1,600
159,"P.V. BABHANAULI BUZURG ROOM NO. 2",845,699,0,1544,500,482,0,982,982,0,282,144,466,38,3,6,2,1,1,0,5,0,0,7,3,19,0,1,1,0,1,0,0,2,982
160,"NURSARY SCHOOL BELASPUR",865,656,1,1522,460,408,0,868,262,0,95,72,665,8,2,1,0,0,0,1,1,0,0,2,1,4,2,5,4,1,2,1,0,1,868
161,"P.V. BASPAR ROOM NO. 1",522,474,1,997,284,318,0,602,602,0,68,198,315,10,1,1,0,0,2,0,0,1,0,1,0,1,0,2,2,0,0,0,0,0,602
162,"P.V. BASPAR ROOM NO. 2",642,563,0,1205,307,378,0,685,684,0,171,115,348,12,3,1,2,0,2,1,1,2,0,0,1,4,1,5,7,2,2,2,0,3,685
163,"P.V. PARSA URF PARSAUNA",446,358,0,804,267,257,0,524,72,0,114,45,331,13,0,1,1,0,0,0,1,1,2,3,0,7,0,2,2,0,0,0,0,1,524
164,"P.V. MAHADEVA URF BALUABHAR",675,578,0,1253,373,379,0,752,740,0,175,177,328,13,3,3,1,1,1,2,4,1,2,5,6,15,2,2,1,0,2,1,3,4,752
165,"P.M.V. NATWA ROOM NO. 1",655,522,0,1177,337,300,0,637,11,0,84,210,281,8,1,4,2,1,0,0,7,1,1,10,5,10,0,5,1,0,1,1,1,3,637
166,"P.M.V. NATWA ROOM NO. 2",504,421,0,925,312,239,0,551,124,0,51,39,369,21,1,3,0,1,0,2,5,2,1,8,1,8,4,6,8,4,7,1,1,8,551
167,"P.M.V. NATWA ROOM NO. 3",456,347,0,803,245,205,0,450,450,0,69,32,317,8,0,3,0,1,1,2,2,3,0,2,2,0,1,4,1,1,0,1,0,0,450
168,"B.J.H.S. NATWA ROOM NO. 1",728,585,0,1313,363,302,0,665,665,0,81,72,420,26,4,0,2,1,0,1,2,0,0,3,3,11,4,9,8,2,1,5,2,8,665
169,"B.J.H.S. NATWA ROOM NO. 2",809,643,0,1452,410,397,0,807,807,0,89,78,563,26,2,3,0,1,4,3,5,2,2,2,2,7,2,1,6,1,1,1,2,4,807
170,"P.V. BARAGADWA",665,548,0,1213,378,383,0,761,579,0,68,177,440,22,2,0,2,1,4,1,4,2,0,3,6,13,0,5,3,0,0,5,2,1,761
171,"P.V. SUMERGAR ROOM NO. 1",577,465,0,1042,336,330,0,666,666,0,132,35,439,32,2,0,1,0,0,0,0,2,3,4,4,7,2,1,0,0,1,0,0,1,666
172,"P.V. SUMERGAR ROOM NO. 2",467,399,0,866,274,261,0,535,532,0,58,158,270,16,4,1,2,2,1,0,1,0,0,0,0,0,2,5,6,3,3,0,3,0,535
173,"P.V. RAJPUR",633,562,0,1195,391,400,0,791,791,0,139,178,446,8,1,1,0,0,0,0,1,1,1,2,0,6,0,2,4,1,0,0,0,0,791
174,"P.V. GODHAWAL ROOM NO. 1",537,451,0,988,315,294,0,609,609,0,27,59,475,14,1,1,2,2,2,0,1,2,1,2,2,3,2,4,2,2,0,4,1,0,609
175,"P.V. GODHAWAL ROOM NO. 2",260,223,0,483,161,154,0,315,239,0,8,213,79,4,0,0,0,0,2,0,1,0,1,0,0,0,0,2,1,1,1,1,1,0,315
176,"P.V. KATARARI",652,605,0,1257,410,415,0,825,822,0,292,40,431,39,0,0,0,0,4,0,2,2,0,2,1,1,3,3,1,1,1,1,0,1,825
177,"P.V. BELRAYEE",601,555,0,1156,339,412,0,751,751,0,228,223,202,25,3,4,4,3,5,2,5,5,5,6,6,13,3,3,0,1,0,2,1,2,751
178,"P.V. PARASIYA INDARPUR",578,456,0,1034,314,325,0,639,637,0,109,52,451,19,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,1,639
179,"P.V. MAHUAWA MAHUI ROOM NO. 1",533,461,0,994,303,283,0,586,122,0,93,12,407,50,0,1,2,3,2,1,2,1,0,1,2,0,0,3,2,0,2,0,2,0,586
180,"P.V. MAHUAWA MAHUI ROOM NO. 2",627,595,0,1222,369,404,0,773,1,0,41,257,404,19,3,1,4,2,2,2,2,3,0,7,3,14,1,4,3,0,0,0,0,1,773
181,"P.V. SOHAWAL ROOM NO. 1",487,408,0,895,290,268,0,558,557,0,52,53,352,16,1,52,1,1,0,1,3,1,2,1,1,1,4,5,5,0,0,3,2,1,558
182,"P.V. SOHAWAL ROOM NO. 2",507,425,0,932,295,287,0,582,582,0,86,50,334,20,1,58,1,1,3,1,1,0,2,2,2,8,3,1,2,1,0,4,0,1,582
183,"P.V. BELWA",659,566,0,1225,407,398,0,805,803,0,74,256,446,5,1,2,0,0,4,0,1,0,1,4,2,2,0,3,1,0,0,1,0,2,805
184,"P.V. NANDANA",607,497,0,1104,346,348,0,694,694,0,51,193,395,31,1,1,0,1,4,4,1,2,0,0,0,6,1,0,0,0,0,1,1,1,694
185,"P.V. RAMPUR CHAKIYA ROOM NO. 1",718,596,0,1314,400,416,0,816,816,0,26,163,530,22,4,0,2,2,2,2,9,0,6,7,2,15,1,5,7,0,1,2,3,5,816
186,"P.V. RAMPUR CHAKIYA ROOM NO. 2",560,500,0,1060,285,297,0,582,582,0,83,37,359,32,2,1,2,3,1,1,3,5,5,7,4,18,0,3,6,0,0,5,2,3,582
187,"P.V. PIPARPATI ROOM NO. 1",284,253,0,537,172,162,0,334,322,0,15,121,141,50,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,334
188,"P.V. PIPARPATI ROOM NO. 2",599,539,1,1139,340,339,0,679,1,0,59,52,361,172,1,0,0,0,2,1,2,1,1,4,3,13,0,4,1,0,0,1,0,1,679
189,"P.V. RUDRAPUR BHALUHI",336,292,0,628,225,204,0,429,427,0,12,131,274,2,2,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1,0,1,429
190,"P.V. PIPRA",555,491,1,1047,330,358,0,688,610,0,159,128,336,17,1,0,0,1,0,0,4,3,3,4,1,9,7,7,1,1,1,2,1,2,688
191,"P.V. MOHANAPUR",664,582,0,1246,414,327,0,741,741,0,125,233,292,17,3,5,0,3,0,1,4,2,2,4,5,8,4,6,4,0,4,9,4,6,741
192,"P.V. MANGALPUR",708,615,0,1323,472,407,0,879,479,0,153,129,535,14,1,0,0,1,2,0,5,0,0,3,1,4,5,5,12,2,1,0,1,5,879
193,"P.V. UTI KHAS",690,638,0,1328,427,431,0,858,857,0,145,161,480,22,7,2,3,0,3,2,1,0,0,3,1,11,4,3,2,0,1,3,0,4,858
194,"J.H.S. BADAHARA BARAIPAR ROOM NO. 1",446,379,0,825,248,257,0,505,504,0,175,117,171,10,2,0,2,3,1,1,2,0,1,0,1,6,1,1,3,0,1,2,2,3,505
195,"J.H.S. BADAHARA BARAIPAR ROOM NO. 2",488,451,0,939,227,290,0,517,511,0,324,86,69,22,2,0,7,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,517
196,"J.H.S. BADAHARA BARAIPAR ROOM NO. 3",591,471,0,1062,295,288,0,583,476,0,262,139,100,65,0,0,0,1,0,0,3,1,0,4,1,2,3,0,1,0,0,0,0,1,583
197,"P.V. BADAHARA BARAIPAR ROOM NO. 1",552,432,0,984,231,230,0,461,455,0,162,38,207,19,3,2,3,1,6,1,2,0,2,2,0,2,1,2,2,0,0,2,0,4,461
198,"P.V. BADAHARA BARAIPAR ROOM NO. 2",634,474,0,1108,329,311,0,640,631,0,161,117,290,23,3,0,1,2,0,1,2,1,1,4,1,13,4,2,2,1,1,4,1,5,640
199,"P.V. BADAHARA BARAIPAR ROOM NO. 3",600,463,0,1063,318,260,0,578,574,0,20,65,453,5,1,0,1,0,1,2,0,0,2,3,0,11,0,5,1,3,0,2,0,3,578
200,"P.V. SOHANPUR URF SONKATIYA",702,582,0,1284,364,406,0,770,102,0,349,68,300,7,0,0,17,0,0,0,1,0,1,0,1,3,9,2,6,1,0,1,0,4,770
201,"P.V. MAHAMMADA ROOM NO. 1",525,442,0,967,334,324,0,658,1,0,92,147,370,22,2,0,0,0,0,2,2,1,1,6,1,5,1,1,2,1,0,0,1,1,658
202,"P.V. MAHAMMADA ROOM NO. 2",404,322,0,726,248,215,0,463,1,0,65,60,307,14,0,1,0,2,0,2,0,2,0,0,1,0,2,2,1,1,0,0,0,3,463
203,"P.V. MAHAMMADA ROOM NO. 3",655,551,0,1206,374,340,0,714,1,0,47,64,538,11,6,0,2,2,1,1,1,4,2,5,2,10,1,2,1,4,1,2,3,4,714
204,"P.V. SHYAMDEURWA ROOM NO. 1",881,740,0,1621,485,447,0,932,1,0,28,238,582,28,5,4,3,0,2,0,3,0,0,9,3,10,1,4,0,1,2,0,0,9,932
205,"P.V. SHYAMDEURWA ROOM NO. 2",534,439,0,973,354,265,0,619,1,0,23,31,530,9,2,1,1,1,1,1,3,0,0,1,0,3,3,3,2,0,1,0,1,2,619
206,"P.M.V. BASAHIYA KHURD",715,629,0,1344,477,438,0,915,1,0,202,197,427,7,2,1,0,0,2,4,8,0,1,7,4,18,9,10,5,0,2,2,1,6,915
207,"P.V. MUHAMMADPUR ROOM NO. 1",609,461,0,1070,333,277,0,610,1,0,150,55,346,30,1,0,2,0,0,1,0,1,1,2,2,11,1,1,1,0,0,0,1,4,610
208,"P.V. MUHAMMADPUR ROOM NO. 2",455,370,0,825,291,236,0,527,1,0,52,238,210,6,1,0,0,0,4,1,1,0,0,0,0,1,6,3,2,1,0,0,0,1,527
209,"P.V. PACHADEURI",549,508,0,1057,329,364,0,693,1,0,75,251,305,17,2,2,2,0,2,1,4,3,3,0,6,7,0,4,4,1,1,1,0,2,693
210,"P.V. RAMPUR",484,432,0,916,283,288,0,571,1,0,44,200,278,16,2,1,0,2,0,0,1,2,3,3,3,5,2,3,2,0,1,0,1,2,571
211,"P.V. DHANHA ROOM NO. 1",710,577,0,1287,398,349,0,747,1,0,72,86,525,24,2,1,0,1,2,0,1,0,5,4,4,6,1,2,3,1,0,1,2,4,747
212,"P.V. DHANHA ROOM NO. 2",907,706,0,1613,472,408,0,880,1,0,144,79,567,32,2,2,0,0,2,2,3,3,4,10,3,10,3,5,3,0,1,0,3,2,880
213,"P.V. BANKATIYA",584,469,0,1053,254,240,0,494,1,0,46,97,307,19,1,2,0,1,0,1,1,0,1,1,1,0,0,4,7,3,0,1,1,0,494
214,"P.V. MADHOPUR",546,419,0,965,325,262,0,587,1,0,61,78,411,19,1,0,0,1,5,1,0,1,0,2,0,4,0,2,0,0,0,0,0,1,587
215,"P.V. LAKHIMA ROOM NO. 1",488,375,0,863,298,207,0,505,1,0,73,37,326,49,2,1,0,0,1,2,1,1,0,1,0,6,1,0,1,0,0,0,1,2,505
216,"P.V. LAKHIMA ATIRIKT ROOM",451,362,0,813,250,231,0,481,1,0,74,44,333,18,2,0,1,0,0,2,0,0,2,3,0,0,1,0,0,0,0,0,0,1,481
217,"P.V. LAKHIMA ROOM NO. 2",368,324,0,692,236,203,0,439,1,0,51,55,292,4,0,0,0,1,1,1,4,0,1,2,5,9,1,5,2,0,0,1,0,4,439
218,"P.V. LAKHIMA ROOM NO. 3",511,430,0,941,241,312,0,553,1,0,77,65,339,27,4,1,2,1,1,0,1,0,3,5,0,13,1,3,2,0,2,1,3,2,553
219,"P.V. LAKHIMA ROOM NO. 4",760,634,0,1394,410,399,0,809,1,0,66,298,383,20,2,0,1,2,8,1,5,1,1,3,1,4,0,2,1,0,4,1,1,4,809
220,"P.V. BASAHIYA BUZURG ROOM NO. 1",600,489,0,1089,344,323,0,667,367,0,88,121,413,13,1,1,2,1,3,1,3,0,0,7,1,8,0,1,1,0,0,0,2,0,667
221,"P.V. BASAHIYA BUZURG ROOM NO. 2",581,480,0,1061,404,346,0,750,450,0,45,120,534,21,2,1,1,1,1,1,2,2,1,1,1,4,3,3,2,0,0,1,1,2,750
222,"P.V. BASAHIYA BUZURG ROOM NO. 3",467,412,0,879,297,279,0,576,1,0,110,103,324,11,1,2,0,1,2,2,0,2,1,3,3,4,0,2,0,0,1,1,1,2,576
223,"P.V. BASAHIYA BUZURG ROOM NO. 4",382,314,0,696,270,236,0,506,306,0,126,94,246,13,1,0,0,0,1,1,7,1,3,1,0,6,0,0,0,0,0,1,1,4,506
224,"P.V. BASADILA URF AMWA",754,662,0,1416,418,423,0,841,441,0,208,140,429,18,1,1,1,1,2,0,7,2,4,5,1,7,2,2,3,0,1,1,0,5,841
225,"P.V. PURAINA",685,589,0,1274,409,396,0,805,400,0,93,242,420,15,0,0,1,0,2,1,2,1,0,3,0,3,3,5,2,2,2,3,1,4,805
226,"I.SCHOOL BAIJAULI ROOM NO. 1",520,411,0,931,267,300,0,567,1,0,410,40,72,26,1,0,1,0,0,1,2,0,2,1,0,8,1,1,0,1,0,0,0,0,567
227,"I.SCHOOL BAIJAULI ROOM NO. 2",546,501,0,1047,308,326,0,634,1,0,9,114,457,9,0,0,1,0,5,1,0,3,3,6,2,10,1,10,2,0,0,0,1,0,634
228,"P.V. BAIJAULI ROOM NO. 1",482,370,0,852,254,278,0,532,1,0,292,80,126,13,2,0,0,1,0,0,4,0,0,5,0,6,0,0,0,0,0,0,1,2,532
229,"P.V. BAIRIYA",682,599,0,1281,340,406,0,746,346,0,331,188,198,13,1,0,0,0,0,1,1,0,1,1,0,0,2,3,1,1,2,1,0,1,746
230,"P.V. BUDHIRAMPUR",607,563,0,1170,311,405,0,716,416,0,455,23,193,18,0,2,5,0,1,1,1,0,0,1,0,5,2,1,1,2,0,3,0,2,716
231,"P.V. BHATGAWA URF TARKULWA ROOM NO. 1",748,620,0,1368,357,416,0,773,523,0,448,49,173,65,0,1,3,0,1,1,6,2,0,3,6,10,0,3,1,0,0,0,0,1,773
232,"P.V. BHATGAWA URF TARKULWA ROOM NO. 2",412,343,0,755,243,243,0,486,1,0,36,96,256,10,1,45,2,0,0,1,1,0,3,2,0,1,3,6,6,2,4,3,1,7,486
233,"P.V. HARPUR",795,705,0,1500,382,389,0,771,521,0,149,141,438,23,0,1,0,0,1,0,2,0,0,1,2,0,0,6,4,1,1,1,0,0,771
234,"P.V. KUDWA MUDKATIYA",812,714,0,1526,433,447,0,880,680,0,159,125,515,42,2,1,3,1,1,1,5,0,1,3,0,4,1,3,0,2,4,2,0,5,880
235,"P.V. LAXMIPUR ROOM NO. 1",542,475,1,1018,346,327,0,673,1,0,294,99,242,9,1,0,2,0,1,0,3,1,1,2,2,5,2,2,1,1,3,1,0,1,673
236,"P.V. LAXMIPUR ROOM NO. 2",631,525,1,1157,345,409,0,754,554,0,340,85,263,22,1,4,0,2,0,1,4,1,4,3,0,4,6,2,0,2,2,5,0,3,754
237,"P.V. MAHDEVA",593,508,0,1101,314,365,0,679,1,0,236,71,242,74,1,1,1,0,1,1,5,1,2,1,1,4,7,7,6,2,4,1,0,10,679
238,"P.V. MALMALIYA URF SIRSIYA",647,540,0,1187,320,388,0,708,408,0,246,199,190,41,2,2,1,1,2,0,2,2,0,2,3,7,0,1,1,0,1,2,1,2,708
239,"P.V. KOTWA",764,647,0,1411,377,456,0,833,563,0,552,118,112,33,2,1,1,0,0,1,2,0,1,0,1,4,0,2,0,0,2,0,0,1,833
240,"P.V. PIPARIYA ROOM NO. 1",455,406,0,861,218,230,0,448,1,0,239,142,22,27,3,0,2,0,1,0,1,0,1,2,0,2,3,1,0,0,0,0,0,2,448
241,"ANGANWADI ROOM P.V. PIPARIYA",439,400,0,839,210,229,0,439,339,0,237,126,42,22,3,0,0,0,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,1,439
242,"P.V. PIPARIYA ROOM NO. 2",583,472,0,1055,318,339,0,657,457,0,220,315,79,10,1,0,0,2,4,1,2,1,0,5,1,7,2,2,1,0,0,1,2,1,657
243,"P.V. NAGARAULI",306,241,0,547,166,175,0,341,1,0,41,28,265,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,341
244,"P.V. CHHATIRAM ROOM NO. 1",705,601,0,1306,400,412,0,812,502,0,46,123,600,10,2,1,1,1,1,5,1,3,0,3,0,1,0,6,4,0,2,0,1,1,812
245,"P.V. CHHATIRAM ROOM NO. 2",516,384,0,900,363,276,0,639,339,0,44,138,430,6,0,0,0,0,2,0,2,0,2,2,2,8,0,0,1,0,0,0,0,2,639
246,"P.V. CHHATIRAM ROOM NO. 3",366,343,0,709,220,198,0,418,1,0,70,96,238,10,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,418
247,"P.V. KUSUMHA",653,566,0,1219,360,344,0,704,700,0,23,156,437,29,1,2,2,0,1,0,5,1,3,1,5,9,5,1,5,1,0,4,3,10,704
248,"P.V. BHATGAWA URF LAXMIPUR",672,561,0,1233,328,361,0,689,1,0,354,144,127,27,2,2,1,0,3,1,4,1,3,6,0,6,1,2,0,0,1,3,1,0,689
249,"P.V. BASWAR",617,482,1,1100,357,326,0,683,483,0,93,177,328,18,2,0,3,1,2,0,0,1,3,2,6,6,5,14,12,2,2,1,3,2,683
250,"P.M.V. SEMARA CHANDRAULI",589,516,0,1105,389,373,0,762,510,0,65,73,581,18,1,1,0,0,1,0,5,0,2,1,0,0,2,2,3,0,1,1,2,3,762
251,"P.V. CHHAPIYA ROOM NO. 1",633,524,0,1157,337,378,0,715,465,0,220,152,128,161,4,1,11,1,1,1,0,1,0,2,5,11,1,6,0,1,1,2,0,5,715
252,"P.V. CHHAPIYA ROOM NO. 2",506,390,0,896,256,274,0,530,1,0,222,50,128,106,2,1,1,0,0,0,1,2,1,3,1,2,1,2,1,0,1,2,0,3,530
253,"P.V. BALUA ROOM NO. 1",518,485,0,1003,244,298,0,542,1,0,209,178,94,49,1,1,0,0,2,1,1,0,0,0,1,2,0,0,0,0,0,2,0,1,542
254,"P.V. BALUA ROOM NO. 2",396,351,0,747,174,256,0,430,1,0,172,166,41,24,1,0,1,1,0,1,2,1,2,1,2,3,3,1,0,1,0,2,1,4,430
255,"J.H.S. SIRSIYA",617,548,0,1165,348,368,0,716,416,0,302,170,178,24,1,0,5,2,7,1,0,2,4,7,1,3,4,2,0,0,0,2,0,1,716
256,"BEEZ GODAM TARKULWA",885,750,0,1635,451,517,0,968,568,0,404,211,163,72,2,2,0,2,4,3,4,1,3,5,6,9,21,12,8,1,8,6,7,14,968
257,"P.V. JAMUNIYA",689,554,0,1243,317,367,0,684,1,0,316,137,149,10,1,1,4,1,0,1,3,0,2,2,0,16,7,7,5,0,9,1,3,9,684
258,"P.V. RUDALAPUR",759,677,0,1436,500,397,0,897,597,0,70,188,548,6,5,2,3,6,4,2,6,4,4,6,3,8,5,5,10,5,1,3,1,2,897
259,"P.V. DHARAMPUR ROOM NO. 1",751,629,0,1380,444,409,0,853,453,0,169,189,436,14,0,0,0,1,1,1,5,2,4,1,2,13,2,2,0,0,2,1,3,5,853
260,"P.V. DHARAMPUR ROOM NO. 2",883,675,0,1558,446,396,0,842,540,0,71,55,620,44,2,1,1,2,1,3,2,2,2,3,2,8,0,3,12,1,1,0,2,4,842
261,"P.V. PACHARUKHIYA ROOM NO. 1",483,461,0,944,229,293,0,522,420,0,311,11,184,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,522
262,"P.V. PACHARUKHIYA ROOM NO. 2",493,418,0,911,278,268,0,546,1,0,81,154,288,9,0,1,0,1,0,0,0,0,0,3,2,3,1,2,0,0,0,0,0,1,546
263,"P.V. TOLA KISHUNPUR",526,432,0,958,290,278,0,568,1,0,18,52,455,9,2,0,1,3,1,1,5,0,3,3,1,8,0,2,0,0,0,1,0,3,568
264,"P.V. GANESHPUR ROOM NO. 1",593,461,0,1054,250,309,0,559,559,0,353,86,93,10,0,3,0,1,0,0,0,1,2,0,0,6,2,0,0,0,0,2,0,0,559
265,"P.V. GANESHPUR ROOM NO. 2",549,447,0,996,278,271,0,549,541,0,184,164,150,15,0,2,1,1,0,0,3,0,1,2,1,8,2,5,2,0,2,3,1,2,549
266,"P.V. HARPUR MAHANTH ROOM NO. 1",569,470,0,1039,368,304,0,672,672,0,63,40,465,13,5,1,1,1,2,1,6,0,1,2,1,6,8,7,34,5,2,1,0,7,672
267,"P.V. HARPUR MAHANTH ROOM NO. 2",808,693,0,1501,474,417,0,891,887,0,160,207,414,45,1,2,4,0,1,0,8,2,0,2,4,11,2,6,4,1,3,5,0,9,891
268,"P.V. KARMAHI",491,404,0,895,291,311,0,602,510,0,74,122,375,7,2,0,0,1,1,2,3,1,2,4,0,4,0,1,1,1,0,1,0,0,602
269,"P.V. PIPRA MUNDERI ROOM NO. 1",698,597,1,1296,421,366,0,787,587,0,56,153,493,16,6,1,1,0,12,0,0,0,1,1,3,14,3,6,13,1,0,1,1,5,787
270,"P.V. PIPRA MUNDERI ROOM NO. 2",550,455,0,1005,316,303,0,619,619,0,103,127,320,48,0,0,0,0,2,0,0,0,2,0,4,2,0,3,2,1,1,1,0,3,619
271,"P.V. BARWA CHAMAINIYA ROOM NO. 1",513,410,0,923,316,260,0,576,1,0,42,26,460,20,1,0,2,0,4,5,2,2,0,1,1,4,0,3,1,0,0,1,0,1,576
272,"P.V. BARWA CHAMAINIYA ROOM NO. 2",467,456,0,923,320,276,0,596,594,0,71,165,239,63,1,1,3,1,3,0,3,3,3,4,5,16,1,3,1,0,2,3,1,4,596
273,"P.V. BARGADWA MADHOPUR",852,770,0,1622,391,503,0,894,892,0,58,229,425,89,6,2,1,3,1,3,5,2,1,5,2,12,4,14,9,2,1,9,3,8,894
274,"P.V. PAKADI VISHUNPUR ROOM NO. 1",504,456,0,960,269,276,0,545,544,0,128,147,198,23,0,3,3,0,2,1,3,0,4,3,4,15,2,1,3,0,2,3,0,0,545
275,"P.V. PAKADI VISHUNPUR ROOM NO. 2",493,446,0,939,283,268,0,551,548,0,72,128,286,25,2,0,0,0,1,0,9,1,2,4,2,5,1,4,2,0,2,0,2,3,551
276,"P.V. PAKADI VISHUNPUR ROOM NO. 3",505,444,0,949,270,283,0,553,553,0,72,138,268,37,0,2,0,1,1,0,6,2,0,9,3,11,0,0,1,0,0,2,0,0,553
277,"P.V. PAKADI VISHUNPUR ROOM NO. 4",490,432,0,922,227,240,0,467,466,0,102,140,138,59,0,0,2,0,0,1,1,1,0,1,1,3,5,2,3,0,2,5,0,1,467
278,"P.V. SOHRAUNA ROOM NO. 1",710,582,0,1292,339,383,0,722,422,0,425,75,173,17,1,1,1,0,0,1,1,0,1,4,4,8,3,2,1,1,0,0,0,3,722
279,"P.V. SOHRAUNA ROOM NO. 2",641,586,0,1227,353,433,0,786,485,0,1,205,541,5,1,2,0,0,1,1,3,0,3,3,3,9,2,0,4,1,0,0,0,1,786
280,"P.V. PIPRA ROOM NO. 1",730,631,0,1361,435,449,0,884,450,0,19,135,644,17,2,2,1,1,5,1,3,1,0,3,4,7,2,10,6,3,2,7,5,4,884
281,"P.V. PIPRA ROOM NO. 2",463,416,0,879,266,248,0,514,1,0,56,208,187,17,0,2,1,2,3,0,5,0,3,6,1,6,0,2,4,1,2,2,2,4,514
282,"P.V. PARSA KHURD ROOM NO. 1",569,484,0,1053,225,295,0,520,1,0,237,40,186,36,0,0,0,1,1,0,0,0,0,2,0,3,5,0,6,1,0,1,0,1,520
283,"P.V. PARSA KHURD ROOM NO. 2",377,302,0,679,190,191,0,381,1,0,183,107,65,9,0,1,2,0,0,0,1,0,1,2,3,2,1,0,1,0,2,0,0,1,381
