"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
151,"PR. PATHSHALA PATARA ROOM NO.3",484,412,0,896,320,245,0,565,505,0,49,339,86,34,0,1,0,1,1,0,16,1,0,1,3,8,2,13,10,565
152,"JR. H. SCHOOL PATARA",368,270,0,638,228,147,0,375,280,0,171,130,41,10,0,0,1,0,0,0,0,1,2,3,4,6,5,1,0,375
153,"PR. PATHSHALA NAGELINPUR M. PATARA",398,325,0,723,276,226,0,502,501,0,0,40,444,12,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,502
154,"PR. PATHSHALA GAURANPUR M. PATARA",152,91,0,243,125,85,0,210,210,0,204,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,210
155,"PR. PATHSHALA JAGDISHPUR M. PATARA",594,430,0,1024,361,237,0,598,596,0,75,336,60,108,3,0,2,0,1,6,0,0,0,1,1,0,2,1,2,598
156,"PR. PATHSHALA TENAPUR M. PATARA ROOM NO.1",816,579,0,1395,334,270,0,604,579,0,9,448,11,112,0,1,0,1,0,0,2,1,1,2,8,6,1,0,1,604
157,"PR. PATHSHALA TENAPUR M. PATARA ROOM NO.2",431,363,0,794,255,215,0,470,470,110,110,260,20,55,1,0,1,0,1,1,3,1,0,1,8,5,2,1,0,470
158,"PR. PATHSHALA CHATURIPUR",303,247,0,550,258,167,0,425,424,0,17,49,13,333,0,0,0,0,0,0,3,1,1,0,2,5,0,1,0,425
159,"PR. PATHSHALA NARSINGHPUR",220,179,0,399,166,134,0,300,278,0,130,87,53,17,2,1,0,0,3,0,0,0,0,1,3,1,1,0,1,300
160,"PR. PATHSHALA HIRNI ROOM NO.1",579,447,0,1026,361,244,0,605,365,0,120,280,17,131,0,2,0,0,0,1,42,3,1,0,4,1,1,1,1,605
161,"PR. PATHSHALA HIRNI ROOM NO.2",694,521,0,1215,389,279,0,668,668,0,57,197,322,37,0,1,0,0,0,1,2,0,0,6,5,9,3,11,17,668
162,"PR. PATHSHALA CHHANJA",725,584,0,1309,451,320,0,771,771,0,244,301,96,56,0,0,0,1,1,2,3,2,2,4,12,16,12,12,7,771
163,"PR. PATHSHALA JAHANGIRABAD ROOM NO.1",520,405,0,925,341,223,0,564,340,0,227,202,24,53,1,1,1,1,1,0,3,3,1,2,6,16,10,9,3,564
164,"PR. PATHSHALA JAHANGIRABAD ROOM NO.2",643,470,0,1113,422,240,0,662,640,0,66,329,77,164,0,0,0,1,1,1,7,2,3,0,6,0,0,3,2,662
165,"PR. PATHSHALA RAHAMPUR M. JAHANGIRABAD",350,257,0,607,249,172,0,421,421,0,72,331,5,1,1,0,0,0,0,0,1,0,0,1,2,3,1,2,1,421
166,"PR. PATHSHALA BEERPUR",507,425,0,932,338,275,0,613,613,0,282,223,4,79,0,0,1,0,0,0,0,0,7,0,2,6,5,2,2,613
167,"PR. PATHSHALA KATRA",157,122,0,279,90,80,0,170,170,0,40,102,5,10,4,0,0,0,1,0,0,1,2,2,3,0,0,0,0,170
168,"PR. PATHSHALA JAGANNATHPUR M. KATRA",291,235,0,526,211,173,0,384,383,0,358,7,7,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,2,384
169,"PR. PATHSHALA BHADRAS ROOM NO.1",741,541,0,1282,450,294,0,744,743,0,56,432,62,141,7,1,1,2,3,1,10,0,3,2,5,8,2,5,3,744
170,"PR. PATHSHALA BHADRAS ROOM NO.2",652,514,0,1166,412,296,0,708,700,0,58,522,21,65,2,1,0,1,0,0,1,0,0,2,9,2,5,15,4,708
171,"JR. H. SCHOOL BHADRAS ROOM NO.1",526,390,0,916,279,213,0,492,492,0,174,110,25,132,0,0,0,0,1,1,31,1,0,0,2,1,10,1,3,492
172,"JR. H. SCHOOL BHADRAS ROOM NO.2",456,357,0,813,282,208,0,490,373,0,36,276,24,140,0,1,1,0,1,0,1,1,0,1,5,2,0,1,0,490
173,"PR. PATHSHALA MAVAI BHACHCHHAN",543,457,0,1000,304,242,0,546,530,0,100,209,25,174,0,5,0,0,4,2,5,4,2,4,7,3,1,0,1,546
174,"PR. PATHSHALA JAJPUR",310,259,0,569,191,178,0,369,369,0,339,11,4,6,0,0,0,0,1,0,1,0,1,0,2,1,3,0,0,369
175,"PR. PATHSHALA JAITIPUR",258,203,0,461,157,114,0,271,160,0,100,144,3,14,0,1,0,0,1,0,1,1,0,0,1,1,2,2,0,271
176,"PR. PATHSHALA GUJELA ROOM NO.1",486,389,0,875,250,176,0,426,404,0,46,193,8,155,0,1,0,0,1,1,0,1,3,0,3,5,1,2,6,426
177,"PR. PATHSHALA GUJELA ROOM NO.2",502,390,0,892,312,217,0,529,527,0,114,201,15,134,3,0,3,0,0,2,0,0,0,0,1,3,19,22,12,529
178,"PR. PATHSHALA DOHRU",737,573,0,1310,418,328,0,746,740,0,144,463,18,79,1,5,0,1,0,0,0,1,3,6,7,10,4,2,2,746
179,"PR. PATHSHALA SYONDI LALAIPUR ROOM NO.1",631,526,0,1157,378,280,0,658,650,0,23,318,248,39,0,1,0,0,0,2,0,8,2,5,4,3,1,2,2,658
180,"PR. PATHSHALA SYONDI LALAIPUR ROOM NO.2",317,254,0,571,198,138,0,336,336,0,106,167,22,31,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,336
181,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.1",373,311,0,684,239,162,0,401,401,0,36,238,82,34,0,3,0,0,0,0,1,2,0,0,0,1,1,1,2,401
182,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.2",562,411,0,973,246,147,0,393,291,0,70,117,127,62,2,1,0,0,1,0,2,1,0,1,3,4,0,2,0,393
183,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.3",694,623,0,1317,444,331,0,775,750,0,96,458,166,34,2,6,1,2,0,2,0,1,0,2,2,2,0,0,1,775
184,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.4",650,567,0,1217,329,262,0,591,591,0,46,416,46,54,0,5,1,1,1,0,1,18,0,0,0,0,0,1,1,591
185,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.5",376,378,0,754,246,209,0,455,455,0,37,72,156,178,1,1,1,0,1,0,2,0,1,0,1,3,1,0,0,455
186,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.6",435,439,0,874,262,239,0,501,480,0,41,15,208,221,3,1,0,2,3,0,0,0,0,1,1,4,0,0,1,501
187,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.7",490,431,0,921,329,245,0,574,574,0,58,113,223,156,1,0,1,0,0,0,1,7,2,1,2,3,4,0,2,574
188,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.8",479,415,0,894,311,228,0,539,535,0,321,75,72,40,0,2,0,0,0,1,0,0,2,0,2,4,13,2,5,539
189,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.9",416,375,0,791,248,209,0,457,457,0,103,227,74,37,1,3,0,0,0,1,2,2,0,1,0,4,0,0,2,457
190,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.10",801,649,0,1450,447,342,0,789,782,0,80,596,42,32,2,1,1,1,0,0,1,4,2,3,10,7,1,4,2,789
191,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.11",584,471,0,1055,361,264,0,625,625,0,101,306,127,69,2,1,0,0,0,0,0,3,1,0,5,8,1,0,1,625
192,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.12",765,640,0,1405,404,307,0,711,659,0,69,539,36,51,0,1,2,1,1,0,0,0,1,0,3,4,0,3,0,711
193,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.13",423,370,0,793,240,218,0,458,446,0,44,342,21,28,1,6,0,0,0,0,1,6,0,1,3,1,1,2,1,458
194,"SHRI GANDHI VIDHYA PEETH INTER COLLEGE ROOM NO.14",665,628,0,1293,365,316,0,681,500,0,154,406,38,47,0,2,2,0,1,0,1,7,2,1,2,5,3,4,6,681
195,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.1",552,497,0,1049,314,247,0,561,554,0,10,393,55,76,1,6,0,0,0,1,0,5,3,0,0,2,1,5,3,561
196,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.2",433,406,0,839,227,198,0,425,425,0,58,288,25,25,1,6,0,1,1,1,1,8,0,3,1,2,0,1,3,425
197,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.3",446,381,0,827,218,177,0,395,389,0,49,268,39,18,0,2,0,0,1,0,0,5,1,0,1,4,3,3,1,395
198,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.4",509,443,0,952,264,237,0,501,435,0,38,368,65,21,0,2,0,0,0,0,0,1,0,0,1,0,0,1,4,501
199,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.5",510,411,0,921,287,211,0,498,498,0,89,187,156,58,0,3,0,0,0,0,1,0,0,0,1,1,1,0,1,498
200,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.6",492,413,0,905,260,240,0,500,500,0,91,230,123,43,1,1,0,0,0,0,0,5,0,0,1,5,0,0,0,500
201,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.7",568,521,0,1089,394,325,0,719,719,0,7,543,54,95,1,1,0,0,0,0,2,0,0,1,10,1,0,2,2,719
202,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.8",562,482,1,1045,360,255,0,615,610,0,60,315,193,25,1,0,0,1,0,0,2,1,1,1,2,12,0,1,0,615
203,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.9",409,346,0,755,237,178,0,415,400,0,28,65,193,120,0,0,0,0,1,0,0,0,0,0,3,3,1,0,1,415
204,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.10",496,452,0,948,282,191,0,473,461,0,22,29,306,97,0,1,0,1,1,0,6,3,0,0,4,2,1,0,0,473
205,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.11",727,530,0,1257,400,232,0,632,632,0,157,167,185,103,1,0,0,0,1,0,0,6,3,0,3,4,0,0,2,632
206,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.12",559,507,0,1066,260,202,0,462,460,0,21,61,282,70,0,1,0,0,1,0,6,0,1,1,2,1,1,1,13,462
207,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.13",278,227,0,505,151,106,0,257,253,0,10,1,131,107,1,0,0,0,0,1,1,0,0,0,1,3,0,1,0,257
208,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.14",462,394,0,856,239,312,0,551,338,0,50,360,81,51,0,1,0,0,1,1,0,0,0,1,0,0,1,0,4,551
209,"CAPTON SUKHWASI JANTA AUDYOGIC VIDHYALAY INTER COLLEGE ROOM NO.15",593,511,0,1104,342,281,0,623,620,0,211,327,36,24,0,9,0,0,0,0,1,0,0,2,5,3,4,0,1,623
210,"PR.PATHSHALA GUCHCHUPUR ROOM NO.1",447,378,0,825,268,171,0,439,430,0,143,184,72,20,0,0,0,0,2,2,0,1,1,2,3,6,1,1,1,439
211,"PR.PATHSHALA GUCHCHUPUR ROOM NO.2",538,397,0,935,302,148,0,450,444,0,18,224,162,14,0,2,2,0,1,0,1,2,0,4,7,5,2,2,4,450
212,"PR. PATHSHALA BANHARI",492,397,0,889,317,244,0,561,561,0,155,270,70,47,1,0,0,0,0,1,1,0,0,4,4,4,3,1,0,561
213,"PR. PATHSHALA BAMHAURA",318,269,0,587,153,185,0,338,203,0,44,222,8,27,2,1,0,2,1,1,0,0,1,6,6,9,3,3,2,338
214,"PR. PATHSHALA RAMSARI ROOM NO.1",763,582,0,1345,381,277,0,658,632,0,164,368,12,79,1,1,0,0,0,0,1,6,1,1,7,6,4,4,3,658
215,"PR. PATHSHALA RAMSARI ROOM NO.2",360,261,0,621,194,158,0,352,317,0,136,116,10,67,0,0,0,2,0,0,0,0,2,1,3,6,7,1,1,352
216,"PR. PATHSHALA CHANDANPUR M. RAMSARI",267,219,0,486,148,116,0,264,249,0,8,142,29,34,27,2,4,0,0,1,0,1,2,4,1,4,3,1,1,264
217,"PR. PATHSHALA MIRZAPUR",405,345,0,750,277,240,0,517,462,0,297,55,6,137,1,0,0,0,0,1,0,1,4,1,1,7,4,1,1,517
218,"PR. PATHSHALA RAYPUR ROOM NO.1",531,407,0,938,288,224,0,512,512,0,162,266,12,50,0,3,0,1,0,0,2,1,0,0,3,8,0,2,2,512
219,"PR. PATHSHALA RAYPUR ROOM NO.2",469,349,0,818,264,208,0,472,470,0,94,251,11,104,0,0,0,0,0,0,0,0,1,0,3,6,0,2,0,472
220,"KANYA PR. PATHSHALA PADRILALPUR ROOM NO.1",498,361,0,859,235,147,0,382,329,0,77,148,24,121,0,0,0,1,0,0,0,0,0,0,1,3,5,2,0,382
221,"KANYA PR. PATHSHALA PADRILALPUR ROOM NO.2",557,418,0,975,321,249,0,570,530,0,296,46,10,181,2,0,0,1,1,1,1,1,1,2,2,11,7,3,4,570
222,"PR. PATHSHALA CHARAIYA M. PADRILALPUR",202,151,0,353,123,86,0,209,200,0,28,71,4,98,1,0,0,0,2,1,0,0,0,0,2,1,0,0,1,209
223,"PR. PATHSHALA PADRILALPUR ROOM NO.1",613,446,0,1059,351,217,0,568,561,0,70,404,33,38,0,0,0,1,1,2,0,3,0,4,5,5,2,0,0,568
224,"PR. PATHSHALA PADRILALPUR ROOM NO.2",652,472,0,1124,393,267,0,660,660,0,53,293,68,214,3,1,0,0,0,1,2,1,5,2,6,3,2,3,3,660
225,"PACHAYAT BHAWAN PADRILALPUR",585,378,0,963,312,171,0,483,450,0,72,285,15,98,0,0,0,0,0,0,1,0,1,2,4,3,1,1,0,483
226,"PR. PATHSHALA DHARAMPUR GHATAMPUR",278,231,0,509,222,179,0,401,389,0,65,101,29,197,2,2,0,0,1,0,0,0,2,1,0,1,0,0,0,401
227,"PR. PATHSHALA PARAURI ROOM NO.1",454,359,0,813,255,150,0,405,403,0,103,159,11,109,3,0,0,1,0,0,1,11,0,0,0,4,2,1,0,405
228,"PR. PATHSHALA PARAURI ROOM NO.2",497,325,0,822,272,167,0,439,435,0,155,186,27,46,1,1,0,1,0,1,0,3,2,0,0,1,6,5,4,439
229,"PR. PATHSHALA KANHARA",170,140,0,310,106,94,0,200,197,0,65,94,27,10,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,200
230,"PR. PATHSHALA SARANY",386,315,0,701,262,222,0,484,483,0,162,190,35,82,0,0,0,0,1,1,0,1,0,2,0,1,2,4,3,484
231,"PR. PATHSHALA SATRAHULI",598,483,0,1081,510,227,0,737,720,0,281,96,16,310,3,2,1,2,3,0,1,1,3,4,2,6,5,0,1,737
232,"PR. PATHSHALA ITARRA ROOM NO.1",648,549,0,1197,367,254,0,621,620,0,62,360,37,109,0,6,1,0,1,0,31,0,3,3,3,2,1,1,1,621
233,"PR. PATHSHALA ITARRA ROOM NO.2",637,516,0,1153,357,262,0,619,619,0,144,319,65,37,0,0,2,0,0,1,12,1,1,4,7,16,5,3,2,619
234,"JR. H. SCHOOL ITRRA ROOM NO.1",444,353,0,797,260,189,0,449,440,0,96,246,52,18,0,0,0,0,0,0,17,1,6,2,2,7,0,1,1,449
235,"PR. PATHSHALA MOHANPUR M. ITARRA",231,186,0,417,178,130,0,308,225,0,282,3,5,6,0,0,0,0,1,0,0,0,0,1,2,2,5,0,1,308
236,"PR. PATHSHALA KALYANPUR M. ITARRA",430,366,0,796,304,228,0,532,532,0,129,364,22,13,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,532
237,"PR. PATHSHALA ORIYA",450,352,0,802,274,241,0,515,500,0,189,219,12,81,1,0,0,0,0,0,0,0,0,2,3,2,3,2,1,515
238,"SHRI GRAMEEN PARASAR JR. H. SCHOOL PARAS ROOM NO.1",368,283,0,651,240,168,0,408,390,0,165,136,11,85,1,1,0,1,0,0,0,0,1,0,1,6,0,0,0,408
239,"SHRI GRAMEEN PARASAR JR. H. SCHOOL PARAS ROOM NO.2",704,574,0,1278,416,302,0,718,574,0,152,495,11,32,2,1,2,1,0,0,1,2,1,0,2,7,3,4,2,718
240,"SHRI GRAMEEN PARASAR JR. H. SCHOOL PARAS ROOM NO.3",556,433,0,989,347,237,0,584,560,0,154,383,21,12,0,1,0,0,2,1,0,1,0,1,6,1,1,0,0,584
241,"PR. PATHSHALA SHEETALPUR M. PARAS",432,355,0,787,293,212,0,505,505,0,28,121,293,23,1,1,0,0,0,1,0,0,0,6,8,1,2,8,12,505
242,"PR. PATHSHALA KASTURIPUR M. PARAS",313,241,0,554,182,140,0,322,280,0,58,165,13,76,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,322
243,"PR. PATHSHALA BANGLA M. PARAS",380,282,0,662,251,174,0,425,400,0,89,270,12,23,0,0,1,1,2,0,1,2,3,0,1,2,6,6,6,425
244,"PR. PATHSHALA DEVMANPUR M. PARAS",480,391,0,871,315,242,0,557,557,0,180,289,5,61,2,0,1,0,0,1,3,1,0,4,4,3,1,2,0,557
245,"PR. PATHSHALA BHAIRAMPUR M. PARAS ROOM NO. 1",612,497,0,1109,366,260,0,626,623,0,83,311,86,106,2,6,0,0,0,0,2,1,1,4,9,4,3,4,4,626
246,"PR. PATHSHALA GOPALPUR GHATAMPUR ROOM NO.1",547,431,0,978,306,186,0,492,492,0,56,358,44,26,1,2,0,1,0,0,2,0,0,0,1,0,0,1,0,492
247,"PR. PATHSHALA GOPALPUR GHATAMPUR ROOM NO.2",360,262,0,622,240,175,0,415,415,0,239,132,4,3,0,0,0,0,2,0,0,2,1,0,6,4,6,13,3,415
248,"PR. PATHSHALA SARDEPUR M. GOPALPUR GHATAMPUR ROOM NO.1",276,204,0,480,181,108,0,289,240,0,2,36,10,226,2,3,0,1,0,0,0,1,6,0,0,0,1,0,1,289
249,"PR. PATHSHALA KOHRA ROOM NO. 1",569,465,0,1034,296,246,0,542,542,0,2,410,69,39,0,0,0,0,0,1,0,1,1,3,5,6,1,1,3,542
250,"PR. PATHSHALA KOHRA ROOM NO. 2",591,491,0,1082,154,276,0,430,430,0,7,319,48,44,0,1,1,1,1,0,0,0,2,0,5,0,0,1,0,430
251,"PR. PATHSHALA KIRAR",229,195,0,424,155,127,0,282,279,0,26,188,29,21,1,4,1,0,1,0,2,3,0,2,2,2,0,0,0,282
252,"PR. PATHSHALA AMAULI",880,699,0,1579,401,337,0,738,690,0,33,496,14,173,1,2,1,0,0,1,0,3,1,1,6,2,1,1,2,738
253,"PR. PATHSHALA SAJETI ROOM NO.1",785,677,1,1463,525,386,0,911,900,0,150,501,115,82,0,6,1,0,5,0,8,22,3,3,5,8,0,1,1,911
254,"PR. PATHSHALA SAJETI ROOM NO.2",751,607,0,1358,437,295,0,732,732,0,59,443,117,66,1,6,0,2,5,3,0,5,1,4,2,3,3,10,2,732
255,"PR. PATHSHALA DHARMANGADPUR",610,553,0,1163,363,315,0,678,678,0,360,186,48,38,2,14,0,0,0,1,4,10,0,0,4,4,4,1,2,678
256,"POORV M. VIDDYALAY ALIYAPUR",322,271,0,593,207,150,0,357,305,0,116,162,44,11,1,0,0,0,2,0,0,1,2,5,1,5,4,0,3,357
257,"PR. PATHSHALA JALLA",355,294,0,649,203,178,0,381,380,0,148,99,10,103,2,1,0,0,2,0,0,2,1,0,1,3,5,4,0,381
258,"POORV M. VIDDYALAY TIKWANPUR ROOM NO. 1",512,443,0,955,296,237,0,533,520,0,136,295,11,49,0,2,0,0,11,0,0,1,0,0,4,10,4,4,6,533
259,"POORV M. VIDDYALAY TIKWANPUR ROOM NO. 2",384,355,0,739,230,193,0,423,420,0,226,136,14,6,0,2,0,0,30,0,0,1,0,1,0,4,0,1,2,423
260,"MILANKENDRA GAURA CHHAJMAL",345,268,0,613,172,131,0,303,298,0,44,129,22,82,4,0,0,1,1,0,0,1,0,1,3,6,5,4,0,303
261,"PR. PATHSHALA MAUNAKHAT",687,520,0,1207,312,254,0,566,558,0,57,286,47,143,0,0,1,1,3,4,1,1,4,5,6,2,1,2,2,566
262,"PR. PATHSHALA BIBIPUR ROOM NO. 1",801,594,0,1395,410,229,0,639,639,0,127,208,101,180,3,0,0,1,0,1,1,1,2,4,0,2,1,6,1,639
263,"PR. PATHSHALA BIBIPUR ROOM NO. 2",590,527,0,1117,301,194,0,495,494,0,167,251,9,41,1,0,0,1,0,1,1,0,4,2,8,7,0,1,1,495
264,"JR. H. SCHOOL DAHILAR AVVAL",461,391,0,852,271,202,0,473,473,0,18,327,49,27,2,4,0,0,1,0,0,10,1,6,5,2,1,11,9,473
265,"PR. PATHSHALA MOHTA",277,207,0,484,114,83,0,197,177,0,8,133,47,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,197
266,"PANCHAYATGHAR HARDAULI",859,661,0,1520,339,212,0,551,418,0,20,358,36,74,2,3,1,1,5,2,3,4,4,5,14,11,2,3,3,551
267,"PANCHAYATGHAR RAMPUR",760,608,0,1368,397,298,0,695,695,0,141,299,60,166,0,1,1,0,1,1,3,3,1,0,5,5,4,4,0,695
268,"PANCHAYATGHAR RAMPUR",455,337,0,792,177,143,0,320,320,0,10,255,28,14,0,1,0,0,0,0,1,0,0,0,4,3,1,3,0,320
269,"PR. PATHSHALA BANDH",775,628,0,1403,468,376,0,844,844,0,356,322,24,99,2,1,0,0,0,0,1,1,1,5,6,13,7,4,2,844
270,"PR. PATHSHALA AANUPUR",541,440,0,981,352,241,0,593,593,0,130,301,56,79,3,0,0,1,0,0,4,0,2,3,2,1,5,4,2,593
271,"PR. PATHSHALA HAMIRAMAU",615,505,0,1120,354,272,0,626,589,0,94,336,89,32,1,3,0,0,0,0,2,2,0,1,7,12,17,13,17,626
272,"PR. PATHSHALA  AJYORI",783,653,0,1436,457,388,0,845,688,0,78,504,97,118,0,1,1,0,2,0,1,0,2,3,13,1,4,15,5,845
273,"PR. PATHSHALA DHEERPUR",581,482,0,1063,302,204,0,506,506,0,139,303,25,17,0,1,2,0,1,2,0,2,0,1,1,2,6,2,2,506
274,"PR. PATHSHALA PADRI GANGADEEN",804,707,0,1511,498,363,0,861,650,0,243,501,34,50,0,5,0,0,0,1,0,6,0,4,7,4,2,2,2,861
275,"PR. PATHSHALA CHITAULI",597,447,0,1044,396,212,0,608,608,0,123,278,22,149,2,0,0,0,5,1,0,0,1,3,1,2,8,11,2,608
276,"PR. PATHSHALA BAMHAURI",632,554,0,1186,393,314,0,707,574,0,186,476,19,9,1,0,0,0,0,0,0,3,1,0,3,1,2,2,4,707
277,"PR. PATHSHALA ASGAHA",602,482,0,1084,387,270,0,657,657,0,149,327,20,130,1,3,1,1,1,0,1,1,1,4,10,5,1,0,1,657
278,"SHRI ASTIK MUNI INTER COLLEGE KORIYAN ROOM NO. 1",318,267,0,585,184,151,0,335,334,0,59,182,23,41,1,3,1,0,3,0,2,0,0,0,7,4,0,6,3,335
279,"SHRI ASTIK MUNI INTER COLLEGE KORIYAN ROOM NO. 2",462,366,0,828,275,194,0,469,466,0,156,192,14,59,0,2,1,1,22,0,0,0,1,2,6,6,2,3,2,469
280,"SHRI ASTIK MUNI INTER COLLEGE KORIYAN ROOM NO. 3",338,301,0,639,176,134,0,310,290,0,23,216,19,32,0,0,0,0,0,0,9,3,0,0,5,0,1,0,2,310
281,"SHRI ASTIK MUNI INTER COLLEGE KORIYAN ROOM NO. 4",247,198,0,445,147,118,0,265,265,0,50,139,10,57,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,265
282,"PR. PATHSHALA RAVAIPUR M. KORIYAN ROOM NO. 1",440,336,0,776,231,214,0,445,445,0,72,194,40,115,1,0,0,0,4,0,3,0,0,0,0,0,4,7,5,445
283,"PR. PATHSHALA RAVAIPUR M. KORIYAN ROOM NO. 2",421,303,0,724,255,175,0,430,420,0,105,207,77,21,2,2,0,2,1,0,3,0,0,1,6,0,1,2,0,430
284,"PRA PATHSHALA TAGA M. KORIYAN",247,216,0,463,131,108,0,239,239,0,24,115,7,73,0,0,0,0,1,0,12,0,0,1,3,1,0,0,2,239
285,"PR. PATHSHALA JAMALPUR M. KORIYAN",753,556,0,1309,383,263,0,646,645,0,165,336,35,73,1,2,0,1,1,2,1,1,1,0,5,12,5,4,1,646
286,"PR. PATHSHALA DIBRI M. KORIYAN",255,212,0,467,171,136,0,307,307,0,96,131,14,11,1,17,0,0,0,2,28,1,1,1,0,4,0,0,0,307
287,"NAVEEN PR. PATHSHALA JIYAPUR M. KORIYAN",310,253,0,563,189,135,0,324,323,0,154,130,6,18,0,1,1,1,0,0,4,0,0,1,0,7,1,0,0,324
288,"PR. PATHSHALA BAHRAULI",151,125,0,276,134,84,0,218,218,0,30,167,4,14,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,218
289,"JR. H. SCHOOL NAURANGA",736,668,0,1404,489,445,0,934,895,0,308,522,15,28,1,2,1,0,1,2,6,0,2,0,7,3,13,17,6,934
290,"PR. PATHSHALA MEHARALIPUR",492,400,0,892,322,249,0,571,502,0,113,341,62,22,1,2,1,0,1,0,0,3,1,4,14,5,0,0,1,571
291,"PR. PATHSHALA SHEKHPUR",267,223,0,490,155,116,0,271,261,0,59,75,4,125,0,2,0,0,0,0,0,0,1,1,1,1,1,0,1,271
292,"PR. PATHSHALA BHATPURVA",180,140,0,320,110,66,0,176,176,0,72,62,15,13,0,0,1,1,0,0,0,0,1,1,3,0,1,2,4,176
293,"PR. PATHSHALA FATTEPUR",511,458,0,969,299,282,0,581,578,0,54,398,40,61,0,4,1,0,2,3,1,2,2,1,7,3,0,1,1,581
294,"PR. PATHSHALA BIHUPUR ROOM NO. 1",476,392,0,868,247,206,0,453,453,0,102,255,17,51,1,11,0,0,1,0,3,2,0,1,6,2,0,0,1,453
295,"PR. PATHSHALA BIHUPUR ROOM NO. 2",461,401,0,862,224,195,0,419,399,0,24,322,13,40,2,10,0,0,0,0,0,1,0,1,5,0,0,1,0,419
296,"PR. PATHSHALA HUSENA",574,436,0,1010,345,236,0,581,581,0,156,167,19,216,1,1,0,1,0,1,0,0,1,1,4,2,3,8,0,581
297,"PR. PATHSHALA MILKINPUR",330,273,0,603,187,161,0,348,200,0,37,230,12,57,0,1,0,0,0,1,0,1,0,0,5,3,0,1,0,348
298,"PR. PATHSHALA PAHEVA ROOM NO. 1",639,508,0,1147,386,297,0,683,580,0,240,348,15,42,2,3,1,0,2,1,1,1,1,2,6,7,6,4,1,683
