"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NARENDRA BHATI","2 - DR.MAHESH  SHARMA","3 - RAMESH CHAND TOMAR","4 - SATISH KUMAR","5 - UDAYVEER","6 - KISHAN PAL SINGH","7 - GAJENDRA","8 - DHARMENDER","9 - RAVINDER SHARMA","10 - RAM VILAS","11 - RUVEZ ALAM RAHI","12 - MOHD. SABIR ANSARI","13 - LT COL SP SINGH","14 - SEEMA","15 - SONIA SHARMA","16 - KADEEM","17 - KADIR KHAN JAISWAL","18 - GRISA KUMAR","19 - MAHESH","20 - RAKESH","21 - SAFRUDDIN","22 - SAVITRI","23 - SUNIL GAUTAM","24 - SUMITI","25 - None of the Above","Total Votes Secured"
121,"PRY. PATH. CHHAJARSI R.NO. 1",583,471,0,1054,451,287,0,738,720,0,53,427,9,211,3,16,0,2,8,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,738
122,"PRY. PATH. CHHAJARSI R.NO. 2",591,403,0,994,404,233,0,637,627,0,66,386,15,139,0,14,0,1,2,0,0,3,1,0,4,1,1,1,0,0,0,1,0,0,2,637
123,"PRY. PATH. CHHAJARSI R.NO. 3",593,431,0,1024,332,209,0,541,541,0,61,155,9,246,1,50,1,5,0,0,0,3,0,0,1,2,1,1,0,1,2,0,0,0,2,541
124,"PRY. PATH. CHHAJARSI R.NO. 4",874,638,0,1512,381,211,0,592,590,0,51,230,16,228,2,45,1,6,0,0,0,2,1,0,0,0,0,0,0,2,3,0,0,0,5,592
125,"PRY. PATH. CHHAJARSI R.NO. 5",848,568,0,1416,495,291,0,786,736,0,123,415,35,131,0,63,0,8,0,0,0,4,0,1,1,0,0,0,1,0,2,0,0,0,2,786
126,"PRY. PATH. CHHAJARSI R.NO. 6",939,660,0,1599,571,315,0,886,886,0,116,401,41,212,0,65,1,13,1,0,0,6,1,3,4,8,0,3,2,0,1,2,1,1,4,886
127,"PRY. PATH. CHHAJARSI R.NO. 7",826,584,0,1410,421,320,0,741,541,0,125,382,25,146,1,39,0,4,0,0,1,2,0,0,2,1,2,3,1,0,1,2,2,0,2,741
128,"CITY PUBLIC SCHOOL SECTOR 61 R.NO. 1",816,764,0,1580,454,448,0,902,825,0,15,728,17,18,1,98,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,14,902
129,"CITY PUBLIC SCHOOL SECTOR 61 R.NO. 2",826,749,0,1575,483,431,0,914,910,0,37,731,21,14,1,86,0,8,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,12,914
130,"CITY PUBLIC SCHOOL SECTOR 61 R.NO. 3",671,589,0,1260,410,330,0,740,701,0,20,586,24,19,0,77,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,9,740
131,"CITY PUBLIC SCHOOL SECTOR 61 R.NO. 4",893,660,0,1553,473,342,0,815,815,0,73,586,14,49,0,76,0,4,1,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,6,815
132,"PRY. PATH. MAMURA R.NO. 1",590,330,0,920,312,167,0,479,470,0,15,376,17,25,0,38,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,479
133,"PRY. PATH. MAMURA R.NO. 2",696,587,0,1283,364,242,0,606,568,0,42,419,21,71,0,41,0,4,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,606
134,"PRY. PATH. MAMURA R.NO. 3",872,585,0,1457,429,263,0,692,690,0,80,408,12,111,1,30,0,4,0,2,0,5,1,0,3,3,5,5,7,1,0,6,3,2,3,692
135,"PRY. PATH. MAMURA R.NO. 4",649,543,0,1192,313,218,0,531,515,0,31,394,14,43,1,27,1,6,0,2,0,4,1,0,0,2,0,0,1,0,0,1,0,0,3,531
136,"PRY. PATH. MAMURA R.NO. 5",842,666,0,1508,424,298,0,722,708,0,62,524,24,47,2,45,0,3,0,1,0,2,0,1,2,1,0,0,2,1,1,0,1,0,3,722
137,"PRY. PATH. MAMURA R.NO. 6",932,626,0,1558,508,317,0,825,817,0,47,591,21,71,0,72,0,8,0,0,0,2,0,0,2,5,1,1,0,0,0,0,1,0,3,825
138,"PRY. PATH. RASULPUR NAVADA R.NO. 1",750,446,0,1196,475,287,0,762,750,0,186,297,15,203,1,36,1,3,0,0,0,5,1,0,0,3,1,4,1,1,0,1,1,2,0,762
139,"PRY. PATH. GIJHOR R. NO. 1",1002,566,0,1568,600,331,0,931,891,0,52,721,20,47,2,62,1,9,0,0,1,4,0,0,3,3,0,1,0,2,0,0,0,1,2,931
140,"PRY. PATH. GIJHOR R. NO. 2",990,508,0,1498,516,246,0,762,700,0,41,565,16,66,0,62,1,3,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,762
141,"PRY. PATH. GIJHOR R. NO. 3",483,273,0,756,275,162,0,437,413,0,13,324,13,33,1,33,0,2,0,0,0,4,0,0,2,6,0,1,0,0,0,1,0,0,4,437
142,"PRY. PATH. GIJHOR R. NO. 4",983,671,0,1654,501,312,0,813,770,0,36,632,10,66,2,50,2,5,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,4,813
143,"PRY. PATH. GIJHOR R. NO. 5",471,257,0,728,236,126,0,362,338,0,15,281,6,26,0,25,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,362
144,"PRY. PATH. GIJHOR R. NO. 6",640,457,0,1097,340,225,0,565,565,0,19,417,15,45,0,48,0,3,0,1,0,1,0,0,1,3,0,3,3,0,0,1,0,0,5,565
145,"PRY. PATH. GIJHOR R. NO. 7",704,371,0,1075,343,180,0,523,491,0,34,367,13,35,0,49,0,5,0,4,0,5,0,0,2,3,0,0,1,0,0,0,0,1,4,523
146,"PRY. PATH. GIJHOR R. NO. 8",633,416,0,1049,317,209,0,526,513,0,12,409,14,24,0,56,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,6,526
147,"PRY. PATH. GIJHOR R. NO. 9",671,637,0,1308,371,318,0,689,680,0,22,517,18,18,4,88,1,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,10,689
148,"PRY. PATH. GIJHOR R. NO. 10",379,243,0,622,223,131,0,354,350,0,12,284,3,18,0,27,0,2,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,1,354
149,"PRY. PATH. GIJHOR R. NO. 11",699,454,0,1153,308,183,0,491,467,0,22,348,12,45,3,47,0,2,0,0,1,1,2,0,1,1,0,0,0,1,0,2,0,0,3,491
150,"PRY. PATH. GIJHOR R. NO. 12",358,285,0,643,239,179,0,418,401,0,17,301,10,28,1,46,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,418
151,"COMMUNITY CENTRE SECTOR 34",780,689,0,1469,476,450,0,926,926,0,50,657,32,44,1,121,0,6,0,0,0,1,0,0,0,0,0,2,3,1,0,1,1,0,6,926
152,"COMMUNITY CENTRE SECTOR 34",463,390,0,853,277,216,0,493,403,0,15,343,20,18,2,86,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,493
153,"COMMUNITY CENTRE SECTOR 34",759,500,0,1259,357,240,0,597,557,0,33,458,6,31,0,49,0,3,0,2,1,3,1,0,1,3,0,0,0,0,1,1,0,0,4,597
154,"COMMUNITY CENTRE SECTOR 34",394,359,0,753,222,210,0,432,416,0,17,329,13,11,0,54,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,432
155,"BILABOGHIGH INTER NATIONAL SCHOOL SECTOR 34 R.NO. 1",425,390,0,815,219,206,0,425,420,0,14,318,14,18,0,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,425
156,"BILABOGHIGH INTER NATIONAL SCHOOL SECTOR 34 R.NO. 2",775,721,0,1496,386,352,0,738,700,0,14,565,16,26,0,96,1,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,10,738
157,"BILABOGHIGH INTER NATIONAL SCHOOL SECTOR 34 R.NO. 3",637,520,0,1157,332,292,0,624,592,0,27,466,8,28,0,81,0,5,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,4,624
158,"BILABOGHIGH INTER NATIONAL SCHOOL SECTOR 34 R.NO. 4",425,381,0,806,213,212,0,425,425,0,17,306,10,17,1,63,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,425
159,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 1",338,303,0,641,177,160,0,337,300,0,4,272,0,16,0,38,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,337
160,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 2",799,651,0,1450,346,291,0,637,552,0,37,444,22,29,0,90,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,637
161,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 3",782,641,0,1423,367,319,0,686,654,0,31,520,16,31,0,77,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,686
162,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 4",364,320,0,684,207,190,0,397,397,0,42,256,11,22,1,57,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,397
163,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 5",805,693,0,1498,360,311,0,671,671,0,37,471,17,22,0,101,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,671
164,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 6",817,689,0,1506,468,384,0,852,850,0,31,610,24,31,0,131,2,8,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,11,852
165,"ROCKWOOD PUBLIC SCHOOL SECTOR 33 R.NO. 7",521,432,0,953,262,226,0,488,488,0,25,337,17,19,0,76,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,488
166,"PRY. PATH. HOSHIYARPUR R.NO. 1",671,492,0,1163,383,205,0,588,588,0,26,431,18,49,0,51,0,3,1,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,2,588
167,"PRY. PATH. HOSHIYARPUR R.NO. 2",1028,617,0,1645,566,304,0,870,823,0,163,523,24,93,0,39,1,8,0,0,0,5,2,2,1,4,0,1,0,0,1,0,0,1,2,870
168,"PRY. PATH. HOSHIYARPUR R.NO. 3",956,618,0,1574,548,327,0,875,875,0,150,586,16,59,1,40,0,7,1,1,0,3,1,1,1,2,1,4,0,0,0,1,0,0,0,875
169,"PRY. PATH. HOSHIYARPUR R.NO. 4",391,201,0,592,252,123,0,375,370,0,72,229,9,37,1,12,0,3,1,0,1,2,1,0,0,1,1,1,0,0,0,0,0,2,2,375
170,"FONRAWA KARYALAYA SECTOR 52",638,519,0,1157,323,275,0,598,558,0,13,471,7,31,0,58,0,8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7,598
171,"FONRAWA KARYALAYA SECTOR 52",481,437,0,918,280,265,0,545,538,0,13,419,9,13,0,81,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,545
172,"FONRAWA KARYALAYA SECTOR 52",475,379,0,854,229,151,0,380,370,0,12,285,6,17,0,52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,380
173,"FONRAWA KARYALAYA SECTOR 52",705,601,0,1306,409,344,0,753,753,0,40,552,14,35,0,90,1,4,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,13,753
174,"FONRAWA KARYALAYA SECTOR 52",736,676,0,1412,359,335,0,694,504,0,42,500,16,22,1,101,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,694
175,"FONRAWA KARYALAYA SECTOR 52",776,718,0,1494,397,359,0,756,756,0,46,577,14,23,0,80,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,756
176,"COMMUNITY CENTRE SECTOR 50",936,918,0,1854,576,511,0,1087,931,0,24,831,24,28,1,154,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1087
177,"COMMUNITY CENTRE SECTOR 50",1058,981,0,2039,626,568,0,1194,1136,0,34,907,19,40,1,168,0,5,0,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,12,1194
178,"COMMUNITY CENTRE SECTOR 50",876,852,0,1728,591,554,0,1145,1111,0,17,902,15,25,0,164,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1145
179,"SAMUDAIK KENDRA JANTA FLATE SECTOR 71 NOIDA",677,422,0,1099,322,208,0,530,515,0,35,422,11,12,0,47,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,530
180,"SAMUDAIK KENDRA JANTA FLATE SECTOR 71 NOIDA",495,410,0,905,289,233,0,522,520,0,19,414,9,20,0,50,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,522
181,"SAMUDAIK KENDRA JANTA FLATE SECTOR 71 NOIDA",773,576,0,1349,382,244,0,626,598,0,48,454,12,25,1,78,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,626
182,"SAMUDAIK KENDRA JANTA FLATE SECTOR 71 NOIDA",699,556,0,1255,393,290,0,683,680,0,76,467,14,49,0,60,0,7,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3,2,683
183,"SAMUDAIK KENDRA BLOCK B SECTOR 71 NOIDA",794,619,0,1413,445,327,0,772,700,0,41,606,19,24,0,66,1,6,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,4,772
184,"SAMUDAIK KENDRA BLOCK B SECTOR 71 NOIDA",788,563,0,1351,364,261,0,625,589,0,38,476,8,20,1,60,0,2,1,1,0,1,0,0,0,1,1,1,6,0,0,1,0,0,7,625
185,"SAMUDAIK KENDRA BLOCK B SECTOR 71 NOIDA",216,166,0,382,145,123,0,268,248,0,19,225,3,5,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268
186,"PRY. PATH. SUTHARI URF NITHARI R.NO. 1",784,522,0,1306,445,276,0,721,674,0,221,333,16,83,0,42,0,4,1,1,1,5,0,0,1,3,2,1,2,1,0,0,0,1,3,721
187,"PRY. PATH. SUTHARI URF NITHARI R.NO. 2",589,389,0,978,288,198,0,486,476,0,122,264,7,53,2,26,0,3,0,0,1,3,0,1,0,0,0,1,0,1,0,0,1,1,0,486
188,"PRY. PATH. SUTHARI URF NITHARI R.NO. 3",487,271,0,758,250,142,0,392,390,0,74,241,4,43,0,22,0,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,392
189,"PRY. PATH. SUTHARI URF NITHARI R.NO. 4",745,404,0,1149,348,177,0,525,504,0,149,287,11,40,1,23,1,4,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3,525
190,"PRY. PATH. SUTHARI URF NITHARI R.NO. 5",656,359,0,1015,257,150,0,407,400,0,72,231,7,44,0,31,3,5,0,0,0,3,0,0,0,0,3,1,3,1,0,0,1,1,1,407
191,"PRY. PATH. SUTHARI URF NITHARI R.NO. 6",787,436,0,1223,397,220,0,617,600,0,198,275,22,61,0,37,1,6,0,0,0,5,0,1,1,2,0,2,0,0,0,1,0,2,3,617
192,"PRY. PATH. SUTHARI URF NITHARI R.NO. 7",757,519,0,1276,414,294,0,708,708,0,132,406,8,93,0,42,0,9,1,0,0,5,1,0,2,2,1,1,0,0,0,2,1,2,0,708
193,"PRY. PATH. SUTHARI URF NITHARI R.NO. 8",801,426,0,1227,409,210,0,619,607,0,115,321,18,80,4,45,0,10,1,0,2,11,0,0,3,6,0,1,0,0,0,0,0,0,2,619
194,"PRY. PATH. SUTHARI URF NITHARI R.NO. 9",681,419,0,1100,402,189,0,591,584,0,99,300,14,103,1,55,0,9,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,0,2,591
195,"VISHWA BHARTI PUBLIC SCHOOL SECTOR 28 R.NO. 1",709,703,0,1412,383,393,0,776,769,0,21,528,32,24,0,144,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,776
196,"VISHWA BHARTI PUBLIC SCHOOL SECTOR 28 R.NO. 2",408,416,0,824,241,244,0,485,479,0,11,385,14,12,0,43,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,12,485
197,"VISHWA BHARTI PUBLIC SCHOOL SECTOR 28 R.NO. 3",488,465,0,953,299,273,0,572,550,0,9,411,29,11,0,90,0,6,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11,572
198,"VISHWA BHARTI PUBLIC SCHOOL SECTOR 28 R.NO. 4",646,639,0,1285,380,395,0,775,775,0,24,561,29,18,0,110,0,12,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,16,775
199,"VISHWA BHARTI PUBLIC SCHOOL SECTOR 28 R.NO. 5",640,662,0,1302,379,380,0,759,740,0,15,531,41,21,1,111,0,6,0,0,0,1,0,0,0,0,2,2,13,1,1,0,1,0,12,759
200,"VISHWA BHARTI PUBLIC SCHOOL SECTOR 28 R.NO. 6",396,367,0,763,237,233,0,470,464,0,12,325,20,15,0,80,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,470
201,"I. T. I. BHAWAN SECTOR 31 R.NO. 1",510,443,0,953,315,281,0,596,596,0,10,450,12,13,0,91,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,11,596
202,"I. T. I. BHAWAN SECTOR 31 R.NO. 2",600,536,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"I. T. I. BHAWAN SECTOR 31 R.NO. 3",591,513,0,1104,250,256,0,506,506,0,10,394,16,16,0,59,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,506
204,"SARSWATI BAL VIDHYA MANDIR NITHARI SECTOR 31 R.NO. 1",880,602,0,1482,416,327,0,743,727,0,79,513,17,30,0,88,0,3,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0,3,743
205,"SARSWATI BAL VIDHYA MANDIR NITHARI SECTOR 31 R.NO. 2",647,500,0,1147,342,270,0,612,610,0,40,445,12,27,1,72,2,3,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,4,612
206,"SARSWATI BAL VIDHYA MANDIR NITHARI SECTOR 31 R.NO. 3",525,448,0,973,330,281,0,611,570,0,21,422,11,48,0,95,0,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,6,611
207,"SARSWATI BAL VIDHYA MANDIR NITHARI SECTOR 31 R.NO. 4",609,446,0,1055,346,246,0,592,590,0,43,385,25,58,1,61,0,4,0,0,0,1,0,0,0,3,1,0,2,0,0,1,0,0,7,592
208,"N. S. PUBLIC SECTOR 26 R.NO. 1",378,394,0,772,235,242,0,477,471,0,44,340,23,17,1,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,477
209,"N. S. PUBLIC SECTOR 26 R.NO. 2",536,529,0,1065,304,284,0,588,584,0,37,403,10,39,1,82,1,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,588
210,"N. S. PUBLIC SECTOR 26 R.NO. 3",796,680,0,1476,519,385,0,904,904,0,35,689,24,30,0,107,0,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,904
211,"N. S. PUBLIC SECTOR 26 R.NO. 4",625,532,1,1158,364,325,0,689,593,0,43,492,10,20,0,88,2,10,0,0,0,1,3,0,0,1,0,0,10,0,0,0,2,0,7,689
212,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 1",622,540,0,1162,381,323,0,704,693,0,53,514,17,43,0,68,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,704
213,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 2",426,288,0,714,153,115,0,268,250,0,26,184,7,16,1,26,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,268
214,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 3",475,397,0,872,287,223,0,510,510,0,69,331,10,38,0,51,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,4,510
215,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 4",519,435,0,954,320,254,0,574,554,0,56,377,17,60,0,46,0,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,574
216,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 5",828,573,0,1401,542,206,0,748,725,0,56,545,27,34,0,69,0,8,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,1,2,748
217,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 6",586,486,0,1072,373,284,0,657,653,0,72,425,13,33,0,99,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,657
218,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 7",310,287,0,597,238,191,0,429,420,0,9,306,19,10,0,73,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,429
219,"BRAHMANAND PUBLIC SCHOOL SECTOR 20 BLOCK-A R.NO. 2",706,614,0,1320,436,427,0,863,863,0,45,578,25,66,1,117,0,7,1,0,0,0,0,0,0,2,2,2,7,0,0,1,2,0,7,863
220,"MEERY GOLD PUBLIC SCHOOL SECTOR 19 R.NO. 1",405,330,0,735,181,140,0,321,306,0,15,215,11,31,0,40,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,321
221,"MERY GOLD PUBLIC SCHOOL SEC-19 R.NO. 2",541,460,0,1001,238,194,0,432,429,0,35,309,9,23,0,45,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,432
222,"MEERY GOLD PUBLIC SCHOOL SECTOR 19 R.NO. 3",431,373,0,804,252,211,0,463,424,0,29,326,13,18,0,63,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,463
223,"MEERY GOLD PUBLIC SCHOOL SECTOR 19 R.NO. 4",699,593,0,1292,417,334,0,751,743,0,32,536,20,42,1,94,0,14,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9,751
224,"MEERY GOLD PUBLIC SCHOOL SECTOR 19 R.NO. 5",681,625,0,1306,435,393,0,828,820,0,51,634,16,29,1,81,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,828
225,"MEERY GOLD PUBLIC SCHOOL SECTOR 19 R.NO. 6",534,467,0,1001,328,275,0,603,601,0,38,432,17,38,0,67,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,603
226,"MEERY GOLD PUBLIC SCHOOL SECTOR 19 R.NO. 7",775,622,0,1397,488,351,0,839,835,0,37,628,17,55,1,74,1,12,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,9,839
227,"CITY MAJIS. KARYALAYA SECTOR 19  R.NO. 11",552,441,0,993,313,243,0,556,550,0,34,376,12,36,1,78,0,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,8,556
228,"CITY MAJISTRATE KARYALAYA SEC.-19 NOIDA R.NO. 12",516,402,0,918,294,218,0,512,506,0,27,375,14,23,0,57,0,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,8,512
229,"CITY MAJISTRATE KARYALAYA SEC.-19 NOIDA R.NO. 13",579,499,0,1078,285,246,0,531,531,0,35,383,10,31,0,64,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,531
230,"CITY MAJISTRATE KARYALAYA SEC.-19 NOIDA R.NO. 14",575,448,0,1023,297,230,0,527,527,0,21,406,19,29,0,43,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,527
231,"PRY. PATH. MORNA R. NO. 1",637,390,0,1027,320,180,0,500,479,0,221,162,8,71,0,28,0,3,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,500
232,"PRY. PATH. MORNA R. NO. 2",465,287,0,752,254,156,0,410,407,0,70,228,8,64,1,30,0,2,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,0,0,410
233,"PRY. PATH. MORNA R. NO. 3",519,255,0,774,177,101,0,278,255,0,58,131,10,51,1,15,0,5,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,278
234,"PRY. PATH. MORNA R. NO. 4",568,500,0,1068,336,290,0,626,620,0,34,453,10,17,1,90,0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11,626
235,"PRY. PATH. MORNA R. NO. 5",719,465,0,1184,474,284,0,758,524,0,145,288,12,271,0,16,0,3,0,1,0,4,0,0,3,3,2,1,1,1,0,3,1,1,2,758
236,"PRY. PATH. MORNA R. NO. 6",711,392,0,1103,396,222,0,618,600,0,96,323,16,105,0,50,1,14,1,1,1,1,0,0,0,3,1,3,1,0,0,0,0,1,0,618
237,"PURWA MADYAMIK VIDYALA R.NO. 1",726,533,0,1259,480,301,0,781,750,0,60,526,7,150,0,24,0,2,0,0,0,5,0,0,1,2,0,2,0,0,0,2,0,0,0,781
238,"PURWA MADYAMIK VIDYALA R.NO. 2",764,385,0,1149,357,172,0,529,529,0,40,407,6,47,0,21,0,2,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,529
239,"PURWA MADYAMIK VIDYALA R.NO. 3",902,525,0,1427,443,264,0,707,705,0,50,607,4,27,0,13,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,707
240,"PURWA MADYAMIK VIDYALA R.NO. 4",1016,720,0,1736,558,364,0,922,917,0,36,773,11,42,2,47,0,6,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,922
241,"PURWA MADYAMIK VIDYALA R.NO. 5",951,522,0,1473,451,301,0,752,735,0,65,597,15,38,0,21,2,6,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,3,752
242,"PURWA MADYAMIK VIDYALA R.NO. 6",807,459,0,1266,369,207,0,576,576,0,41,465,7,36,0,19,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,1,576
243,"PURWA MADHYAMIK VIDHYALAYA BARAULA  ROOM NO.7",771,507,0,1278,428,230,0,658,626,0,141,431,8,44,0,23,0,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,658
244,"PURWA MADHYAMIK VIDHYALAYA BARAULA  ROOM NO.8",435,279,0,714,220,131,0,351,325,0,52,251,4,27,0,6,0,3,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,351
245,"PURWA MADHYAMIK VIDHYALAYA BARAULA  ROOM NO.9",934,589,1,1524,523,300,0,823,823,0,243,462,5,63,1,29,2,3,1,1,0,2,0,0,2,0,1,3,1,0,0,0,0,1,3,823
246,"PRY. PATH. BARAULA R. NO. 1",732,494,1,1227,402,233,0,635,630,0,60,452,7,53,2,40,0,7,1,1,1,4,0,0,0,2,0,1,1,0,0,0,0,0,3,635
247,"PRY. PATH. BARAULA R. NO. 2",848,560,0,1408,495,296,0,791,786,0,188,485,4,98,0,8,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,791
248,"PRY. PATH. BARAULA R. NO. 3",1195,785,0,1980,622,361,0,983,879,0,108,738,11,75,1,35,0,5,1,0,0,3,0,0,3,1,0,1,0,0,0,0,0,0,1,983
