"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
160,"P.P.AWADI R.N-1",304,234,0,538,191,167,0,358,357,0,13,26,249,17,1,0,0,1,7,0,0,2,8,2,0,1,2,24,5,358
161,"P.P.AWADI R.N-2",866,678,0,1544,505,490,0,995,948,0,7,427,180,261,4,0,1,4,10,3,5,12,15,2,1,5,7,44,7,995
162,"P.P.KERAMA R.N-1",606,479,0,1085,349,334,0,683,631,0,5,141,265,232,3,1,2,1,10,0,2,5,2,2,2,3,4,0,3,683
163,"P.P.KERAMA R.N-2",527,425,0,952,273,246,0,519,500,0,4,120,346,23,1,2,2,2,8,2,1,0,2,1,0,0,0,1,4,519
164,P.P.KARPIYA,303,246,0,549,187,186,0,373,367,0,7,19,110,215,1,1,1,1,3,1,0,3,2,1,0,4,0,0,4,373
165,"P.P.BASTI R.NO-1",754,613,0,1367,410,398,0,808,750,0,13,91,262,380,3,1,0,3,11,1,3,6,9,6,0,10,2,2,5,808
166,"P.P.BASTI R.NO-2",364,291,0,655,200,193,0,393,391,0,10,112,55,194,1,0,1,2,2,0,2,3,0,1,0,1,2,0,7,393
167,"P.P.ASONA R.N-1",421,355,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"P.P.ASONA R.N-2",445,366,0,811,222,208,0,430,420,0,7,90,203,117,1,0,1,1,2,0,1,2,1,1,1,0,1,1,0,430
169,"P.P.PUSADA AYAMA R.N-1",626,501,0,1127,313,363,0,676,650,0,21,162,378,63,2,1,1,2,11,0,6,1,6,4,1,5,0,4,8,676
170,"P.P.PUSADA AYAMA R.N-2",444,372,0,816,266,242,0,508,503,0,13,178,174,129,1,0,0,0,2,0,0,2,2,1,1,5,0,0,0,508
171,P.P.CHEKTAGE,710,579,0,1289,557,446,0,1003,957,0,17,403,170,297,20,5,10,4,7,6,13,7,6,9,2,15,0,3,9,1003
172,P.P.NASEERUDDINPUR,495,415,0,910,343,291,0,634,631,0,10,419,93,90,6,0,0,0,0,0,0,1,0,4,1,2,2,4,2,634
173,"P.P.KODAWA BABU",747,624,0,1371,452,424,0,876,800,0,8,202,138,473,5,0,0,0,2,0,5,3,8,11,0,7,2,4,8,876
174,"J.H.S. MAHARUPUR",425,361,0,786,242,250,0,492,472,0,4,130,84,254,2,0,1,0,0,0,1,0,0,2,0,3,0,7,4,492
175,P.P.RAUTMAU,567,468,0,1035,323,262,0,585,573,0,11,157,183,203,2,5,4,1,2,0,0,4,2,0,1,1,2,3,4,585
176,P.P.PURATHAKURAE,293,254,0,547,166,161,0,327,324,0,4,37,170,104,2,0,0,0,1,0,2,1,1,1,0,3,1,0,0,327
177,"P.P.BIHARAOJPUR R.N-1",759,677,0,1436,404,386,0,790,787,0,5,267,212,268,2,5,1,0,1,11,1,4,1,3,2,2,2,0,3,790
178,"P.P.BIHARAOJPUR R.N-2",335,264,1,600,231,165,0,396,386,0,7,161,25,192,1,0,0,2,0,0,0,0,2,1,1,3,0,0,1,396
179,"P.P.KHEMAUPUR R.N-1",606,478,0,1084,344,284,0,628,618,0,12,90,127,365,10,0,5,0,3,0,1,5,1,1,1,3,0,1,3,628
180,"P.P.KHEMAUPUR R.N-2",357,288,0,645,201,164,0,365,355,0,4,116,144,91,2,0,0,0,0,0,1,1,0,1,2,1,0,1,1,365
181,"P.P.MANIKADEEH R.N-1",534,457,0,991,344,296,0,640,636,0,31,176,253,142,0,0,1,2,4,3,5,5,1,0,3,7,0,0,7,640
182,"P.P.MANIKADEEH R.N-2",432,337,0,769,256,230,0,486,470,0,35,209,176,30,1,1,1,1,9,1,2,5,1,3,0,4,1,5,1,486
183,"P.P.BELANADEEH R.N-1",546,432,0,978,297,251,0,548,547,0,17,147,186,165,3,0,0,1,2,3,1,3,2,5,3,7,1,0,2,548
184,"P.P.BELANADEEH R.N-2",599,492,0,1091,343,287,0,630,628,0,7,210,362,18,1,1,1,0,2,0,1,2,0,2,0,8,1,7,7,630
185,P.P.JAMDAHA,210,182,0,392,144,143,0,287,280,0,5,22,31,215,3,2,1,1,1,0,3,1,0,0,0,1,0,0,1,287
186,"SRI DURGA JI J.H.S. CHANDESHWAR",612,515,0,1127,333,279,0,612,600,0,21,207,308,43,3,1,1,0,4,1,8,0,1,1,1,2,2,4,4,612
187,"P.P.SAMEDA BHARTHARI",805,633,0,1438,420,513,0,933,820,0,8,399,243,223,3,1,2,1,5,2,2,2,4,6,4,5,0,7,16,933
188,"P.P.SAMEDA R.N-1",735,587,0,1322,478,353,0,831,815,0,4,537,177,76,4,0,1,0,4,2,1,9,2,4,3,4,1,0,2,831
189,"P.P.SAMEDA R.N-2",497,362,0,859,317,200,0,517,510,0,12,258,181,23,0,0,1,2,4,2,1,2,0,1,2,5,4,13,6,517
190,"J.H.S. SAMEDA",528,478,0,1006,356,277,0,633,623,0,5,562,51,6,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1,633
191,"P.P.NONARA SAMEDA",698,600,1,1299,412,509,0,921,901,0,13,354,295,188,3,1,2,2,10,1,3,7,6,6,11,11,0,1,7,921
192,"P.P.SEEHI R.N-1",770,627,4,1401,394,405,0,799,790,0,13,84,442,213,4,1,3,2,11,1,2,5,8,1,0,2,2,2,3,799
193,"P.P.SEEHI R.N-2",636,513,0,1149,283,277,0,560,556,0,11,227,261,31,4,1,0,1,7,0,0,1,2,0,4,2,3,5,0,560
194,"P.P.SEEHI R.N-3",303,236,0,539,153,141,0,294,290,0,9,141,92,33,0,0,0,0,5,2,0,0,1,2,1,2,2,2,2,294
195,P.P.NAZIRPUR,589,490,0,1079,358,350,0,708,650,0,6,91,129,433,5,1,1,2,5,10,2,3,6,3,3,2,3,1,2,708
196,"P.P.MAHUWAMURAR R.N-1",545,462,0,1007,323,274,0,597,590,0,23,314,130,96,2,0,7,4,3,1,0,8,2,2,0,2,1,1,1,597
197,"P.P.MAHUWAMURAR R.N-2",442,411,0,853,237,207,0,444,424,0,18,206,157,51,0,0,0,1,2,0,0,0,1,1,0,4,1,1,1,444
198,"P.P.MAHUWAMURAR R.N-3",394,341,0,735,195,178,0,373,360,0,5,50,183,110,1,0,0,2,4,0,1,4,2,1,2,5,0,0,3,373
199,"P.P.MAHUWAMURAR R.N-4",399,337,0,736,232,207,0,439,364,0,8,44,190,174,2,0,1,1,3,3,0,3,2,3,1,2,1,1,0,439
200,"P.P.AWANW R.N-1",746,664,0,1410,352,392,0,744,730,0,14,158,323,205,1,2,1,1,7,1,2,5,1,1,0,3,0,6,13,744
201,"P.P.AWANW R.N-2",611,528,0,1139,345,338,0,683,650,0,22,115,183,323,3,2,1,1,6,1,1,7,3,4,2,1,0,2,6,683
202,"P.P.BAJAHA R.N-1",625,572,0,1197,288,319,0,607,600,0,44,260,154,109,0,1,1,2,3,1,6,4,2,5,2,6,2,1,4,607
203,"P.P.BAJAHA R.N-2",687,617,0,1304,387,377,0,764,754,0,17,162,175,373,7,2,1,2,2,0,1,7,4,1,2,1,2,4,1,764
204,"P.P. KUNJI R.N-1",701,496,0,1197,382,336,0,718,665,0,23,129,286,218,8,1,5,5,7,1,3,5,5,2,3,3,2,10,2,718
205,"P.P.KUNJI R.N-2",384,307,0,691,169,145,0,314,302,0,4,125,134,37,0,0,0,1,5,3,0,1,1,0,1,0,0,0,2,314
206,P.P.PRATAPPUR,234,189,0,423,147,145,0,292,288,0,2,7,8,268,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,292
207,P.P.PUNARJI,703,561,1,1265,514,384,0,898,880,0,8,465,209,192,1,0,1,1,3,2,2,2,5,1,0,0,3,2,1,898
208,"I.S.BARAHTEER JAGDISHPUR R.N-1",579,428,1,1008,350,261,0,611,600,0,2,208,4,374,16,0,2,0,0,0,1,1,0,0,1,0,0,2,0,611
209,"I.S.BARAHTEER JAGDISHPUR R.N-2",695,490,0,1185,413,316,0,729,631,0,1,347,4,347,21,0,1,0,0,0,0,1,0,0,0,1,0,2,4,729
210,"I.S.BARAHTEER JAGDISHPUR R.N-3",745,509,0,1254,475,298,0,773,750,0,6,344,137,255,18,0,0,0,2,0,1,2,1,1,0,0,0,0,6,773
211,"K.P.P. BARAHTEER JAGDISHPUR",550,396,0,946,373,209,0,582,559,0,3,136,355,69,6,0,0,0,3,0,0,0,0,2,1,4,0,0,3,582
212,"P.P.JAHANAGANJ MUSTAFABAD R.N-1",560,391,0,951,359,245,0,604,589,0,5,193,44,313,23,0,1,0,3,1,1,3,1,2,0,4,1,5,4,604
213,"P.P.JAHANAGANJ MUSTAFABAD R.N-2",624,504,0,1128,331,228,0,559,466,0,12,105,319,89,6,0,2,2,6,0,3,2,0,1,3,3,3,1,2,559
214,"P.P.BARAHATEER JAGDISHPUR",729,605,1,1335,430,360,0,790,770,0,4,345,177,234,4,0,0,1,0,0,1,1,3,3,0,5,0,5,7,790
215,"P.P.BARAHTEER JAGDISHPUR C. BASTI",540,472,0,1012,313,335,0,648,628,0,3,116,86,336,3,16,3,0,7,26,3,5,3,4,1,12,17,2,5,648
216,"J.H.S. JAHANAGANJ R.N-1",704,591,0,1295,387,355,0,742,736,0,22,220,140,332,6,1,0,0,3,1,1,3,1,5,1,3,0,0,3,742
217,"J.H.S.JAHANAGANJ R.N-2",511,462,0,973,259,199,0,458,398,0,6,162,184,93,1,0,0,4,2,0,0,1,0,0,0,3,1,0,1,458
218,"J.H.S.JAHANAGANJ R.N-3",471,353,0,824,225,159,0,384,380,0,5,100,183,83,1,0,0,3,0,0,1,0,0,0,1,2,0,2,3,384
219,"P.P.RAMPUR JAHANAGANJ",422,378,0,800,280,231,0,511,475,0,15,133,111,235,2,1,1,0,1,0,2,0,1,3,5,0,0,1,0,511
220,"V.K.K. JAHANAGANJ R.N-1",667,516,0,1183,337,292,0,629,587,0,10,217,205,182,4,0,0,1,3,0,0,1,2,2,0,1,1,0,0,629
221,"V.K.K. JAHANAGANJ R.N-2",810,560,1,1371,474,312,0,786,694,0,8,185,181,357,14,0,0,0,1,0,1,4,30,0,0,0,0,3,2,786
222,P.P.ATRARI,818,656,0,1474,451,427,0,878,863,0,16,231,354,214,2,2,3,3,5,8,4,4,3,10,2,12,1,1,3,878
223,P.P.KUSARANA,631,538,2,1171,361,356,0,717,712,0,16,383,170,108,3,0,2,3,8,0,0,4,2,2,2,6,2,0,6,717
224,"P.P.GODHAURA R.N-1",544,439,0,983,256,233,0,489,480,0,3,120,231,100,3,0,1,3,0,1,1,1,0,0,1,4,6,5,9,489
225,"P.P.GODHAURA R.N-2",415,312,0,727,249,238,0,487,460,0,6,61,150,255,2,0,0,1,2,1,0,2,2,1,2,2,0,0,0,487
226,"P.P.BASGIT R.N-1",539,457,0,996,292,252,0,544,468,0,15,124,287,89,1,0,1,2,6,1,2,6,0,1,2,3,0,0,4,544
227,"P.P.BASGIT R.N-2",306,251,1,558,187,102,0,289,243,0,1,107,85,88,0,0,0,0,2,0,0,0,1,1,1,0,0,2,1,289
228,"ANU.P.P. AZAMBADH R.N-1",165,150,0,315,97,94,0,191,190,0,6,146,31,0,2,0,0,2,0,1,0,0,1,1,0,0,1,0,0,191
229,"ANU.P.P. AZAMBADH R.N-2",271,215,0,486,158,151,0,309,264,0,3,101,73,109,1,0,0,1,0,0,1,3,1,1,3,3,0,4,5,309
230,P.P.BHOJPUR,360,291,0,651,169,175,0,344,324,0,2,19,110,196,2,0,0,0,0,0,0,1,0,0,0,0,3,11,0,344
231,"P.P.BIRDEIYA KHALASA",284,226,0,510,146,145,0,291,280,0,1,18,57,204,1,1,0,0,0,0,2,0,2,1,1,0,1,0,2,291
232,P.P.AMDAHI,747,550,0,1297,473,361,0,834,825,0,7,383,173,215,4,0,5,4,2,0,0,2,1,3,1,6,2,13,13,834
233,P.P.SHYAMCHAK,555,414,0,969,304,268,0,572,565,0,13,188,156,168,3,1,3,5,4,0,11,4,2,2,2,2,2,2,4,572
234,"P.P.KOLHUKHOR R.N-1",549,465,0,1014,343,293,0,636,620,0,7,56,74,463,6,2,1,0,3,2,3,2,2,3,1,5,2,2,2,636
235,"P.P.KOLHUKHOR R.N-2",527,439,0,966,329,250,0,579,570,0,13,207,187,145,3,0,0,3,5,1,1,1,1,1,0,0,3,1,7,579
236,"SRI RAM R.I.K GODASAR JAHANAGANJ",642,501,0,1143,346,243,0,589,512,0,5,223,105,216,2,0,3,2,1,1,4,5,3,3,3,4,0,2,7,589
237,P.P.ABHILAKHAN,272,243,0,515,153,163,0,316,270,0,3,31,8,263,2,2,0,0,0,0,0,2,0,0,0,3,1,0,1,316
238,"P.P.LAPSIPUR R.N-1",340,291,0,631,171,172,0,343,320,0,1,128,54,147,3,0,0,0,0,0,0,0,0,0,1,0,0,1,8,343
239,"P.P.LAPSIPUR R.N-2",385,287,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"P.P.LAPSIPUR R.N-3",823,666,0,1489,405,345,0,750,660,0,15,313,150,246,4,0,0,2,2,0,4,3,2,3,0,2,3,1,0,750
241,P.P.PEWATHA,433,333,1,767,273,224,0,497,490,0,1,365,42,70,5,0,0,0,0,1,0,2,2,0,2,3,1,0,3,497
242,P.P.BHADYA,565,458,0,1023,283,238,0,521,500,0,4,231,176,69,2,3,0,2,4,0,5,1,3,6,4,1,1,4,5,521
243,P.P.DHANARBAADH,640,509,0,1149,306,295,0,601,540,0,10,304,39,215,2,1,1,0,0,1,0,5,2,1,1,5,4,5,5,601
244,P.P.VIRAMPUR,316,235,0,551,220,129,0,349,319,0,5,263,15,57,4,0,0,0,0,0,1,1,0,0,2,0,0,1,0,349
245,"P.P.DAULTABAD R.N-1",889,638,1,1528,460,418,0,878,870,0,5,351,32,450,5,0,0,0,3,3,1,6,6,1,0,4,2,6,3,878
246,"P.P.DAULTABAD R.N-2",655,525,0,1180,343,258,0,601,491,0,19,272,272,23,0,1,1,0,2,2,0,4,1,0,2,1,0,1,0,601
247,"P.P.DAULTABAD R.N-3",285,218,0,503,145,113,0,258,256,0,3,165,54,29,1,1,0,0,0,0,2,0,0,1,0,0,0,1,1,258
248,P.P.KADIPUR,416,348,0,764,245,198,0,443,324,0,5,235,121,70,0,0,0,0,3,0,0,0,1,0,1,4,0,2,1,443
249,"U.P.V. JIGARSANDI",734,583,0,1317,351,346,0,697,693,0,17,254,147,219,11,1,3,1,2,3,3,7,2,2,6,8,2,4,5,697
250,"P.P.JIGARSANDI R.N-1",874,702,0,1576,386,387,0,773,763,0,10,199,323,165,1,1,2,5,11,7,10,12,9,7,3,6,0,2,0,773
251,"P.P.JIGARSANDI R.N-2",725,559,0,1284,380,319,0,699,650,0,9,245,297,106,3,1,1,3,5,2,2,3,3,4,1,8,1,2,3,699
252,"P.M.V. AMATHA GOPALPUR",481,370,0,851,216,231,0,447,381,0,1,148,69,204,3,3,1,0,1,1,1,6,1,0,1,0,3,2,2,447
253,"P.P.DHARAMPUR ASALPUR",513,439,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"P.P.BHUJAHI R.N-1",737,592,0,1329,373,399,0,772,762,0,16,145,228,338,8,2,1,3,7,1,2,5,3,2,1,4,1,1,4,772
255,"P.P.BHUJAHI R.N-2",691,580,0,1271,351,309,0,660,656,0,10,335,213,72,2,2,1,1,4,1,0,1,3,4,0,3,1,0,7,660
256,P.P.KARISATH,385,330,0,715,290,231,0,521,496,0,5,338,35,130,3,0,1,2,0,0,0,3,0,0,0,0,1,2,1,521
257,P.P.CHAUBEPUR,348,291,0,639,257,164,0,421,401,0,3,270,106,26,0,1,0,0,2,0,0,3,0,1,2,1,3,2,1,421
258,P.P.SHAHPUR,551,458,0,1009,303,298,0,601,550,0,8,281,134,167,1,0,1,0,1,0,0,3,1,0,2,1,0,1,0,601
259,"P.P.BOHANA R.N-1",594,498,1,1093,253,234,0,487,450,0,9,104,230,121,4,0,0,1,2,1,0,2,0,0,1,3,1,2,6,487
260,"P.P.BOHANA R.N-2",445,401,0,846,257,269,0,526,510,0,0,56,23,419,6,1,5,1,3,0,1,2,3,1,1,0,2,0,2,526
261,J.H.S.NIZAMPUR,223,190,0,413,180,143,0,323,310,0,9,234,78,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,323
262,P.P.AHOPUR,219,197,0,416,155,165,0,320,310,0,0,1,3,311,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,320
263,P.P.PARASI,474,361,0,835,217,205,0,422,317,0,1,98,106,204,0,0,0,0,2,1,5,0,0,1,1,1,0,1,1,422
264,DR.B.R.ADARSH.J.H.S.LAKSHMIPUR,498,390,0,888,236,255,0,491,356,0,28,267,87,68,1,2,2,0,6,1,2,4,5,4,4,8,0,2,0,491
265,P.P.KADASAR,253,223,0,476,160,164,0,324,310,0,8,73,31,204,1,0,0,0,1,0,1,2,1,0,1,0,1,0,0,324
266,P.P.SUHAWAL,460,399,0,859,338,258,0,596,573,0,10,325,206,42,1,0,0,0,0,1,0,3,3,3,1,1,0,0,0,596
267,P.P.BHAGWAT,695,552,0,1247,315,378,0,693,653,0,6,124,253,262,6,2,2,3,0,0,3,4,1,2,1,6,2,4,12,693
268,"P.P.SALEMPUR URF KHODADPUR",405,326,0,731,169,202,0,371,327,0,1,189,21,155,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,371
269,"J.H.S. NAWAPURA KHALSA",731,594,0,1325,374,356,0,730,700,0,24,367,101,202,6,3,1,3,4,1,0,2,1,3,0,7,2,1,2,730
270,P.P.CHHATUR,637,535,0,1172,306,332,0,638,631,0,14,242,233,81,1,0,4,3,8,1,5,5,5,6,2,9,1,8,10,638
271,P.P.MOLANAPUR,350,274,0,624,192,193,0,385,383,0,3,224,33,105,3,0,1,0,1,0,1,2,1,2,3,1,0,2,3,385
272,"P.P.AFZALPUR MASTAN",301,254,0,555,188,182,0,370,365,0,0,134,18,214,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,370
273,P.P.HASAPUR,235,195,0,430,144,129,0,273,270,0,6,199,23,37,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,273
274,"P.P.MASUA R.N-1",531,409,0,940,252,244,0,496,478,0,7,58,128,229,6,3,3,4,7,4,4,5,3,3,8,6,5,4,9,496
275,"P.P.MASUA R.N-2",493,395,0,888,303,186,0,489,430,0,10,198,63,189,5,1,1,0,0,0,3,5,4,2,1,5,0,1,1,489
276,"P.P.MANDE R.N-1",655,514,0,1169,325,306,0,631,617,0,18,330,105,151,8,0,1,0,2,1,3,1,0,3,1,3,0,2,2,631
277,"P.P.MANDE R.N-2",797,642,0,1439,372,346,0,718,710,0,39,235,72,341,3,2,1,2,1,0,1,4,0,0,1,5,2,2,7,718
278,P.P.MASIVIRMUWA,423,313,0,736,251,215,0,466,449,0,7,226,56,116,0,0,1,0,2,1,32,1,3,1,1,7,1,6,5,466
279,P.P.DEWASIPUR,266,214,0,480,159,167,0,326,300,0,3,91,20,201,2,1,1,0,0,0,0,2,2,0,0,0,0,1,2,326
280,P.P.SEMAROL,652,538,0,1190,332,343,0,675,650,0,5,119,226,269,9,3,0,2,6,16,2,0,4,2,0,0,4,2,6,675
281,"J.H.BABURA VYOHARDEEH",704,566,0,1270,372,315,0,687,666,0,7,318,146,177,3,2,0,0,6,0,3,9,5,3,0,4,1,0,3,687
282,"P.P.ROSHANPUR AJIJABAD R.N-1",284,235,0,519,143,144,0,287,273,0,2,130,46,95,2,0,0,1,1,0,0,1,2,3,1,1,0,1,1,287
283,"P.P.ROSHANPUR AJIJABAD R.N-2",655,560,0,1215,390,314,0,704,663,0,3,238,169,273,5,1,2,0,0,0,0,1,0,2,1,2,1,5,1,704
284,P.P.JAYRAMPUR,522,434,0,956,299,246,0,545,525,0,10,134,136,247,4,1,1,1,0,2,2,1,0,0,0,0,1,1,4,545
285,"P.P.KHANPUR NEAR CHADI",710,554,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,P.P.BHIKHAMPUR,188,150,0,338,153,129,0,282,262,0,0,255,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
287,"P.P. KARAUT R.N-1",524,486,0,1010,165,379,0,544,524,0,7,172,122,223,1,0,1,0,4,0,1,0,0,0,2,1,5,1,4,544
288,"P.P.KARAUT R.N-2",276,240,0,516,205,170,0,375,325,0,2,302,9,59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,375
289,P.P.DHANAHUWA,503,418,0,921,270,298,0,568,563,0,9,224,98,207,5,0,0,0,1,0,3,2,5,4,0,5,0,3,2,568
290,"P.P.BHOPATPUR R.N-1",427,356,0,783,257,235,0,492,480,0,3,173,107,198,0,1,0,1,1,0,0,0,2,0,0,2,1,0,3,492
291,"P.P.BHOPATPUR R.N-2",293,245,0,538,193,170,0,363,350,0,5,103,53,193,2,0,1,1,0,0,1,1,1,1,0,0,0,0,1,363
292,"P.P.NETPUR R.N-1",564,441,0,1005,269,270,0,539,516,0,16,145,94,244,9,2,1,2,2,1,0,4,4,3,0,4,1,2,5,539
293,"P.P.NETPUR R.N-2",650,491,0,1141,266,251,0,517,510,0,19,272,123,76,3,1,0,2,3,1,0,3,3,2,2,2,1,1,3,517
294,"P.P.TISAURAMAFI R.N-1",499,394,0,893,350,265,0,615,550,0,4,377,205,18,0,0,2,0,1,0,0,2,2,1,0,1,0,0,2,615
295,"P.P.TISAURAMAFI R.N-2",543,440,0,983,305,273,0,578,569,0,1,134,47,373,6,1,1,2,0,0,2,3,2,1,0,2,0,2,1,578
296,"P.P.TELHUWA CHAKAULI",479,400,0,879,383,263,0,646,630,0,11,540,64,12,2,1,1,0,1,1,1,2,1,1,2,1,1,3,1,646
297,"SRI B.B.G. KAZIPUR",311,257,0,568,265,190,0,455,447,0,4,334,49,65,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,455
298,"J.H.S. BARAHI",357,297,0,654,212,204,0,416,410,0,6,163,198,27,2,0,0,1,2,0,4,1,4,0,0,0,0,4,4,416
299,P.P.NEWADA,157,129,0,286,119,82,0,201,122,0,0,179,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,201
300,P.P.TADAWA,599,441,0,1040,291,220,0,511,506,0,8,79,174,219,4,1,2,5,3,0,3,4,2,2,0,1,1,1,2,511
301,P.B.HATHAUTA,584,482,0,1066,340,293,0,633,538,0,19,260,138,186,3,1,1,0,1,1,4,3,3,2,3,4,1,1,2,633
302,P.P.BELAKAUL,675,581,0,1256,311,369,0,680,520,0,2,253,218,182,0,1,0,2,2,0,0,0,2,0,0,2,1,6,9,680
303,P.P.PARSUPUR,700,570,0,1270,389,307,0,696,688,0,8,130,202,270,6,1,0,5,36,2,6,5,3,1,1,10,0,0,10,696
304,I.C.SHERPUR,428,351,0,779,213,215,0,428,422,0,2,132,82,178,4,3,0,1,1,1,2,2,6,8,0,3,0,0,3,428
305,P.P.MAINUDDINPUR,611,490,0,1101,321,268,0,589,560,0,11,150,197,172,5,1,3,2,7,4,4,6,6,4,3,8,1,1,4,589
306,P.P.VEERBHADRAPUR,515,392,0,907,324,263,0,587,580,0,2,245,148,174,0,1,0,1,1,0,0,1,1,1,0,4,0,3,5,587
307,P.P.BADAHALGANJ,612,474,0,1086,271,232,0,503,484,0,14,226,100,117,3,4,3,1,3,4,4,7,5,2,4,1,0,0,5,503
308,"A.N.D.S.V.M.BADAHALGANJ R.N-1",615,497,0,1112,304,310,0,614,570,0,6,208,123,246,4,0,0,1,2,0,0,1,4,5,0,7,0,0,7,614
309,"A.N.D.S.V.M.BADAHALGANJ R.N-2",481,404,0,885,269,228,0,497,425,0,9,105,311,59,2,0,1,0,2,0,0,3,1,1,0,1,0,0,2,497
310,P.P.MASUDPUR,204,160,0,364,130,120,0,250,230,0,3,6,5,219,5,1,0,0,0,0,0,1,0,1,0,4,1,0,4,250
