"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAILASH NATH SINGH YADAV","2 - MO. MAKSUD KHAN","3 - MANOJ SINHA","4 - SMT SHIVKANYA KUSHWAHA","5 - ISHWAR DEV","6 - ISHWARI","7 - OMKAR CHAUHAN","8 - GUPTESHWAR","9 - DEENDAYAL","10 - DHARM YADAV","11 - PAPPU","12 - BRIJ BHUSHAN","13 - BHARAT","14 - RAJENDRA NATH RAM","15 - SATYA DEV YADAV","16 - ARUN KUMAR SINGH","17 - KUBER","18 - LAKSHAMAN","19 - None of the Above","Total Votes Secured"
162,"P.P. GAURA KHAS R.N.-1",646,589,0,1235,407,319,0,726,64,0,309,13,131,192,0,3,1,0,1,52,2,7,3,0,1,2,6,1,2,726
163,"P.P.GAURA KHAS R.N.-2",287,251,0,538,158,126,0,284,100,0,22,6,108,98,0,22,0,0,0,18,1,3,0,1,0,4,0,0,1,284
164,"P.P.GAURA NAMJAD LALAPUR",239,189,0,428,148,123,0,271,16,0,102,5,121,2,0,3,0,0,2,25,0,6,0,0,0,0,3,0,2,271
165,"P.P.SHAHPUR SOMMAR RAI",269,244,0,513,155,162,0,317,317,0,77,15,148,12,0,4,1,1,2,50,1,0,0,1,1,1,1,0,2,317
166,"J.H.S.MADARA E.WING",907,687,0,1594,543,393,0,936,130,0,41,30,639,155,0,9,1,0,0,39,6,6,1,1,1,4,0,0,3,936
167,"J.H.S.MADARA W.WING",393,332,0,725,212,177,0,389,217,0,68,13,221,64,0,3,0,0,0,1,1,4,0,4,1,4,2,0,3,389
168,"J.H.S.MADARA W.WING",502,412,0,914,301,200,0,501,480,0,147,10,217,109,0,2,0,0,0,3,0,5,2,0,1,3,0,0,2,501
169,"P.P.KAULA JAKHANIA",644,567,0,1211,340,408,0,748,100,0,270,11,240,115,3,8,3,1,2,51,9,5,0,1,2,12,8,4,3,748
170,"P.P.MUDIYARI E.WING",630,531,0,1161,337,290,0,627,545,0,87,15,288,90,3,7,2,2,4,88,4,8,1,2,1,2,9,7,7,627
171,"P.P.MUDIYARI W.WING",710,597,0,1307,358,352,0,710,705,0,200,7,237,198,6,2,0,0,1,13,6,5,1,6,1,17,5,1,4,710
172,P.P.ATIGAWA,654,562,0,1216,356,343,0,699,699,0,256,8,161,222,2,4,2,2,0,5,4,6,2,2,3,13,5,1,1,699
173,"P.P.SOFIPUR N.WING",611,547,0,1158,330,314,0,644,640,0,307,7,168,64,3,8,0,0,1,66,3,1,1,2,2,7,2,1,1,644
174,"P.P.SOFIPUR S.WING",573,459,0,1032,257,237,0,494,194,0,89,2,119,189,2,5,1,1,1,51,2,15,2,1,4,7,3,0,0,494
175,P.P.SEMAUR,683,590,0,1273,503,200,0,703,123,0,120,12,245,227,1,15,0,1,2,43,9,5,3,2,1,4,3,2,8,703
176,P.P.KRITSINGHPUR,483,401,0,884,244,178,0,422,410,0,75,9,84,236,3,1,0,0,0,1,0,4,0,0,1,4,2,1,1,422
177,"P.P.KHANPUR RAGHUBAR",555,472,0,1027,292,270,0,562,72,0,161,12,172,160,4,3,2,2,1,22,5,0,5,3,2,2,4,0,2,562
178,P.P.KANUWAN,684,618,0,1302,344,273,0,617,112,0,161,13,269,90,2,7,1,0,1,40,1,7,2,4,3,11,3,0,2,617
179,"SARWAJIT INTER C.NEWADA DURG VIJAY RAI",588,504,0,1092,369,296,0,665,60,0,167,9,155,308,1,0,1,0,0,2,1,3,1,1,1,6,4,0,5,665
180,"KISAN M.V. PANIKSA",569,478,0,1047,300,285,0,585,520,0,190,9,130,240,1,1,0,1,0,3,1,2,2,0,0,0,4,0,1,585
181,P.P.KHETABPUR,732,607,0,1339,347,291,0,638,23,0,197,9,138,226,3,3,1,2,0,25,0,11,2,3,0,8,4,3,3,638
182,"P.P. KUTUBPUR N.WING",623,552,0,1175,318,341,0,659,335,0,222,4,130,204,3,3,3,0,1,67,1,6,2,2,2,6,3,0,0,659
183,"P.P. KUTUBPUR N.WING",487,439,0,926,278,243,0,521,12,0,213,9,35,241,3,2,1,1,0,1,1,1,1,2,3,7,0,0,0,521
184,P.P.SULTANIPUR,839,690,0,1529,425,411,0,836,820,0,117,9,188,422,3,1,4,1,1,6,3,1,0,1,1,0,37,9,32,836
185,"P.P. SARAY MANIKRAJ W.WING",708,600,0,1308,359,400,0,759,484,0,190,13,174,343,8,3,1,0,0,3,4,2,1,2,2,3,4,1,5,759
186,"P.P.SARAY MANIKRAJ E. WING",538,413,0,951,279,305,0,584,584,0,351,1,107,54,0,0,5,1,0,21,1,4,5,2,4,7,14,4,3,584
187,P.M.V.GORARI,433,366,0,799,234,263,0,497,497,0,188,1,47,239,0,1,0,0,1,5,0,2,1,0,1,2,4,2,3,497
188,"SRI JAWAHAR LAL NEHARU SMARAKH .SCHOOL MUBARKAKPUR KUTURTULLA E.WING",830,670,0,1500,445,418,0,863,13,0,238,6,351,160,6,4,2,1,1,51,5,4,2,3,4,20,5,0,0,863
189,"SRI JAWAHAR LAL NEHARU SMARAKH .SCHOOL MUBARKAKPUR KUTURTULLA W.WING",753,638,0,1391,373,379,0,752,648,0,288,12,224,68,1,6,8,0,1,118,9,1,1,4,1,1,6,2,1,752
190,"SRI JAWAHAR LAL NEHARU SMARAKH .SCHOOL MUBARKAKPUR KUTURTULLA N.WING",463,402,1,866,198,244,0,442,13,0,53,13,274,57,1,0,2,3,1,4,3,4,0,0,4,18,2,1,2,442
191,"SRI JAWAHAR LAL NEHARU SMARAKH .SCHOOL MUBARKAKPUR KUTURTULLA N.WING",368,312,0,680,153,166,0,319,41,0,85,3,35,182,1,0,1,0,0,5,0,4,0,0,0,2,1,0,0,319
192,"SRI JAWAHAR LAL NEHARU SMARAKH .SCHOOL MUBARKAKPUR KUTURTULLA S.WING",675,556,0,1231,395,330,0,725,125,0,11,4,1,1,12,3,119,2,1,0,5,1,117,400,10,23,1,3,11,725
193,"P.P. PAREWA E.WING",562,456,0,1018,307,270,0,577,577,0,102,7,59,311,4,9,2,1,0,62,1,2,1,0,2,10,2,0,2,577
194,"P.P. PAREWA W.WING",571,455,0,1026,319,254,0,573,564,0,290,7,53,199,2,1,0,1,0,1,0,5,2,1,1,8,2,0,0,573
195,"P.P. SARAY SADKAR",285,230,0,515,144,142,0,286,15,0,146,4,104,26,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,286
196,"SARWODAY I.C. HURMUJAPUR W.WING",792,658,1,1451,384,392,0,776,632,0,21,15,382,267,4,8,2,0,3,10,6,3,2,2,4,23,2,2,20,776
197,"SARWODAY I.C. HURMUJAPUR E.WING",714,592,0,1306,402,333,0,735,734,0,19,5,291,364,4,15,5,2,1,7,5,3,1,3,1,6,2,0,1,735
198,P.P.BAKSUPUR,195,167,0,362,84,119,0,203,23,0,174,5,12,1,0,1,1,0,0,2,0,1,1,0,0,5,0,0,0,203
199,"P.P. DAULATNAGAR E.WING",785,648,0,1433,433,390,0,823,203,0,97,19,429,203,5,3,4,1,2,12,3,8,1,6,6,16,2,0,6,823
200,"P.P. DAULATNAGAR W.WING",731,622,0,1353,348,319,0,667,184,0,151,10,445,20,1,1,0,1,1,7,0,4,1,5,2,7,3,1,7,667
201,"P.P.BASEWA E. WING",603,547,0,1150,270,346,0,616,13,0,101,94,213,108,1,2,2,2,5,6,6,7,1,3,15,43,3,3,1,616
202,"P.P.BASEWA W. WING",346,286,0,632,154,145,0,299,278,0,28,4,222,10,0,0,0,1,3,5,3,0,2,3,2,10,1,0,5,299
203,P.P.KAITHWALI,442,383,0,825,240,234,0,474,18,0,139,14,261,9,1,1,0,1,0,11,2,11,0,0,2,11,6,2,3,474
204,"P.P. BHADAURA U. GHINHAGAW",654,521,0,1175,373,239,0,612,583,0,129,14,245,203,0,1,1,0,0,5,1,2,2,2,1,1,4,0,1,612
205,"P.P. SONBARSA",646,532,1,1179,309,336,0,645,600,0,233,12,193,92,3,2,2,3,2,5,4,10,1,1,20,57,2,0,3,645
206,"P.P.SARAIYA T.A.KE.BAHAR",541,487,0,1028,314,320,0,634,300,0,370,2,32,176,1,0,0,0,2,14,1,2,2,0,1,15,8,4,4,634
207,"MAHANTH SHIVDAS UDASIN INTER COLLEGE SADAT",118,107,0,225,55,73,0,128,23,0,9,1,48,65,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,128
208,"P.P.SADAT E.WING",575,500,0,1075,332,330,0,662,600,0,201,90,211,84,0,4,2,0,4,17,4,13,2,2,2,11,7,2,6,662
209,"P.P. SADAT W.WING",722,612,0,1334,423,322,0,745,50,0,204,26,387,65,2,2,0,1,0,45,0,5,0,1,0,2,3,0,2,745
210,"BAPU MAHAVIDAYALAY SADAT",514,419,0,933,255,201,0,456,200,0,43,33,186,162,2,1,0,0,3,8,1,4,1,1,0,1,2,1,7,456
211,"BAPU MAHAVIDAYALAY SADAT",411,336,0,747,205,183,0,388,179,0,29,17,183,137,0,0,0,1,0,4,0,8,0,1,1,3,1,0,3,388
212,"KANYA P.P.SADAT",841,747,0,1588,549,365,0,914,832,0,34,25,695,86,2,1,1,0,0,44,1,7,0,2,4,5,3,0,4,914
213,"ESLAMIYA SCHOOL SADAT",632,549,0,1181,361,319,0,680,300,0,6,20,168,121,1,4,0,1,3,322,4,1,1,3,2,14,4,1,4,680
214,"ESLAMIYA SCHOOL SADAT EX. ROOM",399,310,0,709,238,183,0,421,30,0,12,6,171,57,0,3,0,0,3,161,0,3,0,1,0,4,0,0,0,421
215,"ARABI SCHOOL SADAT",683,566,0,1249,378,335,0,713,350,0,70,11,160,151,1,7,0,1,1,282,1,3,1,1,2,5,4,1,11,713
216,"P.P. SASANA",410,375,0,785,202,237,0,439,439,0,207,8,138,75,0,0,0,1,0,0,0,3,0,2,0,4,0,0,1,439
217,"P.P.DORA S.WING",585,515,0,1100,266,309,0,575,475,0,325,20,147,48,0,1,1,0,0,3,1,1,0,1,1,13,7,1,5,575
218,"P.P.DORA N.WING",592,561,0,1153,260,271,0,531,531,0,145,10,259,72,0,3,1,1,2,3,4,3,4,5,1,9,5,2,2,531
219,"P.P. SHIKARPUR R.N.-1",673,568,0,1241,412,376,0,788,275,0,180,7,74,489,5,5,2,1,0,5,1,0,2,2,1,9,3,1,1,788
220,"P.P. SHIKARPUR R.N.-2",211,177,0,388,100,113,0,213,213,0,31,1,12,166,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,213
221,P.P.SHISHUAPAR,534,465,0,999,254,264,0,518,127,0,99,23,277,80,1,1,0,2,0,7,5,6,1,2,1,1,3,1,8,518
222,"P.P. SARDARPUR E.WING",558,506,0,1064,352,322,0,674,40,0,298,11,60,6,3,16,5,0,5,235,7,3,4,4,1,13,1,0,2,674
223,"P.P. SARDARPUR W.WING",512,456,0,968,272,261,0,533,12,0,56,6,125,221,0,6,2,0,2,62,11,5,6,10,3,14,2,0,2,533
224,"BABA GAJADHAR DAS MAHILA DIGRI COLLEGE AATAMOUR CHHAPARA",400,350,0,750,260,249,0,509,509,0,211,5,36,241,1,0,0,0,0,0,2,2,1,1,2,5,2,0,0,509
225,"P.P.KATYA N.WING",696,566,0,1262,329,335,0,664,200,0,30,9,336,248,4,2,0,2,2,17,4,0,2,2,0,1,2,1,2,664
226,"P.P.KATYA S.WING",812,732,0,1544,392,447,0,839,30,0,330,16,123,16,9,29,7,2,12,253,5,2,1,3,0,20,6,1,4,839
227,B.P.P.BUDANPUR,711,660,1,1372,377,400,0,777,700,0,264,8,152,210,2,5,0,0,6,88,2,21,3,2,1,2,5,1,5,777
228,"P.P. SAWAS N.WING",611,521,0,1132,318,336,0,654,578,0,176,21,218,160,2,5,0,0,2,32,2,3,1,5,4,8,8,1,6,654
229,"P.P. SAWAS S.WING",587,526,0,1113,301,355,0,656,133,0,304,10,135,3,0,16,1,2,2,163,4,1,1,1,0,1,8,1,3,656
230,"P.P. PAHADPUR KHURD E.WING",568,448,0,1016,236,266,0,502,306,0,142,6,55,230,4,5,1,0,1,28,6,5,1,2,0,9,3,0,4,502
231,"P.P. PAHADPUR KHURD W.WING",517,496,0,1013,267,253,0,520,35,0,20,20,265,134,4,4,0,0,3,13,1,11,1,2,8,8,4,0,22,520
232,"P.P. PAHADPUR KHURD EX..WING",636,507,0,1143,320,309,0,629,85,0,228,15,253,103,0,0,0,1,1,3,6,1,1,1,3,8,1,3,1,629
233,"P.P. MAUDHIYA N.WING",556,489,0,1045,315,296,0,611,90,0,177,5,193,175,4,0,1,1,0,29,5,2,1,0,1,6,7,2,2,611
234,"P.P. MAUDHIYAEX.WING",404,324,0,728,237,181,0,418,318,0,46,10,196,138,2,0,1,2,1,12,3,1,0,0,0,1,1,0,4,418
235,"P.P. MAUDHIYA S.WING",625,557,0,1182,230,314,0,544,398,0,167,15,254,39,1,1,1,1,1,6,5,1,3,4,1,5,17,1,21,544
236,"P.P. KUNADARASIPUR N.WING",543,436,0,979,263,260,0,523,238,0,198,19,129,114,3,2,0,0,2,34,4,2,1,2,1,8,2,2,0,523
237,"P.P. TARIYAVN",828,684,0,1512,393,344,0,737,617,0,118,22,332,132,5,10,0,2,5,62,10,3,1,3,2,13,4,3,10,737
238,"P.P. HARAIULI E.WING",603,492,0,1095,306,307,0,613,488,0,325,9,39,130,1,4,1,0,3,54,2,3,0,5,9,26,1,1,0,613
239,"P.P. HARAIULI W.WING",713,589,0,1302,381,342,0,723,550,0,182,6,249,233,2,3,1,0,0,24,0,4,2,4,2,8,1,1,1,723
240,"P.P. TADAWA TAPPA SAURI",738,602,0,1340,378,355,0,733,410,0,247,9,166,242,2,2,1,1,2,31,1,1,1,1,1,6,5,7,7,733
241,"P.P. BARAULI SULTAN SINGH E.WING",594,479,0,1073,277,261,0,538,52,0,35,9,229,42,2,3,6,1,2,27,1,6,2,3,8,150,3,0,9,538
242,"P.P. BARAULI SULTAN SINGH W.WING",404,336,0,740,229,228,0,457,45,0,228,6,36,51,2,5,2,3,0,95,2,2,1,0,1,16,6,1,0,457
243,"P.P. AKARAW",455,376,0,831,280,233,0,513,56,0,95,10,320,35,1,3,3,0,2,2,5,3,3,1,8,16,1,2,3,513
244,"P.P. SURAHURAPUR HARICHARN",627,531,0,1158,282,288,0,570,223,0,113,34,281,36,1,2,4,0,1,16,5,3,2,10,7,49,2,0,4,570
245,"P.P. SURAHURAPUR HARICHARN EWING",540,436,0,976,240,222,0,462,65,0,168,10,110,139,3,1,0,0,0,1,2,4,2,1,1,10,5,1,4,462
246,"P.P. SURAHURAPUR HARICHARN M.WING",321,242,0,563,175,130,0,305,45,0,16,3,101,155,0,0,1,0,1,10,2,0,0,1,1,5,0,1,8,305
247,"P.P. SURAHURAPUR JAYANTI",400,308,0,708,214,107,0,321,85,0,25,15,143,77,3,4,1,1,3,21,1,5,0,1,1,3,2,0,15,321
248,"P.P. KHATIBPUR",509,436,0,945,303,252,0,555,56,0,98,11,247,119,5,2,1,0,1,14,2,3,0,2,8,38,2,1,1,555
249,"P.P. SHADIYABAD E.WING",722,631,0,1353,323,332,0,655,55,0,134,22,147,151,3,8,2,1,3,168,1,3,2,1,1,6,1,0,1,655
250,"P.P. SHADIYABAD C.",790,618,0,1408,548,200,0,748,200,0,10,12,82,203,1,7,0,1,0,418,4,0,2,1,1,1,2,1,2,748
251,"P.P.SHADIYABAD W.WING",818,591,0,1409,293,443,0,736,42,0,179,20,261,177,6,3,1,3,4,34,2,4,3,1,3,31,2,1,1,736
252,"P.P. GURANI E.WING",696,634,0,1330,357,358,0,715,221,0,379,9,131,128,3,0,0,0,2,13,2,2,0,1,0,13,13,9,10,715
253,"P.P. GURANI  EX.ROOM",241,186,0,427,114,112,0,226,40,0,42,7,61,6,0,4,2,1,1,98,0,0,0,0,0,1,1,1,1,226
254,"P.P. GURANI W.WING",459,446,0,905,225,273,0,498,98,0,29,2,280,136,0,6,0,0,0,38,2,1,0,2,0,2,0,0,0,498
255,"P.P. GURANI  EX.ROOM",422,341,0,763,215,204,0,419,219,0,263,12,34,67,1,2,1,0,1,14,4,1,2,2,2,7,4,0,2,419
256,"P.P.BARAIPARA E.WING",503,432,0,935,282,242,0,524,61,0,32,10,263,201,2,0,0,2,1,0,0,7,2,1,0,1,1,0,1,524
257,"P.P.BARAIPARA W.WING",506,418,0,924,287,272,0,559,88,0,427,13,59,28,3,1,1,0,1,2,0,0,1,4,2,10,3,1,3,559
258,"P.P. MARADANPUR",607,535,0,1142,296,329,0,625,110,0,135,7,258,193,0,2,15,0,0,1,1,9,1,1,0,1,0,1,0,625
259,"P.P. JAGMALJOT",587,506,0,1093,308,281,0,589,112,0,123,8,117,239,2,4,2,1,4,28,5,21,6,5,6,11,0,2,5,589
260,"J.H.SCHOOL RAMPUR BALBHADRA E.WING",773,612,0,1385,382,344,0,726,126,0,291,10,143,213,1,4,0,0,1,38,0,1,0,1,1,2,13,1,6,726
261,"J.H.SCHOOL RAMPUR BALBHADRA W.WING",787,644,0,1431,386,389,0,775,225,0,213,9,309,181,1,8,3,2,1,17,3,4,3,1,0,12,7,0,1,775
262,"P.P. RAMPUR BHALBHADRA",395,330,0,725,168,176,0,344,125,0,39,2,131,136,0,5,3,2,1,9,2,3,4,2,0,3,0,1,1,344
263,"P.P. MARDANPUR M. ALIPUR MADRA",726,567,0,1293,380,308,0,688,388,0,134,6,122,352,5,0,2,0,5,16,1,16,5,2,4,6,7,2,3,688
264,"P.P. MAHAR BUJURG",577,473,0,1050,288,291,0,579,323,0,43,7,61,428,7,3,0,0,1,14,0,4,0,0,0,1,3,2,5,579
265,"P.P. AWADAR",258,214,0,472,140,69,0,209,88,0,16,1,62,124,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,209
266,"P.P. CHHAPARI N.WING",903,780,0,1683,479,536,0,1015,215,0,510,16,278,102,1,5,4,1,2,46,7,0,4,2,3,8,15,1,10,1015
267,"P.P. CHHAPARI S.WING",247,214,0,461,125,140,0,265,115,0,154,1,39,17,1,2,1,1,0,31,4,2,1,1,0,0,9,0,1,265
268,"P.P. CHAKDAUD",508,398,0,906,294,224,0,518,180,0,56,6,64,327,3,7,1,2,3,22,1,10,2,2,2,6,1,1,2,518
269,"P.P. AUDHARI",663,562,0,1225,366,316,0,682,310,0,226,13,121,280,4,4,6,1,1,8,3,4,0,2,0,8,0,0,1,682
270,"P.V.MALIKPURA E.WING",539,458,1,998,319,307,0,626,219,0,335,5,49,198,4,2,0,1,0,4,3,3,1,4,1,10,4,1,1,626
271,"P.V.MALIKPURA E.WING",453,354,0,807,240,183,0,423,185,0,58,4,131,210,3,2,0,0,0,10,1,3,0,1,0,0,0,0,0,423
272,"P.P. MADHUBAN MU. YUSUFAPUR",706,604,0,1310,431,372,0,803,803,0,197,10,151,388,7,1,0,0,2,13,3,4,1,1,7,15,2,0,1,803
273,"P.P. MARDANPUR LACHHIMAN",438,407,0,845,270,206,0,476,476,0,133,12,139,148,2,0,2,0,0,5,2,4,1,0,2,11,12,2,1,476
274,"P.V. PARA",602,552,0,1154,354,349,0,703,703,0,244,8,234,165,3,2,0,1,2,10,5,2,3,4,4,10,4,0,2,703
275,"P.P. BASILA E.WING",519,454,0,973,277,277,0,554,147,0,260,7,202,47,2,0,1,0,1,16,3,1,0,1,1,7,3,1,1,554
276,"P.P. BASILA W.WING",527,407,0,934,273,210,0,483,435,0,172,7,148,109,4,15,2,1,1,2,1,7,0,1,0,0,7,1,5,483
277,"P.P. LALPUR HARI",774,652,0,1426,388,420,0,808,311,0,162,6,213,378,0,5,2,1,2,13,1,6,1,3,0,1,6,4,4,808
278,"P.P. KHARAWADIH R.N.-1",771,636,0,1407,424,377,0,801,360,0,247,7,167,69,1,26,4,0,9,246,4,5,1,2,4,7,1,1,0,801
279,"P.P. KHARAWADIH R.N.-2",738,613,0,1351,362,324,0,686,386,0,299,11,239,56,0,4,0,1,1,61,0,1,1,0,2,7,3,0,0,686
280,P.P.KHATIRPUR,449,409,0,858,236,270,0,506,505,0,278,3,113,109,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,506
281,"P.P. SHAHPUR SHAMSER KHAN",611,531,0,1142,360,297,0,657,20,0,74,3,75,354,2,9,1,0,1,124,2,7,0,1,1,1,1,0,1,657
282,"J.H. SCHOOL MANIHARI W.WING",842,745,0,1587,464,426,0,890,887,0,112,9,435,66,5,27,5,1,2,172,4,3,5,9,8,15,7,1,4,890
283,"J.H.SCHOOL.MANIHARI E.WING",438,384,0,822,223,259,0,482,152,0,272,19,105,38,1,2,0,1,1,12,5,2,1,0,1,12,9,0,1,482
284,"P.P MOHABBATPUR E.WING",535,420,0,955,309,256,0,565,342,0,103,13,169,49,4,17,4,2,3,174,4,1,2,2,2,10,1,1,4,565
285,"P,P. MOHABBATPUR",406,353,0,759,254,230,0,484,160,0,162,8,158,82,1,3,1,0,3,33,1,2,1,4,2,5,0,1,17,484
286,"P.P. YUSUFPUR E.WING",775,606,0,1381,365,275,0,640,400,0,4,15,232,32,2,11,3,2,3,255,3,35,4,7,0,12,2,0,18,640
287,"P.P. YUSUFPUR C.",700,616,0,1316,347,364,0,711,500,0,187,22,203,24,6,19,8,0,1,142,1,69,4,5,2,7,9,0,2,711
288,"P.P. YUSUFPUR W.WING",776,616,0,1392,392,349,0,741,182,0,221,16,259,24,2,14,0,3,9,133,5,12,3,8,2,22,3,2,3,741
289,"P.P. ARILA E.WING",437,378,0,815,202,260,0,462,135,0,94,5,159,149,1,2,0,0,0,6,3,14,5,4,1,14,2,0,3,462
290,"P.P. ARILA W.WING",433,383,0,816,250,245,0,495,15,0,253,11,146,14,1,0,1,0,0,1,3,13,2,2,2,24,11,2,9,495
291,"P.P. BARAHAT HAAL",691,674,0,1365,304,280,0,584,516,0,16,13,307,53,3,5,2,1,2,54,0,1,0,1,12,114,0,0,0,584
292,"P.P. BARAHAT E.WING",769,658,0,1427,393,374,0,767,167,0,511,9,67,103,4,0,2,0,2,1,1,4,2,5,4,33,14,0,5,767
293,"J.H.SCHOOL RASULPUR",702,599,0,1301,397,332,0,729,497,0,72,8,242,292,3,2,2,1,1,3,2,57,3,2,7,18,7,2,5,729
294,"P.P. KHUTAHAN",759,661,0,1420,410,369,0,779,171,0,289,8,89,311,4,12,1,1,3,38,5,5,3,1,3,4,1,1,0,779
295,"P.P. KHUTAHAN U. PARSOTIYA",355,326,0,681,221,201,0,422,135,0,125,4,84,99,1,10,2,1,3,59,1,1,0,3,1,10,4,2,12,422
296,"P.P. KATYAN (PARSOTIYA)",264,207,0,471,156,120,0,276,276,0,35,2,6,176,2,1,1,0,1,1,0,11,0,0,2,27,6,1,4,276
297,"P.P. JAMALPUR M.YUSUFPUR N.WING",494,464,0,958,338,306,0,644,644,0,25,6,53,240,3,1,3,1,0,0,1,1,1,0,12,297,0,0,0,644
298,"P.P. JAMALPUR M.YUSUFPUR S.WING",861,706,0,1567,506,345,0,851,140,0,213,1,197,271,3,1,2,0,2,11,5,101,1,1,7,29,3,2,1,851
299,"P.P. CHAURA W. WING",856,724,0,1580,525,377,0,902,902,0,257,8,173,414,3,1,1,0,0,4,2,14,1,0,1,3,7,4,9,902
300,"DR. BHIMRAW AMBEDAKAR J.B.V. GOPAPUR",385,318,0,703,211,214,0,425,379,0,142,1,109,148,4,0,0,2,1,7,1,4,0,0,1,5,0,0,0,425
301,"P.P. CHAUKADI",601,513,0,1114,362,319,0,681,140,0,298,10,73,176,6,8,1,1,6,67,3,13,1,4,3,5,3,0,3,681
302,"P.P. ENDRAPUR CHHIDI",774,664,0,1438,451,365,0,816,215,0,204,3,294,150,3,6,0,6,0,99,1,6,0,2,2,22,7,4,7,816
303,"P.P. RAMPUR JIVAN E.WING",472,399,0,871,267,214,0,481,215,0,145,10,165,47,1,8,1,0,1,73,3,1,2,5,2,6,6,1,4,481
304,"P.P. RAMPUR JIVAN M. WING",414,363,0,777,245,202,0,447,219,0,100,6,173,141,1,1,1,0,2,9,0,3,2,2,2,2,0,0,2,447
305,"P.P. FIROJPUR",388,346,0,734,226,219,0,445,221,0,86,2,159,133,1,7,1,0,4,16,0,8,0,2,1,7,4,0,14,445
306,"SADHAN SAHAKARI SAMEETI HANSRAJPUR",402,339,0,741,255,218,0,473,70,0,118,2,31,299,2,0,2,0,0,0,1,8,0,0,1,5,3,0,1,473
307,"AADARS P.P. HANSRAJPUR E.WING",796,653,0,1449,443,374,0,817,700,0,150,19,462,78,2,6,1,2,3,71,4,7,0,5,3,4,0,0,0,817
308,"AADARS P.P. HANSRAJPUR W.WING",542,480,0,1022,294,292,0,586,241,0,308,5,138,120,3,2,1,0,0,0,1,1,0,1,0,0,2,1,3,586
309,"LAGHU M.V. NASIRPUR S.WING",457,410,0,867,230,218,0,448,223,0,19,9,234,116,3,2,1,0,1,8,3,12,1,2,1,5,6,0,25,448
310,"LAGHU M.V. NASIRPUR N.WING",619,504,0,1123,328,296,0,624,218,0,132,13,212,87,2,12,2,3,3,108,5,8,3,8,2,4,9,4,7,624
311,"P.P. RANJITPUR",556,518,0,1074,329,332,0,661,111,0,206,3,208,148,1,3,1,4,1,54,3,0,2,3,2,11,4,3,4,661
312,"P.P. SARAY GOVIND N.WING",667,533,0,1200,307,300,0,607,18,0,90,5,193,223,2,8,2,1,1,62,3,10,1,1,0,3,1,0,1,607
313,"P.P. SARAY GOVIND EXT.WING",353,300,0,653,203,190,0,393,107,0,224,2,50,58,2,5,0,0,0,33,1,5,3,1,1,6,1,0,1,393
314,"P.P. SARAY GOBIND S.WING",218,181,0,399,93,109,0,202,25,0,58,1,110,3,1,3,0,1,0,23,1,0,0,1,0,0,0,0,0,202
315,"P.P. OJHIPUR",577,457,0,1034,281,287,0,568,568,0,245,12,166,48,0,2,5,1,1,7,1,44,0,1,6,23,3,0,3,568
316,"P.P. MUHAMMADPUR",653,539,0,1192,504,200,0,704,149,0,16,2,271,356,4,4,1,1,0,10,3,6,2,3,5,15,0,3,2,704
317,"P.P. SIHABARI R.N.-1",821,682,0,1503,448,438,0,886,882,0,302,22,242,237,4,2,1,2,5,4,4,14,3,8,5,22,7,0,2,886
318,"P.P. SIHABARI R.N.-2",706,596,0,1302,352,293,0,645,450,0,140,5,280,95,0,6,2,2,1,42,5,13,4,4,4,28,8,0,6,645
319,"P.P. DHARMAGATPUR R.N.-1",591,539,0,1130,311,323,0,634,245,0,348,16,149,76,2,0,0,1,1,4,4,2,0,2,1,14,10,1,3,634
320,"P.P. DHARMAGATPUR R.N.-2",676,588,0,1264,386,360,0,746,241,0,96,16,456,113,2,1,1,1,0,5,1,19,0,1,0,3,3,2,26,746
321,"P.P. DHARMAGATPUR R.N.-3",743,564,0,1307,403,335,0,738,608,0,20,7,318,326,7,7,1,4,1,8,0,12,5,4,3,6,1,4,4,738
322,"P.P. SONHARA E.WING",767,640,0,1407,417,335,0,752,245,0,306,5,281,94,5,0,0,1,4,2,4,3,0,3,2,26,9,3,4,752
323,"P.P. SONHARA W.WING",640,475,0,1115,311,256,0,567,220,0,24,4,256,149,2,11,0,0,4,103,1,11,0,0,0,1,0,0,1,567
324,P.P.KESHARUVA,769,687,0,1456,451,427,0,878,236,0,329,8,309,198,3,0,1,1,0,8,2,9,0,1,1,5,2,1,0,878
325,"P.P. JAMASARA",654,564,0,1218,371,405,0,776,76,0,317,15,254,164,3,1,0,0,1,4,3,6,0,2,0,6,0,0,0,776
326,"P.P. JAFARPUR W.WING",823,679,1,1503,466,400,0,866,400,0,60,36,538,93,6,13,4,0,5,68,12,3,0,9,3,9,1,1,5,866
327,"P.P. JAFARPUR W.WING",528,483,0,1011,269,334,0,603,219,0,211,7,157,171,1,0,0,1,2,11,3,3,0,2,4,12,11,3,4,603
