"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAISER JAHAN","2 - BHARAT TRIPATHI","3 - RAJESH VERMA","4 - VAISHALI ALI","5 - ERAJ BEG","6 - CHAUDHARY LAL BAGHEL","7 - JAGDISH NARAYAN SHUKLA","8 - JAGMOHAN SINGH VERMA","9 - R. K. MISRA","10 - RAM AVTAR NISHAD","11 - SHEFALI MISRA","12 - SANT KUMAR","13 - SANJAY TIWARI","14 - TURAB ALI","15 - PUSHPA DEVI","16 - SUCHITA KUMAR","17 - None of the Above","Total Votes Secured"
170,"P.S. SEEPATPUR NEW R.N.2",705,530,0,1235,479,361,0,840,840,0,151,270,298,17,7,2,15,1,6,0,2,3,5,10,4,19,30,840
171,"P.S. MANPUR",728,616,0,1344,596,405,0,1001,1001,0,262,353,293,16,4,1,19,7,1,0,3,4,6,2,3,10,17,1001
172,"P.S. LAHSADA H/O SHAHPUR",493,421,0,914,450,261,0,711,690,0,108,148,411,10,5,6,2,0,1,0,0,0,6,3,1,3,7,711
173,"P.S. SHAHPUR",511,466,0,977,451,344,0,795,712,0,95,17,632,14,0,3,7,3,1,0,0,1,2,9,3,6,2,795
174,"P.S. SEMRA KALAN",582,487,0,1069,400,366,0,766,764,0,462,70,197,19,1,2,3,3,0,1,0,0,0,0,0,2,6,766
175,"P.S. KIRTAPUR",496,455,0,951,395,301,0,696,696,0,279,70,301,24,2,0,5,0,0,0,0,1,0,4,1,8,1,696
176,"P.S. DEWTAPUR",516,505,1,1022,423,361,0,784,784,0,263,63,382,15,1,2,14,1,1,1,1,1,4,4,3,11,17,784
177,"P.S. ULLAHA",596,525,0,1121,497,426,0,923,923,0,402,99,363,4,3,1,15,4,1,1,1,0,2,5,2,4,16,923
178,"P.S. REVAN R.N.1",490,424,0,914,383,334,0,717,713,0,418,30,227,6,1,2,3,2,0,2,0,4,0,8,0,3,11,717
179,"P.S. REVAN R.N.2",399,335,0,734,312,252,0,564,564,0,167,48,306,7,0,1,8,1,0,2,1,1,3,6,0,7,6,564
180,"P.S.REVINYA H/O REVAN",767,637,0,1404,621,439,0,1060,1060,0,361,101,483,25,3,2,18,5,3,6,5,5,4,13,1,19,6,1060
181,"P.S. DHANAWA",399,353,0,752,346,276,0,622,622,0,290,27,223,14,4,1,12,5,1,13,1,3,2,5,3,9,9,622
182,"P.S. KALIMAPUR",428,382,0,810,376,289,0,665,663,0,372,17,231,18,1,0,8,0,2,1,2,0,1,4,1,5,2,665
183,"P.S. KUNDI R.N.1",659,550,0,1209,527,394,0,921,862,0,174,134,540,24,3,0,21,2,2,3,2,2,1,7,0,5,1,921
184,"P.S. KUNDI R.N.2",353,326,0,679,264,183,0,447,447,0,124,32,236,16,0,0,12,0,3,8,1,1,1,5,3,3,2,447
185,"P.S. PASIYANPURAWA H/O BHAISAHA",600,519,0,1119,457,377,0,834,834,0,331,88,304,14,1,5,13,3,5,2,2,4,2,16,10,24,10,834
186,"P.S. BASAIYHA",752,591,0,1343,564,420,0,984,976,0,339,367,218,7,0,0,7,4,0,2,2,1,2,6,7,6,16,984
187,"P.S. BASUDHA R.N.1",383,329,0,712,252,236,0,488,484,0,99,358,12,0,1,1,1,1,2,0,1,0,1,3,3,2,3,488
188,"P.S. BASUDHA R.N.2",573,503,0,1076,390,342,0,732,500,0,246,201,200,8,4,1,11,1,3,30,0,2,0,3,2,5,15,732
189,"P.S. BASUDHA R.N.3",379,309,0,688,251,219,0,470,470,0,114,209,112,1,1,0,5,2,1,1,1,2,3,4,4,7,3,470
190,"P.S. PALAHRI H/O AMIRTI",358,289,0,647,303,210,0,513,513,0,126,122,231,11,3,2,2,1,0,0,0,1,2,4,0,4,4,513
191,"P.S. GODHNI SARAIYAN",564,500,0,1064,472,386,0,858,832,0,303,171,310,10,3,1,6,2,2,11,3,1,1,3,7,10,14,858
192,"J.H.S. JHAHANGIRABAD R.N.2",593,495,0,1088,409,320,0,729,729,0,391,27,279,7,0,1,3,1,1,1,0,0,2,1,2,4,9,729
193,"J.H.S. JHAHANGIRABAD R.N.3",586,492,0,1078,394,312,0,706,706,0,448,28,195,7,1,1,4,2,0,0,0,2,1,2,5,7,3,706
194,"J.H.S. JHAHANGIRABAD R.N.4",747,631,0,1378,576,443,0,1019,1017,0,827,57,94,9,0,1,2,0,0,0,0,0,0,4,1,11,13,1019
195,"SHANKUL BHAVAN JHAHANGIRABAD",744,659,0,1403,527,472,0,999,999,0,833,35,110,6,0,0,2,0,0,1,0,1,0,0,1,0,10,999
196,"P.S.JHAHANGIRABAD II",727,593,0,1320,531,330,0,861,861,0,311,40,440,13,0,0,11,1,4,0,0,1,5,8,3,3,21,861
197,"P.S.JHAHANGIRABAD I",316,270,0,586,231,201,0,432,430,0,108,12,288,7,1,0,3,0,0,0,1,0,1,1,3,1,6,432
198,"P.S. BAJEHRA",405,316,0,721,360,255,0,615,614,0,263,122,179,11,1,0,4,3,0,2,0,2,1,3,4,9,11,615
199,"P.S. DHAMISARAI STHIT GARDIYANPURVA",319,254,0,573,236,183,0,419,419,0,192,67,131,5,1,0,6,1,2,0,0,1,2,3,3,2,3,419
200,"P.S. PIPRAKHORD ANANTSINGH",431,330,0,761,344,250,0,594,594,0,215,7,336,6,0,1,4,2,0,1,2,0,1,5,4,4,6,594
201,"P.S. PUNJIKHERA",621,581,0,1202,500,394,0,894,893,0,243,38,514,16,3,4,12,2,2,5,3,0,2,8,7,16,19,894
202,"P.S. PATNA R.N.1",448,404,0,852,375,266,0,641,641,0,160,65,370,14,2,0,5,2,1,1,2,1,3,5,3,4,3,641
203,"P.S. PATNA R.N.2",466,385,0,851,341,261,0,602,602,0,139,79,345,8,0,0,9,0,0,2,0,0,2,7,3,2,6,602
204,"P.S. PATNI",661,576,0,1237,511,381,0,892,892,0,159,119,508,7,2,1,13,7,2,40,4,11,4,2,2,2,9,892
205,"P.S. SHIRKUNDA",645,460,0,1105,409,350,0,759,759,0,434,69,183,30,2,3,6,1,1,0,2,1,2,4,1,10,10,759
206,"P.S.RAIPUR ALIYAPUR",800,586,0,1386,569,469,0,1038,1038,0,602,158,239,14,1,0,2,2,0,2,0,0,1,2,3,4,8,1038
207,"J.H.S. BHAGIPUR",415,327,0,742,382,279,0,661,661,0,230,37,312,10,3,5,8,3,5,2,0,0,1,5,3,7,30,661
208,"P.S. JAIRAMPUR R.NO. 1",740,556,0,1296,511,274,0,785,783,0,283,105,314,25,2,3,7,4,1,4,3,1,6,13,2,4,8,785
209,"P.S. JAIRAMPUR R.NO. 2",682,545,0,1227,497,357,0,854,854,0,135,102,548,20,1,2,10,4,0,0,1,2,3,8,4,8,6,854
210,"U.M.V. JAIRAMPUR",250,214,0,464,181,105,0,286,286,0,74,45,133,8,0,2,5,1,1,1,0,2,0,6,1,5,2,286
211,"P.S. MAROUCHA",414,340,0,754,342,251,0,593,578,0,185,50,318,13,0,1,5,5,0,1,1,0,1,8,2,3,0,593
212,"P.S. TULSIPUR KHARIKA",776,619,0,1395,589,431,0,1020,1019,0,330,100,494,14,3,2,9,3,6,0,2,0,6,12,4,19,16,1020
213,"J.H.S. BASURA R.NO. 1",579,429,0,1008,319,252,0,571,571,0,355,52,119,16,1,2,1,1,0,2,0,0,0,0,0,8,14,571
214,"J.H.S. BASURA R.NO. 2",550,406,0,956,321,239,0,560,560,0,226,98,186,11,0,2,8,2,1,1,0,0,4,6,2,9,4,560
215,"G.G.I.C. BASURA R.NO.1",602,431,0,1033,291,267,0,558,456,0,319,49,158,7,0,0,1,0,1,1,2,0,1,2,2,9,6,558
216,"G.G.I.C. BASURA R.NO.2",637,511,0,1148,402,318,0,720,718,0,211,84,352,17,1,2,7,2,3,2,3,1,3,20,2,7,3,720
217,"P.S. SARIYA MASOODPUR",333,276,0,609,251,184,0,435,435,0,62,10,323,4,0,0,8,2,2,0,2,2,1,5,1,5,8,435
218,"P.S. JARAVAN",517,413,0,930,394,301,0,695,695,0,297,34,297,8,0,1,11,4,2,10,2,1,3,6,2,10,7,695
219,"P.S. BHIKHARIPURVA H/O JARAVAN R.NO. 1",507,407,0,914,394,275,0,669,669,0,345,16,266,4,2,1,9,3,1,0,1,1,0,6,1,10,3,669
220,"P.S. BHIKHARIPURVA H/O JARAVAN R.NO. 2",434,353,0,787,329,254,0,583,583,0,149,40,354,7,1,3,6,1,1,0,2,1,2,2,0,2,12,583
221,"P.S. DHAMAUDA R.NO. 1",665,478,0,1143,502,334,0,836,836,0,45,6,753,15,3,4,3,1,1,1,1,0,0,0,1,1,1,836
222,"P.S. DHAMAUDA R.NO. 2",370,287,0,657,264,130,0,394,121,0,107,12,251,12,1,0,2,2,0,1,1,0,0,4,0,1,0,394
223,"P.S. 2 DHANDHAR H/O CHATAUNI R.NO. 1",804,629,0,1433,499,408,0,907,907,0,401,246,203,11,4,0,13,1,0,0,0,1,0,3,5,2,17,907
224,"P.S. 2 DHANDHAR H/O CHATAUNI R.NO. 2",754,572,0,1326,458,398,0,856,856,0,284,146,363,16,3,0,11,1,1,1,0,1,2,12,7,3,5,856
225,"P.S. 1 CHATAUNI",681,522,0,1203,468,267,0,735,735,0,262,152,258,7,1,3,13,0,1,7,2,1,2,8,2,6,10,735
226,"P.S. DESHILOUKIHA R.NO. 1",517,384,0,901,389,216,0,605,605,0,126,139,283,6,1,0,11,1,0,3,1,1,5,7,2,13,6,605
227,"P.S. DESHILOUKIHA R.NO. 2",569,466,0,1035,428,290,0,718,718,0,232,90,325,9,3,3,13,7,1,2,4,1,3,10,6,2,7,718
228,"P.S. NATINIYA H/O MATHURA",646,491,0,1137,457,398,0,855,854,0,350,40,429,10,0,3,7,0,1,0,0,0,0,1,0,4,10,855
229,"P.S. BHAGAUTIPUR H/O MATHURA R.NO. 1",495,360,0,855,370,228,0,598,598,0,235,84,256,11,1,0,2,0,3,0,0,0,0,1,0,2,3,598
230,"P.S. BHAGAUTIPUR H/O MATHURA R.NO. 2",232,173,0,405,178,114,0,292,292,0,79,33,148,7,2,1,3,0,0,0,1,1,2,4,1,0,10,292
231,"P.S. BASANTPUR",266,211,0,477,190,122,0,312,312,0,86,59,144,7,1,1,3,0,1,0,0,0,1,2,2,1,4,312
232,"P.S. RAJAPUR ISRAULI",854,692,0,1546,616,400,0,1016,999,0,307,178,410,15,2,5,14,6,8,6,2,2,0,8,6,10,37,1016
233,"P.S. CHAKDAHA H/O BARIYARPUR",717,547,0,1264,571,392,0,963,963,0,128,238,492,19,3,5,8,5,2,1,5,3,4,7,9,16,18,963
234,"P.S. DHAUKALGANJ H/O TARVA MANIKAPUR",639,495,0,1134,471,299,0,770,770,0,236,62,400,7,0,6,21,4,1,1,1,2,2,8,3,9,7,770
235,"J.H.S. TARVA MANIKAPUR",497,401,0,898,409,297,0,706,706,0,134,117,383,26,8,3,6,4,1,1,0,1,3,3,0,5,11,706
236,"P.S. DHALA DHAVRAHRA",510,387,0,897,397,279,0,676,673,0,183,313,127,5,1,2,1,1,4,1,1,2,0,4,4,17,10,676
237,"P.S. PARA H/0 PARA RAM NAGRA",383,267,0,650,301,186,0,487,401,0,36,101,333,5,1,0,3,0,1,0,1,0,0,3,0,2,1,487
238,"P.S. RAMNAGRA  H/0 PARA RAM NAGRA",208,150,0,358,154,106,0,260,254,0,3,83,162,4,0,0,0,1,0,0,1,0,2,4,0,0,0,260
239,"P.S. KAIVADA R.NO. 1",502,349,0,851,354,228,0,582,582,0,48,220,242,10,2,2,10,2,2,2,3,0,4,12,3,17,3,582
240,"P.S. KAIVADA R.NO. 2",532,379,0,911,360,238,0,598,598,0,95,100,307,7,0,1,22,2,4,12,3,2,3,13,2,12,13,598
241,"P.S. AFASRIYA",475,342,0,817,336,209,0,545,545,0,69,72,336,6,1,1,11,2,1,2,2,0,2,12,2,13,13,545
242,J.H.S.NAUSARA,196,149,0,345,138,92,0,230,230,0,26,102,83,5,1,0,3,1,0,0,0,0,0,7,1,1,0,230
243,"P.S. JANKINAGAR",540,401,0,941,398,282,0,680,680,0,208,61,337,23,1,1,9,3,1,1,3,4,2,5,3,13,5,680
244,"P.S. KHANEVA MITHAURA",388,297,0,685,268,205,0,473,471,0,232,43,153,10,4,0,8,5,0,0,0,1,2,1,4,5,5,473
245,"P.S. KRAIYVAPURVA",412,320,0,732,326,236,0,562,562,0,301,14,195,11,3,0,14,3,1,0,0,2,0,3,4,7,4,562
246,"P.S. SOHARIYA",645,478,0,1123,505,300,0,805,805,0,27,143,525,22,5,2,29,5,0,2,4,1,2,11,2,4,21,805
247,"P.S. KUMHRAURA H/O SOHARIYA",245,184,0,429,195,139,0,334,333,0,13,24,215,8,1,1,11,3,1,2,0,4,4,7,3,10,27,334
248,"P.S. KOTHAR R.NO. 1",854,549,0,1403,393,225,0,618,618,0,199,82,189,10,5,3,13,3,5,38,1,2,8,18,11,29,2,618
249,"P.S. KOTHAR R.NO. 2",532,363,0,895,210,143,0,353,353,0,34,58,151,9,4,0,7,4,1,46,1,5,3,8,3,17,2,353
250,"P.S. SONARAKH PURAINA",150,108,0,258,99,60,0,159,159,0,18,107,29,3,1,0,0,0,0,1,0,0,0,0,0,0,0,159
251,"J.H.S. BAGASTI",578,399,0,977,412,329,0,741,741,0,24,14,682,4,1,0,7,1,0,0,0,1,1,3,0,2,1,741
252,"P.S. DHANDHI H/O KANRKHI R.NO.1",568,445,0,1013,413,320,0,733,73,0,136,100,370,41,8,4,13,7,1,19,2,3,1,6,5,16,1,733
253,"P.S. DHANDHI H/O KANRKHI R.NO.2",453,357,0,810,208,226,0,434,366,0,26,56,265,13,4,5,17,2,3,33,2,0,0,1,0,7,0,434
254,"P.S.  KANRKHI R.NO.1",517,389,0,906,251,252,0,503,503,0,87,159,179,14,0,0,13,1,1,27,2,1,1,4,5,8,1,503
255,"P.S.  KANRKHI R.NO.2",671,521,0,1192,287,249,0,536,530,0,41,58,309,11,5,0,33,3,1,35,3,0,2,5,5,23,2,536
256,"J.H.S.RAMPUR R.NO.1",863,631,0,1494,627,374,0,1001,1001,0,419,77,403,24,3,2,7,3,3,2,0,0,2,12,5,11,28,1001
257,"J.H.S.RAMPUR R.NO.2",887,682,0,1569,599,454,0,1053,1053,0,309,84,494,29,4,7,27,13,6,4,2,3,4,26,11,17,13,1053
258,P.S.RAMPUR,650,470,0,1120,453,249,0,702,702,0,196,34,372,17,0,3,30,3,3,3,1,1,6,8,1,9,15,702
259,"P.S.MADDHYAPUR H/OTIKATHA R.NO.1",849,632,0,1481,612,423,0,1035,1030,0,449,190,322,13,1,2,5,4,5,2,1,1,1,10,5,18,6,1035
260,"P.S.MADDHYAPUR H/OTIKATHA R.NO.2",664,483,0,1147,486,321,0,807,807,0,188,258,299,6,1,1,15,2,4,1,0,0,0,9,2,13,8,807
261,P.S.SURJANPUR,884,740,0,1624,646,544,0,1190,1190,0,202,201,682,21,4,3,22,3,4,1,2,5,5,8,4,11,12,1190
262,"P.S. HARIHARPUR",808,639,0,1447,548,381,0,929,929,0,161,51,567,24,8,24,17,4,8,2,3,2,3,15,4,14,22,929
263,"P.S. ASAIPUR H/O UMARIGANESHPUR",680,496,0,1176,554,358,0,912,910,0,270,79,444,21,4,5,17,8,2,2,3,3,5,10,6,13,20,912
264,"P.S. NAHARVAL H/O UMARIGANESHPUR",587,489,0,1076,431,320,0,751,750,0,87,22,518,35,2,5,11,5,3,2,1,1,6,12,6,22,13,751
265,"P.S.BUDDHIPURVA H/O ATAURA",677,527,0,1204,325,258,0,583,581,0,97,61,311,8,1,0,15,4,1,49,9,0,4,5,4,9,5,583
266,"J.H.S. ATAURA R.NO. 1",719,547,0,1266,400,279,0,679,677,0,145,59,400,9,2,1,12,7,6,6,2,1,4,7,4,8,6,679
267,"J.H.S. ATAURA R.NO. 2",507,408,0,915,311,216,0,527,527,0,59,51,324,17,2,2,25,4,1,2,5,1,2,10,3,8,11,527
268,"J.H.S. ATAURA R.NO. 3",505,393,0,898,298,200,0,498,498,0,86,30,306,16,1,0,16,0,6,3,0,1,4,5,6,14,4,498
269,"P.S. AKHRI",431,320,0,751,315,238,0,553,553,0,68,48,355,6,0,8,14,2,2,2,2,3,9,8,9,12,5,553
270,"P.S. KALUVAPUR",492,384,0,876,310,255,0,565,565,0,29,19,406,62,0,1,13,1,1,1,1,2,1,8,3,8,9,565
271,"P.S. ANGRAURA",844,589,0,1433,546,325,0,871,870,0,103,235,405,15,5,3,25,2,5,4,7,5,6,17,6,15,13,871
272,"P.S. CHIMLAI H/0 GOVAHDEH",577,435,0,1012,415,285,0,700,700,0,102,143,392,7,5,2,15,1,4,3,1,2,0,4,2,9,8,700
273,"P.S. MAGHIGAVA",333,268,0,601,245,200,0,445,445,0,85,89,223,10,2,2,2,2,0,0,0,0,2,4,5,4,15,445
274,"J.H.S. BAHADURGANJ H/O GADCHAPA R.NO.1",472,360,0,832,310,177,0,487,487,0,28,190,223,6,2,1,18,2,1,3,1,0,1,4,2,5,0,487
275,"J.H.S. BAHADURGANJ H/O GADCHAPA R.NO.2",575,399,0,974,398,238,0,636,636,0,311,143,134,4,0,1,11,2,4,0,1,3,0,5,1,2,14,636
276,"J.H.S. BAHADURGANJ H/O GADCHAPA R.NO.3",860,628,0,1488,551,380,0,931,931,0,249,164,416,21,5,3,14,5,4,1,2,6,5,9,8,9,10,931
277,"J.H.S. TULSIPUR BANJAR",803,593,0,1396,640,384,0,1024,1024,0,194,161,580,27,5,2,21,2,0,3,2,3,2,8,6,5,3,1024
278,"P.S. ABHANAPUR H/O GONDA DEVARIYA",766,576,0,1342,581,401,0,982,982,0,196,313,343,18,1,5,19,2,3,1,6,5,6,14,5,27,18,982
279,"P.S.  GONDA DEVARIYA  R.NO. 1",465,393,0,858,358,260,0,618,618,0,140,130,283,7,1,0,8,5,1,0,2,2,1,18,4,7,9,618
280,"P.S.  GONDA DEVARIYA  R.NO. 2",659,475,0,1134,427,323,0,750,750,0,141,210,309,9,4,2,13,3,2,3,3,0,4,13,6,17,11,750
281,"P.P BARUIBARUVA R.NO. 1",455,368,0,823,344,232,0,576,575,0,91,27,322,21,3,11,51,9,2,5,0,3,4,10,5,10,2,576
282,"P.S. BARUIBARUVA R.NO. 2",797,615,0,1412,612,387,0,999,999,0,290,72,509,21,1,3,49,9,1,3,2,1,6,1,6,11,14,999
283,"P.S. RAISAINPUR",611,476,0,1087,462,379,0,841,841,0,193,278,290,19,2,2,7,1,0,1,4,1,5,10,6,11,11,841
