"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
200,"PSMPURWA DALA",474,411,0,885,228,193,0,421,411,0,140,22,250,0,0,0,0,0,3,0,3,1,2,421
201,"PS BANHORILYA",512,430,0,942,391,300,0,691,665,0,71,8,596,7,2,0,1,0,1,1,1,1,2,691
202,"PS PURWA DIXIT",525,430,0,955,271,236,0,507,442,0,43,222,234,0,2,0,0,2,0,0,3,0,1,507
203,"NAVEEN PS BHIKARA WEST",431,378,0,809,310,234,0,544,504,0,98,29,401,3,0,0,0,0,0,1,5,2,5,544
204,"NAVEEN PS BHIKARA EEST",421,353,0,774,287,234,0,521,521,0,183,41,277,6,0,0,0,1,0,3,4,1,5,521
205,"SADHAN SAHAKARI SAMATI  RUPPUR",598,508,0,1106,356,287,0,643,625,0,165,19,428,5,2,2,0,0,1,4,7,3,7,643
206,"PS INDAPAMAU",564,470,2,1036,330,276,0,606,601,0,250,137,206,4,0,1,1,0,1,0,5,0,1,606
207,"SHRI NARAYA IC ASJANA AURAIYA EAST",699,573,0,1272,396,327,0,723,721,0,167,121,407,7,1,1,0,0,1,2,8,2,6,723
208,"SHRI NARAYA IC ASJANA AURAIYA WEST",586,507,0,1093,399,322,0,721,721,0,116,381,194,0,0,0,0,0,3,3,10,6,8,721
209,"PS KALYAN PUR JAGU EAST",713,583,0,1296,430,318,0,748,745,0,269,53,411,4,0,1,2,0,0,2,3,0,3,748
210,"PS KALYANPUR JAGU WEST",599,477,0,1076,305,245,0,550,545,0,81,105,351,2,1,0,1,0,3,0,2,0,4,550
211,"KANYA PS HATHNAPUR",258,211,0,469,166,120,0,286,247,0,35,11,237,1,0,0,0,0,0,1,1,0,0,286
212,"PS SARAYPUKHTA NORTH",669,577,0,1246,399,370,0,769,769,0,269,242,243,1,2,0,3,0,1,1,5,1,1,769
213,"PS SARAYPUKHTA SOUTH",672,587,0,1259,399,356,0,755,632,0,280,86,375,0,0,1,0,0,0,4,2,5,2,755
214,"PS BHASORA",822,661,0,1483,471,384,0,855,810,0,306,197,319,3,0,0,0,2,2,4,7,6,9,855
215,"BHAGWANDAS IC HARCHANDRA EAST",630,530,0,1160,328,296,0,624,624,0,121,104,370,8,2,2,1,1,2,2,5,3,3,624
216,"BHAGWANDAS IC HARCHANDRA EAST ROOM NO1",473,375,0,848,295,212,0,507,497,0,117,85,289,2,0,0,1,1,2,1,6,2,1,507
217,"BHAGWANDAS IC HARCHANDRA EAST ROOM NO2",473,394,0,867,233,205,0,438,438,0,147,72,215,1,0,1,1,0,0,0,1,0,0,438
218,"SHRI SUNDARSINGH IC RANGAR HARCHANDPUR ROOM NO1",512,388,0,900,291,215,0,506,506,0,85,305,105,0,0,0,1,0,0,0,3,2,5,506
219,"SHRI SUNDARSINGH IC RANGAR HARCHANDPUR ROOM NO2",823,673,0,1496,442,333,0,775,775,0,136,227,385,4,2,2,1,1,1,0,5,1,10,775
220,"PS JALALPUR PHAPHUND",372,288,0,660,221,171,0,392,392,0,253,102,29,0,0,0,0,1,0,1,1,1,4,392
221,"PS DAKHANI",725,597,0,1322,461,321,0,782,765,0,241,187,337,4,0,0,3,1,1,3,2,1,2,782
222,"PS KANHO ROOM NO 1",591,499,0,1090,398,322,0,720,719,0,144,385,175,4,0,0,0,1,0,2,6,0,3,720
223,"PS KANHO ROOM NO 2",328,250,0,578,250,149,0,399,391,0,256,30,109,1,0,0,0,0,0,0,0,0,3,399
224,"PS GAHESAR",309,244,0,553,203,163,0,366,336,0,130,132,84,6,2,1,1,2,1,0,1,4,2,366
225,"SHRIMATI RAMDULARI UMV AUTON ROOM N1",575,422,0,997,335,214,0,549,549,0,107,64,344,1,2,2,2,1,0,5,8,2,11,549
226,"SHRIMATI RAMDULARI UMV AUTON ROOM N2",406,337,0,743,254,161,0,415,415,0,60,64,279,1,1,0,0,1,1,2,2,2,2,415
227,"PS GULRIHA",725,562,1,1288,432,309,0,741,735,0,147,173,395,3,2,1,0,1,0,5,6,4,4,741
228,"JIC ASENI ROOM NO 1",545,444,0,989,327,246,0,573,573,0,206,41,313,2,1,0,2,1,0,2,4,1,0,573
229,"JIC ASENI ROOM NO 2",547,455,0,1002,333,262,0,595,595,0,211,28,339,6,3,1,1,1,1,1,2,1,0,595
230,"JANTA IC ASENI ROOM N0 3",694,579,0,1273,420,311,0,731,700,0,92,127,488,3,0,1,0,2,3,3,7,2,3,731
231,"PS BARRU PHAPHUND",643,530,1,1174,405,355,0,760,760,0,158,217,369,0,0,2,1,1,1,4,3,1,3,760
232,"PS PURWA BALE",545,451,0,996,324,225,0,549,540,0,98,104,329,2,0,0,2,3,0,1,3,2,5,549
233,"PS DHAKAR",644,522,0,1166,412,310,0,722,722,0,118,126,473,2,1,0,0,0,0,1,1,0,0,722
234,"PS AGHARA",717,569,0,1286,495,370,0,865,864,0,457,35,338,2,1,0,1,0,4,2,9,3,13,865
235,"TOMAR RAGHUNATH IC ARIYARI ROOM NO 1",504,402,0,906,313,246,0,559,538,0,82,158,309,2,0,0,0,0,2,2,4,0,0,559
236,"TOMAR RAGHUNATH IC ARIYARI ROOM NO 2",590,485,0,1075,320,264,0,584,555,0,121,170,261,1,1,2,0,1,0,13,5,0,9,584
237,"PS MALGAWA",365,284,0,649,252,169,0,421,421,0,147,28,231,2,0,8,1,0,0,0,2,1,1,421
238,"PS LAKHNU",353,302,0,655,216,184,0,400,400,0,169,57,169,1,0,0,0,0,0,0,1,0,3,400
239,"PS PAHADPUR",708,564,0,1272,393,306,0,699,670,0,323,116,234,6,1,0,1,4,0,2,4,3,5,699
240,"PS PURWA HARI",338,275,0,613,215,147,0,362,356,0,77,63,215,1,0,0,0,0,1,0,3,0,2,362
241,"PS BAHADUR",623,528,0,1151,397,327,0,724,720,0,272,145,287,2,0,1,1,0,2,3,6,0,5,724
242,"PS PIPRAULIYA",225,182,0,407,138,113,0,251,251,0,51,62,130,1,0,0,0,1,2,1,1,1,1,251
243,"PS PURWA KHAGAN",718,619,0,1337,389,307,0,696,694,0,243,59,372,6,1,1,0,0,0,1,6,2,5,696
244,"PS  TILAK PUR",420,390,0,810,231,202,0,433,432,0,128,16,280,3,0,0,0,0,0,2,2,2,0,433
245,"PS PURWA JAIN NOTH",640,507,0,1147,402,313,0,715,708,0,245,133,318,3,1,0,0,0,0,2,1,2,10,715
246,"PS PURWA JAIN SOTH",573,485,0,1058,310,248,0,558,558,0,184,44,316,3,1,0,0,1,1,1,3,0,4,558
247,"PMV SAHAR ROOM NO1",599,518,0,1117,378,324,0,702,652,0,315,76,293,4,1,0,0,1,0,2,4,3,3,702
248,"PMV SAHAR ROOM NO2",588,531,0,1119,367,305,0,672,672,0,241,158,257,1,1,0,0,1,1,0,2,2,8,672
249,"JAGDISH CHANDRA AGNIHOTRI PURWA DANSHAH ROOM NO 1",675,622,0,1297,429,346,0,775,737,0,220,17,524,4,1,0,1,0,0,2,0,0,6,775
250,"JAGDISH CHANDRA AGNIHOTRI PURWA DANSHAHWEST  ROOM NO 2",542,488,0,1030,330,305,0,635,635,0,181,171,268,2,0,1,1,0,0,1,3,1,6,635
251,"JAGDISH CHANDRA AGNIHOTRI PURWA DANSHAH ROOM NO 2",347,287,0,634,216,152,0,368,366,0,90,189,75,1,1,1,0,0,1,1,2,3,4,368
252,"PS PURWA SOMVANSI",413,354,0,767,254,210,0,464,419,0,96,178,165,4,2,0,2,0,0,2,4,2,9,464
253,"PS RAWAT PUR",642,560,0,1202,427,351,0,778,736,0,465,203,99,2,0,1,2,0,0,0,4,0,2,778
254,"PS FATEHPUR",647,527,0,1174,332,273,0,605,600,0,194,179,222,1,1,0,1,1,0,0,2,1,3,605
255,"PS FATEHPUR WEST",383,323,0,706,206,193,0,399,389,0,139,93,154,3,0,1,0,0,1,0,3,0,5,399
256,"PS BADERAHAR",260,240,0,500,222,191,0,413,413,0,384,7,21,0,0,0,0,0,0,1,0,0,0,413
257,"PS BADRIYAPUR",389,356,0,745,312,279,0,591,563,0,571,15,1,0,0,1,0,0,0,0,2,0,1,591
258,"PS PATNA BELA",708,590,0,1298,476,365,0,841,664,0,357,106,353,2,2,1,0,0,0,4,5,0,11,841
259,"PS CHIROLI 1/3",361,325,0,686,238,203,0,441,441,0,156,23,248,2,0,0,1,1,1,1,3,1,4,441
260,"PS CHIROLI 2/3",501,424,0,925,284,207,0,491,463,0,100,70,316,1,0,0,0,0,0,0,3,0,1,491
261,"PS NEEMHAR",398,351,0,749,214,183,0,397,371,0,148,141,84,2,0,1,0,3,0,1,4,2,11,397
262,"PS SIMRA MAJRA NEEMHAR",603,457,0,1060,357,270,0,627,565,0,339,12,269,0,0,0,1,0,0,1,3,0,2,627
263,"PS KAROLI",476,405,0,881,325,275,0,600,600,0,166,135,280,3,0,0,0,0,0,0,8,1,7,600
264,"NARAYAN IC MALHOSI ROOM NO1",789,676,0,1465,491,451,0,942,935,0,295,238,375,4,0,1,0,4,2,2,6,10,5,942
265,"NARAYAN IC MALHOSI ROOM NO2",589,507,0,1096,369,313,0,682,659,0,218,96,342,3,2,2,2,1,1,3,4,4,4,682
266,"PS BARKASI",734,605,0,1339,405,325,0,730,730,0,216,240,263,5,1,0,0,2,0,1,2,0,0,730
267,"PS PURWA MAKHAN LAKHI",737,558,0,1295,614,237,0,851,805,0,625,120,97,0,0,0,0,0,0,0,2,3,4,851
268,"PS JOHAR",556,427,0,983,368,289,0,657,657,0,292,247,105,0,1,0,0,0,0,1,3,4,4,657
269,"PS MADHAHAPUR",545,446,0,991,328,280,0,608,602,0,265,201,136,0,0,0,1,0,0,0,4,0,1,608
270,"PS AURON",746,593,0,1339,514,390,0,904,904,0,702,110,81,2,0,1,0,1,1,1,1,2,2,904
271,"PS DAMARPUR",340,287,0,627,248,204,0,452,445,0,210,98,139,0,1,0,0,0,0,0,1,2,1,452
272,"PS YAKOOBPUR EAST",839,665,1,1505,496,408,0,904,818,0,297,248,323,2,0,1,0,1,2,3,13,4,10,904
273,"PS YAKOOBPUR WEST",684,581,0,1265,382,310,0,692,688,0,202,57,422,1,2,1,0,0,0,0,0,2,5,692
274,"PS YAKOOBPUR SOUTH",653,532,0,1185,399,324,0,723,723,0,116,161,422,6,1,0,1,1,0,5,6,0,4,723
275,"PS PIPROLI SHIV ROOM NO1`",496,421,0,917,274,266,0,540,540,0,140,83,302,4,0,0,1,1,1,0,2,1,5,540
276,"PS PIPROLI SHIV ROOM NO2",388,343,0,731,251,221,0,472,443,0,15,104,340,3,2,0,0,1,0,1,3,1,2,472
277,"PS PIPROLI SHIV ROOM NO3",389,326,0,715,188,165,0,353,352,0,116,66,168,0,0,0,0,1,0,1,0,1,0,353
278,"PS PIPROLI SHIV ROOM NO4",473,405,0,878,270,249,0,519,513,0,61,54,383,5,0,1,0,2,1,2,6,0,4,519
279,"PS BALIDADPUR",429,353,0,782,245,202,0,447,440,0,38,222,178,2,1,0,0,1,0,0,2,2,1,447
280,"PS BAROLI",793,641,0,1434,455,367,0,822,564,0,236,259,311,1,0,0,0,0,2,0,4,2,7,822
281,"PS MATERA ROOM NO 1",459,371,0,830,252,187,0,439,439,0,102,31,290,3,0,0,0,1,1,3,2,6,0,439
282,"PS MATERA ROOM NO 2",538,425,1,964,350,240,0,590,519,0,81,222,268,2,0,0,0,0,0,3,4,4,6,590
283,"PS RAMNAGAR MALHOSI",435,387,0,822,324,264,0,588,580,0,93,7,478,3,0,1,2,0,0,0,0,0,4,588
284,"PS ANESO",579,469,1,1049,352,241,0,593,592,0,129,108,341,3,0,0,0,4,1,1,3,1,2,593
285,"PS JAMALPUR",299,242,0,541,193,147,0,340,330,0,314,3,19,0,0,0,0,0,0,0,1,1,2,340
286,"PS PATTI GAYANI",564,486,1,1051,387,281,0,668,658,0,130,40,489,2,1,1,0,1,0,0,2,0,2,668
287,"PS SHIIC TIDUA YAKOOBPUR",662,532,0,1194,407,334,0,741,741,0,242,170,317,2,0,0,0,0,1,3,1,3,2,741
288,"PS DHARAM PUR GYANI",401,341,0,742,266,200,0,466,433,0,100,3,359,2,0,0,0,0,0,0,1,0,1,466
289,"PS TIKNAPUR",465,364,0,829,293,222,0,515,510,0,206,182,117,4,0,0,0,0,0,0,2,3,1,515
290,"PS DAMARI GHURAU",233,184,0,417,143,103,0,246,245,0,119,49,74,1,1,0,0,0,0,0,0,1,1,246
291,"PS JALALPUR BIDHUNA",454,344,0,798,289,214,0,503,465,0,138,110,245,2,1,0,1,0,0,1,5,0,0,503
292,"PMV KIHKICHAGOPALPUR",541,436,0,977,352,268,0,620,620,0,78,283,252,4,0,1,0,0,1,0,1,0,0,620
293,"PS GOPAL",442,353,0,795,286,233,0,519,502,0,141,281,91,1,0,0,1,0,0,1,1,2,0,519
294,"PS SHAHBAJPUR BIDHUNA WEST",799,618,0,1417,469,370,0,839,839,0,345,199,286,1,0,0,0,0,0,0,5,1,2,839
295,"PS SHAHBAJPUR BIDHUNA  NORTH ROOMN0 1",723,569,0,1292,436,324,0,760,753,0,507,118,113,0,1,0,1,0,2,2,7,1,8,760
296,"PS SHAHBAJPUR BIDHUNA  NORTH ROOMN0 2",302,231,0,533,197,162,0,359,330,0,87,230,33,1,1,0,0,0,1,0,2,2,2,359
297,"PS JEEWA SIRSANI EAST",566,451,0,1017,336,217,0,553,535,0,162,94,281,1,0,4,1,0,1,2,0,2,5,553
298,"PS JEEWA SIRSANI WEST",521,455,0,976,258,198,0,456,456,0,192,43,209,1,1,2,1,0,0,2,3,0,2,456
299,"PS BARAU",438,384,0,822,284,213,0,497,497,0,127,39,320,2,0,0,0,0,0,2,1,2,4,497
300,"PS GAPCHARIYAPUR",635,530,0,1165,424,335,0,759,755,0,159,76,501,10,1,1,0,0,3,1,2,2,3,759
301,"PS SAUTHRA",578,485,0,1063,358,321,0,679,639,0,260,139,257,5,1,0,1,0,3,2,4,1,6,679
302,PSUMMEDPUR,367,313,0,680,233,187,0,420,405,0,28,319,61,4,0,0,0,0,1,6,0,1,0,420
303,"P&PMV BAHLOLPUR",541,435,0,976,321,274,0,595,595,0,128,323,123,1,0,1,0,1,4,2,6,1,5,595
304,"PS PURWA PHAKERA",532,411,0,943,279,238,0,517,517,0,82,215,196,0,2,0,0,0,3,3,10,4,2,517
305,"PS TAJPUR CHHAUNK ROOM N0 1",590,407,0,997,290,199,0,489,450,0,107,38,334,3,0,0,0,0,1,2,0,0,4,489
306,"PS TAJPUR CHHAUNK ROOM N0 2",319,283,0,602,198,150,0,348,348,0,66,123,148,3,1,0,0,0,2,3,0,0,2,348
307,"PS BHATOLI PHAPHUND",739,540,1,1280,459,332,0,791,481,0,489,145,135,1,0,0,0,1,1,2,7,3,7,791
308,"PS SHIVGANJ",832,662,0,1494,512,418,0,930,913,0,529,45,328,1,0,1,1,2,3,2,6,4,8,930
309,"PS PURWA MAKA",749,565,0,1314,457,317,0,774,774,0,506,77,182,2,1,0,0,0,2,1,1,0,2,774
310,"PS SABALPUR",311,243,0,554,199,164,0,363,322,0,64,88,204,3,0,0,0,0,0,1,2,1,0,363
311,"PS ATTETHSE",295,231,0,526,199,164,0,363,322,0,64,88,204,3,0,0,0,0,0,1,2,1,0,363
312,"PMV SAMAI",330,252,0,582,223,176,0,399,395,0,102,165,126,1,1,0,0,0,1,0,1,1,1,399
313,"PS SEENPURMANA ROOM NO1`",487,420,0,907,305,259,0,564,560,0,186,218,142,1,3,1,1,1,0,0,6,2,3,564
314,"PS SEENPURMANA ROOM NO2`",386,283,0,669,265,168,0,433,372,0,41,2,374,4,2,0,0,0,0,7,0,0,3,433
315,"PS DEEPPUR MAJRA SEEGPUR MANA",463,414,0,877,348,326,0,674,674,0,341,273,52,0,1,0,0,1,1,0,1,0,4,674
316,"PS PURA KALA ROOM NO 1",646,556,0,1202,389,297,0,686,675,0,161,57,338,3,25,0,0,0,0,92,5,1,4,686
317,"PS PURA KALA ROOM NO 2",660,550,0,1210,353,223,0,576,573,0,109,228,189,0,4,0,0,1,0,35,4,3,3,576
318,"PS UPRENGA PART THULPIYA URF DHUPKARI",723,619,0,1342,514,391,0,905,878,0,221,47,597,4,6,1,0,0,1,14,5,2,7,905
319,"PS DHUPKARI EAST",637,546,0,1183,379,319,0,698,694,0,440,66,169,6,1,0,0,2,0,2,8,1,3,698
320,"PS DHUPKARI WEST",587,489,0,1076,432,318,0,750,450,0,377,3,354,2,1,1,0,0,1,1,6,2,2,750
321,"SWAMI PREMSHIVSNAND MANYODA THULPIYA",368,305,0,673,232,185,0,417,387,0,189,78,143,0,0,0,1,0,1,1,1,3,0,417
322,"PS BANDI KA PURWA BHAISODI",480,394,0,874,309,262,0,571,525,0,131,109,317,1,0,1,1,0,0,2,7,0,2,571
323,"PS PATTI THAKUR GAUN",281,235,0,516,177,174,0,351,172,0,172,16,155,1,0,0,0,0,1,0,2,1,3,351
324,"PS THAKUR GAUN",512,424,0,936,160,145,0,305,295,0,124,69,111,0,0,0,0,0,0,1,0,0,0,305
325,"PS  PURWA HEMA",236,197,0,433,160,145,0,305,295,0,124,69,111,0,0,0,0,0,0,0,1,0,0,305
326,"PS PARSU",274,219,0,493,179,139,0,318,318,0,113,34,167,0,1,0,0,0,0,1,1,0,1,318
327,"PMV BICHAULI",280,220,0,500,176,137,0,313,307,0,293,5,9,1,0,0,0,0,1,0,0,0,4,313
328,"PS KANHAI",308,256,0,564,195,146,0,341,341,0,119,82,133,0,0,0,0,0,0,2,2,0,3,341
329,"PS ASU ROOM NO1`",670,552,0,1222,476,316,0,792,789,0,287,126,367,3,0,0,0,0,1,2,3,2,1,792
330,"PS ASU ROOM NO 2",426,374,0,800,273,218,0,491,331,0,217,41,229,0,0,0,0,0,0,1,2,0,1,491
331,"PMV MANDHAWAN EAST",481,393,0,874,264,218,0,482,482,0,168,113,194,0,0,0,1,1,0,0,1,1,3,482
332,"PMV MANDHAWAN WEAST",702,562,0,1264,363,309,0,672,657,0,62,498,93,1,2,0,1,2,1,0,3,5,4,672
333,"PS SAHAYAL EAST ROOM NO 1",428,372,0,800,312,257,0,569,522,0,30,13,517,2,0,0,0,0,0,1,2,1,3,569
334,"PS SAHAYAL WEST ROOM NO 2",608,515,0,1123,327,221,0,548,548,0,166,73,292,2,1,0,0,0,1,1,2,2,8,548
335,"SWATANTRA IC SAHAYAL EAST",764,640,0,1404,509,405,0,914,914,0,336,42,507,3,3,8,1,0,1,3,6,0,4,914
336,"SWATANTRA IC SAHAYAL WEST",789,650,0,1439,490,360,0,850,789,0,231,39,553,4,0,7,2,2,0,2,7,0,3,850
337,"PS BADSHAHPUR CHHAUNK",483,425,0,908,329,212,0,541,541,0,294,33,208,1,0,0,0,0,0,1,1,1,2,541
338,"PS HARI SINGH MADIYA",357,283,0,640,239,157,0,396,396,0,211,76,103,0,0,1,0,0,0,1,3,0,1,396
339,"PS AVAVAR EAST",655,569,0,1224,374,287,0,661,603,0,239,154,255,0,1,0,0,0,0,4,4,2,2,661
340,"PS AVAVAR  WEST",784,676,0,1460,475,329,0,804,779,0,94,22,668,3,1,1,1,0,1,1,6,1,5,804
341,"PS NIRANJANPUR",255,219,0,474,153,137,0,290,290,0,43,58,180,5,0,0,0,0,0,1,2,0,1,290
342,"PS TAYEA PUR",451,331,0,782,238,164,0,402,380,0,118,82,190,1,1,1,0,1,0,2,1,4,1,402
343,"PS KANMAU",855,649,0,1504,480,312,0,792,767,0,499,81,194,7,3,0,0,0,0,0,2,1,5,792
344,"PS AGHAR",377,267,0,644,233,151,0,384,373,0,248,36,87,1,0,10,0,0,0,0,0,1,1,384
345,"PS MADHWAPUR ROOM N0 1`",661,501,0,1162,334,217,0,551,529,0,170,160,207,3,0,0,1,0,0,1,2,5,2,551
346,"PS MADHWAPUR ROOM N0 2",469,350,0,819,234,167,0,401,381,0,117,56,220,2,0,3,1,0,0,0,2,0,0,401
347,"ADARASH GURU BABA JHS MOGRIHA",816,608,0,1424,453,293,0,746,746,0,258,114,324,11,1,0,1,2,3,7,3,9,13,746
348,"PS BELHUPUR",250,244,0,494,165,142,0,307,279,0,46,52,205,0,0,0,1,1,0,0,1,0,1,307
349,"PS NAVIMOHAN EAST",536,454,0,990,311,268,0,579,579,0,271,6,294,4,0,0,0,1,0,0,0,0,3,579
350,"PS NAVIMOHAN WEST",221,194,0,415,142,131,0,273,259,0,91,139,37,0,0,0,0,0,0,2,1,0,3,273
351,"PS SEKHU",341,308,0,649,171,139,0,310,304,0,95,17,194,3,0,0,0,0,0,0,0,0,1,310
352,"PS MAHARAHPUR BIDHUNA",314,272,0,586,179,170,0,349,349,0,83,89,173,1,0,0,0,0,1,0,0,0,2,349
353,"PS KARCHALA",550,419,0,969,306,249,0,555,555,0,189,117,228,1,0,0,1,0,0,4,6,2,7,555
354,"PS SACHENANAND JAN0 I C LAHRAPUR",625,545,0,1170,370,335,0,705,676,0,298,42,343,3,0,0,0,0,0,5,9,0,5,705
355,"PMV TIDUA PART LEHRAPUR",626,488,0,1114,349,264,0,613,597,0,307,68,222,1,0,0,0,1,3,0,5,3,3,613
356,"PS DIVARE EAST",426,360,0,786,252,217,0,469,292,0,153,47,255,1,0,1,0,0,0,2,5,0,5,469
357,"PS DIVARE W EST",499,370,0,869,260,179,0,439,439,0,139,99,189,1,0,0,0,1,0,0,2,0,8,439
358,"PS BHUNIYAPUR",262,214,0,476,107,177,0,284,281,0,36,142,95,0,0,0,1,0,1,4,3,1,1,284
359,"PS MADNAI",276,215,0,491,145,113,0,258,249,0,53,68,132,1,1,0,0,0,0,0,2,0,1,258
360,"PS LACHHIMAU ROOM NO 1",451,373,0,824,290,219,0,509,506,0,235,91,173,5,0,0,0,0,0,0,2,0,3,509
361,"PS LACHHIMAU ROOM NO 2",739,631,0,1370,391,307,0,698,698,0,236,248,187,3,1,1,1,4,0,6,4,1,6,698
362,"PS NAUGAWA NORTH",629,493,0,1122,299,246,0,545,528,0,121,152,246,5,1,0,1,3,1,6,3,2,4,545
363,"PS NAUGAWASOUTH",757,549,0,1306,324,203,0,527,527,0,338,27,147,2,0,2,0,1,0,1,1,4,4,527
364,"MANAS IC KANCHOSI BAJAR NORTH",501,435,0,936,323,244,0,567,560,0,68,141,323,13,0,5,2,1,0,2,7,3,2,567
365,"MANAS IC KANCHOSI BAJAR SOUH",396,313,0,709,262,184,0,446,446,0,85,157,196,0,0,1,0,0,0,0,3,0,4,446
366,"PS SUKHAMPUR",356,281,0,637,248,211,0,459,459,0,27,229,134,2,10,1,0,0,1,49,2,2,2,459
367,"PS MUDRIYA",407,301,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"PS AMUAHAR",708,532,0,1240,408,295,0,703,690,0,481,140,69,1,1,0,1,0,1,3,1,0,5,703
369,"PS HARTOLI",787,630,0,1417,516,407,0,923,911,0,464,176,271,3,1,1,0,0,2,2,1,2,0,923
370,"PS BIJHAI",656,542,0,1198,388,295,0,683,676,0,174,83,412,3,0,0,1,0,0,3,3,1,3,683
